MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIt is good that we can talk after I spent so long\nsilently watching over you, \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nブシュロン\nIt's an honor to stand beside you in battle.\nI've got a lot to live up to as a royal soldier.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x08\x06マルス\nWe must all rise to meet our own challenges,\nBoucheron. Let us do so together.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nDo your eyes fill with tears, Boucheron?\nHas something tragic happened?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nNo... I've been reading a tragedy, not living one.\nEvery time I think about it, the tears gush.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nブシュロン\nThis war has ravaged the land and polluted the\nwaters. It needs to stop, and soon.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06マルス\nYour hometown is a good village, I hear, with\ngreenery everywhere. Clear water too, I expect.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nYes. The rivers there are like crystal. I'd often\ngo there to fish. I wonder if they still sparkle...\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06マルス\nDraw strength from your love of the land.\nCombine it with ours as we work to bring peace.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nエーティエ\nHeya, Marth. You caught me in my favorite\nmood─just after a good, hard workout!\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x08\x06マルス\nYour diligence in training with the bow might\nput you on par with Altea's finest archer.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nエーティエ\nHey, Marth. I was just about to have some tea\nif you want to join me.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06マルス\nI cannot sip tea with you, but I can discern the\nsmell. I'm content to appreciate that if you are.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nエーティエ\nWish these thoughts would stop buzzing in my\nhead. Only one thing to do about that.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06マルス\nAre you troubled by doubts, Etie?\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x08\x06マルス\nYou may feel better talking about it. A fear\nshared is often a fear dispelled.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエーティエ\nI appreciate it, but nothing works for me like\nexercise. I'm gonna out-jog these doubts!\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nNever did I dream that I would meet an Emblem\nin person. There is so much I want to discuss.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06マルス\nI would be delighted to hear stories of the\nkingdom of Firene─and of yourself.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nThat's a lovely circlet you wear. It complements\nyour attire...and clearly has sentimental value.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06マルス\nWell spotted. It is very precious, gifted as it was\nby someone dear to me.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nI love my kingdom and its people, which is why\nI have resolved to fight on their behalf.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06マルス\nI know all too well that there are things in this\nworld worth taking up arms to defend.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nThank you. It's good to know others feel as I do.\nI breathe easier fighting with one of like mind.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06マルス\nI shall fight by your side as long as you will\nhave me─until the day your kingdom is safe.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x06\x04ルイ\nYou're a captivating man, Marth. Your radiance\nenriches all who stand in your presence.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x08\x06マルス\nLouis, you flatter me. You do your own share\nto brighten the mood.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x06\x04ルイ\nYour interactions with the Divine One are a\nunique sight all their own. A fresh new canvas...\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06マルス\nA canvas? Apologies, I don't understand what\nyou mean. Would you mind elaborating?\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nIt has not escaped my notice how considerate\nyou are. Have you always been this way?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nI've aimed to please since I was a child. Perhaps\nmy large family of brothers was the cause.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nI shall always be grateful to my family for that.\nIt's why I was chosen as a retainer.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x08\x06マルス\nHa, your support on the battlefield puts us all\nat ease. You serve us well, Louis.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06クロエ\nTalking to the Emblem who watched over the\nDivine One makes me feel like I'm in a fairy tale.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06マルス\nI enjoy our chats. Being around a pegasus knight\nalways reminds me of someone very dear to me.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06クロエ\nThere's nothing wrong with resting now and\nthen. Why not take it easy for the next battle?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06マルス\nI agree, and you should do the same. I want to\nsee this war through without losing anyone.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06クロエ\nUntil I met Princess Céline, I knew nothing of\nthe world. I never thought it could be so vast.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06マルス\nSo many work tirelessly just to survive. Think of\nthem as you fight.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nI'll try as hard as I must to keep them safe.\nIs that the secret to it, Marth?\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06マルス\nIt is. Together with our allies that we have\ngrown so close to, we shall bring about peace.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIt's an honor to fight beside such a mighty hero.\nI'm glad to have you with us, Marth.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06マルス\nI feel the same way, Diamant. Let us stand\ntogether in the name of peace.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nI won't rule the same way my father did. I want\nBrodia to prosper, but not through warfare.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06マルス\nImportant considerations for any heir. Of course\nyou will do what is best for your kingdom.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nDo you struggle with any specific skills, Marth?\nBetween you and me...magic intimidates me.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06マルス\nThe crown prince of Brodia is not as flawless\nas rumored? Is there a story behind this?\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nWhen I was young...I set off an explosion during\na magic lesson. I've feared it ever since.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x08\x06マルス\nWhere you struggle, rely on your friends. I did,\nand so was also known as the Rallying Hero.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アンバー\nWhoa! I get to fight alongside an Emblem?! I am\nso, so glad I became a royal retainer!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06マルス\nYou flatter me, Amber. Please, just think of me\nas another ally fighting to protect this world.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08アンバー\nSay, where were you born, Marth? Is it part of a\nlegend just like you? I'm really into that stuff!\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06マルス\nThe history of my kingdom starts with the hero\nAnri... I shall tell you his story sometime.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nI hear you became a retainer after going against\nyour family and entering a fighting tournament.\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08アンバー\nYeah, I didn't hate living back home...but it was\nboring! I had to leave to start my own legend.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nAfter the tourney, Diamant came to speak with\nme. He asked me to be his retainer─and I lost it!\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06マルス\nSo, you realized your dream through sheer force\nof will. I think you may be a legend already.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nI represent Prince Diamant... Better be careful.\nIt's an honor to work with you, Sir Marth.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x08\x06マルス\nI look forward to seeing you in action, Jade.\nHere's to our future!\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nYou seem to be loved by everyone, Sir Marth.\nIt's as if your very presence puts others at ease.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x08\x06マルス\nThey also feel safer with the "Iron Wall" herself\namong our ranks. Let us protect them together.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nSir Marth, I hope this isn't rude of me...but may\nI model a character in my new novel after you?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06マルス\nI am slightly embarrassed by your request, but,\nyes, you may. I look forward to reading it.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nThank you, Sir Marth. I hope you enjoy my\nwriting. Prince Diamant certainly seems to.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06マルス\nNow that is a reliable review. I am eager to see\nwhat kind of character I become!\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nスタルーク\nAww, I'm sorry, Lord Marth! Emblems like you\nshould never have to look upon one like me.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x08\x06マルス\nIt's...it's all right. Don't speak about yourself\nthat way. You are among friends.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nスタルーク\nYou're so charming, Lord Marth... I wish I had\neven a fraction of your charisma.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x08\x06マルス\nThere is plenty to like about you, Alcryst. I hope\nyou grow to recognize that.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nスタルーク\nYou're really incredible, Lord Marth. I apologize\nfor being such a disappointment...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06マルス\nDisappointment? Never. You are skilled with a\nbow and fighting for your kingdom.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nBut the list ends there. Those are the only\nthings I can do.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06マルス\nNo, Alcryst. Those are not the only things you\ncan do. They are things that only you can do.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nYou have incredible strength, Lapis. Our foes\nare fierce...but together, we will reclaim peace.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nI'm not sure how useful I'll be, but I'll try. Let's\nwish ourselves luck too. Couldn't hurt, right?\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nYou are so resourceful, Lapis. Your many small\nefforts all add up to aid us in winning this war.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nHappy to help! Is there anything I can craft for\nyou, Marth? Maybe a cute stand for your ring?\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06ラピス\nMarth? If you had a dear friend that you might\nnever see again...how would you handle it?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06マルス\nThat would be a terrible situation─wanting to\nspeak with them, but being unable to do so...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06マルス\nStill, I would think of them often. Any bonds\nforged between us would never break.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nYeah! I think so too! You'd always be connected\nto them, no matter what... Thank you, Marth.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nシトリニカ\nThank you for lending us your strength, Marth.\nI'll do everything I can to repay your kindness.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06マルス\nIt is clear that you love your kingdom, Citrinne.\nWe shall fight together until peace is restored.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMarth...do you think I'm useful in battle? I know\nthat my magic needs a fair amount of work...\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06マルス\nYou do very well out there, Citrinne, and you\ngrow stronger with each day. I have faith in you.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06マルス\x022\n\x0E\x03\x02\x08\x06マルス\nAlcryst places much trust in you. There is a\nfamilial closeness there, if I'm not mistaken.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x0C\nシトリニカ\nAlcryst and I are cousins! We grew up around\neach other, so we're quite comfortable together.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nThe same goes for Diamant. I don't see a crown\nprince or a flawless warrior...I just see Diamant.\x0E\x04\x00\x00
