MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nHere we are─the kingdom of Firene.\x0E\x04\x00\x00
MID_OP1_#027	\x0E\x03\x02\x0A\x08リュール\nIt's not them I hate─it's the Fell Dragon.\nHim and the one who killed my mother.\x0E\x04\x02\x00
MID_OP1_#028	Can you tell me more about the Emblem Ring\nthat was entrusted to Firene?\x0E\x04\x00\x00
MID_OP1_#029	\x0E\x03\x02\x0E\x0Cアルフレッド\nOh, sure. It's the "Ring of the Caring Princess."\nDoesn't look like anything special.\x0E\x04\x02\x00
MID_OP1_#030	Until I met you and Marth, I thought the\nEmblems were legends.\x0E\x04\x02\x00
MID_OP1_#031	I can't wait to tell my sister they exist! She'll\nreally be knocked for a loop.\x0E\x04\x00\x00
MID_OP1_#032	\x0E\x03\x02\x0A\x08リュール\nYou have a sister?\x0E\x04\x00\x00
MID_OP1_#033	\x0E\x03\x02\x0E\x0Cアルフレッド\nYeah─the princess of Firene, Céline. She's at\nthe castle with Mother right now.\x0E\x04\x00\x00
MID_OP1_#034	\x0E\x03\x02\x0A\x08リュール\nPrincess Céline. I look forward to meeting her.\x0E\x04\x00\x00
MID_OP1_#035	\x0E\x03\x02\x0E\x0Cアルフレッド\nJust call her Céline. I'm sure you two will get\nalong great.\x0E\x04\x02\x00
MID_OP1_#036	Here's Florra Mill Town. The castle's close now.\nWe'll just cut through here, and...\x0E\x04\x02\x00
MID_OP1_#037	Something's off.\x0E\x04\x00\x00
MID_OP1_#038	\x0E\x03\x02\x0A\x08リュール\nWhat is it?\x0E\x04\x00\x00
MID_OP1_#039	\x0E\x03\x02\x0E\x0Cアルフレッド\nI think there might be trouble ahead.\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\n\x0E\x03\x02\x0E\x0Cアルフレッド\nOh no...\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02b\n\x0E\x05\x01\x14\x08リュール\x08Pain\n\x0E\x03\x02\x0A\x08リュール\nThe Corrupted. They're everywhere.\x0E\x04\x00\x00
MID_OP3_#002	\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01\x16\x0Cアルフレッド\x06Sad\n\x0E\x03\x02\x0E\x0Cアルフレッド\nI can't stand to see them overrunning this\npeaceful town.\x0E\x04\x02\x00
MID_OP3_#003	\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\nI have to drive them away. Divine One, will you\nhelp me?\x0E\x04\x00\x00
MID_OP3_#004	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nOf course.\x0E\x04\x00\x00
MID_OP4_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08セリーヌ\x022\n\x0E\x03\x00\x0C\x06クロエ\x023\n\x0E\x03\x02\x0A\x08セリーヌ\nDanger looms from every side. I fear we will\nnever make it to my brother.\x0E\x04\x00\x00
MID_OP4_#002	\x0E\x03\x02\x06\x04ルイ\nPrincess Céline. I beg you to make your retreat.\nWe'll handle this.\x0E\x04\x00\x00
MID_OP4_#003	\x0E\x03\x02\x08\x06クロエ\nMore of the fiends might be on the way. Hurry!\x0E\x04\x00\x00
MID_OP4_#004	\x0E\x03\x02\x0A\x08セリーヌ\nLouis! Chloé! You can't possibly expect me to─\x0E\x04\x00\x00
MID_OP4_#005	\x0E\x03\x02\x06\x04ルイ\nIt is our sworn duty to protect the princess. We\nwill hold the line for you as long as we must!\x0E\x04\x00\x00
MID_OP4_#006	\x0E\x03\x02\x08\x06クロエ\nYou have to leave. If you should fall here, who\nwarns Prince Alfred of the invasion to come?\x0E\x04\x00\x00
MID_OP4_#007	\x0E\x03\x02\x0A\x08セリーヌ\nI concede the point. But I'll return for you both.\nPlease hold out until then!\x0E\x04\x00\x00
MID_OP4_#008	\x0E\x03\x01\x0A\x08セリーヌ\n\x0E\x03\x02\x06\x04ルイ\nApologies, Chloé.\x0E\x04\x02\x00
MID_OP4_#009	It pains me greatly to separate you from Princess Céline,\nfor even a relatively brief amount of time.\x0E\x04\x00\x00
MID_OP4_#010	\x0E\x03\x02\x08\x06クロエ\nMight I say, I'm a bit disappointed I didn't get to\nsee you run off with Her Highness yourself.\x0E\x04\x02\x00
MID_OP4_#011	A knight should never leave his princess's side.\x0E\x04\x00\x00
MID_OP4_#012	\x0E\x03\x02\x06\x04ルイ\nThe sooner we win, the sooner that will come to\npass. What say you, Chloé? Shall we?\x0E\x04\x00\x00
MID_OP4_#013	\x0E\x03\x02\x08\x06クロエ\nYes! Let's!\x0E\x04\x00\x00
MID_OP5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02b\n\x0E\x05\x01\x1C\x08セリーヌ\x10Surprise\n\x0E\x03\x02\x0A\x08セリーヌ\nAlfred!\x0E\x04\x00\x00
MID_OP5_#002	\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01 \x0Cアルフレッド\x10Surprise\n\x0E\x03\x02\x0E\x0Cアルフレッド\nCéline? What are you doing here? I thought\nyou were with Mother.\x0E\x04\x00\x00
MID_OP5_#003	\x0E\x05\x01\x12\x08セリーヌ\x06Sad\n\x0E\x03\x02\x0A\x08セリーヌ\nI was, but... Alfred, the Elusian army is marching\non the castle.\x0E\x04\x00\x00
MID_OP5_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nWhat? Why?\x0E\x04\x00\x00
MID_OP5_#005	\x0E\x03\x02\x0A\x08セリーヌ\nI cannot say. Before they arrived, Mother sent\nme to warn you.\x0E\x04\x02\x00
MID_OP5_#006	But then we were ambushed on our way to\nFlorra Port...\x0E\x04\x02\x00
MID_OP5_#007	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nLouis and Chloé stayed behind so that I might\nhave a chance to escape.\x0E\x04\x02\x00
MID_OP5_#008	Please, we must hurry back to them!\x0E\x04\x00\x00
MID_OP5_#009	\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAbsolutely.\x0E\x04\x00\x00
MID_OP5_#010	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x03\x02\x0A\x08リュール\nPardon me, Princess Céline, but do you have\nthe Emblem Ring?\x0E\x04\x00\x00
MID_OP5_#011	\x0E\x05\x01\x18\x08セリーヌ\x0CNormal\n\x0E\x03\x02\x0A\x08セリーヌ\nYes. Mother gave it to me. Why do you...\x0E\x04\x02\x00
MID_OP5_#012	\x0E\x05\x01\x1C\x08セリーヌ\x10Surprise\nGoodness gracious! The Divine Dragon\n\x0E\x06\x03\x00?! You're here, you're...awake!\x0E\x04\x00\x00
MID_OP5_#013	\x0E\x03\x02\x0A\x08リュール\nI am.\x0E\x04\x00\x00
MID_OP5_#014	\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nMay I say, it is truly an honor!\x0E\x04\x02\x00
MID_OP5_#015	\x0E\x0B\x00n
MID_OP5_#016	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nThe words... They're coming to me...\x0E\x04\x02\x00
MID_OP5_#017	\x0E\x05\x01\x1A\x08リュール\x0EStandBy\n\x0E\x0B\x01>
MID_OP6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06セリカ\x02b\n\x0E\x05\x01\x16\x06セリカ\x0CNormal\n\x0E\x03\x02\x08\x06セリカ\n\x0E\x07\x00\x04
MID_OP6_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nSmile\n\x0E\x03\x02\x0A\x08リュール\nThank you for answering my call.\x0E\x04\x00\x00
MID_OP6_#003	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01 \x0Cアルフレッド\x10Surprise\n\x0E\x03\x02\x0E\x0Cアルフレッド\nSo...this is the Emblem that was in Firene's ring.\x0E\x04\x00\x00
MID_OP6_#004	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x01\x08\x06セリカ\n\x0E\x03\x00\x0E\x08セリーヌ\x02b\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nEmblem Celica. How marvelous.\x0E\x04\x02\x00
MID_OP6_#005	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nDivine One, with your blessing─and hers,\nof course─I would like to fight by Celica's side.\x0E\x04\x02\x00
MID_OP6_#006	I must protect the people of this village and\nensure Louis and Chloé's safety.\x0E\x04\x00\x00
MID_OP6_#007	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1A\x08リュール\x0EStandBy\n\x0E\x03\x02\x0A\x08リュール\nI entrust this ring to you, Céline.\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06クロエ\x02b\n\x0E\x05\x01\x14\x06クロエ\nAngry\n\x0E\x03\x02\x08\x06クロエ\nI won't be able to get very far with these\narchers everywhere.\x0E\x04\x00\x00
MID_EV1_#002	\x0E\x03\x00\x0A\x04ルイ\x02t\n\x0E\x05\x01\x12\x04ルイ\nAngry\n\x0E\x03\x02\x06\x04ルイ\nHow about this? I take care of the archers and\nyou deal with the magic users.\x0E\x04\x00\x00
MID_EV1_#003	\x0E\x05\x01\x14\x06クロエ\nRelax\n\x0E\x03\x02\x08\x06クロエ\nGood idea! While their spells will go right\nthrough your armor, I'm resistant to magic.\x0E\x04\x02\x00
MID_EV1_#004	So leave the mages to me. It's not so bad\nprotecting each other, now is it?\x0E\x04\x00\x00
MID_EV1_#005	\x0E\x05\x01\x14\x04ルイ\x0CNormal\n\x0E\x03\x02\x06\x04ルイ\nIndeed. This is a nice change of pace.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nEmblem Celica, it is an honor.\x0E\x04\x02\x00
MID_EV2_#002	So it was your voice I heard on the way from\nthe castle. I am glad you're here with me.\x0E\x04\x00\x00
MID_EV2_#003	\x0E\x03\x00\x0C\x06セリカ\x02b\n\x0E\x05\x01\x14\x06セリカ\nRelax\n\x0E\x03\x02\x08\x06セリカ\nI feel the same, Céline. I will fight by your side\nfrom now on.\x0E\x04\x02\x00
MID_EV2_#004	\x0E\x05\x01\x14\x06セリカ\nAngry\nTogether, we will protect that which you\nhold dear.\x0E\x04\x00\x00
MID_EV2_#005	\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nThank you.\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x12\x08セリーヌ\x06Die\n\x0E\x03\x02\x0A\x08セリーヌ\nI feel a great power within... We have united,\nhaven't we?\x0E\x04\x02\x00
MID_EV3_#002	\x0E\x05\x01\x1A\x08セリーヌ\x0EStandBy\nMy resolve is strong. I will protect my people.\nI will protect everyone!\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nLook at that house. The gate is wide open.\x0E\x04\x02\x00
MID_EV4_#002	\x0E\x05\x01\x1A\x08リュール\x0EStandBy\nWe'd better warn them to lock up so the\nCorrupted don't get in.\x0E\x04\x00\x00
MID_EV5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1E\x18M004_村人おじいさん\x02t\n\x0E\x05\x01,\x18M004_村人おじいさん\x10Surprise\n\x0E\x03\x02\x1A\x18M004_村人おじいさん\nWhat's that? Monsters, here?! Gosh all!\nThanks for letting me know!\x0E\x04\x02\x00
MID_EV5_#002	\x0E\x05\x01(\x18M004_村人おじいさん\x0CNormal\nTake this. Might come in useful.\x0E\x04\x00\x00
MID_EV6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M004_村人お姉さん\x02t\n\x0E\x05\x01 \x16M004_村人お姉さん\x06Sad\n\x0E\x03\x02\x18\x16M004_村人お姉さん\nThank you for warning me. Here─use this to\nbring peace to our land.\x0E\x04\x00\x00
MID_EV7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nWe're losing ground, are we? Well, that's easily\nremedied. Release the Corrupted!\x0E\x04\x00\x00
MID_EV8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM004_蛮族\x02b\n\x0E\x05\x01\x1C\x0EM004_蛮族\nSmile\n\x0E\x03\x02\x10\x0EM004_蛮族\nAhaha! These houses are ripe for the picking.\nTime for a good, old-fashioned village pillage!\x0E\x04\x00\x00
MID_EV9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x0B\x00n
MID_EV9_#002	\x0E\x03\x00\x0C\x06マルス\x02b\n\x0E\x05\x01\x1A\x06マルス\x10Surprise\n\x0E\x03\x02\x08\x06マルス\n\x0E\x06\x03\x00, where did you get that?\x0E\x04\x00\x00
MID_EV9_#003	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nIt was in the Ring Vault. Vander found it after\nthe battle at Lythos Castle.\x0E\x04\x02\x00
MID_EV9_#004	Why? Do you know what this is?\x0E\x04\x00\x00
MID_EV9_#005	\x0E\x05\x01\x14\x06マルス\nAngry\n\x0E\x03\x02\x08\x06マルス\nThe Draconic Time Crystal. An artifact capable\nof reversing time itself.\x0E\x04\x02\x00
MID_EV9_#006	There is a limit to its power, but still, it could\ngive us a keen advantage.\x0E\x04\x02\x00
MID_EV9_#007	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nTime Crystal, huh? So it's not just a pretty piece\nof jewelry.\x0E\x04\x00\x00
MID_EV9_#008	\x0E\x05\x01\x14\x06マルス\nRelax\n\x0E\x03\x02\x08\x06マルス\nSince we have it, I suggest we put it to use.\x0E\x04\x02\x00
MID_EV9_#009	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x0B\x01>
MID_EV10_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x18\x08セリーヌ\x0CStatus\n\x0E\x03\x02\x0A\x08セリーヌ\nWith Celica's help, I ought to be able to reach\nChloé and Louis more quickly.\x0E\x04\x00\x00
MID_EV11_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nI am resolved to fight for peace. Hold on, you\ntwo! I am on my way!\x0E\x04\x00\x00
MID_TK1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nChloé, I am relieved to see you're all right.\x0E\x04\x00\x00
MID_TK1_#002	\x0E\x03\x00\x0C\x06クロエ\x02b\n\x0E\x05\x01\x14\x06クロエ\nSmile\n\x0E\x03\x02\x08\x06クロエ\nYou too, Princess Céline!\x0E\x04\x00\x00
MID_TK1_#003	\x0E\x03\x02\x0A\x08セリーヌ\nI was able to find Alfred─and the Divine\nDragon, no less!\x0E\x04\x02\x00
MID_TK1_#004	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nAfter that, the Divine One summoned Emblem\nCelica from within my ring.\x0E\x04\x00\x00
MID_TK1_#005	\x0E\x05\x01\x1A\x06クロエ\x10Surprise\n\x0E\x03\x02\x08\x06クロエ\nA noble dragon, summoning ancient spirits to\nsave the day... That sounds just like a fairy tale!\x0E\x04\x00\x00
MID_TK1_#006	\x0E\x03\x02\x0A\x08セリーヌ\nIt does. Now that I have this power, let's give\nthis story a happy ending, shall we?\x0E\x04\x00\x00
MID_TK1_#007	\x0E\x05\x01\x14\x06クロエ\nRelax\n\x0E\x03\x02\x08\x06クロエ\nLet's do it.\x0E\x04\x00\x00
MID_TK2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nLouis, thank goodness!\x0E\x04\x00\x00
MID_TK2_#002	\x0E\x03\x00\x0A\x04ルイ\x02b\n\x0E\x05\x01\x12\x04ルイ\nSmile\n\x0E\x03\x02\x06\x04ルイ\nPrincess Céline! How relieved I am to see\nyou unharmed...\x0E\x04\x02\x00
MID_TK2_#003	\x0E\x05\x01\x18\x04ルイ\x10Surprise\nHm? You seem...different.\x0E\x04\x00\x00
MID_TK2_#004	\x0E\x03\x02\x0A\x08セリーヌ\nThe Divine Dragon brought Emblem Celica forth\nfrom my ring. I am imbued with her strength.\x0E\x04\x00\x00
MID_TK2_#005	\x0E\x03\x02\x06\x04ルイ\nPardon? The Divine Dragon is here?\x0E\x04\x00\x00
MID_TK2_#006	\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nIndeed. I will explain everything later. For now,\nlet us restore order here.\x0E\x04\x02\x00
MID_TK2_#007	I promise I will never leave you behind again.\nCome─let us fight together.\x0E\x04\x00\x00
MID_TK2_#008	\x0E\x05\x01\x12\x04ルイ\nSmile\n\x0E\x03\x02\x06\x04ルイ\nAs you wish. Princess Céline and Emblem\nCelica... What a pair.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nSoon I'll be a legend... The man who captured\nthe princess of Firene!\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x05\x01(\x1CM004_イルシオン兵_ボス\x08Pain\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nI would have won, you know...if they'd given\nme real soldiers...\x0E\x04\x00\x00
MID_MOVIE1_#001	\x0E\x03\x02\x0A\x08リュール\nHuh?\x0E\x04\x00\x00
MID_MOVIE1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nThere's no need to be afraid. It's gone.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x06\x00$\x08ヴェイル\x18MPID_Unknown\n\x0E\x03\x02\x0A\x08リュール\nYou saved my life. Thank you.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nIt was nothing, really! I only did what anyone\nelse would do.\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08リュール\nAre you here by yourself?\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x0A\x08ヴェイル\nI am. I saw the fighting and thought I could help.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0A\x08リュール\nYou're braver than I am. I can't stand\nthe Corrupted.\x0E\x04\x02\x00
MID_ED1_#006	I was so startled I couldn't think. You really did\nsave my life.\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x0A\x08ヴェイル\nI see...\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x0A\x08リュール\nOh, I haven't introduced myself yet. I'm the\nDivine Dragon \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08ヴェイル\nWhat a lovely name. I'm Veyle.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0A\x08リュール\nVeyle...\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x00\x0C\x06マルス\x024\n\x0E\x03\x02\x08\x06マルス\nMight I interrupt?\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x02\x0A\x08リュール\nWhat is it?\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x08\x06マルス\nEven with the Corrupted gone, it may not be\nsafe for her out here.\x0E\x04\x02\x00
MID_ED1_#014	Perhaps we should escort her home or to\nan inn.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x02\x0A\x08リュール\nThat's a good idea.\x0E\x04\x02\x00
MID_ED1_#016	Hey, Veyle, do you live around here?\x0E\x04\x02\x00
MID_ED1_#017	Huh?\x0E\x04\x02\x00
MID_ED1_#018	She's gone...\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x02\x0A\x08セリーヌ\nDivine One!\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08リュール\nCéline.\x0E\x04\x02\x00
MID_ED2_#003	Did you see a girl pass this way? Small with\nlong hair? Barefoot?\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08セリーヌ\nNo, I'm afraid I didn't see anyone matching\nthat description.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x0A\x08リュール\nOK, thanks. Did you need something?\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x0A\x08セリーヌ\nI wanted to thank you.\x0E\x04\x02\x00
MID_ED2_#007	Alfred told me that you accepted Firene's\nrequest for aid.\x0E\x04\x02\x00
MID_ED2_#008	And your help in the battle was the difference\nbetween victory and defeat. Thank you, truly.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x0A\x08リュール\nDon't mention it.\x0E\x04\x02\x00
MID_ED2_#010	Alfred and I are friends. I was happy to help.\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x0A\x08セリーヌ\nFriends? He said that? Imagine speaking so\ncasually with the Divine Dragon...\x0E\x04\x02\x00
MID_ED2_#012	Please, allow me to apologize on his behalf.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x0A\x08リュール\nThere's no need to put me on a pedestal.\x0E\x04\x02\x00
MID_ED2_#014	I just woke up, and the world is new to me.\nI make mistakes like anyone.\x0E\x04\x00\x00
MID_ED2_#015	\x0E\x03\x02\x0A\x08セリーヌ\nIs that so? I thought surely the Divine Dragon\nwould be an all-seeing, all-powerful being.\x0E\x04\x02\x00
MID_ED2_#016	But here I find that you are rather more...human\nthan I expected. Perhaps we can be friends.\x0E\x04\x00\x00
MID_ED2_#017	\x0E\x03\x02\x0A\x08リュール\nThen what do you say, Céline? Friends?\x0E\x04\x00\x00
MID_ED2_#018	\x0E\x03\x02\x0A\x08セリーヌ\nI would be honored.\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06武器屋\x021\n\x0E\x03\x00\x0C\x06道具屋\x023\n\x0E\x03\x02\x08\x06武器屋\nHey, folks! Mind if we bend your ear a minute?\x0E\x04\x00\x00
MID_ED3_#002	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x10\nヴァンドレ\x024\n\x0E\x03\x02\x0A\x08リュール\nHm?\x0E\x04\x00\x00
MID_ED3_#003	\x0E\x03\x02\x08\x06武器屋\nName's Durthon. I'm an armorer. And this\nhere's Anisse, purveyor of goods.\x0E\x04\x02\x00
MID_ED3_#004	We saw you tradin' thumps with those things.\nFigured you might be in the market for supplies.\x0E\x04\x00\x00
