MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08アンバー\x022
MID_RELIANCE_S_#004	\x0E\x03\x02\x0A\x08リュール\nI never knew you were so good at drawing,\nAmber. These illustrations are amazing.\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x0A\x08アンバー\nAw, thanks!\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x0A\x08リュール\nLooking through these is making me feel a\nlittle jealous.\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x0A\x08リュール\nIt's clear you love and miss your hometown.\nI can't even remember where my home is...\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x0A\x08アンバー\nDivine One...\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x0A\x08アンバー\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#010	\x0E\x03\x02\x0A\x08アンバー\nYour home is right here.\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x0A\x08リュール\nWhat? Right where?\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x0A\x08アンバー\nRight here beside me!\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x0A\x08リュール\nHuh?!\x0E\x04\x00\x00
MID_RELIANCE_S_#014	\x0E\x03\x02\x0A\x08アンバー\nListen, Divine One! If you're a legendary sword,\nI'll be the legendary sheath that protects you!\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x0A\x08アンバー\nIf a battle leaves you dinged and scratched, I'll\ndo everything I can to cover and heal you!\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x0A\x08アンバー\nAnd I'll always carry you back home...safe and\nsound, a thousand times over.\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x0A\x08リュール\nAmber...\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x0A\x08リュール\nNo. That won't do. I'm happy you feel this way,\nbut I...\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x0A\x08アンバー\nY-you're right, Divine One. Sorry. That was way\nout of line, huh? Aw, man...\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x0A\x08リュール\nNo! That's not what I meant. If I'm a sword,\nthen so are you. We're fighting together!\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x0A\x08アンバー\nWhoa...\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0A\x08リュール\nYou dream of being a legendary hero, right?\nWell, I want to help you realize that dream!\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x0A\x08アンバー\nDivine One, I...\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0A\x08リュール\nI want you to wear the Pact Ring, Amber.\nWill you do that for me?\x0E\x04\x00\x00
MID_RELIANCE_S_#025	\x0E\x03\x02\x0A\x08リュール\nAll I need is a promise that you'll be a sword by\nmy side.\x0E\x04\x00\x00
MID_RELIANCE_S_#026	\x0E\x03\x02\x0A\x08アンバー\nYeah! I mean, yes! If that's your condition,\nthen count me in!\x0E\x04\x00\x00
MID_RELIANCE_S_#027	\x0E\x03\x02\x0A\x08リュール\nLet's build a peaceful world together, Amber.\x0E\x04\x00\x00
MID_RELIANCE_S_#028	\x0E\x03\x02\x0A\x08リュール\nAnd then, someday...I want to visit your alpaca\nranch back home.\x0E\x04\x00\x00
MID_RELIANCE_S_#029	\x0E\x03\x02\x0A\x08アンバー\nOf course! My hometown is your hometown.\x0E\x04\x00\x00
MID_RELIANCE_S_#030	\x0E\x03\x02\x0A\x08アンバー\nThank you, Divine One. I'm so overwhelmed\nright now. I don't know what to say...\x0E\x04\x00\x00
MID_RELIANCE_S_#031	\x0E\x03\x02\x0A\x08アンバー\nOh! I should let the alpacas back home know\nabout this! They'll be thrilled!\x0E\x04\x00\x00
MID_RELIANCE_S_#032	\x0E\x03\x02\x0A\x08アンバー\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#033	\x0E\x03\x02\x0A\x08リュール\nUh... That sounds like it might take a while.\nSave it for later! I want to be part of that too.\x0E\x04\x00\x00
MID_RELIANCE_S_#034	\x0E\x03\x02\x0A\x08リュール\nBesides, I'd rather have you present in this\nmoment for just a bit longer, you know?\x0E\x04\x00\x00
MID_RELIANCE_S_#035	\x0E\x03\x02\x0A\x08アンバー\nOh! Sure thing, Divine Dragon \x0E\x06\x03\x00!\x0E\x04\x00\x00
MID_RELIANCE_S_#036	\x0E\x03\x02\x0A\x08アンバー\nWe're twin blades now, bound together forever!\nEven if you regret it later! Which you won't!\x0E\x04\x00\x00
