MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nÊtre votre compagnon me remplit d'allégresse.\nJ'ai juré à Lumera de vous défendre au péril\nde ma vie.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06フラン\nJ'ai décoré la chambre de Sa Divinité,\nune fois. Et elle était trop belle ! Sauf que ça\nn'a pas du tout été du goût de Vander.\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x0A\x08シグルド\nVos intentions n'étaient sûrement pas\nirrespectueuses. De tels gestes devraient\nau contraire être loués.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06フラン\nJe suis en train d'écrire une lettre à ma famille.\nIls me manquent tellement.\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x0A\x08シグルド\nJe n'ai jamais reçu de lettre de mon enfant,\nmais cela m'aurait procuré un intense bonheur.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\nOh, mais c'est vraiment triste. Messire Sigurd,\nvoudriez-vous que je vous écrive, de temps\nen temps ?\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x0A\x08シグルド\nVoilà une charmante pensée, Framme.\nEn effet, j'aurais grand plaisir à recevoir\ndes missives de votre part.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nJ'ai souvent rendu visite au Dragon divin au fil\ndes années. Pour moi, \x0E\x0A\x00\x10\x04il\x08elle fait pratiquement\npartie de la famille.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0A\x08シグルド\nUne présence fidèle peut tisser des liens plus\nsolides encore que ceux du sang. Il convient de\nles chérir.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMa sœur me taxait de témérité en me voyant\nme jeter dans la mêlée pour le bien de mes\namis. Qu'en pensez-vous ?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nLa mienne a la manie de me traiter de barbare\nà tout bout de champ pour la même raison.\nEn général, j'évacue ce stress d'un petit sprint !\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nMon père a succombé à une épidémie quand\nj'étais enfant. J'étais encore bien chétif, mais\nle sort a voulu que je survive à cette épreuve.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0A\x08シグルド\nJe m'associe aux larmes de votre père,\ncontraint de laisser derrière lui un jeune\nenfant. Ce chagrin ne m'est que trop familier.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nMais cela m'a encouragé à m'aguerrir !\nJ'étais affligé d'un corps maladif, mais béni\nd'une volonté d'airain pour le renforcer.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0A\x08シグルド\nS'il en est ainsi, nulle limite n'entravera\nle développement de votre force. Vous\nsurpasserez votre père !\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nPrenons les armes afin de protéger le peuple.\nC'est par nos liens que nous changerons le\nmonde.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\n« Lien » est un mot juste et puissant.\nJe ne souffrirais certes pas d'avoir\nun Emblème à mes côtés.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nブシュロン\nHein ? Je suis revenu à mon point de départ ?\nComment vais-je faire pour sortir d'ici ?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0A\x08シグルド\nJe me demandais si vous étiez perdu.\nLaissez-moi vous guider, je souhaitais\njustement discuter avec quelqu'un.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nブシュロン\nEst-ce vrai que vous avez un fils, Sigurd ?\nJe parie qu'il s'agit d'un chevalier exceptionnel.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0A\x08シグルド\nEn effet, il fut un chevalier hors du commun.\nAprès ma mort, hélas.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nOh ! Je... je l'ignorais. Je suis terriblement\ndésolé de l'entendre.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0A\x08シグルド\nRassurez-vous. Le lien qui nous unit\ntranscende le temps et l'espace.\nLui et moi sommes semblables.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nエーティエ\nSalut, Sigurd. Vous passez une bonne\njournée ? Moi, oui ! Forcément, après\nun bon entraînement.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0A\x08シグルド\nAh, ceci expliquerait pourquoi vous êtes\ncomme vous êtes. Euh... C'est-à-dire\nd'une admirable carrure.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nエーティエ\nVous aimez le thé, Sigurd ? Et si oui, vous\nvoulez en prendre une tasse avec moi ?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0A\x08シグルド\nComment rejeter une telle offre émanant\nde vous ? Je ne puis goûter au breuvage,\nmais je savourerai volontiers votre compagnie.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nエーティエ\nDe tous mes frères et sœurs, c'est avec\nmoi que mes parents étaient le plus sévère.\nJ'avais peur qu'ils me détestent.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0A\x08シグルド\nLeurs exigences élevées étaient à la hauteur du\npotentiel qu'ils distinguaient en vous. Ne leur\ndevez-vous pas votre sens de la discipline ?\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nEh bien, je leur dois un corps capable de courir,\net la course m'apaise l'esprit. Alors l'un dans\nl'autre, on peut dire ça.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0A\x08シグルド\nIl est naturel que les parents souhaitent\nprotéger leurs enfants, même si ces derniers\nne le comprennent pas forcément.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nC'est un honneur de m'entretenir avec vous,\nMessire Sigurd. Puis-je vous inviter à prendre\nle thé ?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0A\x08シグルド\nRien ne me ravirait davantage. Je ne peux plus\nsiroter de thé, mais vos histoires ne manqueront\npas de m'enchanter.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nIl ne fait guère de doute que votre père serait\nfier de voir la digne princesse que vous êtes\ndevenue.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nJe m'efforce d'honorer sa mémoire. Même\nquand la guerre sera terminée, ma nation\nréclamera toujours des soins attentifs.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nJe ne reculerai devant nulle mesure, si elle est\nnécessaire à mon pays. C'est là le moindre\ndevoir d'un membre de la famille royale.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08シグルド\nUn membre de famille royale a de nombreux\ndevoirs. Vous devriez les étudier de près afin\nde déterminer lequel est le plus important.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08シグルド\nMettez-vous à la place de votre peuple et\néprouvez ses besoins, ou vous vous exposez\nà inaugurer un nouveau cycle de haine.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nMerci de partager votre point de vue, Sigurd.\nVotre expérience acquise de haute lutte est\nprécieuse.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nVous n'avez pas besoin de vous forcer pour\nconquérir tout un chacun, pas vrai ? Je veux\nbien apprendre un peu de votre gentillesse.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nJ'aime me mettre au service des autres,\ntout simplement. Les voir discuter ensemble\nm'emplit le cœur de joie.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x06\x04ルイ\nJ'ai beaucoup appris en vous observant,\nSigurd. J'espère devenir un aussi vaillant\nchevalier, un jour.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x0A\x08シグルド\nLes chevaliers doivent se battre pour leur\npeuple. Aidons-nous mutuellement afin\nde les protéger.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x06\x04ルイ\nSavez-vous que j'ai un jour vécu du commerce\ndes douceurs et du jus de raisin qui font la\ncélébrité de ma contrée natale ?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x0A\x08シグルド\nAh, le fruit de la vigne. Je l'ai moi-même\nsavouré en mon temps, partageant mes rêves\navec mes fidèles amis...\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nJ'aimerais beaucoup festoyer avec vous,\nun jour. Tant de questions me taraudent à\nvotre sujet, Messire Sigurd.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x0A\x08シグルド\nIl ne serait pas désagréable de raviver un\nsouvenir ou deux en votre compagnie.\nJ'accepte votre invitation, Louis.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06クロエ\nJe suis si heureuse de me battre à vos\ncôtés, Messire Sigurd ! Vous ressemblez\ntant à un chevalier de contes de fées !\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0A\x08シグルド\nJe ne suis pas un héros de légendes, seulement\nun homme qui se bat pour le peuple. Et nous\npartageons tous deux cet idéal.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06クロエ\nSigurd, regardez ! J'ai trouvé un plat de cuisine\nde rue extraordinaire, à base de poisson séché\net fermenté.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0A\x08シグルド\nL'odeur est... prononcée. Vous dites que\nc'est de la nourriture ? C'est à n'en pas\ndouter un plat de connaisseurs...\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06クロエ\nSigurd, prenez-vous bien des pauses de temps\nen temps ? Même les Emblèmes ont besoin\nde se reposer. Enfin... je crois.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x0A\x08シグルド\nHum... Je n'ai plus connu la véritable paix\nintérieure depuis mon séjour d'un an à\nSilesse.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nCela remonte à si longtemps ? Reposez-vous\nun peu. Il paraît que mon épaule fait\nun excellent oreiller.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x0A\x08シグルド\nEn raison de ma forme immatérielle, je me\nvois contraint de refuser. Je pourrais vous\nraconter une histoire, à la place.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nC'est un honneur de combattre à vos côtés,\nSigurd. On vous décrit en héros ayant fait\nface à de terribles épreuves.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0A\x08シグルド\nC'est exact, mais mes amis m'ont aidé à réaliser\nbien des prouesses en mon temps. Ils étaient\ndes héros, eux aussi.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSigurd... la magie est ma faiblesse. Un souvenir\ndouloureux de mon enfance m'empêche de\nprogresser. Un souvenir lié au sort de feu.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0A\x08シグルド\nIntéressant. Je traîne moi-même un souvenir\npénible lié au feu... Ce terrible jour ne\ns'évanouira jamais de ma mémoire.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nQuand cette guerre sera finie, Sigurd, j'espère\nque vous viendrez en Brodia. Vous avez tant\nà m'enseigner.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0A\x08シグルド\nVoilà un éloge précieux de la part d'un homme\nde votre qualité... Mais le Dragon divin doit\ndonner son consentement.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0A\x08シグルド\nDe toute façon, un lien fort nous unit désormais.\nEt ce lien ne saurait se rompre, quelle que soit\nla distance qui nous sépare.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nVoilà de belles paroles, Sigurd. Avec votre aide,\nje mènerai à bien cette bataille.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08アンバー\nSigurd, vous êtes un chevalier sacré, c'est bien\nça ?! C'est vraiment génial ! Je n'en reviens pas\nd'avoir le droit de vous parler !\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08シグルド\nVotre enthousiasme me va droit au cœur,\nAmber... mais nous sommes amis, à présent.\nVous avez le droit de vous détendre.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nOn m'a dit que votre père était éleveur.\nVous avez dû fournir des efforts considérables\npour accéder à la chevalerie.\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nOn peut dire ça, oui ! Je me suis pas mal\nentraîné à monter à cheval. J'aurais préféré\nmonter sur un alpaga, mais ils sont trop petits !\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nJe fus tué au combat sans pouvoir réaliser\nmes rêves... Heureusement, mon fils est\nparvenu à achever ce que j'avais commencé.\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08アンバー\nEh bien... J'espère que je pourrai me battre\naussi bien que votre fils. Je veux devenir\nun vrai prodige du village des alpagas !\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08シグルド\nHa ha ! Voir son enfant devenir un véritable\nhéros doit être une sensation exceptionnelle.\nNe renoncez jamais à vos passions, Amber !\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nJe n'y manquerai pas ! J'ai beaucoup à\napprendre de vous, Sigurd, alors j'espère\nque vous comptez rester.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nJe fais le serment d'engager mon honneur à\nvotre service, Sigurd. Si vous avez besoin\nd'une muraille d'acier, je serai là.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08シグルド\nMerci, Jade. Unissons nos forces pour protéger\nnos alliés ainsi que le font des chevaliers.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nQui a bien pu dresser cette armure ici, toute\nseule... Ah, Jade ! Ma foi, il m'avait échappé\nque vous étiez à l'intérieur.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nPardonnez-moi, Sigurd. Je méditais.\nMais je dois reconnaître que votre\nréaction ne manquait pas de sel.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nSigurd, verriez-vous un inconvénient à ce que\nje rédige l'histoire de votre vie ? J'aimerais\ncoucher par écrit l'expérience qui est la vôtre.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08シグルド\nVous voulez m'intégrer dans un roman ?\nIl y a tant de personnages regorgeant\nd'histoires plus joyeuses que la mienne...\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nSans doute... mais c'est la vôtre que je désire\nécrire. Si vous y consentez, naturellement.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08シグルド\nSoit. Nous devrons passer bien du temps\nensemble si je dois vous narrer toute mon\nhistoire.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nスタルーク\nAh ! Pardonnez-moi, Messire Sigurd ! Je voulais\nvous saluer, même si je ne mérite pas que vous\nme consacriez du temps, et pourtant...\x0E\x04\x00\x00
