MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x10\nスフォリア\x023\n\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nReine Seforia !\x0E\x04\x00\x00
MID_OP1_#029	\x0E\x03\x02\x0C\nミスティラ\nSi nous laissons le Dragon déchu se les\napproprier, mon pays et mon peuple\nseront condamnés.\x0E\x04\x02\x00
MID_OP1_#030	Alors menacez-nous autant que vous voulez.\nPrenez toute ma famille en otage si cela\nvous fait plaisir.\x0E\x04\x02\x00
MID_OP1_#031	Mais je continuerai à me battre pour Solm.\x0E\x04\x00\x00
MID_OP1_#032	\x0E\x03\x02\x0C\nスフォリア\nVoilà qui est digne de la future reine de Solm.\nEt de son allié, le Dragon divin.\x0E\x04\x00\x00
MID_OP1_#033	\x0E\x03\x02\x0E\x0Cオルテンシア\nC'est quoi votre problème ?!\nC'est votre mère ! Vous êtes\ncensés être terrorisés !\x0E\x04\x02\x00
MID_OP1_#034	Pleurez ! Tremblez et implorez-moi de\nl'épargner ! Donnez-moi ce dont j'ai envie !\x0E\x04\x02\x00
MID_OP1_#035	Non, ce dont j'ai besoin. Il me faut les\nanneaux. C'est la seule manière de\nressusciter Père.\x0E\x04\x00\x00
MID_OP1_#036	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08アイビー\nHortensia... Il est parti. Le Dragon déchu\nl'a assassiné. Tu l'as vu de tes propres yeux.\x0E\x04\x02\x00
MID_OP1_#037	Il nous est impossible de le ressusciter,\nmême avec les anneaux.\x0E\x04\x00\x00
MID_OP1_#038	\x0E\x03\x02\x0E\x0Cオルテンシア\nTu n'en sais rien ! Il faut que j'essaie !\nIl faut que je sauve Père et Elusia !\x0E\x04\x02\x00
MID_OP1_#039	Tout va de travers maintenant. Je veux juste\nque tout redevienne comme avant !\x0E\x04\x00\x00
MID_OP1_#040	\x0E\x03\x02\x0A\x08アイビー\nJe sais ce que tu ressens.\x0E\x04\x00\x00
MID_OP1_#041	\x0E\x03\x02\x0E\x0Cオルテンシア\nNon ! Arrête d'essayer d'entrer dans ma tête,\nd'accord ? Je vais la tuer ! Je vais le faire !\x0E\x04\x00\x00
MID_OP1_#042	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nJe ne crois pas que vous en soyez capable.\x0E\x04\x02\x00
MID_OP1_#043	Pas si vous connaissez la douleur liée à la perte\nd'un parent.\x0E\x04\x00\x00
MID_OP1_#044	\x0E\x03\x02\x0E\x0Cオルテンシア\n...\x0E\x04\x00\x00
MID_OP1_#045	\x0E\x03\x02\x0C\nスフォリア\nAlors ? Poursuivez, je vous prie, si c'est\nce que vous voulez vraiment. Allez-vous\nme tuer ou non ?\x0E\x04\x00\x00
MID_OP1_#046	\x0E\x03\x02\x0E\x0Cオルテンシア\nJe... Je...\x0E\x04\x02\x00
MID_OP1_#047	Aaah !\x0E\x04\x00\x00
MID_OP1_#048	\x0E\x03\x02\x0A\x08リュール\nElle a besoin de sa sœur.\x0E\x04\x00\x00
MID_OP1_#049	\x0E\x03\x02\x0A\x08アイビー\nTout va bien, Hortensia. Oh, j'ai été si inquiète\nà ton sujet.\x0E\x04\x00\x00
MID_OP1_#050	\x0E\x03\x02\x0E\x0Cオルテンシア\nIvy...\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x021\n\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0C\x06セピア\x023\n\x0E\x03\x02\x08\x06セピア\nJe crains de ne devoir écourter ces retrouvailles.\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x02\x0A\x08リュール\nZephia. Que faites-vous ici ?\x0E\x04\x00\x00
MID_OP2_#003	\x0E\x03\x02\x08\x06セピア\nVous m'avez manqué\x0E\x0A\x00\x06
MID_OP2_#004	Et même tous... ou du moins le croyais-je.\nJusqu'à ce que le vol de l'ancienne princesse\nhéritière éclate au grand jour.\x0E\x04\x00\x00
MID_OP2_#005	\x0E\x03\x02\x0A\x08アイビー\n...\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x02\x08\x06セピア\nAssez. Il y a plus important...\nPrincesse Hortensia.\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x02\x0E\x0Cオルテンシア\n...\x0E\x04\x00\x00
MID_OP2_#008	\x0E\x03\x02\x08\x06セピア\nPrendre un anneau sans permission ?\nSe faufiler dans un endroit comme celui-ci ?\nCe n'est pas joli joli.\x0E\x04\x02\x00
MID_OP2_#009	Les ordres du seigneur Sombron et de Dame\nVeyle étaient clairs. Attendre. Observer.\x0E\x04\x02\x00
MID_OP2_#010	Oh, et parlons de vos vassaux. Ils ont essayé de\nnous arrêter, mais ils ont échoué.\x0E\x04\x00\x00
MID_OP2_#011	\x0E\x03\x02\x0E\x0Cオルテンシア\nOù sont-ils ? Qu'avez-vous fait à Goldmary\net Rosado ?\x0E\x04\x00\x00
MID_OP2_#012	\x0E\x03\x02\x08\x06セピア\nVous verrez par vous-même. Bon, nous n'avions\npas prévu d'agir si vite.\x0E\x04\x02\x00
MID_OP2_#013	Mais puisque nous sommes ici, ce serait\ndommage de rentrer chez nous sans\nquelques souvenirs.\x0E\x04\x02\x00
MID_OP2_#014	Marni ? Mauvier ? Vous n'êtes pas d'accord ?\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08リュール\nD'autres Chacals.\x0E\x04\x00\x00
MID_OP3_#002	\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x0C\x06マロン\x023\n\x0E\x03\x02\x08\x06モーヴ\nJe ne m'attendais pas à ce qu'il soit si facile\nde pénétrer dans l'imprenable palais de Solm.\x0E\x04\x00\x00
MID_OP3_#003	\x0E\x03\x02\x08\x06マロン\nZephia, qu'est-ce qu'on fait de la reine ?\nOn la tue ? Elle ne nous est plus d'aucune\nutilité.\x0E\x04\x00\x00
MID_OP3_#004	\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x02\x08\x06セピア\nNon. Le seigneur Sombron voudra savourer\nson sang de souverain jusqu'à la dernière\ngoutte.\x0E\x04\x00\x00
MID_OP3_#005	\x0E\x03\x02\x08\x06マロン\nAha, c'est compris.\x0E\x04\x00\x00
MID_OP4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x02\x0A\x08リュール\nReine Seforia !\x0E\x04\x00\x00
MID_OP4_#002	\x0E\x03\x00\x12\x0Cオルテンシア\x023\n\x0E\x03\x02\x08\x06セピア\nPrincesse Hortensia... C'est si gentil de\nvenir ici afin de réunir les anneaux pour\nle seigneur Sombron.\x0E\x04\x02\x00
MID_OP4_#003	Maintenant que nous sommes là tous\nles trois, si nous vous aidions à terminer\nce que vous avez commencé ?\x0E\x04\x02\x00
MID_OP4_#004	Nous pouvons les tuer et retourner en Elusia.\nQu'en dites-vous ?\x0E\x04\x00\x00
MID_OP4_#005	\x0E\x03\x02\x0E\x0Cオルテンシア\nMais... Mais je...\x0E\x04\x00\x00
MID_OP4_#006	\x0E\x03\x02\x08\x06セピア\nAllez. Prenez le commandement.\x0E\x04\x02\x00
MID_OP4_#007	Réfléchissez. Avec leurs anneaux\nen notre possession, nous serons\nà deux doigts de détenir les douze.\x0E\x04\x00\x00
MID_OP4_#008	\x0E\x03\x02\x0E\x0Cオルテンシア\nÀ... deux doigts... Plus que quelques-uns...\x0E\x04\x00\x00
MID_OP4_#009	\x0E\x03\x02\x0A\x08リュール\nHortensia ? Que se passe-t-il ?\x0E\x04\x00\x00
MID_OP4_#010	\x0E\x03\x02\x0E\x0Cオルテンシア\nAvec tous les anneaux, Père pourra...\x0E\x04\x00\x00
MID_OP4_#011	\x0E\x03\x02\x08\x06セピア\nC'est exact. Le roi Hyacinth sera ressuscité.\nNous ferons en sorte que tout redevienne\ncomme avant.\x0E\x04\x00\x00
MID_OP4_#012	\x0E\x03\x02\x0E\x0Cオルテンシア\nQue tout redevienne... comme avant...\x0E\x04\x02\x00
MID_OP4_#013	\x0E\x03\x01\x0E\x0Cオルテンシア\n\x0E\x03\x00\x1C\x16M014_オルテンシア\x023\n\x0E\x03\x02\x18\x16M014_オルテンシア\n...\x0E\x04\x02\x00
MID_OP4_#014	Je vais tous les tuer. Je vais prendre\nleurs anneaux. C'est la seule manière\nde sauver Père.\x0E\x04\x00\x00
MID_OP4_#015	\x0E\x03\x02\x0A\x08リュール\nElle va vraiment nous affronter ?\x0E\x04\x00\x00
MID_OP4_#016	\x0E\x03\x02\x0A\x08アイビー\nHortensia, ressaisis-toi, je t'en prie ! Hortensia !\x0E\x04\x00\x00
MID_OP4_#017	\x0E\x03\x02\x08\x06セピア\nJe crains qu'elle ne vous entende pas.\nAmusez-vous bien à vous entretuer.\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M014_オルテンシア\x02b\n\x0E\x05\x01"\x16M014_オルテンシア\x08Pain\n\x0E\x03\x02\x18\x16M014_オルテンシア\nJe vais vous vaincre. C'est la seule manière de...\nArgh... Aaaah !\x0E\x04\x00\x00
MID_EV1_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nL'Emblème est saturé d'énergie\ndu Dragon déchu !\x0E\x04\x02\x00
MID_EV1_#003	\x0E\x05\x01\x16\x08リュール\nAngry\nSoyez sur vos gardes.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M014_オルテンシア\x02b\n\x0E\x05\x01&\x16M014_オルテンシア\x0CStatus\n\x0E\x03\x02\x18\x16M014_オルテンシア\nJe dois obtenir les anneaux. Je dois\nsauver Père.\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08アイビー\x02t\n\x0E\x05\x01\x14\x08アイビー\x08Pain\n\x0E\x03\x02\x0A\x08アイビー\nJe t'en prie, Hortensia, reviens à la raison !\x0E\x04\x00\x00
MID_BT2_#002	\x0E\x03\x00\x1C\x16M014_オルテンシア\x02b\n\x0E\x05\x01"\x16M014_オルテンシア\x08Pain\n\x0E\x03\x02\x18\x16M014_オルテンシア\nPourquoi m'affronter, Ivy ? Tout ce que\nje veux, c'est ressusciter Père. Est-ce qu'il\nne te manque pas ?\x0E\x04\x00\x00
MID_BT2_#003	\x0E\x05\x01\x1A\x08アイビー\x0EStandBy\n\x0E\x03\x02\x0A\x08アイビー\nBien sûr que si. À tel point que je crains que\nmon cœur ne s'en remette jamais. C'est pour\ncela que je ne peux pas te perdre.\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M014_オルテンシア\x02b\n\x0E\x05\x01"\x16M014_オルテンシア\x08Pain\n\x0E\x03\x02\x18\x16M014_オルテンシア\nPourquoi est-ce que tout va de travers ?\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M014_セピア\x02b\n\x0E\x05\x01\x1E\x10M014_セピア\nRelax\n\x0E\x03\x02\x12\x10M014_セピア\nLes anneaux volés. Vous comptez les rendre,\nn'est-ce pas ?\x0E\x04\x00\x00
MID_BT5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M014_セピア\x02b\n\x0E\x05\x01\x1E\x10M014_セピア\nSmile\n\x0E\x03\x02\x12\x10M014_セピア\nTiens, mais c'est mon gros lézard divin !\nComment se passe votre séjour en Solm ?\x0E\x04\x02\x00
MID_BT5_#002	Ne vous en faites pas, vos amis sont en\nsécurité avec moi. Sigurd, Celica, Micaiah...\nMarth.\x0E\x04\x00\x00
MID_BT5_#003	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x18\x08リュール\x0CStrike\n\x0E\x03\x02\x0A\x08リュール\nVous...\x0E\x04\x00\x00
MID_BT5_#004	\x0E\x05\x01 \x10M014_セピア\x0CStrike\n\x0E\x03\x02\x12\x10M014_セピア\nOh, vous vouliez les voir ? Dommage.\nJe ne les ai pas amenés avec moi.\x0E\x04\x02\x00
MID_BT5_#005	\x0E\x05\x01\x1E\x10M014_セピア\nSmile\nJe ne pouvais pas prendre le risque que vous\nme les arrachiez des mains, vous comprenez ?\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M014_セピア\x02b\n\x0E\x05\x01\x1C\x10M014_セピア\x08Pain\n\x0E\x03\x02\x12\x10M014_セピア\nCela aurait été trop facile, je suppose...\nNous nous reverrons bien assez tôt.\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M014_マロン\x02b\n\x0E\x05\x01 \x10M014_マロン\x0CStrike\n\x0E\x03\x02\x12\x10M014_マロン\nLe palais de Solm est si joli ! Vous ne méritez\npas un aussi beau tombeau !\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M014_マロン\x02b\n\x0E\x05\x01\x1C\x10M014_マロン\x08Pain\n\x0E\x03\x02\x12\x10M014_マロン\nJ'ai été vaincue uniquement parce que le sol était\ntrès glissant, d'accord ? Bon, je vais filer !\x0E\x04\x00\x00
MID_BT9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M014_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M014_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M014_モーヴ\nVotre armée n'est pas à prendre à la légère.\nPar respect, je ne retiendrai pas mes coups.\x0E\x04\x00\x00
MID_BT10_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M014_モーヴ\x02b\n\x0E\x05\x01\x1C\x10M014_モーヴ\x08Pain\n\x0E\x03\x02\x12\x10M014_モーヴ\nJe ne suis nullement obligé de mourir ici. Adieu.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cオルテンシア\x023\n\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIvy, qu'est-ce... qui s'est passé ?\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x0A\x08アイビー\nOh, tu es revenue ! Dieu merci.\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0E\x0Cオルテンシア\nOù sont tous les soldats elusiens ?\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nIls ont battu en retraite.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0E\x0Cオルテンシア\nJe devrais les suivre...\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x0A\x08リュール\nNon. C'est trop risqué. Zephia pourrait\nà nouveau contrôler votre esprit.\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x0E\x0Cオルテンシア\nMais il ne restait que moi au château d'Elusia.\nSans moi, la nation sera livrée à elle-même.\x0E\x04\x02\x00
MID_ED1_#008	Il n'y aura personne pour s'occuper du pays\nque Père a laissé derrière lui...\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08アイビー\nC'est vrai... mais cela ne nous concerne plus,\ndésormais.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0E\x0Cオルテンシア\nComment peux-tu dire une chose pareille ?\nTu te moques donc totalement d'Elusia ?\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x02\x0A\x08アイビー\nBien sûr que non. J'aurais donné ma vie\npour protéger notre royaume.\x0E\x04\x02\x00
MID_ED1_#012	Mais ce n'est plus notre royaume.\nIl appartient au Dragon déchu désormais.\nTu en es sûrement consciente.\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x0E\x0Cオルテンシア\n...\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x02\x0A\x08リュール\nPrincesse Ivy...\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x02\x0A\x08アイビー\nJe ne voulais pas le reconnaître,\nmais Père a cessé d'être roi dès l'instant\noù le Dragon déchu s'est réveillé.\x0E\x04\x02\x00
MID_ED1_#016	Depuis lors, le véritable pouvoir repose\nentre les mains de Sombron, de sa fille\net des Quatre Chacals.\x0E\x04\x02\x00
MID_ED1_#017	Si tu rentrais maintenant, tu deviendrais\nun instrument de leurs desseins, comme Père\nl'a été.\x0E\x04\x00\x00
MID_ED1_#018	\x0E\x03\x02\x0E\x0Cオルテンシア\nJe...\x0E\x04\x00\x00
MID_ED1_#019	\x0E\x03\x02\x0A\x08アイビー\nMoi aussi, je veux rentrer à la maison.\nTu n'as pas idée à quel point.\x0E\x04\x02\x00
MID_ED1_#020	Mais tant que nous n'aurons pas vaincu\nle Dragon déchu, nous ne pourrons pas\nrentrer chez nous.\x0E\x04\x02\x00
MID_ED1_#021	Après avoir laissé Père abandonner son pouvoir\naux mains de Sombron, nous devons au moins\ncela à notre peuple.\x0E\x04\x00\x00
MID_ED1_#022	\x0E\x03\x02\x0E\x0Cオルテンシア\n...\x0E\x04\x02\x00
MID_ED1_#023	Le château. Mon unique foyer depuis que\nje suis petite... On ne peut vraiment pas\ny retourner, n'est-ce pas ?\x0E\x04\x00\x00
MID_ED1_#024	\x0E\x03\x02\x0A\x08アイビー\nNon... C'est impossible.\x0E\x04\x00\x00
MID_ED1_#025	\x0E\x03\x02\x0E\x0Cオルテンシア\nCe charmant coin où je prenais le thé avec mes\namis. Le jardin où toi et moi lisions ensemble...\x0E\x04\x02\x00
MID_ED1_#026	Même Rosado et Goldmary. Je dois laisser tout\net tout le monde derrière moi.\x0E\x04\x02\x00
MID_ED1_#027	D'accord, Ivy. Je vais prendre part à ce combat.\nAinsi, un jour, tout redeviendra comme avant.\x0E\x04\x00\x00
MID_ED1_#028	\x0E\x03\x02\x0A\x08アイビー\nMerci, Hortensia.\x0E\x04\x00\x00
MID_ED1_#029	\x0E\x03\x02\x0E\x0Cオルテンシア\nJe suis vraiment désolée pour...\npour ce que j'ai fait. Votre Divinité ?\nCeci vous revient.\x0E\x04\x00\x00
MID_ED1_#030	\x0E\x03\x02\x0A\x08リュール\nL'Anneau de l'Instructeur.\nC'est l'un des anneaux volés à Lythos.\nMerci de me l'avoir rendu.\x0E\x04\x00\x00
MID_ED1_#031	\x0E\x03\x02\x0E\x0Cオルテンシア\nNe me remerciez pas trop chaleureusement.\nJe n'avais pas vraiment l'intention de vous\nle remettre.\x0E\x04\x00\x00
MID_ED1_#032	\x0E\x03\x02\x0A\x08リュール\nMerci quand même.\x0E\x04\x00\x00
MID_ED1_#033	Enseignez-nous, Emblème de l'Académie !\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ベレト\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x08\x06ベレト\nJe suis l'Emblème Byleth. J'ai l'impression\nde me réveiller après un très long rêve...\x0E\x04\x02\x00
MID_ED2_#002	Je suis heureux de retrouver ma place à vos\ncôtés. Utilisez mon pouvoir pour guider tout\nle monde.\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x02\x0A\x08リュール\nJe le ferai. Merci, Emblème Byleth.\x0E\x04\x00\x00
MID_ED3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスフォリア\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0C\nスフォリア\nAlors, tout le monde va bien ?\x0E\x04\x00\x00
MID_ED3_#002	\x0E\x03\x02\x0A\x08リュール\nReine Seforia, vous êtes saine et sauve !\x0E\x04\x00\x00
MID_ED3_#003	\x0E\x03\x02\x0C\nスフォリア\nÉvidemment. Des soldats elusiens ont essayé\nde m'enlever, mais j'ai été sauvée in extremis.\x0E\x04\x00\x00
MID_ED3_#004	\x0E\x03\x00\x10\nミスティラ\x023\n\x0E\x03\x02\x0C\nミスティラ\nOn les a éliminés un par un.\x0E\x04\x00\x00
MID_ED3_#005	\x0E\x03\x00\x12\x0Cディアマンド\x024\n\x0E\x03\x02\x0E\x0Cディアマンド\nAlfred et moi aurions aimé aider davantage.\x0E\x04\x00\x00
MID_ED3_#006	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nMais le temps que nous dégainions nos armes,\nle combat était déjà terminé.\x0E\x04\x00\x00
MID_ED3_#007	\x0E\x03\x02\x0C\nミスティラ\nHa ha ha ! Je reconnais bien là la garde royale\nde Solm. Pal mal, hein ?\x0E\x04\x00\x00
MID_ED3_#008	\x0E\x03\x02\x0A\x08リュール\nJe suis simplement \x0E\x0A\x00"\x0Econtent\x10contente que la reine soit\nsaine et sauve. Beau travail à tous.\x0E\x04\x00\x00
MID_ED3_#009	\x0E\x03\x02\x0C\nスフォリア\nBeau travail à vous. Je vois qu'il n'y a\nplus d'intrus. Vous les avez chassés\nde mon palais.\x0E\x04\x02\x00
MID_ED3_#010	Votre Divinité, merci d'avoir protégé\nles anneaux et ma famille avec un tel courage.\x0E\x04\x02\x00
MID_ED3_#011	Votre façon de parler, cette expression dans\nvotre regard... Vous êtes le portrait craché de\nla reine Lumera.\x0E\x04\x00\x00
MID_ED3_#012	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x02\x00
MID_ED3_#013	Merci. Ces mots me vont droit au cœur.\x0E\x04\x00\x00
MID_ED3_#014	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nEuh... Excusez-moi ? Votre Majesté ?\x0E\x04\x00\x00
MID_ED3_#015	\x0E\x03\x02\x0C\nスフォリア\nVous. Je vous croyais retournée en Elusia.\x0E\x04\x00\x00
MID_ED3_#016	\x0E\x03\x02\x0E\x0Cオルテンシア\nÉcoutez, je suis vraiment désolée pour\nce que j'ai fait. J'accepterai le châtiment\nque vous jugerez bon de m'infliger.\x0E\x04\x00\x00
MID_ED3_#017	\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08アイビー\nJe vous dois également des excuses.\x0E\x04\x00\x00
MID_ED3_#018	\x0E\x03\x02\x0C\nスフォリア\n \x0E\x04\x00\x00
