MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08リュール\nDites-moi, Claude. J'ai entendu dire qu'on\nvous surnommait le Génie Tactique. Je serais\nravi\x0E\x0A\x00\x06
MID_GR_Vandre_B_#002	\x0E\x03\x02\x0C\nヴァンドレ\nC'est là une invitation fort généreuse, mais\nje ne sers que le Dragon divin, et ne servirai\nque lui jusqu'à mon dernier souffle.\x0E\x04\x00\x00
MID_GR_Vandre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0C\nヴァンドレ\nJe vous ai surprise en train de m'observer\ntricoter, Dame Edelgard. Que pensez-vous\nde ce mouchoir ?\x0E\x04\x00\x00
MID_GR_Vandre_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nLes motifs sont d'une incroyable délicatesse.\nVous avez des doigts de fée, Messire Vander.\x0E\x04\x00\x00
MID_GR_Vandre_A_#003	\x0E\x03\x02\x0C\nヴァンドレ\nVos paroles me flattent. D'aucuns prétendent\nque cette activité ne sied guère à un chevalier\nde mon envergure, mais...\x0E\x04\x00\x00
MID_GR_Vandre_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nLoin de moi cette idée ! Pour ma part, j'ai deux\nmains gauches pour ce genre de choses. Alors\nje serais plutôt jalouse de votre adresse...\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nVous avez toujours l'air de si bonne humeur,\nClanne. Quel est donc votre secret ?\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06クラン\nJ'adore être le gardien du Dragon divin,\nc'est tout. Et aujourd'hui, j'ai la chance\nde discuter avec vous, en plus !\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06クラン\nMerci pour toute l'aide que vous nous apportez\nsur le champ de bataille. Je ne sais pas ce que\nnous ferions sans vous !\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x0C\nディミトリ\nC'est un plaisir de vous aider. Vous pouvez\ncompter sur moi.\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06クラン\nDites-moi, Messire Dimitri, ça ne vous dérange\npas de passer du temps à bavarder avec moi ?\nJe ne vous agace pas, j'espère ?\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x0C\nディミトリ\nAbsolument pas ! Avec vous, j'ai l'impression\nde retrouver mes camarades de l'Académie,\net cela me met de très bonne humeur.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\nÀ quoi ressemblaient donc vos camarades ?\nVous croyez que j'aurais pu me lier d'amitié\navec eux aussi ?\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x0C\nディミトリ\nJe pense que vous auriez été très apprécié.\nPeut-être au point de ne plus avoir le moindre\nmoment de calme.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nJe vous ai vue accomplir des mouvements\nassez étranges, hier... À quoi est-ce que\nvous vous entraîniez ?\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06フラン\nAh, ça ? Je m'exerçais à prendre la pose.\nEn tant que gardienne du Dragon divin,\nje me dois de faire bonne impression.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x08\x06フラン\nJe me sens trop frustrée... J'aurais dû mieux\nme battre à la dernière bataille, mais...\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x0A\x08クロード\nNe soyez pas trop dure avec vous-même.\nEfforcez-vous toujours de faire votre maximum,\net tout se passera mieux la prochaine fois.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x08\x06フラン\nVous avez l'air d'être toujours heureux...\nVous ne ressentez jamais de découragement ?\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x0A\x08クロード\nHé ! Nous les Emblèmes, nous sommes des gens\ncomme les autres. Il m'est bien sûr déjà arrivé\nde me sentir triste, et plus d'une fois, même.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\nVraiment ? Eh bien, voilà qui me rassure.\nEst-ce que vous voudriez m'en parler ?\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x0A\x08クロード\nParfois, par exemple, alors que je raconte\nen long et en large une histoire drôle, Dimitri\nme gâche tous mes effets juste avant la chute.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nBonjour Claude, que diriez-vous d'un petit\nduel de force ? On n'a pas trouvé mieux\npour forger rapidement une amitié !\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0A\x08クロード\nJe ne demande qu'à me lier d'amitié, mais\nun tel duel ne serait pas équitable. Si nous\njouions à un jeu de société, à la place ?\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAlors, Claude, que dites-vous de ces muscles ?\nIls grossissent à vue d'œil, n'est-ce pas ?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0A\x08クロード\nEn effet, c'est impressionnant ! Qui aurait\ncru que vous dissimuliez une telle carrure ?\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nJ'ai entendu dire que vous étudiez les plantes\nmédicinales qu'on trouve dans ce monde.\nVous êtes quelqu'un de très studieux.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0A\x08クロード\nC'est important d'avoir des remèdes avec soi.\nUn empoisonnement est vite arrivé.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nOh, vous concoctez des antidotes ? Vous avez\nbesoin d'un cobaye ? Mon corps peut encaisser\ncela sans difficulté !\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0A\x08クロード\nDécidément, vous n'avez jamais peur.\nJ'espère que cette belle confiance vous\nvaudra une longue vie.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nブシュロン\nJ'ai entendu dire que vous étiez de sang royal\nvous aussi, Dimitri. Mais vous ne ressemblez\npas du tout à Messire Alfred.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nディミトリ\nCela n'a rien de surprenant. En Faerghus, notre\nculture est basée sur la simplicité et l'austérité.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nブシュロン\nMon sens de l'orientation est déplorable...\nJe passe plus de temps à trouver mon coin\nde pêche qu'à taquiner le poisson.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nディミトリ\nLa prochaine fois que vous partirez à la pêche,\nfaites-moi signe. Je vous accompagnerai.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nQue vous arrive-t-il donc, Boucheron ?\nVos yeux ont l'air tout gonflés...\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nOh... Désolé, je ne voulais pas vous inquiéter...\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nディミトリ\nS'il y a quelque chose qui vous tracasse,\nje suis là pour en discuter. Mais seulement\nsi vous le souhaitez, bien sûr...\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\nNon, c'est juste que... le livre que je suis en train\nde lire est formidable. À tel point que j'en avais\nles larmes aux yeux, rien que d'y penser...\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nVous êtes quelqu'un d'énergique, Etie. On dirait\nque vous êtes tout le temps en train de courir.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nCela me dynamise de courir. Voudriez-vous\nvous joindre à moi, la prochaine fois ?\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08クロード\nIl y a quelque chose qui sort de l'ordinaire\ndans votre service à thé, mais je n'arrive pas\nà mettre le doigt dessus.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nVous êtes observateur, Claude. Mes tasses à thé\nsont lestées. Cela développe mes muscles !\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0C\nエーティエ\nVous m'avez l'air en pleine forme. Auriez-vous\nquelques secrets d'entraînement à me révéler ?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0A\x08クロード\nVous me rappelez un vieil ami à moi. Il cherchait\nlui aussi à améliorer toujours ses entraînements.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0A\x08クロード\nJe me souviens qu'il avait été particulièrement\nenthousiaste après une discussion avec Dimitri...\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエーティエ\nAvec Dimitri ? Formidable ! Il faut absolument\nque je lui parle tout de suite. Pourriez-vous lui\ndire de venir, s'il vous plaît ?\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nQue diriez-vous de déguster une tasse de\nthé en ma compagnie ? Je n'ai jamais reçu\nde meilleures feuilles que cette année.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nAvec joie. Je ne pourrai certes pas en apprécier\nle goût, mais je pourrai tout au moins en\nsavourer le fumet.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nMon frère a autrefois été si souffrant qu'il ne\nquittait jamais sa chambre. Depuis, son ardeur\nà l'entraînement lui a fait retrouver ses forces.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nUne de mes camarades de classe avait aussi\ntendance à se cloîtrer, mais pas pour la même\nraison. Elle détestait l'entraînement.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nRéussir à réunir les chefs de demain et leur faire\nfréquenter ensemble les bancs de l'Académie\ndes officiers semble relever du miracle.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nDes alliances solides favorisent les résolutions\npacifiques. Et quand je vois vos relations, je me\ndis que l'avenir s'annonce radieux !\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nJ'espère qu'il en sera ainsi. Les gens n'avaient\nde cesse de dire que notre promotion formait\nun groupe formidable.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nEt pour le moment du moins, nous n'avons\nnullement l'intention de nous battre entre nous.\nSeul nous importe le salut de ce monde.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x06\x04ルイ\nVous ne ménagez guère vos efforts. J'espère\nque vous veillez à vous accorder suffisamment\nde repos...\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nAllez savoir pourquoi, mais l'activité m'apaise.\nIl faut croire que c'est dans mon tempérament.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x06\x04ルイ\nDimitri et Claude sont-ils de bons amis ?\nIls semblent être toujours l'un avec l'autre.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nHmm... Je ne crois pas qu'ils soient ennemis,\nen tout cas. Pourquoi cette question ?\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x06\x04ルイ\nVous voulez savoir pourquoi je cherche sans\narrêt à me faire si discret ? Drôle de question...\nAurais-je fait quelque chose d'inconvenant ?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nEh bien, la dernière fois que je me suis\nentretenue avec le Dragon divin, j'ai jeté\nun coup d'œil alentour, et vous étiez là.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nJe ne cherchais nullement à me dissimuler.\nJe craignais simplement de vous déranger,\net je me suis donc fondu dans le décor.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nFondu dans le décor ? Votre raisonnement\nm'échappe... Vous auriez pu tout simplement\nvous joindre à nous.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06クロエ\nJe vous ai apporté un plat de cuisine de rue à\nbase d'yeux de poissons, mais... vous ne pouvez\npas manger, n'est-ce pas ? J'en suis navrée...\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0C\nディミトリ\nNe vous excusez nullement. Vous voir profiter\nde ce repas sera un plaisir à part entière.\nNe vous privez surtout pas !\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06クロエ\nQuel est votre plat préféré ? J'ai tellement\nenvie de connaître les mets d'autres mondes !\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0C\nディミトリ\nLaissez-moi réfléchir... J'ai en mémoire\nun fromage épicé et cuit au four...\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nL'en-cas que vous avez apporté aujourd'hui\nsemble composé de pâtisseries infusées dans\ndu thé noir, c'est bien cela ?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\nOui ! Elles sont également fourrées au\nfromage de chèvre, ce qui explique leur\nodeur si particulière.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x0C\nディミトリ\nJ'ai remarqué que ces derniers temps,\nvous employiez de plus en plus de détails\npour décrire vos plats.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nHé hé ! En effet, je me suis dit que vous\nen profiteriez plus si vous pouviez mieux\nvous les représenter.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nOn dit que le métier de roi est solitaire,\nmais une nation ne saurait se reposer sur\nun seul homme. Qu'en pensez-vous ?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0C\nディミトリ\nVous avez raison. C'est pourquoi il convient\nde s'entourer d'amis et d'alliés fidèles. Ainsi\nque de sages qui sauront vous guider.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nLa question n'est guère originale, je le sais,\nmais... Qu'est-ce qui doit dicter les actes\nd'un roi selon vous, Dimitri ?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0C\nディミトリ\nJe crois que le plus important pour\nun monarque est de mener son peuple\nvers un avenir plus heureux.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nLes bals sont monnaie courante, dans\nmon pays. Je n'ai guère de talent pour\ncela, mais nul ne saurait s'y soustraire.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nVous auriez tout à fait votre place dans un de\nnos galas, Dimitri. Êtes-vous bon danseur ?\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0C\nディミトリ\nSuffisamment pour préserver les apparences,\ntout au moins, mais les événements mondains\nne me réussissent guère.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0C\nディミトリ\nNous avions organisé un bal à l'Académie des\nofficiers, mais je m'en suis éclipsé afin de\nm'accorder un peu de temps pour moi.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08アンバー\nQuand notre combat sera terminé, je compte\naller découvrir les légendes de chaque région.\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08クロード\nVoilà un beau projet ! C'est tout à fait le genre\nd'objectif que chacun devrait se fixer.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08アンバー\nClaude, vous êtes issu d'une famille noble,\nn'est-ce pas ? Avez-vous vécu toute votre vie\ndans un manoir ?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08クロード\nJ'ai un caractère assez peu conformiste.\nAvant d'entrer à l'Académie des officiers,\nj'étais souvent loin de mon foyer.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08アンバー\nJ'apprécie votre décontraction, Claude, mais...\nne craignez-vous jamais de ne pas être pris\nau sérieux ?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08クロード\nJe préfère ne pas mettre en avant mes talents.\nIl est plus facile de venir à bout de ses ennemis\nquand on peut les surprendre.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08クロード\nPar ailleurs, il est plus facile de se lier d'amitié\navec les autres quand ils ne vous considèrent\npas comme une menace potentielle.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nVoilà qui est bien vrai ! C'est très ingénieux de\nvotre part. J'espère que vous m'enseignerez\nd'autres astuces à l'occasion !\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nCela fait un moment que vous m'observez,\nDame Edelgard. Y a-t-il un problème ?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nJe vous prie de m'excuser. Votre style de\ncombat, précis et appliqué, m'a juste rappelé\nune archère d'élite que j'ai connue autrefois.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nJ'ai récemment eu entre les mains un petit\nroman qui avait Amber pour personnage central.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nC'est un immense honneur de compter\nun Emblème parmi mes lecteurs... Je serais\nravie d'avoir votre avis sur mon œuvre.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nMerci de m'avoir fait part de vos commentaires.\nJe ne m'attendais pas à ce que vous trouviez\ncette lecture amusante.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nC'était plutôt divertissant, en effet. Je trouve\nadmirable que vous soyez capable d'exercer\nainsi librement votre imagination.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nVous m'en voyez soulagée. Je craignais que\nvous ne méprisiez ces écrits humoristiques,\nsachant que je souris moi-même si peu.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nNul ne devrait vous critiquer pour cela, voyons.\nTout le monde sait qu'il ne faut jamais juger\nquelqu'un sur son apparence.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nPardonnez-moi, Prince Alcryst, mais si vous\nvoulez me voir pour quelque chose, je préfère\nque vous me le disiez clairement.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nJ-Je voulais juste vous remercier pour m'avoir\napporté votre aide. Je la méritais si peu...\x0E\x04\x00\x00
