MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08リュール\nPouvons-nous compter sur vous pour nous\naider à ramener la paix dans ce monde ?\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06クラン\nMessire Ike ? Vous allez vous entraîner ?\nMaintenant ?\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x08\x06アイク\nJe m'entraîne depuis que je suis haut comme\ntrois pommes. Si je manque à cette habitude,\nje ne peux pas me détendre.\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06クラン\nDites-moi, Messire Ike... Est-ce que ça vous\ndérange si je vous accompagne pour votre\nentraînement, aujourd'hui ?\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x08\x06アイク\nNon, vous pouvez venir. Je me demande\njuste si vous tiendrez le coup, physiquement.\nJe ne voudrais pas vous blesser.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\nÉvidemment que je tiendrai ! Je veux devenir\nplus fort pour aider tous ceux qui ont besoin\nde moi.\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x08\x06アイク\nTrès bien. Nous verrons bien si vous\ntiendrez jusqu'au bout.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06フラン\nMessire Ike ! Oh, euh, hmm...\nJe peux avoir un autographe ?\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06アイク\nDésolé, mais à vrai dire... je ne peux pas tenir\nune plume.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06フラン\nMessire Ike, il faut que je vous demande... C'est\ncomment, la vie à l'intérieur de votre anneau ?\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06アイク\nJe ne peux pas vraiment vous dire. Je devais\ndormir la plupart du temps. Mais je crois que\nj'ai surtout rêvé d'anciennes batailles.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06フラン\nHm, Messire Ike, ça vous dérange pas que\nje vous colle autant au train ?\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06アイク\nHonnêtement, ça me plaît. Ça me rappelle\nl'époque où je traînais avec un groupe de\nmercenaires.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\nPfiou ! Je commençais à m'inquiéter. C'est juste\nque vous souriez si rarement, vous savez ?\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06アイク\nHa ha, désolé que ça vous tracasse. Mes amis\nme disaient souvent que mon savoir-vivre\nlaissait à désirer.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAlors c'est vous, l'Emblème dans l'anneau de\nSolm, hein ? Je dois avouer que vous affichez\nune musculature de classe mondiale !\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x08\x06アイク\n« De classe mondiale » ? On me l'avait encore\njamais faite, celle-là.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nDites, vous pourriez m'apprendre à avoir\ndes muscles semblables aux vôtres ?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06アイク\nJe ne sais pas quoi vous dire. Je m'entraîne\nchaque jour et je mange de la viande. Je ne sais\npas si c'est lié, mais c'est ainsi que j'aime vivre.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nJe crois que mes muscles n'ont pas fait\nsemblant de gonfler avec toutes ces batailles !\nQu'est-ce que vous en pensez ?\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x08\x06アイク\nSi c'est le cas, ça m'a échappé. Désolé.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nNon, inutile de vous excuser.\nJ'aime votre franc-parler !\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x08\x06アイク\nC'est que mes amis ont tendance à me dire\nque je manque un peu de tact... Alors ravi\nd'entendre que ça ne vous dérange pas.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nVous avez un air très sérieux. Vous révisez\nvos tactiques ?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nNon, je lis l'histoire d'un chevalier.\nIl y a de quoi en prendre de la graine.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nCe n'était pas déjà ce livre que vous lisiez\nla dernière fois ? Vous n'en avez pas assez ?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nNon, ce n'est pas un classique pour rien.\nSi ça vous intéresse, je pourrai vous le lire.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nVous aviez l'air d'avoir perdu votre chemin,\ntout à l'heure. Comment comptez-vous faire\nsi on se bat dans une forêt ?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nPas de problème, je n'aurai qu'à suivre mes\namis.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nMais si je les perds aussi de vue... Hmm.\nBah, je verrai bien le moment venu.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06アイク\nEt si nous sommes encerclés ? Il vaut peut-être\nmieux que je reste près de vous.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nVous êtes très musclée, pour votre petite taille.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nMerci de l'avoir remarqué ! Un entraînement\nimportant jour après jour, ça finit toujours par\npayer.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nエーティエ\nJ'ai une petite question pour vous, Ike. Quel\ntype de supplément musculaire utilisez-vous\npour obtenir cette silhouette ?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06アイク\nJe ne sais pas de quoi vous parlez. Je mange\nde la viande. J'ignore si c'est lié, mais c'est\ntout ce que je peux vous dire.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nエーティエ\nVoyez-vous, si tout le monde s'entraînait\ndavantage, il n'y aurait plus de guerre.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06アイク\nQuel est le rapport ?\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nJe me sens toujours merveilleusement bien\naprès un peu d'exercice. Si tout le monde se\nsent comme ça, à quoi bon se battre ?\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06アイク\nJe ne suis pas sûr de saisir la logique. Mais si\ntout le monde était d'accord, ça fonctionnerait\nsans doute...\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nQuel temps superbe, aujourd'hui !\nSi seulement je pouvais demeurer ici\nà contempler le firmament.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06アイク\nCe serait agréable. Dommage que tous les jours\nne soient pas semblables à celui-ci.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nDites-moi, Ike, pensez-vous qu'il soit opportun\nd'imposer la paix par les armes ?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06アイク\nJe pense que certains désirent la confrontation.\nEt je n'ai aucun scrupule à les satisfaire.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nVous vous entraînez encore aujourd'hui,\nVotre Altesse ? Vous ne manquez pas de\nrésolution.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nIl est des heures où il faut faire couler le sang\npour protéger son peuple.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nQuand sonneront ces heures, je ne pourrai pas\ndemeurer à l'écart et laisser nos soldats se\ncharger de cette répugnante besogne.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06アイク\nUne princesse montant en première ligne, hm ?\nJ'ai déjà connu quelqu'un comme ça. Vos sujets\ndoivent beaucoup vous aimer.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ルイ\nPardonnez ma curiosité, Ike, mais la vue\nd'un groupe devisant harmonieusement\nde choses et d'autres vous touche-t-elle ?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x08\x06アイク\nComment ? Je suis content de voir des gens\npasser du temps ensemble, si tel est le sens\nde votre propos.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ルイ\nAvec qui conviendrait-il que je vous apparie,\nsi je devais organiser quelque rencontre ?\nPeut-être le prince Alfred...\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06アイク\nOui, c'est un personnage intéressant. Ça ne\nme dérangerait pas de discuter avec lui en tête\nà tête.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ルイ\nJe suppose que tous les plans ne peuvent être\ncouronnés de succès en ce monde.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x08\x06アイク\nVous avez des soucis, Louis ?\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nJe m'efforçais de rester discret quant à ma\ntendance à observer les gens, mais mes amis\nm'ont démasqué malgré mes efforts.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x08\x06アイク\nVos propos me laissent perplexe, mais si vous\nsouhaitez demeurer discret, je peux vous\nconseiller un espion que j'ai connu.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06クロエ\nUn grand héros musclé qui sort d'un anneau\npour voler au secours de l'humanité... Voilà une\nouverture parfaite pour un conte de fées !\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06アイク\nS'il s'agissait d'un prince, pourquoi pas...\nMais moi, je n'ai rien d'un héros de conte\nde fées.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nVous avez un problème avec la nourriture ?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nNon, j'aime la cuisine de rue, c'est tout.\nEt c'est fort dommage que je ne puisse\npas vous y faire goûter.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06クロエ\nJ'espère que vous ne vous surmenez pas\nuniquement parce que tant de gens comptent\nsur vous, Ike.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06アイク\nC'est aimable de vous faire du souci\npour moi, mais ce n'est pas la peine.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06アイク\nJe recherche justement des ennemis\nredoutables. Ça doit vous paraître bizarre,\nj'imagine.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nC'est vous qui voyez ! Sachez juste que\nsi vous vous sentez submergé, vous pouvez\nvous confier à moi.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nLes rumeurs qui faisaient état d'un Emblème\npuissant à Solm n'étaient pas infondées. Vous\nfaites des prouesses sur le champ de bataille.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06アイク\nMerci, mais je ne suis qu'un soldat parmi\nd'autres. Un peu plus entraîné peut-être,\nmais c'est tout.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nVotre virtuosité à l'épée n'a de cesse de\nm'impressionner, Ike. Accepteriez-vous\nde m'enseigner votre art ?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06アイク\nC'est mon père qui m'a tout appris. Je peux\nvous montrer, mais ça demande beaucoup\nde travail.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nAméliorer mon royaume, devenir meilleur\nmonarque que mon père... Je ne suis pas sûr\nde pouvoir parvenir à tout cela.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06アイク\nNe vous tracassez pas à vous demander si vous\nen êtes capable. Faites-le, tout simplement.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06アイク\nN'est-ce pas à ça que sert un entraînement\nrigoureux ? À s'assurer d'atteindre ses\nobjectifs ?\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nSi, on ne saurait mieux dire. Haha, c'est un\nplaisir de discuter avec vous, Ike.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08アンバー\nJe suis Amber, expert pour amadouer\nles alpagas ! Je suis un héros comme vous,\non va former un duo imparable, tous les deux !\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06アイク\nJe n'ai rien d'un héros... mais je suis enchanté\nde me battre à vos côtés, euh... cher expert\ndes alpagas ?\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nDites-moi Amber, la viande des alpagas...\nEst-ce que c'est bon ?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nHein ? Mais ça ne se mange pas, les alpagas !\nNon, ils sont là pour être des meilleurs amis\nà qui on fait des gros câlins, et c'est tout !\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08アンバー\nIke, on m'a parlé de la légende d'un alpaga\nà la laine dorée. Il faut absolument qu'on\nle trouve !\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06アイク\nTrès bien, mais où irait-on, au juste ?\nEst-ce que vous avez la moindre piste\npar laquelle nous pourrions commencer ?\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nLes alpagas vivent dans les montagnes.\nIl nous suffit de fouiller chaque montagne\nde fond en comble, et on finira par le trouver !\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06アイク\nOh. Le voyage promet d'être long...\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nJe me sens à l'aise avec vous, Messire Ike.\nJe ne sais pas au juste pourquoi.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x08\x06アイク\nJe crois que c'est parce qu'on a tous les deux\ntendance à éviter les conversations sans\nintérêt... À part maintenant, bien sûr.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nVous avez l'air en colère, Jade.\nTout va bien ?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nOui, ça va. Je souris, c'est tout.\nÇa se voit donc si peu ?\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nMessire Ike, connaissez-vous quelqu'un doté\nd'une personnalité originale ? Je cherche des\nidées pour un nouveau personnage.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06アイク\nUne personnalité originale ? Voyons... J'ai\ncombattu aux côtés d'un joueur invétéré, un\njour. Il était toujours criblé de dettes.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nIntéressant. Est-ce que ça a provoqué des\nhistoires ? Un joueur pathologique lâché\nau milieu des troupes ?\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06アイク\nOui. Mais nous n'avons pas eu à regretter\nl'aide que nous avons apportée à nos alliés,\nmême aux plus agités d'entre eux.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nVous avez une minute, Alcryst ?\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nVous avez retenu mon nom... Merci de\nme gratifier d'un tel honneur, Messire Ike !\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nVous m'avez sauvé la mise pendant la dernière\nbataille, Alcryst. Merci.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nInutile de me remercier. Vous protéger, c'est\nle moins que puisse faire un personnage aussi\ninsignifiant que moi.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nVos compétences sont impressionnantes,\nmais vous n'avez aucune confiance en vous.\nJ'ai du mal à vous suivre.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nPardonnez-moi, Messire Ike. Si vous\nme compariez à mon grand frère, vous\ncomprendriez mieux...\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x08\x06アイク\nJ'avais le même problème en me jugeant par\nrapport à mon père. Vous êtes fort, Alcryst.\nNe l'oubliez pas.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nMerci, Messire Ike. Je ne sais pas pourquoi,\nmais... vous me donnez l'impression que c'est...\npeut-être vrai.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ラピス\nJe suis un peu nerveuse à l'idée de vous dire\nça, mais... Ike ? Merci de m'avoir sauvée,\nla dernière fois.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06アイク\nPas la peine de me remercier. Vous êtes\nvraiment forte. Je me demande si vous\navez besoin de mon aide, au fond.\x0E\x04\x00\x00
