MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08セリーヌ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nOh, tu n'aimes pas les sources d'eau chaude ?\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0A\x08セリーヌ\nLà n'est pas la question. Pourquoi est-ce que\nton premier réflexe est toujours de creuser ?\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0E\x0Cアルフレッド\nParce que c'est un excellent entraînement !\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0A\x08セリーヌ\nMais tais-toi, je t'en prie !\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0A\x08セリーヌ\nCe sont les réactions instinctives de cette sorte\nqui te classent parmi les barbares.\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0A\x08セリーヌ\nCe ne serait pas un problème pour la plupart\ndes hommes, mais tu es un prince. Tâche de\nte comporter comme tel.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0E\x0Cアルフレッド\nC'est bon, Céline. J'ai compris.\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nÀ partir de maintenant, je vais redoubler\nd'efforts à l'entraînement. Fini, les jours\nde repos !\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\nSous peu, je serai devenu une telle montagne\nque tout le monde pourra voir d'emblée quel\nformidable barbare je suis.\x0E\x04\x00\x00
MID_RELIANCE_B_#023	\x0E\x03\x02\x0E\x0Cアルフレッド\nY aura plus l'ombre d'un doute !\x0E\x04\x00\x00
MID_RELIANCE_B_#024	\x0E\x03\x02\x0A\x08セリーヌ\nOh ! Tu as derechef tout compris de travers !\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08セリーヌ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAargh...\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nÀ quelle besogne te livres-tu, Alfred ?\nCreuses-tu un autre puits ? Ou est-ce là\nun entraînement d'un genre nouveau ?\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nOui, plus ou moins. Il faut bien se maintenir\nen forme.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nOuais... Si je m'entraîne assez, je... argh...\nje ne souffrirai plus...\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0A\x08セリーヌ\n... Alfred ?\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0E\x0Cアルフレッド\nArgh...\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0A\x08セリーヌ\nQue t'arrive-t-il ?!\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0E\x0Cアルフレッド\nT'inquiète pas, Céline... C'est... juste une crise...\nÇa va passer... Aïe !\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0A\x08セリーヌ\nUne crise ? Tu veux dire que ta maladie\nest revenue ?\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe me portais tellement bien... Cette partie de\nma vie était censée appartenir à un lointain\npassé...\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0A\x08セリーヌ\nNe bouge pas. Je pars immédiatement\nchercher quelqu'un.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0E\x0Cアルフレッド\nNon. Reste là !\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08セリーヌ\nComment ? Et pourquoi ?\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe ne veux pas que quiconque me voie ainsi.\nNi nos alliés, ni les Emblèmes, ni le Dragon\ndivin !\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe ne peux les laisser voir ça... un prince\nfaible, incapable de se battre, susceptible\nde s'effondrer à tout moment...\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0A\x08セリーヌ\nPersonne ne te considérera ainsi ! Ils sont\nbien trop bienveillants pour cela.\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0E\x0Cアルフレッド\nMais moi, je le saurai ! Et par ailleurs, je ne veux\npas qu'ils s'inquiètent pour moi.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nPour eux, je veux demeurer le prince enjoué\nqui s'entraîne tout le temps.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0E\x0Cアルフレッド\nLaisse-moi me reposer un peu, tout ira bien.\nS'il te plaît, Céline...\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0A\x08セリーヌ\n... Soit. Mais sache que si ton état\ndevait encore empirer, j'irais quérir de l'aide.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nMerci.\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\nAvoir une sœur comme toi est un véritable\nbonheur, tu sais.\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0A\x08セリーヌ\nC'est là ton idée du bonheur ? Ne dis pas\nde sottises, voyons.\x0E\x04\x00\x00
MID_RELIANCE_A_#024	\x0E\x03\x02\x0E\x0Cアルフレッド\nEt toi, alors ? Qu'est-ce qui te rend\nvraiment heureuse ?\x0E\x04\x00\x00
MID_RELIANCE_A_#025	\x0E\x03\x02\x0A\x08セリーヌ\nRien.\x0E\x04\x00\x00
MID_RELIANCE_A_#026	\x0E\x03\x02\x0E\x0Cアルフレッド\nVraiment ? Tu es entourée de bons amis,\ntu as une santé de fer... rien de cela ne\nte rend heureuse ?\x0E\x04\x00\x00
MID_RELIANCE_A_#027	\x0E\x03\x02\x0A\x08セリーヌ\nCes aspects me procurent certes de petits\nplaisirs, mais à mes yeux, le bonheur ne\nreprésente pas un idéal en soi.\x0E\x04\x00\x00
MID_RELIANCE_A_#028	\x0E\x03\x02\x0A\x08セリーヌ\nAdmettons que je le trouve, que s'ensuivrait-il ?\x0E\x04\x00\x00
MID_RELIANCE_A_#029	\x0E\x03\x02\x0A\x08セリーヌ\nJe passerais le reste de mes jours à y repenser.\x0E\x04\x00\x00
MID_RELIANCE_A_#030	\x0E\x03\x02\x0E\x0Cアルフレッド\nHa ha, vraiment ? Et si un bonheur encore\nplus grand devait survenir ?\x0E\x04\x00\x00
MID_RELIANCE_A_#031	\x0E\x03\x02\x0A\x08セリーヌ\nLe simple fait d'envisager que ça n'arrive\njamais est épouvantable. Je n'ose y songer.\x0E\x04\x00\x00
MID_RELIANCE_A_#032	\x0E\x03\x02\x0A\x08セリーヌ\nJ'ai constamment aspiré au bonheur... et\nje n'ai trouvé que la misère. Tout comme le jour\noù j'ai fui le château...\x0E\x04\x00\x00
MID_RELIANCE_A_#033	\x0E\x03\x02\x0A\x08セリーヌ\nSi Firene était tombée, ou si Mère avait\ntrépassé, ou si nous t'avions perdu... Je fuyais\nen songeant : « Comment aurais-je réagi ? »\x0E\x04\x00\x00
MID_RELIANCE_A_#034	\x0E\x03\x02\x0A\x08セリーヌ\nEt maintenant, voilà que ce mal te reprend.\nSi ton état empire et que tu dois t'en aller...\nQue vais-je... Comment...\x0E\x04\x00\x00
MID_RELIANCE_A_#035	\x0E\x03\x02\x0A\x08セリーヌ\n...\x0E\x04\x00\x00
MID_RELIANCE_A_#036	\x0E\x03\x02\x0E\x0Cアルフレッド\nEh... Je vais pas mourir, OK ? Tout ira bien\npour peu que je m'entraîne comme il faut.\x0E\x04\x00\x00
MID_RELIANCE_A_#037	\x0E\x03\x02\x0A\x08セリーヌ\nTu as décidément l'âme d'un barbare.\nSi seulement tu en avais aussi la carrure...\x0E\x04\x00\x00
MID_RELIANCE_A_#038	\x0E\x03\x02\x0E\x0Cアルフレッド\nÇa viendra ! C'est exactement pour ça\nque je m'entraîne !\x0E\x04\x00\x00
MID_RELIANCE_A_#039	\x0E\x03\x02\x0E\x0Cアルフレッド\nOh, Céline, regarde. Tu vois ce trèfle à\nquatre feuilles ?\x0E\x04\x00\x00
MID_RELIANCE_A_#040	\x0E\x03\x02\x0A\x08セリーヌ\nHmm ? Où ça ?\x0E\x04\x00\x00
MID_RELIANCE_A_#041	\x0E\x03\x02\x0E\x0Cアルフレッド\nJuste à tes pieds. Et voilà. Un petit plaisir.\x0E\x04\x00\x00
MID_RELIANCE_A_#042	\x0E\x03\x02\x0A\x08セリーヌ\nUn petit plaisir... qui me replonge dans le temps\npassé. Nous cherchions souvent de telles\nchoses lorsque nous étions enfants.\x0E\x04\x00\x00
MID_RELIANCE_A_#043	\x0E\x03\x02\x0A\x08セリーヌ\nÀ l'époque, j'étais toujours la première à\nen trouver. Je me demande depuis quand\ntu es devenu meilleur que moi.\x0E\x04\x00\x00
MID_RELIANCE_A_#044	\x0E\x03\x02\x0E\x0Cアルフレッド\nAh... Ça me fait du bien de papoter avec toi.\nEncore un petit plaisir que je te dois !\x0E\x04\x00\x00
MID_RELIANCE_A_#045	\x0E\x03\x02\x0A\x08セリーヌ\nJe doute qu'on puisse considérer ça ainsi,\nmais ça m'est un soulagement de voir que\nta crise est passée.\x0E\x04\x00\x00
MID_RELIANCE_A_#046	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe te dois une fière chandelle, Céline. Je vais\nte trouver toutes sortes de petits plaisirs et\nje te les apporterai.\x0E\x04\x00\x00
MID_RELIANCE_A_#047	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe ne peux pas te promettre que tout ira\ntoujours bien pour moi, mais nous pouvons\nnous soutenir l'un l'autre. Pour Firene.\x0E\x04\x00\x00
MID_RELIANCE_A_#048	\x0E\x03\x02\x0A\x08セリーヌ\nOui, Alfred. Je te soutiendrai, quoi qu'il\nadvienne.\x0E\x04\x00\x00
MID_RELIANCE_A_#049	\x0E\x03\x02\x0A\x08セリーヌ\nPeu importe ce qui arrivera, assurons-nous\nde rentrer à Firene. Ensemble.\x0E\x04\x00\x00
