MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスフォリア\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0C\nスフォリア\nVotre Divinité, Vos Altesses des trois\nroyaumes... Bienvenue au palais de Solm.\x0E\x04\x02\x00
MID_OP1_#038	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nTimerra ?\x0E\x04\x00\x00
MID_OP1_#039	\x0E\x03\x02\x0C\nフォガート\nC'est ma sœur. Et accessoirement la princesse\nhéritière.\x0E\x04\x00\x00
MID_OP1_#040	\x0E\x03\x02\x0C\nスフォリア\nElle est destinée à ceindre ma couronne...\net comme Fogado, elle est toujours dehors\nà faire je ne sais quoi.\x0E\x04\x02\x00
MID_OP1_#041	En toute honnêteté, j'en faisais autant quand\nj'étais jeune. Alors passons... Bref, cela fait\nplusieurs jours qu'elle est partie.\x0E\x04\x00\x00
MID_OP1_#042	\x0E\x03\x02\x0C\nフォガート\nJe parie qu'elle est allée camper. Une idée\nlumineuse par les temps qui courent, si vous\nvoulez mon avis.\x0E\x04\x00\x00
MID_OP1_#043	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nC'est donc vrai. La princesse héritière et\nle prince sont toujours en vadrouille.\x0E\x04\x00\x00
MID_OP1_#044	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x12\x0Cディアマンド\x024\n\x0E\x03\x02\x0E\x0Cディアマンド\nEt la reine ignore quand elle sera de retour.\x0E\x04\x00\x00
MID_OP1_#045	\x0E\x03\x02\x0A\x08リュール\nNous pouvons chercher la princesse Timerra.\nAvez-vous une idée de l'endroit\noù elle pourrait être ?\x0E\x04\x00\x00
MID_OP1_#046	\x0E\x03\x02\x0C\nスフォリア\nJe crois qu'elle se dirigeait vers le désert,\nau sud... auquel cas elle a dû établir son\ncampement dans l'oasis.\x0E\x04\x00\x00
MID_OP1_#047	\x0E\x03\x02\x0A\x08リュール\nTrès bien. Nous allons nous rendre là-bas.\x0E\x04\x00\x00
MID_OP1_#048	\x0E\x03\x02\x0C\nスフォリア\nVous savez, une escapade vers l'oasis me\nferait le plus grand bien ! Je vais préparer\nmes affaires.\x0E\x04\x00\x00
MID_OP1_#049	\x0E\x03\x02\x0C\nフォガート\nEn fait, maman, si tu restais plutôt ici ?\x0E\x04\x00\x00
MID_OP1_#050	\x0E\x03\x02\x0C\nスフォリア\nOh, très bien. Allez-y sans moi, les enfants.\x0E\x04\x02\x00
MID_OP1_#051	Si vous trouvez Timerra, invoquez l'Emblème,\nd'accord ? J'adorerais le rencontrer.\x0E\x04\x02\x00
MID_OP1_#052	Et soyez prudents. La nuit commence déjà\nà tomber.\x0E\x04\x00\x00
MID_OP1_#053	\x0E\x03\x02\x0C\nフォガート\nAllez, tout le monde avec moi !\x0E\x04\x00\x00
MID_MOVIE1_#001	\x0E\x03\x02\x0C\nミスティラ\nHmm, cette viande a l'air délicieuse !\x0E\x04\x02\x00
MID_MOVIE1_#002	Amusons-nous un peu en attendant !\nÇa vous dit ?\x0E\x04\x02\x00
MID_MOVIE1_#003	Ahem ! Et maintenant ! Une performance\nexclusive de la seule et unique...\x0E\x04\x02\x00
MID_MOVIE1_#004	Timerraaa !\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x022\n\x0E\x03\x02\x0C\nミスティラ\nJe vais chanter ma chanson préférée\navec mes choristes, Merrin et Panette !\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x00\x0C\x06メリン\x024\n\x0E\x03\x02\x08\x06メリン\nJe suis prête.\x0E\x04\x00\x00
MID_OP2_#003	\x0E\x03\x01\x08\x06メリン\n\x0E\x03\x00\x0E\x08パネトネ\x024\n\x0E\x03\x02\x0A\x08パネトネ\nEt moi de même.\x0E\x04\x00\x00
MID_OP2_#004	\x0E\x03\x02\x0C\nミスティラ\nJ'espère que vous vous souvenez des paroles !\nEt un, deux...\x0E\x04\x02\x00
MID_OP2_#005	♪De la viaaande, de la viaaande !\nDe la viande pour toute la baaaande...♪\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ａ\x021\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nQu'avons-nous là ? Des oisillons qui piaillent\ndans la nuit. Ah, cui-cui.\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ｂ\x023\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nTu l'as dit. Vise un peu leur anneau : il a l'air\nde valoir une petite fortune. On va le leur\npiquer.\x0E\x04\x00\x00
MID_OP2_#008	\x0E\x03\x02\x0C\nミスティラ\n♪D'la barbaque, d'la bidoche,\nÀ la poêle ou à la broche... ♪\x0E\x04\x00\x00
MID_OP2_#009	\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nHé, hé ! Arrêtez de piailler !\x0E\x04\x00\x00
MID_OP2_#010	\x0E\x03\x02\x0C\nミスティラ\nVous êtes qui, vous ?\x0E\x04\x00\x00
MID_OP2_#011	\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nOh, on se réveille ! À votre avis ?\nOn est des bandits. Des ban-dits !\x0E\x04\x00\x00
MID_OP2_#012	\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nEt ils font quoi, les bandits ? Ils piquent des\ntrucs. Comme votre joli petit anneau. Envoyez !\x0E\x04\x00\x00
MID_OP2_#013	\x0E\x03\x02\x0C\nミスティラ\nOooh !\x0E\x04\x00\x00
MID_OP2_#014	\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nOooh ? Oooh ?! C'est tout ce que vous\ntrouvez à dire ? Vous êtes dans de sales draps,\nEt jusqu'au cou !\x0E\x04\x00\x00
MID_OP2_#015	\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nRegardez autour de vous ! On a amené des\nmonstres. Ils nous adorent. Ces deux-là et\nplein de petits copains à eux !\x0E\x04\x00\x00
MID_OP2_#016	\x0E\x03\x01\x18\x16M013_蛮族_お頭Ｂ\n\x0E\x03\x00& M013_異形兵_アクスペガサス\x023\n\x0E\x03\x02" M013_異形兵_アクスペガサス\nRrrgh...\x0E\x04\x00\x00
MID_OP2_#017	\x0E\x03\x02\x0C\nミスティラ\n...\x0E\x04\x00\x00
MID_OP2_#018	\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nBon, on a demandé gentiment, mais il a fallu\nque vous nous mettiez en pétard. Maintenant,\non va faire les choses à notre façon !\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0C\nフォガート\nJ'ai vu un feu de camp. C'est sûrement elle !\x0E\x04\x00\x00
MID_OP3_#002	\x0E\x03\x02\x0A\x08リュール\nC'était quoi, ces drôles de bruits ?\x0E\x04\x00\x00
MID_OP3_#003	\x0E\x03\x02\x0C\nフォガート\nTimerra et ses amies qui chantaient.\x0E\x04\x00\x00
MID_OP3_#004	\x0E\x03\x02\x0A\x08リュール\nOh... Toutes mes excuses.\x0E\x04\x00\x00
MID_OP3_#005	\x0E\x03\x02\x0C\nフォガート\nHa ha ha ! Ne vous en faites pas. Ce n'est pas\npour rien que les gens surnomment leur trio\n« Le Tintamarre de Solm ».\x0E\x04\x02\x00
MID_OP3_#006	C'est étrange qu'elles aient arrêté de chanter.\nVous pensez qu'elles se sont fait attaquer ?\x0E\x04\x00\x00
MID_OP3_#007	\x0E\x03\x02\x0A\x08リュール\nAllons en avoir le cœur net.\x0E\x04\x00\x00
MID_OP4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nフォガート\x024\n\x0E\x03\x02\x0C\nフォガート\nTimerra !\x0E\x04\x00\x00
MID_OP4_#002	\x0E\x03\x02\x0C\nミスティラ\nOh ! Salut, Fogado.\x0E\x04\x00\x00
MID_OP4_#003	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nVous êtes donc la princesse Timerra.\nC'est un plaisir de vous rencontrer.\x0E\x04\x00\x00
MID_OP4_#004	\x0E\x03\x02\x0C\nミスティラ\nNe me dites rien ! Vous êtes le Dragon divin,\nn'est-ce pas ?\x0E\x04\x02\x00
MID_OP4_#005	Fogado ne serait pas venu ici avant de\nvous avoir \x0E\x0A\x00\x1E\x0Ctrouvé\x0Etrouvée.\x0E\x04\x00\x00
MID_OP4_#006	\x0E\x03\x02\x0A\x08リュール\nIl ne serait pas... quoi ?\x0E\x04\x00\x00
MID_OP4_#007	\x0E\x03\x02\x0C\nミスティラ\nPeu importe, on a des choses plus urgentes\nsur le feu. Notamment un groupe de bandits\nà rôtir !\x0E\x04\x02\x00
MID_OP4_#008	Ça nous dépannerait si vous pouviez\nutiliser vos pouvoirs d'invocation\nsur cet anneau.\x0E\x04\x00\x00
MID_OP4_#009	\x0E\x03\x02\x0A\x08リュール\nL'Anneau du Héros de l'Aube.\x0E\x04\x00\x00
MID_OP4_#010	\x0E\x03\x02\x0C\nミスティラ\nJ'ai toujours voulu rencontrer la personne\nqui vit dedans. Vous pouvez arranger ça ?\x0E\x04\x00\x00
MID_OP4_#011	\x0E\x03\x02\x0A\x08リュール\nEntendu.\x0E\x04\x00\x00
MID_OP4_#012	\x0E\x03\x02\x0C\nミスティラ\nFormidable ! Et un, deux...\x0E\x04\x00\x00
MID_OP4_#013	\x0E\x03\x02\x0A\x08リュール\nCombattez, Emblème du Rayonnement !\x0E\x04\x00\x00
MID_OP6_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0C\x06アイク\x024\n\x0E\x03\x02\x0C\nミスティラ\nPurée, regardez-moi ces bras. Vous êtes prêt à\nen découdre.\x0E\x04\x00\x00
MID_OP6_#002	\x0E\x03\x02\x08\x06アイク\nJe suis Ike. Veillez à m'utiliser à bon escient.\x0E\x04\x00\x00
MID_OP6_#003	\x0E\x03\x02\x0A\x08リュール\nMerci pour votre aide, Ike. Vous combattrez\naux côtés de la princesse Timerra\ndans cette bataille.\x0E\x04\x00\x00
MID_OP7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ａ\x02b\n\x0E\x05\x01$\x16M013_蛮族_お頭Ａ\nSmile\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nQu'est-ce que c'est encore ?! Ces piaillements\nsont sûrement des appels à l'aide !\x0E\x04\x02\x00
MID_OP7_#002	Bah, tu sais ce que j'en dis. Ils battront pas\nnos monstres !\x0E\x04\x00\x00
MID_OP7_#003	\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ｂ\x02t\n\x0E\x05\x01$\x16M013_蛮族_お頭Ｂ\nSmile\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nCarrément. Ni nos voleurs. De véritables\nexperts en pillage !\x0E\x04\x00\x00
MID_OP8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM013_蛮族\x02b\n\x0E\x03\x02\x10\x0EM013_蛮族\nHa ha ha ha...\x0E\x04\x00\x00
MID_OP8_#002	\x0E\x03\x00\x10\nミスティラ\x02t\n\x0E\x05\x01\x1A\nミスティラ\x0CStrike\n\x0E\x03\x02\x0C\nミスティラ\nIls vont attaquer le village. Il faut les arrêter\navant que ça tourne au carnage.\x0E\x04\x02\x00
MID_OP8_#003	Merrin, Panette, venez !\x0E\x04\x00\x00
MID_OP8_#004	\x0E\x03\x01\x10\x0EM013_蛮族\n\x0E\x03\x00\x0C\x06メリン\x02b\n\x0E\x05\x01\x14\x06メリン\nAngry\n\x0E\x03\x02\x08\x06メリン\nÀ vos ordres, ma princesse. Nous allons\nles pulvériser sous le marteau de la justice.\x0E\x04\x00\x00
MID_OP8_#005	\x0E\x03\x01\x08\x06メリン\n\x0E\x03\x00\x0E\x08パネトネ\x02b\n\x0E\x05\x01\x16\x08パネトネ\nAngry\n\x0E\x03\x02\x0A\x08パネトネ\nAbsolument ! Ils regretteront amèrement\nd'avoir terrorisé ces pauvres innocents !\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1E\x18M013_村人おじいさん\x02t\n\x0E\x05\x01,\x18M013_村人おじいさん\x10Surprise\n\x0E\x03\x02\x1A\x18M013_村人おじいさん\nEh, qu'est-ce donc ? Des bandits ?! Oh là !\nPrenez cet objet, il sera mieux avec vous\nqu'avec eux.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1A\x14M013_村人女の子\x02t\n\x0E\x05\x01 \x14M013_村人女の子\x08Pain\n\x0E\x03\x02\x16\x14M013_村人女の子\nOh, non ! Je vais dire à ma mamie de se cacher.\nUtilisez ceci pour battre les méchants !\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_村人おばさん\x02t\n\x0E\x05\x01 \x16M013_村人おばさん\x06Sad\n\x0E\x03\x02\x18\x16M013_村人おばさん\nDes bandits, vous dites ? Oh, non ! Vous feriez\nbien de prendre ceci alors, ça pourrait vous\nêtre utile.\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ａ\x02b\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nTu crois que le village va se piller tout seul ?\nAllez, on se bouge !\x0E\x04\x00\x00
MID_EV4_#002	\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ｂ\x02t\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nOuais ! Commence par cette maison juste là !\x0E\x04\x00\x00
MID_EV5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06アイク\x02t\n\x0E\x05\x01\x18\x06アイク\x0EStandBy\n\x0E\x03\x02\x08\x06アイク\nLa route est bloquée, mais pas pour longtemps.\x0E\x04\x02\x00
MID_EV5_#002	\x0E\x05\x01\x16\x06アイク\x0CStrike\nAllez-y, Timerra. Avec ma force, vous n'aurez\naucun problème à ouvrir un passage.\x0E\x04\x00\x00
MID_EV6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ａ\x02b\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nOuais ! On continue l'pillage, comme ça !\x0E\x04\x00\x00
MID_EV6_#002	\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ｂ\x02t\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nHa ha, et qui c'est qui va nous arrêter ?\nBen, personne !\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ａ\x02b\n\x0E\x05\x01&\x16M013_蛮族_お頭Ａ\x0CStrike\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nJ'ai jamais aimé les curieux. Vous venez\nde mettre votre nez dans nos affaires,\nalors vous allez nous payer ça !\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ａ\x02b\n\x0E\x05\x01 \x16M013_蛮族_お頭Ａ\x06Sad\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nJ'étais nul comme grand frère, pas vrai ?\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ｂ\x02b\n\x0E\x05\x01$\x16M013_蛮族_お頭Ｂ\nAngry\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nL'oasis est à nous, vous m'entendez ? Nous\navons l'exclusivité des pillages ici !\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ｂ\x02b\n\x0E\x05\x01"\x16M013_蛮族_お頭Ｂ\x08Pain\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nOn dirait que j'ai abandonné mon frère...\nUne fois de plus...\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0C\nミスティラ\nVoilà qui est réglé. Désolée de vous avoir\n\x0E\x0A\x00&\x10entraîné\x12entraînée dans la bagarre, Votre Divinité.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x0A\x08リュール\nCela ne fait rien. Mais je n'ai toujours pas pu\nvous expliquer la raison de ma présence ici.\x0E\x04\x02\x00
MID_ED1_#003	J'en ai déjà fait part à la reine Seforia et\nau prince Fogado, mais...\x0E\x04\x02\x00
MID_ED1_#004	Le Dragon déchu a été libéré. Il est de retour.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0C\nミスティラ\nHum...\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x0A\x08リュール\nC'est soudain, je sais. Vous êtes probablement\nbouleversée.\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x0C\nミスティラ\nJe le savais déjà.\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x0A\x08リュール\nVous le saviez ?\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0C\nミスティラ\nMaman et Fogado aussi. Cela fait déjà un\nmoment que nous sommes tous au courant.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0A\x08リュール\nFogado, vous aussi ?\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x00\x10\nフォガート\x023\n\x0E\x03\x02\x0C\nフォガート\nDésolé. En vérité, notre rencontre fortuite\ndans le désert de Tullah... n'était pas si\nfortuite que ça.\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x02\x0A\x08リュール\nVous nous avez dupés.\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x0C\nフォガート\nNon, c'est tout le contraire. Je devais m'assurer\nque vous ne nous dupiez pas.\x0E\x04\x02\x00
MID_ED1_#014	Le retour du Dragon déchu nous contraint à\nprendre des mesures pour protéger notre nation.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x02\x0C\nミスティラ\nLaissez-moi vous faire un topo.\x0E\x04\x02\x00
MID_ED1_#016	Le palais a des informateurs aux quatre coins\nd'Elyos, histoire de savoir un peu ce qui se\ntrame dans les trois royaumes.\x0E\x04\x02\x00
MID_ED1_#017	Lorsqu'Elusia a ranimé le Dragon déchu,\non l'a su très vite.\x0E\x04\x02\x00
MID_ED1_#018	Mais on avait besoin des Anneaux d'Emblèmes\npour le battre, et de vous pour les utiliser.\x0E\x04\x02\x00
MID_ED1_#019	Tout ce qu'on pouvait faire sans ça, c'était\nde mettre le paquet sur la défense.\x0E\x04\x02\x00
MID_ED1_#020	Les Aberrations se sont mises à apparaître,\nalors on a dû se dépêcher d'échafauder un plan.\x0E\x04\x00\x00
MID_ED1_#021	\x0E\x03\x02\x0A\x08リュール\nEt quel était ce plan ?\x0E\x04\x00\x00
MID_ED1_#022	\x0E\x03\x02\x0C\nミスティラ\nD'abord, maman devait rester au palais et\ntenir les intrus à distance avec l'aide de\nla garde royale.\x0E\x04\x02\x00
MID_ED1_#023	Quant à nous, on devait envoyer notre milice,\nles Sentinelles, pour épauler les soldats dans\nleur lutte contre les Aberrations.\x0E\x04\x00\x00
MID_ED1_#024	\x0E\x03\x02\x0C\nフォガート\nEn tant que capitaine, ma tâche consistait\nà surveiller les Aberrations près\nde la frontière elusienne.\x0E\x04\x02\x00
MID_ED1_#025	Si je tombais sur quelqu'un qui prétendait être\nle Dragon divin, je devais le sonder et l'amener\nau palais.\x0E\x04\x00\x00
MID_ED1_#026	\x0E\x03\x02\x0A\x08リュール\nC'est pour cela que vous avez dissimulé le fait\nque vous étiez un prince.\x0E\x04\x00\x00
MID_ED1_#027	\x0E\x03\x02\x0C\nミスティラ\nJe faisais également partie des Sentinelles.\nEt j'arpentais le pays en m'assurant de garder\nl'anneau en sécurité.\x0E\x04\x00\x00
MID_ED1_#028	\x0E\x03\x02\x0A\x08リュール\nDans le cadre de ce plan, avez-vous déjà\nenvisagé de demander de l'aide\nà un autre pays ?\x0E\x04\x00\x00
MID_ED1_#029	\x0E\x03\x02\x0C\nミスティラ\nNon, car il nous aurait fallu l'aider en retour.\x0E\x04\x02\x00
MID_ED1_#030	On ne peut pas mener les batailles d'un autre\npays. On est déjà à bout de souffle en livrant\nles nôtres.\x0E\x04\x02\x00
MID_ED1_#031	C'est comme cela que ça marche en Solm.\nChacun s'occupe de ses affaires\net se débrouille de son côté.\x0E\x04\x00\x00
MID_ED1_#032	\x0E\x03\x02\x0A\x08リュール\nJe comprends.\x0E\x04\x00\x00
MID_ED1_#033	\x0E\x03\x02\x0C\nミスティラ\nDésolée si on a pas été très honnêtes avec\nvous. Mais c'était uniquement pour protéger\nle royaume.\x0E\x04\x00\x00
MID_ED1_#034	\x0E\x03\x02\x0A\x08リュール\nLoin de moi l'idée de critiquer la manière\nde procéder de votre pays. Je suis simplement\n\x0E\x0A\x00"\x0Esurpris\x10surprise.\x0E\x04\x00\x00
MID_ED1_#035	\x0E\x03\x02\x0C\nミスティラ\nBref, voici la partie la plus importante du plan.\x0E\x04\x02\x00
MID_ED1_#036	Si vous étiez bien le Dragon divin, on devait\nvous remettre l'Anneau du Héros de l'Aube...\x0E\x04\x02\x00
