MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x02\x08\x06セピア\nMe revoilà.\x0E\x04\x00\x00
MID_OP1_#018	Ils n'ont pas pu les arrêter. Apparemment, ils\nvoguent vers Elusia en ce moment même.\x0E\x04\x00\x00
MID_OP1_#019	\x0E\x03\x02\x08\x06セピア\nOh... Ils sont plus rapides que je le pensais.\x0E\x04\x00\x00
MID_OP1_#020	\x0E\x03\x02\x06\x04グリ\nOui. Ils ne mettront pas longtemps à venir\nfrapper à notre porte.\x0E\x04\x00\x00
MID_OP1_#021	\x0E\x03\x02\x08\x06マロン\nOoh, il faut gagner un peu de temps ?\nJe m'en occupe !\x0E\x04\x00\x00
MID_OP1_#022	\x0E\x03\x02\x08\x06セピア\nBien sûr, très chère. Merci de te porter\nvolontaire. Mais tu ne vas pas y aller seule.\x0E\x04\x02\x00
MID_OP1_#023	Mauvier. Tu te joindras à elle, n'est-ce pas ?\x0E\x04\x00\x00
MID_OP1_#024	\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x02\x08\x06モーヴ\nÀ vos ordres.\x0E\x04\x00\x00
MID_OP1_#025	\x0E\x03\x02\x08\x06マロン\nQuoi ? Pourquoi ? Je saurai me débrouiller\ntoute seule !\x0E\x04\x00\x00
MID_OP1_#026	\x0E\x03\x02\x08\x06セピア\nTu es très forte, c'est vrai. Mais tu connaîtras\nun succès encore plus déterminant avec\nMauvier à tes côtés.\x0E\x04\x00\x00
MID_OP1_#027	\x0E\x03\x02\x08\x06マロン\nBon, d'accord ! Mais j'espère des éloges dignes\nde ce nom, d'accord ?\x0E\x04\x00\x00
MID_OP1_#028	\x0E\x03\x02\x08\x06モーヴ\nZephia, je n'aurais qu'une requête. Attendez\nnotre retour avant de soumettre à nouveau\nVeyle à ce sort.\x0E\x04\x00\x00
MID_OP1_#029	\x0E\x03\x02\x08\x06セピア\nD'accord, Mauvier.\x0E\x04\x00\x00
MID_OP1_#030	\x0E\x03\x02\x08\x06モーヴ\nBien, alors allons-y.\x0E\x04\x00\x00
MID_OP1_#031	\x0E\x03\x02\x08\x06マロン\nVous n'aurez même pas le temps de vous\napercevoir de notre absence !\x0E\x04\x00\x00
MID_OP1_#032	\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x02\x08\x06セピア\nHmm...\x0E\x04\x00\x00
MID_OP1_#033	\x0E\x03\x02\x06\x04グリ\nOh, Mauvier. Il est bien trop proche de cette\nautre Veyle.\x0E\x04\x00\x00
MID_OP1_#034	\x0E\x03\x02\x08\x06セピア\nC'est vrai. Mais ça m'est bien égal, à condition\nqu'il reste à sa place.\x0E\x04\x02\x00
MID_OP1_#035	Les Quatre Chacals sont ma famille. J'aimerai\ntoujours Mauvier. Toujours. Enfin, tant qu'il\nm'obéira, bien sûr.\x0E\x04\x02\x00
MID_OP1_#036	De plus, il y a plus urgent. Tu te souviens de\nce qu'a dit Dame Veyle à propos de s\x0E\x0A\x00 \x10on frère\x0Ca sœur ?\x0E\x04\x00\x00
MID_OP1_#037	\x0E\x03\x02\x06\x04グリ\nBien sûr... Le fait que sa dracopierre soit\nintacte et non fissurée, c'est ça ?\x0E\x04\x00\x00
MID_OP1_#038	\x0E\x03\x02\x08\x06セピア\nPrécisément. J'aimerais que tu fasses quelques\nrecherches à ce sujet pour moi.\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nEt voici Port-Givre. Je m'attendais à ce qu'il\nsoit mieux défendu. Il nous a suffi d'accoster.\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x02\x0A\x08アイビー\nHmm...\x0E\x04\x00\x00
MID_OP2_#003	\x0E\x03\x02\x0A\x08リュール\nQu'est-ce qui ne va pas ?\x0E\x04\x00\x00
MID_OP2_#004	\x0E\x03\x02\x0A\x08アイビー\nC'est une ville portuaire. Elle devrait grouiller\nde monde. Pourquoi tout est si calme ?\x0E\x04\x00\x00
MID_OP2_#005	\x0E\x03\x02\x0A\x08リュール\nJe vois quelqu'un là-bas. Peut-être\npourrons-nous en apprendre davantage.\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x02\x0A\x08アイビー\nVotre Divinité, attendez, c'est...\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00& M019_異形兵_グレートナイト\x022\n\x0E\x03\x02" M019_異形兵_グレートナイト\nRaaargh...\x0E\x04\x00\x00
MID_OP2_#008	\x0E\x03\x01" M019_異形兵_グレートナイト\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nUne Aberration !\x0E\x04\x00\x00
MID_OP2_#009	\x0E\x03\x02\x0A\x08アイビー\nOui, et je doute que ce soit la seule ici.\x0E\x04\x00\x00
MID_OP2_#010	\x0E\x03\x02\x0A\x08リュール\nVous avez raison. Il doit y en avoir dans toute\nla ville, ce qui signifie...\x0E\x04\x02\x00
MID_OP2_#011	\x0E\x03\x02\x0A\x08アイビー\nJe le crains, en effet.\x0E\x04\x00\x00
MID_OP2_#012	\x0E\x03\x00\x12\x0Cディアマンド\x023\n\x0E\x03\x02\x0E\x0Cディアマンド\nLe Dragon déchu souhaite-t-il également\ndétruire Elusia ? Tout cela n'a aucun sens.\x0E\x04\x02\x00
MID_OP2_#013	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nTout ce que je sais, c'est que nous ne pouvons\npas fermer les yeux. Nous devons nous\ndébarrasser d'eux.\x0E\x04\x00\x00
MID_OP2_#014	\x0E\x03\x02\x0A\x08リュール\nNon. Nous devons continuer.\x0E\x04\x00\x00
MID_OP2_#015	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x10\nミスティラ\x023\n\x0E\x03\x02\x0C\nミスティラ\nQuoi ? Et abandonner les habitants ? Princesse\nIvy, dites-nous ce que vous souhaitez faire.\x0E\x04\x00\x00
MID_OP2_#016	\x0E\x03\x02\x0A\x08アイビー\nQuittons cet endroit.\x0E\x04\x00\x00
MID_OP2_#017	\x0E\x03\x02\x0E\x0Cアルフレッド\nMais des gens sont en danger. Il est\nde notre devoir de leur porter secours.\x0E\x04\x02\x00
MID_OP2_#018	C'est bien comme cela que nous avons procédé\nà Florra, n'est-ce pas ?\x0E\x04\x00\x00
MID_OP2_#019	\x0E\x03\x02\x0A\x08リュール\nNous étions arrivés juste après l'attaque.\nIl y avait encore des gens à sauver.\x0E\x04\x02\x00
MID_OP2_#020	Regardez autour de vous. Nous arrivons trop\ntard... Beaucoup trop tard.\x0E\x04\x02\x00
MID_OP2_#021	Il n'y a plus aucun survivant à secourir.\x0E\x04\x00\x00
MID_OP2_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\n...\x0E\x04\x00\x00
MID_OP2_#023	\x0E\x03\x02\x0A\x08アイビー\nJ'aurais tant voulu aider les gens d'ici.\x0E\x04\x02\x00
MID_OP2_#024	Mais chaque seconde qui passe emporte\nd'autres victimes en d'autres lieux.\x0E\x04\x02\x00
MID_OP2_#025	Nous n'avons pas de temps à consacrer aux\nmorts. Nous devons protéger les vivants.\x0E\x04\x00\x00
MID_OP2_#026	\x0E\x03\x02\x0C\nミスティラ\nC'est terrible...\x0E\x04\x02\x00
MID_OP2_#027	\x0E\x03\x02\x0E\x0Cアルフレッド\nJamais je n'abandonnerais une ville de la sorte...\nmais la décision ne m'appartient pas.\x0E\x04\x02\x00
MID_OP2_#028	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x00\x12\x0Cディアマンド\x023\n\x0E\x03\x02\x0E\x0Cディアマンド\nVous saviez déjà quel choix la princesse Ivy\nallait faire, Votre Divinité ? Impressionnant.\x0E\x04\x00\x00
MID_OP2_#029	\x0E\x03\x02\x0A\x08リュール\nHm ? Non, c'était...\x0E\x04\x00\x00
MID_OP2_#030	\x0E\x03\x02\x0A\x08アイビー\nMerci de votre soutien, Votre Divinité.\nBien, en route pour le château.\x0E\x04\x00\x00
MID_OP2_#031	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x02\x08\x06マロン\nOh ! Vous comptez filer comme ça ?\x0E\x04\x00\x00
MID_OP2_#032	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nQui va là ?!\x0E\x04\x00\x00
MID_OP2_#033	\x0E\x03\x02\x08\x06マロン\nBonjour ! C'est moi, votre vieille amie Marni !\nOh, et Mauvier est là, lui aussi.\x0E\x04\x00\x00
MID_OP2_#034	\x0E\x03\x00\x0C\x06モーヴ\x023\n\x0E\x03\x02\x08\x06モーヴ\nComme on se retrouve.\x0E\x04\x00\x00
MID_OP2_#035	\x0E\x03\x02\x08\x06マロン\nJ'aurais préféré que vous restiez pour affronter\nles Aberrations. Tout aurait été tellement plus\nsimple !\x0E\x04\x02\x00
MID_OP2_#036	Mais le Dragon divin en a une peur bleue.\nPas vrai... ?\x0E\x04\x00\x00
MID_OP2_#037	\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08アイビー\nLe Dragon divin ne faisait que penser au bien\nde tous.\x0E\x04\x00\x00
MID_OP2_#038	\x0E\x03\x02\x08\x06マロン\nD'accord, d'accord, oublions. Vous voulez\nbien vous taire ? Vous me fatiguez.\x0E\x04\x02\x00
MID_OP2_#039	Vous aviez raison. Le port est tombé depuis un\nbon moment. Mais je ne vous laisserai pas partir\ncomme ça.\x0E\x04\x02\x00
MID_OP2_#040	Faisons un marché. Déposez tous vos Anneaux\nd'Emblèmes, et on vous laisse partir.\x0E\x04\x00\x00
MID_OP2_#041	\x0E\x03\x02\x0A\x08リュール\nHors de question.\x0E\x04\x00\x00
MID_OP2_#042	\x0E\x03\x02\x08\x06マロン\nJe m'en doutais. Qui ne tente rien n'a rien,\npas vrai ? Bon, battons-nous, dans ce cas !\x0E\x04\x02\x00
MID_OP2_#043	Et pas d'inquiétude. On a apporté tout un\ntas d'Aberrations rien que pour vous !\x0E\x04\x00\x00
MID_OP2_#044	\x0E\x03\x02\x0A\x08リュール\nAvant tout... Dites-moi une chose. Je dois\nabsolument savoir.\x0E\x04\x00\x00
MID_OP2_#045	\x0E\x03\x02\x08\x06マロン\nQuoi ?\x0E\x04\x00\x00
MID_OP2_#046	\x0E\x03\x02\x0A\x08リュール\nVeyle. Comment va-t-elle ?\x0E\x04\x00\x00
MID_OP2_#047	\x0E\x03\x02\x08\x06モーヴ\nDame Veyle... Elle...\x0E\x04\x00\x00
MID_OP2_#048	\x0E\x03\x02\x08\x06マロン\nChut, Mauvier. On n'est pas venus là pour\ndévoiler tous nos secrets.\x0E\x04\x02\x00
MID_OP2_#049	Désolée, Votre Divinité. Motus et bouche\ncousue.\x0E\x04\x02\x00
MID_OP2_#050	Allez, quand vous serez morts, je dirai tout\nà vos cadavres. Qu'est-ce que vous en dites ?\x0E\x04\x00\x00
MID_OP2_#051	\x0E\x03\x02\x0A\x08リュール\nNous espérions obtenir des informations en parlant\naux habitants de cette ville.\x0E\x04\x02\x00
MID_OP2_#052	Mais comme il n'y a aucun survivant, nous vous\nsoutirerons ces informations d'une manière ou\nd'une autre.\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01\x1E\x10M019_マロン\nAngry\n\x0E\x03\x02\x12\x10M019_マロン\n\x0E\x0B\x00p
MID_OP3_#002	\x0E\x03\x00\x16\x10M019_モーヴ\x02t\n\x0E\x05\x01$\x10M019_モーヴ\x10Surprise\n\x0E\x03\x02\x12\x10M019_モーヴ\nZephia nous a autorisés à utiliser des Anneaux\nd'Emblèmes ?\x0E\x04\x00\x00
MID_OP3_#003	\x0E\x05\x01\x1E\x10M019_マロン\nSmile\n\x0E\x03\x02\x12\x10M019_マロン\n\x0E\x0B\x01@
MID_OP3_#004	\x0E\x05\x01 \x10M019_モーヴ\x0CStrike\n\x0E\x03\x02\x12\x10M019_モーヴ\nTu as fait quoi ?! Marni, quand ils vont\ndécouvrir ça...\x0E\x04\x00\x00
MID_OP3_#005	\x0E\x05\x01"\x10M019_マロン\x0EStandBy\n\x0E\x03\x02\x12\x10M019_マロン\nJ'aurai droit à quoi ? Des réprimandes ? Une\nsanction ? Arrête un peu... On est les chouchous\ndu seigneur Sombron !\x0E\x04\x02\x00
MID_OP3_#006	\x0E\x05\x01\x1E\x10M019_マロン\nSmile\nEt puis, si jamais je récupère un anneau de plus,\nimagine les louanges que j'aurai. Je serai une\nvéritable héroïne...\x0E\x04\x00\x00
MID_OP3_#007	\x0E\x05\x01"\x10M019_モーヴ\x0EStandBy\n\x0E\x03\x02\x12\x10M019_モーヴ\nMême dans ce cas, il ne te le pardonnera\njamais.\x0E\x04\x00\x00
MID_OP3_#008	\x0E\x05\x01\x1E\x10M019_マロン\nAngry\n\x0E\x03\x02\x12\x10M019_マロン\nGrrr... Laisse tomber ta leçon de morale, tu veux\nbien ? Allez, enfile-le.\x0E\x04\x02\x00
MID_OP3_#009	Si jamais tu gâches ma chance de briller,\nc'est moi qui ne te le pardonnerai jamais !\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02t\n\x0E\x05\x01\x18\nザフィーア\nAngry\n\x0E\x03\x02\x0C\nザフィーア\nQu'est-ce qui a pris au Dragon divin d'accoster\nici ? Cet endroit est infesté de monstres.\x0E\x04\x02\x00
MID_EV1_#002	J'imagine que j'ai pas le choix. Je vais devoir\nme frayer un chemin à travers ces saletés.\x0E\x04\x00\x00
MID_TK1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x1A\nザフィーア\x0CStrike\n\x0E\x03\x02\x0C\nザフィーア\nMa parole, mais c'est le Dragon divin.\x0E\x04\x00\x00
MID_TK1_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nOn se connaît. Nous nous sommes croisé\x0E\x0A\x00\x0A\x02s\x04es\nau château de Brodia, n'est-ce pas ?\x0E\x04\x00\x00
MID_TK1_#003	\x0E\x05\x01\x18\nザフィーア\nAngry\n\x0E\x03\x02\x0C\nザフィーア\nSaphir, de la garde royale, pour vous servir.\x0E\x04\x02\x00
MID_TK1_#004	Le prince Diamant m'a informée que votre\nnavire voguait vers Elusia.\x0E\x04\x02\x00
MID_TK1_#005	La situation au château était sous contrôle,\nalors je me suis dit que je pourrais vous donner\nun coup de main.\x0E\x04\x00\x00
MID_TK1_#006	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nJe suis ravi\x0E\x0A\x00\x06
MID_TK1_#007	\x0E\x05\x01\x14\nザフィーア\x06Sad\n\x0E\x03\x02\x0C\nザフィーア\nQuand le prince Diamant nous a fait part de la\nmort du roi, le choix s'est imposé de lui-même.\x0E\x04\x02\x00
MID_TK1_#008	\x0E\x05\x01\x18\nザフィーア\nAngry\nIl est de mon devoir de protéger le royaume\nque Sa Majesté nous a confié.\x0E\x04\x02\x00
MID_TK1_#009	Diamant va diriger ce royaume, alors ma vie\nlui appartient... et à vous aussi. Utilisez-la\nà bon escient.\x0E\x04\x00\x00
MID_TK1P_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0C\nザフィーア\nMa parole, mais c'est le Dragon divin.\x0E\x04\x00\x00
MID_TK1P_#002	\x0E\x03\x02\x0A\x08リュール\nOn se connaît. Nous nous sommes croisé\x0E\x0A\x00\x0A\x02s\x04es\nau château de Brodia, n'est-ce pas ?\x0E\x04\x00\x00
MID_TK1P_#003	\x0E\x03\x02\x0C\nザフィーア\nSaphir, de la garde royale, pour vous servir.\x0E\x04\x02\x00
MID_TK1P_#004	Le prince Diamant m'a informée que votre\nnavire voguait vers Elusia.\x0E\x04\x02\x00
MID_TK1P_#005	La situation au château était sous contrôle,\nalors je me suis dit que je pourrais vous donner\nun coup de main.\x0E\x04\x00\x00
MID_TK1P_#006	\x0E\x03\x02\x0A\x08リュール\nJe suis ravi\x0E\x0A\x00\x06
MID_TK1P_#007	\x0E\x03\x02\x0C\nザフィーア\nQuand le prince Diamant nous a fait part de la\nmort du roi, le choix s'est imposé de lui-même.\x0E\x04\x02\x00
MID_TK1P_#008	Il est de mon devoir de protéger le royaume\nque Sa Majesté nous a confié.\x0E\x04\x02\x00
MID_TK1P_#009	Diamant va diriger ce royaume, alors ma vie\nlui appartient... et à vous aussi. Utilisez-la\nà bon escient.\x0E\x04\x00\x00
MID_TK2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x1A\nザフィーア\x0CStrike\n\x0E\x03\x02\x0C\nザフィーア\nPrince Diamant.\x0E\x04\x00\x00
MID_TK2_#002	\x0E\x03\x00\x12\x0Cディアマンド\x02t\n\x0E\x05\x01 \x0Cディアマンド\x10Surprise\n\x0E\x03\x02\x0E\x0Cディアマンド\nSaphir ? Que fais-tu ici ?\x0E\x04\x00\x00
MID_TK2_#003	\x0E\x05\x01\x18\nザフィーア\nAngry\n\x0E\x03\x02\x0C\nザフィーア\nDans votre lettre, vous disiez mettre le cap sur\nElusia. J'ai pensé qu'un soldat supplémentaire\nserait pas de trop.\x0E\x04\x02\x00
MID_TK2_#004	Vous faites pas de bile, le château est en\nsécurité. Par contre, en ce qui concerne\nSa Majesté Morion...\x0E\x04\x00\x00
MID_TK2_#005	\x0E\x05\x01\x16\x0Cディアマンド\x06Sad\n\x0E\x03\x02\x0E\x0Cディアマンド\nJe suis désolé, Saphir. J'aurais dû le protéger.\nIl était tellement certain de rentrer...\x0E\x04\x00\x00
MID_TK2_#006	\x0E\x05\x01\x1A\nザフィーア\x0CStatus\n\x0E\x03\x02\x0C\nザフィーア\nIl savait que c'était risqué. En tout cas, ça fait\nplaisir de vous voir en un seul morceau.\x0E\x04\x02\x00
MID_TK2_#007	\x0E\x05\x01\x1A\nザフィーア\x0CStrike\nFaisons en sorte que ce soit le cas pendant\nencore un long moment.\x0E\x04\x00\x00
MID_TK3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nスタルーク\x02t\n\x0E\x05\x01\x1E\nスタルーク\x10Surprise\n\x0E\x03\x02\x0C\nスタルーク\nSaphir ?!\x0E\x04\x00\x00
MID_TK3_#002	\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x1E\nザフィーア\x10Surprise\n\x0E\x03\x02\x0C\nザフィーア\nPrince Alcryst, quelle joie de vous voir !\x0E\x04\x02\x00
MID_TK3_#003	\x0E\x05\x01\x18\nザフィーア\nAngry\nJ'ai reçu la lettre du prince Diamant qui disait\nque vous vous dirigiez vers Elusia, alors je me\nsuis dit que vous pourriez avoir besoin d'aide.\x0E\x04\x00\x00
MID_TK3_#004	\x0E\x05\x01\x18\nスタルーク\nSmile\n\x0E\x03\x02\x0C\nスタルーク\nJ'apprécie que tu sois venue en renfort. Je suis\ncertain que Diamant et le Dragon divin aussi.\x0E\x04\x02\x00
MID_TK3_#005	\x0E\x05\x01\x1A\nスタルーク\x0CStrike\nComment s'en sortent les soldats royaux ?\x0E\x04\x00\x00
MID_TK3_#006	\x0E\x03\x02\x0C\nザフィーア\nLe château est en sécurité, mais... nous avons\npassé un long moment à attendre notre roi.\x0E\x04\x00\x00
MID_TK3_#007	\x0E\x05\x01\x14\nスタルーク\x06Sad\n\x0E\x03\x02\x0C\nスタルーク\nJe suis désolé que nous n'ayons pu ramener\nsa dépouille au château.\x0E\x04\x02\x00
MID_TK3_#008	\x0E\x05\x01\x18\nスタルーク\nAngry\nLe peuple brodien a suffisamment souffert.\nJe veillerai personnellement à ce que mon frère\nrentre sain et sauf.\x0E\x04\x00\x00
MID_TK3_#009	\x0E\x05\x01\x18\nザフィーア\nSmile\n\x0E\x03\x02\x0C\nザフィーア\nVous êtes un véritable atout pour votre\nroyaume, Prince Alcryst. Sachez que je\nveille sur vous.\x0E\x04\x02\x00
MID_TK3_#010	\x0E\x05\x01\x18\nザフィーア\nAngry\nJe permettrai pas que la moindre goutte de\nsang brodien soit versée.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00$\x1EM019_異形兵_ウォーリアー\x02b\n\x0E\x03\x02 \x1EM019_異形兵_ウォーリアー\nRaaargh !\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM019_異形兵_ベルセルク\x02b\n\x0E\x03\x02\x1E\x1CM019_異形兵_ベルセルク\nRAAARGH !\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x03\x02\x0E\x0Cアルフレッド\nVotre Divinité, les canons ! Grâce à eux, nous\nallons pouvoir nous frayer un chemin à travers\nces miasmes.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01 \x10M019_マロン\x0CStrike\n\x0E\x03\x02\x12\x10M019_マロン\nJ'ai du pain sur la planche, alors faites-moi\nplaisir et mourez vite !\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01\x1A\x10M019_マロン\x06Sad\n\x0E\x03\x02\x12\x10M019_マロン\nOh non... C'est pas bon, pas bon du tout...\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M019_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M019_モーヴ\nPas une minute à perdre. Je dois retourner\nauprès de Dame Veyle.\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_モーヴ\x02b\n\x0E\x05\x01\x1C\x10M019_モーヴ\x08Pain\n\x0E\x03\x02\x12\x10M019_モーヴ\nJ'ai échoué, mais au moins, désormais...\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01\x1E\x10M019_マロン\nAngry\n\x0E\x03\x02\x12\x10M019_マロン\nJe vais vous montrer que nous ne sommes pas\nlà pour boire le thé. Emblème Roy !\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M019_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M019_モーヴ\nPardonnez-moi, Emblème. Je suis conscient\ndu fardeau que je vous impose.\x0E\x04\x00\x00
MID_DIE_LOCAL_Saphir_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x16\nザフィーア\x08Pain\n\x0E\x03\x02\x0C\nザフィーア\nJ'ai fait tout ce chemin... juste pour y rester ?\nHa ha... ha...\x0E\x04\x00\x00
MID_DIE_CASUAL_LOCAL_Saphir_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x16\nザフィーア\x08Pain\n\x0E\x03\x02\x0C\nザフィーア\nBon sang. Je voulais donner un coup de main,\nmais je suis bonne qu'à les gêner... Je ferais\nmieux de mettre les voiles.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x00\x0C\x06モーヴ\x023\n\x0E\x03\x02\x08\x06マロン\nLes anneaux... Ils ont pris les anneaux...\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x08\x06モーヴ\nMarni, replions-nous ! Immédiatement !\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x08\x06マロン\nPas question ! Je n'ai aucune envie de subir le\nchâtiment du seigneur Sombron. Ou pire...\nDe Zephia !\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x08\x06モーヴ\nToi qui disais qu'on ne risquait rien du tout.\nHâtons-nous de retourner auprès de Dame\nVeyle...\x0E\x04\x00\x00
