MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nフォガート\x022\n\x0E\x03\x02\x0C\nフォガート\nHmm... Que faire, que faire... ?\x0E\x04\x00\x00
MID_RELIANCE_C_#018	\x0E\x03\x02\x0C\nフォガート\nNon. Je vais continuer à chercher des idées.\nMais merci pour ta contribution !\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nフォガート\x022\n\x0E\x03\x02\x0C\nエーティエ\nAlors, avez-vous trouvé de nouvelles idées\npour votre fête, Prince Fogado ?\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0C\nフォガート\nPff, non... Je vais d'échecs en déconvenues.\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0C\nフォガート\nJ'avais envisagé une fête des viandes... mais\nnous avons déjà de la viande à la plupart des\nrepas, alors ça n'a rien de vraiment spécial.\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0C\nフォガート\nJ'ai ensuite imaginé nous organiser un festin\nvégétarien, mais Timerra a aussitôt descendu\nen flammes cette proposition.\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0C\nフォガート\nEt enfin, j'ai eu une inspiration : nous pourrions\nfaire la fête rien qu'avec des boissons. Mais du\ncoup... si certains ont faim, ça ne leur ira pas !\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0C\nフォガート\nAh... pourquoi faut-il que tout soit toujours\naussi compliqué ?\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x0C\nエーティエ\nJ'aurais bien une suggestion à vous faire...\nÇa tient en deux mots : stimulants musculaires.\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0C\nフォガート\nC'est ce breuvage que tu ingurgites sans arrêt,\nnon ?\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0C\nエーティエ\nExact. Tous les passionnés de musculation\nne jurent que par cela.\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x0C\nフォガート\nNon, non, non... Cela ne va pas faire l'affaire.\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0C\nエーティエ\nEt pourquoi pas ?\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0C\nフォガート\nEnfin, voyons ! C'est un remède. Ça doit avoir\nun goût... eh bien, de médicament, quoi.\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0C\nエーティエ\nOh... y auriez-vous goûté, par hasard ?\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0C\nフォガート\nNon, mais...\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0C\nエーティエ\nAlors comment pouvez-vous le savoir ?\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0C\nフォガート\nEuh... c'est vrai, j'ai sans doute parlé trop vite.\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0C\nフォガート\nQuoi qu'il en soit... penses-tu vraiment que les\ngens s'amuseraient, si on leur proposait juste de\nse retrouver... et de boire des jus stimulants ?\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0C\nエーティエ\nHa ha ! Oh, Prince Fogado.\nVous n'y connaissez donc vraiment rien.\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0C\nエーティエ\nLes stimulants musculaires ont en effet goût de\nmédicament. Croyez-vous que nous descendons\nune telle mixture sans ajout, jour après jour ?\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0C\nフォガート\nEh bien... Un peu, oui.\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0C\nエーティエ\nJe crois que pour votre fête, j'ai une idée qui\nvient de germer dans mon esprit. Laissez-moi\nun peu de temps pour l'étoffer quelque peu.\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0C\nフォガート\nD'accord. Je vais attendre avec impatience\nta proposition.\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nフォガート\x022\n\x0E\x03\x02\x0C\nエーティエ\nJe vous remercie d'être venu, Prince Fogado.\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0C\nエーティエ\nAujourd'hui, je vais vous présenter un petit\néchantillon du potentiel infini que recèlent\nles stimulants musculaires.\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0C\nエーティエ\nEssayez d'abord celui-ci.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0C\nフォガート\nOuah, mais ils ont l'air délicieux !\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0C\nエーティエ\nHé hé ! J'ai ici du cake aux fruits secs, du\ngâteau au miel, de la mousse au lait de\nchamelle, ainsi que ces pâtisseries.\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0C\nエーティエ\nEt toutes ces douceurs ont comme ingrédient\nessentiel un de mes stimulants musculaires.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0C\nフォガート\nQuoi ?!\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0C\nフォガート\nVous avez incorporé votre fourbi pour\nles muscles dans tout ça ?!\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0C\nエーティエ\nDans tout ce que vous voyez. Mais ne restez pas\nlà à les observer. Goûtez-les donc vous-même.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0C\nフォガート\nD'accord. Allez, avalons ça...\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0C\nフォガート\n...\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0C\nフォガート\nC'est... succulent ! La saveur sucrée est bien\nprésente, sans pour autant occulter les autres\ningrédients.\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0C\nエーティエ\nJ'ai remplacé le sucre dans la préparation par\nun stimulant musculaire au goût douceâtre.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0C\nエーティエ\nDu coup, je peux en manger autant que je veux,\nsans me soucier de perdre mon tonus.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0C\nフォガート\nOuah, à la fois délicieux et bon pour la forme !\nC'est peut-être bien ce que je devrais servir\nà ma prochaine fête, finalement.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0C\nフォガート\nEt puis, c'est une proposition pour le moins\ninnovante. Les gens pourraient tout à la fois\nse régaler et s'entraîner !\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0C\nエーティエ\nC'est ce que je vous avais dit.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0C\nフォガート\nJe ferais mieux de commencer tout de suite\nles préparatifs ! Veux-tu m'aider, Etie ? C'était\nton idée, après tout.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0C\nエーティエ\nTout à fait d'accord. À une condition.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0C\nエーティエ\nNous allons d'abord faire 10 fois le tour\nde Somniel, enchaîner sur 1 000 pompes\net 1 000 abdominaux, puis enfin...\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0C\nフォガート\nHé, attends un peu ! Pourquoi faudrait-il que\nnous fassions tout cela ?!\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0C\nエーティエ\nCe sera vous, l'hôte de la fête. Vous devez\ndonc repousser les limites de votre corps,\ncomme un vrai passionné de musculation.\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0C\nエーティエ\nIl vous faut vivre l'entraînement intensif de\nl'intérieur pour tenir votre rôle à la perfection\nlors de la fête.\x0E\x04\x00\x00
MID_RELIANCE_A_#024	\x0E\x03\x02\x0C\nフォガート\nOK... mais ne pousse pas l'exercice trop loin\npour moi, d'accord ? Je n'ai jamais fait cela.\x0E\x04\x00\x00
MID_RELIANCE_A_#025	\x0E\x03\x02\x0C\nエーティエ\nEntendu. Je le pousserai juste assez pour\nque vous ne vous mettiez pas à râler.\x0E\x04\x00\x00
MID_RELIANCE_A_#026	\x0E\x03\x02\x0C\nフォガート\nOh oh oh ! Allons-y un peu plus doucement,\ns'il te plaît !\x0E\x04\x00\x00
