MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x02\x08\x06モーヴ\nNotre navire est amarré ici.\x0E\x04\x00\x00
MID_OP2_#009	\x0E\x03\x02\x08\x06モーヴ\nC'est Gradlon, la contrée du Dragon déchu, qui\na été engloutie par l'océan. Il a décidé de la\nrestaurer.\x0E\x04\x00\x00
MID_OP2_#010	\x0E\x03\x00\x10\nヴァンドレ\x024\n\x0E\x03\x02\x0C\nヴァンドレ\nRestaurer cette contrée impie ?! Ma parole.\x0E\x04\x00\x00
MID_OP2_#011	\x0E\x03\x02\x0A\x08リュール\nQue savez-vous de ce pays, Vander ?\x0E\x04\x00\x00
MID_OP2_#012	\x0E\x03\x02\x0C\nヴァンドレ\nGradlon a été engloutie sous les vagues il y a\nmille ans de cela.\x0E\x04\x02\x00
MID_OP2_#013	C'était, bien sûr, la contrée de Sombron.\x0E\x04\x02\x00
MID_OP2_#014	De la même manière que Lythos est sacrée,\nGradlon est dévoyée.\x0E\x04\x00\x00
MID_OP2_#015	\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x02\x08\x06モーヴ\nPour faire remonter Gradlon à la surface,\nSombron doit détruire le fragment de Dragon\ndivin qui se trouve à Lythos.\x0E\x04\x02\x00
MID_OP2_#016	Ce fragment est ce qui maintient Gradlon sous\nles eaux. Le seigneur Sombron trouve cela...\nproblématique.\x0E\x04\x00\x00
MID_OP2_#017	\x0E\x03\x02\x0A\x08リュール\nAlors, vous voulez dire que le plus grand désir\nde Sombron... est de restaurer Gradlon ?\x0E\x04\x00\x00
MID_OP2_#018	\x0E\x03\x02\x08\x06モーヴ\nPas du tout. Son désir, si un tel mot est adapté\nau seigneur Sombron, est d'envahir d'autres\nmondes.\x0E\x04\x00\x00
MID_OP2_#019	\x0E\x03\x02\x0A\x08リュール\nD'autres mondes ?!\x0E\x04\x00\x00
MID_OP2_#020	\x0E\x03\x02\x08\x06モーヴ\nLe continent d'Elyos n'est qu'une étape. Il a\nprévu d'étendre son territoire à tous les autres\nmondes.\x0E\x04\x00\x00
MID_OP2_#021	\x0E\x03\x02\x0A\x08リュール\nAlors, il existe d'autres mondes, et il veut tous\nles diriger. Comment... est-ce possible ?\x0E\x04\x00\x00
MID_OP2_#022	\x0E\x03\x02\x08\x06モーヴ\nJe ne suis sûr de rien. Le seigneur Sombron n'a\njamais abordé ce sujet de manière détaillée.\nPas avec moi, en tout cas.\x0E\x04\x02\x00
MID_OP2_#023	Ce dont je suis sûr, cependant, c'est qu'il\nmanipule Dame Veyle pour servir ses ambitions.\x0E\x04\x00\x00
MID_OP2_#024	\x0E\x03\x02\x0A\x08リュール\nJe vous en prie, dites-m'en plus.\x0E\x04\x02\x00
MID_OP2_#025	J'ai entendu qu'on traitait Veyle de tare. Mais\nqu'est-ce que ça signifie ?\x0E\x04\x00\x00
MID_OP2_#026	\x0E\x03\x02\x08\x06モーヴ\nEh bien, pour commencer, les dragons royaux\ndevraient tous pouvoir invoquer des Emblèmes,\nmais elle en est incapable.\x0E\x04\x02\x00
MID_OP2_#027	Le seigneur Sombron l'a découvert peu après\nsa résurrection, quand Dame Veyle et lui\nse sont retrouvés.\x0E\x04\x02\x00
MID_OP2_#028	Ses frères et sœurs ont tous participé à la\nguerre, mais elle était trop jeune à l'époque\net n'a jamais vu le moindre Emblème.\x0E\x04\x00\x00
MID_OP2_#029	\x0E\x03\x02\x0A\x08リュール\nElle m'a dit qu'on s'était rencontré\x0E\x0A\x00\x0A\x02s\x04es\nune fois, il y a mille ans.\x0E\x04\x00\x00
MID_OP2_#030	\x0E\x03\x02\x08\x06モーヴ\nVous êtes l'un de ses nombreux frères et sœurs,\nmais, peu à peu, ils sont tous morts au combat.\x0E\x04\x02\x00
MID_OP2_#031	Tous... sauf vous.\x0E\x04\x00\x00
MID_OP2_#032	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_OP2_#033	\x0E\x03\x02\x08\x06モーヴ\nPuis son père le seigneur Sombron fut\nenfermé et sa mère mourut. Dame Veyle\nse retrouva alors seule au monde.\x0E\x04\x02\x00
MID_OP2_#034	Précédée de la rumeur la désignant comme\nla dernière enfant du Dragon déchu, elle ne\npouvait espérer se faire le moindre ami.\x0E\x04\x02\x00
MID_OP2_#035	Dame Veyle a vécu cachée, sachant\npertinemment qu'elle risquait la mort si jamais\non lui mettait la main dessus.\x0E\x04\x00\x00
MID_OP2_#036	\x0E\x03\x02\x0A\x08リュール\nMille ans à vivre ainsi... Toute seule, pendant\ntout ce temps ?\x0E\x04\x00\x00
MID_OP2_#037	\x0E\x03\x02\x08\x06モーヴ\nPas entièrement. Il y a quelques siècles, elle\nest entrée en contact avec des fidèles du\nDragon déchu...\x0E\x04\x02\x00
MID_OP2_#038	Elle dormait dans un temple secret dont ils\ns'occupaient jusqu'au retour du seigneur\nSombron.\x0E\x04\x02\x00
MID_OP2_#039	Elle s'entendait bien, jadis, avec les gardiens du\ntemple. Mais, récemment, quand elle s'est\nréveillée...\x0E\x04\x00\x00
MID_OP2_#040	\x0E\x03\x02\x0A\x08リュール\nIls étaient tous morts, n'est-ce pas ?\x0E\x04\x00\x00
MID_OP2_#041	\x0E\x03\x02\x08\x06モーヴ\nAlors Dame Veyle était soulagée, voire folle de\njoie, de retrouver le seigneur Sombron.\x0E\x04\x02\x00
MID_OP2_#042	Mais lui la détestait et la traitait de tare en\nraison de son cœur tendre et de son incapacité\nà utiliser les pouvoirs des Dragons déchus.\x0E\x04\x02\x00
MID_OP2_#043	Sombron avait besoin qu'elle lui obéisse,\ncependant, alors il a ordonné à Zephia d'altérer\nsa personnalité.\x0E\x04\x02\x00
MID_OP2_#044	Dame Veyle a peut-être cru ne plus être\nseule, mais en fin de compte, elle ne l'a\njamais autant été.\x0E\x04\x00\x00
MID_OP2_#045	\x0E\x03\x02\x0A\x08リュール\nC'est terrible...\x0E\x04\x00\x00
MID_OP2_#046	\x0E\x03\x02\x08\x06マロン\n...\x0E\x04\x00\x00
MID_OP2_#047	\x0E\x03\x02\x08\x06モーヴ\nQu'est-ce qu'il y a, Marni ? Ce sont les vagues ?\nTu as le mal de mer ?\x0E\x04\x00\x00
MID_OP2_#048	\x0E\x03\x02\x08\x06マロン\nNon ! J'essaie de retenir mes larmes ! Mais...\nje ne savais pas à quel point la vie de Dame\nVeyle était triste.\x0E\x04\x02\x00
MID_OP2_#049	Moi qui pensais avoir une histoire tragique...\nJ'aurais peut-être dû être plus gentille avec elle.\x0E\x04\x00\x00
MID_OP2_#050	\x0E\x03\x02\x08\x06モーヴ\nTu ne m'as jamais parlé de ton passé, Marni.\x0E\x04\x00\x00
MID_OP2_#051	\x0E\x03\x02\x08\x06マロン\nFranchement, on fait pas plus banal... J'ai\njuste été abandonnée par ma mère, c'est tout.\x0E\x04\x02\x00
MID_OP2_#052	J'avais des frères. Beaucoup de frères. Et elle\navait décidé qu'elle n'avait pas besoin d'une\nfille.\x0E\x04\x02\x00
MID_OP2_#053	C'est étrange, parce que j'étais bien plus forte\nque ces parasites inutiles, même à l'époque...\x0E\x04\x02\x00
MID_OP2_#054	J'étais celle qui aidait le plus, mais elle ne m'a\njamais remerciée ni félicitée.\x0E\x04\x02\x00
MID_OP2_#055	La première fois qu'on est parties en balade,\nelle et moi, c'était parce qu'elle cherchait un\nendroit pour m'abandonner.\x0E\x04\x02\x00
MID_OP2_#056	On marchait main dans la main, je sautillais\nde joie. Et c'est là qu'elle m'a abandonnée\ndevant une église.\x0E\x04\x00\x00
MID_OP2_#057	\x0E\x03\x02\x0A\x08リュール\nIncroyable...\x0E\x04\x00\x00
MID_OP2_#058	\x0E\x03\x02\x08\x06マロン\nOh, ça va. Le prêtre était gentil, et comme j'ai\naidé à libérer le seigneur Sombron, je ne vous\nraconte pas le nombre d'éloges que j'ai reçus !\x0E\x04\x02\x00
MID_OP2_#059	J'ai fini par faire la rencontre de Zephia et\nrejoindre les Chacals. Alors, vous voyez ?\nL'histoire de Dame Veyle est bien plus triste.\x0E\x04\x00\x00
MID_OP2_#060	\x0E\x03\x02\x08\x06モーヴ\nZephia a formé les Quatre Chacals à l'aide\nde fervents partisans du Dragon déchu.\x0E\x04\x00\x00
MID_OP2_#061	\x0E\x03\x02\x0A\x08リュール\nVous aussi, Mauvier ?\x0E\x04\x00\x00
MID_OP2_#062	\x0E\x03\x02\x08\x06モーヴ\nOui, j'étais là, dans le temple secret où dormait\nDame Veyle. Quand elle s'est réveillée...\x0E\x04\x02\x00
MID_OP2_#063	J'étais à côté d'elle et nous avons discuté.\nElle, un dragon de sang royal, m'a demandé\nde devenir son ami.\x0E\x04\x02\x00
MID_OP2_#064	Quand je lui ai dit que c'était impossible, elle\nm'a demandé si je pouvais la servir en tant\nque chevalier, dans ce cas.\x0E\x04\x00\x00
MID_OP2_#065	\x0E\x03\x02\x0A\x08リュール\nEt vous avez accepté.\x0E\x04\x00\x00
MID_OP2_#066	\x0E\x03\x02\x08\x06モーヴ\nJe n'avais aucune raison de refuser.\x0E\x04\x00\x00
MID_OP2_#067	\x0E\x03\x02\x08\x06マロン\nCe n'est pas rien d'être choisi comme ça.\nSurtout par une personne de sang royal.\nJe n'aurais jamais cru !\x0E\x04\x02\x00
MID_OP2_#068	Elle t'a adoubé ? C'est grandiose. Je suis\nsincère, Mauvier. C'est vraiment grandiose.\x0E\x04\x00\x00
MID_OP2_#069	\x0E\x03\x02\x08\x06モーヴ\nSi tu le souhaitais, je parie que Dame Veyle te\nprendrait toi aussi à son service comme\nchevalier.\x0E\x04\x00\x00
MID_OP2_#070	\x0E\x03\x02\x08\x06マロン\nQuoi ? Jamais de la vie. Je ne tiens pas tant\nque ça à travailler avec toi. Jamais de mercis,\njamais d'éloges. Je te déteste.\x0E\x04\x00\x00
MID_OP2_#071	\x0E\x03\x02\x08\x06モーヴ\nVraiment ?\x0E\x04\x00\x00
MID_OP2_#072	\x0E\x03\x02\x08\x06マロン\nEn plus, je suis déjà attendue quelque part.\nJe dois retourner auprès de Zephia.\x0E\x04\x02\x00
MID_OP2_#073	Vu que tu aides le Dragon divin, j'imagine que\ntu vas te faire évincer des Chacals.\x0E\x04\x00\x00
MID_OP2_#074	\x0E\x03\x02\x08\x06モーヴ\nJe m'y attends en effet.\x0E\x04\x00\x00
MID_OP2_#075	\x0E\x03\x02\x08\x06マロン\nOui, eh bien, moi ça me plaît de faire partie des\nQuatre Chacals. Dès qu'on aura quitté ce\nbateau, on sera ennemis, toi et moi.\x0E\x04\x00\x00
MID_OP2_#076	\x0E\x03\x02\x08\x06モーヴ\nTu me détestes vraiment, alors. Tu seras bien\nplus heureuse sans moi, dans ce cas.\x0E\x04\x00\x00
MID_OP2_#077	\x0E\x03\x02\x08\x06マロン\nTrès bien... Oui. Assez parlé.\nC'est une perte de temps.\x0E\x04\x00\x00
MID_OP2_#078	\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x02\x0A\x08リュール\nMauvier, merci de nous avoir raconté tout cela.\x0E\x04\x02\x00
MID_OP2_#079	Quand nous trouverons Veyle, j'espère que vous\nferez ce qui est le mieux pour elle.\x0E\x04\x02\x00
MID_OP2_#080	Même si cela nous pousse à croiser le fer une\nfois encore.\x0E\x04\x00\x00
MID_OP2_#081	\x0E\x03\x02\x08\x06モーヴ\nJe vous le promets.\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x02\x0A\x08リュール\nQu'est-il arrivé à Lythos ? Tout n'est plus\nque ruines et décrépitude...\x0E\x04\x00\x00
MID_OP3_#002	\x0E\x03\x02\x0C\nヴァンドレ\nC'est le signe du retour de Gradlon ou que\nnos ennemis sont en train de détruire le\nfragment de Dragon divin.\x0E\x04\x00\x00
MID_OP3_#003	\x0E\x03\x02\x0A\x08リュール\nNous devons stopper Sombron, et vite. Où\nse trouve le fragment ?\x0E\x04\x00\x00
MID_OP3_#004	\x0E\x03\x02\x0C\nヴァンドレ\nDans le château, l'ancienne demeure\nde Sa Majesté Lumera.\x0E\x04\x00\x00
MID_OP3_#005	\x0E\x03\x02\x0A\x08リュール\nQui aurait cru que nous reviendrions en\nces lieux pour les trouver... dans cet état.\x0E\x04\x00\x00
MID_OP4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nJe sais que vous êtes là, Sombron !\nMontrez-vous !\x0E\x04\x00\x00
MID_OP4_#002	\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x02\x08\x06セピア\nAh, le Dragon divin est arrivé.\x0E\x04\x02\x00
MID_OP4_#003	Ou devrais-je vous nommer l'Imposteur divin ?\x0E\x04\x00\x00
MID_OP4_#004	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_OP4_#005	\x0E\x03\x02\x08\x06セピア\nVous arrivez plus tôt que prévu. Comment\navez-vous su où nous trouver ?\x0E\x04\x02\x00
MID_OP4_#006	Mes deux autres enfants ne sont\nmême pas encore revenus...\x0E\x04\x00\x00
MID_OP4_#007	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x0C\x06モーヴ\x022\n\x0E\x03\x00\x0C\x06マロン\x024\n\x0E\x03\x02\x08\x06モーヴ\nJ'imagine que vous parlez de nous.\x0E\x04\x00\x00
MID_OP4_#008	\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x02\x06\x04グリ\nQu'est-ce que vous faites avec eux ?!\x0E\x04\x00\x00
MID_OP4_#009	\x0E\x03\x02\x08\x06セピア\nVous les avez menés jusqu'ici et vous nous\navez trahis ? Incroyable.\x0E\x04\x00\x00
MID_OP4_#010	\x0E\x03\x02\x08\x06マロン\nJe vous en prie, non ! Vous faites fausse route !\x0E\x04\x00\x00
MID_OP4_#011	\x0E\x03\x02\x06\x04グリ\nFausse route ?! Pfff. Ça m'a l'air\nplutôt évident, pourtant.\x0E\x04\x00\x00
MID_OP4_#012	\x0E\x03\x02\x08\x06モーヴ\nTout est ma faute. Je voulais que Dame\nVeyle et le Dragon divin se rencontrent...\x0E\x04\x02\x00
MID_OP4_#013	Je les ai même peut-être forcés à venir. Mais\nce n'était pas nécessaire. En tout cas, Marni\nn'a absolument rien à voir avec tout ça.\x0E\x04\x00\x00
MID_OP4_#014	\x0E\x03\x02\x08\x06マロン\nMauvier...\x0E\x04\x00\x00
MID_OP4_#015	\x0E\x03\x02\x08\x06モーヴ\nRetourne auprès des Chacals, Marni.\x0E\x04\x00\x00
MID_OP4_#016	\x0E\x03\x02\x08\x06マロン\nM-Mais...\x0E\x04\x00\x00
MID_OP4_#017	\x0E\x03\x02\x08\x06モーヴ\nNe tergiverse pas. Vas-y. Maintenant !\x0E\x04\x00\x00
MID_OP4_#018	\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x02\x08\x06セピア\nMarni, ravie de te revoir. Mais toi,\nMauvier, qu'allons-nous faire de toi ?\x0E\x04\x02\x00
MID_OP4_#019	Je suis prête à pardonner et oublier si tes\nexplications sont convaincantes. Nous formons\nune famille, après tout.\x0E\x04\x00\x00
MID_OP4_#020	\x0E\x03\x02\x08\x06モーヴ\nBalivernes. Je sais bien que vous comptez me\npunir. Mais Dame Veyle verra le Dragon divin.\x0E\x04\x00\x00
MID_OP4_#021	\x0E\x03\x02\x08\x06セピア\nEspèce de rustre égoïste...\x0E\x04\x00\x00
MID_OP4_#022	\x0E\x03\x01\x06\x04グリ\n\x0E\x03\x00\x0E\x08ヴェイル\x023\n\x0E\x03\x02\x0A\x08ヴェイル\nCe n'est pas grave. J'avais justement envie\nde discuter avec le Dragon divin.\x0E\x04\x00\x00
MID_OP5_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x16\x10ヴェイル_黒_悪\x021\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x02\x0A\x08リュール\nVeyle ?! Que vous est-il arrivé ?\x0E\x04\x00\x00
MID_OP5_#002	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nHa ha ha ! C'est si bon de vous revoir.\x0E\x04\x00\x00
MID_OP5_#003	\x0E\x03\x02\x08\x06モーヴ\nQu'avez-vous fait à Dame Veyle ?\x0E\x04\x00\x00
MID_OP5_#004	\x0E\x03\x00\x0C\x06セピア\x023\n\x0E\x03\x02\x08\x06セピア\nJe t'ai parlé du casque enchanté du seigneur\nSombron. Mon sort fait désormais effet.\x0E\x04\x00\x00
MID_OP5_#005	\x0E\x03\x02\x0A\x08リュール\nVeyle, savez-vous qui je suis ?!\x0E\x04\x00\x00
MID_OP5_#006	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nEh bien, vous êtes mon frère disparu. Je suis\ntellement contente de vous revoir enfin.\x0E\x04\x02\x00
MID_OP5_#006_F	\x0E\x03\x02\x12\x10ヴェイル_黒_悪\nEh bien, vous êtes ma sœur disparue. Je suis\ntellement contente de vous revoir enfin.\x0E\x04\x02\x00
MID_OP5_#007	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_OP5_#008	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x00\x0C\x06マロン\x022\n\x0E\x03\x02\x08\x06マロン\nBon sang ?! Alors c'est ça que vous tentiez\nde lui faire ? L'autre Dame Veyle peut-elle\nrevenir ?\x0E\x04\x00\x00
MID_OP5_#009	\x0E\x03\x02\x08\x06セピア\nNon, jamais. Pas tant que ce casque qu'elle\nporte est intact.\x0E\x04\x02\x00
MID_OP5_#010	Son autre facette est morte.\x0E\x04\x00\x00
MID_OP5_#011	\x0E\x03\x02\x08\x06マロン\nM-Morte ?\x0E\x04\x00\x00
MID_OP5_#012	\x0E\x03\x02\x08\x06セピア\nOh, allons. Tu devrais être ravie de ne plus\navoir besoin de parler à la tare.\x0E\x04\x00\x00
MID_OP5_#013	\x0E\x03\x02\x08\x06マロン\nZephia, je connais le passé de Veyle... Et\nvous ? Vous étiez là à l'époque...\x0E\x04\x00\x00
MID_OP5_#014	\x0E\x03\x02\x08\x06セピア\nQuoi ?\x0E\x04\x00\x00
MID_OP5_#015	\x0E\x03\x02\x08\x06マロン\nJe n'en savais rien... quand je vous ai aidé\nà faire toutes ces choses horribles.\x0E\x04\x02\x00
MID_OP5_#016	Dame Veyle a été seule pendant une éternité.\nEt elle avait hâte de revoir sa famille.\x0E\x04\x02\x00
MID_OP5_#017	Mais elle n'a jamais pu en profiter. Et elle ne\npourra jamais le faire. C'est vraiment horrible...\x0E\x04\x00\x00
MID_OP5_#018	\x0E\x03\x02\x08\x06セピア\nQu'est-ce qu'il y a, Marni ?\x0E\x04\x00\x00
MID_OP5_#019	\x0E\x03\x02\x08\x06マロン\nZephia, ça me plaisait, quand vous faisiez\nmon éloge.\x0E\x04\x02\x00
MID_OP5_#020	J'aimais quand vous disiez qu'on formait une\nfamille. J'aimais le fait d'appartenir à un groupe.\nJ'aimais les Quatre Chacals.\x0E\x04\x02\x00
MID_OP5_#021	Mais nous sommes allés beaucoup trop loin.\x0E\x04\x02\x00
MID_OP5_#022	Je vais faire ce que je pense juste, même\nsi ça doit me priver d'éloges.\x0E\x04\x00\x00
MID_OP5_#023	\x0E\x03\x02\x08\x06セピア\nMarni ?!\x0E\x04\x00\x00
MID_OP5_#024	\x0E\x03\x02\x08\x06マロン\nJe vais libérer Dame Veyle ! Je vais réduire\nce casque en miettes !\x0E\x04\x00\x00
MID_OP5_#025	\x0E\x03\x02\x08\x06セピア\nNon ! Arrête !\x0E\x04\x00\x00
MID_OP5C_#001	\x0E\x03\x02\x08\x06マロン\nHYAAAH !
MID_OP5C_#002	 \x0E\x04\x00\x00
MID_OP5C_#003	\x0E\x03\x02\x0A\x08ヴェイル\nPathétique, Marni. Une telle attaque ne ferait\npas la moindre égratignure au cadeau de Père.\x0E\x04\x00\x00
MID_OP5C_#004	\x0E\x03\x02\x08\x06マロン\nJ'ai frappé de toutes mes forces...\nmais ça n'a rien fait du tout...\x0E\x04\x00\x00
MID_OP5C_#005	\x0E\x03\x02\x0A\x08ヴェイル\nJe suppose que tu voulais me libérer,\nmais tu as échoué, pauvre idiote.\x0E\x04\x00\x00
MID_OP5C_#006	\x0E\x03\x02\x08\x06マロン\nNon...\x0E\x04\x00\x00
MID_OP5C_#007	\x0E\x03\x02\x08\x06セピア\nJe t'avais dit d'arrêter, n'est-ce pas ?\x0E\x04\x02\x00
MID_OP5C_#008	Espèce de petite peste.\x0E\x04\x00\x00
MID_OP5C_#009	\x0E\x03\x02\x08\x06マロン\nJe...\x0E\x04\x00\x00
MID_OP5C_#010	\x0E\x03\x00\x0E\x08リュール\x024\n\x0E\x03\x02\x0A\x08リュール\n \x0E\x04\x00\x00
MID_OP5C_#011	\x0E\x03\x02\x08\x06セピア\nVilaine fille. Si seulement\ntu m'avais écoutée...\x0E\x04\x00\x00
MID_OP5C_#012	\x0E\x03\x02\x08\x06マロン\nZe... phi... a...\x0E\x04\x00\x00
MID_OP5C_#013	\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x02\x08\x06モーヴ\nMarni !\x0E\x04\x00\x00
MID_OP5C_#014	\x0E\x03\x00\x0C\x06マロン\x022\n\x0E\x03\x02\x08\x06マロン\nMauvier...\x0E\x04\x02\x00
MID_OP5C_#015	Je suis désolée. J'ai essayé de la sauver,\nmais... j'imagine que je n'étais pas assez forte.\x0E\x04\x02\x00
MID_OP5C_#016	Écoute, si jamais... elle redevient... elle-même...\ntu veux bien lui transmettre un message ?\x0E\x04\x02\x00
MID_OP5C_#017	Dis-lui... qu'elle a fait\ndu bon travail... D'accord ?\x0E\x04\x02\x00
MID_OP5C_#018	 \x0E\x04\x00\x00
MID_OP5C_#019	\x0E\x03\x02\x08\x06モーヴ\nNe nous abandonne pas. Je t'en prie ! Marni !\x0E\x04\x00\x00
MID_OP5C_#020	\x0E\x03\x02\x08\x06マロン\n \x0E\x04\x00\x00
MID_OP5C_#021	\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x02\x08\x06セピア\nOh, elle est morte dans tes bras ?\nComme c'est tragique...\x0E\x04\x00\x00
MID_OP5C_#022	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x00\x0A\x04グリ\x021\n\x0E\x03\x02\x06\x04グリ\nQuel gâchis ! Elle est morte pour rien.\x0E\x04\x00\x00
MID_OP5C_#023	\x0E\x03\x02\x08\x06モーヴ\nAAAH !\x0E\x04\x00\x00
MID_OP5_2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nMarni... essayait seulement de faire\nrevenir Veyle.\x0E\x04\x02\x00
MID_OP5_2_#002	Tout ça... juste pour ça ?\x0E\x04\x00\x00
