MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nJe vous souhaite le bonjour, Votre Divinité !\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0E\x0Cアルフレッド\nMais certainement, c'est la berceuse que je\njoue pour vous ! Je veille à ce que Votre\nDivinité passe une nuit des plus paisibles.\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0A\x08リュール\nJe pensais bien avoir reconnu votre silhouette\nsur l'une des terrasses.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0A\x08リュール\nVous jouez admirablement bien, mais je dois\nvous demander de cesser également, si cela\nne vous ennuie pas.\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0A\x08リュール\nLa flûte joue toujours jusque tard dans la nuit,\nsi bien que ses accents ont commencé à\nenvahir mes rêves...\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0E\x0Cアルフレッド\nOh non ! Je suis effroyablement confus !\nComme il m'est difficile de savoir si vous êtes\nassoupi\x0E\x0A\x00\x06
MID_RELIANCE_B_#017	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe cherchais à bien faire, croyez-moi...\nMais il semble que j'aie échoué misérablement.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe crains de ne pas mériter votre amitié.\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0A\x08リュール\nC'est tout de même aller un peu loin.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0E\x0Cアルフレッド\nMa tendance naturelle ne me pousse pas à\ndramatiser, mais cette fois-ci la culpabilité me\nronge... Je dois aller courir pour la surmonter.\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe vous présente mes plus plates excuses,\nVotre Divinité. Permettez-moi de prendre\ncongé sans plus attendre !\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0A\x08リュール\nAlfred ! Attendez !\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0A\x08リュール\nAlfred ! Vous voici !\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0A\x08リュール\nVous souvenez-vous avoir dit que vous\nne méritiez pas mon amitié ?\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nEn effet. J'ai fait fi de vos besoins et je me suis\ncomporté comme le dernier des importuns.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0A\x08リュール\nJe ne partage pas ce point de vue, Alfred.\nVous êtes mon ami.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0A\x08リュール\nSi vous en êtes arrivé à cette conclusion, c'est\nparce que vous avez déployé mille efforts pour\nm'aider, et je vous en suis reconnaissant\x0E\x0A\x00\x06
MID_RELIANCE_A_#006	\x0E\x03\x02\x0A\x08リュール\nAlors s'il vous plaît, ne répétez plus jamais\nce que vous avez dit ce jour-là.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe suis navré, Votre Divinité...\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0E\x0Cアルフレッド\nJ'ai commis erreur sur erreur !\nComment oserais-je me dire votre ami ?\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0A\x08リュール\nVous en faites déjà plus qu'assez pour\nme satisfaire, Alfred. Je n'attends rien\nde plus de votre part.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0A\x08リュール\nSavez-vous qu'à mon réveil, vous avez été\nmon premier ami ?\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0A\x08リュール\nJe serais peiné\x0E\x0A\x00\x06
MID_RELIANCE_A_#012	\x0E\x03\x02\x0E\x0Cアルフレッド\nVotre premier ami, vraiment ?\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0E\x0Cアルフレッド\nVoilà qui est du meilleur effet ! Merci... C'est\nun grand honneur que de me parer de ce titre !\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nJ'ai toujours été attaché à votre personne,\navant même votre réveil.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0E\x0Cアルフレッド\nLa joie de vous voir sortir du sommeil m'a\nà tel point transporté que j'ai perdu tout sens\nde la mesure...\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0E\x0Cアルフレッド\nMais j'ai enfin retrouvé la raison. Désormais,\nnous serons des amis tout ce qu'il y a de plus\nordinaires, vous et moi !\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0A\x08リュール\nJ'en serais très heureu\x0E\x0A\x00\x0A\x02x\x04se.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nParfait ! Oh ! Il me vient une idée charmante !\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0E\x0Cアルフレッド\nÀ présent que nous sommes des amis ordinaires\nà souhait, que diriez-vous de faire quelques\ntours d'atrium en ma compagnie ?\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0A\x08リュール\nQuelques tours... en courant ? Tout de suite ?\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nIl faut saisir l'instant ! En avant !\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0A\x08リュール\nAttendez une seconde, voulez-vous ?\nJe n'ai même pas dit oui !\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0A\x08リュール\nAlfred ! Alfreeeed !\x0E\x04\x00\x00
MID_RELIANCE_S_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nBonjour, Votre Divinité.\x0E\x04\x00\x00
MID_RELIANCE_S_#002	\x0E\x03\x02\x0A\x08リュール\nBonjour, Alfred. Est-ce que tout va bien ?\nVous avez l'air un peu contrarié.\x0E\x04\x00\x00
MID_RELIANCE_S_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nÇa se voit donc tant que ça ? Je suis\nsubmergé d'émotions, à l'heure qu'il est.\x0E\x04\x00\x00
MID_RELIANCE_S_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nVous savez comment je suis : j'agis d'abord,\net éventuellement, je réfléchis ensuite. Jamais\nle contraire.\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x0A\x08リュール\nJe l'ai remarqué, en effet. Lorsqu'il vous vient\nune idée, vous courez la mettre en application.\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x0E\x0Cアルフレッド\nMais peut-être pour la première fois de ma vie,\nje me surprends à tergiverser.\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x0E\x0Cアルフレッド\nCette fois, si j'agis sans réfléchir, je risque\nde détruire une merveilleuse amitié.\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x0E\x0Cアルフレッド\nSans compter que je renierais mes paroles\nde l'autre fois.\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x0A\x08リュール\nComment ça ?\x0E\x04\x00\x00
MID_RELIANCE_S_#010	\x0E\x03\x02\x0E\x0Cアルフレッド\nVous vous souvenez quand je vous ai dit\nsouhaiter que nous soyons des amis tout\nce qu'il y a de plus ordinaires ?\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x0A\x08リュール\nVous n'allez pas répéter que vous ne méritez\npas mon amitié, j'espère ?\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x0E\x0Cアルフレッド\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe suis prince héritier de Firene. Je ne peux\nlaisser la couardise me réduire au silence sur\nces sujets-là.\x0E\x04\x00\x00
MID_RELIANCE_S_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nDes amis tout ce qu'il y a de plus ordinaires,\nça ne fera plus l'affaire pour moi, je regrette.\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x0E\x0Cアルフレッド\nVotre Divinité... Je voudrais qu'on devienne\nencore plus proches que cela.\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe sais que je voulais éviter de perdre tout sens\nde la mesure à votre sujet, mais c'est plus fort\nque moi.\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe vous ai même apporté ceci.\nVous comprenez ce que ça veut dire ?\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x0A\x08リュール\nCes broderies sont ravissantes.\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x0E\x0Cアルフレッド\nOn se transmet ce type de broderies de\ngénération en génération en Firene, c'est\nune ancienne tradition.\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nCette étoffe royale a vu et revu les aiguilles\nde si nombreuses fois qu'on peine à croire\nque c'est la même qu'à l'origine.\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\nMais je la conserve, et suis censé l'offrir\nà quelqu'un qui compte pour moi, afin de\nlui témoigner mon affection.\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x0A\x08リュール\nOuah...\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0A\x08リュール\nJe vous remercie. Je l'accepte avec joie.\x0E\x04\x00\x00
MID_RELIANCE_S_#025	\x0E\x03\x02\x0E\x0Cアルフレッド\nOh ! Ça alors. Vous êtes sûr\x0E\x0A\x00\x06
MID_RELIANCE_S_#026	\x0E\x03\x02\x0A\x08リュール\nAbsolument pas. Je ressens d'ailleurs\nla même chose.\x0E\x04\x00\x00
MID_RELIANCE_S_#027	\x0E\x03\x02\x0A\x08リュール\nEn y réfléchissant, j'ai eu ce sentiment\ndès notre première rencontre, au château\nde Lythos.\x0E\x04\x00\x00
MID_RELIANCE_S_#028	\x0E\x03\x02\x0A\x08リュール\nJ'ai, moi aussi, quelque chose à vous\nremettre. Voulez-vous bien tendre votre\nmain, Alfred ?\x0E\x04\x00\x00
MID_RELIANCE_S_#029	\x0E\x03\x02\x0E\x0Cアルフレッド\nL'Anneau du Pacte ?\x0E\x04\x00\x00
MID_RELIANCE_S_#030	\x0E\x03\x02\x0A\x08リュール\nNous serons inséparables, et nous arpenterons\nnotre chemin main dans la main.\x0E\x04\x00\x00
MID_RELIANCE_S_#031	\x0E\x03\x02\x0E\x0Cアルフレッド\nMerci, \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_RELIANCE_S_#032	\x0E\x03\x02\x0E\x0Cアルフレッド\nJe ne veux plus cacher mes sentiments.\nJe vous aime. Vous faites de moi l'homme\nle plus heureux du monde.\x0E\x04\x00\x00
