MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nNous y voilà. Le royaume de Firene.\x0E\x04\x00\x00
MID_OP4_#003	\x0E\x03\x02\x08\x06クロエ\nD'autres ennemis pourraient\nêtre en chemin. Partez, vite !\x0E\x04\x00\x00
MID_OP4_#004	\x0E\x03\x02\x0A\x08セリーヌ\nLouis ! Chloé ! Vous ne pouvez\npas exiger de moi que...\x0E\x04\x00\x00
MID_OP4_#005	\x0E\x03\x02\x06\x04ルイ\nNous avons juré de protéger Son Altesse. Nous\ntiendrons ce front aussi longtemps qu'il faudra !\x0E\x04\x00\x00
MID_OP4_#006	\x0E\x03\x02\x08\x06クロエ\nVous devez vous en aller. Si vous mourez ici,\nqui préviendra le prince Alfred de l'invasion ?\x0E\x04\x00\x00
MID_OP4_#007	\x0E\x03\x02\x0A\x08セリーヌ\nJe t'accorde ce point. Mais je reviendrai\nauprès de vous deux. Tenez bon d'ici là !\x0E\x04\x00\x00
MID_OP4_#008	\x0E\x03\x01\x0A\x08セリーヌ\n\x0E\x03\x02\x06\x04ルイ\nPardonne-moi, Chloé.\x0E\x04\x02\x00
MID_OP4_#009	Cela me peine de te séparer de la princesse\nCéline, fût-ce pour une durée assez brève.\x0E\x04\x00\x00
MID_OP4_#010	\x0E\x03\x02\x08\x06クロエ\nEn fait, je suis un peu déçue de\nne pas te voir filer avec elle.\x0E\x04\x02\x00
MID_OP4_#011	Un chevalier est censé demeurer\nau côté de sa princesse.\x0E\x04\x00\x00
MID_OP4_#012	\x0E\x03\x02\x06\x04ルイ\nPlus nous remporterons la victoire rapidement,\nplus vite nous la retrouverons. Suis-moi, Chloé !\x0E\x04\x00\x00
MID_OP4_#013	\x0E\x03\x02\x08\x06クロエ\nEntendu, Louis !\x0E\x04\x00\x00
MID_OP5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02b\n\x0E\x05\x01\x1C\x08セリーヌ\x10Surprise\n\x0E\x03\x02\x0A\x08セリーヌ\nAlfred !\x0E\x04\x00\x00
MID_OP5_#002	\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01 \x0Cアルフレッド\x10Surprise\n\x0E\x03\x02\x0E\x0Cアルフレッド\nCéline ? Qu'est-ce que tu fabriques ici ?\nJe te croyais avec Mère !\x0E\x04\x00\x00
MID_OP5_#003	\x0E\x05\x01\x12\x08セリーヌ\x06Sad\n\x0E\x03\x02\x0A\x08セリーヌ\nJe l'étais, mais... Alfred... L'armée elusienne\nmarche sur le château en ce moment même.\x0E\x04\x00\x00
MID_OP5_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nHein ? Mais pourquoi ?\x0E\x04\x00\x00
MID_OP5_#005	\x0E\x03\x02\x0A\x08セリーヌ\nJe ne saurais le dire. Avant qu'ils n'arrivent,\nMère m'a mandée ici afin de t'avertir.\x0E\x04\x02\x00
MID_OP5_#006	Mais tandis que nous cheminions vers le port\nde Florra, nous sommes tombés dans une\nembuscade.\x0E\x04\x02\x00
MID_OP5_#007	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nLouis et Chloé sont restés sur place, afin de\nme laisser une chance de m'échapper.\x0E\x04\x02\x00
MID_OP5_#008	Je t'en prie, nous devons nous hâter de\nles rejoindre !\x0E\x04\x00\x00
MID_OP5_#009	\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\n\x0E\x03\x02\x0E\x0Cアルフレッド\nBien sûr.\x0E\x04\x00\x00
MID_OP5_#010	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x03\x02\x0A\x08リュール\nPrincesse Céline, est-ce que vous avez l'Anneau\nd'Emblème ?\x0E\x04\x00\x00
MID_OP5_#011	\x0E\x05\x01\x18\x08セリーヌ\x0CNormal\n\x0E\x03\x02\x0A\x08セリーヌ\nOui. Mère me l'a confié. Mais pourquoi\nau juste me... ?\x0E\x04\x02\x00
MID_OP5_#012	\x0E\x05\x01\x1C\x08セリーヌ\x10Surprise\nPar tous les dieux ! Dragon divin\n\x0E\x06\x03\x00, êtes-vous réveillé\x0E\x0A\x00\x06
MID_OP5_#013	\x0E\x03\x02\x0A\x08リュール\nEn effet.\x0E\x04\x00\x00
MID_OP5_#014	\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nC'est un honneur de pouvoir enfin deviser\navec vous.\x0E\x04\x02\x00
MID_OP5_#015	\x0E\x0B\x00n
MID_OP5_#016	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\n... Les mots, je les sens venir...\x0E\x04\x02\x00
MID_OP5_#017	\x0E\x05\x01\x1A\x08リュール\x0EStandBy\n\x0E\x0B\x01>
MID_OP6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06セリカ\x02b\n\x0E\x05\x01\x16\x06セリカ\x0CNormal\n\x0E\x03\x02\x08\x06セリカ\n\x0E\x07\x00\x04
MID_OP6_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nSmile\n\x0E\x03\x02\x0A\x08リュール\nMerci d'avoir répondu à mon appel.\x0E\x04\x00\x00
MID_OP6_#003	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01 \x0Cアルフレッド\x10Surprise\n\x0E\x03\x02\x0E\x0Cアルフレッド\nVoici donc l'Emblème qui se trouvait\ndans l'anneau de Firene.\x0E\x04\x00\x00
MID_OP6_#004	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x01\x08\x06セリカ\n\x0E\x03\x00\x0E\x08セリーヌ\x02b\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nEmblème Celica. Votre rencontre me comble\nde joie.\x0E\x04\x02\x00
MID_OP6_#005	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nVotre Divinité, j'aimerais combattre aux\ncôtés de Celica. Avec votre permission, et\ncelle de Celica, bien entendu.\x0E\x04\x02\x00
MID_OP6_#006	Je veux protéger les villageois et m'assurer\nque Louis et Chloé sont en sécurité.\x0E\x04\x00\x00
MID_OP6_#007	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1A\x08リュール\x0EStandBy\n\x0E\x03\x02\x0A\x08リュール\nCet anneau vous revient, Céline.\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06クロエ\x02b\n\x0E\x05\x01\x14\x06クロエ\nAngry\n\x0E\x03\x02\x08\x06クロエ\nAvec ces archers postés un peu partout,\nje ne risque pas d'aller bien loin.\x0E\x04\x00\x00
MID_EV1_#002	\x0E\x03\x00\x0A\x04ルイ\x02t\n\x0E\x05\x01\x12\x04ルイ\nAngry\n\x0E\x03\x02\x06\x04ルイ\nSi je m'occupe des archers, est-ce que tu\npourrais, de ton côté, régler leur compte\naux mages ?\x0E\x04\x00\x00
MID_EV1_#003	\x0E\x05\x01\x14\x06クロエ\nRelax\n\x0E\x03\x02\x08\x06クロエ\nBien sûr ! Leurs sorts peuvent transpercer ton\narmure, mais moi, je résiste à la magie.\x0E\x04\x02\x00
MID_EV1_#004	C'est entendu, laisse-moi me charger des\nmages. Et pour une fois, ce ne sera pas plus\nmal de se protéger mutuellement, non ?\x0E\x04\x00\x00
MID_EV1_#005	\x0E\x05\x01\x14\x04ルイ\x0CNormal\n\x0E\x03\x02\x06\x04ルイ\nEn effet. Voilà qui nous dépaysera.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nC'est un honneur d'être avec vous,\nEmblème Celica.\x0E\x04\x02\x00
MID_EV2_#002	C'était donc votre voix que j'ai entendue en\nquittant le château. Vous avoir à mes côtés\nm'emplit de joie.\x0E\x04\x00\x00
MID_EV2_#003	\x0E\x03\x00\x0C\x06セリカ\x02b\n\x0E\x05\x01\x14\x06セリカ\nRelax\n\x0E\x03\x02\x08\x06セリカ\nJe ressens la même chose, Céline.\nDorénavant, je me battrai avec vous.\x0E\x04\x02\x00
MID_EV2_#004	\x0E\x05\x01\x14\x06セリカ\nAngry\nEnsemble, nous protégerons ce qui vous est\ncher.\x0E\x04\x00\x00
MID_EV2_#005	\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nMerci.\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x12\x08セリーヌ\x06Die\n\x0E\x03\x02\x0A\x08セリーヌ\nJe sens une grande puissance brûler en moi.\nNous ne formons plus qu'une personne,\nn'est-ce pas ?\x0E\x04\x02\x00
MID_EV3_#002	\x0E\x05\x01\x1A\x08セリーヌ\x0EStandBy\nJe suis déterminée. Je protégerai mon\npeuple. Je protégerai tout le monde !\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nLa porte de cette demeure est ouverte.\x0E\x04\x02\x00
MID_EV4_#002	\x0E\x05\x01\x1A\x08リュール\x0EStandBy\nNous devrions avertir ses habitants, qu'ils\npuissent s'enfermer avant que les Aberrations\nn'entrent.\x0E\x04\x00\x00
MID_EV5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1E\x18M004_村人おじいさん\x02t\n\x0E\x05\x01,\x18M004_村人おじいさん\x10Surprise\n\x0E\x03\x02\x1A\x18M004_村人おじいさん\nQu'est-ce que vous dites ? Des monstres,\nici ? Bon sang ! Merci de me prévenir.\x0E\x04\x02\x00
MID_EV5_#002	\x0E\x05\x01(\x18M004_村人おじいさん\x0CNormal\nTenez. Ça vous sera peut-être utile.\x0E\x04\x00\x00
MID_EV6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M004_村人お姉さん\x02t\n\x0E\x05\x01 \x16M004_村人お姉さん\x06Sad\n\x0E\x03\x02\x18\x16M004_村人お姉さん\nMerci de votre avertissement. Tenez, acceptez\nce présent. Qu'il vous aide à ramener la paix\ndans notre contrée.\x0E\x04\x00\x00
MID_EV7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nNous cédons du terrain ? Aucun problème.\nDéployez les Aberrations !\x0E\x04\x00\x00
MID_EV8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM004_蛮族\x02b\n\x0E\x05\x01\x1C\x0EM004_蛮族\nSmile\n\x0E\x03\x02\x10\x0EM004_蛮族\nHa ha ha ! Le coin est mûr, c'est l'heure de\nla récolte. Toutes ces bicoques n'attendent\nque d'être pillées.\x0E\x04\x00\x00
MID_EV9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x0B\x00n
MID_EV9_#002	\x0E\x03\x00\x0C\x06マルス\x02b\n\x0E\x05\x01\x1A\x06マルス\x10Surprise\n\x0E\x03\x02\x08\x06マルス\n\x0E\x06\x03\x00, où avez-vous eu cela ?\x0E\x04\x00\x00
MID_EV9_#003	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nVander l'a trouvé dans la chambre des\nAnneaux, après la bataille au château de\nLythos.\x0E\x04\x02\x00
MID_EV9_#004	Pourquoi ? Savez-vous de quoi il s'agit ?\x0E\x04\x00\x00
MID_EV9_#005	\x0E\x05\x01\x14\x06マルス\nAngry\n\x0E\x03\x02\x08\x06マルス\nC'est un cristal temporel draconique.\nUn artéfact permettant d'inverser\nle cours du temps.\x0E\x04\x02\x00
MID_EV9_#006	La durée que l'on peut remonter est limitée,\nmais nous en tirerons tout de même un\navantage certain au combat.\x0E\x04\x02\x00
MID_EV9_#007	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nUn cristal temporel, hein ? C'est donc bien\ndavantage qu'un simple bijou.\x0E\x04\x00\x00
MID_EV9_#008	\x0E\x05\x01\x14\x06マルス\nRelax\n\x0E\x03\x02\x08\x06マルス\nPuisque nous en disposons, faisons-en usage.\x0E\x04\x02\x00
MID_EV9_#009	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x0B\x01>
MID_EV10_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x18\x08セリーヌ\x0CStatus\n\x0E\x03\x02\x0A\x08セリーヌ\nAvec l'aide de Celica, je devrais atteindre\nChloé et Louis plus rapidement.\x0E\x04\x00\x00
MID_EV11_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nJe veux absolument me battre pour la paix.\nTenez bon, tous les deux ! J'arrive !\x0E\x04\x00\x00
MID_TK1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nÇa m'est un tel soulagement de te voir\nsaine et sauve, Chloé.\x0E\x04\x00\x00
MID_TK1_#002	\x0E\x03\x00\x0C\x06クロエ\x02b\n\x0E\x05\x01\x14\x06クロエ\nSmile\n\x0E\x03\x02\x08\x06クロエ\nDe même, Princesse Céline !\x0E\x04\x00\x00
MID_TK1_#003	\x0E\x03\x02\x0A\x08セリーヌ\nJ'ai pu ramener Alfred. Et j'ai même trouvé\nle Dragon divin, excuse du peu !\x0E\x04\x02\x00
MID_TK1_#004	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nLe Dragon divin a ensuite invoqué l'Emblème\nCelica que recèle mon anneau.\x0E\x04\x00\x00
MID_TK1_#005	\x0E\x05\x01\x1A\x06クロエ\x10Surprise\n\x0E\x03\x02\x08\x06クロエ\nUn noble dragon qui invoque des esprits\nanciens pour voler au secours des gens...\nOn se croirait vraiment dans un conte de fées !\x0E\x04\x00\x00
MID_TK1_#006	\x0E\x03\x02\x0A\x08セリーヌ\nC'est vrai. Et grâce à cette nouvelle puissance,\nnous pourrons assurer un heureux dénouement\nà ce conte. Qu'en penses-tu ?\x0E\x04\x00\x00
MID_TK1_#007	\x0E\x05\x01\x14\x06クロエ\nRelax\n\x0E\x03\x02\x08\x06クロエ\nVous pouvez compter sur moi !\x0E\x04\x00\x00
MID_TK2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nLouis, le ciel soit loué !\x0E\x04\x00\x00
MID_TK2_#002	\x0E\x03\x00\x0A\x04ルイ\x02b\n\x0E\x05\x01\x12\x04ルイ\nSmile\n\x0E\x03\x02\x06\x04ルイ\nPrincesse Céline ! Vous ne pouvez concevoir\nmon soulagement à la vue de votre personne\nsaine et sauve !\x0E\x04\x02\x00
MID_TK2_#003	\x0E\x05\x01\x18\x04ルイ\x10Surprise\nHmm ? Vous êtes tout à fait... différente.\x0E\x04\x00\x00
MID_TK2_#004	\x0E\x03\x02\x0A\x08セリーヌ\nLe Dragon divin a invoqué l'Emblème Celica\nà partir de mon anneau. Sa force m'a pénétrée.\x0E\x04\x00\x00
MID_TK2_#005	\x0E\x03\x02\x06\x04ルイ\nVeuillez me pardonner, mais... le Dragon divin\nest ici ?\x0E\x04\x00\x00
MID_TK2_#006	\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nOui. Je t'expliquerai plus tard. Pour le moment,\nrétablissons l'ordre par ici.\x0E\x04\x02\x00
MID_TK2_#007	Je te promets de ne plus jamais vous fausser\ncompagnie. Viens, combattons ensemble.\x0E\x04\x00\x00
MID_TK2_#008	\x0E\x05\x01\x12\x04ルイ\nSmile\n\x0E\x03\x02\x06\x04ルイ\nAinsi qu'il vous plaira. La princesse Céline et\nl'Emblème Celica, quel duo.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nJe serai bientôt une légende... Celui qui\na capturé la princesse de Firene !\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x05\x01(\x1CM004_イルシオン兵_ボス\x08Pain\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nSi j'avais eu de vrais soldats\nj'aurais gagné...\x0E\x04\x00\x00
MID_MOVIE1_#001	\x0E\x03\x02\x0A\x08リュール\nHein ?\x0E\x04\x00\x00
MID_MOVIE1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nNe craignez rien. Il n'y a plus aucun danger.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x06\x00$\x08ヴェイル\x18MPID_Unknown\n\x0E\x03\x02\x0A\x08リュール\nMerci. Je vous dois la vie.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nCe n'est rien. Tout le monde en aurait\nfait autant.\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08リュール\nVous êtes toute seule ?\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x0A\x08ヴェイル\nOui. J'ai vu qu'une bataille se livrait, et j'ai\npensé que je pourrais donner un coup de main.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0A\x08リュール\nVous êtes plus courageuse que moi.\nJe ne supporte pas les Aberrations.\x0E\x04\x02\x00
MID_ED1_#006	J'ai été pris\x0E\x0A\x00\x06
MID_ED1_#007	\x0E\x03\x02\x0A\x08ヴェイル\nJe vois...\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x0A\x08リュール\nOh, mais je ne me suis pas présenté\x0E\x0A\x00\x06
MID_ED1_#009	\x0E\x03\x02\x0A\x08ヴェイル\nQuel nom charmant. Je m'appelle Veyle.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0A\x08リュール\nVeyle...\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x00\x0C\x06マルス\x024\n\x0E\x03\x02\x08\x06マルス\nPuis-je vous interrompre ?\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x02\x0A\x08リュール\nQu'y a-t-il ?\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x08\x06マルス\nMême si les Aberrations sont parties,\nil vaut mieux qu'elle ne s'attarde pas ici.\x0E\x04\x02\x00
MID_ED1_#014	Nous devrions peut-être la ramener chez\nelle, ou lui trouver une auberge.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x02\x0A\x08リュール\nBonne idée.\x0E\x04\x02\x00
MID_ED1_#016	Eh, Veyle, habitez-vous dans les environs ?\x0E\x04\x02\x00
MID_ED1_#017	Hein ?\x0E\x04\x02\x00
MID_ED1_#018	Elle est partie...\x0E\x04\x00\x00
