MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クラン\x022\n\x0E\x03\x02\x08\x06クラン\nVotre Divinité, que faites-vous ?\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0A\x08リュール\nEst-ce que tout va bien ?\nVous aviez l'air absent.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x08\x06クラン\nÇa va. J'étais juste perdu dans mes pensées.\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x0A\x08リュール\nOK... Écoutez, je pense que vous êtes en train\nde vous surmener.\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x08\x06クラン\nQuoi ? Non, pas du tout ! C'est juste que je...\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x08\x06クラン\nJe ne... me...\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x0A\x08リュール\nAvouez que vous en faites trop pour moi.\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x08\x06クラン\nQuoi ? Non ! Absolument pas ! Si vous voulez\nmon avis, je n'en fais pas encore assez !\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x08\x06クラン\nDemandez-m'en encore plus, j'adore ces\nresponsabilités ! Je ferais tout pour plaire\nau Dragon divin !\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x08\x06クラン\nSérieusement, donnez-moi n'importe quel ordre,\nje l'exécuterai. Allez-y, essayez ! Dites-moi quoi\nfaire !\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0A\x08リュール\nEh bien, si vous insistez...\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0A\x08リュール\nJe vous ordonne de prendre un peu de repos.\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x08\x06クラン\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x08\x06クラン\nC'est pas juste ! Vous avez triché !\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0A\x08リュール\nDésolé\x0E\x0A\x00\x06
MID_RELIANCE_B_#019	\x0E\x03\x02\x0A\x08リュール\nVous devez prendre du temps pour vous,\nafin d'être prêt si le pire se produit.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x08\x06クラン\nMais... Mais...\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0A\x08リュール\nPrenez un peu de repos, Clanne. C'est un ordre.\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x08\x06クラン\nTrès bien.\x0E\x04\x00\x00
MID_RELIANCE_B_#023	\x0E\x03\x02\x08\x06クラン\nSi vous insistez, je vais juste... m'allonger\nun instant.\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クラン\x022\n\x0E\x03\x02\x0A\x08リュール\nClanne, vous avez l'air totalement frais\net dispos.\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x08\x06クラン\nOui, je me sens beaucoup mieux maintenant\nque je me suis reposé.\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0A\x08リュール\nTrès bien. Et s'il vous plaît, n'en faites pas plus\nque ce dont vous êtes capable, d'accord ?\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x08\x06クラン\nHm...\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x08\x06クラン\nÉcoutez... Comme je vous l'ai dit, nous autres\ngardiens avons attendu votre réveil pendant\nmille ans.\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x08\x06クラン\nEt vous êtes aussi incroyable que je vous\nimaginais. Non, encore plus, même !\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x08\x06クラン\nMais je... j'ai manqué à mon devoir.\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x08\x06クラン\nJe suis censé vous simplifier la vie. Au lieu de\ncela, je vous oblige à vous inquiéter pour moi !\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x08\x06クラン\nJe suis vraiment désolé.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0A\x08リュール\nDésolé ? Vous faites un travail formidable,\nClanne.\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0A\x08リュール\nÇa me fait chaud au cœur de vous voir déployer\ntant d'efforts.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x08\x06クラン\nVraiment ?\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08リュール\nOui. Et ce n'est pas tout.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0A\x08リュール\nJe sais que vous m'avez toujours soutenu\x0E\x0A\x00\x06
MID_RELIANCE_A_#015	\x0E\x03\x02\x0A\x08リュール\nUne telle attention à mon égard me touche\nbeaucoup.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x08\x06クラン\nOui, enfin... c'est sûr, je...\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x08\x06クラン\n...\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0A\x08リュール\nClanne ? Vous pleurez ?\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x08\x06クラン\nC'est juste que... je suis si heureux.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x08\x06クラン\nLe Dragon divin pense que je fais du bon travail.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x08\x06クラン\nJe vais continuer de faire tout mon possible\npour vous aider.\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0A\x08リュール\nJ'apprécie votre geste. Mais s'il vous plaît...\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x08\x06クラン\nJe sais, je sais. Je ferai attention à ne pas\nme surmener.\x0E\x04\x00\x00
MID_RELIANCE_A_#024	\x0E\x03\x02\x0A\x08リュール\nHa ha. Ravi\x0E\x0A\x00\x06
MID_RELIANCE_S_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クラン\x022\n\x0E\x03\x02\x08\x06クラン\nDragon divin, est-ce que je peux vous parler...\nC'est assez sérieux.\x0E\x04\x00\x00
MID_RELIANCE_S_#002	\x0E\x03\x02\x0A\x08リュール\nBien sûr, Clanne. De quoi s'agit-il ?\x0E\x04\x00\x00
MID_RELIANCE_S_#003	\x0E\x03\x02\x08\x06クラン\nTout petit déjà, je me demandais comment\nserait le Dragon divin.\x0E\x04\x00\x00
MID_RELIANCE_S_#004	\x0E\x03\x02\x08\x06クラン\nJe me faisais tant d'idées sur votre\npersonnalité, sur cel\x0E\x0A\x00\x0C\x04ui\x04le que vous étiez vraiment.\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x0A\x08リュール\nHa, et alors ? Comment suis-je par rapport\nà ce\x0E\x0A\x00\x10\x06lui\x06lle que vous imaginiez ?\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x08\x06クラン\nEh bien pour tout vous dire... Je crois que\nça aurait été mieux pour moi de ne jamais\nvous rencontrer.\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x0A\x08リュール\nHein ?\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x08\x06クラン\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x08\x06クラン\nSi je vous avais simplement contemplé\x0E\x0A\x00\x06
MID_RELIANCE_S_#010	\x0E\x03\x02\x0A\x08リュール\nClanne ?\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x08\x06クラン\nJe sais qu'en tant que gardien, je ne devrais pas\ndire des choses pareilles. Oui, je le sais bien.\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x08\x06クラン\nM-Mais je... Je veux...\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x08\x06クラン\nJe veux être un grand gardien. Celui que\nj'imaginais être... quand vous seriez réveillé\x0E\x0A\x00\x06
MID_RELIANCE_S_#014	\x0E\x03\x02\x08\x06クラン\nJe veux être celui que vous appelez au\nsecours au moindre pépin. Mais ça n'arrivera\npas, parce que je ne suis pas assez fort.\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x0A\x08リュール\nClanne, c'est...\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x0A\x08リュール\nJ'ai toujours pensé que vous étiez\nun excellent gardien.\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x08\x06クラン\nJe le pensais aussi, au début... quand\nvous dormiez. Mais maintenant...\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x08\x06クラン\nJe n'arrête pas de me demander comment\nje pourrais faire pour vous aider davantage.\nEt je ne crois pas en être capable...\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x0A\x08リュール\nClanne...\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x0A\x08リュール\nJe suis entièrement d'accord avec vous,\nen fait. Vous devriez m'aider davantage.\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x08\x06クラン\nAh... Ah bon ?\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0A\x08リュール\nOui. Et il est grand temps que nous\ndiscutions de ce problème.\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x08\x06クラン\nHein ?\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0A\x08リュール\nVous avez de nombreux devoirs, en tant que\ngardien. L'un d'eux est d'être mon bras droit.\nEt ce n'est pas le cas.\x0E\x04\x00\x00
MID_RELIANCE_S_#025	\x0E\x03\x02\x08\x06クラン\nAh bon ? Mais je me donne tant de mal... Mais\nqu'est-ce que je raconte ? Que voulez-vous\ndire, au juste ?\x0E\x04\x00\x00
MID_RELIANCE_S_#026	\x0E\x03\x02\x0A\x08リュール\nMon gardien ne saurait me suffire tant qu'il\nne sera pas désigné comme mon officier\nle plus important.\x0E\x04\x00\x00
MID_RELIANCE_S_#027	\x0E\x03\x02\x0A\x08リュール\nTenez. Il s'agit de l'Anneau du Pacte. Je n'en ai\nqu'un, et vous l'avez amplement mérité.\x0E\x04\x00\x00
MID_RELIANCE_S_#028	\x0E\x03\x02\x0A\x08リュール\nVous comprenez ce qu'il vous arrive,\nn'est-ce pas ?\x0E\x04\x00\x00
MID_RELIANCE_S_#029	\x0E\x03\x02\x08\x06クラン\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#030	\x0E\x03\x02\x08\x06クラン\nOh... Attendez... Je suis tellement heureux\nque je crois que je vais m'évanouir.\x0E\x04\x00\x00
MID_RELIANCE_S_#031	\x0E\x03\x02\x0A\x08リュール\nAh oui, vous vacillez. Asseyez-vous ou\nvous allez finir par tomber.\x0E\x04\x00\x00
MID_RELIANCE_S_#032	\x0E\x03\x02\x08\x06クラン\nL'Anneau du Pacte ? Rien que pour moi ?\nVous dites ces trucs juste pour me remonter\nle moral...\x0E\x04\x00\x00
MID_RELIANCE_S_#033	\x0E\x03\x02\x0A\x08リュール\nCe pacte, je ne peux le conclure qu'avec\nmon allié le plus proche. Acceptez-vous\nl'anneau ?\x0E\x04\x00\x00
MID_RELIANCE_S_#034	\x0E\x03\x02\x08\x06クラン\nEuh... Ben, si vous ne racontez pas des\ncraques, un peu, que j'accepte. On dirait\nbien que je ne rêve pas.\x0E\x04\x00\x00
MID_RELIANCE_S_#035	\x0E\x03\x02\x0A\x08リュール\nVous savez, la plupart des gens sont incapables\nde se soucier à ce point du bien-être de\nquelqu'un d'autre.\x0E\x04\x00\x00
MID_RELIANCE_S_#036	\x0E\x03\x02\x0A\x08リュール\nAlors que vous, Clanne, vous vous y dévouez\ncorps et âme. Je vous suis reconnaissant\x0E\x0A\x00\x06
MID_RELIANCE_S_#037	\x0E\x03\x02\x08\x06クラン\nMoi aussi, je vous suis reconnaissant !\x0E\x04\x00\x00
MID_RELIANCE_S_#038	\x0E\x03\x02\x08\x06クラン\nDragon divin \x0E\x06\x03\x00. Je remplirai\nce nouveau devoir avec honneur !\nJe resterai à jamais votre gardien.\x0E\x04\x00\x00
