MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08リュール\nKönnen wir mit deiner Hilfe rechnen, während\nwir versuchen, der Welt Frieden zu bringen?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nDas ist kein Problem. Ich folge einfach meinen\nFreunden.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nSollte ich sie allerdings aus den Augen ver-\nlieren... Hmm. Ich denke, darüber mache ich\nmir Gedanken, wenn es so weit ist.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06アイク\nUnd wenn Feinde dich umzingeln, während du\nallein umherirrst? Vielleicht solltest du lieber\ndicht bei mir bleiben.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nDu bist klein, aber du hast ganz schön Muskeln.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nFreut mich, dass Ihr das bemerkt habt! All\ndas intensive Training Tag für Tag muss sich\nauszahlen.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nエーティエ\nEine Frage, Ike. Welche Nahrungsergänzungs-\nmittel verwendet Ihr, damit Ihr so definiert seid?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06アイク\nIch weiß nicht, was das sein soll. Ich esse\nFleisch. Ich habe keine Ahnung, ob das eine\nRolle spielt, aber da hast du die Antwort.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nエーティエ\nWisst Ihr, wenn jeder in der Welt nur einfach\nmehr trainiert hätte, dann gäbe es keinen Krieg.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06アイク\nWie soll das gehen?\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nIch fühle mich nach einem guten Training\ngroßartig. Wenn jeder sich so fühlen würde,\nwozu sollte man dann noch kämpfen?\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06アイク\nIch bin nicht sicher, ob das Sinn ergibt. Aber\nwenn jeder denkt, dass es funktioniert, dann\nkönnte es vielleicht wirklich funktionieren.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nWas für schönes Wetter wir heute haben. Wenn\nich doch nur hierbleiben und in den Himmel\nsehen könnte!\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06アイク\nKlingt nett. Es ist zu schade, dass nicht alle\nTage so sein können.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIke, wie denkt Ihr darüber, Frieden durch\nSchlachten durchzusetzen?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06アイク\nIch glaube, es gibt Leute, die einen Kampf\nwollen, und ich habe kein schlechtes Gefühl\ndabei, ihnen einen Kampf zu geben.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nHeute noch mehr Training, Prinzessin? Ihr seid\nganz schön engagiert.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nEs gibt Zeiten, da ist Blutvergießen nötig,\num sein Volk zu beschützen.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nWenn diese Zeit gekommen ist, kann ich nicht\neinfach danebenstehen und die Drecksarbeit\nunseren Soldaten überlassen.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06アイク\nEine Prinzessin an vorderster Front, hm? Ihr\nseid nicht die erste Prinzessin, die ich dafür\nkenne. Eure Untertanen müssen Euch lieben.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ルイ\nNur mal so aus Neugierde, Ike, berührt es Euch,\nwenn Ihr eine Gruppe seht, in der sich alle\nharmonisch sozialisieren?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x08\x06アイク\nHm? Ich mag es, wenn Leute gut miteinander\nauskommen, wenn es das ist, was Ihr meint.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ルイ\nNun... Mit wem sollte ich Euch zusammentun,\nwenn ich eine gesellige Verbindung anstrebe?\nVielleicht mit Prinz Alfred...\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06アイク\nJa, er ist interessant. Ich hätte nichts dagegen,\nmich mal Mann gegen Mann mit ihm zu messen.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ルイ\nIch nehme an, nicht alles in der Welt kann\nnach Plan verlaufen.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x08\x06アイク\nHast du was, Louis?\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nIch habe alles getan, damit niemand bemerkt,\ndass ich andere betrachte, aber meine Freunde\nhaben mich dennoch gesehen.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x08\x06アイク\nDas klingt seltsam. Aber wenn du im Verbor-\ngenen bleiben willst, dann kann ich dir von\neinem Spion erzählen, den ich einst kannte.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06クロエ\nEin großer, starker Held tritt aus einem Ring,\num uns zu helfen... Das ist der perfekte Beginn\neines Märchens!\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06アイク\nVielleicht, wenn es ein Prinz oder so gewesen\nwäre. Aber ich bin kein Märchenheld.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nWas ist das, das du da immer isst?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nIch mag Imbissbudengerichte. Es ist zu schade,\ndass ich nichts mit Euch teilen kann.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06クロエ\nIch hoffe, Ihr arbeitet nicht zu schwer, nur\nweil so viele Leute auf Euch zählen, Ike.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06アイク\nIch weiß deine Sorge zu schätzen. Aber ich\nwürde mir keine machen.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06アイク\nIch suche mir absichtlich starke Gegner.\nDas wird Euch vermutlich etwas seltsam\nvorkommen.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nWenn Ihr das sagt! Aber Ihr sollt wissen, dass\nIhr es mir stets sagen könnt, wenn Ihr Euch\nüberfordert fühlt.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nDie Gerüchte über ein mächtiges Emblem in\nSolm waren also kein Witz. Ihr seid auf dem\nSchlachtfeld beeindruckend.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06アイク\nDanke, aber ich bin einfach nur ein weiterer\nSoldat, Ich habe ein bisschen mehr Training\nhinter mir als andere, das ist schon alles.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIhr wendet beeindruckende Schwerttechniken\nan, Ike. Würdet Ihr sie mir wohl beibringen?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06アイク\nIch habe sie von meinem Vater gelernt. Ich\nkann sie Euch beibringen, aber sie sind schwer\nzu meistern.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nFür Besserungen in meinem Königreich sorgen,\nmeinen Vater als König zu überflügeln... Ich bin\nunsicher, ob ich all das wirklich erreichen kann.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06アイク\nMacht Euch keine Sorge, ob Ihr das könnt oder\nnicht. Ihr müsst es einfach tun.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06アイク\nDafür ist engagiertes Training doch gut, oder\nnicht? Um sicherzustellen, dass man seine Ziele\nerreicht, oder?\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nDas ist absolut richtig. Hahaha. Ich unter-\nhalte mich gerne mit Euch, Ike.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08アンバー\nIch bin Amber, der Meister im Alpaka-Gerangel!\nIch bin ein Held, so wie Ihr. Wir werden ein\ngroßartiges Team sein!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06アイク\nIch bin kein Held... Aber ich freue mich schon\ndarauf, an deiner Seite zu kämpfen, äh, Alpaka-\nMeister.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nSag mal, Amber... Wie schmeckt Alpaka-\nFleisch? Ist das gut?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nWie bitte? Alpakas sind nicht zum Essen da! Sie\nsind ausschließlich zum Knuddeln da und als\nbeste Freunde!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08アンバー\nIch habe eine Legende gehört, von einem\nAlpaka mit goldenem Fell. Kommt, lasst uns\ndanach suchen, Ike!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06アイク\nEinverstanden, aber... wo genau? Hast du\nirgendwelche Hinweise, wo wir beginnen\nsollten?\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nAlpakas leben im Gebirge. Wenn wir jeden\nBerg absuchen, von oben bis unten, werden wir\nes ganz sicher finden!\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06アイク\nOh. Dann wird das also... eine lange Reise...\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nIch fühle mich in Eurer Gegenwart so ruhig,\nSir Ike. Ich weiß aber nicht wirklich, woran\ndas liegt.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x08\x06アイク\nIch vermute, weil wir beide müßiges Gerede\nvermeiden... Mit der Ausnahme von jetzt gerade.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nDu siehst verärgert aus, Jade. Ist alles\nin Ordnung?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nAlles in Ordnung. Ich lächele nur. Ist das so\nschwer zu erkennen?\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nSir Ike, habt Ihr schon mal jemanden mit einer\nsonderbaren Persönlichkeit gekannt? Ich\nbenötige Ideen für neue Charaktere.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06アイク\nSonderbar? Mal überlegen... Ich kämpfte einst\nan der Seite eines Spielers. Er ertrank immer\nin Schulden.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nInteressant. Hat es irgendwann Probleme\nverursacht, dass ein Spieler sich Euren Reihen\nangeschlossen hat?\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06アイク\nDas hat es. Doch selbst unsere problema-\ntischsten Verbündeten erwiesen sich mit der\nZeit unseres Vertrauens würdig.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nKönnen wir eine Minute reden, Alcryst?\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nOh. Ihr habt Euch an meinen Namen erinnert...\nIch danke Euch für diese große Achtung,\nLord Ike!\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nIhr habt mir in der letzten Schlacht wirklich\ngeholfen, Alcryst. Danke.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nIhr müsst mir nicht danken! Es wäre unverzeih-\nlich, wenn so jemand Nutzloses wie ich Euch\nnicht zur Gänze beschützen würde.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nEuer Talent ist beeindruckend, aber Euer\nSelbstvertrauen kann es damit nicht aufnehmen.\nIch bin verwirrt.\x0E\x04\x00\x00
