MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nMit Emblem Corrin in unseren Reihen sind\nnun die Ringe aller Länder eingesammelt.\x0E\x04\x02\x00
MID_OP1_#015	\x0E\x03\x02\x0A\x08リュール\nSchlimmstenfalls stehlen sie uns noch mehr\nRinge. Darüber mache ich mir Sorgen.\x0E\x04\x00\x00
MID_OP1_#016	\x0E\x03\x02\x0A\x08アイビー\nWenn das geschieht, können wir wirklich alle\nHoffnung begraben, den Dämonendrachen zu\nbesiegen.\x0E\x04\x00\x00
MID_OP1_#017	\x0E\x03\x02\x0A\x08リュール\nDoch je länger wir mit dem Angriff warten,\ndesto wahrscheinlicher werden sie uns\nangreifen.\x0E\x04\x00\x00
MID_OP1_#018	\x0E\x03\x02\x0E\x0Cディアマンド\nWir sollten zuerst zuschlagen. Niemand will auf\nder falschen Seite eines Hinterhalts stehen.\x0E\x04\x00\x00
MID_OP1_#019	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAber wir sind noch nicht bereit, in die Offensive\nzu gehen. Schwierige Entscheidung, hm?\x0E\x04\x00\x00
MID_OP1_#020	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x02\x0C\nヴァンドレ\nBitte verzeiht die Unterbrechung.\x0E\x04\x00\x00
MID_OP1_#021	\x0E\x03\x02\x0A\x08リュール\nVander. Was gibt es?\x0E\x04\x00\x00
MID_OP1_#022	\x0E\x03\x02\x0C\nヴァンドレ\nEine Nachricht aus dem Hafen von Solm.\nZahlreiche Kriegsschiffe wurden am Horizont\ngesichtet.\x0E\x04\x02\x00
MID_OP1_#023	Den Wappen ihrer Segel nach zu urteilen\nhandelt es sich um elusianische Schiffe.\x0E\x04\x00\x00
MID_OP1_#024	\x0E\x03\x02\x0A\x08リュール\nSie greifen das Königinreich erneut an?\x0E\x04\x00\x00
MID_OP1_#025	\x0E\x03\x02\x0C\nヴァンドレ\nNein, tatsächlich segelt die Flotte auf Firene zu.\x0E\x04\x00\x00
MID_OP1_#026	\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x02\x0E\x0Cアルフレッド\nMein Königreich...\x0E\x04\x00\x00
MID_OP1_#027	\x0E\x03\x02\x0A\x08リュール\nWir sehen uns das besser selbst an.\x0E\x04\x00\x00
MID_OP1_#028	\x0E\x03\x02\x0C\nミスティラ\nLasst uns zur Azurküste gehen. Sie liegt nahe\nder Grenze und bietet eine gute Sicht über das\nMeer.\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x00\x0C\x06モーヴ\x022\n\x0E\x03\x02\x08\x06マロン\n♪Hmm-hmm♪ Läuft wie am Schnürchen. So sind wir\nbald die Ersten in Firene.\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x02\x08\x06モーヴ\nSo scheint es.\x0E\x04\x00\x00
MID_OP2_#003	\x0E\x03\x02\x08\x06マロン\nWarum uns Zephia wohl vorausgeschickt hat?\nUnser Befehl lautet, alle in Sichtweite zu töten,\nrichtig?\x0E\x04\x02\x00
MID_OP2_#004	Stell dir nur vor, was für eine enorme Opferzahl\nwir mit diesem Vorsprung erzielen können.\nAll das köstliche Lob, das uns bevorsteht!\x0E\x04\x02\x00
MID_OP2_#005	Es scheint, Zephia meint es gut mit uns.\nFindest du nicht auch, Mauvier?\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x02\x08\x06モーヴ\nDas ist mir nicht besonders wichtig. Ich habe\nmeine Befehle, und ich werde sie befolgen.\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x02\x08\x06マロン\nArgh! Deswegen kann ich dich nicht leiden. Du\nlobst mich nie und verstehst überhaupt keinen\nSpaß.\x0E\x04\x02\x00
MID_OP2_#008	Und ich dachte schon, Griss wäre schlimm.\nAber wenigstens ist er nicht der langweiligste\nKerl der Welt...\x0E\x04\x00\x00
MID_OP2_#009	\x0E\x03\x02\x08\x06モーヴ\n...\x0E\x04\x00\x00
MID_OP2_#010	\x0E\x03\x00("M016_イルシオン兵_パラディン\x023\n\x0E\x03\x02$"M016_イルシオン兵_パラディン\nMilady Marni. Sir Mauvier.\x0E\x04\x00\x00
MID_OP2_#011	\x0E\x03\x02\x08\x06マロン\nHast du uns etwas zu berichten?\x0E\x04\x00\x00
MID_OP2_#012	\x0E\x03\x02$"M016_イルシオン兵_パラディン\nZwei elusianische Soldaten sind aus der Flotte\ndesertiert.\x0E\x04\x00\x00
MID_OP2_#013	\x0E\x03\x02\x08\x06モーヴ\nHm. Vielleicht hatten sie Bedenken hinsichtlich\nunserer Strategie.\x0E\x04\x00\x00
MID_OP2_#014	\x0E\x03\x02\x08\x06マロン\nEgal. Lasst sie ziehen. Wir fangen sie später und\nprügeln ihnen dann die Seele aus dem Leib.\x0E\x04\x00\x00
MID_OP2_#015	\x0E\x03\x02$"M016_イルシオン兵_パラディン\nAh, aber... sie haben einen der Emblem-Ringe\ngestohlen.\x0E\x04\x00\x00
MID_OP2_#016	\x0E\x03\x02\x08\x06マロン\nWas?!\x0E\x04\x00\x00
MID_OP2_#017	\x0E\x03\x02\x08\x06モーヴ\nErklär das!\x0E\x04\x00\x00
MID_OP2_#018	\x0E\x03\x02$"M016_イルシオン兵_パラディン\nAls Sicherheitsmaßnahme wurde jeder der\nEmblem-Ringe auf einem separaten Schiff\nuntergebracht.\x0E\x04\x02\x00
MID_OP2_#019	Diese Soldaten haben den wachhabenden\nOffizier angegriffen und sind mit dem Ring\nder azurblauen Zwillinge entkommen.\x0E\x04\x02\x00
MID_OP2_#020	Es haben bereits andere Schiffe die Verfolgung\naufgenommen.\x0E\x04\x00\x00
MID_OP2_#021	\x0E\x03\x02\x08\x06モーヴ\nWir setzen ihnen ebenfalls nach. Der Ring muss\num jeden Preis zurückgebracht werden.\x0E\x04\x02\x00
MID_OP2_#022	Diese Soldaten... Wie lauten ihre Namen?\x0E\x04\x00\x00
MID_OP2_#023	\x0E\x03\x02$"M016_イルシオン兵_パラディン\nRosado und Goldmary.\x0E\x04\x00\x00
MID_OP2_#024	\x0E\x03\x02\x08\x06マロン\nDie Getreuen von Prinzessin Hortensia?\nIch dachte, diese beiden hätten in letzter Zeit\ngewusst, sich zu benehmen.\x0E\x04\x00\x00
MID_OP2_#025	\x0E\x03\x02\x08\x06モーヴ\nSie haben es wohl vergessen. Wissen wir,\nwohin sie unterwegs sind?\x0E\x04\x00\x00
MID_OP2_#026	\x0E\x03\x02$"M016_イルシオン兵_パラディン\nSie fliegen auf einer Wyvern nach Solm.\x0E\x04\x00\x00
MID_OP2_#027	\x0E\x03\x02\x08\x06マロン\nAlso gut. Beidrehen! Bringt uns zur Küste von\nSolm!\x0E\x04\x02\x00
MID_OP2_#028	Argh! Dabei lagen wir so weit vorne! Den beiden\nsteht mächtiger Ärger bevor.\x0E\x04\x02\x00
MID_OP3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ロサード\x022\n\x0E\x03\x02\x0A\x08ロサード\nWir sind jetzt in Solm. Ich denke, wir können\nsagen, dass wir sie abgeschüttelt haben.\x0E\x04\x00\x00
MID_OP3_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDann sollten wir einen Augenblick rasten, ja?\nDeine Wyvern muss sicher ihre Flügel ausruhen.\x0E\x04\x00\x00
MID_OP3_#003	\x0E\x03\x02\x0A\x08ロサード\nGute Idee. Wir atmen kurz durch und beginnen\ndann mit unserer Suche nach Hortensia.\x0E\x04\x02\x00
MID_OP3_#004	Wir müssen dafür sorgen, dass sie den Ring der\nazurblauen Zwillinge erhält.\x0E\x04\x00\x00
MID_OP3_#005	\x0E\x03\x02\x0E\x0Cゴルドマリー\nJa, das müssen wir.\x0E\x04\x00\x00
MID_OP4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00.(M016_イルシオン兵_ランスファイター\x021\n\x0E\x03\x02*(M016_イルシオン兵_ランスファイター\nAha! Da sind sie!\x0E\x04\x00\x00
MID_OP4_#002	\x0E\x03\x00,&M016_イルシオン兵_ソードペガサス\x023\n\x0E\x03\x02(&M016_イルシオン兵_ソードペガサス\nHolen wir sie uns!\x0E\x04\x00\x00
MID_OP4_#003	\x0E\x03\x01*(M016_イルシオン兵_ランスファイター\n\x0E\x03\x01(&M016_イルシオン兵_ソードペガサス\n\x0E\x03\x00\x12\x0Cゴルドマリー\x024\n\x0E\x03\x00\x0E\x08ロサード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nSind ein paar Minuten Ruhe wirklich zu viel\nverlangt?\x0E\x04\x00\x00
MID_OP4_#004	\x0E\x03\x02\x0A\x08ロサード\nVerschwinden wir von hier, Goldmary!\x0E\x04\x00\x00
MID_OP5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nDas ist eine elusianische Flotte, in der Tat.\nUnd wie es aussieht, hat sie Kurs auf Firene\ngenommen.\x0E\x04\x02\x00
MID_OP5_#002	\x0E\x05\x01\x18\x08リュール\x0CStrike\nWir müssen dort eintreffen, bevor sie es tun.\x0E\x04\x00\x00
MID_OP5_#003	\x0E\x03\x00\x10\nミスティラ\x02b\n\x0E\x05\x01\x18\nミスティラ\nAngry\n\x0E\x03\x02\x0C\nミスティラ\nDas wäre gut, aber schaut. Wir haben hier\nelusianische Soldaten an der Küste.\x0E\x04\x02\x00
MID_OP5_#004	Ihr wollt wohl noch mal angreifen, hm? Euch\ngebe ich ein altmodisches, bewährtes\nWillkommen nach solmer Art...\x0E\x04\x00\x00
MID_OP5_#005	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nDas sind nicht genügend Mann für eine Invasion.\nEs sieht eher wie ein Suchtrupp aus.\x0E\x04\x00\x00
MID_OP5_#006	\x0E\x05\x01\x1E\nミスティラ\x10Surprise\n\x0E\x03\x02\x0C\nミスティラ\n\x0E\x0A\x00*\x14Göttlicher\x12Göttliche! Ein Wyvern! Er fliegt in unsere\nRichtung!\x0E\x04\x00\x00
MID_OP5_#007	\x0E\x05\x01\x18\x08リュール\x0CStrike\n\x0E\x03\x02\x0A\x08リュール\nSie haben uns entdeckt. Alle Mann, macht euch\nbereit!\x0E\x04\x00\x00
MID_OP5_#008	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x00\x12\x0Cオルテンシア\x02b\n\x0E\x05\x01 \x0Cオルテンシア\x10Surprise\n\x0E\x03\x02\x0E\x0Cオルテンシア\nAugenblick... Rosado? Goldmary?\x0E\x04\x00\x00
MID_OP5_#009	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_OP6_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x02\x0A\x08ロサード\nHortensia!\x0E\x04\x00\x00
MID_OP6_#002	\x0E\x03\x01\x0A\x08ロサード\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIhr seid nicht verletzt, oder? Ich habe mir solche\nSorgen gemacht...\x0E\x04\x00\x00
MID_OP6_#003	\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nNicht so viele wie ich mir um euch. Oh, ich bin\nso froh, dass ihr beide noch lebt!\x0E\x04\x00\x00
MID_OP6_#004	\x0E\x03\x01\x0E\x0Cオルテンシア\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nWie schön zu sehen, dass Ihr mit Euren\nGetreuen wieder vereint seid.\x0E\x04\x00\x00
MID_OP6_#005	\x0E\x03\x01\x0E\x0Cゴルドマリー\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x02\x0A\x08ロサード\nEs ist \x0E\x0A\x00\x10\x06der\x06die \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin! Pass auf!\x0E\x04\x00\x00
MID_OP6_#006	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nSteck das wieder weg, Rosado!\x0E\x04\x02\x00
MID_OP6_#007	Ich bin jetzt auf der Seite \x0E\x0A\x00\x10\x06des\x06der \x0E\x0A\x00,\x14Wyrmgottes\x14Wyrmgöttin.\nEbenso wie meine Schwester.\x0E\x04\x00\x00
MID_OP6_#008	\x0E\x03\x01\x0A\x08ロサード\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nPrinzessin Ivy auch?\x0E\x04\x00\x00
MID_OP6_#009	\x0E\x03\x01\x0E\x0Cゴルドマリー\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x02\x0A\x08ロサード\nPst. Wenn du gegen deinen Willen festgehalten\nwirst, blinzele drei Mal.\x0E\x04\x00\x00
MID_OP6_#010	\x0E\x03\x02\x0E\x0Cオルテンシア\nIch schwöre, das ist nicht der Fall. Ich wollte\nmich \x0E\x0A\x00\x10\x06ihm\x06ihr anschließen – und das habe ich getan.\x0E\x04\x02\x00
MID_OP6_#011	Ich habe diese Entscheidung um Elusias willen\ngetroffen. Die Frage ist, ob ihr mir – als meine\nGetreuen und meine Freunde – folgen werdet.\x0E\x04\x00\x00
MID_OP6_#012	\x0E\x03\x02\x0A\x08ロサード\nAlles klar. Wenn es das ist, was du willst, dann\nwill ich es auch.\x0E\x04\x00\x00
MID_OP6_#013	\x0E\x03\x01\x0A\x08ロサード\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nUnter welchem Banner auch immer Ihr kämpft,\nich werde es mit all meiner Kraft verteidigen.\x0E\x04\x00\x00
MID_OP6_#014	\x0E\x03\x02\x0E\x0Cオルテンシア\nGut. Ich wusste, ich kann mich auf euch beide\nverlassen.\x0E\x04\x00\x00
MID_OP6_#015	\x0E\x03\x01\x0E\x0Cゴルドマリー\n\x0E\x03\x01\x0E\x0Cオルテンシア\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08ロサード\nÄhm, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche? Tut mir leid, dass ich die\nWaffe gegen Euch erhoben habe. Hier, das\ngehört Euch.\x0E\x04\x00\x00
MID_OP6_#016	\x0E\x03\x02\x0A\x08リュール\nIst das...\x0E\x04\x00\x00
MID_OP6_#017	\x0E\x03\x02\x0A\x08ロサード\nDer Ring der azurblauen Zwillinge. Wir haben\nihn von dem Schiff, auf dem wir waren,\ngestohlen.\x0E\x04\x00\x00
MID_OP6_#018	\x0E\x03\x02\x0A\x08リュール\nDanke.\x0E\x04\x00\x00
MID_OP6_#019	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nGut gemacht!\x0E\x04\x00\x00
MID_OP6_#020	\x0E\x03\x01\x0A\x08ロサード\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nHihihi, ich hoffe, meine gleißenden Fähigkeiten\nblenden Euch nicht.\x0E\x04\x00\x00
MID_OP6_#021	\x0E\x03\x01\x0E\x0Cオルテンシア\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nDas ist genau das, was wir brauchen.\x0E\x04\x02\x00
MID_OP6_#022	Bringe Ruhe zurück, Emblem von Sacred!\x0E\x04\x00\x00
MID_OP7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nエイリーク\x02t\n\x0E\x05\x01\x18\nエイリーク\nSmile\n\x0E\x03\x02\x0C\nエイリーク\nEndlich bin ich wieder an deiner Seite.\nMein Name ist Eirika.\x0E\x04\x02\x00
MID_OP7_#002	\x0E\x05\x01\x1A\nエイリーク\x0CNormal\nIch erhebe mein Schwert in der Hoffnung, dass\ndiese Welt den ersehnten Frieden endlich\nfinden wird.\x0E\x04\x00\x00
MID_OP7_#003	\x0E\x03\x00\x0E\x08リュール\x02b\n\x0E\x05\x01\x16\x08リュール\nSmile\n\x0E\x03\x02\x0A\x08リュール\nIch weiß, dass wir auf dich zählen können,\nEirika.\x0E\x04\x02\x00
MID_OP7_#004	\x0E\x05\x01\x18\x08リュール\x0CNormal\nNun, wem von euch soll ich den Ring geben?\nSchließlich ist es euch beiden zu verdanken,\ndass er nun hier ist.\x0E\x04\x00\x00
MID_OP7_#005	\x0E\x03\x01\x0C\nエイリーク\n\x0E\x03\x00\x12\x0Cゴルドマリー\x02t\n\x0E\x05\x01\x1A\x0Cゴルドマリー\nSmile\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nIhr solltet ihn Rosado übergeben.\x0E\x04\x02\x00
MID_OP7_#006	Rosado hat uns hierhergeflogen. Er war\nentscheidend bei unserer Flucht.\x0E\x04\x00\x00
MID_OP7_#007	\x0E\x03\x01\x0E\x0Cゴルドマリー\n\x0E\x03\x00\x0E\x08ロサード\x02t\n\x0E\x05\x01\x12\x08ロサード\x06Shy\n\x0E\x03\x02\x0A\x08ロサード\nDas warst du auch, Goldmary. Aber zum\nStreiten haben wir keine Zeit, richtig?\x0E\x04\x02\x00
MID_OP7_#008	\x0E\x05\x01\x16\x08ロサード\nAngry\nLeiht mir den Ring, und ich verspreche, meinen\nTeil beizutragen.\x0E\x04\x00\x00
MID_OP7_#009	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nEinverstanden. Hier bitte, Rosado.\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_マロン\x02b\n\x0E\x05\x01\x1E\x10M016_マロン\nAngry\n\x0E\x03\x02\x12\x10M016_マロン\nEndlich! Hierher also sind die Diebe geflohen,\nrichtig?\x0E\x04\x00\x00
MID_EV1_#002	\x0E\x03\x00\x16\x10M016_モーヴ\x02t\n\x0E\x05\x01\x1E\x10M016_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M016_モーヴ\nSo lauten die Berichte, ja. Jetzt kriegen wir sie.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x02t\n\x0E\x05\x01\x16\x0Cゴルドマリー\x06Sad\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nHuch. Eben war der Strand noch trocken, und\njetzt klatschen mir die Wellen schon an die\nKnöchel.\x0E\x04\x02\x00
MID_EV2_#002	Der Wasserspiegel steigt und fällt ohne\nVorankündigung.\x0E\x04\x02\x00
MID_EV2_#003	Lasst mich bitte auf trockenem Land bleiben,\nja? Ach, ich hasse es, durch Wasser waten zu\nmüssen.\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08ロサード\x02t\n\x0E\x05\x01\x14\x08ロサード\x08Pain\n\x0E\x03\x02\x0A\x08ロサード\nUnsere Seite ist definitiv niedlicher, aber wie\nes aussieht, könnte ihre dafür stärker sein...\x0E\x04\x00\x00
MID_EV3_#002	\x0E\x03\x00\x10\nエイリーク\x02b\n\x0E\x05\x01\x18\nエイリーク\nAngry\n\x0E\x03\x02\x0C\nエイリーク\nKeine Sorge, Rosado. Mit meiner Kraft kannst\ndu die Verteidigung selbst deiner härtesten\nGegner durchbrechen.\x0E\x04\x02\x00
MID_EV3_#003	\x0E\x05\x01\x18\nエイリーク\nRelax\nDu kannst auch auf die Fähigkeiten meines\nZwillingsbruders zugreifen, wenn du das willst.\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M016_村人おばさん\x02t\n\x0E\x05\x01*\x16M016_村人おばさん\x10Surprise\n\x0E\x03\x02\x18\x16M016_村人おばさん\nJa, ich habe die Truppen an der Küste schon\ngesehen. Seid vorsichtig, ja? Und nehmt das\nhier. Es könnte helfen.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_マロン\x02b\n\x0E\x05\x01$\x10M016_マロン\x10Surprise\n\x0E\x03\x02\x12\x10M016_マロン\nHuch? Wir wollten hier nur ein paar Diebe\nfangen. Was macht ihr Verrückten denn hier?\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_マロン\x02b\n\x0E\x05\x01\x1E\x10M016_マロン\nAngry\n\x0E\x03\x02\x12\x10M016_マロン\nHahaha! Hab ich dich, du Langfinger. Willst du\nmal sehen, was ich mit erbärmlichen Verrätern\nwie dir anstelle?\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_マロン\x02b\n\x0E\x05\x01\x1C\x10M016_マロン\x08Pain\n\x0E\x03\x02\x12\x10M016_マロン\nSchön, für heute sind wir quitt. Aber nächstes\nMal? Da bist du tot. Toter als tot!\x0E\x04\x00\x00
MID_BT5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M016_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M016_モーヴ\nHm. Ich hätte erwarten sollen, dass Hortensias\nGetreue Eure Streitkräfte aufsuchen würden.\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M016_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M016_モーヴ\nKeine Gnade für Meuterer.\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_モーヴ\x02b\n\x0E\x05\x01\x1C\x10M016_モーヴ\x08Pain\n\x0E\x03\x02\x12\x10M016_モーヴ\nIch ziehe mich für heute zurück. Doch wir\nwerden uns wieder begegnen.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nDie elusianischen Soldaten sind geflohen.\nUnd Marni und Mauvier mit ihnen.\x0E\x04\x02\x00
MID_ED1_#002	Jetzt können wir nach Firene aufbrechen.\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nJa, und zwar schnell. Wenn diese Schiffe\nanlegen, dann ist mein Volk in Gefahr.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x02\x08\x06セピア\nAh, diese kühle Brise. Hm. Entzückend, nicht\nwahr? Fast schon schade, dass wir bald in\nFirene eintreffen.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08ヴェイル\nIch bin überrascht, dass du mit uns gekommen\nbist, Zephia.\x0E\x04\x02\x00
MID_ED2_#003	Du bist Papa gegenüber so loyal. Ich hätte nie\ngedacht, dass du dies gutheißen würdest.\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x08\x06セピア\nOh? Nun, Euer Vater ist mein Gebieter. Aber...\x0E\x04\x02\x00
MID_ED2_#005	In letzter Zeit waren seine Befehle recht\nbeunruhigend.\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x0A\x08ヴェイル\nIch weiß genau, was du meinst. Es macht ihm\ngar nichts aus, Leute zu töten.\x0E\x04\x02\x00
MID_ED2_#007	Durch meine Adern fließt natürlich das gleiche\nBlut. Es ist wohl ganz normal, dass die Leute\nmir misstrauen.\x0E\x04\x00\x00
MID_ED2_#008	\x0E\x03\x02\x08\x06セピア\nOh, Milady Veyle, nein. Ich habe von den\nfurchtbaren Sachen gehört, die \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin\ngesagt hat.\x0E\x04\x02\x00
MID_ED2_#009	Ihr sollt Lumera getötet haben? Die Ringe\ngestohlen haben? An Eurer Stelle würde ich\nkein Wort davon glauben.\x0E\x04\x02\x00
MID_ED2_#010	Nachdem offenbar wurde, wer Euer Vater ist,\nwollte \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin wahrscheinlich nur Eure\nGefühle damit verletzen.\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x0A\x08ヴェイル\nHm. Ich habe entschieden, dass ich niemandem\njemals Schaden zufügen werde. Und wenn es\nmich mein Leben kostet.\x0E\x04\x02\x00
