MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クラン\x022\n\x0E\x03\x02\x08\x06クラン\n\x0E\x0A\x00*\x14Göttlicher\x12Göttliche, was macht Ihr denn da?\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x08\x06クラン\nHört mich an. Wie ich bereits sagte, haben wir\nBehüter tausend Jahre auf Euer Erwachen\ngewartet.\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x08\x06クラン\nUnd Ihr seid genauso großartig, wie ich es mir\nimmer vorgestellt habe. Nein, sogar noch\ngroßartiger!\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x08\x06クラン\nIch dahingegen... Ich habe Euch enttäuscht.\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x08\x06クラン\nMeine Aufgabe ist es, Euch das Leben zu\nerleichtern. Doch stattdessen musstet Ihr Euch\nmeinetwegen Sorgen machen.\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x08\x06クラン\nEs tut mir wirklich leid.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0A\x08リュール\nEs tut dir leid? Clanne, du leistest hervor-\nragende Arbeit!\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0A\x08リュール\nEs gibt mir so viel Kraft zu sehen, wie viel Mühe\ndu dir gibst.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x08\x06クラン\nWirklich?\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08リュール\nJa. Und das ist nicht alles.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0A\x08リュール\nIch weiß, dass du immer für mich da warst.\nAuch schon vor meinem Erwachen.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0A\x08リュール\nIch finde es rührend, mit welch tiefer Fürsorge\ndu dich um mich kümmerst.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x08\x06クラン\nJa, nun... Es ist doch...\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x08\x06クラン\n...\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0A\x08リュール\nClanne? Weinst du etwa?\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x08\x06クラン\nIch bin einfach nur so... glücklich!\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x08\x06クラン\n\x0E\x0A\x008\x18Der Wyrmgott\x1CDie Wyrmgöttin findet, dass ich meine Arbeit\ngut mache.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x08\x06クラン\nIch werde weiterhin alles in meiner Macht\nStehende tun, um Euch glücklich zu machen.\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0A\x08リュール\nDas weiß ich zu schätzen. Nur, bitte...\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x08\x06クラン\nJa, ich weiß. Ich werde darauf achten, es nicht\nwieder zu übertreiben.\x0E\x04\x00\x00
MID_RELIANCE_A_#024	\x0E\x03\x02\x0A\x08リュール\nHahaha, freut mich, das zu hören.\x0E\x04\x00\x00
MID_RELIANCE_S_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06クラン\x022\n\x0E\x03\x02\x08\x06クラン\n\x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin, kann ich mit Euch über etwas\nreden? Es ist etwas Ernstes.\x0E\x04\x00\x00
MID_RELIANCE_S_#002	\x0E\x03\x02\x0A\x08リュール\nAber natürlich, Clanne. Worum geht es?\x0E\x04\x00\x00
MID_RELIANCE_S_#003	\x0E\x03\x02\x08\x06クラン\nVon klein auf habe ich mich gefragt, wie \x0E\x0A\x00\x10\x06der\x06die\n\x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin wohl sein würde.\x0E\x04\x00\x00
MID_RELIANCE_S_#004	\x0E\x03\x02\x08\x06クラン\nIch hatte so viele Vorstellungen, wer Ihr seid\noder wie Ihr sein könntet.\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x0A\x08リュール\nHa! Also, entspreche ich deinen Vorstellungen?\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x08\x06クラン\nIch denke... Ich denke, dass es besser gewesen\nwäre, Euch nicht kennengelernt zu haben.\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x0A\x08リュール\nHuch?\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x08\x06クラン\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x08\x06クラン\nWenn ich Euch nur schlafend gesehen hätte,\nwie alle Behüter vor mir, würde ich mich nicht\nso fühlen, als ob... als ob...\x0E\x04\x00\x00
MID_RELIANCE_S_#010	\x0E\x03\x02\x0A\x08リュール\nClanne?\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x08\x06クラン\nIch weiß, dass ich als Behüter so etwas nicht\nsagen sollte. Ich bin mir dessen bewusst...\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x08\x06クラン\nAber... Aber ich... Ich will...\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x08\x06クラン\nIch möchte ein guter Behüter sein. Ich hatte\neine ganz genaue Vorstellung davon, wer ich für\nEuch sein will, nachdem Ihr aufgewacht wart!\x0E\x04\x00\x00
MID_RELIANCE_S_#014	\x0E\x03\x02\x08\x06クラン\nIch wollte derjenige sein, den Ihr ruft, wann\nimmer Ihr Hilfe braucht. Aber das wird nie\npassieren... weil ich nicht stark genug bin.\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x0A\x08リュール\nClanne, das ist...\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x0A\x08リュール\nIch habe dich immer für einen hervorragenden\nBehüter gehalten.\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x08\x06クラン\nIch mich auch, zumindest als Ihr noch\ngeschlafen habt. Aber jetzt...\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x08\x06クラン\nIch denke nur noch darüber nach, dass ich Euch\nmehr helfen sollte, als ich es tue. Oder als ich\nes kann.\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x0A\x08リュール\nClanne...\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x0A\x08リュール\nIch stimme dir zu. Ganz und gar.\nDu solltest mir mehr helfen.\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x08\x06クラン\nOh... Ich... Sollte ich?\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0A\x08リュール\nAllerdings. Und es ist überfällig, dass wir über\ndieses Problem sprechen.\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x08\x06クラン\nWa--?\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0A\x08リュール\nAls mein Behüter hast du viele Aufgaben.\nEine davon ist, meine rechte Hand zu sein.\nAber das bist du nicht.\x0E\x04\x00\x00
MID_RELIANCE_S_#025	\x0E\x03\x02\x08\x06クラン\nB-bin ich nicht? Aber ich gebe mir so viel\nMühe! Ich meine... Was meine ich eigentlich?\nUnd was meint Ihr?\x0E\x04\x00\x00
MID_RELIANCE_S_#026	\x0E\x03\x02\x0A\x08リュール\nMein Behüter kann nicht all das sein, was\nich brauche, solange er nicht zu meinem\nwichtigsten Offizier ernannt wurde.\x0E\x04\x00\x00
MID_RELIANCE_S_#027	\x0E\x03\x02\x0A\x08リュール\nHier. Das ist der Paktring. Ich habe nur den\neinen und du hast ihn dir verdient. Vielmals.\x0E\x04\x00\x00
MID_RELIANCE_S_#028	\x0E\x03\x02\x0A\x08リュール\nVerstehst du, was ich dir damit sagen will?\nJa?\x0E\x04\x00\x00
MID_RELIANCE_S_#029	\x0E\x03\x02\x08\x06クラン\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#030	\x0E\x03\x02\x08\x06クラン\nOh... M-M-Moment...\nMir ist schwindlig vor Glück...\x0E\x04\x00\x00
MID_RELIANCE_S_#031	\x0E\x03\x02\x0A\x08リュール\nClanne, du schwankst ja. Setz dich hin, bevor\ndu umfällst. Bitte.\x0E\x04\x00\x00
MID_RELIANCE_S_#032	\x0E\x03\x02\x08\x06クラン\nDer Paktring? Für mich? Ach, kommt schon.\nDas sagt Ihr doch nur so, um mich\naufzumuntern.\x0E\x04\x00\x00
MID_RELIANCE_S_#033	\x0E\x03\x02\x0A\x08リュール\nDer Pakt kann nur mit meinem engsten\nVerbündeten geschlossen werden.\nNimmst du ihn an?\x0E\x04\x00\x00
MID_RELIANCE_S_#034	\x0E\x03\x02\x08\x06クラン\nÄhm... Ich meine... Wenn Ihr sagt, dass das hier\nalles gerade wirklich passiert, sicher. Ja. Das ist\nschließlich ganz sicher kein Traum.\x0E\x04\x00\x00
MID_RELIANCE_S_#035	\x0E\x03\x02\x0A\x08リュール\nSich aus tiefstem Herzen um andere kümmern,\nnicht um sich selbst – dazu sind die meisten\nLeute nicht in der Lage.\x0E\x04\x00\x00
MID_RELIANCE_S_#036	\x0E\x03\x02\x0A\x08リュール\nAber du kannst das, Clanne. Ich danke dir für\ndeinen Dienst. Und für deine Freundschaft.\x0E\x04\x00\x00
MID_RELIANCE_S_#037	\x0E\x03\x02\x08\x06クラン\nIch auch!\x0E\x04\x00\x00
MID_RELIANCE_S_#038	\x0E\x03\x02\x08\x06クラン\n\x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin \x0E\x06\x03\x00. Diese neue Aufgabe\nist eine Ehre! Ich will für immer Euer Behüter\nsein.\x0E\x04\x00\x00
