MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nGuten Morgen, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche!\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0E\x0Cアルフレッド\nJa! Das bin ich, der Euch ein Schlaflied spielt.\nSchließlich soll \x0E\x0A\x008\x1Ader Göttliche\x1Adie Göttliche nachts ja auch\nangenehm schlummern.\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0A\x08リュール\nAh, also habe ich Eure Silhouette außerhalb\nmeines Zimmers doch richtig erkannt.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0A\x08リュール\nEuer Flötenspiel ist wirklich bezaubernd, aber\nes wäre mir lieber, wenn Ihr auch damit auf-\nhören könntet. Bitte.\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0A\x08リュール\nIhr spieltet bis tief in die Nacht, und dieses\nLied verfolgte mich bereits in meinen Träumen...\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0E\x0Cアルフレッド\nOh nein! Bitte verzeiht mir! Da ich nicht genau\nwusste, ob Ihr bereits eingeschlafen wart,\nspielte ich eben einfach weiter.\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch wollte doch nur helfen, aber...\nPuh, das ging wohl mächtig daneben.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nVielleicht bin ich Eurer Freundschaft einfach\nnicht würdig.\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0A\x08リュール\nNun übertreibt nicht gleich.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0E\x0Cアルフレッド\nNormalerweise nehme ich mir Dinge nicht so\nzu Herzen, doch jetzt fühle ich mich furchtbar.\nVielleicht sorgt etwas Laufen für Zerstreuung.\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nVerzeiht die Unannehmlichkeiten, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche.\nIch werde mich nun dem Laufsport widmen.\nAuf bald!\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0A\x08リュール\nWartet! Alfred...\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0A\x08リュール\nAh, da seid Ihr ja, Alfred.\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0A\x08リュール\nErinnert Ihr Euch noch, dass Ihr sagtet, Ihr wärt\nmeiner Freundschaft „nicht würdig“?\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nUnd ob. Ich hatte Eure Bedürfnisse nicht\nbedacht und mich Euch aufgedrängt.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0A\x08リュール\nNun, ich kann Eurer Aussage nicht zustimmen.\nIhr seid mein Freund, Alfred.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0A\x08リュール\nLetztendlich habt Ihr all das nur getan, um mir\nzu helfen. Und dafür danke ich Euch.\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0A\x08リュール\nSagt so etwas also bitte nie wieder.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0E\x0Cアルフレッド\nVerzeiht, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche...\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0E\x0Cアルフレッド\nBei all meinen Taten bin ich weit übers Ziel\nhinausgeschossen. Wie kann ich mich da\nnoch als Euren Freund bezeichnen?\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0A\x08リュール\nIhr tut bereits so viel für mich, Alfred. Es ist\nnicht nötig, dass Ihr Euch noch mehr aufhalst.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0A\x08リュール\nWisst Ihr... Ihr wart der allererste Freund,\nden ich nach meinem Erwachen fand.\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0A\x08リュール\nEs würde mich schmerzen, wenn mein erster\nFreund künftig meine Gegenwart scheute.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0E\x0Cアルフレッド\nEuer allererster Freund, hm?\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0E\x0Cアルフレッド\nKlingt gut in meinen Ohren! Ich danke Euch.\nEs ist mir eine Ehre.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nWisst Ihr, ich fühlte mich bereits vor Eurem\nErwachen mit Euch verbunden.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0E\x0Cアルフレッド\nAls Ihr dann schließlich erwachtet, war ich\nso voll Überschwang, dass ich nur schwer\nMaß halten konnte.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0E\x0Cアルフレッド\nDoch das hat nun ein Ende. Ab sofort werden\nwir beide ganz gewöhnliche Freunde sein.\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0A\x08リュール\nDas würde mich sehr freuen.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nFein. Oh! Da fällt mir was Tolles ein.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0E\x0Cアルフレッド\nWas haltet Ihr davon, mir als ganz\n\x0E\x0A\x00R&gewöhnlicher Freund(gewöhnliche Freundin beim Rundendrehen\nim Atrium Gesellschaft zu leisten?\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0A\x08リュール\nRundendrehen? Ihr meint laufen? Jetzt gleich?\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nJetzt oder nie! Und los!\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0A\x08リュール\nWartet! Ich habe noch nicht zugestimmt!\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0A\x08リュール\nAlfred! Alfreeeeed!\x0E\x04\x00\x00
MID_RELIANCE_S_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x12\x0Cアルフレッド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nGuten Morgen, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche.\x0E\x04\x00\x00
MID_RELIANCE_S_#002	\x0E\x03\x02\x0A\x08リュール\nGuten Morgen, Alfred. Bedrückt Euch etwas?\nIhr seht so ernst aus.\x0E\x04\x00\x00
MID_RELIANCE_S_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nIst es so offensichtlich, ja? Ich habe zurzeit\nmit meinen Gefühlen zu kämpfen.\x0E\x04\x00\x00
MID_RELIANCE_S_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nIhr wisst, wie ich bin – zuerst handeln,\ndann denken. Niemals umgekehrt.\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x0A\x08リュール\nJa, das ist mir nicht entgangen. Habt Ihr Euch\netwas in den Kopf gesetzt, gibt es kein Halten\nmehr.\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x0E\x0Cアルフレッド\nDoch nun, vielleicht zum ersten Mal in\nmeinem Leben, zögere ich zu tun, was ich\nmir vorgenommen habe.\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x0E\x0Cアルフレッド\nDenn handele ich diese Mal ohne zu denken,\nzerstöre ich womöglich eine wundervolle\nFreundschaft.\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x0E\x0Cアルフレッド\nAußerdem würde ich auch mein Wort brechen.\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x0A\x08リュール\nWas meint Ihr?\x0E\x04\x00\x00
MID_RELIANCE_S_#010	\x0E\x03\x02\x0E\x0Cアルフレッド\nErinnert Ihr Euch noch, dass ich mir wünschte,\nwir zwei wären ganz gewöhnliche Freunde?\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x0A\x08リュール\nFangt jetzt bitte nicht wieder damit an, dass Ihr\nmeiner Freundschaft nicht würdig seid.\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x0E\x0Cアルフレッド\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch bin der Kronprinz von Firene. Themen wie\ndiese sollten mir nun wirklich keine Angst\neinjagen.\x0E\x04\x00\x00
MID_RELIANCE_S_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nEs tut mir leid, aber nur gewöhnliche Freunde\nzu sein, reicht mir einfach nicht mehr.\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x0E\x0Cアルフレッド\n\x0E\x0A\x00*\x14Göttlicher\x12Göttliche? Ich würde diese Freundschaft gern\nvertiefen.\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch hatte zwar versprochen, mich etwas\nzurückzunehmen, aber wenn es um Euch\ngeht, kann ich einfach nicht anders.\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch habe Euch auch das hier mitgebracht.\nSeht Ihr, was ich meine?\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x0A\x08リュール\nDie Stickereien darauf sind wirklich exquisit.\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x0E\x0Cアルフレッド\nEs ist eine alte Firener Tradition, bestickte\nKleidung über Generationen weiterzugeben.\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nDiese königliche Stück wurde bereits so oft neu\ngenäht, dass es eine ganz neue Form\nangenommen hat.\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\nJetzt ist es in meinem Besitz, und ich soll\nes \x0E\x0A\x00,\x14demjenigen\x14derjenigen überreichen, \x0E\x0A\x00\x10\x06der\x06die mir etwas\nbedeutet.\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x0A\x08リュール\nOh...\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0A\x08リュール\nIch danke Euch vielmals und nehme Eure Geste\nmit Freuden an.\x0E\x04\x00\x00
MID_RELIANCE_S_#025	\x0E\x03\x02\x0E\x0Cアルフレッド\nOh! Du meine Güte. Seid Ihr Euch sicher?\nIst es nicht vielleicht doch zu viel des Guten?\x0E\x04\x00\x00
MID_RELIANCE_S_#026	\x0E\x03\x02\x0A\x08リュール\nNein, das ist perfekt. Ich empfinde nämlich\ndas Gleiche für Euch.\x0E\x04\x00\x00
MID_RELIANCE_S_#027	\x0E\x03\x02\x0A\x08リュール\nRückblickend betrachtet empfinde ich\nbereits so, seitdem wir uns auf Schloss\nLythos begegnet sind.\x0E\x04\x00\x00
MID_RELIANCE_S_#028	\x0E\x03\x02\x0A\x08リュール\nNun habe auch ich etwas für Euch, Alfred.\nWürdet Ihr mir bitte Eure Hand reichen?\x0E\x04\x00\x00
MID_RELIANCE_S_#029	\x0E\x03\x02\x0E\x0Cアルフレッド\nDer Paktring?\x0E\x04\x00\x00
MID_RELIANCE_S_#030	\x0E\x03\x02\x0A\x08リュール\nWir werden unzertrennlich sein. Ich freue mich,\ngemeinsam mit Euch den Weg zu beschreiten,\nder vor uns liegt.\x0E\x04\x00\x00
MID_RELIANCE_S_#031	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch danke Euch, \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_RELIANCE_S_#032	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch werde meine Gefühle nicht länger zurück-\nhalten. Ich liebe Euch. Ihr habt mich zum\nglücklichsten Mann der Welt gemacht!\x0E\x04\x00\x00
