MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08リュール\nDu bist wirklich stark, Roy. Es wundert mich\nnicht, dass man dich Brodia anvertraut hat.\x0E\x04\x00\x00
MID_GR_Vandre_B_#002	\x0E\x03\x02\x06\x04ロイ\nExquisit! Diese Arbeit gefällt mir in der Tat.\nVielleicht können wir sie in der Ringkammer\nausstellen.\x0E\x04\x00\x00
MID_GR_Vandre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nIch sehe, dass Ihr strickt. Habt Ihr so die\nHandarbeit gefertigt, die Ihr mir gezeigt habt?\x0E\x04\x00\x00
MID_GR_Vandre_A_#002	\x0E\x03\x02\x0C\nヴァンドレ\nSo ist es. Solch schöne Muster zu stricken\nerfordert feine Technik und Sorgfalt.\x0E\x04\x00\x00
MID_GR_Vandre_A_#003	\x0E\x03\x02\x0C\nヴァンドレ\nAber, was wichtiger ist, es beruhigt das Gemüt.\nNach einer Schlacht ist dies mein liebster\nZeitvertreib.\x0E\x04\x00\x00
MID_GR_Vandre_A_#004	\x0E\x03\x02\x06\x04ロイ\nNun, mein Interesse ist geweckt. Ich wäre\nhocherfreut, wenn Ihr mir mehr Eurer\nKreationen zeigtet.\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nDu bist schon seit Langem im Somniel. Kannst\ndu mir mehr über diesen Ort erzählen, Clanne?\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06クラン\nÜber diesen Ort? Das ist... Ja, natürlich! Oh,\nunglaublich, Lord Roy bittet mich um etwas!\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06クラン\nÄhm... Lord Roy? Ich fragte mich... Wollt ihr\nunserem Verein der \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttinverehrer\nbeitreten?\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x06\x04ロイ\nNun, zuerst musst du mir wohl erklären, was ein\n„Verein“ ist. Dann antworte ich gerne.\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06クラン\nLord Roy... Denkt Ihr, dass ich stark genug\nwerde, um \x0E\x0A\x008\x18den Wyrmgott\x1Cdie Wyrmgöttin zu beschützen?\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x06\x04ロイ\nAber sicher. Jedes Mal, wenn ich an deiner Seite\nkämpfe, sehe ich, wie du stärker wirst.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\nLord Roy denkt, dass ich stark bin! Wahnsinn!\nHoffentlich falle ich nicht in Ohnmacht!\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x06\x04ロイ\nArbeite hart, dann wirst du noch stärker. Nun,\ndas klingt doch nach einem Wahlspruch des\nVereins der \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttinverehrer.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06フラン\nWenn wir unsere Stärke vereinen, Lord Roy,\nkann uns niemand besiegen! Packen wir es an!\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x06\x04ロイ\nDein Selbstvertrauen gefällt mir, Framme. Aber\nvernachlässige nie deinen Schutz, in Ordnung?\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nFramme, dieses Essen, das du da mit dir\nherumträgst... Was ist das?\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06フラン\nZuckerrüben! Sie sind sehr nahrhaft und\nschmecken einfach am besten!\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06フラン\nSo viele sind stärker als ich, Lord Roy.\nWas, wenn ich \x0E\x0A\x008\x18den Wyrmgott\x1Cdie Wyrmgöttin nicht\nbeschützen kann?\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x06\x04ロイ\nDu bist stark, Framme, und du kümmerst dich\nausgezeichnet um \x0E\x0A\x00:\x1Cden Göttlichen\x1Adie Göttliche.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x06\x04ロイ\nÜberdies gibt es auch Dinge, die nur du kannst.\nBeispielsweise ist deine begeisterte Unter-\nstützung überaus mächtig.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nJawohl! Ich werde alles geben, um\n\x0E\x0A\x008\x18den Wyrmgott\x1Cdie Wyrmgöttin zu beschützen! Wartet nur ab!\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nUnsere Verbündeten in Brodia haben ja ein ganz\nschön starkes Emblem gehortet. Ich kann es\nnicht erwarten, mit Euch zu arbeiten!\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x06\x04ロイ\nAuch Ihr scheint ein würdiger Verbündeter zu\nsein. Ich werde gerne an Eurer Seite kämpfen!\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nAlfred? Kann ich Euch helfen? Ihr starrt ja ein\nLoch in mich.\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch kann nicht anders – Ihr habt großartige\nMuskeln! Ich muss wissen, wie Ihr trainiert.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAuf geht's, Roy! Es dämmert schon – die\nperfekte Zeit für eine Trainingseinheit!\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x06\x04ロイ\nIch bewundere Euren Enthusiasmus, aber ist es\nnicht ein wenig früh?\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nUnsinn. Der frühe Vogel fängt den Wurm, und\nunsere Muskeln verlangen nach Bewegung!\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x06\x04ロイ\nIch bin mir da nicht so sicher, aber Ihr seid der\nMeister darin. Packen wir es an!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nブシュロン\nIhr seid also diesem Ring entstiegen? Hm, mir\nscheint das wie ein Wunder!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x06\x04ロイ\nDies ist die Eigenart der Embleme. Ich freue\nmich, einen weiteren Verbündeten zu treffen.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nDu liest gerne, nicht wahr? Gibt es denn Bücher,\ndie du mir empfehlen könntest?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nOh, Ihr lest auch? Nun, mal überlegen... Ich\nkönnte mich dabei wohl auf die 50 besten\nBücher beschränken.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nDie Lage erschien etwas brenzlig, als wir von\nden anderen getrennt wurden, nicht wahr?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nIch könnte schwören, dass wir geradeaus\ngingen. Aber ehe ich mich versah, verirrten\nwir uns im Wald.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nWelch glückliche Fügung, dass Ihr zur Stelle\nwart, um mich zur Straße zu führen. Ich wüsste\nnicht, was ich ohne Euch tun würde.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x06\x04ロイ\nEs war mir ein Vergnügen. Ich führe dich,\nwohin du willst, Boucheron.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nDu bist immer so selbstsicher, Etie. Gibt es\ndenn nichts, das dir Sorgen bereitet?\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nNützen Sorgen denn irgendetwas? Nein. Und\nwenn ich zweifle, mache ich meine Übungen.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nHast du diese Blumen gepflückt? Sie sind\nwunderschön.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nDanke. In meiner Heimat blühen sie überall.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nDu scheinst zufrieden, Etie. Gibt es gute\nNeuigkeiten?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nNein, ich habe nur gutes Fleisch bekommen.\nFür meine Muskeln nur das Beste!\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x06\x04ロイ\nHast du deine Muskeln mit Fleisch so\naufgebaut?\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエーティエ\nNatürlich haben Training mit Gewichten und\ntägliches Laufen dazu beigetragen. Apropos,\nich bin bald zurück!\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nAuf unserer Suche nach Frieden zählen wir\naußerordentlich auf Eure Stärke.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x06\x04ロイ\nFür dieses Ziel kämpfe ich gerne. Und ich bin\nfroh, Euch als Verbündete zu haben.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nOh, Céline. Rieche ich da eine neue Teesorte?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nIn der Tat, ich habe einige neue Blätter erhalten.\nGenießen wir den Duft gemeinsam?\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIhr seid mehr als ein Kämpfer – Eure Fähigkeiten\nals Stratege und Befehlshaber sind exzellent.\nIch bin außerordentlich beeindruckt.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x06\x04ロイ\nIch musste fleißig lernen, um ein guter Lord zu\nwerden. Dafür bin ich in der größten Stadt\nmeines Landes zur Schule gegangen.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nIch habe ebenfalls Einiges an Bildung genossen,\naber Ihr seid der Beweis, dass da noch Bedarf\nbesteht.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x06\x04ロイ\nNun, gewiss spielt Erfahrung eine wichtige\nRolle. Das Schlachtfeld ist die beste Schule.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ルイ\nWisst Ihr, was mir aufgefallen ist, Roy?\nWir haben beide den Vokal „O“ im Namen.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ロイ\nAch. Tatsächlich. Nun, wie wäre es, wenn wir\njetzt wieder die Welt retteten?\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nSind das Trauben? Sie riechen köstlich.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nMeine Heimat ist berühmt dafür. Sie sind nicht\nnur köstlich, sondern auch gesund. Wunderbar!\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nWarum bist du in so gehobener Stimmung,\nLouis?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nEhrlich gesagt, Roy, habe ich einige Leute\nim Ort beobachtet, die eine schöne Zeit\nmiteinander hatten.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nSie haben gelacht, getanzt... Es muss wunder-\nvoll sein, in solch einer Freundschaft verbunden\nzu sein.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ロイ\nDas klingt wunderbar. Behalte ihre Gesichter\nin Erinnerung, während wir für den Frieden\nkämpfen.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06クロエ\nIch kann kaum glauben, dass ich Seite an Seite\nmit einem Emblem kämpfe. Es kommt mir wie\nein Märchen vor.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x06\x04ロイ\nDennoch ist es die Wirklichkeit. Ich bin hier, um\ndir nach besten Kräften beizustehen.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nDas sind wirklich viele Speisen. Sind sie alle\nfür dich?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nIch konnte mich auf dem Markt nicht entschei-\nden. Also habe ich von allem etwas besorgt.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x08\x06クロエ\nHabt Ihr Lieblingsgeschichten, Roy? Ich wette,\nIhr mögt schneidige Heldengeschichten.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x06\x04ロイ\nHmmm. Einige fallen mir durchaus ein. Für mich\nsind die besten Geschichten solche, die ein\ngutes Ende haben.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nAuch ich mag erbauliche Geschichten. Ich hoffe\nsehr, dass unsere Suche nach Frieden zu solch\neiner Geschichte wird.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x06\x04ロイ\nIch hoffe dies ebenfalls. Glücklicherweise\nkönnen wir selbst das Ende unserer Geschichte\nschreiben, wenn wir hart genug arbeiten.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEuer Ring wurde meinem Königreich anvertraut,\nRoy. Brodia verlässt sich daher auf Eure Stärke.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x06\x04ロイ\nIch hatte auf diesen Tag gewartet. Ihr könnt\nauf mich zählen. Gemeinsam werden wir Eurem\nKönigreich Frieden bringen.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIhr habt die Kunst des Regierens studiert, Roy,\nnicht wahr? Ich kann Einiges von Euch lernen.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x06\x04ロイ\nIch habe lediglich gelernt, mich wie ein Lord zu\nbenehmen. Dies kann ich gern mit euch teilen.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEuer Erscheinen aus dem Ring war eine\nÜberraschung. Dennoch glaube ich, dass ich\nEure Anwesenheit darin fühlen konnte.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x06\x04ロイ\nEs ist schön, dies zu hören. Nun bin ich froh,\ndass wir endlich von Angesicht zu Angesicht\nsprechen können.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nWir sind auch ein gutes Gespann im Kampf.\nEs bleibt zu hoffen, dass unsere vereinte Kraft\nausreichen möge, den Frieden zu bringen.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x06\x04ロイ\nIch hoffe dies ebenfalls, Diamant, und ich bin\nsicher, dass es so sein wird. Wir werden alles\ndafür tun, was in unserer Macht steht.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nIch kann's nicht glauben. Der legendäre Roy\nsteckte die ganze Zeit in Brodias Ring!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x06\x04ロイ\nSo großartig bin ich auch wieder nicht. Aber\nwenn du dich freust, freue ich mich mit dir!\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nWas ist mit dir, Amber? Du schwitzt so sehr...\nHast du etwas Falsches gegessen?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nNein, nichts dergleichen... Meine Familie hat mir\neinen Pullover aus Alpakawolle geschickt. Puh,\nganz schön heiß!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nNun, Roy, ich muss das fragen... Ihr wisst doch,\nwas ein Alpaka ist, nicht wahr?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x06\x04ロイ\nAlpakas? Sind das nicht diese wolligen Tiere\naus deiner Heimat?\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nGenau! Ich dachte mir, dass Brodias Emblem\nalles über sie weiß – zum Beispiel, wie\nunglaublich flauschig sie sind.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x06\x04ロイ\nUnglaublich flauschig, was? Dann muss es ja\nsehr angenehm sein, sie zu streicheln! Erzähle\nmir mehr darüber!\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nÄhm, Jade? Was ist mit dir? Du siehst mich\nschon eine ganze Weile so seltsam an...\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nPst. Sagt bitte nichts. Ich bin kurz vor einem\nDurchbruch für die Handlung meines Romans.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nJade, ich habe eine Art Mineral gesehen. Kannst\ndu es identifizieren, wenn ich es beschreibe?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nNatürlich. Ich kenne alle Mineralien. Beschreibt\nmir doch zuerst Farbe und Glanz.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nMir ist aufgefallen, dass Ihr euch an Büchern\nund Geschichten erfreut, Roy. Ist das wahr?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x06\x04ロイ\nSo ist es. Aus Geschichten lernt man am\nmeisten. Oh! Du bist doch eine Schriftstellerin,\nnicht wahr?\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nJa. Ehrlich gesagt habe ich etwas geschrieben,\ndas ich Euch zeigen möchte. Ich muss einige\nneue Witze einem Publikumstest unterziehen.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x06\x04ロイ\nGroßartig! Ich kann auf der Stelle mit dem\nLesen beginnen, wenn es dir nichts ausmacht,\nfür mich umzublättern.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x06\x04ロイ\nEs freut mich sehr, Euch zu treffen, Alcryst.\nAls Brodias Emblem zähle ich auf Euch!\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nIhr solltet Eure Erwartungen dämpfen, Lord\nRoy. Ich bin nicht zuverlässig wie mein Bruder.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04ロイ\x022\n\x0E\x03\x02\x0C\nスタルーク\nEs muss andere geben, die ein Band mit Euch\nknüpfen wollen, Lord Roy. Bin ich denn würdig?\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x06\x04ロイ\nAber sicher seid Ihr das, Alcryst. Sprecht doch\nnicht so! Ich knüpfe gerne ein Band mit Euch!\x0E\x04\x00\x00
