MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x12\x0Cゴルドマリー\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nHallo, Boucheron. Ich hoffe, es stört dich nicht,\ndass ich für dich Essen zubereitet habe.\x0E\x04\x00\x00
MID_RELIANCE_C_#018	\x0E\x03\x02\x0E\x0Cゴルドマリー\nEs gibt unbegrenzte Möglichkeiten, Perfektion\nmit Komplimenten zu überschütten. Du aber\nhast mir kaum ein einziges geliefert.\x0E\x04\x00\x00
MID_RELIANCE_C_#019	\x0E\x03\x02\x0E\x0Cゴルドマリー\nSicherlich fallen dir zumindest ein paar weitere\nnoch ein?\x0E\x04\x00\x00
MID_RELIANCE_C_#020	\x0E\x03\x02\x0C\nブシュロン\nWeißt du, Goldmary, ich bekomme langsam das\nGefühl, dass du ein klein wenig anspruchsvoll\nbist.\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x12\x0Cゴルドマリー\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nDanke für all die netten Komplimente, die du\nmir zu meiner Mahlzeit letztens gemacht hast.\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0C\nブシュロン\nNa ja, du hast mich ja praktisch dazu\ngezwungen.\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDeine Komplimente haben mich so glücklich\ngemacht, dass ich mich entschieden habe, eine\nweitere Mahlzeit für dich anzurichten.\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0C\nブシュロン\nDanke, aber heute hab ich schon ein belegtes\nBrot dabei.\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDas wird dich nie im Leben zufriedenstellen,\nwenn du erst siehst, was ich hier für dich habe.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0C\nブシュロン\nWhoa!\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x0E\x0Cゴルドマリー\nLocker geschlagenes Rührei... gedünstete\nMuscheln, in Speck gehüllt... Und natürlich noch\netwas frisches Obst.\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0E\x0Cゴルドマリー\nEs tut mir leid, sollte mein konkurrenzloses\nKönnen dieses simple Gericht zu unerträglichen\nHöhen der Göttlichkeit erhoben haben.\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0C\nブシュロン\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x0C\nブシュロン\nEs ist verlockend, versteh mich da nicht falsch.\nAber ich bleib trotzdem bei meinem Brot.\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDu willst tatsächlich diese goldene Perfektion\nverschmähen und dich mit solch Abfall\nabgeben?\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0C\nブシュロン\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0E\x0Cゴルドマリー\nWenn das wirklich ist, was du willst, dann muss\nich das hier wohl wegwerfen.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0C\nブシュロン\nHey, Moment, das wäre eine zu große\nVerschwendung! Ich esse es ja schon!\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0C\nブシュロン\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0C\nブシュロン\nDas war himmlisch! In dem Augenblick, da es\nmeine Zunge berührt hat, ist mein ganzer\nKörper vor Freude erzittert!\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0E\x0Cゴルドマリー\nKein schlechter Anfang... Aber du hast gewiss\nmehr als nur das zu sagen.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0C\nブシュロン\nSoll das ein Scherz sein?\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDu hast dich letztens gut geschlagen, aber ich\nhoffe, du lässt jetzt nicht nach. Du solltest stets\ndanach streben, dich selbst zu übertreffen.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0C\nブシュロン\nWas ich gerade gesagt habe, war noch nicht\ngenug?!\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDas war ein allgemeiner Kommentar. Was ist mit\njeder einzelnen Komponente der Mahlzeit? Jetzt\nnur nicht fahrig werden.\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDu könntest auch die ein oder andere Aussage\nzu meinen ästhetischen Entscheidungen treffen.\x0E\x04\x00\x00
MID_RELIANCE_B_#023	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch weiß, es ist überwältigend, aber falls du\ndazu nicht imstande bist, muss ich verhindern,\ndass du noch mehr davon isst.\x0E\x04\x00\x00
MID_RELIANCE_B_#024	\x0E\x03\x02\x0C\nブシュロン\nHmm. Das ist eine Schande. Ich wusste, dass\ndas passieren würde, und bin trotzdem\nhereingefallen...\x0E\x04\x00\x00
MID_RELIANCE_B_#025	\x0E\x03\x02\x0E\x0Cゴルドマリー\nHat es dir also dermaßen die Sprache\nverschlagen, dass du mir nicht einmal mehr ein\nkleines Kompliment machen kannst?\x0E\x04\x00\x00
MID_RELIANCE_B_#026	\x0E\x03\x02\x0E\x0Cゴルドマリー\nWenn dir das Essen so sehr zugesetzt hat, sollte\nich es wohl wieder aus dir herausprügeln, bevor\nes weiteren Schaden anrichtet...\x0E\x04\x00\x00
MID_RELIANCE_B_#027	\x0E\x03\x02\x0C\nブシュロン\nÄhm... Nicht nötig. Ich mach dir so viele\nKomplimente, wie du willst. Behalt deine Hände\nnur bei dir.\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x12\x0Cゴルドマリー\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\n...\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0C\nブシュロン\nBist du das, Goldmary? Warum sitzt du denn\nganz allein hier im Dunkeln?\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0E\x0Cゴルドマリー\nOh, hallo, Boucheron...\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch habe nun für so gut wie jeden Essen\nzubereitet und dabei kaum Lob eingeheimst.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0E\x0Cゴルドマリー\nAlle meinten, ich verlange zu viel. Jetzt will ich\nnur noch aufgeben...\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0C\nブシュロン\nDu kannst einem leidtun. Die haben alle noch\neiniges zu lernen.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0E\x0Cゴルドマリー\nFindest du?\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0C\nブシュロン\nSie wissen noch nicht, wie anspruchsvoll du\nbist. Du bist quasi die Weltmeisterin darin.\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0C\nブシュロン\nIch hab mich dahingegen langsam daran\ngewöhnt. Ich finde es sogar irgendwie niedlich.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0E\x0Cゴルドマリー\nBoucheron... Ich bin so froh...\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0C\nブシュロン\nAnderen so viel abzuverlangen, macht dich auf\ndeine Art und Weise charmant.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0C\nブシュロン\nUnd solange ich das so sehe, was kümmert es\ndich da, was irgendjemand anders denkt?\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0E\x0Cゴルドマリー\nOh, danke. Ich fühle mich schon viel besser.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0E\x0Cゴルドマリー\nUnd nun, da mein Lächeln wieder eine Million\nGoldstücke wert ist, muss ich dir zum Dank\ndirekt etwas kochen.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0C\nブシュロン\nDu willst etwas für mich kochen?\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0E\x0Cゴルドマリー\nGanz genau. Ich werde dir von nun an\nregelmäßig Essen machen.\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0C\nブシュロン\nJetzt gleich?\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0E\x0Cゴルドマリー\nKeine Sorge. Ich werde nicht darauf bestehen,\ndass du mich wieder mit endlosem Lob\nüberschüttest.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDu hast mir bereits so viel davon gegeben, dass\nes für mein ganzes Leben reicht.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0E\x0Cゴルドマリー\nVon jetzt an genügt es also, wenn du dich\nentspannst und einfach genießt, was ich für\ndich zubereite.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0C\nブシュロン\nIch hätte nichts dagegen, dir weitere\nKomplimente zu machen, wenn es dich\nglücklich macht.\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0E\x0Cゴルドマリー\nWirklich? Meinst du das auch so?\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0C\nブシュロン\nWas ist los?\x0E\x04\x00\x00
MID_RELIANCE_A_#024	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch hoffe, etwas mehr Salz wird dich nicht\nstören. Denn du bist so nett, dass ich meine\nTränen nicht zurückhalten konnte.\x0E\x04\x00\x00
MID_RELIANCE_A_#025	\x0E\x03\x02\x0C\nブシュロン\nDeine Tränen? Oh nein...\x0E\x04\x00\x00
MID_RELIANCE_A_#026	\x0E\x03\x02\x0C\nブシュロン\nIch muss das Wort nur hören, schon will ich\nselbst gleich weinen!\x0E\x04\x00\x00
MID_RELIANCE_A_#027	\x0E\x03\x02\x0E\x0Cゴルドマリー\nAh... Du bist so einfühlsam...\x0E\x04\x00\x00
MID_RELIANCE_A_#028	\x0E\x03\x02\x0E\x0Cゴルドマリー\nDas bewundere ich an dir, Boucheron. Es ist\nwirklich bezaubernd.\x0E\x04\x00\x00
MID_RELIANCE_A_#029	\x0E\x03\x02\x0E\x0Cゴルドマリー\nIch mache mich jetzt ans Kochen. Ich kann\nkaum abwarten zu hören, was du alles darüber\nsagen wirst.\x0E\x04\x00\x00
MID_RELIANCE_A_#030	\x0E\x03\x02\x0C\nブシュロン\nTja, du lieferst das Essen und ich die\nKomplimente – und am Schluss haben wir beide\nwas davon.\x0E\x04\x00\x00
