MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nGlaub ja nicht, ich wäre irgendeine\nWischiwaschi-Adlige. Ich bin stärker, als ich\naussehe.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nIch hätte nicht gedacht, ein Emblem wie Euch in\nElusia zu finden. Ich denke, wir werden prächtig\nmiteinander auskommen!\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x06\x04リン\nJa. Ich mag von einer anderen Art Adel sein als\nIhr, doch ich bin sicher, wir finden\nGemeinsamkeiten.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nMorgen, Lyn! Zeit, die frische, taufeuchte Luft\nzu schnuppern!\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x06\x04リン\nMoment, es ist ja noch nicht mal Morgengrauen.\nIhr müsst die Nacht zumindest enden lassen,\nbevor Ihr „Guten Morgen“ sagt!\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nIhr hattet recht. Wir haben viel gemeinsam.\nIch bin auch eine Frühaufsteherin.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nHahaha, meint Ihr wirklich? Wusste ich es doch!\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nWas haltet Ihr davon, wenn wir zusammen\ntrainieren? Ich wette, Ihr könntet ordentlich an\nMuskelmasse zulegen mit meiner Routine!\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x06\x04リン\nIch glaube eigentlich nicht, dass ich noch mehr\nMuskeln bekommen kann. Aber es klingt nach\nSpaß, also... warum nicht?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nブシュロン\nIch genieße unsere Reise sehr. Wo immer wir\nhingehen, meine Freunde sorgen dafür, dass ich\nmich nicht verlaufe.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x06\x04リン\nEs ist schön, nicht wahr, nicht immer ein\ntapferes Gesicht aufsetzen zu müssen. Man\ndarf das Leben auch mal genießen.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nブシュロン\nIch lese sehr gerne Geschichten. Wenn Ihr\nwelche kennt, die Ihr mit mir teilen möchtet,\nbin ich ganz Ohr.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x06\x04リン\nEs gibt eine Erzählung, die ich dir weitergeben\nkann. Über die wunderbaren Dinge, die ich auf\nmeiner Reise erlebt habe.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nブシュロン\nIch bin immer noch zu Tränen gerührt von der\nGeschichte, die Ihr mir erzählt habt, Lyn!\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nIch habe beschlossen, ebenfalls große Taten\nvollbringen zu wollen, ganz wie Ihr.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x06\x04リン\nDanke fürs Zuhören. Und ich finde, es ist toll,\nein Ziel zu haben.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x06\x04リン\nDie Realität kann oft seltsamer sein als Fiktion.\nIch wette, deine Reise wird spannender sein als\njede Geschichte.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nエーティエ\nIhr seid so anmutig, Lyn. Mit etwas mehr\nTraining hätten Eure Muskeln sogar noch\nMuskeln.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x06\x04リン\nIch habe den Umgang mit Schwert und Bogen\ntrainiert, aber über Muskeltraining habe ich\nnoch nie nachgedacht. Eine interessante Idee.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nJedes Mal, wenn ich dich sehe, trainierst du.\nWas treibt dich dazu an, so hart an dir zu\narbeiten?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nIch könnte meine Muskeln trainieren oder auf\nder faulen Haut liegen und nichts tun. So\ngesehen ist es eine einfache Entscheidung.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nDas Muskeltraining ist dir wichtig, aber ich\nmache mir Sorgen, dass du es damit übertreibst.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nGlaubt mir, was für Euch nach zu viel aussehen\nmag, ist für mich genau das Richtige. Ich kenne\nmeine Grenzen.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nUnd mit jedem Training gehe ich an meine\nGrenzen und setze sie neu, damit ich weiter\nüber mich hinauswachsen kann.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x06\x04リン\nWenn du das sagst. Ich mache mir zwar weiter\nSorgen, aber ich vertraue auf deine Fähigkeit,\njede Hürde überwinden zu können.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIch bin stärker geworden, um für den Frieden\nkämpfen zu können, aber manchmal befürchte\nich, der Krieg könnte niemals enden.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x06\x04リン\nAlles findet ein Ende... auf die ein oder andere\nWeise. Ich weiß, Ihr seid nervös, doch verliert\nnicht die Hoffnung.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIch komme nicht umhin, Euch zu beneiden, Lyn.\nEuer Leben erscheint mir so frei und\nungehemmt.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x06\x04リン\nFreiheit geht einher mit Gefahr. Aber ich weiß\nauch, dass manche Freiheiten das Risiko wert\nsind.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nDanke, dass Ihr mit mir zusammen Tee trinkt.\nIch habe stets viel Freude an unseren Unter-\nhaltungen.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x06\x04リン\nSo geht es mir auch. Ich hoffe, wir können das\nbald wiederholen.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nNatürlich. Die Geschichten, die Ihr mir von Eurer\nWelt erzählt, bringen mich dazu, meine eigene\nHerangehensweise ans Leben zu überdenken.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x06\x04リン\nDerweil lerne ich eine Menge über Tee. Es gibt\nso vieles jenseits der Ebenen, das ich nicht\nkannte.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04ルイ\nGanz nebenbei, habt Ihr irgendwelche Freunde,\nvor denen Ihr ganz Ihr selbst sein könnt?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04リン\nNun, all die vielen Freunde, an deren Seite ich\ngekämpft habe beispielsweise. Oder ist das\nnicht, was du meintest?\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nDa war diese eine Freundin von mir, Florina.\nSie war so liebenswert. Wir haben viel Zeit\nmiteinander verbracht.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nPerfekt! Das ist genau, worauf ich gehofft hatte!\nBitte erzählt mir alles darüber.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04ルイ\nVon liebenswürdigen Freunden umgeben zu\nsein... dem wohnt so viel Wärme inne. Ich würde\ndarin verschwinden, wenn ich könnte.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04リン\nIch habe noch nie jemanden getroffen, der so\nviel Freude daran hat, anderen dabei zuzusehen,\nwie sie miteinander Spaß haben.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nVergnügen kommt in allerlei Formen,\neinschließlich dieser. Nun, wollen wir Euch ein\npaar neue Freunde suchen?\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04リン\nHey! Das ist mein Ring! Wie vielen Leuten willst\ndu mich denn vorstellen?!\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06クロエ\nIch frage mich, was für Essen wir wohl in der\nnächsten Stadt finden werden. Habt Ihr irgend-\neine Leibspeise, Lyn?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x06\x04リン\nGute Frage. Fleischbällchen, Wildschweinklöße,\nWurst... Die meisten Arten Fleisch, schätze ich.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nDu isst immer so saftige Sachen. Mir würde das\nWasser im Mund zusammenlaufen, wenn das\nmöglich wäre.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nUnd das zu recht, es ist alles so lecker! Ich\nwünschte, ich könnte auch mal was aus Eurer\nWelt probieren.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06クロエ\nHey, Lyn! Seht nur, was ich mir geholt habe!\nIn Pfeffer gerollter Gecko, frittiert in Froschöl!\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x06\x04リン\nOh, ist das... etwa für mich? Oh nein. Wie\nschade. Embleme können gar nichts essen.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nOh... Hab ich ganz vergessen, tut mir echt leid.\nKommt, ich beschreibe Euch den Geschmack bis\nins kleinste Detail, während ich esse.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x06\x04リン\nBis ins kleinste Detail? Nein, danke. Vielleicht\nein andermal, wenn du etwas Gewöhnlicheres\nisst.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEmblem Lyn... König Hyacinth nutzte Eure\nMacht, um meinen Vater zu verletzen und\ngefangen zu nehmen. Ich... Ich kann nicht...\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x06\x04リン\nIch verstehe das... und es tut mir leid. Ich wurde\nvom Dämonendrachen kontrolliert. Aber ich\nweiß, das ist kein wirklicher Trost...\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEurer Macht wohnt eine vertraute Wärme inne,\nLyn. Eure Entschlossenheit erinnert mich an\nmeinen Vater.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x06\x04リン\nEs ehrt mich, das zu hören, Diamant. Ich sehe es\nals ein Zeichen an, dass wir beginnen, einander\nzu vertrauen.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIch entschuldige mich für mein Verhalten, Lyn.\nIch strebe nach Frieden, und doch halte ich an\nmeiner Verbitterung Euch gegenüber fest.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x06\x04リン\nEntschuldigt Euch nicht dafür, Diamant. Ich ver-\nstehe das. Wenn ich jemand Wichtiges verloren\nhätte, würde ich mich auch so verhalten.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nIch möchte, dass wir von heute an wahre\nKriegskameraden sind, die Seite an Seite\nkämpfen. Werdet Ihr mich akzeptieren?\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x06\x04リン\nNatürlich! Nichts wäre mir lieber. Zusammen\nkönnen wir noch viel stärker werden.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08アンバー\nWenn wir Alpakas in unserem Team hätten,\nwürden wir niemals verlieren! Könntet Ihr mir\nwohl helfen, welche zu trainieren, Lyn?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x06\x04リン\nIch habe noch nie darüber nachgedacht, Alpakas\nzu rekrutieren. Ich schätze, sie könnten ziemlich\nstark sein unter all dem Flauschefell...\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nHmm. Seltsam. Ich fand Alpakas immer\nkomisch, aber nun frage ich mich, wie ich ihren\nCharme nicht eher bemerken konnte...\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nJa! Alpakas sind die Besten. Sie haben mir dabei\ngeholfen, das Leben auf dem Land zu über-\nstehen, bevor ich hierherkam.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nOooh, ich wünschte, wir hätten Alpakas hier...\nIch würde so gerne eins streicheln. Was rede\nich denn da?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08アンバー\nHahaha! Zu spät, Lyn. Das hab ich gehört! Ihr\nwurdet überwältigt von der Macht der Alpakas!\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x06\x04リン\nIch gebe es nur ungern zu, aber du hast wohl\nrecht... und ich glaube, deine Kraft weiß ich\nmittlerweile auch zu schätzen.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nWirklich? Ehrlich?! Dabei seid Ihr so viel toller\nals ich! Ich bin irgendwie ganz sprachlos... aber\nauch sehr glücklich.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nDu schaust ja so ernst drein, Jade... Wenn ich\ndich im letzten Kampf irgendwie verärgert habe,\nmusst du mir das nur sagen.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nNein, es ist alles in Ordnung, Lyn. Ich habe nur\nEuer Lächeln bewundert. Es ist... sehr\nerfrischend.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nIch finde, das Lachen ist die höchste Form des\nAusdrucks. Es ist mysteriös und tiefgründig...\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x06\x04リン\nIch sehe, du nimmst das Lachen sehr ernst.\nDeine Leidenschaft fürs Komische ist sehr\ninspirierend.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nBei deinem Roman habe ich mich beinahe tot-\ngelacht, Jade! Ich finde es erstaunlich, wie gut\ndu deine humorvolle Seite verbirgst.\x0E\x04\x00\x00
