MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ルイ\x022\n\x0E\x03\x02\x0A\x08リュール\nLouis? Was machst du denn da?\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x0A\x08リュール\nDann sind wir uns ja einig. Gut, ich schätze...\nich lass dich dann mal wieder allein...\x0E\x04\x00\x00
MID_RELIANCE_C_#018	\x0E\x03\x02\x06\x04ルイ\nWunderbar, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche. Ich nehme an, ich\nkonnte jegliche Bedenken Eurerseits aus der\nWelt schaffen.\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ルイ\x022\n\x0E\x03\x02\x06\x04ルイ\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0A\x08リュール\nHallo, Louis.\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x06\x04ルイ\nOh! Ich grüße Euch, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche.\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0A\x08リュール\nBetrachtest du wieder irgendwelche Leute\nbeim Gespräch? Wenn ich dich störe, kann\nich auch wieder gehen.\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x06\x04ルイ\nOh nein, Ihr habt mich in keinster Weise gestört.\nIch war nur gerade in Gedanken über meine\nFamilie versunken.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x06\x04ルイ\nIch ließ drei jüngere Brüder zurück in meiner\nHeimatstadt.\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x0A\x08リュール\nUnter deinen Geschwistern bist du also der\nÄlteste?\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x06\x04ルイ\nJa, der älteste von vier Brüdern.\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0A\x08リュール\nOh. Es war bestimmt anstrengend, der große\nBruder sein zu müssen.\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x06\x04ルイ\nAuf gewisse Weise schon.\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x06\x04ルイ\nUnsere Mutter verstarb früh, also lag es an\nmir, die anderen großzuziehen.\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x06\x04ルイ\nAber ich liebte sie alle. Und irgendwie haben wir\nuns gemeinsam durchgeschlagen.\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0A\x08リュール\nVielleicht bist du deswegen so ein fähiger\nGetreuer geworden. Weil du dich so gut um\ndeine Brüder gekümmert hast.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x06\x04ルイ\nDa könntet Ihr sogar recht haben. Es braucht\nschon einiges, um mich aus der Fassung zu\nbringen.\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x06\x04ルイ\nUnd nun, da ich so darüber nachdenke... Auf\ndiese Weise aufzuwachsen, hat womöglich auch\nmeinen kleinen Zeitvertreib hervorgebracht.\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0A\x08リュール\nWie meinst du das?\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x06\x04ルイ\nSeine Jugend in einem rein männlichen Haushalt\nzu verbringen, beschert einem nun mal ein recht\nbegrenztes Weltbild.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0A\x08リュール\nDas... mag sein.\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0A\x08リュール\nTun deine jüngeren Brüder so etwas auch?\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x06\x04ルイ\nOh nein, keineswegs.\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0A\x08リュール\nDann fällt deine Theorie aber bereits in sich\nzusammen. Es liegt wohl doch an dir selbst,\nLouis.\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x06\x04ルイ\nHahaha. Ein wahres Rätsel.\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ルイ\x022\n\x0E\x03\x02\x06\x04ルイ\nDanke für Eure Hilfe, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche.\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x06\x04ルイ\nIch hatte schon immer große Schwierigkeiten zu\nentscheiden, was für Geschenke ich meinen\nBrüdern kaufen sollte.\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0A\x08リュール\nDas war doch nichts. Ich wette, sie würden sich\nüber jede Art von Geschenk freuen, solange es\nvon ihrem großen Bruder kommt.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0A\x08リュール\nWie sieht es übrigens mit dem Brief aus? Du\nmeintest doch, du wolltest den Geschenken\neinen beilegen?\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x06\x04ルイ\nUrsprünglich hatte ich dies beabsichtigt, ja,\ndoch ich denke, ich habe mich umentschieden.\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0A\x08リュール\nWieso denn das?\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x06\x04ルイ\nNun, eigentlich hatte ich in der Tat geplant,\nGeschenke und einen Brief zu schicken, da ich\nnicht weiß, wann ich wieder heimkehre.\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x06\x04ルイ\nDoch als dann der Brief anstand und ich den\nStift in die Hand nahm, starrte ich bloß aufs\nleere Papier und fand keine Worte.\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0A\x08リュール\nIch würde mir gar keinen großen Kopf um\nFormulierungen machen. Schreib einfach auf,\nwas du fühlst.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x06\x04ルイ\nIch soll mein Herz frei sprechen lassen...\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x06\x04ルイ\n„Wie geht es euch? Mir geht es gut.“ Puh, dieser\nBriefanfang liest sich, als hätte ihn ein Kleinkind\ngeschrieben...\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0A\x08リュール\nAch was, es ist wie mit dem Geschenk! Sie\nwerden sich freuen, von ihrem großen Bruder\nzu hören – egal, was du schreibst!\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08リュール\nWichtig ist nur, dass du ihnen schreibst, was du\nfühlst. Wann immer die Gelegenheit sich dazu\nergibt, solltest du sie auch ergreifen.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x06\x04ルイ\nWeise Worte...\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x06\x04ルイ\nIhr habt natürlich recht. Ich danke Euch. Ich\nwerde den Geschenken nun doch einen Brief\nhinzufügen.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x06\x04ルイ\nUnd wenn ich meinen Brüdern schon schreibe,\nso will ich ihnen auch alles über Euch erzählen.\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0A\x08リュール\nDu willst über mich schreiben?\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x06\x04ルイ\nMeine Brüder müssen erfahren, wie\nwundervoll Ihr seid.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x06\x04ルイ\nIhr werdet doch gewiss keine Einwände haben,\ndass ich meiner Familie \x0E\x0A\x00P&einen teuren Freund&eine teure Freundin\nvorstellen möchte, oder?\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0A\x08リュール\nOh, Louis. Du machst mich ganz verlegen.\nAber... ich fände es schön.\x0E\x04\x00\x00
MID_RELIANCE_S_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04ルイ\x022\n\x0E\x03\x02\x0A\x08リュール\nTut mir leid, dass du so lange warten musstest.\nAlso, worüber wolltest du mit mir reden?\x0E\x04\x00\x00
MID_RELIANCE_S_#002	\x0E\x03\x02\x06\x04ルイ\nIch danke Euch, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche, dass Ihr Euch die\nZeit für ein Treffen mit mir nehmt.\x0E\x04\x00\x00
MID_RELIANCE_S_#003	\x0E\x03\x02\x06\x04ルイ\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#004	\x0E\x03\x02\x0A\x08リュール\nÄhm... Louis?\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x06\x04ルイ\nDarf ich Euch vielleicht etwas Tee anbieten?\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x0A\x08リュール\nDanke, nicht nötig. Du wolltest also etwas\nmit mir besprechen?\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x06\x04ルイ\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x0A\x08リュール\nDu scheinst mir heute recht unruhig zu sein.\nStimmt etwas nicht?\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x06\x04ルイ\nBitte entschuldigt. Ich hatte gehofft, meine\nBeunruhigung etwas besser verbergen zu\nkönnen.\x0E\x04\x00\x00
MID_RELIANCE_S_#010	\x0E\x03\x02\x06\x04ルイ\nIch bat Euch hierher, um Euch frank und frei\neine Frage zu stellen.\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x06\x04ルイ\nUnd dennoch zittern mir die Hände, ist mein\nGesicht mit Schweiß benetzt und fühlen sich\nmeine Füße bleiern.\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x0A\x08リュール\nFalls dich irgendwas stören sollte, frag nur,\nund ich werde mein Bestes tun, dir zu helfen.\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x06\x04ルイ\nEs geht um meine Brüder, wisst Ihr. Sie\nwünschen sich nichts sehnlicher, als Euch\nnach Ende des Krieges kennenzulernen.\x0E\x04\x00\x00
MID_RELIANCE_S_#014	\x0E\x03\x02\x0A\x08リュール\nIst das etwa alles? Aber selbstverständlich.\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x06\x04ルイ\nDas ist mitnichten alles. Der Grund für das\ngewünschte Kennenlernen ist es, der mich in\nAufruhr versetzt. Wie soll ich es formulieren...\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x06\x04ルイ\nWie es den Anschein hat, ist meinen Brüdern\nnicht entgangen, wie viel Ihr mir bedeutet,\n\x0E\x0A\x00*\x14Göttlicher\x12Göttliche.\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x0A\x08リュール\nWas?\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x06\x04ルイ\nDer Brief, den ich ihnen schickte, enthielt so\neiniges an... überschwänglichem Lob für Euch.\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x06\x04ルイ\nIn ihrem Antwortbrief erwähnten sie, dass sie\num jeden Preis diese eine Person kennenlernen\nmüssen, von der ich so begeistert berichtete.\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x06\x04ルイ\nSie schickten sogar den Familienring meiner\nMutter mit, auf dass ich ihn Euch überreiche.\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0A\x08リュール\nDarum geht es also.\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x06\x04ルイ\nVergebt mir, dass ich Euch in solch eine\nmissliche Lage gebracht habe.\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0A\x08リュール\nEin hübscher Ring. Und du willst ihn mir\ntatsächlich geben?\x0E\x04\x00\x00
MID_RELIANCE_S_#025	\x0E\x03\x02\x06\x04ルイ\nBitte?\x0E\x04\x00\x00
MID_RELIANCE_S_#026	\x0E\x03\x02\x06\x04ルイ\nJa. Wenn Ihr ihn annehmen würdet, würde mich\ndas sehr glücklich machen.\x0E\x04\x00\x00
MID_RELIANCE_S_#027	\x0E\x03\x02\x0A\x08リュール\nVielen Dank, Louis.\x0E\x04\x00\x00
MID_RELIANCE_S_#028	\x0E\x03\x02\x0A\x08リュール\nDu hast dich so lange und gut um deine Familie\ngekümmert, dass ich mich glücklich schätzen\nwürde, wenn du dasselbe nun für mich tust.\x0E\x04\x00\x00
MID_RELIANCE_S_#029	\x0E\x03\x02\x0A\x08リュール\nDeshalb habe ich auch ein passendes Geschenk\nfür dich, falls du es denn annehmen möchtest.\nDen Paktring.\x0E\x04\x00\x00
MID_RELIANCE_S_#030	\x0E\x03\x02\x06\x04ルイ\nIhr seid zu gütig, \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_RELIANCE_S_#031	\x0E\x03\x02\x06\x04ルイ\nSobald dieser Krieg vorüber ist, müssen wir\nmeine Heimat besuchen und von den Trauben\nkosten, für die sie so berühmt ist.\x0E\x04\x00\x00
MID_RELIANCE_S_#032	\x0E\x03\x02\x0A\x08リュール\nDas würde mir gefallen. Und deine Familie\nmöchte ich natürlich auch kennenlernen.\x0E\x04\x00\x00
MID_RELIANCE_S_#033	\x0E\x03\x02\x06\x04ルイ\nEs fühlt sich eigenartig an, unsere Bande über\nunser Dienstverhältnis hinaus zu vertiefen. Doch\nich bin froh, diesen Schritt gewagt zu haben.\x0E\x04\x00\x00
