MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nDen größten Teil meiner Kindheit verbrachte ich\nverborgen in einem Schloss. Wenn ich mal\nhinauskam, fühlte sich alles so frisch an.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nIch wurde als Königlicher geboren, doch Ihr habt\nEuer Schicksal selbst ausgewählt. Das finde ich\nfantastisch.\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06カムイ\nDanke. Meine Herkunft war kompliziert, aber\nletztlich war es genau das, was mir die freie\nAuswahl ermöglicht hat.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nIch hatte niemals die Möglichkeit, meinen Pfad\nzu wählen. Ich frage mich manchmal, ob das\ngut war.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x08\x06カムイ\nBei jedem entwickelt sich das Leben anders.\nIhr wisst nie, wann Ihr Euren Scheideweg\nerreicht.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x08\x06カムイ\nEines Tages bestimmt Ihr die Zukunft Eures\nKönigreichs. Das allein ist schon eine große\nEntscheidung.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch nehme mir diese Worte zu Herzen und\nwerde dies gründlich durchdenken, bevor die\nZeit gekommen ist.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nDu bist ein guter Gefährte, Boucheron. Ich\nspüre, wie ich durch die Kämpfe an deiner Seite\nstärker werde.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nIhr seid aber auch ein Quell der Zuversicht.\nIch hoffe, Ihr bleibt bei mir, wenn ich nachts\nallein unterwegs bin.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nブシュロン\nHat Euch unser letzter Kampf erschöpft?\nIch wollte etwas Angeln gehen, zum\nEntspannen. Kommt Ihr mit?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x08\x06カムイ\nIch bin dabei. Und selbst wenn wir uns\nunterwegs verirren sollten, werden wir beide\nschon eine Lösung finden.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nブシュロン\nNoch einmal: Es tut mir echt leid. Ich kann nicht\nglauben, dass ich mich am helllichten Tag auf\ndem Rückweg vom Angeln verlaufen habe.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06カムイ\nDas ist in Ordnung. Ich habe auf dem langen\nRückweg den Anblick der Sonnenstrahlen\ngenossen, die durch die Bäume fielen.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x08\x06カムイ\nDer sonnige Wald war eine schöne Abwechslung\nzu den langen Nächten, in denen ich\naufgewachsen bin.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\nIhr seid immer so nett zu mir, Corrin. Ich hoffe,\nich kann lernen, genau wie Ihr immer das\nPositive zu sehen.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nDu bist körperlich in ausgezeichneter Form,\nEtie. Das lenkt ja schon fast ab, wenn wir\ngemeinsam kämpfen.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nHa, danke! Euer Lob verschafft mir so viel\nEnergie, dass ich gleich mal eine Runde laufen\nmuss. Bis später!\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nエーティエ\nCorrin! Habe ich da gerade gesehen, wie Eure\nArmmuskeln eine Sekunde lang so richtig groß\nund fest wurden?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06カムイ\nDu hast wohl einen Teil meiner Drachenform\ngesehen. Es ist beeindruckend, ich weiß, aber\nbitte versuche mich nicht zu imitieren.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nエーティエ\nEs war freundlich von Euch zu sagen, ich sei\nkörperlich in Bestform, aber Euch kann ich\ntrotzdem nicht das Wasser reichen.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06カムイ\nDas ist nicht wahr. Abgesehen von meiner\nDrachenverwandlung habe ich gar nicht so viele\nMuskeln.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nDoch Ihr seid im Geiste stärker als ich. Wenn ich\ngenauso zäh werden will wie Ihr, habe ich noch\neinen langen Weg vor mir.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06カムイ\nEtie. Ich habe gesehen, wie stark dein Wille ist.\nWas immer du werden möchtest, wirst du\nschaffen können.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nWie ich hörte, mögt Ihr Tee, Céline. Das ist\nschon mal eine Sache, die wir gemeinsam\nhaben.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0A\x08セリーヌ\nTatsächlich? Wie schön, dass wir die gleichen\nInteressen teilen. Bitte erzählt mir alles über\nEure Lieblingssorten.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nEs fasziniert mich, von Euren Lieblingstees zu\nhören. Ihr beschreibt sie so genau, dass ich sie\npraktisch schmecken kann.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06カムイ\nEs ist eine Schande, dass ich sie nie wieder\ngenießen kann. Nichts geht über ein Tässchen\nTee nach einer Schlacht.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIch habe Euch Tee bereitet, Corrin. Ihr mögt ihn\nnicht schmecken können, aber vielleicht tut\nEuch der Duft gut.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06カムイ\nAh! Das riecht genau wie der Tee, den mein\nDiener mir immer zubereitet hat, wenn ich\nerschöpft war.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nWunderbar. Ich habe ihn nach Eurer\nBeschreibung gebrüht. Ihr tatet mir so leid, weil\nIhr ihn jetzt nicht mehr kosten könnt.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06カムイ\nIch bin gerührt, dass Ihr meinetwegen so viel\nMühe auf Euch genommen habt. Niemand brüht\nden Tee so gut auf wie Ihr, Céline.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nSo, wie du immer einen Schritt hinter mir bist,\nerinnerst du mich an meinen Diener von früher.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nDer Unterschied zu Eurem Diener ist aber, dass\nich einen Schritt zurückbleibe, um praktisch\nunsichtbar zu sein.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nDu musst gar nicht unsichtbar sein, Louis.\nIch habe dich gerne um mich.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nIch hätte sagen sollen, dass ich gerne mit dem\nHintergrund verschmelze.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nJetzt verstehe ich dich, Louis. Du willst mit dem\nHintergrund verschmelzen, um deiner\nLeidenschaft des Beobachtens zu frönen.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nGenau das. Wie Ihr seht, müsst Ihr Euch keine\nSorgen über meine Unsichtbarkeit machen.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06カムイ\nAber ich sehe auch gerne, wie Leute sich\nmiteinander verstehen. Du solltest mich\nnächstes Mal mitnehmen!\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nAh! Ihr und ich, unsichtbar für alle außer\nfüreinander... Welch faszinierende Dynamik,\ndie ich noch gar nicht bedacht hatte.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06クロエ\nWisst Ihr, was ein gutes Bild abgeben würde?\nIhr und ein hübscher Prinz. Oder ein\ngehorsamer Diener!\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06カムイ\nChloé, wenn wir Seite an Seite kämpfen wollen,\nsolltest wohl du diejenige neben mir sein.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06クロエ\nKönnt Ihr Euch wirklich in einen Drachen\nverwandeln? Das ist ja perfekt! Wir müssen\nEuch einen König oder eine holde Maid finden.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06カムイ\nDu hast schon wieder diesen entrückten Blick.\nIch traue mich kaum zu fragen, wen du dir jetzt\ngerade an meiner Seite vorstellst.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nWir haben jetzt so lange zusammengearbeitet,\naber du stellst dir nie dich an meiner Seite vor,\nChloé.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\nTut mir leid, Corrin. Aber ich bin nur eine\nRitterin. Ihr braucht jemanden neben Euch, der\nviel epischer ist.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06カムイ\nUnfug. Wie viele Kämpfe haben wir bereits\ngemeinsam gefochten? Wir sind doch schon\ngute Partner.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nAch, das ist aber lieb von Euch. Wir beide,\nSeite an Seite, das muss wirklich ziemlich\nmagisch sein!\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nUm ein Königreich zu erschaffen und zu\nbeschützen, bedarf es einer mächtigen Armee...\ndoch dies verlangt viel Zurückhaltung.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06カムイ\nIn der Tat. Zu viele Konflikte enden damit, dass\neine der beteiligten Seiten vernichtet wird.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nIch war einst gezwungen, eine schreckliche\nEntscheidung in einem grausamen Krieg zu\ntreffen. Danach gab es kein Zurück mehr.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nIch verstehe. Die Herrschaft über mein König-\nreich mag einst auch solche unmöglichen\nEntscheidungen verlangen. Ich muss bereit sein.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nIch bereue meine Wahl nicht. Doch ich frage\nmich manchmal, ob es eine andere Möglichkeit\ngegeben hätte.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nMit welcher Strategie genau? Nicht angreifen,\naber auch nicht fliehen? Sich beiden Seiten\nergeben?\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06カムイ\nWenn Ihr es so ausdrückt... bin ich gar nicht\nsicher, welche Folgen eine solche Entscheidung\ngehabt hätte.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nEs war sicher schwer, aber Ihr seid vor der\nharten Entscheidung nicht davongelaufen.\nIch bewundere Eure Willensstärke, Corrin.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nMeine Heimat war eine von Klippen umgebene\nAlpakafarm. Und wie war Euer Zuhause so,\nCorrin?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06カムイ\nIch hatte zwei Orte, die ich Zuhause nannte.\nEines in der Dunkelheit, das andere im Licht...\nMoment, was ist ein Alpaka?\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nAlpakas sind die Besten! Sie haben vier Beine,\nlange Hälse, flauschige Wolle am ganzen\nKörper...\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06カムイ\nWenn man den Flausch weglässt, klingen sie\nwie ich in Drachengestalt. Welche Spannweite\nhaben ihre Flügel?\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nNun, also, Alpakas haben keine Flügel... aber\nwenn sie welche hätten, sähen sie bestimmt\nsuperniedlich aus!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06カムイ\nDu liebst Alpakas wirklich, richtig? Deine Augen\nleuchten jedes Mal, wenn du von ihnen sprichst.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nIch liebe sie, sehr sogar, aber es hilft auch, dass\nes so viel Spaß macht, mit Euch zu reden,\nCorrin!\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06カムイ\nHahaha, ich bin froh, das zu hören. Ich unter-\nhalte mich auch gerne mit dir, Amber. Du bist\nein toller Verbündeter.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nIch habe gehört, du schreibst Romane, Jade.\nDürfte ich sie irgendwann einmal lesen?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nNatürlich dürft Ihr. Ich bin sogar sehr gespannt\ndarauf, wie sie Euch gefallen, Corrin.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nCorrin? Ihr seht aufgebracht auf... Wenn meine\nRomane Euren Geschmack nicht treffen, sagt es\nmir ruhig. Ich kann damit umgehen.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x08\x06カムイ\nNein, nein. Dich zu sehen erinnert mich daran,\nwie lustig sie sind, und... ich kann mein Lachen\nnicht... unterdrücken. Ahahahaha!\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nHabt Ihr Euch wieder beruhigt, Corrin? Oder\nbekommt Ihr schon wieder einen Kicheranfall,\nnur weil Ihr mich hier stehen seht?\x0E\x04\x00\x00
