MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08リュール\nDanke für die Hoffnung, die du mir in jenem\nMoment gezeigt hast. Ohne dich hätte ich\nwomöglich aufgegeben.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nエーティエ\nIhr starrt diese Blume ja wirklich intensiv an.\nWas ist denn los?\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x08\x06ルキナ\nIn der Welt, in der ich aufwuchs, blühten\nBlumen nur äußerst selten. Dies ist ein unge-\nwohnter Anblick für mich.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nエーティエ\nKlingt, als hättet Ihr ziemlich schwere Zeiten\ndurchgemacht. Seid Ihr deshalb so\ndurchtrainiert?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06ルキナ\nDarüber habe ich nie wirklich nachgedacht, aber\nes ist gut möglich.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nエーティエ\nHey, Lucina. Gibt es irgendetwas, das Ihr gerne\ntun würdet, wenn dieser Krieg vorbei ist?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06ルキナ\nHmmm. Bevor ich wieder in den Ring zurück-\nkehre, würde ich gerne einen Ort besuchen, den\nich noch nie gesehen habe.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x08\x06ルキナ\nAußerdem möchte ich so viele Blumen wie\nmöglich sehen. Ich mag sie sehr. Sie sind für\nmich ein Symbol des Friedens.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエーティエ\nDann werde ich Euch meine Heimatstadt zeigen!\nWenn Ihr Blumen mögt, werdet Ihr es dort\nlieben.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIch wünsche Euch einen guten Tag, Lucina, und\nvielen Dank für Eure Hilfe im Kampf neulich.\nHättet Ihr heute Zeit, ein wenig zu plaudern?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06ルキナ\nNatürlich. Seine Verbündeten zu kennen, kann\nauch im Kampf von Vorteil sein. Also erzählt\nmir alles über Euch.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nJe mehr ich von der zerstörten Welt Ylisse höre,\ndesto mehr wird mir bewusst, wie behütet ich\nimmer war.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06ルキナ\nIch möchte widersprechen. Ihr kämpft so hart\nwie alle anderen auch. Firene wird niemals\ndasselbe Schicksal ereilen wie meine Heimat.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nWas glaubt Ihr, was wir tun sollten, um wahren\nFrieden zu schaffen, Lucina?\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06ルキナ\nSucht zunächst einmal nach friedlichen\nLösungen für Probleme. Gewalt sollte stets das\nletzte Mittel sein.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x08\x06ルキナ\nIch bin nur eine einzige Person, aber ich werde\nmein Schwert führen, wenn es nötig ist, um\njene zu beschützen, die ich liebe.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nWas das betrifft, sind wir uns gleich. Lasst uns\nweiter nach Frieden streben, so gut wir können.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ルイ\nAlle scheinen Euch sehr zu mögen, Lucina. Ich\nfinde das ganz prächtig.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x08\x06ルキナ\nÄh... ist das so ungewöhnlich? Ich bin mir\nsicher, ich habe nicht sonderlich viel mehr\nFreunde als andere auch.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ルイ\nGestattet die Frage: Würdet Ihr lieber jemanden\nwie eine große Schwester behandeln oder selbst\nfür jemanden eine große Schwester sein?\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06ルキナ\nEs wäre mir etwas unangenehm, selbst so\ngenannt zu werden. Aber es wäre schön, eine\nSchwester zu haben.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nLouis, worauf willst du überhaupt hinaus mit all\nden Fragen, die du mir stellst?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nMuss ich denn auf irgendetwas Bestimmtes\nhinauswollen? Ich bin bloß von Natur aus neu-\ngierig, wie andere miteinander verkehren.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06ルキナ\nIhr beobachtet also gerne andere, ich verstehe.\nDoch woher das besondere Interesse an mir?\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nIst das so undenkbar? Eure Umstände sind so\neinzigartig, dass ich nicht anders kann, als\nganz fasziniert von Euch zu sein.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06クロエ\nHey, Lucina. Wenn Ihr etwas Zeit habt, wollt Ihr\ndann mit mir zum Markt gehen?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06ルキナ\nKlingt reizend. Ich habe großes Interesse daran,\ndie Siedlungen dieser Welt kennenzulernen.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nKeine der Speisen, die du zu dir nimmst, habe\nich je zuvor gesehen, Chloé. Ist das normales\nEssen in dieser Welt?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nWas ich gekauft habe, ist ein spezielles Imbiss-\nbudengericht. Das unterscheidet sich etwas vom\ngewöhnlichen Essen. Ich liebe es allerdings!\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nDie Existenz von so vielen verschiedenen\nSpeisen beweist, dass diese Welt noch nicht der\nVerzweiflung erlegen ist.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\nDa stimme ich zu! Allerdings machen Tag für\nTag immer mehr dieser Imbissbuden zu.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06ルキナ\nDas werden wir ändern. Bringen wir das Licht\nzurück in diese Welt, sodass auch diese Buden\nbald wieder aufmachen können.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nUnd dann können alle wieder das beste Essen\naller Zeiten verspeisen, richtig? Dafür lohnt es\nsich zu kämpfen!\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nAuch Ihr wart dazu bestimmt, einen Thron zu\nbesteigen, Lucina. Ich würde gerne hören, was\nfür Euch einen guten Herrscher ausmacht.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06ルキナ\nGewiss doch. Ich habe zwar nie wirklich ein\nKönigreich regiert, aber ich hätte nichts\ndagegen, unsere Philosophien zu vergleichen.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEs ist enorm, wie Ihr es geschafft habt, weiter-\nzukämpfen, als Euer Land zugrunde ging. Ich\nbin mir nicht sicher, ob ich das könnte.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06ルキナ\nIch habe gesehen, wie kämpferisch Ihr sein\nkönnt, Diamant. Ich bin überzeugt davon, dass\nIhr bis zum Schluss tapfer kämpfen würdet.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nWenn Brodias verbleibende Streitkräfte fallen,\nkönnte das Königreich zerstört werden. Ich kann\ndiesen Gedanken nicht ertragen.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06ルキナ\nIch weiß, wie schwer es ist, Soldaten zurückzu-\nlassen. Auch um ihretwillen müssen wir einen\nschnellen Sieg erringen.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06ルキナ\nBrodia wird nicht zugrunde gehen, Diamant.\nIhr werdet niemals dieselben Qualen erleiden\nwie ich.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nIch danke Euch, Lucina. Das ist beruhigend.\nSelbst falls Ihr nie den Thron besteigen solltet...\nIhr seid eine großartige Herrscherin.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nIch habe gehört, dass du als ein großer Held\ngefeiert wirst, Amber. Würdest du mir ein wenig\nvon deinen Abenteuern erzählen?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08アンバー\nKlar! Ich lass Euch teilhaben an meinen\nLieblingslegenden, aber erst muss ich Euch\nmeine tollsten Alpaka-Geschichten erzählen.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08アンバー\nHey, Lucina! Seht Euch nur mal diese neuen\nKlamotten an! Ist das nicht die beste\nAufmachung aller Zeiten?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06ルキナ\nDie Alpaka-Kreuzstichstickerei in der Mitte ist\nso groß... Ich liebe es! Dein Modesinn ist\nwirklich inspirierend!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08アンバー\nHey, Lucina! Ich breche auf, um eine legendäre\nWaffe zu finden. Wollt Ihr mitkommen?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06ルキナ\nEine legendäre Waffe?! Besäßen wir etwas\nDerartiges, könnten wir das Blatt dieses furcht-\nbaren Krieges zu unseren Gunsten wenden...\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x08\x06ルキナ\nIch vermute, die Suche danach wird äußerst\nschwierig sein. Wie lautet dein Plan?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nNa ja, ich kenne Hunderte von Legenden zu\nsolchen Waffen. Wenn wir einfach allen nach-\ngehen, finden wir bestimmt eine, die wahr ist!\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nIch habe gehört, dass du sehr lustige Romane\nschreibst, Jade. Ob ich wohl mal einige davon\nlesen dürfte?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nNatürlich, Lucina. Ich bin mir nicht sicher, ob sie\nEure Art von Humor enthalten... aber ich hoffe,\nsie werden Euch gefallen.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nDein Roman war wirklich witzig, Jade! Als der\nHauptcharakter von zu Hause fortgehen musste,\nkonnte ich gar nicht mehr aufhören zu lachen!\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nDas sollte eigentlich ein emotionaler Moment\nsein. Ihr müsst einen, ähm, sehr einzigartigen\nSinn für Humor haben.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nHabt Ihr schon meinen Roman fertig gelesen,\nLucina? Ich bin neugierig... was Euch daran\nwohl zum Lachen gebracht hat?\x0E\x04\x00\x00
