MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06アンナ\x022\n\x0E\x03\x02\x08\x06アンナ\nHallo, Zelkov! Ich bin Anna, aber du kannst\nmich Lady Anna nennen. Schön, dich kennen-\nzulernen.\x0E\x04\x00\x00
MID_RELIANCE_C_#025	\x0E\x03\x02\x08\x06アンナ\nWas ist denn überhaupt der Unterschied\nzwischen einem Produkt mit Leidenschaft und\nohne?! Erklär mir das!\x0E\x04\x00\x00
MID_RELIANCE_C_#026	\x0E\x03\x02\x0A\x08ゼルコバ\nNun gut. Ich besitze... viele... dieser Wunder-\ndinge. Ich wäre glücklich, sie dir zeigen zu\ndürfen.\x0E\x04\x00\x00
MID_RELIANCE_C_#027	\x0E\x03\x02\x08\x06アンナ\nDas wäre gut!\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06アンナ\x022
MID_RELIANCE_B_#002	\x0E\x03\x02\x08\x06アンナ\nHier ist dein Versteck der guten Dinge, hm?\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0A\x08ゼルコバ\nIn der Tat. Sieh dir meine vielfältigen...\nKreationen... an. Gemälde, Skulpturen, Kerzen...\nIch... habe... sie alle.\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0A\x08ゼルコバ\nJedes einzelne Stück wurde in liebevoller Arbeit\nvon meiner Wenigkeit... gefertigt. Nimm dir, was\ndu magst.\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0A\x08ゼルコバ\nSicherlich würde jedes Objekt auf diesen\nRegalen dir einen... ordentlichen... Gewinn\neinbringen.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x08\x06アンナ\nÄääh...\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x08\x06アンナ\nJaaa... Äh, es tut mir leid, das sagen zu müssen,\naber ich denke nicht, dass sich irgendetwas\ndavon verkaufen ließe.\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0A\x08ゼルコバ\n...Verzeihung? Warum denn nicht?\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x08\x06アンナ\nDas ist alles gutes Zeugs, versteh mich da nicht\nfalsch. Aber ich kann direkt sagen, dass das\nalles zu kompliziert ist.\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x08\x06アンナ\nEine gute Handelsware muss einfach sein, wenn\ndu willst, dass sie sich verkauft.\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0A\x08ゼルコバ\n...Unsinn...\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0A\x08ゼルコバ\nDie... Leidenschaft... des Schaffenden ist\nbuchstäblich die Quelle des Wertes eines\nErzeugnisses. Das ist es, wofür der Kunde zahlt.\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x08\x06アンナ\nLeider nicht. Ich glaube, ich verstehe, warum\ndu so denkst. Aber diese Einstellung ist heutzu-\ntage etwas altmodisch.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x08\x06アンナ\nMeine Generation hat ihren eigenen Geschmack.\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0A\x08ゼルコバ\nHmgh. Solch eine... Demütigung.\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0A\x08ゼルコバ\nNun gut. Bald werde ich ein Werk... anfertigen...\ndas dich wirklich begeistern wird.\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0A\x08ゼルコバ\nDu wirst absolut... sprachlos... sein.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x08\x06アンナ\nHahaha, wenn du denkst, dass du das schaffen\nkannst, dann leg los und versuch es. Ich bin\nschon gespannt, dein Werk zu sehen.\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ゼルコバ\x021\n\x0E\x03\x00\x0C\x06アンナ\x022\n\x0E\x03\x02\x0A\x08ゼルコバ\nWappne dich gut. Du wirst nun Zeugin einer...\neinfachen... Gestaltung werden, die mit\nkünstlerischem Geschick umgesetzt wurde.\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0A\x08ゼルコバ\nUnd? Was hältst du von dieser Skulptur?\nEntspricht sie deinen... Maßstäben... hinsichtlich\nihrer Qualität?\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x08\x06アンナ\nÄääh...\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x08\x06アンナ\nIch hatte mir Besseres erhofft.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0A\x08ゼルコバ\nWas bringt dich dazu, solch... verletzende...\nDinge zu sagen?\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x08\x06アンナ\nIch weiß, ich hatte dir gesagt, es müsse\neinfacher sein, wenn du es verkaufen willst.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x08\x06アンナ\nAber du bist ein Künstler! Ich hatte nicht\nerwartet, dass du so leicht nachgeben würdest.\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x08\x06アンナ\nNachdem du immer wieder von Leidenschaft\ngesprochen hast, hoffte ich, dass du es doch\nablehnen würdest, hier nachzugeben.\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0A\x08ゼルコバ\nHehehe. Du liegst hier... falsch. Du liegst hier\nsogar absolut falsch.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x08\x06アンナ\nHm? Aber...\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0A\x08ゼルコバ\nDas einfache... Erscheinungsbild... dieser\nSkulptur ist lediglich eine sorgsam erzeugte\nFassade.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0A\x08ゼルコバ\nDie Gestaltung ist... in Wahrheit... wunderschön\nkompliziert.\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x08\x06アンナ\nKannst du das noch mal sagen?\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0A\x08ゼルコバ\nIch habe zu Anfang eine Skulptur gestaltet,\ndie in jeder Schicht eine... Kompliziertheit...\nenthielt, wie ich sie mir nur wünschen konnte.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0A\x08ゼルコバ\nAls dies vollendet war, habe ich eine weitere\nSchicht erarbeitet, um zu... verschleiern... wie\nkompliziert sie in Wahrheit gestaltet war.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0A\x08ゼルコバ\nDas Ergebnis ist mein bisher... vielschichtigs-\ntes... Werk. Eines, das – auf den ersten Blick –\ngänzlich einfach erscheint.\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0A\x08ゼルコバ\nDu darfst seine Herrlichkeit nun... bewundern.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x08\x06アンナ\nIch hatte ja keine Ahnung. Das ist unglaublich...\nfast schon zu unglaublich, wenn du mich fragst.\nEs ergibt doch überhaupt keinen Sinn!\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x08\x06アンナ\nAber – und ich hasse es, dies zu sagen – auch\ndiese Skulptur wird sich nicht verkaufen lassen.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0A\x08ゼルコバ\nWie bitte? Warum nicht?\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x08\x06アンナ\nSiehst du das nicht? Sie ist viel zu kompliziert.\nEs wäre mein finanzieller Ruin, wenn ich ver-\nsuchen würde, sie in Serie herstellen zu lassen!\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x08\x06アンナ\nAußerdem bedeuten hohe Produktionskosten\nauch hohe Preise. Und die Kunden neigen dazu,\ndiese nicht zu mögen.\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0A\x08ゼルコバ\nHngh. Ich... vermute... da ist was dran.\x0E\x04\x00\x00
MID_RELIANCE_A_#024	\x0E\x03\x02\x08\x06アンナ\nAber ich werde sie dir dennoch abkaufen.\x0E\x04\x00\x00
MID_RELIANCE_A_#025	\x0E\x03\x02\x0A\x08ゼルコバ\nWirst du?\x0E\x04\x00\x00
MID_RELIANCE_A_#026	\x0E\x03\x02\x08\x06アンナ\nIch bin wirklich beeindruckt von deiner Art\nzu denken.\x0E\x04\x00\x00
MID_RELIANCE_A_#027	\x0E\x03\x02\x08\x06アンナ\nIch habe noch nie über Leidenschaft nachge-\ndacht, aber sie ist für einen Händler ungemein\nwichtig.\x0E\x04\x00\x00
MID_RELIANCE_A_#028	\x0E\x03\x02\x08\x06アンナ\nWie sollte ich ohne sie hoffen können, als\nunabhängige Entrepreneurin erfolgreich zu\nwerden?\x0E\x04\x00\x00
MID_RELIANCE_A_#029	\x0E\x03\x02\x08\x06アンナ\nDaher möchte ich sie dir abkaufen und bei\nmir behalten. Dann werde ich dieses Gefühl\nniemals vergessen.\x0E\x04\x00\x00
MID_RELIANCE_A_#030	\x0E\x03\x02\x0A\x08ゼルコバ\nAnna...\x0E\x04\x00\x00
MID_RELIANCE_A_#031	\x0E\x03\x02\x08\x06アンナ\nLady Anna.\x0E\x04\x00\x00
MID_RELIANCE_A_#032	\x0E\x03\x02\x0A\x08ゼルコバ\nLady Anna...\x0E\x04\x00\x00
MID_RELIANCE_A_#033	\x0E\x03\x02\x08\x06アンナ\nHahaha, viel besser. Ich kann dir allerdings nicht\nviel dafür geben. Ein Goldstück ist mein bestes\nAngebot.\x0E\x04\x00\x00
MID_RELIANCE_A_#034	\x0E\x03\x02\x0A\x08ゼルコバ\nSo... wenig...\x0E\x04\x00\x00
MID_RELIANCE_A_#035	\x0E\x03\x02\x0A\x08ゼルコバ\nAber ich... vermute... es geht hier nicht um Gold.\x0E\x04\x00\x00
MID_RELIANCE_A_#036	\x0E\x03\x02\x0A\x08ゼルコバ\nWenn diese Transaktion dir zum Vorteil ge-\nreicht, Lady Anna, dann ist sie für mich...\nbedeutungsvoll.\x0E\x04\x00\x00
MID_RELIANCE_A_#037	\x0E\x03\x02\x0A\x08ゼルコバ\nViel Glück, junge Händlerin. Ich... hoffe... ehrlich,\ndass du sehr erfolgreich sein wirst.\x0E\x04\x00\x00
MID_RELIANCE_A_#038	\x0E\x03\x02\x08\x06アンナ\nOh, danke! Weißt du, du bist ein viel netterer\nKerl, als man zu Anfang vermutet.\x0E\x04\x00\x00
MID_RELIANCE_A_#039	\x0E\x03\x02\x08\x06アンナ\nMöchtest du etwas Süßkram? Ich habe einen\nprivaten Vorrat mit ganz tollen Sachen.\x0E\x04\x00\x00
MID_RELIANCE_A_#040	\x0E\x03\x02\x0A\x08ゼルコバ\nDa greife ich doch freudig zu.\x0E\x04\x00\x00
