MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08セリーヌ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nHupp! Eh... Hupp! Eh... Hupp! Eh...\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0E\x0Cアルフレッド\nWie hast du es denn dann gemeint?\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0A\x08セリーヌ\nDein erster Impuls bei Wasserknappheit war\neinen Brunnen zu graben!\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x0E\x0Cアルフレッド\nOh, richtig! Kleiner Schnitzer meinerseits, was?\nPuh, wie rot mein Gesicht war!\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0A\x08セリーヌ\nAch, wenn das nur das einzige Beispiel wäre.\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0A\x08セリーヌ\nWie war es denn damals, als du vom Wunsch\neiniger Soldaten hörtest, sich waschen zu\nwollen?\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0A\x08セリーヌ\nDu bist sofort losgeeilt, um ihnen ein Loch\nfür ein heißes Quellbad auszuheben!\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nAch, seit wann haben wir denn etwas gegen\nheiße Quellen?\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0A\x08セリーヌ\nDarum geht es jetzt nicht. Wieso treibt dich\ndein erster Instinkt stets dazu, zu graben?!\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0E\x0Cアルフレッド\nWeil das nun mal ein gutes Training ist!\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0A\x08セリーヌ\nSpar dir die Worte!\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0A\x08セリーヌ\nEs sind Instinkte wie dieser, die dich\nbarbarisch erscheinen lassen.\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0A\x08セリーヌ\nWoran sich bei den meisten Männern wohl\nniemand stören würde, aber bei einem Prinzen\nschon. Also benimm dich auch wie einer.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0E\x0Cアルフレッド\nSchon gut, Céline. Ich hab's kapiert.\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nVon nun an werde ich noch viel härter\ntrainieren. Und das jeden Tag!\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\nSchon bald werde ich so muskulös sein, dass\njeder sofort sieht, was für ein Barbar ich bin.\x0E\x04\x00\x00
MID_RELIANCE_B_#023	\x0E\x03\x02\x0E\x0Cアルフレッド\nDann ist Schluss mit der Verwirrung!\x0E\x04\x00\x00
MID_RELIANCE_B_#024	\x0E\x03\x02\x0A\x08セリーヌ\nArgh! Du hast mich ja schon wieder falsch\nverstanden!\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08セリーヌ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\n...\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nWas treibst du hier, Alfred? Gräbst du einen\nweiteren Brunnen? Oder trainierst du wieder?\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nSo was in der Art. Ich versuche, etwas für\nmeine Gesundheit zu tun.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nJawohl. Denn wenn ich nur hart genug\ntrainiere, dann... nnngh... werde ich nicht\nmehr so leiden müssen wie früher.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0A\x08セリーヌ\n...Alfred?\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0E\x0Cアルフレッド\nUff...\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0A\x08セリーヌ\nWas ist los?!\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0E\x0Cアルフレッド\nKeine Sorge, Céline... Nur ein... kleiner Anfall.\nWird sicher bald vorbei sein... Arrrgh!\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0A\x08セリーヌ\nEin Anfall? Ist dein altes Leiden etwa wieder\naufgeflammt?!\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0E\x0Cアルフレッド\nDabei ging es mir doch so gut... Ich dachte,\ndiesen Teil meines Lebens hätte ich längst\nhinter mir gelassen.\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0A\x08セリーヌ\nWarte hier. Ich werde sofort jemanden holen.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0E\x0Cアルフレッド\nNein. Halt!\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08セリーヌ\nWas? Aber wieso?!\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch will nicht, dass mich jemand so sieht.\nWeder unsere Verbündeten, noch die\nEmbleme oder \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin!\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0E\x0Cアルフレッド\nSie dürfen mich so nicht sehen. Ein schwacher\nPrinz, der unfähig ist zu kämpfen und jederzeit\nzusammenbrechen kann...\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0A\x08セリーヌ\nKeiner von ihnen würde dich so sehen!\nDazu sind sie viel zu gütig.\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0E\x0Cアルフレッド\nAber ich wüsste es. Und abgesehen davon will\nich auch nicht, dass sie sich um mich Sorgen\nmachen.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nFür sie will ich weiterhin der muntere\nPrinz sein, der es liebt zu trainieren.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0E\x0Cアルフレッド\nLass mich einfach kurz ausruhen.\nDas wird schon wieder. Bitte, Céline.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0A\x08セリーヌ\nAlso schön. Aber sei versichert, dass ich Hilfe\nsuchen werde, sollte sich dein Zustand je\nverschlechtern.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nDanke.\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\nEs ist ein wahres Glück, so eine Schwester\nwie dich zu haben.\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0A\x08セリーヌ\nDas ist also dein Verständnis von wahrem\nGlück? Sei bitte nicht albern.\x0E\x04\x00\x00
MID_RELIANCE_A_#024	\x0E\x03\x02\x0E\x0Cアルフレッド\nWie sieht es bei dir aus? Was macht dich\nwirklich glücklich?\x0E\x04\x00\x00
MID_RELIANCE_A_#025	\x0E\x03\x02\x0A\x08セリーヌ\nNichts.\x0E\x04\x00\x00
MID_RELIANCE_A_#026	\x0E\x03\x02\x0E\x0Cアルフレッド\nMachst du Witze? Du hast enge Freunde, bist\nkerngesund – all das ist nicht genug?\x0E\x04\x00\x00
MID_RELIANCE_A_#027	\x0E\x03\x02\x0A\x08セリーヌ\nSelbstverständlich erfreuen mich diese Dinge.\nDoch ich schätze Glück nicht als Lebensziel.\x0E\x04\x00\x00
MID_RELIANCE_A_#028	\x0E\x03\x02\x0A\x08セリーヌ\nWürde ich es je finden, was dann?\x0E\x04\x00\x00
MID_RELIANCE_A_#029	\x0E\x03\x02\x0A\x08セリーヌ\nDann würde ich den Rest meines Lebens damit\nverbringen, verklärt zurückzublicken.\x0E\x04\x00\x00
MID_RELIANCE_A_#030	\x0E\x03\x02\x0E\x0Cアルフレッド\nHahaha, ernsthaft? Selbst wenn dir danach\netwas noch Schöneres widerfahren würde?\x0E\x04\x00\x00
MID_RELIANCE_A_#031	\x0E\x03\x02\x0A\x08セリーヌ\nDer Gedanke, dass dies nie geschehen wird,\nist entsetzlich. Ich könnte das nicht ertragen.\x0E\x04\x00\x00
MID_RELIANCE_A_#032	\x0E\x03\x02\x0A\x08セリーヌ\nStets sehnte ich mich nach Glück, doch alles,\nwas ich fand, war Unheil. Wie auch an jenem\nTag, als ich aus dem Schloss floh.\x0E\x04\x00\x00
MID_RELIANCE_A_#033	\x0E\x03\x02\x0A\x08セリーヌ\nWäre Firene gefallen, oder Mutter gestorben,\noder hätten wir dich verloren... Ich habe mich\noft gefragt, wie ich wohl gehandelt hätte.\x0E\x04\x00\x00
MID_RELIANCE_A_#034	\x0E\x03\x02\x0A\x08セリーヌ\nUnd nun noch das. Falls sich die Dinge doch\nzum Schlechten wenden und du uns verlassen\nmusst... Was würde ich... Wie soll ich...?\x0E\x04\x00\x00
MID_RELIANCE_A_#035	\x0E\x03\x02\x0A\x08セリーヌ\n...\x0E\x04\x00\x00
MID_RELIANCE_A_#036	\x0E\x03\x02\x0E\x0Cアルフレッド\nHey... Ich werde nicht sterben, klar?\nSolange ich mein Training nicht vernachlässige,\nwird es mir auch gutgehen.\x0E\x04\x00\x00
MID_RELIANCE_A_#037	\x0E\x03\x02\x0A\x08セリーヌ\nDu hast wahrlich den Verstand eines Barbaren.\nHättest du doch nur den passenden Körper\ndazu...\x0E\x04\x00\x00
MID_RELIANCE_A_#038	\x0E\x03\x02\x0E\x0Cアルフレッド\nHahaha, das wird schon! Darum trainiere ich ja.\x0E\x04\x00\x00
MID_RELIANCE_A_#039	\x0E\x03\x02\x0E\x0Cアルフレッド\nOooh, Céline, schau. Siehst du das vierblättrige\nKleeblatt dort?\x0E\x04\x00\x00
MID_RELIANCE_A_#040	\x0E\x03\x02\x0A\x08セリーヌ\nHm? Wo?\x0E\x04\x00\x00
MID_RELIANCE_A_#041	\x0E\x03\x02\x0E\x0Cアルフレッド\nDirekt an deinem Fuß. Da haben wir's doch!\nEine kleine Freude.\x0E\x04\x00\x00
MID_RELIANCE_A_#042	\x0E\x03\x02\x0A\x08セリーヌ\nEine kleine Freude... die Erinnerungen weckt.\nAls wir noch jünger waren, haben wir oft\nAusschau nach derlei Dingen gehalten.\x0E\x04\x00\x00
MID_RELIANCE_A_#043	\x0E\x03\x02\x0A\x08セリーヌ\nDamals war ich darin viel besser als du.\nIch frage mich, wann genau du mich mit\ndeinem Geschick überflügelt hast.\x0E\x04\x00\x00
MID_RELIANCE_A_#044	\x0E\x03\x02\x0E\x0Cアルフレッド\nWenn ich so mit dir rede, geht es mir gleich viel\nbesser. Eine weitere kleine Freude, die ich für\nmich verbuchen kann!\x0E\x04\x00\x00
MID_RELIANCE_A_#045	\x0E\x03\x02\x0A\x08セリーヌ\nIch bin mir nicht sicher, ob das zählt, aber ich\nbin auf jeden Fall erleichtert, dass du das\nSchlimmste überstanden zu haben scheinst.\x0E\x04\x00\x00
MID_RELIANCE_A_#046	\x0E\x03\x02\x0E\x0Cアルフレッド\nLass es mich wiedergutmachen, Céline.\nIch will dir noch ganz viele dieser kleinen\nFreuden bescheren.\x0E\x04\x00\x00
MID_RELIANCE_A_#047	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch kann dir nicht versprechen, dass es mir\nauch künftig gutgehen wird, aber wir zwei\nwerden füreinander da sein. Für Firene.\x0E\x04\x00\x00
MID_RELIANCE_A_#048	\x0E\x03\x02\x0A\x08セリーヌ\nSicher, Alfred. Ich werde dich bei allem\nunterstützen.\x0E\x04\x00\x00
MID_RELIANCE_A_#049	\x0E\x03\x02\x0A\x08セリーヌ\nWas auch immer geschehen mag, wir werden\nnach Firene zurückkehren. Gemeinsam.\x0E\x04\x00\x00
