MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08リュール\nSoren, hättet Ihr einen Moment Zeit für mich?\nIch würde gerne mehr über Eure Heimatwelt\nerfahren.\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nEinen Jubelruf? Ich nehme an, dadurch könnte\ndie Moral gestärkt werden...\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06フラン\nVielen Dank für Euren Rat neulich. Nun kann\nich \x0E\x0A\x00\x10\x06dem\x06der \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin zujubeln und \x0E\x0A\x00\x10\x06ihm\x06ihr so\nhelfen!\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nWirklich?\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\nJahaaa. Aber ich war schon überrascht. Ich\nhatte gedacht, Ihr würdet mir sagen, ich solle\nnicht so laut sein.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nWenn dein ohrenbetäubendes Gekreische der\nArmee irgendwie zugutekommt, habe ich kein\nProblem damit.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nIch setze Vertrauen in meine Stärke, aber ich\nbenötige Hilfe in Sachen Strategie. Ich verlasse\nmich da ganz auf Euch.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0A\x08セネリオ\n...Wenn es sein muss.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nWie seht Ihr das, Soren? Sind wir alle von\nGeburt an gut oder eher böse? \x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nBöse. Selbst wenn jemand gut ist, werdet\nIhr weniger Verluste erleiden, wenn Ihr das\nSchlimmste annehmt.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nDa seid Ihr ja. Es ist einfach unverantwortlich,\nwährend der Sitzung des Kriegsrats zu ver-\nschwinden.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nTut mir leid. Ich bin gegangen, um etwas zu\nlaufen. Beim Laufen kommen mir immer die\nbesten Ideen.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nUnd doch habe ich bei Euch bisher nicht das\nkleinste Anzeichen einer guten Idee erkennen\nkönnen.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nDann muss ich wohl intensiver laufen! Ich werde\nmein Tempo verdoppeln. Vielen Dank für Euren\nRat!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nブシュロン\nEs ist beruhigend, dass ein ehemaliger Berater\neiner Söldnergruppe nun zu unserer Armee\ngehört.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nEs wäre unklug von dir, dir zu viele Hoffnungen\nzu machen.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nブシュロン\nIch brauche dringend Hilfe. Wie kann ich es\nvermeiden, mich ständig zu verlaufen?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nHast du schon mal in Betracht gezogen, niemals\nnach draußen zu gehen?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nブシュロン\nIch habe Euren Ratschlag befolgt, aber mein\nKörper rostet ein, wenn ich nicht rausgehe.\nFällt Euch noch etwas ein?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNun... Du könntest immer jemanden als\nBegleitung mitnehmen.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nDas ist eine großartige Idee! Ich wollte gerade\nzum Angeln. Dann lasst uns gehen!\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nIch habe nie angeboten, dass...\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nエーティエ\nIch habe hier ein kleines Zeichen unserer\nFreundschaft für Euch. Ein Muskelstimulans,\ndas Euch ein wenig aufmöbeln wird!\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nDas ist... nett von dir. Aber ich finde meine\nMuskeln gut, wie sie sind.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nエーティエ\nWollt Ihr mich nicht beim Laufen begleiten?\nEure Laune würde sich bestimmt verbessern,\nwenn Ihr Euch bewegt.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nIch bin nicht schlecht gelaunt. Ich bin immer so.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nエーティエ\nFür Euch muss es auch echt schwer sein, nicht\nwahr? Ihr müsst es nicht verstecken, ich kann\nsehen, dass wir uns mehr als ähnlich sind.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nEntschuldigung?\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nWir schaffen es nicht, Muskeln aufzubauen,\negal, wie sehr wir auch trainieren... Das kann\necht deprimierend sein.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nIch habe ehrlich keine Ahnung, was du sagen\nwillst...\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIch bin dir für deine Unterstützung so dankbar,\nSoren. Möchtest du mir bei einer Tasse Tee\nGesellschaft leisten?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nEin Emblem kann weder essen noch trinken,\ndaher muss ich Eure Einladung ausschlagen.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nDas... ist also ein Potpourri?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nIst das nicht ein lieblicher Duft? Ich wäre so\nglücklich, wenn du anfangen würdest, diese\nWelt ein wenig zu genießen.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIch wollte mein Heimatland schon immer be-\nschützen. Daher lernte ich, wie man kämpft.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nAber egal, wie stark ich auch werde, es gibt\nimmer Leute die sagen, dies sei die Pflicht\ndes Prinzen, aber nicht meine...\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nSie verstehen eben nicht, was Königtum\nbedeutet.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nEs ist die Pflicht aller Königlichen, ihr Volk\nzu verteidigen. Dafür werden schließlich\nSteuern gezahlt.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x06\x04ルイ\nEuch umgibt eine besondere Aura... Ich sehe\nEuch vor mir, wie Ihr neben jemand ganz\nBesonderem steht.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nWieso siehst du mich so seltsam an? Ich würde\nes begrüßen, wenn du mich in Ruhe ließest.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x06\x04ルイ\nIch bin ein Experte in Sachen Teezubereitung.\nDas überrascht Euch vielleicht, da es keine\nritterliche Fähigkeit ist.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nGanz und gar nicht. Ich kannte andere Ritter,\ndie ganz passabel kochen konnten.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x06\x04ルイ\nHeute ist das Wetter wieder herrlich, nicht\nwahr? Ist bei Euch alles in Ordnung?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nDu musst dich nicht anstrengen, um dich mit\nmir anzufreunden. Ich habe kein Interesse...\nan einem vertrauten Umgang.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nIch wollte mich nur vergewissern, dass es\nmeinen liebsten Freunden gut geht. So bin ich\neben.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x0A\x08セネリオ\n...Ah. Du bist einer von der exzentrischen Sorte.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06クロエ\nVor dieser Welt habt Ihr schon zwei andere\nWelten erlebt, stimmt's? Waren die Speisen\ndort so ähnlich wie bei uns hier?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nAls Emblem kann ich Geschmäcker nicht\nvergleichen, aber vom Aussehen her gab es\nkeine großen Unterschiede.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06クロエ\nAls Ihr noch essen konntet, welche Aromen\nhabt Ihr da bevorzugt?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nWenn etwas essbar war, habe ich es gegessen.\nWährend eines Krieges kann man es sich nicht\nleisten, wählerisch zu sein.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06クロエ\nIhr sagtet, Ihr hättet alles Essbare gegessen?\nAber gab es auch etwas, dass Euch nicht\ngeschmeckt hat?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nNein, eigentlich nicht. Obwohl...\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x0A\x08セネリオ\nEs gab Energietropfen, die seltsam schmeckten.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nOh! Das klingt faszinierend. Könnt Ihr mir mehr\ndarüber erzählen?\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nAus der Sicht eines Landes und seines Volkes\nbetrachtet: Welche Eigenschaften sollte Eurer\nMeinung nach ein idealer König haben?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nIst dies wirklich die Frage für einen Söldner?\nFragt Ihr auch Eure Hände und Füße was\nEuer Kopf denken soll?\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIhr habt mir nicht gesagt, wie ein idealer König\nfür Euch aussieht. Was wäre, wenn Ihr einem\ntörichten König dienen müsstet?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nWenn ein König sich weigern würde, sich einen\nguten Ratschlag anzuhören, würde ich einfach\ngehen.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIhr seid der Berater einer Söldnergruppe\nund ein bemerkenswerter Magier gewesen.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nIch weiß nicht, ob ich bemerkenswert war,\naber ich war in den Künsten gut ausgebildet.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nDer Umgang mit solch schwieriger Kunst ist\ndes Lobes würdig. Ich habe mich einst darin\nversucht, aber es war zu schwer für mich.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0A\x08セネリオ\nIch habe einfach eine Begabung dafür. Da ist ein\nLob unnötig.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アンバー\nIch bin der Held des Alpaka-Weilers! Es ist mir\neine Freude, Eure Bekanntschaft zu machen!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08セネリオ\n...Ganz meinerseits. Wie ich sehe, bist du\ngut gelaunt.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アンバー\nIch mache mich auf die Suche nach dem\nlegendären Gold, das in der Wüste von Solm\nschlummert!\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nDie verlassene Mine, die nach Solm führt,\nsieht aus, als könne man sie noch nutzen.\nSei dennoch vorsichtig.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08アンバー\nSoren! Wisst Ihr, mit welchem Training man die\nGeschwindigkeit erhöhen kann?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08セネリオ\nFür Alpakas oder für dich selbst?\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nFür beide natürlich! Für mich und die Alpakas!\nIhr seid doch wirklich klug. Ihr kennt doch\nbestimmt eine gute Methode.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08セネリオ\n...Ich werde dir keine große Hilfe sein. Du\nsolltest jemanden mit mehr Alpaka-Erfahrung\nfragen.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08セネリオ\nHm? Dieses Buch... Die Abenteuer von Amber,\nTollpatsch ohne Absicht?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nDer, äh, „vertrauliche Text“ gehört mir. Ihr habt\nihn gefunden und mir damit einen großen Dienst\nerwiesen.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nÄhm, was den „vertraulichen Text“ angeht, den\nIhr neulich gefunden habt... Ihr habt ihn doch\nnicht gelesen, oder?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08セネリオ\nDeine Geschichte, in der Amber die Hauptrolle\nspielt? Ich habe einen nicht gerade kleinen Teil\ndavon überflogen.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nMan mag mich unfreundlich nennen, aber... das\nbedeutet nicht, dass ich keinen Spaß mag.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08セネリオ\n...Verstehe. Du bist also nicht gerade ausdrucks-\nstark.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nMir scheint, Ihr könnt meine Erfahrungen nach-\nvollziehen, da Ihr das Buch bis zum Schluss\ngelesen habt.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08セネリオ\n...Du machst dir zu viele Gedanken. Reicht es\nnicht, dass wir uns auf dem Schlachtfeld\ngegenseitig unterstützen?\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nスタルーク\nDürfte ich Euch ein kurzes Gespräch mit mir\naufbürden? Ich weiß, dass es schmerzhaft sein\nmuss, mit jemandem wie mir zu reden.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0A\x08セネリオ\nIhr seid nicht besonders schmerzhaft, aber ich\nwürde sinnloses Geplapper dennoch gerne\nvermeiden.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x0C\nスタルーク\nOh... Ich würde gerne etwas über Kampf-\nstrategien fragen... Mag dieses Thema Euch\nwohl wichtig erscheinen, Lord Soren?\x0E\x04\x00\x00
