MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nHier sind wir – das Königreich Firene.\x0E\x04\x00\x00
MID_OP1_#028	Könnt Ihr mir mehr über den Emblem-Ring, der\nFirene anvertraut wurde, erzählen?\x0E\x04\x00\x00
MID_OP1_#029	\x0E\x03\x02\x0E\x0Cアルフレッド\nNatürlich. Der Ring heißt „Ring der gütigen\nPrinzessin“. Er sieht ganz normal aus.\x0E\x04\x02\x00
MID_OP1_#030	Bis ich Euch und Marth traf, dachte ich, die\nEmbleme gäbe es nur in alten Geschichten.\x0E\x04\x02\x00
MID_OP1_#031	Ich kann es kaum erwarten, meiner kleinen\nSchwester davon zu erzählen. Das wird sie aus\nden Socken hauen.\x0E\x04\x00\x00
MID_OP1_#032	\x0E\x03\x02\x0A\x08リュール\nIhr habt eine Schwester?\x0E\x04\x00\x00
MID_OP1_#033	\x0E\x03\x02\x0E\x0Cアルフレッド\nJa, die Prinzessin von Firene, Céline. Sie ist\ngerade bei Mutter im Schloss.\x0E\x04\x00\x00
MID_OP1_#034	\x0E\x03\x02\x0A\x08リュール\nPrinzessin Céline. Ich freue mich darauf, sie\nkennenzulernen.\x0E\x04\x00\x00
MID_OP1_#035	\x0E\x03\x02\x0E\x0Cアルフレッド\nNennt sie einfach Céline. Ich bin sicher, Ihr\nwerdet Euch gut verstehen.\x0E\x04\x02\x00
MID_OP1_#036	Da ist Floramühlstadt! Nun ist es nicht mehr\nweit bis zum Schloss. Wir kürzen hier einfach\nab und...\x0E\x04\x02\x00
MID_OP1_#037	Irgendetwas stimmt hier nicht.\x0E\x04\x00\x00
MID_OP1_#038	\x0E\x03\x02\x0A\x08リュール\nWas ist denn los?\x0E\x04\x00\x00
MID_OP1_#039	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch glaube, auf uns wartet Ärger.\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\n\x0E\x03\x02\x0E\x0Cアルフレッド\nOh nein...\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02b\n\x0E\x05\x01\x14\x08リュール\x08Pain\n\x0E\x03\x02\x0A\x08リュール\nVerzerrte. Sie sind überall.\x0E\x04\x00\x00
MID_OP3_#002	\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01\x16\x0Cアルフレッド\x06Sad\n\x0E\x03\x02\x0E\x0Cアルフレッド\nIch kann nicht tatenlos zusehen, wie sie diese\nfriedliche Stadt überrennen.\x0E\x04\x02\x00
MID_OP3_#003	\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\nIch muss sie vertreiben. Werdet Ihr mir dabei\nhelfen, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche?\x0E\x04\x00\x00
MID_OP3_#004	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nNatürlich!\x0E\x04\x00\x00
MID_OP4_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08セリーヌ\x022\n\x0E\x03\x00\x0C\x06クロエ\x023\n\x0E\x03\x02\x0A\x08セリーヌ\nGefahr droht von allen Seiten. Ich fürchte,\nwir werden es niemals zu meinem Bruder schaffen.\x0E\x04\x00\x00
MID_OP4_#002	\x0E\x03\x02\x06\x04ルイ\nPrinzessin Céline. Flieht von hier, bitte.\nWir übernehmen hier.\x0E\x04\x00\x00
MID_OP4_#003	\x0E\x03\x02\x08\x06クロエ\nWahrscheinlich sind noch mehr\ndieser Teufel auf dem Weg hierher. Beeilt Euch!\x0E\x04\x00\x00
MID_OP4_#004	\x0E\x03\x02\x0A\x08セリーヌ\nLouis! Chloé!\nIhr könnt nicht von mir erwarten, dass ich--\x0E\x04\x00\x00
MID_OP4_#005	\x0E\x03\x02\x06\x04ルイ\nDer Schutz der Prinzessin ist unsere Pflicht.\nWir halten die Stellung für Euch, so lange wie nötig!\x0E\x04\x00\x00
MID_OP4_#006	\x0E\x03\x02\x08\x06クロエ\nIhr müsst gehen. Wenn Ihr fallt, wer soll dann\nPrinz Alfred vor der Invasion warnen?\x0E\x04\x00\x00
MID_OP4_#007	\x0E\x03\x02\x0A\x08セリーヌ\nIch akzeptiere. Doch ich werde zurückkommen,\num euch beide zu retten. Bitte haltet durch!\x0E\x04\x00\x00
MID_OP4_#008	\x0E\x03\x01\x0A\x08セリーヌ\n\x0E\x03\x02\x06\x04ルイ\nVerzeih mir, Chloé.\x0E\x04\x02\x00
MID_OP4_#009	Es schmerzt mich, dich von Prinzessin Céline\nzu trennen, sei es auch für noch so kurze Zeit.\x0E\x04\x00\x00
MID_OP4_#010	\x0E\x03\x02\x08\x06クロエ\nEhrlich gesagt bin ich etwas enttäuscht,\ndass du nicht selbst mit ihr geflohen bist.\x0E\x04\x02\x00
MID_OP4_#011	Ein Ritter sollte seiner Prinzessin\nniemals von der Seite weichen.\x0E\x04\x00\x00
MID_OP4_#012	\x0E\x03\x02\x06\x04ルイ\nJe eher wir hier siegen, desto eher\nwird dem wieder so sein. Nun, Chloé? Wollen wir?\x0E\x04\x00\x00
MID_OP4_#013	\x0E\x03\x02\x08\x06クロエ\nJawohl! Legen wir los!\x0E\x04\x00\x00
MID_OP5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02b\n\x0E\x05\x01\x1C\x08セリーヌ\x10Surprise\n\x0E\x03\x02\x0A\x08セリーヌ\nAlfred!\x0E\x04\x00\x00
MID_OP5_#002	\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01 \x0Cアルフレッド\x10Surprise\n\x0E\x03\x02\x0E\x0Cアルフレッド\nCéline? Was tust du denn hier? Ich dachte, du\nwärst bei Mutter!\x0E\x04\x00\x00
MID_OP5_#003	\x0E\x05\x01\x12\x08セリーヌ\x06Sad\n\x0E\x03\x02\x0A\x08セリーヌ\nDas war ich auch, aber... Alfred, die elusianische\nArmee marschiert auf das Schloss zu.\x0E\x04\x00\x00
MID_OP5_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nWas? Warum?\x0E\x04\x00\x00
MID_OP5_#005	\x0E\x03\x02\x0A\x08セリーヌ\nDas weiß ich nicht. Bevor sie eintrafen, hat\nMutter mich geschickt, um dich zu warnen.\x0E\x04\x02\x00
MID_OP5_#006	Doch dann gerieten wir auf dem Weg zum\nHafen von Floramühlstadt in einen Hinterhalt.\x0E\x04\x02\x00
MID_OP5_#007	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nLouis und Chloé blieben zurück, um mir die\nFlucht zu ermöglichen.\x0E\x04\x02\x00
MID_OP5_#008	Bitte, wir müssen schnell zu ihnen\nzurückkehren!\x0E\x04\x00\x00
MID_OP5_#009	\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\n\x0E\x03\x02\x0E\x0Cアルフレッド\nUnbedingt.\x0E\x04\x00\x00
MID_OP5_#010	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x03\x02\x0A\x08リュール\nVerzeiht mir, Prinzessin Céline, habt Ihr den\nEmblem-Ring?\x0E\x04\x00\x00
MID_OP5_#011	\x0E\x05\x01\x18\x08セリーヌ\x0CNormal\n\x0E\x03\x02\x0A\x08セリーヌ\nJa. Mutter hat ihn mir gegeben. Warum...\x0E\x04\x02\x00
MID_OP5_#012	\x0E\x05\x01\x1C\x08セリーヌ\x10Surprise\nGute Güte! \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin \x0E\x06\x03\x00,\nIhr seid hier, Ihr seid... erwacht?\x0E\x04\x00\x00
MID_OP5_#013	\x0E\x03\x02\x0A\x08リュール\nDas bin ich.\x0E\x04\x00\x00
MID_OP5_#014	\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nEs ist mir wahrlich eine Ehre.\x0E\x04\x02\x00
MID_OP5_#015	\x0E\x0B\x00n
MID_OP5_#016	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nDie Worte... Sie formen sich in meinem Kopf...\x0E\x04\x02\x00
MID_OP5_#017	\x0E\x05\x01\x1A\x08リュール\x0EStandBy\n\x0E\x0B\x01>
MID_OP6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06セリカ\x02b\n\x0E\x05\x01\x16\x06セリカ\x0CNormal\n\x0E\x03\x02\x08\x06セリカ\n\x0E\x07\x00\x04
MID_OP6_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nSmile\n\x0E\x03\x02\x0A\x08リュール\nDanke, dass Ihr meinem Ruf gefolgt seid.\x0E\x04\x00\x00
MID_OP6_#003	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01 \x0Cアルフレッド\x10Surprise\n\x0E\x03\x02\x0E\x0Cアルフレッド\nDies also ist das Emblem, das Firenes Ring\ninnewohnt.\x0E\x04\x00\x00
MID_OP6_#004	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x01\x08\x06セリカ\n\x0E\x03\x00\x0E\x08セリーヌ\x02b\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nEmblem Celica. Wie wunderbar.\x0E\x04\x02\x00
MID_OP6_#005	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nAuch ich werde kämpfen. Bitte, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche, mit\nEurem Segen – und ihrem natürlich – möchte\nich gerne an Celicas Seite kämpfen.\x0E\x04\x02\x00
MID_OP6_#006	Ich muss die Einwohner des Dorfes beschützen.\nUnd Louis und Chloé in Sicherheit bringen.\x0E\x04\x00\x00
MID_OP6_#007	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1A\x08リュール\x0EStandBy\n\x0E\x03\x02\x0A\x08リュール\nIch vertraue den Ring Euch an, Céline.\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06クロエ\x02b\n\x0E\x05\x01\x14\x06クロエ\nAngry\n\x0E\x03\x02\x08\x06クロエ\nMit diesen ganzen Bogenschützen überall werde\nich nicht weit kommen.\x0E\x04\x00\x00
MID_EV1_#002	\x0E\x03\x00\x0A\x04ルイ\x02t\n\x0E\x05\x01\x12\x04ルイ\nAngry\n\x0E\x03\x02\x06\x04ルイ\nWie wäre es hiermit? Ich kümmere mich um\ndie Bogenschützen, wenn du dafür die Magie-\nanwender beseitigst.\x0E\x04\x00\x00
MID_EV1_#003	\x0E\x05\x01\x14\x06クロエ\nRelax\n\x0E\x03\x02\x08\x06クロエ\nGute Idee! Deine schwere Rüstung bietet\nkaum Widerstand gegen ihre Zaubersprüche.\nIch dagegen bin gegenüber Magie resistent.\x0E\x04\x02\x00
MID_EV1_#004	Also überlass die Magier mir. Ist schon nicht\nschlecht, sich gegenseitig zu beschützen, hm?\x0E\x04\x00\x00
MID_EV1_#005	\x0E\x05\x01\x14\x04ルイ\x0CNormal\n\x0E\x03\x02\x06\x04ルイ\nDas stimmt. Eine willkommene Abwechslung.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nEmblem Celica, es ist mir eine Ehre.\x0E\x04\x02\x00
MID_EV2_#002	Also war es Eure Stimme, die ich nach dem\nVerlassen des Schlosses hörte. Es freut mich,\nEuch an meiner Seite zu haben.\x0E\x04\x00\x00
MID_EV2_#003	\x0E\x03\x00\x0C\x06セリカ\x02b\n\x0E\x05\x01\x14\x06セリカ\nRelax\n\x0E\x03\x02\x08\x06セリカ\nMir geht es ebenso, Céline. Von nun an werde\nich an Eurer Seite kämpfen.\x0E\x04\x02\x00
MID_EV2_#004	\x0E\x05\x01\x14\x06セリカ\nAngry\nGemeinsam werden wir jene schützen, die Euch\nam Herzen liegen.\x0E\x04\x00\x00
MID_EV2_#005	\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nDanke.\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x12\x08セリーヌ\x06Die\n\x0E\x03\x02\x0A\x08セリーヌ\nIch fühle eine große Macht in mir... Wir sind eins\ngeworden, nicht wahr?\x0E\x04\x02\x00
MID_EV3_#002	\x0E\x05\x01\x1A\x08セリーヌ\x0EStandBy\nMein Entschluss steht fest. Ich werde mein Volk\nbeschützen. Ich werde alle beschützen!\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nSeht, das Haus. Das Tor steht weit offen.\x0E\x04\x02\x00
MID_EV4_#002	\x0E\x05\x01\x1A\x08リュール\x0EStandBy\nWir sollten die Bewohner warnen, damit die\nVerzerrten nicht bei ihnen einfallen.\x0E\x04\x00\x00
MID_EV5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1E\x18M004_村人おじいさん\x02t\n\x0E\x05\x01,\x18M004_村人おじいさん\x10Surprise\n\x0E\x03\x02\x1A\x18M004_村人おじいさん\nWas? Monster, hier? Du meine Güte! Danke,\ndass Ihr mir Bescheid gesagt habt.\x0E\x04\x02\x00
MID_EV5_#002	\x0E\x05\x01(\x18M004_村人おじいさん\x0CNormal\nNehmt dies. Es könnte Euch von Nutzen sein.\x0E\x04\x00\x00
MID_EV6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M004_村人お姉さん\x02t\n\x0E\x05\x01 \x16M004_村人お姉さん\x06Sad\n\x0E\x03\x02\x18\x16M004_村人お姉さん\nDanke für die Warnung. Hier, das ist für Euch.\nBringt damit unserem Land den Frieden zurück.\x0E\x04\x00\x00
MID_EV7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nWir verlieren an Boden. Nun, dagegen lässt\nsich leicht etwas machen. Entsendet die\nVerzerrten!\x0E\x04\x00\x00
MID_EV8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM004_蛮族\x02b\n\x0E\x05\x01\x1C\x0EM004_蛮族\nSmile\n\x0E\x03\x02\x10\x0EM004_蛮族\nHahaha! In diesen Häusern wartet reiche Ernte.\nZeit für eine gute, altmodische Plünderung!\x0E\x04\x00\x00
MID_EV9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x0B\x00n
MID_EV9_#002	\x0E\x03\x00\x0C\x06マルス\x02b\n\x0E\x05\x01\x1A\x06マルス\x10Surprise\n\x0E\x03\x02\x08\x06マルス\n\x0E\x06\x03\x00, woher habt Ihr ihn?\x0E\x04\x00\x00
MID_EV9_#003	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nEr war in der Ringkammer. Vander hat ihn\ngefunden, nach dem Kampf auf Schloss Lythos.\x0E\x04\x02\x00
MID_EV9_#004	Warum? Wisst Ihr, was das ist?\x0E\x04\x00\x00
MID_EV9_#005	\x0E\x05\x01\x14\x06マルス\nAngry\n\x0E\x03\x02\x08\x06マルス\nDas ist der Drachenzeitkristall. Ein Artefakt, das\ndie Zeit zurückdrehen kann.\x0E\x04\x02\x00
MID_EV9_#006	Natürlich ist seine Macht begrenzt, aber er wird\nuns trotzdem einen großen Vorteil verschaffen.\x0E\x04\x02\x00
MID_EV9_#007	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nZeitkristall, hm? Also ist er mehr als nur ein\nbloßes Schmuckstück.\x0E\x04\x00\x00
MID_EV9_#008	\x0E\x05\x01\x14\x06マルス\nRelax\n\x0E\x03\x02\x08\x06マルス\nWenn wir ihn schon haben, schlage ich vor, ihn\nauch einzusetzen.\x0E\x04\x02\x00
MID_EV9_#009	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x0B\x01>
MID_EV10_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x18\x08セリーヌ\x0CStatus\n\x0E\x03\x02\x0A\x08セリーヌ\nMit Celicas Hilfe sollte ich Chloé und Louis\nschneller erreichen können.\x0E\x04\x00\x00
MID_EV11_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nIch werde entschlossen für den Frieden\nkämpfen. Haltet durch, ihr zwei! Ich bin\ngleich bei euch!\x0E\x04\x00\x00
MID_TK1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nIch bin so erleichtert, dich wohlauf zu sehen,\nChloé.\x0E\x04\x00\x00
MID_TK1_#002	\x0E\x03\x00\x0C\x06クロエ\x02b\n\x0E\x05\x01\x14\x06クロエ\nSmile\n\x0E\x03\x02\x08\x06クロエ\nEbenfalls, Prinzessin Céline!\x0E\x04\x00\x00
MID_TK1_#003	\x0E\x03\x02\x0A\x08セリーヌ\nIch konnte Alfred finden – und \x0E\x0A\x008\x18den Wyrmgott\x1Cdie Wyrmgöttin\npersönlich noch gleich dazu!\x0E\x04\x02\x00
MID_TK1_#004	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nDaraufhin beschwor \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin Emblem\nCelica aus meinem Ring.\x0E\x04\x00\x00
MID_TK1_#005	\x0E\x05\x01\x1A\x06クロエ\x10Surprise\n\x0E\x03\x02\x08\x06クロエ\nEin edler Drache, der uralte Geister beschwört,\num die Welt zu retten... Das klingt ja wie ein\nMärchen!\x0E\x04\x00\x00
MID_TK1_#006	\x0E\x03\x02\x0A\x08セリーヌ\nDas tut es. Und da ich jetzt über diese Macht\nverfüge, sollten wir dieser Geschichte ein\nglückliches Ende verpassen, nicht wahr?\x0E\x04\x00\x00
MID_TK1_#007	\x0E\x05\x01\x14\x06クロエ\nRelax\n\x0E\x03\x02\x08\x06クロエ\nIch bin dabei.\x0E\x04\x00\x00
MID_TK2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nLouis, den Göttern sei Dank.\x0E\x04\x00\x00
MID_TK2_#002	\x0E\x03\x00\x0A\x04ルイ\x02b\n\x0E\x05\x01\x12\x04ルイ\nSmile\n\x0E\x03\x02\x06\x04ルイ\nPrinzessin Céline! Wie bin ich erleichtert,\nEuch unverletzt zu sehen!\x0E\x04\x02\x00
MID_TK2_#003	\x0E\x05\x01\x18\x04ルイ\x10Surprise\nHm? Irgendetwas an Euch... ist anders.\x0E\x04\x00\x00
MID_TK2_#004	\x0E\x03\x02\x0A\x08セリーヌ\n\x0E\x0A\x008\x18Der Wyrmgott\x1CDie Wyrmgöttin hat Emblem Celica aus meinem\nRing beschworen. Nun durchströmt mich ihre\nStärke.\x0E\x04\x00\x00
MID_TK2_#005	\x0E\x03\x02\x06\x04ルイ\nWie bitte? \x0E\x0A\x008\x18Der Wyrmgott\x1CDie Wyrmgöttin ist hier?\x0E\x04\x00\x00
MID_TK2_#006	\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nJa. Ich erkläre alles später. Jetzt müssen wir\nhier erst einmal die Ordnung wiederherstellen.\x0E\x04\x02\x00
MID_TK2_#007	Ich verspreche, dich nie wieder zurückzulassen.\nKomm, lass uns Seite an Seite kämpfen.\x0E\x04\x00\x00
MID_TK2_#008	\x0E\x05\x01\x12\x04ルイ\nSmile\n\x0E\x03\x02\x06\x04ルイ\nWie Ihr wünscht. Prinzessin Céline und Emblem\nCelica... Was für ein Paar.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nBald werde ich eine Legende sein... Ich, der\nMann, der die Prinzessin von Firene gefangen\ngenommen hat.\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x05\x01(\x1CM004_イルシオン兵_ボス\x08Pain\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nIch hätte es geschafft... Wenn sie mir richtige\nSoldaten gegeben hätten...\x0E\x04\x00\x00
MID_MOVIE1_#001	\x0E\x03\x02\x0A\x08リュール\nNanu?\x0E\x04\x00\x00
MID_MOVIE1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nKein Grund zur Furcht. Es ist fort.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x06\x00$\x08ヴェイル\x18MPID_Unknown\n\x0E\x03\x02\x0A\x08リュール\nDanke. Ich schulde dir mein Leben.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nAch was. Ich habe nur getan, was jeder getan\nhätte.\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08リュール\nBist du ganz allein hier?\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x0A\x08ヴェイル\nJa. Ich habe den Kampf gesehen und dachte,\nich könnte vielleicht helfen.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0A\x08リュール\nDu bist tapferer als ich. Ich kann die Verzerrten\nnicht ausstehen.\x0E\x04\x02\x00
MID_ED1_#006	Ich war so erschrocken, dass ich gar nicht\ndenken konnte. Du hast mir wirklich das Leben\ngerettet.\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x0A\x08ヴェイル\nIch verstehe...\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x0A\x08リュール\nOh, ich habe mich noch gar nicht vorgestellt.\nIch bin \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08ヴェイル\nWas für ein hübscher Name. Ich bin Veyle.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0A\x08リュール\nVeyle...\x0E\x04\x00\x00
