MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08リュール\nEs gelingt dir immer, mich aufzuheitern,\nMicaiah. Ich glaube, das liegt an dem sanften\nLächeln, welches du stets trägst.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエーティエ\nNa, indem ich sie hart trainiere! Je härter die\nÜbungen, umso besser fühlt sich anschließend\ndie Erschöpfung an.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIhr wart also die ganze Zeit über in Firene,\nMicaiah? Ich war recht überrascht, als Mutter\nuns davon erzählte.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nJa, die Existenz meines Emblem-Rings wurde\ngeheim gehalten. Doch ich bin froh, dass wir\nuns nun offen darüber unterhalten können!\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nGebete allein bringen keinen Frieden.\nWir dürfen den Kampf nicht aufgeben, ganz\ngleich, wie dornig der Weg auch sein mag.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nDa habt Ihr recht. Wir müssen gemeinsam\nkämpfen. Ich werde Euch dabei jederzeit\nunterstützen, Céline.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIst es wahr, dass Ihr in die Zukunft blicken\nkönnt? Betrachtet Ihr dies als einen Segen\noder einen Fluch?\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nIch hatte bereits einige recht unangenehme\nVisionen, falls Ihr darauf anspielt. Sie machten\nes mir schwer, positiv gestimmt zu bleiben.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nDoch sie müssen nicht unbedingt wahr werden.\nEs liegt in unseren Händen, unsere Zukunft zu\ngestalten.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nWas Euch wahrlich auszeichnet, ist nicht so\nsehr Euer Blick in die Zukunft, sondern der auf\nden Silberstreif am Horizont.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nDu hast ein paar jüngere Brüder, nicht wahr?\nFalls sie einem bestimmten Jungen ähneln, den\nich kannte, herrscht bei euch sicher viel Trubel.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nAch, wie ich diesen Jungen, den Ihr erwähntet,\nbeneide! In meiner frühen Jugend herrschte ein\ndeutlicher Mangel an weiblichen Freunden.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x06\x04ルイ\nWelch eine Freude es doch ist, Euch zu\nbetrachten, Micaiah. Mein Herz schwillt beim\nAnblick solch eines strahlenden Wesens.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nHui, normalerweise ernte ich solch eine\nReaktion nicht, wenn ich ohne Begleitung bin!\nDu scheinst wirklich gute Laune zu haben.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nWas war das für eine ungewöhnliche Tee-\nmischung, die du neulich zubereitet hast?\nSie war recht dunkel.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nDabei handelte es sich um schwarzen Tee,\nder in Traubensaft eingeweicht wurde. Eine\nSpezialität meiner Heimat.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nTraubensaft? Eine recht interessante Art der\nZubereitung. Hat dies einen speziellen Grund?\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nMan sagt, dadurch ließe sich ein jugendliches\nAussehen bewahren. Wir können schließlich\nnicht alle Embleme sein.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06クロエ\nHolla, Micaiah! Ihr seht wie immer strahlend\nschön aus. Fehlt nur noch ein niedlicher kleiner\nVogel, um das Bild abzurunden.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nHmhm! Danke schön! Du siehst aber auch aus,\nals wärst du einem Märchenbuch entsprungen.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06クロエ\nIch habe etwas gesalzenen, fermentierten\nFisch erstanden. Man munkelt, sein Geschmack\nwürde einen glatt umhauen!\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nGeschmack? Ich fürchte, das schafft der\nGeruch allein...\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nWas hat dich dazu gebracht, eine Ritterin\nzu werden, Chloé?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\nMir gefiel der Gedanke, als junge Adlige auf\ndem Rücken eines Pegasus die Prinzessin zu\nbeschützen. So wie in Märchen.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nOh, aber ich nehme die Sache auch ernst!\nIch werde für den Frieden in Firene kämpfen,\nmit Euch an meiner Seite!\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nDas klingt nach einer hübschen Geschichte.\nIch würde mich freuen, ein Teil von ihr zu sein.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nWie ich hörte, seid Ihr erfahren im Umgang\nmit Magie, Micaiah. Und eine talentierte Heilerin\nseid Ihr noch dazu? Höchst beeindruckend!\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nEuer unverblümtes Lob beschämt mich,\ndoch... ich weiß Eure freundlichen Worte\nzu schätzen, Diamant.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nIhr trainiert schon wieder? Euer Eifer ist\nbemerkenswert, Diamant.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nKommandanten gönnen sich keine Auszeit.\nTägliche Übungen sind der beste Weg, die\nChancen zu unseren Gunsten zu beeinflussen.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nAls zukünftiger König habe ich alle wichtigen\nThemengebiete studiert: Politische Theorie,\nWirtschaft, Kampfeskunst...\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nMagie jedoch? Dafür hatte ich noch nie ein\nGefühl. Sie ist mir völlig unbegreiflich...\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nAlso gibt es selbst für den Kronprinzen von\nBrodia noch etwas, worin er besser werden\nkann. Wer hätte das gedacht?\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nDoch falls Euch Magie Bedenken bereitet,\nverlasst Euch ruhig auf mich. Ich werde alles\ntun, um Euch im Kampf zu unterstützen.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08アンバー\nMicaiah! Ist es wahr, dass Ihr neben Euren\nFähigkeiten als Emblem noch andere Kräfte\nhabt? Das ist ja SO was von abgefahren!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nIch kann flüchtige Blicke in die Zukunft werfen...\ndoch sind davon längst nicht alle angenehm\noder „abgefahren“.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08アンバー\nMan sagt, in der Wüste von Solm würde ein\nseltener, orangefarbener Vogel leben, der den\nLeuten Freude spendet. Ist das wahr?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nOh, das hoffe ich doch sehr! Ich liebe Vögel.\nWir sollten dieser Legende irgendwann mal\ngemeinsam auf den Grund gehen!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08アンバー\nWas ich mich schon die ganze Zeit frage,\nMicaiah... Ist Euch niemals kalt? Eure Kleidung\nsieht recht dünn aus!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nFür Embleme wie mich ist das kein Problem,\naber lieb, dass du dir Sorgen machst.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nNun, falls dir jemals kalt wird, besorge ich\ndir einen Pullover von daheim. Die sind aus\nAlpakawolle!\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nOh! Vielen Dank, Amber. Auch wenn ich nie\nKälte verspüre, so wärmt deine Güte doch stets\nmein Herz.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nMan sagt, dass selbst ein Kiesel glänzen kann\nwie ein Juwel, wenn man ihn nur lange genug\npoliert. Ist das nicht inspirierend?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nDas Gleiche gilt auch für Personen. Doch in\nmeinen Augen, Jade, funkelst du bereits so\nhell wie ein Juwel.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nDiamant hat sich neulich köstlich über ein Buch\namüsiert und meinte, du hättest es geschrieben!\nWovon handelt es denn?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nEs ist eine Saga über einen gewissen Alpaka-\nhirten. Ich habe erst kürzlich den fünften Band\nfertiggestellt. Wird sicher ein Verkaufsschlager!\x0E\x04\x00\x00
