MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08リュール\nDas letzte Dämonendrachensiegel befindet sich\nalso hier? Im Tempel von Gradlon?\x0E\x04\x00\x00
MID_OP2_#025	\x0E\x03\x02\x14\x12M025_ルミエル\nWen kümmert es, was ich damals gesagt habe?\nIch will jetzt nur noch bei dir sein, als Familie.\x0E\x04\x00\x00
MID_OP2_#026	\x0E\x03\x02\x0A\x08リュール\nJetzt verstehe ich.\x0E\x04\x02\x00
MID_OP2_#027	Du denkst nicht wie meine Mutter. Du willst\nnicht, was sie wollte.\x0E\x04\x00\x00
MID_OP2_#028	\x0E\x03\x02\x14\x12M025_ルミエル\nDu sprichst in Rätseln. Ich bin doch hier.\nIch bin deine Mutter, \x0E\x06\x03\x00!\x0E\x04\x00\x00
MID_OP2_#029	\x0E\x03\x02\x0A\x08リュール\nNein. Meine Mutter, die ich wiedersehen wollte...\nDie, die ich liebte. Sie ist fort!\x0E\x04\x02\x00
MID_OP2_#030	Und sie würde wollen, dass ich dich besiege.\x0E\x04\x02\x00
MID_OP2_#031	Sie brachte mir bei, mich jedem meiner Gegner\nentgegenzustellen, wer immer es auch sein mag.\x0E\x04\x00\x00
MID_OP2_#032	\x0E\x03\x02\x14\x12M025_ルミエル\nDeine Worte machen mich so traurig. Du brichst\nmir das Herz...\x0E\x04\x02\x00
MID_OP2_#033	Wer hat die Liebe meines Kindes zu mir\nvergiftet? Die Embleme? Die Behüter?\nDeine Schwester?\x0E\x04\x02\x00
MID_OP2_#034	Ich habe wohl keine andere Wahl,\nals sie alle zu töten.\x0E\x04\x00\x00
MID_OP2_#035	\x0E\x03\x02\x0A\x08リュール\nMach dich bereit zum Kampf.\x0E\x04\x00\x00
MID_OP2_#036	\x0E\x03\x02\x0A\x08ヴェイル\nEs tut mir leid. Ich wollte diesen Kampf für dich\naustragen.\x0E\x04\x00\x00
MID_OP2_#037	\x0E\x03\x02\x0A\x08リュール\nDanke, Veyle. Aber nicht du musst diese Last\ntragen, sondern ich.\x0E\x04\x02\x00
MID_OP2_#038	Wenn ich mich dem nicht selbst stelle, kann ich\nmich nicht als \x0E\x0A\x00(\x10Wyrmgott\x14Wyrmgöttin, Emblem oder als das\nKind meiner Mutter bezeichnen.\x0E\x04\x02\x00
MID_OP2_#039	Gehen wir es an. Gemeinsam. Dann können wir\nendlich Sombron gegenübertreten.\x0E\x04\x00\x00
MID_OP2_#040	\x0E\x03\x02\x0A\x08ヴェイル\nBruder...\x0E\x04\x02\x00
MID_OP2_#040_F	\x0E\x03\x02\x0A\x08ヴェイル\nSchwester...\x0E\x04\x02\x00
MID_OP2_#041	\x0E\x04\x03\x04
MID_OP2_#042	Du weinst ja.\x0E\x04\x00\x00
MID_OP2_#043	\x0E\x03\x02\x0A\x08リュール\nMacht euch bereit. Wir werden die Seele meiner\nMutter befreien und dieses Dämonendrachen-\nsiegel brechen!\x0E\x04\x00\x00
MID_EV1_0_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M025_ルミエル\x02b\n\x0E\x03\x02\x14\x12M025_ルミエル\nIch habe die Emblem-Ringe zwar nicht mehr,\naber...\x0E\x04\x02\x00
MID_EV1_0_#002	\x0E\x05\x01"\x12M025_ルミエル\x0CStatus\nIch kann stattdessen die Macht des Siegels\nnutzen. Soll ich es euch zeigen?\x0E\x04\x00\x00
MID_EV1_1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nMutter! Was tust du?!\x0E\x04\x02\x00
MID_EV1_1_#002	\x0E\x05\x01\x16\x08リュール\nAngry\nBegebt euch alle hinter die Säulen!\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M025_ルミエル\x02b\n\x0E\x05\x01\x1C\x12M025_ルミエル\x06Sad\n\x0E\x03\x02\x14\x12M025_ルミエル\nIch möchte bei meinem Kind sein. Das ist mein\neinziger Wunsch. Bitte... haltet euch da raus!\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x14\x08リュール\x08Pain\n\x0E\x03\x02\x0A\x08リュール\nMutter!\x0E\x04\x00\x00
MID_BT2_#002	\x0E\x03\x00\x18\x12M025_ルミエル\x02b\n\x0E\x05\x01 \x12M025_ルミエル\nSmile\n\x0E\x03\x02\x14\x12M025_ルミエル\nEndlich ist es so weit, \x0E\x06\x03\x00...\x0E\x04\x02\x00
MID_BT2_#003	Lass uns hier trainieren. Du bist \x0E\x0A\x00\x10\x06der\x06diejenige, \x0E\x0A\x00\x10\x06der\x06die\nkämpft. Die Embleme--\x0E\x04\x00\x00
MID_BT2_#004	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nWas? Genau das hast du gesagt, als--\x0E\x04\x00\x00
MID_BT2_#005	\x0E\x05\x01\x1E\x12M025_ルミエル\x08Pain\n\x0E\x03\x02\x14\x12M025_ルミエル\nDie Embleme leihen dir nur ihre-- Nein!\nDiese Erinnerungen...\x0E\x04\x02\x00
MID_BT2_#006	Ich wollte Zeit mit dir verbringen. Stundenlang\nunterhalten, ausgiebig spazieren gehen,\nzusammen speisen...\x0E\x04\x02\x00
MID_BT2_#007	Und dann... Dann...\x0E\x04\x00\x00
MID_BT2_#008	\x0E\x05\x01\x14\x08リュール\x08Pain\n\x0E\x03\x02\x0A\x08リュール\nHör auf, bitte! Es gibt auch für mich vieles, was\nich gerne mit dir gemeinsam getan hätte.\x0E\x04\x02\x00
MID_BT2_#009	Es sollte nicht sein. Aber das ist in Ordnung. Es\nist besser, als dich so leiden zu sehen.\x0E\x04\x02\x00
MID_BT2_#010	\x0E\x05\x01\x12\x08リュール\x06Sad\nNoch kannst du aufgeben, Mutter. Bitte. Tu es\nfür mich.\x0E\x04\x00\x00
MID_BT2_#011	\x0E\x05\x01 \x12M025_ルミエル\nAngry\n\x0E\x03\x02\x14\x12M025_ルミエル\nNein. Lord Sombron hat mir mehr Zeit mit\nmeinem Kind geschenkt. Ich weigere mich, sie\nzu vergeuden.\x0E\x04\x02\x00
MID_BT2_#012	\x0E\x05\x01\x1C\x12M025_ルミエル\x06Sad\nIch lasse mir das von niemandem nehmen. Nicht\neinmal von dir. Ich habe so lange gewartet!\x0E\x04\x02\x00
MID_BT2_#013	\x0E\x05\x01 \x12M025_ルミエル\nAngry\nTausend Jahre habe ich gewartet!\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M025_ルミエル\x02b\n\x0E\x05\x01 \x12M025_ルミエル\nRelax\n\x0E\x03\x02\x14\x12M025_ルミエル\nEs ist lange her, Vander.\x0E\x04\x00\x00
MID_BT3_#002	\x0E\x03\x00\x10\nヴァンドレ\x02t\n\x0E\x05\x01\x14\nヴァンドレ\x06Sad\n\x0E\x03\x02\x0C\nヴァンドレ\nKönigin Lumera, ich kann nicht glauben, dass\nwir noch einmal die Gelegenheit haben,\nmiteinander zu sprechen.\x0E\x04\x02\x00
MID_BT3_#003	\x0E\x05\x01\x16\nヴァンドレ\x08Pain\nIch bitte um Verzeihung, dass ich als Euer\nBeschützer versagt habe.\x0E\x04\x02\x00
MID_BT3_#004	\x0E\x05\x01\x1A\nヴァンドレ\x0CStrike\nUnd ich bete, dass Ihr mir vergebt, Euch hier\neine Niederlage beizubringen.\x0E\x04\x00\x00
MID_BT3_#005	\x0E\x05\x01 \x12M025_ルミエル\nRelax\n\x0E\x03\x02\x14\x12M025_ルミエル\nVander, Ihr seid der Ritter meines Kindes – Ihr\nmüsst diese Rolle so gut ausfüllen, wie Ihr\nkönnt.\x0E\x04\x02\x00
MID_BT3_#006	\x0E\x05\x01 \x12M025_ルミエル\nSmile\nGreift mich an, mit allem, was Ihr habt.\x0E\x04\x00\x00
MID_BT3_#007	\x0E\x05\x01\x1E\nヴァンドレ\x10Surprise\n\x0E\x03\x02\x0C\nヴァンドレ\n...\x0E\x04\x02\x00
MID_BT3_#008	\x0E\x05\x01\x14\nヴァンドレ\x06Sad\nIch wünschte, wir könnten die Zeit zu jenem\nTag zurückdrehen, bevor all dies geschah.\x0E\x04\x02\x00
MID_BT3_#009	Wenn wir dorthin zurückkehren könnten, zu\ndiesem Hof, dann würde ich...\x0E\x04\x02\x00
MID_BT3_#010	\x0E\x05\x01\x18\nヴァンドレ\nAngry\nNein. Auch wenn ich mir diesen egoistischen\nMoment erlaube, bleibt meine Pflicht bestehen.\nIch muss Euch hier und heute aufhalten.\x0E\x04\x02\x00
MID_BT3_#011	Macht Euch bereit, Milady Lumera!\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06クラン\x02t\n\x0E\x05\x01\x10\x06クラン\x06Sad\n\x0E\x03\x02\x08\x06クラン\nKönigin Lumera. Ich... Ich...\x0E\x04\x00\x00
MID_BT4_#002	\x0E\x03\x00\x18\x12M025_ルミエル\x02b\n\x0E\x05\x01"\x12M025_ルミエル\x0CStatus\n\x0E\x03\x02\x14\x12M025_ルミエル\nKonzentriere dich, Clanne, ansonsten\nwird dein Angriff fehlgehen.\x0E\x04\x00\x00
MID_BT4_#003	\x0E\x05\x01\x1A\x06クラン\x10Surprise\n\x0E\x03\x02\x08\x06クラン\nDiese Worte! Sie kommen mir bekannt vor.\x0E\x04\x00\x00
MID_BT4_#004	\x0E\x05\x01 \x12M025_ルミエル\nSmile\n\x0E\x03\x02\x14\x12M025_ルミエル\nAha, mal sehen, ob sie dir das Leben retten!\x0E\x04\x00\x00
MID_BT5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06フラン\x02t\n\x0E\x05\x01\x18\x06フラン\x0EStandBy\n\x0E\x03\x02\x08\x06フラン\nVerzeiht, Königin Lumera. Ich muss dies tun.\x0E\x04\x00\x00
MID_BT5_#002	\x0E\x03\x00\x18\x12M025_ルミエル\x02b\n\x0E\x05\x01"\x12M025_ルミエル\x0CStatus\n\x0E\x03\x02\x14\x12M025_ルミエル\nDas ist die richtige Einstellung, Framme.\x0E\x04\x00\x00
MID_BT5_#003	\x0E\x05\x01\x10\x06フラン\x06Sad\n\x0E\x03\x02\x08\x06フラン\nWas?! Das ist genau wie damals, als...\x0E\x04\x00\x00
MID_BT5_#004	\x0E\x05\x01 \x12M025_ルミエル\nRelax\n\x0E\x03\x02\x14\x12M025_ルミエル\n„Damals“? Hätte ich dich damals töten sollen?\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12M025_ルミエル\x02b\n\x0E\x05\x01 \x12M025_ルミエル\nAngry\n\x0E\x03\x02\x14\x12M025_ルミエル\nGekommen, um mich zu töten. Schon wieder.\nWozu ein weiterer Versuch? Du musst doch\nwissen, dass das Ergebnis dasselbe sein wird.\x0E\x04\x00\x00
MID_BT6_#002	\x0E\x03\x00\x0E\x08ヴェイル\x02t\n\x0E\x05\x01\x16\x08ヴェイル\nAngry\n\x0E\x03\x02\x0A\x08ヴェイル\nIch muss es weiter versuchen. Egal, wie oft ich\nscheitere, ich werde nicht aufgeben.\x0E\x04\x02\x00
MID_BT6_#003	Mein Bruder hat mir beigebracht, dass ich die\nZukunft zum Guten wenden kann!\x0E\x04\x00\x00
MID_BT6_#003_F	Meine Schwester hat mir beigebracht, dass ich\ndie Zukunft zum Guten wenden kann!\x0E\x04\x00\x00
MID_BT6_#004	\x0E\x05\x01\x1C\x12M025_ルミエル\x06Sad\n\x0E\x03\x02\x14\x12M025_ルミエル\nAh, mein Kind hat dir das beigebracht? Wie ich\ndich beneide. Diese Erinnerung... Eure\ngemeinsame Zeit...\x0E\x04\x02\x00
