MID_DIE_El_E	\x0E\x02\x01\x00\n\x0E\x03\x00\x0A\x04エル\x02t\n\x0E\x05\x01\x10\x04エル\x08Pain\n\x0E\x03\x02\x06\x04エル\nArgh! Nein... Ich darf hier nicht sterben.\nNoch nicht...\x0E\x04\x00\x00
MID_EX1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cセレスティア\x02t\n\x0E\x05\x01 \x0Cセレスティア\x10Surprise\n\x0E\x03\x02\x0E\x0Cセレスティア\nIst das mein Ich in dieser Welt?!\x0E\x04\x00\x00
MID_EX1_#002	\x0E\x03\x00\x0C\x06セピア\x02b\n\x0E\x05\x01\x14\x06セピア\nAngry\n\x0E\x03\x02\x08\x06セピア\nDu hast mein Gesicht? Ich weiß nicht, welche\nArt von Illusion das sein soll, aber das gefällt\nmir nicht. Hinfort mit dir!\x0E\x04\x00\x00
MID_EX1_#003	\x0E\x05\x01\x1A\x0Cセレスティア\nAngry\n\x0E\x03\x02\x0E\x0Cセレスティア\nÜber welch unglaubliche Macht sie verfügt...\nIst mein Ich in dieser Welt wirklich eine Feindin\n\x0E\x0A\x00<\x1Cdes Wyrmgottes\x1Cder Wyrmgöttin?\x0E\x04\x02\x00
MID_EX1_#004	Wenn sie Sombron die Treue geschworen hat,\ndann habe ich \x0E\x0A\x008\x18dem Wyrmgott\x1Cder Wyrmgöttin gegenüber einige\neinfältige Dinge gesagt.\x0E\x04\x00\x00
MID_EX2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nグレゴリー\x02t\n\x0E\x05\x01\x1E\nグレゴリー\x10Surprise\n\x0E\x03\x02\x0C\nグレゴリー\nIch will es gar nicht glauben, aber... Hier bist du.\nMein Ich in dieser Welt.\x0E\x04\x00\x00
MID_EX2_#002	\x0E\x03\x00\x0A\x04グリ\x02b\n\x0E\x05\x01\x18\x04グリ\x10Surprise\n\x0E\x03\x02\x06\x04グリ\nDas ist mal eine Überraschung! Wir gleichen uns\nja wie ein Ei dem anderen. Ist das irgend so ein\n\x0E\x0A\x002\x14Wyrmgötter\x1AWyrmgöttinnen-Trick?\x0E\x04\x02\x00
MID_EX2_#003	\x0E\x05\x01\x12\x04グリ\nSmile\nWenn du ich bist, dann musst du Schmerzen\nlieben. Also lasse ich dich die erlesensten\nSchmerzen auskosten, während ich dich töte!\x0E\x04\x00\x00
MID_EX2_#004	\x0E\x05\x01\x16\nグレゴリー\x08Pain\n\x0E\x03\x02\x0C\nグレゴリー\nWas?! Wie kommst du denn auf die Idee? Komm\nschon, hör auf damit!\x0E\x04\x02\x00
MID_EX2_#005	Seufz. Na schön. Mir gefällt der Gedanke zwar\nnicht, mir selbst wehzutun, aber... ich scheine\nkeine andere Wahl zu haben.\x0E\x04\x00\x00
MID_EX3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06マロン\x02b\n\x0E\x05\x01\x18\x06マロン\x0EStandBy\n\x0E\x03\x02\x08\x06マロン\nWoah, was ist denn hier los?! Du siehst ja aus\nwie ich! Ich wette, es bringt mir besonders viel\nLob ein, wenn ich dich besiege.\x0E\x04\x00\x00
MID_EX3_#002	\x0E\x03\x00\x10\nマデリーン\x02t\n\x0E\x05\x01\x18\nマデリーン\nAngry\n\x0E\x03\x02\x0C\nマデリーン\nUnfassbar. In dieser Welt kämpfe ich gegen\n\x0E\x0A\x008\x18den Wyrmgott\x1Cdie Wyrmgöttin?\x0E\x04\x02\x00
MID_EX3_#003	Und ich bin so hungrig nach der Anerkennung\nanderer... Das kann nur in Enttäuschung enden,\nweißt du.\x0E\x04\x00\x00
MID_EX3_#004	\x0E\x05\x01\x14\x06マロン\nAngry\n\x0E\x03\x02\x08\x06マロン\nMund zu, blaues Möchtegern-Ich! Das sagst du\nja nur, weil du neidisch bist auf mein Aussehen.\x0E\x04\x00\x00
MID_EX3_#005	\x0E\x05\x01\x16\x06マロン\x0CStrike\n\x0E\x05\x01\x14\nマデリーン\x06Sad\n\x0E\x03\x02\x0C\nマデリーン\nWenn es etwas gibt, worum ich dich beneide,\ndann die Tatsache, dass du Mauvier nahe sein\nkannst.\x0E\x04\x02\x00
MID_EX3_#006	\x0E\x05\x01\x18\nマデリーン\nAngry\nBitte... schätze die Zeit, die du an seiner Seite\nverbringst.\x0E\x04\x00\x00
MID_TK_El1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0A\x04エル\x02t\n\x0E\x05\x01\x12\x04エル\nSmile\n\x0E\x03\x02\x06\x04エル\nKeine Angst, \x0E\x01\x00\x00. Ich bin jetzt hier\nund werde mich um alles kümmern.\x0E\x04\x00\x00
MID_TK_Rafale1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nラファール\x02t\n\x0E\x05\x01\x18\nラファール\nAngry\n\x0E\x03\x02\x0C\nラファール\nDu kannst dich entspannen, ich bin jetzt da.\nWenn es irgendwie möglich ist, sollten wir\nsofort zusammen von hier weg, \x0E\x01\x00\x00.\x0E\x04\x00\x00
MID_TK_Selestia1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cセレスティア\x02t\n\x0E\x05\x01\x16\x0Cセレスティア\x06Shy\n\x0E\x03\x02\x0E\x0Cセレスティア\nIch hatte mir Sorgen gemacht, \x0E\x01\x00\x00.\nWollen wir von nun an einander unterstützen?\x0E\x04\x00\x00
MID_TK_Gregory1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nグレゴリー\x02t\n\x0E\x05\x01\x18\nグレゴリー\nAngry\n\x0E\x03\x02\x0C\nグレゴリー\nEs muss beängstigend gewesen sein, so ganz\nallein, \x0E\x01\x00\x00... Aber jetzt bin ich ja hier!\x0E\x04\x00\x00
MID_TK_Madeline1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nマデリーン\x02t\n\x0E\x05\x01\x1A\nマデリーン\x0CNormal\n\x0E\x03\x02\x0C\nマデリーン\n\x0E\x01\x00\x00, endlich! Gehen wir zurück zu\nden anderen, in Ordnung?\x0E\x04\x00\x00
MID_TK_El2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0A\x04エル\x02t\n\x0E\x05\x01\x14\x04エル\x0CNormal\n\x0E\x03\x02\x06\x04エル\nAuch wenn ich kein zweites Emblem nutzen\nkann, so kann ich es zumindest in Sicherheit\nbringen. Gehen wir.\x0E\x04\x00\x00
MID_TK_Rafale2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nラファール\x02t\n\x0E\x05\x01\x18\nラファール\nAngry\n\x0E\x03\x02\x0C\nラファール\nSelbst ich kann keine zwei Embleme auf einmal\nnutzen. Es soll genügen, dieses Emblem nur\neinzusammeln.\x0E\x04\x00\x00
MID_TK_Selestia2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cセレスティア\x02t\n\x0E\x05\x01\x1C\x0Cセレスティア\x0CNormal\n\x0E\x03\x02\x0E\x0Cセレスティア\nIch kann nicht die Kraft noch eines Emblems\neinsetzen, also werde ich es erst einmal nur\nsicher verwahren.\x0E\x04\x00\x00
MID_TK_Gregory2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nグレゴリー\x02t\n\x0E\x05\x01\x18\nグレゴリー\nAngry\n\x0E\x03\x02\x0C\nグレゴリー\nIch habe bereits ein Emblem an meiner Seite,\naber ich kann dieses auch nicht einfach zurück-\nlassen... Ich nehme es lieber mit.\x0E\x04\x00\x00
MID_TK_Madeline2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nマデリーン\x02t\n\x0E\x05\x01\x18\nマデリーン\nAngry\n\x0E\x03\x02\x0C\nマデリーン\nIch kann nicht zwei Bündnisse gleichzeitig ein-\ngehen, aber ich kann dieses Emblem zumindest\nmitnehmen. Los, gehen wir.\x0E\x04\x00\x00
MID_OP5_El1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0A\x04エル\x02t\n\x0E\x05\x01\x12\x04エル\nAngry\n\x0E\x03\x02\x06\x04エル\nIch habe die Grenzen zwischen den Welten\ndurchschritten, um Euch zum Sieg zu verhelfen,\n\x0E\x0A\x00*\x14Göttlicher\x12Göttliche. Ihr habt nichts zu befürchten!\x0E\x04\x00\x00
MID_OP5_Rafale1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nラファール\x02t\n\x0E\x05\x01\x18\nラファール\nAngry\n\x0E\x03\x02\x0C\nラファール\nIhr habt mich vor Verzweiflung bewahrt. Ich\nwerde den Gefallen nun erwidern. Lasst uns\ndieses Monster niederstrecken!\x0E\x04\x00\x00
MID_OP5_Selestia1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cセレスティア\x02t\n\x0E\x05\x01\x1A\x0Cセレスティア\nAngry\n\x0E\x03\x02\x0E\x0Cセレスティア\n\x0E\x0A\x00B"Unsere Wyrmgöttin\x1CUnser Wyrmgott ist nie zurückgekehrt. Die\nVier Winde werden dafür sorgen, dass so etwas\nnie wieder geschieht!\x0E\x04\x00\x00
MID_OP5_Gregory1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nグレゴリー\x02t\n\x0E\x05\x01\x18\nグレゴリー\nAngry\n\x0E\x03\x02\x0C\nグレゴリー\nWir sind so weit gekommen, was ist da schon\nnoch etwas mehr Schmerz? Ich werde Euch be-\nschützen, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche! Wir stehen an Eurer Seite!\x0E\x04\x00\x00
MID_OP5_Madeline1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nマデリーン\x02t\n\x0E\x05\x01\x18\nマデリーン\nAngry\n\x0E\x03\x02\x0C\nマデリーン\nMein Mentor hat mich gut auf diesen Tag\nvorbereitet. Für ihn, und für Euch, werde ich\nehrenvoll kämpfen.\x0E\x04\x00\x00
MID_EX4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0A\x04エル\x02t\n\x0E\x05\x01\x0E\x04エル\x06Die\n\x0E\x03\x02\x06\x04エル\nIch hätte nie erwartet, in diesem Moment so was\nwie Nostalgie zu empfinden. Doch Eure Präsenz\nist genau, wie ich sie in Erinnerung habe.\x0E\x04\x00\x00
MID_EX4_#002	\x0E\x03\x00\x1E\x18M026_ソンブル_人型\x02b\n\x0E\x05\x01&\x18M026_ソンブル_人型\nAngry\n\x0E\x03\x02\x1A\x18M026_ソンブル_人型\nDu kommst mir bekannt vor...\x0E\x04\x00\x00
MID_EX4_#003	\x0E\x05\x01\x12\x04エル\nAngry\n\x0E\x03\x02\x06\x04エル\nIch bin die Tochter eines anderen Sombron\naus einer anderen Welt.\x0E\x04\x02\x00
MID_EX4_#004	\x0E\x05\x01\x16\x04エル\x0ESerious\nWenn Ihr mein Gesicht wiedererkennt, dann ist\nes bloß die Erinnerung an ein Kind, das bereits\ntot ist.\x0E\x04\x02\x00
MID_EX4_#005	\x0E\x05\x01\x12\x04エル\nAngry\nIhr und ich, wir sind zwei Dämonendrachen, die\nsich in der Schlacht auf zwei verschiedenen\nSeiten befinden. Das ist alles.\x0E\x04\x02\x00
MID_EX4_#006	\x0E\x05\x01\x14\x04エル\x0CStrike\nUnd ich gedenke, \x0E\x0A\x008\x18den Wyrmgott\x1Cdie Wyrmgöttin bis zu\nmeinem letzten Atemzug zu beschützen.\nMacht Euch bereit!\x0E\x04\x00\x00
MID_EX5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nラファール\x02t\n\x0E\x05\x01\x14\nラファール\x06Sad\n\x0E\x03\x02\x0C\nラファール\nOft habe ich mich gefragt, wie es sich\nanfühlen würde, das Gesicht meines Vaters\nwiederzusehen.\x0E\x04\x02\x00
MID_EX5_#002	\x0E\x05\x01\x14\nラファール\x06Die\nNun weiß ich es endlich.\x0E\x04\x00\x00
MID_EX5_#003	\x0E\x05\x01\x1A\nラファール\x0CNormal\n\x0E\x03\x00\x1E\x18M026_ソンブル_人型\x02b\n\x0E\x05\x01&\x18M026_ソンブル_人型\nAngry\n\x0E\x03\x02\x1A\x18M026_ソンブル_人型\nDu bist gewiss nicht mein Kind.\nVon ihnen ist keines mehr übrig.\x0E\x04\x00\x00
MID_EX5_#004	\x0E\x03\x02\x0C\nラファール\nIch bin ein Dämonendrache aus einer anderen\nWelt. Unsere Verbindung ist höchstens\ntheoretischer Natur.\x0E\x04\x02\x00
MID_EX5_#005	\x0E\x05\x01\x14\nラファール\x06Sad\nDer Sombron meiner Welt zwang mich,\nfurchtbare Sünden zu begehen, um sein\nNachfolger zu werden.\x0E\x04\x02\x00
MID_EX5_#006	\x0E\x05\x01\x18\nラファール\nAngry\nIch trieb jene Welt in den Ruin. Doch vielleicht\nkann ich Buße tun, indem ich Hoffnung in diese\nWelt trage.\x0E\x04\x02\x00
MID_EX5_#007	Und wenn ich Euch besiege, beweise ich ein für\nalle Mal, dass ich mächtiger bin als mein Vater!\x0E\x04\x00\x00
