MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nDie Kämpfe werden nicht so bald enden. Ihr\nkönnt Euch auf mich verlassen, wenn es hart\nauf hart kommt.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nHah! Hah! Guh-HAH! Wenn Ihr auch fertig seid,\nwäre ich bereit, das Training für heute als\nbeendet anzusehen.\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06ベレト\nIhr werdet vom Training offenbar niemals müde.\nKennt Eure Ausdauer denn keine Grenzen?\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nAlfred? Ihr seht aus, als wolltet Ihr etwas sagen.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch frage mich, ob Ihr auch Schwierigkeiten mit\ndem Muskelaufbau habt. Liegt wohl in der\nFamilie, hm?\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x08\x06ベレト\nNein, mein Vater war sogar ziemlich kräftig.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nWas? Dann werdet Ihr das eines Tages auch?\nWie ich Euch beneide. Wenn das passiert, lasst\nes mich sofort wissen!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nDa bist du ja, Boucheron. Alfred schickt nach\ndir.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nAh, danke. Ähm, einen Moment... Könntet Ihr\nmir verraten, wo genau es zu ihm geht?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nDu hast bestimmt gerade trainiert, so durch-\ngeschwitzt, wie du bist. Du gibst wirklich immer\nalles.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nAls ob. Ich bin die ganze Nacht umhergeirrt,\nweil ich mein Zimmer nicht mehr finden konnte.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nWie ich sehe, angelst du auch, hm? Das habe\nich viel zu lange nicht mehr getan.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nIhr angelt auch gerne? Perfekt. Dann begleitet\nmich doch nächstes Mal zum See.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nEs sei denn, es langweilt Euch, nur zuzusehen.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06ベレト\nAber nein. Ich freue mich darauf.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nエーティエ\nEntschuldigung, können wir lieber später\nsprechen? Jetzt muss ich mich wirklich auf\nmein Muskeltraining konzentrieren.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x08\x06ベレト\nHattest du das heute nicht schon mal\nabsolviert? Dein Eifer erinnert mich an meine\nStudenten.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nAuch wenn ich mich wiederhole: Dein und\nAlfreds geradezu besessenes Training erinnert\nmich an meine Studenten.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nSie konnten garantiert auch gegen Euch\nTrainingskämpfe durchführen. Was für eine\ntolle Unterrichtsgelegenheit!\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nDu isst zu Abend? Schon wieder? Aber haben\nwir nicht gerade alle gemeinsam gespeist?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nMan muss direkt nach dem Training essen,\nsonst verliert man Muskelmasse.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nIch habe meine Bauchmuskeln lange trainiert.\nWenn ihnen jetzt was passieren würde, müsste\nich heulen.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06ベレト\nDas klingt nachvollziehbar. Wie strukturiert von\ndir.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIch hörte, Ihr wart einst ein großer Teeliebhaber.\nWorüber sprecht Ihr denn so während einer\nTeestunde?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06ベレト\nNun, über alles, wofür wir dankbar sind...\nDie ersten Schwärmereien... Dinge, die\nbeunruhigen... Das Übliche eben.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nIhr scheint guter Laune zu sein. Was ist der\nAnlass?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nDer Vogel, den ich beobachtete, kam zu mir\nund landete auf meiner Schulter. Welch\nunerwartete Freude!\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nMögt Ihr einen Blick hierauf werfen, Byleth?\nEs soll ein Geschenk für Euch sein.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06ベレト\nEine Blume? Aber warum denn das?\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nDa Ihr Eure Lieblingstees nicht trinken könnt,\ndachte ich, dass diese Pfingstrose Euch etwas\nGemütsruhe verschafft.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06ベレト\nDas ist sehr freundlich von Euch, Céline.\nVielen Dank. Es ist eine sehr schöne Blume.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nTut mir leid, dass ich deine Dienste in Anspruch\nnehme, Louis, aber du bist sehr hilfreich.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nIhr müsst Euch nicht entschuldigen. Anderen\ndienen kann ich ganz besonders gut.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nWas ist das? Ein Beutel schwarzer Tee?\nEr riecht so gut.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nIch habe ihn extra für Euch zusammenstellen\nlassen. Könnt Ihr schon nicht den Geschmack\ngenießen, dann doch zumindest den Geruch.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x06\x04ルイ\nIch habe gesehen, wie Ihr unseren Koch überaus\nfasziniert beobachtet habt. Kocht Ihr ebenfalls?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x08\x06ベレト\nJa. Ich habe das Kochen sehr genossen.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nHmm. Ein kochender Magister, hm? Was für\neine faszinierende Vorstellung.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x08\x06ベレト\nGeht es dir gut, Louis? Du wirkst so ganz weit\nweg...\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クロエ\nDas muss alles sehr schwierig für Euch sein.\nWenn Ihr irgendwelche Fragen habt, könnt Ihr\nEuch jederzeit an mich wenden.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06ベレト\nDas ist sehr freundlich von dir, Chloé.\nIch werde mein Bestes geben, um den\nGefallen zu erwidern.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クロエ\nIch bin an Märchen aus Eurer Welt interessiert.\nWürdet Ihr mir welche erzählen?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06ベレト\nIch kenne nicht viele aber wie wäre es mit\n„Loog und die Jungfrau des Windes“?\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クロエ\nGab es in Eurer Welt auch seltene\nImbissbudengerichte?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06ベレト\nImbissbudengerichte? Lass mich nachdenken...\nIch hatte ein paar Mal Felsenklette gegessen.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nUi! Was für ein Name! Klingt aber ganz schön\nzäh. War es schwer zu essen?\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06ベレト\nTatsächlich ja. Aber es wirkte gut als Medizin\nund brachte mich stets wieder zu Kräften.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIhr wart ein Söldner, bevor Ihr Euren\nLehrauftrag erhieltet, nicht wahr? Ihr scheint\nmit dem Kampf wohlvertraut zu sein.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06ベレト\nSieht das so aus? Ich habe mir selbst nie\nbewusst Gedanken darüber gemacht.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSagt mir, Magister... Kennt Ihr einen sicheren\nWeg, das Selbstvertrauen seines Gegenübers\naufzubauen?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06ベレト\nEhrliches Lob, wiederholt dargebracht. Wenn\njemand eine gute Leistung bringt, muss man\nes ihm oder ihr deutlich machen.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nKrieg basiert auf Hass. Dieser Hass bringt\nwieder neue Tragödien hervor. Es gibt einfach\nkeinen Grund...\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06ベレト\nIch bin überrascht, Euch so reden zu hören.\nIch dachte, Ihr wärt stets kampfeshungrig.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nIch halte ein starkes Militär tatsächlich für\nwichtig – jedoch nur, wenn es dem ganzen Volk\ndient.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x08\x06ベレト\nDa stimme ich zu. Krieg bringt wenig Gewinne\nund viele Verluste. Aus Euch wird ein\nhervorragender König werden, Diamant.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nHallo, Amber. Ich habe dich schon gehört.\nDich hat man immer leicht im Blick.\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08アンバー\nHa, danke. Gut zu wissen, dass ich aus der\nMenge heraussteche... selbst, wenn ich gar\nnichts tue!\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08アンバー\nIhr wart Magister an der Militärakademie,\nrichtig? Könnt Ihr mir beibringen, wie man\njeden Kampf gewinnt?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06ベレト\nDas ist schwer zusammenzufassen, aber...\nes braucht dazu gute Fähigkeiten und\nausgiebige Kooperation.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08アンバー\nEuer Schwert ist so klasse, Magister. Es dehnt\nsich aus wie eine Peitsche, ja? Kann ich mal\nsehen, wie es funktioniert?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06ベレト\nNun, warum nicht? Tritt zurück. HA! Wie war\ndas?\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nWhoa! Ich nehme es zurück. Das Schwert ist\nnicht klasse, es ist SUPERklasse. Könnt Ihr\ndamit auch einen Kreis schwingen?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06ベレト\nHA! Ja, das war ein ziemlich guter Kreis.\nIch glaube, das fängt an, mir Spaß zu machen.\nHast du weitere Wünsche?\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nDa spricht bestimmt gerade die Richtige, aber\nmir ist aufgefallen, dass Ihr oft den gleichen\nGesichtsausdruck habt – selbst in der Schlacht.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x08\x06ベレト\nIch habe gehört, dass es den Leuten schwerfällt,\nmeine Emotionen zu erkennen. Ich weiß nicht\nrecht, was ich davon halten soll.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nGeht es dir gut, Jade? Du siehst müde aus.\nLass mich wissen, wenn du dich eine Weile\nausruhen musst.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nDanke, aber es ist alles gut. Habe gestern\nAbend nur etwas spät gearbeitet. Ich bin\nüberrascht, dass Ihr mir das ansehen konntet.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nNebenbei bemerkt schreibe ich Romane.\nIch weiß, für jemanden wie mich wirkt das\nwie ein seltsamer Zeitvertreib.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06ベレト\nIch halte das gar nicht für seltsam. Ich weiß,\ndass unter all der Rüstung eine komplexe\nPersönlichkeit steckt.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x08\x06ベレト\nAber ich bin neugierig, welche Arten von\nGeschichten du schreibst. Darf ich sie mal\nlesen?\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nNatürlich, Magister. Ha, Ihr habt gelächelt.\nMal sehen, ob ich Euch nicht auch zum lauten\nLachen bringen kann.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nIhr habt den letzten Kampf sehr gut\nüberstanden, Alcryst.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nIhr meint, ich habe mich nicht genügend\nangestrengt? Ich werde nächstes Mal viel härter\nan mir arbeiten.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nIhr seht besorgt aus, Alcryst. Wenn Ihr über\netwas sprechen möchtet, bin ich hier, um\nzuzuhören.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nIch arbeite an einer Selbstbeschreibung...\naber mir fallen keine Synonyme für „nutzlose\nBelastung“ mehr ein.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nスタルーク\nWenn ich sterbe, werde ich eine obskure Fuß-\nnote der Geschichte sein, ohne jede Leistung,\ndie meinem Namen zugeschrieben wird...\x0E\x04\x00\x00
