MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nHier drüben! Das Dämonendrachensiegel ist\nganz in der Nähe.\x0E\x04\x00\x00
MID_EV3_#002	\x0E\x03\x00\x14\x0EM023_グリ\x02t\n\x0E\x05\x01"\x0EM023_グリ\x10Surprise\n\x0E\x03\x02\x10\x0EM023_グリ\nDu? Red doch keinen Mist. Wenn hier heute\njemand draufgehen muss, dann lass mir da\nruhig den Vortritt. Und außerdem...\x0E\x04\x02\x00
MID_EV3_#003	\x0E\x05\x01\x1E\x0EM023_グリ\x0CStatus\n...bombardieren wir sie jetzt eh mit diesen\nSchnuckelchen, bis nur noch die Asche ihrer\nKnochen übrig ist!\x0E\x04\x00\x00
MID_EV3_2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01\x1E\x10M023_セピア\nAngry\n\x0E\x03\x02\x12\x10M023_セピア\nRückzug ist keine Option. Ich werde das Siegel\nbeschützen – wenn es sein muss, mit meinem\nLeben.\x0E\x04\x02\x00
MID_EV3_2_#002	Aber nicht, bevor ich Griss gerächt und euch\nalle zu Asche verbrannt habe!\x0E\x04\x00\x00
MID_EV3_3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1C\x0EM023_グリ\nAngry\n\x0E\x03\x02\x10\x0EM023_グリ\nZephia ist erledigt... Das heißt also, jetzt hängt\nalles an mir, ja? Na wartet, so einfach geb ich\nmich nicht geschlagen.\x0E\x04\x02\x00
MID_EV3_3_#002	\x0E\x05\x01\x1E\x0EM023_グリ\x0CStrike\nIch bombardiere euch mit diesen Schnuckel-\nchen, bis nur noch die Asche eurer Knochen\nübrig ist!\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nSmile\n\x0E\x03\x02\x0A\x08リュール\nWir haben es geschafft... Das Dämonendrachen-\nsiegel ist gebrochen!\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01"\x10M023_セピア\x0EStandBy\n\x0E\x03\x02\x12\x10M023_セピア\nWerde ich es sein oder du, \x0E\x0A\x00\x10\x06der\x06die hier \x0E\x0A\x00\x12\x08sein\x06ihr Grab\nfindet?\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01\x1E\x10M023_セピア\nSmile\n\x0E\x03\x02\x12\x10M023_セピア\nAh, Milady Veyle. Ihr wollt mich töten, nicht\nwahr?\x0E\x04\x00\x00
MID_BT2_#002	\x0E\x03\x00\x0E\x08ヴェイル\x02t\n\x0E\x05\x01\x18\x08ヴェイル\x0CStrike\n\x0E\x03\x02\x0A\x08ヴェイル\nSo ist es.\x0E\x04\x00\x00
MID_BT2_#003	\x0E\x03\x02\x12\x10M023_セピア\nDiese Augen... Sie sind so sehr wie die Eures\nVaters.\x0E\x04\x02\x00
MID_BT2_#004	Ihr ähnelt ihm. Viel mehr, als die andere Veyle\nes tat.\x0E\x04\x00\x00
MID_BT2_#005	\x0E\x03\x02\x0A\x08ヴェイル\nDu siehst mich nicht, oder, Zephia?\x0E\x04\x02\x00
MID_BT2_#006	\x0E\x05\x01\x12\x08ヴェイル\x06Sad\nDu siehst mich an und denkst an Papa, oder an\nmein anderes Ich.\x0E\x04\x02\x00
MID_BT2_#007	Als wir uns kennenlernten, warst du so freund-\nlich. Ich mochte dich.\x0E\x04\x00\x00
MID_BT2_#008	\x0E\x05\x01"\x10M023_セピア\x0EStandBy\n\x0E\x03\x02\x12\x10M023_セピア\nWirklich? Ich habe Euch gehasst. Nein, das trifft\nes nicht ganz... Ihr wart mir einfach egal.\x0E\x04\x00\x00
MID_BT2_#009	\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x00\x00
MID_BT2_#010	\x0E\x05\x01\x1A\x10M023_セピア\x06Die\n\x0E\x03\x02\x12\x10M023_セピア\nLord Sombrons Marionette. Das ist alles, was\nIhr je wart. Ein Gebrauchsgegenstand, den man\nbenutzt und dann wegwirft.\x0E\x04\x02\x00
MID_BT2_#011	\x0E\x05\x01 \x10M023_セピア\x0CNormal\nDoch irgendwie... wusste ich, dass dieser Tag\nirgendwann kommen würde.\x0E\x04\x00\x00
MID_BT2_#012	\x0E\x05\x01\x18\x08ヴェイル\x0CStrike\n\x0E\x03\x02\x0A\x08ヴェイル\nDer Tag, an dem ich dich töte? Kein Wunder,\ndass du mich nicht leiden konntest.\x0E\x04\x00\x00
MID_BT2_#013	\x0E\x05\x01\x1E\x10M023_セピア\nSmile\n\x0E\x03\x02\x12\x10M023_セピア\nNun, jetzt habt Ihr endlich meine ungeteilte\nAufmerksamkeit.\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01\x1E\x10M023_セピア\nSmile\n\x0E\x03\x02\x12\x10M023_セピア\n\x0E\x0A\x00r6Mein lieber, guter Wyrmgott8Meine liebe, gute Wyrmgöttin. Wir beide haben\nschon so einiges zusammen durchgestanden,\nnicht wahr?\x0E\x04\x00\x00
MID_BT3_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x18\x08リュール\x0CStrike\n\x0E\x03\x02\x0A\x08リュール\nZephia... Euch muss die ganze Zeit klar gewesen\nsein, wer ich vor tausend Jahren war.\x0E\x04\x00\x00
MID_BT3_#003	\x0E\x05\x01\x1E\x10M023_セピア\nRelax\n\x0E\x03\x02\x12\x10M023_セピア\nJa, möglicherweise sind wir uns damals mal\nbegegnet. Aber ich erinnere mich kaum.\x0E\x04\x02\x00
MID_BT3_#004	\x0E\x05\x01\x1A\x10M023_セピア\x06Die\nLord Sombron hatte ja so viele Kinder...\x0E\x04\x02\x00
MID_BT3_#005	\x0E\x05\x01\x1E\x10M023_セピア\nSmile\nDa hätte selbst ein Käfer bessere Chancen\ngehabt, dass ich mich an ihn erinnere.\x0E\x04\x00\x00
MID_BT3_#006	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nOh? Bin ich so einfach zu vergessen?\x0E\x04\x00\x00
MID_BT3_#007	\x0E\x05\x01\x1E\x10M023_セピア\nAngry\n\x0E\x03\x02\x12\x10M023_セピア\nAber nicht doch. Du bist ja jetzt \x0E\x0A\x00\x10\x06der\x06die Wyrm-\n\x0E\x0A\x00\x18\x08gott\x0Cgöttin. Doch es wird nicht lange dauern, da\nwird es dir gehen wie mir.\x0E\x04\x02\x00
MID_BT3_#008	\x0E\x05\x01\x1A\x10M023_セピア\x06Shy\nIrgendwann verliert man den Überblick über die\nLeben, die an einem vorüberziehen. Eines Tages\nwirst du verstehen, was ich meine.\x0E\x04\x00\x00
MID_BT3_#009	\x0E\x03\x02\x0A\x08リュール\nIch werde niemals so werden wie Ihr.\x0E\x04\x00\x00
MID_BT3_#010	\x0E\x05\x01\x1E\x10M023_セピア\nSmile\n\x0E\x03\x02\x12\x10M023_セピア\nHahaha! Weißt du, das spielt jetzt keine\nwirkliche Rolle mehr. Du kommst hier ohnehin\nnicht mehr weg.\x0E\x04\x02\x00
MID_BT3_#011	\x0E\x05\x01 \x10M023_セピア\x0CStrike\nWeil du hier sterben wirst.\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01\x1E\x10M023_セピア\nAngry\n\x0E\x03\x02\x12\x10M023_セピア\nDu willst mich töten, Mauvier? Nach all dem,\nwas passiert ist?\x0E\x04\x00\x00
MID_BT4_#002	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x18\x06モーヴ\x0EStandBy\n\x0E\x03\x02\x08\x06モーヴ\nEs gab eine Zeit, in der es mir selbst unvorstell-\nbar gewesen wäre. Ich wähnte uns auf dem\nrechten Pfad.\x0E\x04\x02\x00
MID_BT4_#003	\x0E\x05\x01\x10\x06モーヴ\x06Sad\nIch dachte, wir wären eine Familie.\x0E\x04\x00\x00
MID_BT4_#004	\x0E\x05\x01$\x10M023_セピア\x10Surprise\n\x0E\x03\x02\x12\x10M023_セピア\nFamilie... Ich hätte nie gedacht, dass ich das\nmal von dir hören würde.\x0E\x04\x00\x00
MID_BT4_#005	\x0E\x05\x01\x16\x06モーヴ\x0CNormal\n\x0E\x03\x02\x08\x06モーヴ\nIch gebe zu, ich bin ein Einzelgänger. Aber den\nBluthunden fühlte ich mich stets verbunden.\x0E\x04\x02\x00
MID_BT4_#006	\x0E\x05\x01\x14\x06モーヴ\nAngry\nZu lange ließ ich mich von unserer „Familie“\nblenden. Bis du uns Marni nahmst.\x0E\x04\x00\x00
MID_BT4_#007	\x0E\x05\x01\x1E\x10M023_セピア\nSmile\n\x0E\x03\x02\x12\x10M023_セピア\nWeißt du, Mauvier... Du kannst all das hier\nvergessen. Du kannst noch immer umkehren.\x0E\x04\x00\x00
MID_BT4_#008	\x0E\x05\x01\x1E\x10M023_セピア\nAngry\n\x0E\x05\x01\x18\x06モーヴ\x0EStandBy\n\x0E\x03\x02\x08\x06モーヴ\nIch hab mich von dir losgesagt, Zephia, als du\ndie Bluthunde ans Messer geliefert hast.\x0E\x04\x02\x00
MID_BT4_#009	\x0E\x05\x01\x16\x06モーヴ\x0CStrike\nEs gibt nichts mehr, was ich noch bereuen\nkönnte. Vielleicht... habe ich letzten Endes\ndoch etwas von dir gelernt.\x0E\x04\x00\x00
MID_BT5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01\x1C\x10M023_セピア\x08Pain\n\x0E\x03\x02\x12\x10M023_セピア\nMylord Sombron... Nein...\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1C\x0EM023_グリ\nSmile\n\x0E\x03\x02\x10\x0EM023_グリ\nWer wie ein Hund lebt... stirbt wie ein Hund.\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1E\x0EM023_グリ\x0CNormal\n\x0E\x03\x02\x10\x0EM023_グリ\nAlso dann, Milady Veyle. Wo bleibt meine\nBelohnung?\x0E\x04\x00\x00
MID_BT7_#002	\x0E\x03\x00\x0E\x08ヴェイル\x02t\n\x0E\x05\x01\x18\x08ヴェイル\x0CStrike\n\x0E\x03\x02\x0A\x08ヴェイル\nBelohnung?\x0E\x04\x00\x00
MID_BT7_#003	\x0E\x05\x01\x1C\x0EM023_グリ\nSmile\n\x0E\x03\x02\x10\x0EM023_グリ\nDie echte Veyle hat mir Schmerzen versprochen.\nSchmerzen, so viel mein Herz begehrt.\x0E\x04\x02\x00
MID_BT7_#004	\x0E\x05\x01\x18\x0EM023_グリ\x06Die\nDarauf habe ich mich jetzt so lange gefreut,\nauf Eure Kälte, auf Eure Härte...\x0E\x04\x02\x00
MID_BT7_#005	\x0E\x05\x01\x18\x0EM023_グリ\x06Sad\nUnd was krieg ich? Nichts. Nicht mal einen\nKratzer.\x0E\x04\x00\x00
MID_BT7_#006	\x0E\x05\x01\x12\x08ヴェイル\x06Sad\n\x0E\x03\x02\x0A\x08ヴェイル\nDie andere Veyle... gibt es nicht mehr.\x0E\x04\x00\x00
MID_BT7_#007	\x0E\x05\x01\x1E\x0EM023_グリ\x0CNormal\n\x0E\x03\x02\x10\x0EM023_グリ\nJa, weil Ihr sie abgemurkst habt! So ganz ohne\nkönnt Ihr also doch nicht sein.\x0E\x04\x02\x00
MID_BT7_#008	\x0E\x05\x01\x1C\x0EM023_グリ\nSmile\nUnd jetzt sagt schon. Wie werdet Ihr dabei\nvorgehen? Wenn Ihr mich umbringt, meine ich.\x0E\x04\x00\x00
MID_BT7_#009	\x0E\x03\x02\x0A\x08ヴェイル\nIch kann dir nicht verzeihen, Griss. Aber ich\nhabe dich nie gehasst. Jedenfalls nicht von\nAnfang an.\x0E\x04\x02\x00
MID_BT7_#010	Ich glaube, ich verstehe, warum du bei den\nBluthunden warst. Warum du du bist.\x0E\x04\x02\x00
MID_BT7_#011	\x0E\x05\x01\x18\x08ヴェイル\x0CStrike\nAber ich bin nicht grausam. Nichts von dem\nwird... eine Belohnung sein.\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1C\x0EM023_グリ\nSmile\n\x0E\x03\x02\x10\x0EM023_グリ\nNetter Trick mit dem getötet werden und dann\nnicht sterben. Aber war ja zu erwarten, vom\nKind des Dämonendrachen.\x0E\x04\x00\x00
MID_BT8_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nGriss... Trotz allem, was passiert ist, bin ich dir\ndankbar dafür, dass du mir die Wahrheit gesagt\nhast.\x0E\x04\x02\x00
MID_BT8_#003	Ich kann dir nicht verzeihen, was du getan hast,\naber eines muss ich dich fragen.\x0E\x04\x02\x00
MID_BT8_#004	Warum machst du das alles? Ist es Zephia,\ndie dich dazu drängt?\x0E\x04\x00\x00
MID_BT8_#005	\x0E\x05\x01"\x0EM023_グリ\x10Surprise\n\x0E\x03\x02\x10\x0EM023_グリ\nWas ist denn das für eine Frage?! Ich bin hier,\nweil ich hier sein will, klar?!\x0E\x04\x00\x00
MID_BT8_#006	\x0E\x05\x01\x12\x08リュール\x06Sad\n\x0E\x03\x02\x0A\x08リュール\nVerstehe.\x0E\x04\x00\x00
MID_BT8_#007	\x0E\x05\x01 \x0EM023_グリ\x0EStandBy\n\x0E\x03\x02\x10\x0EM023_グリ\nHahaha! Wie süß! Macht \x0E\x0A\x00\x10\x06der\x06die sich doch glatt\nSorgen um den lieben, kleinen Griss!\x0E\x04\x02\x00
MID_BT8_#008	\x0E\x05\x01\x1E\x0EM023_グリ\x0CStrike\nDu beleidigst hier mich und Zephia! Und das\nlass ich dir nicht durchgehen! Niemals! Nie!\x0E\x04\x02\x00
MID_BT8_#009	\x0E\x05\x01\x1C\x0EM023_グリ\nAngry\nIch werde dir wehtun, auf jede erdenkliche Art,\nund dann mach ich dich kalt! Endgültig!\x0E\x04\x00\x00
MID_BT9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x18\x0EM023_グリ\x06Shy\n\x0E\x03\x02\x10\x0EM023_グリ\nWas willst du denn hier? Rache? Oder hoffst\ndu, die Bluthunde nehmen dich doch noch mal\nzurück?\x0E\x04\x02\x00
MID_BT9_#002	\x0E\x05\x01\x18\x0EM023_グリ\x06Shy\nWir waren eine Familie, Mauvier. Du und ich,\nwir waren wie Brüder.\x0E\x04\x02\x00
MID_BT9_#003	Niemand würde sich groß wundern, wenn du\nuns vermisst.\x0E\x04\x00\x00
MID_BT9_#004	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x14\x06モーヴ\nAngry\n\x0E\x03\x02\x08\x06モーヴ\nIch bin hier, um dich niederzustrecken. Ich habe\ndir nichts mehr zu sagen.\x0E\x04\x00\x00
MID_BT9_#005	\x0E\x03\x02\x10\x0EM023_グリ\nPah. Verstockt bis zum Schluss. Na, dann muss\nich mich wenigstens nicht zurückhalten, wenn\nich dich metzle.\x0E\x04\x00\x00
MID_BT10_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1A\x0EM023_グリ\x08Pain\n\x0E\x03\x02\x10\x0EM023_グリ\nOh, ja... Tödliche Wunden. Die richtig guten.\nDa sag ich nicht Nein.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x022\n\x0E\x03\x00\x0E\x08リュール\x024\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x02\x08\x06セピア\nHehehe, sieht so aus, als hättest du es irgend-\nwie geschafft zu gewinnen. Es tut mir leid,\nMylord Sombron.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x0A\x08リュール\nDer Kampf ist vorüber. Wir sollten weiter.\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08ヴェイル\nAuf Wiedersehen, Zephia. Auf Wiedersehen,\nGriss. Ich bin froh, dass ich mich wenigstens\ndiesmal angemessen verabschieden kann.\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x08\x06セピア\nOh, Griss kann schon nichts mehr hören.\x0E\x04\x02\x00
MID_ED1_#005	Aber keine Sorge. Ich werde es ihm ausrichten,\nwenn ich ihn im Jenseits wiedersehe.\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x0A\x08ヴェイル\nDanke.\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x08\x06セピア\nHnnng...\x0E\x04\x02\x00
MID_ED1_#008	Nur eine letzte Sache noch... Das nächste\nDrachensiegel werdet Ihr nicht brechen können.\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08ヴェイル\nWas meinst du damit?\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x08\x06セピア\nNun, ursprünglich befand es sich in den Bergen.\x0E\x04\x02\x00
MID_ED1_#011	Dann erhob sich Gradlon mit all seiner Macht.\nDie Berge stürzten ein. Nun ruht es am Grunde\neines Sees.\x0E\x04\x02\x00
MID_ED1_#012	Das Siegel zu erreichen ist schon schwierig\ngenug, aber es zerstören? Unmöglich.\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x0A\x08リュール\nAm Grund eines Sees?!\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x02\x0A\x08ヴェイル\nEines der Siegel schien mir tatsächlich\nschwächer und entfernter zu sein als die\nanderen.\x0E\x04\x02\x00
MID_ED1_#015	Aber das hätte ich mir nie träumen lassen.\x0E\x04\x00\x00
MID_ED1_#016	\x0E\x03\x02\x0A\x08リュール\nWas machen wir jetzt?\x0E\x04\x00\x00
MID_ED1_#017	\x0E\x03\x02\x08\x06セピア\nGanz einfach. Ihr lasst entweder die Berge\nwachsen oder den See leerlaufen.\x0E\x04\x02\x00
MID_ED1_#018	Bitte nehmt dies. Dieser magische Kristall wird\ndas Siegel... in Reichweite bringen.\x0E\x04\x00\x00
MID_ED1_#019	\x0E\x03\x02\x0A\x08ヴェイル\nWoher hast du den?\x0E\x04\x00\x00
MID_ED1_#020	\x0E\x03\x02\x08\x06セピア\nIch bin ein Magiedrache. Mein Volk ist in der\nLage, magische Objekte zu erschaffen.\x0E\x04\x02\x00
