MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08リュール\nWerdet Ihr mir helfen, den Frieden in diese Welt\nzurückzubringen, so schnell wir können?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nEs ist Zeit für meine Patrouille, und danach\ngehe ich laufen. Kommt Ihr mit?\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nAlfred? Ich dachte, Ihr nehmt heute am\nKriegsrat teil.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nJa, aber wir kommen da gerade nicht weiter.\nAlso wollte ich ein paar Übungen hier draußen\nmachen, um meine Gedanken zu sammeln.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nIhr seid immerhin unser Nationalemblem.\nWir müssen daher etwas auf die Beine stellen,\ndas Euch stolz macht.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x08\x06セリカ\nDas ist aber süß, Alfred. He, vielleicht kann\nich doch mal mit Euch laufen!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nOh nein... Du hast ja geweint. Ist etwas\nSchlimmes vorgefallen?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nAch, es ist nur dieses Buch, das mich zu Tränen\ngerührt hat. Aber danke, dass Ihr Euch um mich\nsorgt.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nブシュロン\nWisst Ihr, was ich gerne tun würde? In Eure\nWelt gehen und all ihre Geschichten lesen.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x08\x06セリカ\nIch fürchte, das wird schwierig. Aber ich könnte\ndir zumindest jene erzählen, die ich kenne.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nブシュロン\nEs ist ungewöhnlich, dass Ihr mich um einen\nGefallen bittet. Gibt es ein Problem?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06セリカ\nIch hörte, es gebe einen herrlichen Wald, und\nich wollte ihn besuchen. Doch er ist recht weit\nweg, und ich kann nicht allein gehen.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nKlar, ich ziehe den Ring auf und bringe Euch\ndorthin. Den wollte ich selbst gerne mal sehen,\naber... ich verlaufe mich so leicht.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06セリカ\nDann kümmerst du dich um das Laufen, ich\nmich um die Navigation, und gemeinsam haben\nwir eine gute Zeit.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nOh, was für eine schöne Blume. Wo hast du die\ndenn gefunden?\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nAuf der Blumenwiese da drüben. Ich habe sie\ngepflückt, während ich laufen war.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nエーティエ\nIhr seid so zierlich, Celica. Ich dachte, als\nKönigliche hätte man ein bisschen mehr\nMuskeln an den Knochen.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06セリカ\nKönigliches Blut hat damit nichts zu tun.\nVielleicht beeinflusst dein Dienst unter Alfred\ndeine Vorstellung davon.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nエーティエ\nWenn Ihr Euch jemals mehr Muskelmasse\nwünschen würdet, könntet Ihr sie dann\naufbauen? So als Emblem und alles?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06セリカ\nIch habe es nie versucht, daher weiß ich es\nnicht genau.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nWenn es Euch möglich ist, könnt Ihr ja mit mir\ntrainieren. Ihr solltet es mal versuchen!\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06セリカ\nDas klingt spaßig. Selbst wenn es keinen Erfolg\nbringt, werde ich es genießen, Zeit mit dir zu\nverbringen.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nIch wollte so vieles mit Euch besprechen.\nDoch nun, da ich vor Euch stehe, fehlen mir\ndie Worte.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06セリカ\nIch weiß, was Ihr meint. Doch wir werden\ngenügend Zeit haben, einander besser\nkennenzulernen.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nDer Tee riecht heute wieder faszinierend.\nWoher stammt er?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nAus einem Bauerndorf, berühmt für seinen\nsortenreinen Tee. Es ist meine Lieblingssorte,\ndaher freut es mich, dass sie auch Euch gefällt.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nJeder Tag, an dem ich mit Euch sprechen darf,\nist eine Freude für sich, Celica.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06セリカ\nDas ist sehr freundlich von Euch. Mir geht es\ngenauso.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nDer einzige Nachteil ist, dass ich manchmal\nfürchte, nie mehr glücklicher als jetzt werden\nzu können.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06セリカ\nSorgt Euch nicht. Ich bin sicher, dass uns allen\nnoch viel schönere Zeiten bevorstehen.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nIch gewöhne mich allmählich an deinen\nKampfstil. Wir sind ein gutes Team.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nDa stimme ich zu. Ich freue mich darauf, Euch\nall meinen Freunden vorzustellen.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x06\x04ルイ\nEs gibt nichts Schöneres, als zu sehen, wie zwei\nFreunde sich gut verstehen. Findet Ihr nicht\nauch?\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06セリカ\nEs ist wunderbar, zu sehen, wie andere\nFreundschaft schließen. Doch ich genieße auch\nmeine Freundschaft mit dir.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nDu wirkst etwas distanziert in letzter Zeit.\nHabe ich dich mit etwas verärgert?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nÜberhaupt nicht, Celica. Ich schätze Euch nach\nwie vor.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06セリカ\nWarum hältst du dich dann so fern? Ich spüre\ndeine Gegenwart nur, wenn ich mit anderen\nspreche.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nDabei zu stören wäre ein ähnliches Sakrileg wie\nmit einem Pinsel ein altes Kunstwerk zu\n„verbessern“. Das liegt mir fern.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クロエ\nIhr seid so liebreizend, Celica. Als wäret Ihr\nsoeben einem Märchenbuch entstiegen.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06セリカ\nDanke für das Kompliment, Chloé. Doch das\nGleiche trifft auch auf dich zu.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クロエ\nDer Anblick von Königlichen und Emblemen,\nwie sie sich zusammentun, hebt stets\nzuverlässig meine Stimmung.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06セリカ\nEs ist inspirierend, nicht wahr? Wir beide geben\nein mächtiges Duo ab.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クロエ\nCelica, könnt Ihr mir irgendetwas über das\nEssen in Eurer Welt verraten? Vor allem über\nImbissbudengerichte.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06セリカ\nWir hatten unsere regionalen Köstlichkeiten,\nwenn du das meinst. Ich mochte Dagon-Filet\nsehr gern.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nDagon-Filet?! Schon der Name klingt\nunglaublich. Was ist das denn?\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06セリカ\nEin Meeresbewohner in der See von Zofia.\nBereits ein Bissen genügt, um alle Müdigkeit\nzu vertreiben!\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nWelch Ehre neben einem Emblem von Firene\nzu kämpfen. Hättet Ihr Ratschläge für mich\nbezüglich meiner Kampftechniken?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06セリカ\nDie Ehre ist ganz meinerseits, Prinz Diamant.\nIch freue mich, wenn ich Euch mit Rat zur\nSeite stehen kann.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nMilady Celica, wie gestaltete sich das Regieren\nin Eurer Welt? Euer Blick von außen wäre sehr\nhilfreich für mich.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06セリカ\nNun, da ich nicht in den Pflichten einer Prinzes-\nsin unterwiesen wurde, weiß ich nicht allzu viel.\nIch teile jedoch gerne mit Euch, was ich kann.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIch bin so dankbar, dass Ihr Euch unserem\nKampf angeschlossen habt Milady Celica. Dabei\nseid Ihr nicht mit unserer Welt verbunden.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06セリカ\nIch würde nicht sagen, dass ich keine Verbin-\ndung habe. Es fühlt sich an, als wäre mein\nRuf nach Elyos mein Schicksal.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nIn dem Fall hoffe ich, dass Ihr mit uns das\nSchicksal Elyos' vollenden werdet.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x08\x06セリカ\nSeid Euch dessen versichert, Prinz Diamant.\nWir werden so schnell es uns möglich ist,\nFrieden in diese Welt bringen.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アンバー\nMilady Celica! Antwortet mir frei heraus...\nMögt ihr Alpakas?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06セリカ\nA-Alpakas? Entschuldige... aber was sind\nAlpakas?\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nDu hast keinen einzigen Trainingstag verpasst,\nAmber! Das nenne ich eine gute Einstellung.\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nAber natürlich! Legendäre Helden werden\nschließlich nicht in nur einem Training gemacht.\nDas ist schließlich mein Ziel!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アンバー\nWenn die Legende der Embleme immer schon\nwahr war, dann sind andere Legenden sicherlich\nauch wahr!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06セリカ\nDas ist gut möglich! Diese Welt ist voller\nMysterien.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nIhr stimmt mir zu, Milady Celica?! Whoa! Das ist\nja grandios! Lasst uns zusammen nach Legen-\nden suchen!\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06セリカ\nWas? Du möchtest sofort aufbrechen und mich\nmitnehmen? Wie typisch für dich, Amber!\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nIch höre, du schreibst Romane, Jade. Dürfte ich\neinen lesen?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nHm? Oh, verzeiht, Milady Celica. Ich war in-\nmitten meiner Meditation. Was habt Ihr gesagt?\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nWoher nimmst du die Inspiration für deine\nRomane, Jade?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nVor allem beobachte ich mein Umfeld. Die\nRealität ist deutlich unterhaltsamer als gemein-\nhin angenommen wird.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nUnsere Gespräche haben mich inspiriert,\nMilady Celica. Ich habe eine neue Geschichte\nbegonnen... Darf ich Euch davon erzählen?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06セリカ\nAber gerne! I freue mich immer zu hören, woran\ndu gerade arbeitest.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nEs handelt von einem Helden, der in einer\nanderen Welt erwacht und die Macht besitzt,\neine geheimnisvolle Bedrohung zu besiegen.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06セリカ\nWie grauenvoll... und gleichzeitig so interessant!\nIch muss diese Geschichte unbedingt lesen,\nwenn du sie beendet hast.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nスタルーク\nIch weiß, dass ich in Euren Händen sicher bin,\nCelica. Ich bedaure nur, dass Ihr Euch mit\njemandem so unnützen wie mir abgeben müsst.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x08\x06セリカ\nDas ist doch nicht wahr, Alcryst. Ich freue mich,\ndass wir Seite an Seite kämpfen. Lasst uns\nunsere Kräfte vereinen!\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nDas seid Ihr ja, Alcryst! Euer Bruder suchte\nvorhin nach Euch.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nOh! Danke, dass Ihr mir Bescheid gebt...\nEs tut mir sehr leid, dass Ihr Euch für mich so\neine Mühe geben musstet!\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nIhr habt unseren Feinden in der letzten Schlacht\neine beeindruckende Kostprobe Eurer Stärke\ngegeben. Gut gemacht, Alcryst.\x0E\x04\x00\x00
