MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x02\x08\x06セピア\nIch bin zurück.\x0E\x04\x00\x00
MID_OP2_#018	In Floramühlstadt haben wir das auch getan,\noder nicht?\x0E\x04\x00\x00
MID_OP2_#019	\x0E\x03\x02\x0A\x08リュール\nDas war direkt nach dem Angriff. Da gab es\nnoch Einwohner, die gerettet werden konnten.\x0E\x04\x02\x00
MID_OP2_#020	Seht Euch um. Wir kommen zu spät...\nViel zu spät.\x0E\x04\x02\x00
MID_OP2_#021	Es gibt hier keine Überlebenden.\x0E\x04\x00\x00
MID_OP2_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\n...\x0E\x04\x00\x00
MID_OP2_#023	\x0E\x03\x02\x0A\x08アイビー\nIch hätte mir nichts mehr gewünscht, als den\nLeuten hier zu helfen.\x0E\x04\x02\x00
MID_OP2_#024	Doch jeden Moment könnten anderswo weitere\nLeute sterben.\x0E\x04\x02\x00
MID_OP2_#025	Wir dürfen unsere Zeit nicht mit den Toten\nverschwenden. Wir müssen die Lebenden\nbeschützen.\x0E\x04\x00\x00
MID_OP2_#026	\x0E\x03\x02\x0C\nミスティラ\nDas ist schrecklich.\x0E\x04\x02\x00
MID_OP2_#027	\x0E\x03\x02\x0E\x0Cアルフレッド\nIch denke nicht, dass ich eine Stadt einfach so\nim Stich lassen könnte, aber... das ist nicht\nmeine Entscheidung.\x0E\x04\x02\x00
MID_OP2_#028	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x00\x12\x0Cディアマンド\x023\n\x0E\x03\x02\x0E\x0Cディアマンド\nIhr wusstet bereits, welche Wahl Prinzessin Ivy\ntreffen würde, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche? Beeindruckend.\x0E\x04\x00\x00
MID_OP2_#029	\x0E\x03\x02\x0A\x08リュール\nHm? Nein, das war...\x0E\x04\x00\x00
MID_OP2_#030	\x0E\x03\x02\x0A\x08アイビー\nDanke für Eure Unterstützung, \x0E\x0A\x00*\x14Göttlicher\x12Göttliche.\nUnd jetzt auf zum Schloss.\x0E\x04\x00\x00
MID_OP2_#031	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x02\x08\x06マロン\nAch! Ihr wollt also einfach so verschwinden?\x0E\x04\x00\x00
MID_OP2_#032	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nWer ist da?!\x0E\x04\x00\x00
MID_OP2_#033	\x0E\x03\x02\x08\x06マロン\nHallo! Ich bin's, deine alte Freundin Marni!\nOh, und Mauvier ist auch dabei.\x0E\x04\x00\x00
MID_OP2_#034	\x0E\x03\x00\x0C\x06モーヴ\x023\n\x0E\x03\x02\x08\x06モーヴ\nSo treffen wir uns wieder.\x0E\x04\x00\x00
MID_OP2_#035	\x0E\x03\x02\x08\x06マロン\nIch wünschte wirklich, ihr hättet euch\nentschieden zu bleiben und die Verzerrten zu\nbekämpfen. Das wäre viel einfacher gewesen!\x0E\x04\x02\x00
MID_OP2_#036	Aber die feige Göttlichkeit hat wohl aus lauter\nAngst vor ihnen gekniffen, was?\x0E\x04\x00\x00
MID_OP2_#037	\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08アイビー\n\x0E\x0A\x008\x18Der Wyrmgott\x1CDie Wyrmgöttin hat nur im besten Interesse aller\nentschieden.\x0E\x04\x00\x00
MID_OP2_#038	\x0E\x03\x02\x08\x06マロン\nBlablabla. Warum hältst du nicht einfach den\nMund? Du gehst mir auf die Nerven.\x0E\x04\x02\x00
MID_OP2_#039	Ihr habt recht – der Hafen ist vor langer Zeit\ngefallen. Aber so einfach lasse ich euch nicht\ndavonkommen.\x0E\x04\x02\x00
MID_OP2_#040	Nun, was haltet ihr hiervon: Ihr lasst all diese\nEmblem-Ringe auf den Boden fallen, dann\nkönnt ihr gehen.\x0E\x04\x00\x00
MID_OP2_#041	\x0E\x03\x02\x0A\x08リュール\nSicher nicht.\x0E\x04\x00\x00
MID_OP2_#042	\x0E\x03\x02\x08\x06マロン\nDas dachte ich mir. Aber einen Versuch war es\nwert. Gut, dann kämpfen wir eben!\x0E\x04\x02\x00
MID_OP2_#043	Und keine Sorge – wir haben jede Menge\nVerzerrte mitgebracht, nur für euch!\x0E\x04\x00\x00
MID_OP2_#044	\x0E\x03\x02\x0A\x08リュール\nVerrate mir vorher noch eines. Bitte, ich muss\nes wissen.\x0E\x04\x00\x00
MID_OP2_#045	\x0E\x03\x02\x08\x06マロン\nWas?\x0E\x04\x00\x00
MID_OP2_#046	\x0E\x03\x02\x0A\x08リュール\nVeyle... Geht es ihr gut?\x0E\x04\x00\x00
MID_OP2_#047	\x0E\x03\x02\x08\x06モーヴ\nMilady Veyle... Sie--\x0E\x04\x00\x00
MID_OP2_#048	\x0E\x03\x02\x08\x06マロン\nPst, Mauvier. Wir sind nicht hier, um über\nunsere Geheimnisse zu plappern.\x0E\x04\x02\x00
MID_OP2_#049	Ich fürchte, wir können das nicht beantworten,\n\x0E\x0A\x00*\x14Göttlicher\x12Göttliche. Unsere Lippen sind versiegelt.\x0E\x04\x02\x00
MID_OP2_#050	Ich sag dir was. Wenn das hier vorbei ist,\nflüstere ich es dir in deine kleinen toten\nÖhrchen. Wie wär's?\x0E\x04\x00\x00
MID_OP2_#051	\x0E\x03\x02\x0A\x08リュール\nWir hatten gehofft, von den Einwohnern dieser\nStadt Informationen zu bekommen.\x0E\x04\x02\x00
MID_OP2_#052	Aber da niemand mehr am Leben ist, werden\nwir uns die Wahrheit eben von euch besorgen –\nauf die eine oder andere Weise.\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01\x1E\x10M019_マロン\nAngry\n\x0E\x03\x02\x12\x10M019_マロン\n\x0E\x0B\x00p
MID_OP3_#002	\x0E\x03\x00\x16\x10M019_モーヴ\x02t\n\x0E\x05\x01$\x10M019_モーヴ\x10Surprise\n\x0E\x03\x02\x12\x10M019_モーヴ\nZephia hat uns erlaubt, Emblem-Ringe zu\nverwenden?\x0E\x04\x00\x00
MID_OP3_#003	\x0E\x05\x01\x1E\x10M019_マロン\nSmile\n\x0E\x03\x02\x12\x10M019_マロン\n\x0E\x0B\x01@
MID_OP3_#004	\x0E\x05\x01 \x10M019_モーヴ\x0CStrike\n\x0E\x03\x02\x12\x10M019_モーヴ\nDu hast was? Marni, wenn das rauskommt...\x0E\x04\x00\x00
MID_OP3_#005	\x0E\x05\x01"\x10M019_マロン\x0EStandBy\n\x0E\x03\x02\x12\x10M019_マロン\nDann werde ich was? Ausgeschimpft? Bestraft?\nAlso bitte. Wir sind Lord Sombrons Lieblinge!\x0E\x04\x02\x00
MID_OP3_#006	\x0E\x05\x01\x1E\x10M019_マロン\nSmile\nAußerdem... Wenn ich auch nur einen weiteren\nRing erlange, stell dir vor, wie ich gelobt werde.\nIch werde eine Heldin sein!\x0E\x04\x00\x00
MID_OP3_#007	\x0E\x05\x01"\x10M019_モーヴ\x0EStandBy\n\x0E\x03\x02\x12\x10M019_モーヴ\nNicht einmal in diesem Fall wird er dir\nverzeihen.\x0E\x04\x00\x00
MID_OP3_#008	\x0E\x05\x01\x1E\x10M019_マロン\nAngry\n\x0E\x03\x02\x12\x10M019_マロン\nSchluss mit den Belehrungen, ja?\nLeg ihn einfach an.\x0E\x04\x02\x00
MID_OP3_#009	Wenn du mir in die Parade fährst, werde ich\nDIR nicht vergeben!\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02t\n\x0E\x05\x01\x18\nザフィーア\nAngry\n\x0E\x03\x02\x0C\nザフィーア\nWarum hat \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin hier angelegt?\nHier wimmelt es von Verzerrten.\x0E\x04\x02\x00
MID_EV1_#002	Ich habe wohl keine Wahl. Ich muss mir meinen\nWeg durch diese verrottenden Mistkerle\nschlagen.\x0E\x04\x00\x00
MID_TK1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x1A\nザフィーア\x0CStrike\n\x0E\x03\x02\x0C\nザフィーア\nNa, wenn das nicht \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin ist.\x0E\x04\x00\x00
MID_TK1_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nIch kenne dich. Du bist die Ritterin, der ich auf\nSchloss Brodia begegnet bin, richtig?\x0E\x04\x00\x00
MID_TK1_#003	\x0E\x05\x01\x18\nザフィーア\nAngry\n\x0E\x03\x02\x0C\nザフィーア\nSaphir von der königlichen Wache, zu Euren\nDiensten.\x0E\x04\x02\x00
MID_TK1_#004	Prinz Diamant ließ ausrichten, dass Euer Schiff\nRichtung Elusia unterwegs sei.\x0E\x04\x02\x00
MID_TK1_#005	Die Situation im Schloss war unter Kontrolle,\nalso dachte ich, ich könnte Euch behilflich sein.\x0E\x04\x00\x00
MID_TK1_#006	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nIch bin froh, dass du dich uns anschließt.\x0E\x04\x00\x00
MID_TK1_#007	\x0E\x05\x01\x14\nザフィーア\x06Sad\n\x0E\x03\x02\x0C\nザフィーア\nAls Prinz Diamant uns vom Tod des Königs\nschrieb, war mein Entschluss gefasst.\x0E\x04\x02\x00
MID_TK1_#008	\x0E\x05\x01\x18\nザフィーア\nAngry\nMeine Pflicht ist der Schutz des Königreichs,\ndas Seine Majestät hinterließ.\x0E\x04\x02\x00
MID_TK1_#009	Diamant wird der nächste Herrscher über das\nKönigreich sein, mein Leben gehört ihm... und\nEuch. Setzt es gut ein.\x0E\x04\x00\x00
MID_TK1P_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0C\nザフィーア\nNa, wenn das nicht \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin ist.\x0E\x04\x00\x00
MID_TK1P_#002	\x0E\x03\x02\x0A\x08リュール\nIch kenne dich. Du bist die Ritterin, der ich auf\nSchloss Brodia begegnet bin, richtig?\x0E\x04\x00\x00
MID_TK1P_#003	\x0E\x03\x02\x0C\nザフィーア\nSaphir von der königlichen Wache, zu Euren\nDiensten.\x0E\x04\x02\x00
MID_TK1P_#004	Prinz Diamant ließ ausrichten, dass Euer Schiff\nRichtung Elusia unterwegs sei.\x0E\x04\x02\x00
MID_TK1P_#005	Die Situation im Schloss war unter Kontrolle,\nalso dachte ich, ich könnte Euch behilflich sein.\x0E\x04\x00\x00
MID_TK1P_#006	\x0E\x03\x02\x0A\x08リュール\nIch bin froh, dass du dich uns anschließt.\x0E\x04\x00\x00
MID_TK1P_#007	\x0E\x03\x02\x0C\nザフィーア\nAls Prinz Diamant uns vom Tod des Königs\nschrieb, war mein Entschluss gefasst.\x0E\x04\x02\x00
MID_TK1P_#008	Meine Pflicht ist der Schutz des Königreichs,\ndas Seine Majestät hinterließ.\x0E\x04\x02\x00
MID_TK1P_#009	Diamant wird der nächste Herrscher über das\nKönigreich sein, mein Leben gehört ihm... und\nEuch. Setzt es gut ein.\x0E\x04\x00\x00
MID_TK2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x1A\nザフィーア\x0CStrike\n\x0E\x03\x02\x0C\nザフィーア\nPrinz Diamant.\x0E\x04\x00\x00
MID_TK2_#002	\x0E\x03\x00\x12\x0Cディアマンド\x02t\n\x0E\x05\x01 \x0Cディアマンド\x10Surprise\n\x0E\x03\x02\x0E\x0Cディアマンド\nSaphir? Was tust du hier?\x0E\x04\x00\x00
MID_TK2_#003	\x0E\x05\x01\x18\nザフィーア\nAngry\n\x0E\x03\x02\x0C\nザフィーア\nIn Eurem Brief stand, Ihr wärt unterwegs nach\nElusia, und ich dachte, Ihr könntet einen\nzusätzlichen Soldaten gebrauchen.\x0E\x04\x02\x00
MID_TK2_#004	Keine Sorge, das Schloss ist in Sicherheit.\nAber was König Morion betrifft...\x0E\x04\x00\x00
MID_TK2_#005	\x0E\x05\x01\x16\x0Cディアマンド\x06Sad\n\x0E\x03\x02\x0E\x0Cディアマンド\nEs tut mir leid, Saphir. Ich hätte ihn beschützen\nsollen. Er war sich so sicher, dass er zurück-\nkehren würde...\x0E\x04\x00\x00
MID_TK2_#006	\x0E\x05\x01\x1A\nザフィーア\x0CStatus\n\x0E\x03\x02\x0C\nザフィーア\nEr kannte das Risiko. Jedenfalls bin ich froh,\ndass Ihr noch unter den Lebenden weilt.\x0E\x04\x02\x00
MID_TK2_#007	\x0E\x05\x01\x1A\nザフィーア\x0CStrike\nSorgen wir dafür, dass sich das so schnell\nnicht ändert.\x0E\x04\x00\x00
MID_TK3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nスタルーク\x02t\n\x0E\x05\x01\x1E\nスタルーク\x10Surprise\n\x0E\x03\x02\x0C\nスタルーク\nSaphir?!\x0E\x04\x00\x00
MID_TK3_#002	\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x1E\nザフィーア\x10Surprise\n\x0E\x03\x02\x0C\nザフィーア\nPrinz Alcryst, wie froh ich bin, Euch zu sehen!\x0E\x04\x02\x00
MID_TK3_#003	\x0E\x05\x01\x18\nザフィーア\nAngry\nIch bekam Prinz Diamants Brief über die Fahrt\nnach Elusia und dachte, Ihr könntet einen\nzusätzlichen Soldaten gebrauchen.\x0E\x04\x00\x00
MID_TK3_#004	\x0E\x05\x01\x18\nスタルーク\nSmile\n\x0E\x03\x02\x0C\nスタルーク\nIch weiß dein Kommen zu schätzen. Diamant\nund \x0E\x0A\x008\x18der Wyrmgott\x1Cdie Wyrmgöttin sehen das sicher genauso.\x0E\x04\x02\x00
MID_TK3_#005	\x0E\x05\x01\x1A\nスタルーク\x0CStrike\nWie läuft es bei dir und den anderen Soldaten?\x0E\x04\x00\x00
MID_TK3_#006	\x0E\x03\x02\x0C\nザフィーア\nDas Schloss ist recht sicher, aber... wir haben\nlange auf unseren König gewartet.\x0E\x04\x00\x00
MID_TK3_#007	\x0E\x05\x01\x14\nスタルーク\x06Sad\n\x0E\x03\x02\x0C\nスタルーク\nEs tut mir leid, dass wir seine Leiche nicht\nzum Schloss zurückbringen konnten.\x0E\x04\x02\x00
MID_TK3_#008	\x0E\x05\x01\x18\nスタルーク\nAngry\nWir werden dem Volk von Brodia keine weitere\nTrauer zumuten. Ich werde dafür sorgen,\ndass mein Bruder lebend zurückkehrt.\x0E\x04\x00\x00
MID_TK3_#009	\x0E\x05\x01\x18\nザフィーア\nSmile\n\x0E\x03\x02\x0C\nザフィーア\nIhr seid ein Segen für unser Königreich, Prinz\nAlcryst. Meine Unterstützung ist Euch gewiss.\x0E\x04\x02\x00
MID_TK3_#010	\x0E\x05\x01\x18\nザフィーア\nAngry\nIch lasse nicht zu, dass auch nur ein weiterer\nTropfen stolzen brodianischen Blutes vergossen\nwird.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00$\x1EM019_異形兵_ウォーリアー\x02b\n\x0E\x03\x02 \x1EM019_異形兵_ウォーリアー\nGrarrr!\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM019_異形兵_ベルセルク\x02b\n\x0E\x03\x02\x1E\x1CM019_異形兵_ベルセルク\nGRAAAR!\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x03\x02\x0E\x0Cアルフレッド\n\x0E\x0A\x00*\x14Göttlicher\x12Göttliche, die Flammenkanonen! Damit könnt\nIhr dieses Miasma mit Feuer durchdringen.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01 \x10M019_マロン\x0CStrike\n\x0E\x03\x02\x12\x10M019_マロン\nFür mich steht einiges auf dem Spiel, also tut\nmir den Gefallen und sterbt schnell!\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01\x1A\x10M019_マロン\x06Sad\n\x0E\x03\x02\x12\x10M019_マロン\nOh nein... Das ist gar nicht gut...\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M019_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M019_モーヴ\nVerschwenden wir keine Zeit. Ich muss zurück\nzu Milady Veyle.\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_モーヴ\x02b\n\x0E\x05\x01\x1C\x10M019_モーヴ\x08Pain\n\x0E\x03\x02\x12\x10M019_モーヴ\nIch habe versagt, aber wenigstens...\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01\x1E\x10M019_マロン\nAngry\n\x0E\x03\x02\x12\x10M019_マロン\nIch zeige dir, dass wir es ernst meinen.\nEmblem Roy!\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M019_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M019_モーヴ\nVergebt mir, Emblem. Ich weiß, dass Euch das\neine Bürde auferlegt.\x0E\x04\x00\x00
