MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x02\x0A\x08ヴェイル\nDa questa parte! La scheggia del Drago Maligno\nè vicina!\x0E\x04\x00\x00
MID_OP2_#024	\x0E\x03\x02\x08\x06セピア\nHo accolto Marni nella mia famiglia e mi sono\npresa cura di lei. Cosa ho ricevuto in cambio?\nUna pugnalata alle spalle.\x0E\x04\x00\x00
MID_OP2_#025	\x0E\x03\x02\x0A\x08ヴェイル\nCome fai a chiamare i Quattro Segugi la tua\nfamiglia? Dopo averli trattati così... vilmente.\x0E\x04\x00\x00
MID_OP2_#026	\x0E\x03\x02\x08\x06セピア\nPerché li amavo. All'occorrenza, però, i bambini\ndisubbidienti vanno puniti... o peggio.\x0E\x04\x00\x00
MID_OP2_#027	\x0E\x03\x02\x0A\x08リュール\nQuesto non è vero amore...\x0E\x04\x00\x00
MID_OP2_#028	\x0E\x03\x02\x08\x06セピア\nMa davvero? Forse allora non lo conosco,\nil "vero amore".\x0E\x04\x02\x00
MID_OP2_#029	Ma conosco i miei sentimenti, e i miei pensieri.\nÈ tutto ciò che conta, per me.\x0E\x04\x02\x00
MID_OP2_#030	Noi invece non ci capiremo mai. Nemmeno fra\nmille anni.\x0E\x04\x02\x00
MID_OP2_#031	Io servo lord Sombron.\x0E\x04\x02\x00
MID_OP2_#032	Lo faccio da molto tempo, pronta a eseguire\ntutti i suoi comandi.\x0E\x04\x00\x00
MID_OP2_#033	\x0E\x03\x02\x06\x04グリ\nNon ho alcuna intenzione di passare dalla parte\ndel nemico, neanche se dovessi perdere, chiaro?\x0E\x04\x00\x00
MID_OP2_#034	\x0E\x03\x02\x0A\x08ヴェイル\nCapisco. Allora questo è un addio.\x0E\x04\x02\x00
MID_OP2_#035	Mi spiace doverlo ammettere, ma non abbiamo\nscelta. Affrontiamoli.\x0E\x04\x00\x00
MID_OP2_#036	\x0E\x03\x02\x0A\x08リュール\nSei sicura?\x0E\x04\x00\x00
MID_OP2_#037	\x0E\x03\x02\x0A\x08ヴェイル\nNon intendono ascoltarci. Se solo se ne\nandassero, per il loro bene... Invece no,\npreferiscono combattere.\x0E\x04\x02\x00
MID_OP2_#038	Dobbiamo fermare papà, quindi non mi resta\nche staccarmi da loro. Anzi, avrei dovuto\nfarlo molto prima...\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x02t\n\x0E\x05\x01\x16\x08ヴェイル\nAngry\n\x0E\x03\x02\x0A\x08ヴェイル\nDobbiamo sconfiggere Zephia e Griss, poi\npotremo distruggere la scheggia.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nE quella cos'era?!\x0E\x04\x00\x00
MID_EV2_#002	\x0E\x03\x00\x0E\x08ヴェイル\x02b\n\x0E\x05\x01\x16\x08ヴェイル\nAngry\n\x0E\x03\x02\x0A\x08ヴェイル\nQuei due... deve essere opera loro.\x0E\x04\x02\x00
MID_EV2_#003	Possono attaccare sfruttando il potere della\nscheggia. E sono sicura che lo rifaranno...\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01\x1E\x10M023_セピア\nAngry\n\x0E\x03\x02\x12\x10M023_セピア\nRitirarsi non è un'opzione. Pur di proteggere\nla scheggia, sono disposta a morire.\x0E\x04\x00\x00
MID_EV3_#002	\x0E\x03\x00\x14\x0EM023_グリ\x02t\n\x0E\x05\x01"\x0EM023_グリ\x10Surprise\n\x0E\x03\x02\x10\x0EM023_グリ\nTu? Non scherziamo. Se oggi deve morire\nqualcuno, beh, io sono sempre il primo della\nfila. E poi...\x0E\x04\x02\x00
MID_EV3_#003	\x0E\x05\x01\x1E\x0EM023_グリ\x0CStatus\nContinuiamo a lanciare queste bellezze, fino\na ridurli in cenere!\x0E\x04\x00\x00
MID_EV3_2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01\x1E\x10M023_セピア\nAngry\n\x0E\x03\x02\x12\x10M023_セピア\nRitirarsi non è un'opzione. Pur di proteggere\nla scheggia, sono disposta a morire.\x0E\x04\x02\x00
MID_EV3_2_#002	Ma prima, per vendicare Griss, vi ridurrò\ntutti in cenere!\x0E\x04\x00\x00
MID_EV3_3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1C\x0EM023_グリ\nAngry\n\x0E\x03\x02\x10\x0EM023_グリ\nZephia ha perso... Tocca fare tutto a me, eh?\nBeh, non tirerò le cuoia tanto facilmente.\x0E\x04\x02\x00
MID_EV3_3_#002	\x0E\x05\x01\x1E\x0EM023_グリ\x0CStrike\nContinuerò a lanciare queste bellezze fino a che\nnon vi avrò ridotti in cenere!\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nSmile\n\x0E\x03\x02\x0A\x08リュール\nCe l'abbiamo fatta... Abbiamo infranto\nla scheggia del Drago Maligno!\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01"\x10M023_セピア\x0EStandBy\n\x0E\x03\x02\x12\x10M023_セピア\nChi perderà la vita in questo scontro?\nSarò io o sarete voi?\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01\x1E\x10M023_セピア\nSmile\n\x0E\x03\x02\x12\x10M023_セピア\nAh, lady Veyle. Avete tutta l'intenzione di\nuccidermi, vero?\x0E\x04\x00\x00
MID_BT2_#002	\x0E\x03\x00\x0E\x08ヴェイル\x02t\n\x0E\x05\x01\x18\x08ヴェイル\x0CStrike\n\x0E\x03\x02\x0A\x08ヴェイル\nSì.\x0E\x04\x00\x00
MID_BT2_#003	\x0E\x03\x02\x12\x10M023_セピア\nQuello sguardo... Così simile a quello di vostro\npadre.\x0E\x04\x02\x00
MID_BT2_#004	Gli assomigliate davvero molto, sapete?\nMolto più dell'altra lady Veyle.\x0E\x04\x00\x00
MID_BT2_#005	\x0E\x03\x02\x0A\x08ヴェイル\nNon riesci a vedermi, vero, Zephia?\x0E\x04\x02\x00
MID_BT2_#006	\x0E\x05\x01\x12\x08ヴェイル\x06Sad\nMi guardi e pensi a papà. O all'altra me.\x0E\x04\x02\x00
MID_BT2_#007	Quando ci siamo conosciute, mi sembravi così\ngentile. Ti volevo bene davvero.\x0E\x04\x00\x00
MID_BT2_#008	\x0E\x05\x01"\x10M023_セピア\x0EStandBy\n\x0E\x03\x02\x12\x10M023_セピア\nSul serio? Io vi odiavo. No, in verità... mi eravate\nindifferente.\x0E\x04\x00\x00
MID_BT2_#009	\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x00\x00
MID_BT2_#010	\x0E\x05\x01\x1A\x10M023_セピア\x06Die\n\x0E\x03\x02\x12\x10M023_セピア\nLa marionetta di lord Sombron. Solo questo\neravate. Uno strumento da usare e gettare via.\x0E\x04\x02\x00
MID_BT2_#011	\x0E\x05\x01 \x10M023_セピア\x0CNormal\nTuttavia, in qualche modo... sapevo che questo\ngiorno sarebbe arrivato.\x0E\x04\x00\x00
MID_BT2_#012	\x0E\x05\x01\x18\x08ヴェイル\x0CStrike\n\x0E\x03\x02\x0A\x08ヴェイル\nIl giorno in cui ti avrei uccisa? Non mi stupisce\nche non ti piacessi.\x0E\x04\x00\x00
MID_BT2_#013	\x0E\x05\x01\x1E\x10M023_セピア\nSmile\n\x0E\x03\x02\x12\x10M023_セピア\nBeh, ora avete tutta la mia attenzione.\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01\x1E\x10M023_セピア\nSmile\n\x0E\x03\x02\x12\x10M023_セピア\nMio caro e dolce Drago Divino. Ne abbiamo\npassate tante insieme, eh?\x0E\x04\x00\x00
MID_BT3_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x18\x08リュール\x0CStrike\n\x0E\x03\x02\x0A\x08リュール\nZephia... mille anni fa, tu sapevi chi ero.\x0E\x04\x00\x00
MID_BT3_#003	\x0E\x05\x01\x1E\x10M023_セピア\nRelax\n\x0E\x03\x02\x12\x10M023_セピア\nSì, credo che ci siamo incontrat\x0E\x0A\x00\x08\x02i\x02e, ma i miei\nricordi sono offuscati.\x0E\x04\x02\x00
MID_BT3_#004	\x0E\x05\x01\x1A\x10M023_セピア\x06Die\nLord Sombron aveva così tanti figli, sai.\x0E\x04\x02\x00
MID_BT3_#005	\x0E\x05\x01\x1E\x10M023_セピア\nSmile\nUno scarafaggio avrebbe attirato di più la mia\nattenzione.\x0E\x04\x00\x00
MID_BT3_#006	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nSono così insignificante?\x0E\x04\x00\x00
MID_BT3_#007	\x0E\x05\x01\x1E\x10M023_セピア\nAngry\n\x0E\x03\x02\x12\x10M023_セピア\nOh, assolutamente no. Ora sei il Drago Divino.\nMa col passare del tempo, diventerai come me.\x0E\x04\x02\x00
MID_BT3_#008	\x0E\x05\x01\x1A\x10M023_セピア\x06Shy\nTendiamo a perdere il conto delle vite che ci\npassano davanti. Un giorno capirai.\x0E\x04\x00\x00
MID_BT3_#009	\x0E\x03\x02\x0A\x08リュール\nNon sarò mai come te.\x0E\x04\x00\x00
MID_BT3_#010	\x0E\x05\x01\x1E\x10M023_セピア\nSmile\n\x0E\x03\x02\x12\x10M023_セピア\nAhah. Beh, non che abbia molta importanza, in\nfondo. Tanto non lascerai mai questo posto.\x0E\x04\x02\x00
MID_BT3_#011	\x0E\x05\x01 \x10M023_セピア\x0CStrike\nStai per morire, proprio ora.\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01\x1E\x10M023_セピア\nAngry\n\x0E\x03\x02\x12\x10M023_セピア\nMauvier, hai intenzione di uccidermi? Dopo\ntutto quello che abbiamo passato?\x0E\x04\x00\x00
MID_BT4_#002	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x18\x06モーヴ\x0EStandBy\n\x0E\x03\x02\x08\x06モーヴ\nC'è stato un tempo in cui sarebbe stato\nimpensabile per me. Credevo che stessimo\nfacendo la cosa giusta.\x0E\x04\x02\x00
MID_BT4_#003	\x0E\x05\x01\x10\x06モーヴ\x06Sad\nChe fossimo una famiglia.\x0E\x04\x00\x00
MID_BT4_#004	\x0E\x05\x01$\x10M023_セピア\x10Surprise\n\x0E\x03\x02\x12\x10M023_セピア\nUna famiglia... Mi sorprende sentirtelo dire.\x0E\x04\x00\x00
MID_BT4_#005	\x0E\x05\x01\x16\x06モーヴ\x0CNormal\n\x0E\x03\x02\x08\x06モーヴ\nLo ammetto, per natura sono una persona\nsolitaria. Ma ho provato un vero attaccamento\nper i Segugi.\x0E\x04\x02\x00
MID_BT4_#006	\x0E\x05\x01\x14\x06モーヴ\nAngry\nHo permesso che la nostra "famiglia" mi\ndistraesse per troppo tempo. Ma è finita\nquando ci hai portato via Marni.\x0E\x04\x00\x00
MID_BT4_#007	\x0E\x05\x01\x1E\x10M023_セピア\nSmile\n\x0E\x03\x02\x12\x10M023_セピア\nSai, Mauvier... Hai ancora tempo per lasciarti\ntutto alle spalle. Puoi andare via.\x0E\x04\x00\x00
MID_BT4_#008	\x0E\x05\x01\x1E\x10M023_セピア\nAngry\n\x0E\x05\x01\x18\x06モーヴ\x0EStandBy\n\x0E\x03\x02\x08\x06モーヴ\nZephia, io ti ho abbandonata quando hai\nrovinato per sempre i Segugi.\x0E\x04\x02\x00
MID_BT4_#009	\x0E\x05\x01\x16\x06モーヴ\x0CStrike\nOra non provo più niente. Vedi... alla fine ho\nimparato qualcosa da te.\x0E\x04\x00\x00
MID_BT5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M023_セピア\x02b\n\x0E\x05\x01\x1C\x10M023_セピア\x08Pain\n\x0E\x03\x02\x12\x10M023_セピア\nLord Sombron... No...\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1C\x0EM023_グリ\nSmile\n\x0E\x03\x02\x10\x0EM023_グリ\nUna vita da Segugio... e una morte da Segugio!\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1E\x0EM023_グリ\x0CNormal\n\x0E\x03\x02\x10\x0EM023_グリ\nAh, lady Veyle! Dov'è la mia ricompensa?\x0E\x04\x00\x00
MID_BT7_#002	\x0E\x03\x00\x0E\x08ヴェイル\x02t\n\x0E\x05\x01\x18\x08ヴェイル\x0CStrike\n\x0E\x03\x02\x0A\x08ヴェイル\nRicompensa?\x0E\x04\x00\x00
MID_BT7_#003	\x0E\x05\x01\x1C\x0EM023_グリ\nSmile\n\x0E\x03\x02\x10\x0EM023_グリ\nLa vera lady Veyle mi aveva promesso tutta\nl'agonia che il mio cuore potesse desiderare.\x0E\x04\x02\x00
MID_BT7_#004	\x0E\x05\x01\x18\x0EM023_グリ\x06Die\nNon vedevo l'ora di gustare quella freddezza,\nquella severità...\x0E\x04\x02\x00
MID_BT7_#005	\x0E\x05\x01\x18\x0EM023_グリ\x06Sad\nE invece nulla. Nemmeno un graffio.\x0E\x04\x00\x00
MID_BT7_#006	\x0E\x05\x01\x12\x08ヴェイル\x06Sad\n\x0E\x03\x02\x0A\x08ヴェイル\nQuella Veyle... non c'è più ora.\x0E\x04\x00\x00
MID_BT7_#007	\x0E\x05\x01\x1E\x0EM023_グリ\x0CNormal\n\x0E\x03\x02\x10\x0EM023_グリ\nGià, perché l'avete fatta fuori voi! Quindi non\nsiete poi così male.\x0E\x04\x02\x00
MID_BT7_#008	\x0E\x05\x01\x1C\x0EM023_グリ\nSmile\nOra ditemi... Come avete intenzione di farlo?\nUccidermi, intendo.\x0E\x04\x00\x00
MID_BT7_#009	\x0E\x03\x02\x0A\x08ヴェイル\nNon potrò mai perdonarti, Griss. Ma non ti ho\nodiato, non all'inizio per lo meno.\x0E\x04\x02\x00
MID_BT7_#010	Credo di capire perché sei entrato nei Segugi.\nPerché sei quello che sei.\x0E\x04\x02\x00
MID_BT7_#011	\x0E\x05\x01\x18\x08ヴェイル\x0CStrike\nMa non sono crudele. Non riceverai... la tua\nricompensa.\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1C\x0EM023_グリ\nSmile\n\x0E\x03\x02\x10\x0EM023_グリ\nÈ proprio un bel trucchetto essere uccisi senza\nmorire. Non per niente sei \x0E\x0A\x00\x0C\x04il\x04la figli\x0E\x0A\x00\x08\x02o\x02a del Drago\nMaligno.\x0E\x04\x00\x00
MID_BT8_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nGriss... A parte tutto, ti sono riconoscente per\navermi detto la verità.\x0E\x04\x02\x00
MID_BT8_#003	Gli atti che hai compiuto sono imperdonabili,\nma voglio chiederti una cosa.\x0E\x04\x02\x00
MID_BT8_#004	Perché stai facendo tutto questo? È Zephia a\ncostringerti?\x0E\x04\x00\x00
MID_BT8_#005	\x0E\x05\x01"\x0EM023_グリ\x10Surprise\n\x0E\x03\x02\x10\x0EM023_グリ\nChe razza di domanda è? Sono qui perché\nlo voglio, chiaro?!\x0E\x04\x00\x00
MID_BT8_#006	\x0E\x05\x01\x12\x08リュール\x06Sad\n\x0E\x03\x02\x0A\x08リュール\nCapisco.\x0E\x04\x00\x00
MID_BT8_#007	\x0E\x05\x01 \x0EM023_グリ\x0EStandBy\n\x0E\x03\x02\x10\x0EM023_グリ\nAhah, ma che dolce! Ti preoccupi per il buon\nvecchio Griss!\x0E\x04\x02\x00
MID_BT8_#008	\x0E\x05\x01\x1E\x0EM023_グリ\x0CStrike\nÈ un insulto verso di me e Zephia! Non ti\nperdonerò mai. Mai e poi mai!\x0E\x04\x02\x00
MID_BT8_#009	\x0E\x05\x01\x1C\x0EM023_グリ\nAngry\nTi ferirò in tutti i modi che conosco. E poi ti\ndarò il colpo di grazia una volta per tutte!\x0E\x04\x00\x00
MID_BT9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x18\x0EM023_グリ\x06Shy\n\x0E\x03\x02\x10\x0EM023_グリ\nSei qui per vendicarti? O speravi che i Segugi\nti accogliessero a braccia aperte?\x0E\x04\x02\x00
MID_BT9_#002	\x0E\x05\x01\x18\x0EM023_グリ\x06Shy\nEravamo una famiglia, Mauvier. Significa che\nnoi siamo come fratelli.\x0E\x04\x02\x00
MID_BT9_#003	Nessuno ti biasimerà se ti manchiamo.\x0E\x04\x00\x00
MID_BT9_#004	\x0E\x03\x00\x0C\x06モーヴ\x02t\n\x0E\x05\x01\x14\x06モーヴ\nAngry\n\x0E\x03\x02\x08\x06モーヴ\nSono qui per abbatterti. Non ho niente da dirti.\x0E\x04\x00\x00
MID_BT9_#005	\x0E\x03\x02\x10\x0EM023_グリ\nUmpf, e rilassati per una volta. Rigido fino\nall'ultimo. A questo punto non ha senso cercare\ndi non ucciderti.\x0E\x04\x00\x00
MID_BT10_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM023_グリ\x02b\n\x0E\x05\x01\x1A\x0EM023_グリ\x08Pain\n\x0E\x03\x02\x10\x0EM023_グリ\nOh, sì. Ferite mortali... e anche di quelle belle\nprofonde. Come faccio a dire di no?\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x022\n\x0E\x03\x00\x0E\x08リュール\x024\n\x0E\x03\x00\x0C\x06セピア\x021\n\x0E\x03\x02\x08\x06セピア\nEheh... a quanto pare avete vinto voi.\nMi spiace, lord Sombron...\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x0A\x08リュール\nLa battaglia è terminata. Faremmo meglio a\nproseguire.\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08ヴェイル\nAddio Zephia. Addio Griss. Sono felice di essere\nriuscita a dirvelo come si deve, questa volta.\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x08\x06セピア\nOh, al momento Griss non può sentirvi.\x0E\x04\x02\x00
MID_ED1_#005	Non preoccupatevi, però. Glielo riferirò quando\nlo raggiungerò dall'altra parte.\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x0A\x08ヴェイル\nGrazie.\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x08\x06セピア\n...\x0E\x04\x02\x00
MID_ED1_#008	Un'ultima cosa, prima che vi lasci...\nLa prossima scheggia non può essere infranta.\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08ヴェイル\nCosa intendi dire?\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x08\x06セピア\nBeh, prima si trovava in una zona montagnosa.\x0E\x04\x02\x00
MID_ED1_#011	Il Gradlon è emerso con la sua imponenza, ma\nquelle montagne si sono sbriciolate. La scheggia\nora si trova in fondo a un lago.\x0E\x04\x02\x00
MID_ED1_#012	Anche solo raggiungerla sarà difficile, figurarsi\ndistruggerla. Di sicuro impossibile.\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x0A\x08リュール\nIn fondo a un lago?!\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x02\x0A\x08ヴェイル\nIn effetti sentivo che il segnale di una scheggia\nera più debole e più lontano rispetto agli altri.\x0E\x04\x02\x00
MID_ED1_#015	Ma non avrei mai immaginato\nun simile scenario...\x0E\x04\x00\x00
MID_ED1_#016	\x0E\x03\x02\x0A\x08リュール\nE ora cosa facciamo?\x0E\x04\x00\x00
MID_ED1_#017	\x0E\x03\x02\x08\x06セピア\nÈ semplice, o fate emergere le montagne oppure\nprosciugate il lago.\x0E\x04\x02\x00
MID_ED1_#018	Prendete questo. È un cristallo incantato in\ngrado di rendere quel luogo... raggiungibile.\x0E\x04\x00\x00
MID_ED1_#019	\x0E\x03\x02\x0A\x08ヴェイル\nDove l'hai preso?\x0E\x04\x00\x00
MID_ED1_#020	\x0E\x03\x02\x08\x06セピア\nNoi Draghi Magici siamo in grado di creare\noggetti magici...\x0E\x04\x02\x00
MID_ED1_#021	Per lo più piccoli amuleti, ovviamente, ma una\nmagia di questa portata ci succhia l'energia\nvitale.\x0E\x04\x02\x00
MID_ED1_#022	Per creare un oggetto in grado di alterare\nil terreno... ho pagato un prezzo salatissimo.\x0E\x04\x00\x00
MID_ED1_#023	\x0E\x03\x02\x0A\x08ヴェイル\nZephia, non vorrai dire...\x0E\x04\x00\x00
MID_ED1_#024	\x0E\x03\x02\x08\x06セピア\nSì, è stata la creazione di questo cristallo a\nsancire la mia condanna. La magia in cambio\ndella mia vita.\x0E\x04\x00\x00
MID_ED1_#025	\x0E\x03\x02\x0A\x08ヴェイル\n...\x0E\x04\x00\x00
MID_ED1_#026	\x0E\x03\x02\x08\x06セピア\nVoi due siete stat\x0E\x0A\x00\x08\x02i\x02e fortunat\x0E\x0A\x00\x08\x02i\x02e, sapete.\x0E\x04\x02\x00
MID_ED1_#027	Non è mai esistito un altro Drago Magico\ncosì potente da realizzare questo oggetto.\x0E\x04\x02\x00
MID_ED1_#028	Scoprii già da piccola di possedere enormi\npoteri... difficili da controllare.\x0E\x04\x02\x00
MID_ED1_#029	Col tempo ho imparato a farlo, ma non\nprima di aver causato la morte di mia\nmadre, mio padre e molti altri.\x0E\x04\x02\x00
MID_ED1_#030	Oh, basta con i ricordi. Torniamo al presente...\nal dono che vi ho consegnato.\x0E\x04\x00\x00
MID_ED1_#031	\x0E\x03\x02\x0A\x08ヴェイル\nPerché hai deciso di aiutarci... ora?\x0E\x04\x00\x00
MID_ED1_#032	\x0E\x03\x02\x08\x06セピア\nNon lo so nemmeno io.\x0E\x04\x02\x00
MID_ED1_#033	Forse, ora che la mia fine è prossima... sento\nche è la cosa giusta da fare.\x0E\x04\x02\x00
MID_ED1_#034	L'incantesimo del cristallo durerà solo per\npoche ore, quindi affrettatevi. La scheggia\nvi aspetta.\x0E\x04\x02\x00
