MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06フラン\x022\n\x0E\x03\x02\x0A\x08リュール\nHyaaah!\x0E\x04\x00\x00
MID_RELIANCE_S_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x022\n\x0E\x03\x00\x0E\x08リュール\x021
MID_RELIANCE_S_#002	\x0E\x03\x02\x0A\x08リュール\nFramme, eccoti qua.\x0E\x04\x00\x00
MID_RELIANCE_S_#003	\x0E\x03\x02\x08\x06フラン\nDrago Divino, siete voi! Come posso aiutarvi?\x0E\x04\x00\x00
MID_RELIANCE_S_#004	\x0E\x03\x02\x0A\x08リュール\nDovrei parlarti di qualcosa di importante. Penso\nche sia giunta l'ora di rivedere il fan club del\nDrago Divino.\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x08\x06フラン\nAh...\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x08\x06フラン\nH-Ho provato a fare il tifo senza darvi troppo\nfastidio... Ma non ha funzionato, eh?\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x0A\x08リュール\nNo, no! Non è per questo.\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x08\x06フラン\nOooh, allora è una promozione da fan club del\nDrago Divino a fan club UFFICIALE del Drago\nDivino?!\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x0A\x08リュール\nNo, non è neanche questo.\x0E\x04\x00\x00
MID_RELIANCE_S_#010	\x0E\x03\x02\x08\x06フラン\nSiamo declassati a fan club NON ufficiale, lo\nsapevo...\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x0A\x08リュール\nUhm, no, tranquilla...\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x08\x06フラン\nMa allora di che si tratta, Drago Divino?! Non\ntenetemi sulle spine così!\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x0A\x08リュール\nAllora sarò chiar\x0E\x0A\x00\x08\x02o\x02a. Vorrei che smettessi di\nessere la mia fan numero uno.\x0E\x04\x00\x00
MID_RELIANCE_S_#014	\x0E\x03\x02\x08\x06フラン\nCOOOSA?!\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x08\x06フラン\nArgh, non ci credo... Non respiro...\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x08\x06フラン\nSe non mi è permesso essere fan del Drago\nDivino... allora... chi sono?!\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x0A\x08リュール\nFramme! Calma, fammi finire. Non voglio che tu\nsia la mia fan numero uno perché...\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x0A\x08リュール\n... ti voglio come alleata numero uno.\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x08\x06フラン\nAlleata numero uno...\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x08\x06フラン\nALLEATA NUMERO UNO?!?!?!\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x0A\x08リュール\nTi prendi cura di me da prima che mi\nrisvegliassi.\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0A\x08リュール\nSei sempre stata al mio fianco, con il sole e con\nla pioggia. Nei giorni allegri e nei giorni tristi...\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x08\x06フラン\nSì... sì! Sarò la vostra alleata numero uno! Per\nl'eternità!\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0A\x08リュール\nAllora questo è per te, Framme...\x0E\x04\x00\x00
MID_RELIANCE_S_#025	\x0E\x03\x02\x08\x06フラン\nL'anello del p-patto?! Ma è preziosissimo,\nDrago Divino. Fate sul serio?!\x0E\x04\x00\x00
MID_RELIANCE_S_#026	\x0E\x03\x02\x0A\x08リュール\nSì.\x0E\x04\x00\x00
MID_RELIANCE_S_#027	\x0E\x03\x02\x08\x06フラン\nUAAAAAAHHHHH!\x0E\x04\x00\x00
MID_RELIANCE_S_#028	\x0E\x03\x02\x0A\x08リュール\nFramme, tutto a posto?!\x0E\x04\x00\x00
MID_RELIANCE_S_#029	\x0E\x03\x02\x08\x06フラン\nSono così felice! Mi avete guardata negli occhi\ne mi avete anche offerto l'anello del patto!\x0E\x04\x00\x00
MID_RELIANCE_S_#030	\x0E\x03\x02\x08\x06フラン\nIo... accetto, accetto con tutto il cuore!\x0E\x04\x00\x00
MID_RELIANCE_S_#031	\x0E\x03\x02\x0A\x08リュール\nGrazie, Framme. Mi fa piacere.\x0E\x04\x00\x00
MID_RELIANCE_S_#032	\x0E\x03\x02\x08\x06フラン\nPerò c'è un piccolissimo dettaglio...\nNon voglio smettere di essere una vostra fan.\x0E\x04\x00\x00
MID_RELIANCE_S_#033	\x0E\x03\x02\x08\x06フラン\nVoglio essere la vostra alleata numero uno...\ne anche la vostra fan numero uno.\nÈ un problema?\x0E\x04\x00\x00
MID_RELIANCE_S_#034	\x0E\x03\x02\x08\x06フラン\nSiete tutto per me. E poi penso che ce la farei\na gestire entrambi i ruoli, sapete?\x0E\x04\x00\x00
MID_RELIANCE_S_#035	\x0E\x03\x02\x0A\x08リュール\nAhah, se c'è qualcuno in grado di farlo, sei\nproprio tu. Sono content\x0E\x0A\x00\x08\x02o\x02a di avere un'alleata\ne fan come te.\x0E\x04\x00\x00
MID_RELIANCE_S_#036	\x0E\x03\x02\x08\x06フラン\nGrazie, \x0E\x06\x03\x00!\x0E\x04\x00\x00
MID_RELIANCE_S_#037	\x0E\x03\x02\x08\x06フラン\nD'ora in avanti vi sosterrò ancora più di prima\nfacendo il tifo e standovi accanto come alleata!\x0E\x04\x00\x00
