MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06マルス\x021\n\x0E\x03\x02\x08\x06マルス\nLo scontro finale ci attende. Quando sei pront\x0E\x0A\x00\x08\x02o\x02a,\nmuoveremo il Somniel per raggiungere il portale.\x0E\x04\x02\x00
MID_OP2_#020	\x0E\x03\x02\x0A\x08リュール\n...!\x0E\x04\x02\x00
MID_OP2_#021	Quindi, anche se sconfiggiamo Sombron e\nchiudiamo il portale...\x0E\x04\x02\x00
MID_OP2_#022	... perderemo comunque te e gli altri emblemi?\x0E\x04\x00\x00
MID_OP2_#023	\x0E\x03\x02\x08\x06マルス\nSì.\x0E\x04\x00\x00
MID_OP2_#024	\x0E\x03\x02\x0A\x08リュール\nAbbiamo affrontato così tante avversità\ninsieme, e adesso sparirete nel nulla?!\x0E\x04\x02\x00
MID_OP2_#025	Ti prego, Marth... Non voglio perdervi.\nAbbiamo bisogno di voi!\x0E\x04\x00\x00
MID_OP2_#026	\x0E\x03\x02\x08\x06マルス\nLasciare aperto il portale significherebbe la\ncondanna per questo mondo. È questo che\nvuoi?\x0E\x04\x00\x00
MID_OP2_#027	\x0E\x03\x02\x0A\x08リュール\nNo, ma...\x0E\x04\x02\x00
MID_OP2_#028	\x0E\x03\x02\x08\x06マルス\nGli emblemi sono nati per aiutare questo\nmondo.\x0E\x04\x02\x00
MID_OP2_#029	Siamo disposti a tutto pur di proteggere le genti\ndell'Elyos. Anche se ciò dovesse portare alla\nnostra fine.\x0E\x04\x00\x00
MID_OP2_#030	\x0E\x03\x02\x0A\x08リュール\nQuindi i nostri propositi di ricostruire l'Elyos\ne di girare il mondo insieme... Niente di tutto\nciò sarà possibile?\x0E\x04\x00\x00
MID_OP2_#031	\x0E\x03\x02\x08\x06マルス\nMi spiace immensamente, \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_OP2_#032	\x0E\x03\x02\x0A\x08リュール\nNon devi scusarti.\x0E\x04\x02\x00
MID_OP2_#033	Ho preteso così tanto da te... troppo.\x0E\x04\x02\x00
MID_OP2_#034	È solo che, quando ho immaginato il mio\nfuturo con te al mio fianco, mi sono sentit\x0E\x0A\x00\x08\x02o\x02a\ncosì felice.\x0E\x04\x00\x00
MID_OP2_#035	\x0E\x03\x02\x08\x06マルス\nC'è una promessa che posso ancora mantenere.\x0E\x04\x02\x00
MID_OP2_#036	Il giorno in cui ti sei risvegliat\x0E\x0A\x00\x08\x02o\x02a, in Lythos...\ncosa ti ho detto quando mi hai evocato?\x0E\x04\x02\x00
MID_OP2_#037	"Tuo alleato fino alla fine."\x0E\x04\x00\x00
MID_OP2_#038	\x0E\x03\x02\x0A\x08リュール\nMe lo ricordo...\x0E\x04\x00\x00
MID_OP2_#039	\x0E\x03\x02\x08\x06マルス\nNon infrangerò quella promessa. Fino alla\nfine della guerra, e alla mia fine, resterò\nal tuo fianco.\x0E\x04\x00\x00
MID_OP2_#040	\x0E\x03\x02\x0A\x08リュール\nSei buono, Marth. Sei sempre stato così buono.\x0E\x04\x00\x00
MID_OP2_#041	\x0E\x03\x02\x08\x06マルス\nAnche tu lo sei. È il motivo per cui siamo\nriusciti ad arrivare così lontano.\x0E\x04\x02\x00
MID_OP2_#042	Non siamo arrivati fin qui per merito della tua\nforza, ma grazie al tuo amore verso il prossimo.\x0E\x04\x00\x00
MID_OP2_#043	\x0E\x03\x02\x0A\x08リュール\nGrazie.\x0E\x04\x00\x00
MID_OP2_#044	\x0E\x03\x02\x08\x06マルス\nOra preparati. Presto raggiungeremo il portale.\x0E\x04\x00\x00
MID_OP2_#045	\x0E\x03\x02\x0A\x08リュール\nSono pront\x0E\x0A\x00\x08\x02o\x02a.\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x024\n\x0E\x03\x02\x0A\x08リュール\nDunque è questo il portale che conduce ad\naltri mondi...\x0E\x04\x00\x00
MID_OP3_#002	\x0E\x03\x02\x0A\x08ヴェイル\nÈ meraviglioso, ma... incredibilmente gelido.\x0E\x04\x00\x00
MID_OP3_#003	\x0E\x03\x00\x0E\x08ソンブル\x021\n\x0E\x03\x02\x0A\x08ソンブル\nVoi due. Qui.\x0E\x04\x00\x00
MID_OP3_#004	\x0E\x03\x02\x0A\x08リュール\nSombron!\x0E\x04\x00\x00
MID_OP3_#005	\x0E\x03\x02\x0A\x08ヴェイル\nPapà...\x0E\x04\x00\x00
MID_OP3_#006	\x0E\x03\x02\x0A\x08ソンブル\nNon mi aspettavo che sareste sopravvissut\x0E\x0A\x00\x08\x02i\x02e\ne che mi avreste raggiunto qui.\x0E\x04\x00\x00
MID_OP3_#007	\x0E\x03\x02\x0A\x08リュール\nSiamo venut\x0E\x0A\x00\x08\x02i\x02e per impedirti di distruggere\nl'Elyos.\x0E\x04\x00\x00
MID_OP3_#008	\x0E\x03\x02\x0A\x08ソンブル\nIl vostro inutile mondo non mi interessa più.\nTornate indietro e chiudete il portale. Potrete\nvivere in pace.\x0E\x04\x02\x00
MID_OP3_#009	Io andrò verso altri mondi, voi restate nel\nvostro. Così saremo tutti contenti.\x0E\x04\x00\x00
MID_OP3_#010	\x0E\x03\x02\x0A\x08リュール\nSo che un giorno torneresti per attaccare di\nnuovo l'Elyos. Non possiamo fidarci di te!\x0E\x04\x02\x00
MID_OP3_#011	Hai causato troppa sofferenza, troppe morti,\nper andartene come se niente fosse.\x0E\x04\x02\x00
MID_OP3_#012	Ti sconfiggeremo adesso e faremo in modo che\ntu non invada mai più altri mondi.\x0E\x04\x00\x00
MID_OP3_#013	\x0E\x03\x02\x0A\x08ソンブル\nInvadere altri mondi. Pensi che sia questo\nil mio obiettivo?\x0E\x04\x00\x00
MID_OP3_#014	\x0E\x03\x02\x0A\x08リュール\nMi sbaglio, forse?\x0E\x04\x00\x00
MID_OP3_#015	\x0E\x03\x02\x0A\x08ソンブル\nQuello non è che un mezzo per raggiungere\nil mio vero scopo, il ricongiungimento.\x0E\x04\x02\x00
MID_OP3_#016	Il ricongiungimento con l'emblema Zero.\x0E\x04\x00\x00
MID_OP3_#017	\x0E\x03\x02\x0A\x08リュール\nL'emblema Zero?\x0E\x04\x00\x00
MID_OP3_#018	\x0E\x03\x00\x0C\x06マルス\x023\n\x0E\x03\x02\x08\x06マルス\nNon l'ho mai sentito nominare.\x0E\x04\x00\x00
MID_OP3_#019	\x0E\x03\x02\x0A\x08ソンブル\nCerto che no. Non appartiene al vostro mondo.\x0E\x04\x02\x00
MID_OP3_#020	Proprio come me.\x0E\x04\x00\x00
MID_OP3_#021	\x0E\x03\x02\x0A\x08リュール\nCosa vuoi dire?\x0E\x04\x00\x00
MID_OP3_#022	\x0E\x03\x02\x0A\x08ソンブル\nAl di là di questo portale, c'è un'infinità di altri\nmondi. Uno di questi era casa mia.\x0E\x04\x02\x00
MID_OP3_#023	Lì esistevano altri anelli degli emblemi, e ci fu\nuna guerra per ottenerne il controllo.\x0E\x04\x02\x00
MID_OP3_#024	Il mio popolo perse e il nemico usò il potere\ndegli anelli per eliminare la mia stirpe.\x0E\x04\x02\x00
MID_OP3_#025	Morirono tutti. Io ero molto giovane e quindi\nsi accontentarono di mandarmi in esilio.\x0E\x04\x00\x00
MID_OP3_#026	\x0E\x03\x02\x08\x06マルス\nDunque... ti hanno esiliato nell'Elyos?\x0E\x04\x00\x00
MID_OP3_#027	\x0E\x03\x02\x0A\x08ソンブル\nUn mondo pacifico, governato da draghi con\npoteri divini... Immagino volessero regalarmi un\nfuturo tranquillo.\x0E\x04\x02\x00
MID_OP3_#028	Ma a loro insaputa, portai con me qualcosa.\nUn singolo anello dell'emblema.\x0E\x04\x00\x00
MID_OP3_#029	\x0E\x03\x02\x0A\x08リュール\nL'emblema Zero.\x0E\x04\x00\x00
MID_OP3_#030	\x0E\x03\x02\x0A\x08ソンブル\nNel mio mondo era chiamato emblema del\nFondamento. Con il mio potere, non ero in\ngrado di farlo parlare.\x0E\x04\x02\x00
MID_OP3_#031	La leggenda narra che questo emblema\ncombatté da solo. Così tanta ambizione, senza\nalcun alleato.\x0E\x04\x02\x00
MID_OP3_#032	Io, che ero completamente solo, mi sentii\nsubito attratto da questa storia.\x0E\x04\x02\x00
MID_OP3_#033	Ero intrappolato in questo mondo, senza amici\nné famiglia. Solo in quell'emblema trovavo\nconforto.\x0E\x04\x00\x00
MID_OP3_#034	\x0E\x03\x02\x08\x06マルス\nDoveva essere estremamente potente.\x0E\x04\x02\x00
MID_OP3_#035	Normalmente un emblema non può sopravvivere\nal viaggio tra due mondi diversi.\x0E\x04\x02\x00
MID_OP3_#036	Non ho mai sentito parlare di un emblema\nche sia riuscito a conservare la sua forma in un\naltro mondo, anche solo per pochi istanti.\x0E\x04\x00\x00
MID_OP3_#037	\x0E\x03\x02\x0A\x08リュール\nOra vuoi ricongiungerti con lui... vuol dire che\nquell'emblema è scomparso?\x0E\x04\x00\x00
MID_OP3_#038	\x0E\x03\x02\x0A\x08ソンブル\nEsatto. Per colpa di alcuni abitanti del posto che\nmi trovarono qualche anno dopo il mio arrivo.\x0E\x04\x02\x00
MID_OP3_#039	Mi presero per un bambino abbandonato.\nProvarono pietà per me... Furono il mio primo\nlegame con questo mondo.\x0E\x04\x02\x00
MID_OP3_#040	Poco tempo dopo, l'emblema se ne andò.\nNon rimase che il suo anello.\x0E\x04\x02\x00
MID_OP3_#041	E sapete perché? Perché mi ero legato alla\ngente di questo mondo. Ero disperato e così...\x0E\x04\x02\x00
MID_OP3_#042	... ridussi il villaggio di quella gente in cenere.\x0E\x04\x00\x00
MID_OP3_#043	\x0E\x03\x02\x0A\x08リュール\n...?!\x0E\x04\x00\x00
MID_OP3_#044	\x0E\x03\x02\x0A\x08ソンブル\nMi ripromisi di rinunciare a ogni legame,\nconcentrandomi solo sulle mie ambizioni,\nproprio come aveva fatto l'emblema.\x0E\x04\x02\x00
MID_OP3_#045	Combattei da solo, senza appoggiarmi a\nnessuno, con l'obiettivo di tornare nel mio\nmondo e vendicarmi.\x0E\x04\x02\x00
MID_OP3_#046	Avevo bisogno di pedine per il mio piano,\ne di conquistare terreno. Mi ci vollero anni,\ne quando fui pronto, lanciai l'attacco.\x0E\x04\x00\x00
MID_OP3_#047	\x0E\x03\x02\x0A\x08リュール\nQuindi la guerra di mille anni fa... è dovuta\na tutto ciò?\x0E\x04\x00\x00
MID_OP3_#048	\x0E\x03\x02\x0A\x08ヴェイル\nPapà, ma tu non eri solo al mondo!\x0E\x04\x02\x00
MID_OP3_#049	La mamma ti amava tantissimo, così come i tuoi\nfigli, i tuoi seguaci, i tuoi attendenti...\x0E\x04\x02\x00
MID_OP3_#050	Zephia, Griss, Marni, Mauvier... anche io e\n\x0E\x06\x03\x00! Tutto quel che abbiamo fatto\nè stato per te!\x0E\x04\x00\x00
MID_OP3_#050_F	Zephia, Griss, Marni, Mauvier... anche io e\n\x0E\x06\x03\x00! Tutto quel che abbiamo fatto\nè stato per te!\x0E\x04\x00\x00
MID_OP3_#051	\x0E\x03\x02\x0A\x08ソンブル\nCome ho detto, nient'altro che pedine asservite\nal mio comando, e al mio soltanto.\x0E\x04\x02\x00
MID_OP3_#052	Fatte per essere usate e poi gettate via.\nLa loro morte non significa niente per me.\x0E\x04\x00\x00
MID_OP3_#053	\x0E\x03\x02\x0A\x08ヴェイル\nÈ per questo che uccidesti tutti... Ma noi?\nVolevi che morissimo anche noi?\x0E\x04\x00\x00
MID_OP3_#054	\x0E\x03\x02\x0A\x08ソンブル\nNon eravate divers\x0E\x0A\x00\x08\x02i\x02e dagli altri.\x0E\x04\x00\x00
MID_OP3_#055	\x0E\x03\x02\x0A\x08ヴェイル\nSei un mostro...\x0E\x04\x00\x00
MID_OP3_#056	\x0E\x03\x02\x0A\x08リュール\nTi sbagli riguardo a quell'emblema.\nNon ti abbandonò.\x0E\x04\x00\x00
MID_OP3_#057	\x0E\x03\x02\x0A\x08ソンブル\nChe vuoi dire?\x0E\x04\x00\x00
MID_OP3_#058	\x0E\x03\x02\x0A\x08リュール\nUn guerriero solitario come quell'emblema\nsicuramente conosceva bene la sofferenza di\nnon avere nessuno al mondo.\x0E\x04\x02\x00
MID_OP3_#059	Penso che decise di rimanere al tuo fianco per\nalleviarti la solitudine dell'esilio.\x0E\x04\x02\x00
MID_OP3_#060	Fino al giorno in cui non fosti più solo, grazie\nalle nuove conoscenze che ti fecero stare bene.\x0E\x04\x02\x00
MID_OP3_#061	Non pensi che un vero amico sia felice di\nvederti forgiare nuovi legami?\x0E\x04\x00\x00
MID_OP3_#062	\x0E\x03\x02\x0A\x08ソンブル\nNon sai niente, niente del mio emblema.\x0E\x04\x00\x00
MID_OP3_#063	\x0E\x03\x02\x0A\x08リュール\nÈ vero. Ma se è sparito senza una parola...\x0E\x04\x02\x00
MID_OP3_#064	... allora neanche tu. Nessuno può sapere niente.\x0E\x04\x00\x00
MID_OP3_#065	\x0E\x03\x02\x0A\x08ソンブル\nRagione in più per ritrovarlo! Metterò a\nsoqquadro un mondo dopo l'altro pur\ndi riuscirci!\x0E\x04\x00\x00
MID_OP3_#066	\x0E\x03\x02\x08\x06マルス\nSombron. L'emblema del Fondamento non\nesiste più.\x0E\x04\x02\x00
MID_OP3_#067	Puoi cercarlo quanto vuoi, ma è inutile.\x0E\x04\x02\x00
MID_OP3_#068	Potresti trovare l'eroe originale. Ma noi emblemi\nsiamo esistenze a parte. Non siamo quegli eroi.\x0E\x04\x02\x00
MID_OP3_#069	Non ti ricongiungerai mai a quell'emblema...\nmai più.\x0E\x04\x00\x00
MID_OP3_#070	\x0E\x03\x02\x0A\x08ソンブル\nTaci.\x0E\x04\x00\x00
MID_OP3_#071	\x0E\x03\x02\x0A\x08リュール\nPosso solo immaginare il risentimento che provi.\nMa sacrificare così tante vite...\x0E\x04\x02\x00
MID_OP3_#072	Essere tanto egoista da distruggere il mondo?\nDa uccidere i tuoi figli? È inconcepibile e...\nimperdonabile.\x0E\x04\x00\x00
MID_OP3_#073	\x0E\x03\x02\x0A\x08ソンブル\nTaci, ho detto! Parli di cose che non puoi\ncomprendere!\x0E\x04\x02\x00
MID_OP3_#074	Senza quell'emblema, sarei morto da piccolo\ne impotente.\x0E\x04\x02\x00
MID_OP3_#075	Lui era forte e indipendente. Non come voi,\nche vi stringete assieme e piagnucolate come\ncagnolini!\x0E\x04\x02\x00
MID_OP3_#076	È un guerriero che mi ha mostrato il significato\ndell'esistenza. Combattere da soli e vendicarsi!\x0E\x04\x00\x00
MID_OP3_#077	\x0E\x03\x02\x08\x06マルス\nTi sbagli. È impossibile. Nessun emblema può\nvolere la distruzione del mondo.\x0E\x04\x02\x00
MID_OP3_#078	Noi aiutiamo gli altri grazie al nostro legame\ncon i Draghi Divini. Combattiamo in nome del\nbene!\x0E\x04\x02\x00
MID_OP3_#079	Non sceglieremmo mai di stare a guardare,\nmentre altri usano il nostro potere per fini\nmalvagi.\x0E\x04\x00\x00
MID_OP3_#080	\x0E\x03\x02\x0A\x08ソンブル\nBasta stupidaggini! Non mi fermerete\nné riuscirete a farmi cambiare idea!\x0E\x04\x02\x00
MID_OP3_#081	È da millenni che lotto per realizzare il mio\ndesiderio. Se osate ostacolarmi, morirete.\x0E\x04\x00\x00
MID_OP3_#082	\x0E\x03\x02\x0A\x08リュール\nÈ il momento. Prepariamoci tutti alla battaglia!\x0E\x04\x00\x00
MID_OP4_#001	\x0E\x02\x00\x06\x04ST\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ソンブル\x024\n\x0E\x03\x02\x0A\x08ソンブル\nOsi puntare la spada contro di me, figli\x0E\x0A\x00\x08\x02o\x02a mi\x0E\x0A\x00\x08\x02o\x02a?\nOsi interferire con ciò che ho tanto agognato?\x0E\x04\x02\x00
MID_OP4_#002	Quanta arroganza. Guarda con i tuoi\nocchi come sono fragili i vostri legami!\x0E\x04\x00\x00
MID_OP4_#003	\x0E\x03\x02\x08\x06マルス\n\x0E\x04\x00\x00
MID_OP4_#004	\x0E\x03\x02\x0A\x08リュール\nEh?!\x0E\x04\x00\x00
MID_OP4_#005	\x0E\x03\x02\x0A\x08ヴェイル\nChe succede agli emblemi?!\x0E\x04\x00\x00
MID_OP4_#006	\x0E\x03\x02\x0A\x08ソンブル\nSto chiudendo il portale verso il vostro mondo.\nAvrei dovuto farlo appena siete arrivati.\x0E\x04\x02\x00
MID_OP4_#007	I vostri alleati emblemi sono troppo deboli.\nNon resisteranno alla distorsione dimensionale.\x0E\x04\x00\x00
MID_OP4_#008	\x0E\x03\x02\x0A\x08リュール\n\x0E\x04\x00\x00
MID_OP4_#009	\x0E\x03\x02\x08\x06マルス\nNo... non può finire così, \x0E\x06\x03\x00!\x0E\x04\x02\x00
MID_OP4_#010	Ma se è davvero la fine, ricorda le nostre gesta...
MID_OP4_#011	\x0E\x03\x01\x08\x06マルス\n\x0E\x03\x02\x0A\x08リュール\nMarth!\x0E\x04\x00\x00
MID_OP4_#012	\x0E\x03\x02\x0A\x08ヴェイル\nGli emblemi stanno...\x0E\x04\x00\x00
MID_OP4_#013	\x0E\x03\x02\x0A\x08リュール\nSapevo di dovervi salutare un giorno,\nma speravo di avere più tempo.\x0E\x04\x00\x00
MID_OP4_#014	\x0E\x03\x02\x0A\x08ソンブル\nDi' addio ai tuoi preziosi emblemi... tra pochi\nistanti, il portale sarà completamente chiuso.\x0E\x04\x02\x00
MID_OP4_#015	Consolatevi, perché non arrecherò\npiù danno al vostro mondo.\x0E\x04\x00\x00
MID_OP4_#015_2	Ma voi morirete qui, lontani dalla vostra casa,\nprovando la mia stessa disperazione.\x0E\x04\x00\x00
MID_OP4_#016	\x0E\x03\x00\x12\x0Cアルフレッド\x023\n\x0E\x03\x02\x0E\x0Cアルフレッド\nNon potremo più... tornare a casa?\x0E\x04\x00\x00
MID_OP4_#017	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x00\x12\x0Cディアマンド\x024\n\x0E\x03\x02\x0E\x0Cディアマンド\nSono pronto a morire, fin dall'inizio.\nBrodia, sii forte e resisti.\x0E\x04\x00\x00
MID_OP4_#018	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x0E\x08アイビー\x023\n\x0E\x03\x02\x0A\x08アイビー\nDunque, l'Elusia non saprà mai chi sono davvero.\x0E\x04\x00\x00
MID_OP4_#019	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x10\nミスティラ\x024\n\x0E\x03\x02\x0C\nミスティラ\nMi dispiace, mamma...\x0E\x04\x00\x00
MID_OP4_#020	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x02\x0A\x08ソンブル\nTranquilli, non ho intenzione\ndi prolungare invano le vostre sofferenze.\x0E\x04\x02\x00
MID_OP4_#021	Quando avrò finito, non resterà traccia di me\nnel vostro mondo. Come se non fossi esistito.\x0E\x04\x00\x00
MID_OP4_#022	\x0E\x03\x02\x0A\x08リュール\nTi fermerò.\x0E\x04\x00\x00
MID_OP4_#023	\x0E\x03\x02\x0A\x08ソンブル\nOh, davvero?\x0E\x04\x00\x00
MID_OP4_#024	\x0E\x03\x02\x0A\x08リュール\nNon è finita! Il portale è ancora aperto!\nPosso farcela. Posso richiamare gli emblemi!\x0E\x04\x02\x00
MID_OP4_#025	Siamo arrivati fin qui. Lotterete al mio fianco?\nLa vostra fiducia mi dà la forza!\x0E\x04\x00\x00
MID_OP4_#026	\x0E\x03\x00\x0E\x08ヴェイル\x023\n\x0E\x03\x02\x0A\x08ヴェイル\nSì, \x0E\x06\x03\x00! Sono con te!\x0E\x04\x00\x00
MID_OP4_#026_F	\x0E\x03\x00\x0E\x08ヴェイル\x023\n\x0E\x03\x02\x0A\x08ヴェイル\nSì, \x0E\x06\x03\x00! Sono con te!\x0E\x04\x00\x00
MID_OP4_#027	\x0E\x03\x02\x0A\x08リュール\nVeyle...\x0E\x04\x00\x00
MID_OP4_#028	\x0E\x03\x02\x0A\x08ヴェイル\nSarò al tuo fianco fino all'ultimo. Non posso\ntrasformarmi in drago o evocare gli emblemi...\x0E\x04\x02\x00
MID_OP4_#029	ma resto pur sempre un drago reale! Ci deve\nessere qualcosa che posso fare per aiutarti!\x0E\x04\x00\x00
MID_OP4_#030	\x0E\x03\x02\x0A\x08リュール\nSì!\x0E\x04\x00\x00
MID_OP4_#031	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nNoi tutti resteremo qui al tuo fianco!\x0E\x04\x02\x00
MID_OP4_#032	Hai fatto così tanto per ognuno di noi!\nQuesta volta tocca a noi aiutarti!\x0E\x04\x00\x00
MID_OP5_Vandre1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nヴァンドレ\x02t\n\x0E\x05\x01\x1C\nヴァンドレ\x0EStandBy\n\x0E\x03\x02\x0C\nヴァンドレ\nDrago Divino... Se la mia esistenza dovesse\naver fine adesso, sappiate che sono fiero di\nmorire come vostro cavaliere!\x0E\x04\x00\x00
MID_OP5_Clan1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06クラン\x02t\n\x0E\x05\x01\x16\x06クラン\x0CStatus\n\x0E\x03\x02\x08\x06クラン\nPotete farcela! Sin dal giorno del vostro\nrisveglio, ho sempre saputo che avreste salvato\nil mondo!\x0E\x04\x00\x00
MID_OP5_Fram1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06フラン\x02t\n\x0E\x05\x01\x18\x06フラン\x0EStandBy\n\x0E\x03\x02\x08\x06フラン\nÈ il momento della verità! Sono una dei valletti\ndel Drago Divino, devo dare il mio contributo!\x0E\x04\x00\x00
MID_OP5_Alfred1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\n\x0E\x03\x02\x0E\x0Cアルフレッド\nAbbiamo intrapreso questo viaggio insieme...\nConcludiamolo alla stessa maniera! Che il nostro\nmondo possa prosperare, Drago Divino!\x0E\x04\x00\x00
MID_OP5_Etie1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nエーティエ\x02t\n\x0E\x05\x01\x18\nエーティエ\nSmile\n\x0E\x03\x02\x0C\nエーティエ\nUn ultimo sforzo. Se sarete stanc\x0E\x0A\x00\x08\x02o\x02a, saremo\ntutti pronti a sostenervi!\x0E\x04\x00\x00
MID_OP5_Boucheron1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nブシュロン\x02t\n\x0E\x05\x01\x1C\nブシュロン\x0EStandBy\n\x0E\x03\x02\x0C\nブシュロン\nTerrò da parte le lacrime per quando avremo\nvinto. Il nostro percorso è così chiaro che\nnemmeno io posso perdermi!\x0E\x04\x00\x00
MID_OP5_Celine1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nCiascun fiore è destinato a sbocciare... Io sarò\nper voi pioggia gentile e un raggio di sole!\x0E\x04\x00\x00
MID_OP5_Chloe1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06クロエ\x02t\n\x0E\x05\x01\x18\x06クロエ\x0EStandBy\n\x0E\x03\x02\x08\x06クロエ\nQuesta è la parte del racconto dove cadiamo\nnell'oscurità o vediamo la luce... Luce a tutti\ni costi!\x0E\x04\x00\x00
MID_OP5_Louis1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0A\x04ルイ\x02t\n\x0E\x05\x01\x16\x04ルイ\x0EStandBy\n\x0E\x03\x02\x06\x04ルイ\nBuon combattimento, Drago Divino!\nConcedeteci di ammirarvi ancora una volta\ninsieme agli emblemi!\x0E\x04\x00\x00
MID_OP5_Yunaka1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06ユナカ\x02t\n\x0E\x05\x01\x14\x06ユナカ\nSmile\n\x0E\x03\x02\x08\x06ユナカ\nPotrei imitare gli emblemi, ma non sarebbe lo\nstesso. Quindi, andiamo a riprenderceli!\x0E\x04\x00\x00
MID_OP5_Staluke1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nスタルーク\x02t\n\x0E\x05\x01\x18\nスタルーク\nRelax\n\x0E\x03\x02\x0C\nスタルーク\nSono preoccupato... ma il mio contributo\nsarebbe comunque ininfluente. So che ci\naiuterete a superare questo difficile momento.\x0E\x04\x00\x00
