MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nLe battaglie saranno sempre più dure. Se pensi\nche per te sia troppo, appoggiati a me.\x0E\x04\x00\x00
MID_GR_Vandre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nSecondo me stai lavorando troppo, Vander.\nNon puoi delegare qualcuno dei tuoi compiti?\x0E\x04\x00\x00
MID_GR_Vandre_A_#002	\x0E\x03\x02\x0C\nヴァンドレ\nQuesto è il mio lavoro da quando ero un\ngiovanotto. Non è un peso tale da dover essere\ndelegato.\x0E\x04\x00\x00
MID_GR_Vandre_A_#003	\x0E\x03\x02\x0C\nヴァンドレ\nTuttavia, apprezzo comunque il vostro interesse.\x0E\x04\x00\x00
MID_GR_Vandre_A_#004	\x0E\x03\x02\x08\x06ベレト\nHo capito. Ma non sforzarti troppo. Ci servi sul\ncampo di battaglia, non in infermeria.\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nClanne, ti serve qualcosa? Ho notato che mi\nstavi fissando da un po'...\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06クラン\nNo, stavo solo ammirandoti, professore.\nAspetta! Professore?! Te ne eri accorto?!\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nClanne, ti andrebbe di raccontarmi un po' di te?\nCi conosciamo così poco.\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x08\x06クラン\nIn realtà preferirei parlare del Drago Divino,\nma va bene. Cosa vuoi sapere?\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クラン\nNon sorridi mai... e non fai espressioni\nparticolari. Non è facile capire come ti senti.\nMa in realtà sei molto simpatico!\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x08\x06ベレト\nE cosa ho fatto per darti questa impressione?\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\nTi interessi sempre di me, mi saluti e mi tratti\ncome un tuo pari. Sono cose che mi rendono\nfelice.\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x08\x06ベレト\nMi fa piacere che tu ti senta così e spero che\ncontinueremo a lavorare insieme.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06フラン\nProfessore! Sono contenta di averti qui e dalla\nnostra parte. Non vedevo l'ora di stringerti la\nmano!\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06ベレト\nMi piacerebbe molto, ma dovrai accontentarti\ndi un amichevole gesto con la mano.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06フラン\nOh, professore, ho di nuovo combinato uno dei\nmiei pasticci! Volevo rendermi utile, lo giuro,\ne invece ho fatto un disastro.\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06ベレト\nNon importa. Se trasformi i tuoi fallimenti\nin occasioni per imparare non potrai più\nconsiderarli dei fallimenti.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06フラン\nSei sempre così gentile, professore. Scommetto\nche i tuoi studenti erano contenti di avere un\ninsegnante come te.\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06ベレト\nMi piaceva fare l'insegnante. E devo dire che\nanche i miei studenti mi hanno insegnato molte\ncose.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06ベレト\nProprio come te, Framme. Mi hai insegnato\nmolto e te ne sono grato.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nOh, mi fai arrossire. Sono io a doverti\nringraziare!\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nMi sono allenato così tanto per combattere per\nil mio paese. Ma non mi piace l'idea di doverlo\nfare.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x08\x06ベレト\nAllora muoviamoci rapidamente e mettiamo\nfine alla guerra, così che potremo riporre\nle nostre spade una volta per sempre.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nGh... Gh... Ghyaaah! Uaaah. Se per te va bene,\ndirei che per oggi può bastare.\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06ベレト\nSei instancabile con gli allenamenti. Dove trovi\ntutta quella energia?\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nAlfred? Hai qualcosa da dirmi?\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nMi domandavo se anche tu avessi fatto fatica\na potenziare i tuoi muscoli. Forse è ereditario?\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x08\x06ベレト\nIn realtà, mio padre era piuttosto robusto.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nCosa?! Allora un giorno anche tu lo sarai?!\nCome ti invidio! Se ce la fai, fammelo sapere!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nEccoti qua, Boucheron. Alfred ti sta cercando.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nAh, grazie. Uhm, un momento... Puoi dirmi\nesattamente dove si trova?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nSei tutto sudato. Scommetto che sei stato ad\nallenarti. Non ti risparmi mai.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nMagari. Veramente mi sono perso. Ho passato\nla notte in cerca della mia stanza.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nVedo che anche a te piace andare a pesca, eh?\nIo non ci vado da troppo tempo.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nAnche a te piace la pesca?! Perfetto!\nLa prossima volta puoi venire al lago con me.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nA meno che non ti annoi, solo a guardare.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06ベレト\nNo, va bene. Non vedo l'ora.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nエーティエ\nScusa, potremmo parlare più tardi? Adesso\nmi devo concentrare, sono in pieno allenamento\nmuscolare.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x08\x06ベレト\nNon ti eri allenata prima? Il tuo zelo mi ricorda\ni miei studenti.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nTe l'ho già detto, ma la mania tua e di Alfred\nper l'allenamento mi ricorda i miei studenti.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nScommetto che loro potevano duellare contro\ndi te. Quando si dice avere tutte le fortune!\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nStai cenando... di nuovo? Ma non abbiamo\nappena mangiato tutti insieme?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nQuando ti alleni, devi mangiare molto, se non\nvuoi perdere massa muscolare.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nSe dovesse succedere qualcosa ai miei\naddominali dopo tutto questo tempo passato\na potenziarli, sarebbe davvero triste. Chomp.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06ベレト\nNon fa una piega. Tutto molto sensato.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nHo saputo che in passato amavi bere il tè in\ncompagnia. Di cosa si parlava in quei momenti?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06ベレト\nVediamo... Ciò per cui ci sentivamo fortunati,\ni nostri amori, le lamentele. Le solite cose.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nSembri di buon umore. È successo qualcosa\ndi bello?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nIl passerotto che stavo ammirando è venuto a\nposarsi sulla mia spalla. Che gioia inaspettata!\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nTi dispiacerebbe dare un'occhiata a questo,\nByleth? Vorrei regalartelo.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06ベレト\nUn fiore? Come mai?\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nNon puoi bere i tuoi tè preferiti, così ho pensato\nche questa peonia avrebbe potuto alleviare\nil dispiacere.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06ベレト\nChe pensiero gentile, Céline. Grazie.\nÈ davvero un bel fiore.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nScusa se ti faccio aspettare, Louis, ma mi sei\ndi grande aiuto.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nNon devi scusarti. Prendermi cura degli altri è\nciò che so fare meglio.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nCos'è questo? Un sacchetto di tè nero?\nHa un buon profumo.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nL'ho preparato apposta per te. Così, se non il\nsapore, puoi almeno apprezzarne l'aroma.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x06\x04ルイ\nHo visto come osservavi affascinato il nostro\ncuoco. Anche tu sai cucinare?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x08\x06ベレト\nSì. Mi piaceva molto cucinare.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nMmmh. Un professore che cucina, eh?\nUna combinazione intrigante.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x08\x06ベレト\nTutto bene, Louis? Sei ancora qui con noi?\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クロエ\nImmagino ci siano molte cose a cui devi ancora\nadattarti. Se hai domande, puoi sempre chiedere\na me.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06ベレト\nÈ molto gentile da parte tua, Chloé. Cercherò di\nrestituirti il favore, se posso.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クロエ\nVorrei sentire qualche fiaba del tuo mondo.\nTi andrebbe di raccontarmene una?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06ベレト\nNon sono un esperto di fiabe, ma che ne diresti\ndi "Loog e la vergine del vento"?\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06クロエ\nNel tuo mondo c'erano dei cibi particolari?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06ベレト\nCibi particolari? Fammi pensare... Qualche volta\nho mangiato la bardana pietrosa.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nOh! Che nome! Sembra dura da masticare.\nEra difficile da mangiare?\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06ベレト\nAmmetto che lo era. Ma è una pianta medicinale\ne quando la mangiavo mi dava molta forza.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nByleth, prima di diventare professore hai fatto\nil mercenario, vero? Sembri abituato alla guerra.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06ベレト\nTrovi? Non ho idea di che impressione do sul\ncampo di battaglia.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nDimmi, professore... Hai una tecnica infallibile\nper instillare fiducia in qualcuno?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06ベレト\nComplimenti sinceri dispensati spesso. Ogni\nvolta che fa bene qualcosa, fai in modo che\nlo sappia.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nLa guerra genera odio. E da quell'odio nascono\nnuove tragedie. È un circolo senza senso...\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06ベレト\nMi sorprende sentirti parlare così. Pensavo\navessi sempre fame di battaglia.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nLa forza militare è importante, ma solo se è\nal servizio del popolo.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x08\x06ベレト\nDici bene. In guerra c'è poco da guadagnare e\nmolto da perdere. Sarai un bravo sovrano,\nDiamant.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nSalve, Amber. Ti ho sentito arrivare. È facile\nindovinare dove sei.\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08アンバー\nOh, grazie! Mi fa piacere sapere che spicco\nin mezzo agli altri... anche quando non sto\nfacendo niente!\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08アンバー\nQuindi eri un professore dell'Accademia\nUfficiali, dico bene? Puoi insegnarmi a vincere\nogni battaglia?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06ベレト\nNon si può riassumere in poche parole, ma...\nservono sia capacità individuali che lavoro di\nsquadra.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08アンバー\nLa tua spada è fantastica, professore. Diventa\nuna frusta, vero? Posso vedere come funziona?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06ベレト\nGuarda pure. Stai indietro.\nHyah! Che te ne pare?\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nWow! Mi rimangio quello che ho detto. Quella\nspada non è fantastica... è incredibilmente\nfantastica! Puoi usarla per fare un cerchio?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06ベレト\nHyah! Ecco! Un cerchio perfetto direi...\nCi sto prendendo gusto! Hai altre richieste?\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nForse non sta a me dirlo, ma ho notato che hai\nsempre un'espressione così impassibile, anche\nin battaglia.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x08\x06ベレト\nMe lo dicono spesso. Le persone fanno fatica\na interpretare le mie emozioni. Non so che farci.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nStai bene, Jade? Sembri un po' stanca. Fammi\nsapere se hai bisogno di riposo.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nGrazie, sto bene. Ieri notte ho lavorato fino\na tardi. Mi stupisce che tu l'abbia notato.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nSai, io scrivo romanzi. So che è un passatempo\nche non si addice a una come me.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06ベレト\nNo, al contrario. Si vede che c'è una persona\ncomplessa sotto quell'armatura.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x08\x06ベレト\nSarei curioso di vedere che tipo di storie scrivi.\nPosso leggerne qualcuna?\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nMa certo, professore. Ti ho visto sorridere.\nVediamo se prima o poi riesco a farti ridere.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nTe la sei cavata meglio del solito nell'ultima\nbattaglia, Alcryst.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nState dicendo che non faccio abbastanza?\nMi impegnerò di più la prossima volta.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nSembri preoccupato, Alcryst. Se ti va di\nparlarne, io ti ascolto.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nSto scrivendo una lettera di presentazione, ma...\nnon riesco a trovare altri sinonimi per "scarto\numano, nullità".\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x0C\nスタルーク\nQuando morirò, passerò alla storia come un\nemerito nessuno che non è degno di essere\nricordato...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06ベレト\nMolta gente passa a miglior vita senza lasciare\nun segno, ma non credo che sia il caso tuo.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nPensate davvero che potrei realizzare qualcosa\ndi buono? Sono un incapace... Cosa potrei mai\nconcludere?\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06ベレト\nI miei studenti mi hanno insegnato che ognuno\ntrova la sua strada. Anche tu troverai la tua,\nAlcryst.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ベレト\nHai sempre un appetito invidiabile, Lapis.\nDimmi, qual è il tuo cibo preferito?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nVediamo... Mi sono sempre piaciute molto le\npatate. Sono nutrienti e riempiono lo stomaco.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ラピス\nIn Brodia, anche un campagnolo, se è bravo,\npuò diventare un attendente del principe!\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ベレト\nMolte persone soffrono per la loro provenienza.\nMi fa piacere che la Brodia offra pari\nopportunità a tutti.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ベレト\x022\n\x0E\x03\x02\x08\x06ラピス\nGrazie per avermi ascoltata, professore.\nSuppongo che sia vero quello che si dice di te.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ベレト\nE cosa si dice?\x0E\x04\x00\x00
