MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08リュール\nRiesci sempre a tirarmi su di morale, Micaiah.\nCredo sia merito del tuo sorriso gentile.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nBoucheron, se ti sei perso, puoi tranquillamente\nchiedermi la strada.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nブシュロン\nEheh, io adoro pescare. Lancio la lenza e mi\nsiedo lì, tranquillo, senza pensieri.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nTi capisco bene. Provo questo stesso senso\ndi pace all'ombra degli alberi della foresta.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nSembri un po' abbattuto. Che succede?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nIl principe Alfred non fa che ripetere che\nè geloso del mio fisico.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nHa detto che vorrebbe scambiare il suo\ncorpo con il mio, dal collo in giù. Non riesco\na togliermi questa immagine dalla testa.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nIhih, capisco il suo desiderio, ma secondo me\nsiete entrambi perfetti così come siete.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nCos'è quella cosa che bevi dopo gli allenamenti?\nHo visto che anche Alfred la beve.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nUna bevanda speciale fatta con uova crude.\nDovrebbe aiutarmi a potenziare i muscoli!\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nChe buon profumo... e che fiori graziosi!\nLa tua città è famosa per i suoi giardini, vero?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nSì, ogni tanto mi faccio mandare dei fiori.\nMa, adesso che siamo in guerra, non così\ndi frequente...\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nWow... Hai degli addominali davvero scolpiti.\nDevono esserti costati tanto lavoro.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nGià, mi piace mettere sotto torchio i miei\nmuscoli.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nSotto torchio...?\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエーティエ\nLi faccio lavorare a più non posso. Più duro è\nl'allenamento, meglio mi sento quando ho finito.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nQuindi sei sempre stata in Firene tutto questo\ntempo, Micaiah? Quando mia madre me lo\ndisse ne fui molto sorpresa.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nIl mio anello era tenuto segreto. Sono contenta\nche non sia più così e che ora possiamo parlare.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nLe preghiere non bastano a portare la pace.\nDobbiamo continuare a combattere e non farci\npiegare dalle avversità.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nHai ragione. Dobbiamo restare tutti uniti.\nTi sosterrò sempre, Céline.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nÈ vero che sai predire il futuro? Lo consideri\nuna fortuna o piuttosto un problema?\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nHo avuto alcune premonizioni spiacevoli, se è\nquesto che intendi. Non mi hanno aiutato a\nmantenere un atteggiamento positivo.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nMa non significa che debbano avverarsi.\nAbbiamo il potere di forgiare il nostro futuro.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nRiesci sempre a trovare il lato positivo nelle\ncose. È questo che ti rende così speciale, non\ntanto il fatto che tu sappia leggere il futuro.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nTu hai tanti fratelli minori, dico bene? Se sono\ncome un ragazzo che conosco, devono essere\npiuttosto impegnativi.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nOh, come invidio questo ragazzo di cui parli.\nDa giovane mi è mancata molto una presenza\nfemminile nella mia vita.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x06\x04ルイ\nSei una gioia per gli occhi, Micaiah. Il mio cuore\npalpita di fronte a una creatura così radiosa.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nWow, di solito non suscito reazioni del genere\nquando si tratta solo di me. Devi essere proprio\ndi buon umore!\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nChe miscela di tè hai usato l'altro giorno?\nEra così scuro...\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nEra tè nero con l'aggiunta di succo d'uva.\nAl mio villaggio lo facciamo così.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nSucco di uva? Interessante. C'è un qualche\nmotivo particolare dietro questo abbinamento?\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nDicono che aiuti a mantenersi giovani. Non tutti\nhanno la fortuna di essere emblemi, sai.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06クロエ\nWow, Micaiah! Sei sempre così graziosa.\nTi manca solo un passerotto e saresti perfetta!\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nIhihih, grazie! Anche tu sembri uscita\nda una fiaba.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06クロエ\nHo qui un po' di pesce fermentato sotto sale.\nHo sentito dire che è buono da svenire!\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nRiguardo al sapore, non saprei, ma temo che\nl'odore sia sufficiente a farmi svenire...\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nCome mai hai deciso di diventare cavaliera,\nChloé?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\nMi piaceva l'idea di una nobile ragazza a cavallo\ndi un pegaso, che protegge la principessa come\nnelle fiabe.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nMa è anche una cosa molto seria per me.\nCe la metterò tutta per riportare la pace\nin Firene, se combatterai al mio fianco!\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nMi sembra la trama perfetta per la nostra storia.\nSarò felice di essere una delle sue protagoniste.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nHo saputo che sei brava con la magia, Micaiah.\nE anche un'ottima guaritrice? Davvero notevole!\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nQuanti complimenti! Così mi imbarazzi...\nma apprezzo le tue belle parole, Diamant.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nTi alleni anche oggi? La tua diligenza è\nnotevole, Diamant.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nAi comandanti non è concesso riposo.\nL'allenamento quotidiano è il modo\nmigliore per essere sempre all'altezza.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIn quanto futuro sovrano ho dovuto studiare\nun po' di tutto: politica, economia, arti marziali...\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nLa magia, però... non mi è mai entrata in testa.\nSembra al di là delle mie possibilità...\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06ミカヤ\nQuindi persino il principe ereditario di Brodia\nha ancora qualcosa da imparare. Non me lo\naspettavo!\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nAllora, per quanto riguarda la magia, conta pure\nsu di me. Farò tutto il possibile per aiutarti in\nbattaglia.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08アンバー\nMicaiah! È vero che hai altri poteri oltre a essere\nun emblema? È davvero fenomenale!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nEheh. Riesco a intravedere il futuro... ma non\nè sempre un potere piacevole o "fenomenale".\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08アンバー\nHo sentito dire che nel deserto del Solm\nc'è un rarissimo uccello arancione in grado\ndi donare gioia a chi lo vede. Sarà vero?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06ミカヤ\nOh, spero di sì! Io amo gli uccelli.\nUn giorno dovremmo andare a cercarlo insieme!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08アンバー\nMi chiedevo, Micaiah... Ma non hai freddo?\nI tuoi vestiti sembrano così leggeri!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nNoi emblemi non abbiamo di questi problemi,\nma apprezzo la tua preoccupazione.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nBeh, se dovessi avere freddo, potrei portarti\nun maglione dal mio villaggio. Li facciamo\ncon la lana di alpaca!\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nOh! Grazie, Amber. Non sento il freddo,\nma la tua gentilezza mi scalda il cuore.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nSi dice che anche un sassolino può splendere\ncome una gemma se viene lucidato abbastanza.\nÈ un pensiero molto stimolante, non trovi?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nVale anche per le persone. Ma ai miei occhi,\nJade, tu sei già splendente come una gemma.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nDiamant stava sghignazzando mentre leggeva\nun libro e mi ha detto che lo hai scritto tu!\nDi cosa parla?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nÈ la saga di un esperto di alpaca. Ho appena\nfinito il quinto volume. Penso che avrà\nsuccesso!\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nHo sentito che eri alla guida di un gruppo di\nvalorosi avventurieri chiamato... Brigata della\nLuce? Dico bene?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nProprio così. Ma non eravamo così rispettabili\ncome ci descrivi tu. Spesso ci scambiavano\nper banditi...\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nTu? Un bandito?! Pfff... Non... non riesco\nproprio a immaginarlo!\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nLo so, fa ridere. Comunque sia, la maggior parte\ndella gente ci considerava "onesti".\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nスタルーク\nSpero di non deludervi troppo, lady Micaiah.\nIn confronto a mio fratello sono una nullità...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x08\x06ミカヤ\nIl tuo aspetto mi ricorda qualcuno che\nconoscevo, ma il tuo carattere è più... ostinato,\nse così si può dire.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nAlcryst... dovresti apprezzare di più le tue\ncapacità. Pensi di poterci provare?\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nSe lo faccio, potrei scoprire di essere ancora\npiù patetico di quanto pensassi... Non posso\nrischiare!\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x0C\nスタルーク\nMio fratello è unico. Forte, saggio, gentile...\nNon si può che ammirarlo.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06ミカヤ\nOh, ma Alcryst... anche tu sei ammirevole.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nIo?! Ma no... in confronto a Diamant sono\nsolo uno scarto umano.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06ミカヤ\nCredo proprio che il tuo forte, saggio e gentile\nfratello non sarebbe d'accordo. Vuoi dire che\naggiungeresti "bugiardo" alla lista di aggettivi?\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ミカヤ\x022\n\x0E\x03\x02\x08\x06ミカヤ\nQuesto mondo è diverso dal mio, ma i boschi\nhanno la stessa tranquillità. Io anelo a quella\npace...\x0E\x04\x00\x00
