MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nEccoci giunti nel regno di Firene.\x0E\x04\x00\x00
MID_OP1_#034	\x0E\x03\x02\x0A\x08リュール\nAllora tra poco potrò conoscere la principessa\nCéline.\x0E\x04\x00\x00
MID_OP1_#035	\x0E\x03\x02\x0E\x0Cアルフレッド\nChiamala pure semplicemente Céline, sono\ncerto che andrete d'accordo.\x0E\x04\x02\x00
MID_OP1_#036	Il villaggio Mulini di Florra! Significa che il\ncastello è vicino. Ci basta tagliare di qua, e...\x0E\x04\x02\x00
MID_OP1_#037	C'è qualcosa che non va...\x0E\x04\x00\x00
MID_OP1_#038	\x0E\x03\x02\x0A\x08リュール\nChe c'è?\x0E\x04\x00\x00
MID_OP1_#039	\x0E\x03\x02\x0E\x0Cアルフレッド\nDeve essere successo qualcosa.\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\n\x0E\x03\x02\x0E\x0Cアルフレッド\nOh, no!\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02b\n\x0E\x05\x01\x14\x08リュール\x08Pain\n\x0E\x03\x02\x0A\x08リュール\nAberrazioni... Sono ovunque...\x0E\x04\x00\x00
MID_OP3_#002	\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01\x16\x0Cアルフレッド\x06Sad\n\x0E\x03\x02\x0E\x0Cアルフレッド\nNon sopporto l'idea di vedere devastato questo\nvillaggio pacifico...\x0E\x04\x02\x00
MID_OP3_#003	\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\nDevo eliminarle subito! Mi puoi dare una\nmano, Drago Divino?\x0E\x04\x00\x00
MID_OP3_#004	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nCerto.\x0E\x04\x00\x00
MID_OP4_#001	\x0E\x02\x00\x10\x0EDefault\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08セリーヌ\x022\n\x0E\x03\x00\x0C\x06クロエ\x023\n\x0E\x03\x02\x0A\x08セリーヌ\nI mostri ci hanno circondati... temo che non\nriusciremo mai a raggiungere mio fratello.\x0E\x04\x00\x00
MID_OP4_#002	\x0E\x03\x02\x06\x04ルイ\nPrincipessa Céline. Vi prego, mettetevi al sicuro.\nCi pensiamo noi ai mostri.\x0E\x04\x00\x00
MID_OP4_#003	\x0E\x03\x02\x08\x06クロエ\nPotrebbero arrivarne altri da un momento\nall'altro. Presto, correte!\x0E\x04\x00\x00
MID_OP4_#004	\x0E\x03\x02\x0A\x08セリーヌ\nLouis! Chloé! Non crederete che vi possa\nabband-\x0E\x04\x00\x00
MID_OP4_#005	\x0E\x03\x02\x06\x04ルイ\nÈ nostro compito proteggere la principessa.\nNon indietreggeremo finché saremo qui!\x0E\x04\x00\x00
MID_OP4_#006	\x0E\x03\x02\x08\x06クロエ\nMa voi dovete fuggire, principessa. Altrimenti\nchi avvertirà il principe Alfred del pericolo?\x0E\x04\x00\x00
MID_OP4_#007	\x0E\x03\x02\x0A\x08セリーヌ\nAvete ragione... ma tornerò appena possibile!\nResistete fino ad allora!\x0E\x04\x00\x00
MID_OP4_#008	\x0E\x03\x01\x0A\x08セリーヌ\n\x0E\x03\x02\x06\x04ルイ\nMi dispiace, Chloé.\x0E\x04\x02\x00
MID_OP4_#009	Mi addolora doverti separare dalla principessa\nCéline, anche solo per un breve momento.\x0E\x04\x00\x00
MID_OP4_#010	\x0E\x03\x02\x08\x06クロエ\nA dire il vero, avrei preferito che tu fossi\nfuggito con Sua Altezza.\x0E\x04\x02\x00
MID_OP4_#011	Un cavaliere deve essere sempre al fianco\ndella sua principessa.\x0E\x04\x00\x00
MID_OP4_#012	\x0E\x03\x02\x06\x04ルイ\nPrima finiamo qui, prima potremo tornare\ndalla principessa!\x0E\x04\x00\x00
MID_OP4_#013	\x0E\x03\x02\x08\x06クロエ\nGiusto!\x0E\x04\x00\x00
MID_OP5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02b\n\x0E\x05\x01\x1C\x08セリーヌ\x10Surprise\n\x0E\x03\x02\x0A\x08セリーヌ\nAlfred!\x0E\x04\x00\x00
MID_OP5_#002	\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01 \x0Cアルフレッド\x10Surprise\n\x0E\x03\x02\x0E\x0Cアルフレッド\nCéline? Che ci fai qui? Pensavo fossi con nostra\nmadre.\x0E\x04\x00\x00
MID_OP5_#003	\x0E\x05\x01\x12\x08セリーヌ\x06Sad\n\x0E\x03\x02\x0A\x08セリーヌ\nIl castello è in pericolo! L'esercito elusiano\nè in marcia verso di noi proprio adesso.\x0E\x04\x00\x00
MID_OP5_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nCosa?! Ma perché?\x0E\x04\x00\x00
MID_OP5_#005	\x0E\x03\x02\x0A\x08セリーヌ\nNon lo so, ma nostra madre mi ha inviata ad\navvertirti prima che arrivasse il nemico.\x0E\x04\x02\x00
MID_OP5_#006	Purtroppo siamo stati circondati mentre\nci dirigevamo al porto di Florra.\x0E\x04\x02\x00
MID_OP5_#007	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nLouis e Chloé sono rimasti indietro per\npermettermi di venire a cercarti.\x0E\x04\x02\x00
MID_OP5_#008	Dobbiamo andare a salvarli!\x0E\x04\x00\x00
MID_OP5_#009	\x0E\x05\x01\x1A\x0Cアルフレッド\nAngry\n\x0E\x03\x02\x0E\x0Cアルフレッド\nOvvio.\x0E\x04\x00\x00
MID_OP5_#010	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x03\x02\x0A\x08リュール\nScusa, principessa Céline, hai con te l'anello\ndell'emblema?\x0E\x04\x00\x00
MID_OP5_#011	\x0E\x05\x01\x18\x08セリーヌ\x0CNormal\n\x0E\x03\x02\x0A\x08セリーヌ\nSì, nostra madre me l'ha dato. Perché...?\x0E\x04\x02\x00
MID_OP5_#012	\x0E\x05\x01\x1C\x08セリーヌ\x10Surprise\nUn momento, ma voi siete... il Drago Divino\n\x0E\x06\x03\x00?! Vi siete svegliat\x0E\x0A\x00\x08\x02o\x02a?!\x0E\x04\x00\x00
MID_OP5_#013	\x0E\x03\x02\x0A\x08リュール\nSì.\x0E\x04\x00\x00
MID_OP5_#014	\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nSono davvero onorata!\x0E\x04\x02\x00
MID_OP5_#015	\x0E\x0B\x00n
MID_OP5_#016	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nUn sortilegio affiora nella mia mente...\x0E\x04\x02\x00
MID_OP5_#017	\x0E\x05\x01\x1A\x08リュール\x0EStandBy\n\x0E\x0B\x01>
MID_OP6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06セリカ\x02b\n\x0E\x05\x01\x16\x06セリカ\x0CNormal\n\x0E\x03\x02\x08\x06セリカ\n\x0E\x07\x00\x04
MID_OP6_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nSmile\n\x0E\x03\x02\x0A\x08リュール\nGrazie per aver risposto alla mia chiamata.\x0E\x04\x00\x00
MID_OP6_#003	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x05\x01 \x0Cアルフレッド\x10Surprise\n\x0E\x03\x02\x0E\x0Cアルフレッド\nDunque questo è l'emblema dell'anello del\nFirene.\x0E\x04\x00\x00
MID_OP6_#004	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x01\x08\x06セリカ\n\x0E\x03\x00\x0E\x08セリーヌ\x02b\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nEmblema Celica... Sono senza parole.\x0E\x04\x02\x00
MID_OP6_#005	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nCombatterò anche io! Drago Divino, vi prego,\npermettetemi di usare i poteri di Celica.\x0E\x04\x02\x00
MID_OP6_#006	Ho il dovere di salvare la gente di questo\nvillaggio, nonché Louis e Chloé.\x0E\x04\x00\x00
MID_OP6_#007	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1A\x08リュール\x0EStandBy\n\x0E\x03\x02\x0A\x08リュール\nVa bene, lo affido a te, Céline.\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06クロエ\x02b\n\x0E\x05\x01\x14\x06クロエ\nAngry\n\x0E\x03\x02\x08\x06クロエ\nCi sono arcieri ovunque... mi impediscono di\nmuovermi liberamente.\x0E\x04\x00\x00
MID_EV1_#002	\x0E\x03\x00\x0A\x04ルイ\x02t\n\x0E\x05\x01\x12\x04ルイ\nAngry\n\x0E\x03\x02\x06\x04ルイ\nCi penso io agli arcieri, se tu puoi occuparti\ndei maghi.\x0E\x04\x00\x00
MID_EV1_#003	\x0E\x05\x01\x14\x06クロエ\nRelax\n\x0E\x03\x02\x08\x06クロエ\nCerto! La loro magia può passare attraverso la\ntua corazza, ma io ho maggiore resistenza agli\nincantesimi.\x0E\x04\x02\x00
MID_EV1_#004	Ci penso io ai maghi!\nProteggerci a vicenda non è poi così male, no?\x0E\x04\x00\x00
MID_EV1_#005	\x0E\x05\x01\x14\x04ルイ\x0CNormal\n\x0E\x03\x02\x06\x04ルイ\nIn effetti no... È una bella novità.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nEmblema Celica, che onore.\x0E\x04\x02\x00
MID_EV2_#002	Mentre venivo qui, mi è sembrato di udire la\ntua voce... sono contenta di combattere al tuo\nfianco ora.\x0E\x04\x00\x00
MID_EV2_#003	\x0E\x03\x00\x0C\x06セリカ\x02b\n\x0E\x05\x01\x14\x06セリカ\nRelax\n\x0E\x03\x02\x08\x06セリカ\nCome lo sono io, Céline. Ora il mio potere\nè a tua disposizione.\x0E\x04\x02\x00
MID_EV2_#004	\x0E\x05\x01\x14\x06セリカ\nAngry\nInsieme proteggeremo tutto ciò a cui tieni.\x0E\x04\x00\x00
MID_EV2_#005	\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nGrazie.\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x12\x08セリーヌ\x06Die\n\x0E\x03\x02\x0A\x08セリーヌ\nSento una forza pulsare dentro di me...\nOra siamo una cosa sola, vero?\x0E\x04\x02\x00
MID_EV3_#002	\x0E\x05\x01\x1A\x08セリーヌ\x0EStandBy\nLa mia determinazione è diventata più forte!\nProteggerò il mio popolo, proteggerò tutti!\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nQuella casa è aperta.\x0E\x04\x02\x00
MID_EV4_#002	\x0E\x05\x01\x1A\x08リュール\x0EStandBy\nDobbiamo avvertirli di chiudersi dentro, per\nnon far entrare le aberrazioni.\x0E\x04\x00\x00
MID_EV5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1E\x18M004_村人おじいさん\x02t\n\x0E\x05\x01,\x18M004_村人おじいさん\x10Surprise\n\x0E\x03\x02\x1A\x18M004_村人おじいさん\nCome? M-Mostri, avete detto?! Grazie\ndell'avvertimento.\x0E\x04\x02\x00
MID_EV5_#002	\x0E\x05\x01(\x18M004_村人おじいさん\x0CNormal\nPrendete questo, potrebbe esservi utile.\x0E\x04\x00\x00
MID_EV6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M004_村人お姉さん\x02t\n\x0E\x05\x01 \x16M004_村人お姉さん\x06Sad\n\x0E\x03\x02\x18\x16M004_村人お姉さん\nGrazie per avermi avvertita. Ecco, questo è\nper voi... vi aiuterà a riportare la pace\nnella nostra terra.\x0E\x04\x00\x00
MID_EV7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nStiamo perdendo terreno, eh? So cosa ci vuole.\nDispiegate le aberrazioni!\x0E\x04\x00\x00
MID_EV8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM004_蛮族\x02b\n\x0E\x05\x01\x1C\x0EM004_蛮族\nSmile\n\x0E\x03\x02\x10\x0EM004_蛮族\nAhahah! Questo posto è pronto per essere\nsaccheggiato come si deve.\x0E\x04\x00\x00
MID_EV9_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x0B\x00n
MID_EV9_#002	\x0E\x03\x00\x0C\x06マルス\x02b\n\x0E\x05\x01\x1A\x06マルス\x10Surprise\n\x0E\x03\x02\x08\x06マルス\nDove l'hai trovato, \x0E\x06\x03\x00?\x0E\x04\x00\x00
MID_EV9_#003	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nL'ha trovato Vander nella sala degli anelli\ndopo la battaglia al castello di Lythos.\x0E\x04\x02\x00
MID_EV9_#004	Marth, sai di cosa si tratta?\x0E\x04\x00\x00
MID_EV9_#005	\x0E\x05\x01\x14\x06マルス\nAngry\n\x0E\x03\x02\x08\x06マルス\nQuell'artefatto è la cronogemma del drago.\nÈ in grado di far tornare indietro nel tempo.\x0E\x04\x02\x00
MID_EV9_#006	C'è un limite a quanto si può tornare indietro,\nma ci dà comunque un bel vantaggio in battaglia.\x0E\x04\x02\x00
MID_EV9_#007	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nCronogemma del drago, eh? Allora non è\nun semplice accessorio.\x0E\x04\x00\x00
MID_EV9_#008	\x0E\x05\x01\x14\x06マルス\nRelax\n\x0E\x03\x02\x08\x06マルス\nVisto che è nelle nostre mani, facciamone\nbuon uso.\x0E\x04\x02\x00
MID_EV9_#009	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x0B\x01>
MID_EV10_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x18\x08セリーヌ\x0CStatus\n\x0E\x03\x02\x0A\x08セリーヌ\nCon l'aiuto di Celica posso raggiungere\nChloé e Louis più velocemente.\x0E\x04\x00\x00
MID_EV11_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nCombatterò per la pace. Aspettatemi, amici,\nsto arrivando!\x0E\x04\x00\x00
MID_TK1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nChloé, sono così contenta di vedere che stai\nbene.\x0E\x04\x00\x00
MID_TK1_#002	\x0E\x03\x00\x0C\x06クロエ\x02b\n\x0E\x05\x01\x14\x06クロエ\nSmile\n\x0E\x03\x02\x08\x06クロエ\nPrincipessa Céline!\x0E\x04\x00\x00
MID_TK1_#003	\x0E\x03\x02\x0A\x08セリーヌ\nSono riuscita a raggiungere Alfred. E ho persino\nincontrato il Drago Divino, pensate un po'!\x0E\x04\x02\x00
MID_TK1_#004	\x0E\x05\x01\x16\x08セリーヌ\nAngry\nE poi il Drago Divino ha evocato l'emblema\nCelica dall'anello.\x0E\x04\x00\x00
MID_TK1_#005	\x0E\x05\x01\x1A\x06クロエ\x10Surprise\n\x0E\x03\x02\x08\x06クロエ\nUn nobile drago che evoca antichi spiriti per\nsalvare il mondo? Sembra una favola!\x0E\x04\x00\x00
MID_TK1_#006	\x0E\x03\x02\x0A\x08セリーヌ\nÈ vero... e ora con questo nuovo potere potremo\ndare un lieto fine alla favola.\x0E\x04\x00\x00
MID_TK1_#007	\x0E\x05\x01\x14\x06クロエ\nRelax\n\x0E\x03\x02\x08\x06クロエ\nContate su di me.\x0E\x04\x00\x00
MID_TK2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x02t\n\x0E\x05\x01\x16\x08セリーヌ\nSmile\n\x0E\x03\x02\x0A\x08セリーヌ\nLouis, sei sano e salvo!\x0E\x04\x00\x00
MID_TK2_#002	\x0E\x03\x00\x0A\x04ルイ\x02b\n\x0E\x05\x01\x12\x04ルイ\nSmile\n\x0E\x03\x02\x06\x04ルイ\nPrincipessa Céline! Sono contento di vedere\nche siete incolume anche voi!\x0E\x04\x02\x00
MID_TK2_#003	\x0E\x05\x01\x18\x04ルイ\x10Surprise\nMh? C'è qualcosa di diverso in voi.\x0E\x04\x00\x00
MID_TK2_#004	\x0E\x03\x02\x0A\x08セリーヌ\nIl Drago Divino ha evocato l'emblema Celica\ndal mio anello... e ora sono impregnata del\nsuo potere.\x0E\x04\x00\x00
MID_TK2_#005	\x0E\x03\x02\x06\x04ルイ\nIl Drago Divino?\x0E\x04\x00\x00
MID_TK2_#006	\x0E\x05\x01\x16\x08セリーヌ\nAngry\n\x0E\x03\x02\x0A\x08セリーヌ\nProprio così, ma ti spiegherò tutto più tardi.\nOra riportiamo l'ordine qui.\x0E\x04\x02\x00
MID_TK2_#007	Non vi abbandonerò più, d'ora in poi\ncombatterò al vostro fianco.\x0E\x04\x00\x00
MID_TK2_#008	\x0E\x05\x01\x12\x04ルイ\nSmile\n\x0E\x03\x02\x06\x04ルイ\nCome desiderate. La principessa Céline e\nl'emblema Celica. Che accoppiata meravigliosa.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nDiventerò famoso... come l'uomo che catturò\nla principessa di Firene!\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM004_イルシオン兵_ボス\x02b\n\x0E\x05\x01(\x1CM004_イルシオン兵_ボス\x08Pain\n\x0E\x03\x02\x1E\x1CM004_イルシオン兵_ボス\nSe avessi avuto dei soldati decenti, ce l'avrei\nfatta...\x0E\x04\x00\x00
MID_MOVIE1_#001	\x0E\x03\x02\x0A\x08リュール\n...!\x0E\x04\x00\x00
MID_MOVIE1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nÈ tutto a posto ora. Il pericolo è passato.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x06\x00$\x08ヴェイル\x18MPID_Unknown\n\x0E\x03\x02\x0A\x08リュール\nGrazie. Ti devo la vita.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x0A\x08ヴェイル\nFigurati! Chiunque l'avrebbe fatto.\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0A\x08リュール\nSei qui tutta sola?\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x0A\x08ヴェイル\nSì... ho visto il combattimento e ho pensato\ndi dare una mano.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0A\x08リュール\nSei molto coraggiosa. A dire il vero, quelle\naberrazioni mi fanno venire i brividi.\x0E\x04\x02\x00
MID_ED1_#006	Ero così terrorizzat\x0E\x0A\x00\x08\x02o\x02a da non riuscire più a\npensare. Mi hai davvero salvato la vita.\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x0A\x08ヴェイル\nCapisco...\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x0A\x08リュール\nScusa se non mi sono ancora presentat\x0E\x0A\x00\x08\x02o\x02a.\nSono il Drago Divino \x0E\x06\x03\x00.\x0E\x04\x02\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08ヴェイル\nMi piace il tuo nome. Io sono Veyle.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0A\x08リュール\nVeyle...\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x00\x0C\x06マルス\x024\n\x0E\x03\x02\x08\x06マルス\nPosso interrompervi?\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x02\x0A\x08リュール\nChe c'è?\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x08\x06マルス\nLe aberrazioni se ne sono andate, ma potrebbe\nnon essere sicuro per lei restare qui.\x0E\x04\x02\x00
MID_ED1_#014	Forse dovremmo portarla a casa o in una\nlocanda.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x01\x0A\x08ヴェイル\n\x0E\x03\x02\x0A\x08リュール\nBuona idea.\x0E\x04\x02\x00
MID_ED1_#016	Ehi, Veyle, vivi da queste parti?\x0E\x04\x02\x00
MID_ED1_#017	Eh?\x0E\x04\x02\x00
MID_ED1_#018	Se n'è andata...\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x02\x0A\x08セリーヌ\nDrago Divino!\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08リュール\nCéline.\x0E\x04\x02\x00
MID_ED2_#003	Hai visto per caso una ragazza piccolina e con\ni capelli lunghi passare da questa parte?\nEra a piedi nudi...\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08セリーヌ\nUna ragazzina? No, non ho visto nessuno\ndel genere.\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x0A\x08リュール\nCapisco... tu volevi chiedermi qualcosa?\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x0A\x08セリーヌ\nVolevo ringraziarvi.\x0E\x04\x02\x00
MID_ED2_#007	Alfred mi ha detto che avete accettato la\nrichiesta d'aiuto del Firene.\x0E\x04\x02\x00
