MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08リュール\nMi aiuterai a ristabilire la pace in questo mondo\nal più presto?\x0E\x04\x00\x00
MID_GR_Vandre_B_#002	\x0E\x03\x02\x0C\nヴァンドレ\nCerto. La regina Lumera apprezzerà di sicuro\nil tuo gesto.\x0E\x04\x00\x00
MID_GR_Vandre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nCosa stai facendo, Vander?\x0E\x04\x00\x00
MID_GR_Vandre_A_#002	\x0E\x03\x02\x0C\nヴァンドレ\nOh, mi avete preso alla sprovvista.\nChe imbarazzo. Sto lavorando a maglia.\x0E\x04\x00\x00
MID_GR_Vandre_A_#003	\x0E\x03\x02\x08\x06セリカ\nNo, è affascinante osservare le tue mani\nal lavoro. Ti dispiace se resto qui?\x0E\x04\x00\x00
MID_GR_Vandre_A_#004	\x0E\x03\x02\x0C\nヴァンドレ\nCerto che no. Potete restare quanto volete.\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nClanne, cosa fai così lontano? Perché non\nti avvicini e parli un po' con me?\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06クラン\nDici a me? Parlare con te, lady Celica? Noi due\nsoli? Oh, wow, sento che potrei svenire...\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nClanne? Cosa c'è in quel barattolo che porti\nsempre con te?\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x08\x06クラン\nSottaceti! Mi piacciono tanto. Li mangio anche\na colazione, mi aiutano a svegliarmi!\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クラン\nSei così gentile, affettuosa e affidabile.\nCome una sorella maggiore per me.\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x08\x06セリカ\nIhih. Una sorella maggiore?\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\nOh-oh. L'ho detto ad alta voce? Oooh, no...\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x08\x06セリカ\nNon preoccuparti. Mi fa piacere avere un fratello\nminore. Sarà più divertente lavorare insieme.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06フラン\nHo così tante domande da farti! Qual è il tuo\ncibo preferito? E il colore? E qual è...\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06セリカ\nCalmati, Framme. Risponderò a tutto, ma solo\nse mi fai una domanda per volta.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06フラン\nIndovina, lady Celica! Oggi mi sono allenata\ncon il Drago Divino!\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06セリカ\nL\x0E\x0A\x00\x08\x02o\x02a adori proprio, eh? Vederti così felice rende\nfelice anche me.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06フラン\nUhm, lady Celica? Cosa devo fare per essere\nelegante come te?\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06セリカ\nMi fa piacere che tu pensi che io sia elegante,\nFramme, ma credo che tu sia adorabile così\ncome sei.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\nNo, assolutamente no! Nessuno sopporta la mia\ngoffaggine e la mia mancanza di raffinatezza.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06セリカ\nMa no, tutti apprezziamo la tua energia. Non\ncambiare. Resta la persona meravigliosa che sei.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nChi poteva immaginare che l'anello del nostro\nregno custodisse un emblema così forte?\nSono lieto di conoscerti.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x08\x06セリカ\nAnche io, Alfred. Uniamo le forze e ripristiniamo\nla pace nel mondo.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nAlfred, è ancora l'alba. Cosa fai in piedi così\npresto?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nDevo fare un giro di pattuglia e poi vado\na correre. Vuoi venire con me?\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nAlfred? Pensavo che avresti preso parte\nal consiglio di guerra oggi.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nSì, ma siamo a un punto morto. Sono uscito a\nfare un po' di ginnastica e a raccogliere le idee.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nTu sei il nostro emblema nazionale, dopo tutto.\nDobbiamo prendere decisioni adeguate, che\nti rendano orgogliosa.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x08\x06セリカ\nÈ molto carino da parte tua, Alfred. Ihih. Quasi\nquasi vengo a correre con te.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nOh, no... Si direbbe che hai pianto... È successo\nqualcosa di brutto?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nNo, è questo libro che mi ha commosso.\nMa grazie lo stesso per la tua premura.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nブシュロン\nLo sai cosa mi piacerebbe fare? Visitare il tuo\nmondo e leggere tutte le sue storie.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x08\x06セリカ\nDubito che sia possibile, ma potrei almeno\nraccontarti quelle che so io.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nブシュロン\nDi solito non mi chiedi mai dei favori. Qualcosa\nti preoccupa?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06セリカ\nHo sentito che c'è un bosco bellissimo e mi\npiacerebbe vederlo. Ma è piuttosto lontano e\nnon posso andarci da sola...\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nPosso indossare l'anello e portartici io.\nVorrei vederlo anch'io, ma mi perdo molto\nfacilmente.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06セリカ\nTu pensa a camminare e io mi occuperò di\ntrovare la strada. Ci divertiremo molto!\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nOh, che bel fiore. Dove l'hai trovato?\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nIn quel campo di fiori laggiù. Ero andata a\ncorrere e l'ho raccolto lì.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nエーティエ\nHai una corporatura così delicata, Celica.\nPensavo che i reali dovessero avere un po'\npiù muscoli...\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06セリカ\nNon so cosa c'entri la classe sociale. Forse,\nessere al servizio di Alfred ha influenzato\nil tuo giudizio.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nエーティエ\nSe tu volessi potenziare i tuoi muscoli, potresti\nfarlo? Anche se sei un emblema?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06セリカ\nNon ci ho mai provato, quindi non saprei dirtelo\ncon certezza.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nSe fosse possibile, potresti allenarti con me.\nDovresti provare!\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06セリカ\nSembra divertente! Anche se non avrò risultati,\nsarà bello passare un po' di tempo insieme a te.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nAvevo così tante cose che avrei voluto chiederti\ne ora che sei qui davanti a me, non trovo le\nparole.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06セリカ\nSo come ci si sente. Ma abbiamo molto tempo\nper imparare a conoscerci.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nIl tè di oggi ha un profumo delizioso.\nDa dove viene?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nDa un villaggio rurale, famoso per il suo tè.\nÈ uno dei miei preferiti, mi fa piacere che ti\npiaccia.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nPoter parlare con te ogni giorno mi dà molta\ngioia, Celica.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06セリカ\nÈ molto gentile da parte tua. Anche per me è\ncosì.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nL'unico inconveniente è che temo di non poter\nmai essere più felice di così.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06セリカ\nNon ti preoccupare. Sono sicura il futuro ha in\nserbo per noi giorni molto più felici di questo.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nMi sto abituando al tuo modo di combattere.\nSiamo una bella squadra.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nSono d'accordo. Non vedo l'ora di presentarti\na tutti i miei amici.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x06\x04ルイ\nNon c'è niente di più commovente che vedere\ndue amici che vanno d'accordo. Non trovi?\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06セリカ\nÈ sempre bello assistere allo sbocciare di\nun'amicizia. Anche la nostra amicizia è bella.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nMi sembri un po' distante ultimamente.\nHo forse fatto qualcosa che ti ha offeso?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nNient'affatto, Celica. Mi piace stare con te\ncome sempre.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06セリカ\nAllora perché mantieni le distanze? Mi accorgo\nche mi guardi solo quando sto parlando con\naltre persone.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nIntromettermi sarebbe come rovinare un'opera\nd'arte. Non mi permetterei mai.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クロエ\nSei adorabile, Celica. Sembri uscita da\nuna fiaba.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06セリカ\nGrazie per il complimento, Chloé. Posso dire\nlo stesso di te.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クロエ\nVedere nobili ed emblemi combattere insieme\nmi mette sempre di buon umore.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06セリカ\nÈ un bell'abbinamento, vero? Anche io e te\nformiamo una bella coppia.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クロエ\nCelica, potresti raccontarmi qualcosa del cibo\ndel tuo mondo? Soprattutto dei cibi particolari.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06セリカ\nNoi abbiamo molti piatti particolari, se è questo\nche intendi. A me piaceva il filetto di dagon.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nIl filetto di dagon?! A giudicare dal nome\nsembra delizioso. Che tipo di piatto è?\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06セリカ\nSi prepara con la carne di una creatura marina\ndella Zofia. Ne basta un morso per cancellare\nla fatica!\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nMi sento onorato a combattere accanto a un\nemblema del Firene. Puoi darmi qualche\nconsiglio per la battaglia?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06セリカ\nL'onore è tutto mio, Diamant. Sarebbe un\npiacere consigliarti come meglio posso.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nCome è organizzato il governo nel tuo mondo,\nCelica? Mi piacerebbe saperne di più.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06セリカ\nNon sono stata cresciuta come una principessa,\nquindi non ne so molto, ma ti racconterò quello\nche posso.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nGrazie per esserti unita alla nostra lotta, Celica.\nTu non hai relazione alcuna con il nostro\nmondo.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06セリカ\nNon direi. Credo che venire evocata in Elyos\nfosse il mio destino.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nIn tal caso, spero che accompagnerai il destino\ndell'Elyos fino alla fine.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x08\x06セリカ\nCerto, Diamant. Ristabiliremo la pace in questo\nmondo il più presto possibile.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アンバー\nEhi, Celica! So che è una domanda improvvisa,\nma... a te piacciono gli alpaca?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06セリカ\nA-Alpaca? Perdonami, ma... cosa sono\ngli alpaca?\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nNon hai mancato un giorno di allenamento,\nAmber! È segno di grande volontà.\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nMa certo! Non si diventa un eroe leggendario\nin un giorno. Io ce la metto tutta!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アンバー\nSe la leggenda degli emblemi era vera, significa\nche anche le altre leggende lo sono!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06セリカ\nPuò essere! Questo mondo è pieno di misteri.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nSei d'accordo con me, Celica?! Wow!\nFantastico! Andiamo in cerca di leggende!\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06セリカ\nCosa? Adesso?! E vuoi portarmi con te?!\nSei proprio un tipo particolare, Amber.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nHo sentito che scrivi romanzi, Jade.\nPotrei leggerli?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nMh? Oh, scusa, Celica. Stavo meditando.\nCosa hai detto?\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nDa cosa prendi ispirazione per le tue storie,\nJade?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nDi solito guardando le persone. La realtà è\nmolto più interessante di quanto si creda.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nOra che ho chiacchierato con te, mi sento più\nispirata, Celica. Sto scrivendo una nuova storia...\nposso parlartene?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06セリカ\nMa certo! Mi fa sempre piacere sapere a cosa\nstai lavorando.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nÈ la storia di un eroe che si risveglia in un altro\nmondo con il potere di sconfiggere una\nminaccia misteriosa.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06セリカ\nOh, sembra una storia terribile e allo stesso\ntempo... molto interessante! Devi farmela\nleggere quando l'avrai terminata.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nスタルーク\nSo di essere al sicuro nelle vostre mani,\nlady Celica. Mi dolgo che dobbiate collaborare\ncon una nullità come me.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x08\x06セリカ\nNon è assolutamente vero, Alcryst. Sono lieta\ndi combattere al tuo fianco. Uniamo le nostre\nforze!\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nEccoti qua, Alcryst! Tuo fratello ti sta cercando.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nOh! G-Grazie per avermi informato... Mi dispiace\nmolto che vi siate dovuta disturbare per me!\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nNell'ultima battaglia hai mostrato ai nostri\nnemici un'impressionante prova di forza. Bravo,\nAlcryst.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nNon può essere vero! Vi prego, dimenticate\nche mi trovo qui... Dovrei nascondermi sotto\nuna roccia. Quello è il mio posto.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x08\x06セリカ\nMa guarda che dico sul serio, Alcryst!\nDopotutto, serve una grande abilità per gestire\nil potere di un emblema come me.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nSiete così gentile. Grazie, lady Celica. Non sono\nsicuro, ma... forse mi sento un po' felice!\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nLapis? Cosa ci fai con quel tronco?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nVolevo usarlo per costruire delle mensole.\nFammi sapere se ne vuoi una anche tu, Celica.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ラピス\nNon trovi che le patate siano fantastiche?\nNe basta una per farne crescere tantissime...\nL'ho sentito dire. O forse l'ho letto. In un libro.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06セリカ\nLe patate crescono anche nei terreni aridi, vero?\nNel mio villaggio coltivavamo le arance.\nMi mancano.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ラピス\nS-Scusami, Celica. Sembri triste oggi.\nÈ successo qualcosa?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06セリカ\nSto bene. Non volevo farti preoccupare. È solo\nche sto male quando ti ferisci in battaglia...\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06セリカ\nOh, ma sentimi. È inutile dire queste cose, no?\nTi prego, dimentica quello che ho detto.\x0E\x04\x00\x00
