MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nTrascorsi la mia infanzia all'interno di un\ncastello. Quando uscivo mi sembrava tutto\nnuovo.\x0E\x04\x00\x00
MID_GR_Vandre_B_#002	\x0E\x03\x02\x0C\nヴァンドレ\nÈ un onore sentirvelo dire, lady Corrin. Spero\nche continueremo sempre a proteggerci l'un\nl'altra.\x0E\x04\x00\x00
MID_GR_Vandre_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nSei sempre molto indaffarato. Se sei stanco\nposso massaggiarti le spalle. O il viso. Dimmi\ntu come si usa da queste parti.\x0E\x04\x00\x00
MID_GR_Vandre_A_#002	\x0E\x03\x02\x0C\nヴァンドレ\nEh? Gli emblemi non possono toccare, giusto?\nE poi... massaggiarmi la faccia? È normale dalle\nvostre parti?\x0E\x04\x00\x00
MID_GR_Vandre_A_#003	\x0E\x03\x02\x08\x06カムイ\nAh! Non è normale. Non proprio. Solo a volte.\nDipende dalla zona da cui vieni...\x0E\x04\x00\x00
MID_GR_Vandre_A_#004	\x0E\x03\x02\x0C\nヴァンドレ\nAhah. Lady Corrin, la vostra offerta mi ha dato\nmolta gioia e ha alleviato la mia stanchezza.\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06クラン\nStare accanto a te è come essere vicino al\nDrago Divino. Mi sembri... migliore di me.\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06カムイ\nPotrebbe essere perché in me scorre sangue di\ndrago? Oh! Lo sapevi che potevo assumere le\nsembianze di un drago?\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06クラン\nMh, lady Corrin... cosa provavi quando\nti trasformavi in drago? Era strano? Sentivi\nun formicolio?\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x08\x06カムイ\nCiò che sento di più sono gli sguardi della gente.\nSorpresa, paura, stupore... Devo ancora\nabituarmici.\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06クラン\nSiamo sempre insieme, ma non ti ho ancora\nvista in forma di drago. Potresti trasformarti\nadesso?\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x08\x06カムイ\nNon riesco più a fare una trasformazione\ncompleta, riesco solo a cambiare qualche parte\ndel mio corpo. Mi dispiace se ti ho deluso.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\nNo! Scusami tu per la richiesta egoista! Volevo\nsolo conoscere meglio la mia nuova amica.\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x08\x06カムイ\nSono contenta di sentire che siamo amici! Non\nte l'ho mai chiesto... Tu ti trasformi in qualcosa?\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06フラン\nSono molto occupata a prendermi cura del\nDrago Divino, ma credo che dovrei prendermi\ncura anche di te, lady Corrin.\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06カムイ\nÈ molto gentile da parte tua, Framme, ma sei\ncosì giovane. Dovrei essere io a prendermi cura\ndi te.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06フラン\nNon preoccuparti e dimmi se posso fare\nqualcosa per te. Sono giovane, ma molto\naffidabile!\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06カムイ\nIn battaglia sei molto affidabile, Framme.\nTuttavia nei lavori quotidiani mi sembri un po'...\nehm, maldestra.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nSpero che un giorno ti affiderai a me, Framme.\nO forse temi di non poterlo fare?\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06フラン\nNo, non è così. Anzi, vorrei che avessimo\nun segnale segreto solo nostro. Come uno\nsguardo speciale o un occhiolino.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06カムイ\nUn occhiolino... interessante. Che ne dici di\nfare così? Ci guardiamo negli occhi e...\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nAhahah. Sì! È un segnale segreto perfetto per\nnoi, lady Corrin! Sei la migliore!\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nLa tua è una famiglia numerosa? Com'è avere\nfratelli maggiori o un fratello minore?\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x08\x06カムイ\nI miei fratelli maggiori erano affidabili. Mio\nfratello minore, invece, era impertinente, ma\ncomunque molto carino.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nIo sono nato nobile, mentre tu ti sei costruita\nil tuo destino da sola. Lo trovo eccezionale.\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06カムイ\nGrazie. La mia famiglia è complicata, ma questo\nmi ha lasciato la libertà di scegliere la vita che\nvolevo.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nNon mi sono mai trovato nella posizione di\npoter scegliere il mio cammino. Ogni tanto mi\nchiedo se sia stato un bene.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x08\x06カムイ\nOgnuno ha la sua vita. Non sai mai quando\ntroverai il prossimo bivio.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x08\x06カムイ\nUn giorno sarai nella posizione di dover\ndecidere del futuro del tuo regno. Una scelta\nnon da poco.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nFarò tesoro delle tue parole. Ci rifletterò ancora,\nprima che arrivi quel momento.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nSei un degno compagno, Boucheron. Quando\ncombatto al tuo fianco mi sento più forte.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nAnche tu trasmetti fiducia. Spero che mi starai\naccanto anche quando passeggio da solo a\ntarda notte.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nブシュロン\nLa battaglia ti ha stancata? Io sto andando\na pesca per rilassarmi un po'. Vuoi venire?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x08\x06カムイ\nVolentieri! Anche se ci perdiamo, noi due\ninsieme ci inventeremo di sicuro qualcosa.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nブシュロン\nScusami ancora. Non riesco a credere di essermi\nperso così, tornando da pesca, in pieno giorno.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06カムイ\nNon importa! È stato bello vedere il sole che\nfiltrava tra gli alberi durante la nostra lunga\npasseggiata verso casa.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x08\x06カムイ\nLa foresta illuminata dal sole è stata una bella\nnovità per me, rispetto alle lunghe notti del\nmondo da cui provengo.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\nSei gentile con me, Corrin. Piacerebbe anche\na me imparare a vedere sempre il lato positivo\ncome fai tu.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nHai un fisico incredibile, Etie. Quando\ncombattiamo insieme mi viene da distrarmi\na guardarti.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nAhah, grazie! I tuoi complimenti mi caricano\ncosì tanto, che ora sento il bisogno di andare\na correre per smaltire l'energia. A dopo!\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nエーティエ\nCorrin! Sbaglio o i tuoi bicipiti si sono gonfiati\ne per una frazione di secondo sono diventati\nenormi?!\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06カムイ\nDevi avermi vista in parziale forma di drago,\nallora. Lo so che è sbalorditivo, ma non ti\nconsiglio di provare.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nエーティエ\nApprezzo i tuoi complimenti sul mio fisico, ma\nonestamente so di non essere nulla in confronto\na te.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06カムイ\nNon è vero. A parte quando mi trasformo\nin drago, non sono molto muscolosa.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nMa sei più forte di me, a livello mentale. Ho\nancora molta strada da fare se voglio diventare\nresistente come te.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06カムイ\nEtie, la forza di volontà non ti manca. Potrai\ndiventare qualsiasi cosa tu desideri.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nHo sentito che ti piace il tè, Céline. Abbiamo\nqualcosa in comune.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0A\x08セリーヌ\nDavvero? Che bello condividere un interesse!\nDevi raccontarmi quali sono le tue miscele\npreferite.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nSono affascinata da come descrivi i tuoi tè\npreferiti. Lo fai così bene che mi sembra\nquasi di sentirne il gusto.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06カムイ\nPeccato non poterli gustare mai più. Una tazza\ndi tè dopo una battaglia è molto confortante.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nTi ho preparato del tè, Corrin. Non potrai berlo,\nma l'aroma potrebbe farti bene.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06カムイ\nAh! Profuma come il tè che mi preparava\nil mio maggiordomo quando ero esausta.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nOttimo. Ho provato a ricrearlo basandomi sulle\ntue descrizioni. Mi rattristava che tu non potessi\npiù berlo.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06カムイ\nIl tuo gesto mi commuove. Nessuno è bravo\ncome te a fare il tè, Céline.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nCammini sempre un passo dietro di me, proprio\ncome faceva un mio vecchio assistente.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nLa differenza fra me e il tuo assistente è che\nio sto un passo indietro per non farmi notare.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nNon serve che tu ti renda invisibile, Louis.\nMi fa piacere averti con me.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nAvrei dovuto dire che mi piace passare\ninosservato...\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nOra ho capito, Louis. Non vuoi farti notare per\npoter osservare meglio gli altri, come fai di\nsolito.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nEsatto. Quindi, non devi preoccuparti se vedi\nche sto cercando di mimetizzarmi con\nl'ambiente.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06カムイ\nAnche a me piace osservare gli altri!\nDevi portami con te la prossima volta!\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nAh! Noi due soli, invisibili a chiunque altro...\nUna dinamica intrigante che non avevo\nconsiderato.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06クロエ\nIn un quadro, ti vedrei proprio bene accanto a\nun bel principe. Oppure a un fedele servitore!\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06カムイ\nChloé, secondo me dovresti essere tu a starmi\naccanto, visto che combatteremo insieme.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06クロエ\nDavvero puoi trasformarti in un drago?! Ma\nè fantastico! Dovremmo trovarti un re o una\ndama.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06カムイ\nHai di nuovo quello sguardo lontano.\nHo quasi paura di chiederti con chi mi stai\nimmaginando questa volta.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nCombattiamo insieme da così tanto, eppure\nnon ti immagini mai con me, Chloé.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\nScusami, Corrin, è vero. Ma io sono solo una\ncavaliera. Tu devi avere accanto qualcuno molto\npiù eroico.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06カムイ\nNon dire sciocchezze. Quante battaglie abbiamo\ncombattuto insieme ormai? Siamo già\nun'ottima squadra.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nOooh. È così gentile da parte tua. In effetti,\nnoi due insieme, fianco a fianco, formiamo\nproprio una coppia magica!\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nPer costruire e difendere un regno è necessario\nun esercito... ma bisogna fare molta attenzione\na come lo si usa.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06カムイ\nSono d'accordo. Troppi conflitti determinano\nl'eliminazione di una della due parti.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nUn giorno mi trovai a dover prendere una\ndecisione difficilissima in una guerra cruenta.\nUna scelta che non avrei più potuto cambiare.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nCapisco... Forse anch'io dovrò prendere\ndecisioni simili quando governerò la mia\nnazione. Devo essere pronto.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nNon mi pento della mia decisione, ma a volte mi\ndomando se ci fosse stata un'altra opzione.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nE che strategia avresti usato? Non attaccare,\nma non ritirarsi? O forse ti saresti arresa?\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06カムイ\nSe la metti così... non so davvero cosa sarebbe\nsuccesso in quel caso.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nDev'essere stato difficile, ma non ti sei tirata\nindietro di fronte a una decisione complessa.\nAmmiro la tua forza, Corrin.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nVengo da un villaggio dove ci sono solo alpaca\ne precipizi. Tu da dove vieni, Corrin?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06カムイ\nHo due terre natie: una è immersa nell'oscurità,\nl'altra nella tiepida luce solare... Ma aspetta,\ncos'è un alpaca?\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nGli alpaca sono gli animali migliori del mondo.\nHanno quattro zampe, un collo lungo lungo e\nun pelo soffice, che gli ricopre tutto il corpo.\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06カムイ\nA parte la pelliccia, non sembrano tanto diversi\nda me quando sono completamente trasformata\nin drago. Quanto sono grandi le loro ali?\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08アンバー\nGli alpaca non hanno le ali... ma se ce le\navessero, sarebbero incredibilmente carini!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06カムイ\nAmi davvero gli alpaca, dico bene? Ti si\nilluminano sempre gli occhi quando ne parli.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nLi amo molto, sì... ma mi si illuminano gli occhi\nanche perché sto parlando con te, Corrin!\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06カムイ\nEheh, mi fa piacere! Anche a me piace parlare\ncon te, Amber. Sei un alleato eccezionale.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nJade, ho sentito dire che scrivi racconti.\nMe ne faresti leggere qualcuno?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nMa certo. In realtà, mi piacerebbe sentire cosa\nne pensi, Corrin.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nCorrin, sembri contrariata... Se i miei racconti\nnon sono di tuo gusto, puoi dirmelo. Non mi\noffendo.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x08\x06カムイ\nMa no, no. È che quando ti vedo, mi ricordo\nquanto sono divertenti... e ora non riesco a\nsmettere di ridere! Ahahah!\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nTi sei calmata un po', Corrin? Riesci a\nguardarmi in faccia senza ridere adesso?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06カムイ\nVa meglio, sì. I tuoi racconti sono bellissimi!\nMi hai fatto venir voglia di scrivere delle storie.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nSpero che lo farai! Mi piacerebbe molto leggere\nqualcosa di tuo.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06カムイ\nC'è forse sentimento più bello della\nconsapevolezza di riuscire a portare gioia nelle\nvite altrui? Credo di no.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nスタルーク\nLady Corrin, siete molto forte. Proprio come ci\nsi aspetterebbe da un drago di un altro mondo!\nAl vostro cospetto io... io...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x08\x06カムイ\nNon sminuirti così, Alcryst. Nell'ultima battaglia\nabbiamo fatto la nostra parte, non è vero?\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x0C\nスタルーク\nLady Corrin, non dovreste fissarmi così...\nCercare di interpretare una nullità come me\nè solo una perdita di tempo.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x08\x06カムイ\nSono solo preoccupata. Mi ricordi mio fratello\nminore... e proprio come lui, anche tu sei\nimportante per me.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06カムイ\x022\n\x0E\x03\x02\x08\x06カムイ\nAlcryst, tu invidi gli altri, ma anch'io ho molte\ncose da invidiarti.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06カムイ\nSpesso vorrei essere umana come te... ma\nahimè, questo è il mio destino.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nNon sapevo che portaste questo peso, lady\nCorrin. La mia invidia mi ha reso indelicato.\nPerdonatemi.\x0E\x04\x00\x00
