MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスフォリア\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0C\nスフォリア\nDrago Divino, principesse e principi... benvenuti\nal palazzo di Solm.\x0E\x04\x02\x00
MID_OP1_#053	\x0E\x03\x02\x0C\nフォガート\nForza, ragazzi! Seguitemi!\x0E\x04\x00\x00
MID_MOVIE1_#001	\x0E\x03\x02\x0C\nミスティラ\nMmmh, questa carne sarà deliziosa!\x0E\x04\x02\x00
MID_MOVIE1_#002	Ma la prima portata sarà una buona dose\ndi intrattenimento!\x0E\x04\x02\x00
MID_MOVIE1_#003	È l'ora di un'esibizione esclusiva della grande...\x0E\x04\x02\x00
MID_MOVIE1_#004	Timerraaa!\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x022\n\x0E\x03\x02\x0C\nミスティラ\nMi esibirò nella mia canzone preferita, con\nl'accompagnamento di Merrin e Panette!\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x00\x0C\x06メリン\x024\n\x0E\x03\x02\x08\x06メリン\nCerto.\x0E\x04\x00\x00
MID_OP2_#003	\x0E\x03\x01\x08\x06メリン\n\x0E\x03\x00\x0E\x08パネトネ\x024\n\x0E\x03\x02\x0A\x08パネトネ\nDi grazia!\x0E\x04\x00\x00
MID_OP2_#004	\x0E\x03\x02\x0C\nミスティラ\nSpero che vi ricordiate le parole!\nPronte...\x0E\x04\x02\x00
MID_OP2_#005	♪ Carne! Carne! Carne carnoooosa... ♪\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ａ\x021\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nMa cos'abbiamo qui? Tre dolci uccellini\ncinguettanti nella notte... cip-cip-cip.\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ｂ\x023\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nE guarda un po' che bell'anello hanno trovato\nquesti uccellini! Chissà come mi sta...\x0E\x04\x00\x00
MID_OP2_#008	\x0E\x03\x02\x0C\nミスティラ\n♪ Carne, carne lalalà... Carne, carne nananà... ♪\x0E\x04\x00\x00
MID_OP2_#009	\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nEhi! Ehi! Basta con questo starnazzare!\x0E\x04\x00\x00
MID_OP2_#010	\x0E\x03\x02\x0C\nミスティラ\nE voi chi siete?\x0E\x04\x00\x00
MID_OP2_#011	\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nSveglia! Chi vuoi che siamo?\nSiamo banditi. Banditi!\x0E\x04\x00\x00
MID_OP2_#012	\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nE cosa fanno i banditi? Rubano cose!\nCome il tuo prezioso anello... daccelo!\x0E\x04\x00\x00
MID_OP2_#013	\x0E\x03\x02\x0C\nミスティラ\nOooh!\x0E\x04\x00\x00
MID_OP2_#014	\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nOh? Oooh? Tutto qua? Non avete capito\nche siete nei guai? In guai grossi!\x0E\x04\x00\x00
MID_OP2_#015	\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nSiete circondate da guai! Ci siamo portati dei\nbei mostri, questi due e altri che vi aspettano!\x0E\x04\x00\x00
MID_OP2_#016	\x0E\x03\x01\x18\x16M013_蛮族_お頭Ｂ\n\x0E\x03\x00& M013_異形兵_アクスペガサス\x023\n\x0E\x03\x02" M013_異形兵_アクスペガサス\nGrooooar!\x0E\x04\x00\x00
MID_OP2_#017	\x0E\x03\x02\x0C\nミスティラ\n...!\x0E\x04\x00\x00
MID_OP2_#018	\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nNoi abbiamo chiesto gentilmente, ma adesso\nci avete fatti arrabbiare. E quindi faremo a\nmodo nostro!\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nフォガート\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0C\nフォガート\nUn falò! Deve essere lei!\x0E\x04\x00\x00
MID_OP3_#002	\x0E\x03\x02\x0A\x08リュール\nMa cos'era quel suono strano?\x0E\x04\x00\x00
MID_OP3_#003	\x0E\x03\x02\x0C\nフォガート\nEra Timerra che cantava con le sue amiche.\x0E\x04\x00\x00
MID_OP3_#004	\x0E\x03\x02\x0A\x08リュール\nAh... scusa.\x0E\x04\x00\x00
MID_OP3_#005	\x0E\x03\x02\x0C\nフォガート\nNon preoccuparti, se le chiamano le "Frastuono\nsolmico" ci sarà un motivo.\x0E\x04\x02\x00
MID_OP3_#006	Ma perché hanno smesso? Sarà successo\nqualcosa?\x0E\x04\x00\x00
MID_OP3_#007	\x0E\x03\x02\x0A\x08リュール\nAndiamo a vedere.\x0E\x04\x00\x00
MID_OP4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x10\nフォガート\x024\n\x0E\x03\x02\x0C\nフォガート\nTimerra!\x0E\x04\x00\x00
MID_OP4_#002	\x0E\x03\x02\x0C\nミスティラ\nOh! Ehi, Fogado.\x0E\x04\x00\x00
MID_OP4_#003	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nAllora sei tu la principessa Timerra.\nÈ un piacere incontrarti, finalmente.\x0E\x04\x00\x00
MID_OP4_#004	\x0E\x03\x02\x0C\nミスティラ\nNon mi dire niente! Tu... sei il Drago Divino, eh?\x0E\x04\x02\x00
MID_OP4_#005	Fogado non sarebbe venuto fin qui se non ti\navesse trovat\x0E\x0A\x00\x08\x02o\x02a prima di me.\x0E\x04\x00\x00
MID_OP4_#006	\x0E\x03\x02\x0A\x08リュール\nNon sarebbe... cosa?\x0E\x04\x00\x00
MID_OP4_#007	\x0E\x03\x02\x0C\nミスティラ\nNon farci caso. Abbiamo cose più importanti da\ndiscutere adesso. Prima di tutto dobbiamo\noccuparci di quei banditi!\x0E\x04\x02\x00
MID_OP4_#008	Ci saresti di grande aiuto se potessi usare\ni tuoi poteri di Drago Divino su questo anello.\x0E\x04\x00\x00
MID_OP4_#009	\x0E\x03\x02\x0A\x08リュール\nL'anello dell'Eroe della Fiamma.\x0E\x04\x00\x00
MID_OP4_#010	\x0E\x03\x02\x0C\nミスティラ\nHo sempre desiderato incontrare la persona\nche dimora nell'anello... puoi farla uscire?\x0E\x04\x00\x00
MID_OP4_#011	\x0E\x03\x02\x0A\x08リュール\nVa bene.\x0E\x04\x00\x00
MID_OP4_#012	\x0E\x03\x02\x0C\nミスティラ\nEvviva! Pronti...\x0E\x04\x00\x00
MID_OP4_#013	\x0E\x03\x02\x0A\x08リュール\nCombatti, emblema della Fiamma!\x0E\x04\x00\x00
MID_OP6_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x00\x0C\x06アイク\x024\n\x0E\x03\x02\x0C\nミスティラ\nWow, guarda che braccia. Sei pronto a\ncombattere, eh?\x0E\x04\x00\x00
MID_OP6_#002	\x0E\x03\x02\x08\x06アイク\nSono Ike. Mi raccomando, fate buon uso di me.\x0E\x04\x00\x00
MID_OP6_#003	\x0E\x03\x02\x0A\x08リュール\nGrazie dell'aiuto, Ike. In questa battaglia\nlotterai al fianco della principessa Timerra.\x0E\x04\x00\x00
MID_OP7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ａ\x02b\n\x0E\x05\x01$\x16M013_蛮族_お頭Ａ\nSmile\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nE ora che succede? Ce ne sono altri?! Quegli\nuccellini devono essere andati a pigolare dalla\nmamma!\x0E\x04\x02\x00
MID_OP7_#002	Pfui! Non batteranno i nostri mostri, questo\nè poco ma sicuro!\x0E\x04\x00\x00
MID_OP7_#003	\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ｂ\x02t\n\x0E\x05\x01$\x16M013_蛮族_お頭Ｂ\nSmile\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nProprio così! E nemmeno i nostri ladri\nesperti nell'arte del saccheggio!\x0E\x04\x00\x00
MID_OP8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EM013_蛮族\x02b\n\x0E\x03\x02\x10\x0EM013_蛮族\nMuahahah...\x0E\x04\x00\x00
MID_OP8_#002	\x0E\x03\x00\x10\nミスティラ\x02t\n\x0E\x05\x01\x1A\nミスティラ\x0CStrike\n\x0E\x03\x02\x0C\nミスティラ\nVogliono attaccare il villaggio. Dobbiamo\nfermarli prima che qualcuno si faccia male.\x0E\x04\x02\x00
MID_OP8_#003	Merrin, Panette, forza!\x0E\x04\x00\x00
MID_OP8_#004	\x0E\x03\x01\x10\x0EM013_蛮族\n\x0E\x03\x00\x0C\x06メリン\x02b\n\x0E\x05\x01\x14\x06メリン\nAngry\n\x0E\x03\x02\x08\x06メリン\nAgli ordini, principessa! Li schiacceremo con\nil martello della giustizia.\x0E\x04\x00\x00
MID_OP8_#005	\x0E\x03\x01\x08\x06メリン\n\x0E\x03\x00\x0E\x08パネトネ\x02b\n\x0E\x05\x01\x16\x08パネトネ\nAngry\n\x0E\x03\x02\x0A\x08パネトネ\nProprio così, di grazia! Si pentiranno\namaramente di aver terrorizzato della povera\ngente innocente!\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1E\x18M013_村人おじいさん\x02t\n\x0E\x05\x01,\x18M013_村人おじいさん\x10Surprise\n\x0E\x03\x02\x1A\x18M013_村人おじいさん\nEh, ma che succede? Banditi? Oh, cielo!\nAllora questo è meglio se lo tenete voi, fatene\nbuon uso.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1A\x14M013_村人女の子\x02t\n\x0E\x05\x01 \x14M013_村人女の子\x08Pain\n\x0E\x03\x02\x16\x14M013_村人女の子\nOh, no! Vado a dire alla nonna di nascondersi!\nPrendete questa!\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_村人おばさん\x02t\n\x0E\x05\x01 \x16M013_村人おばさん\x06Sad\n\x0E\x03\x02\x18\x16M013_村人おばさん\nCome dite? Dei banditi? Oh, povera me...\nAllora prendete questo, vi sarà utile in battaglia.\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ａ\x02b\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nPensate che il villaggio si deprederà\nda solo? Datevi una mossa!\x0E\x04\x00\x00
MID_EV4_#002	\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ｂ\x02t\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nProprio così! Cominciate da quella casa lì!\x0E\x04\x00\x00
MID_EV5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0C\x06アイク\x02t\n\x0E\x05\x01\x18\x06アイク\x0EStandBy\n\x0E\x03\x02\x08\x06アイク\nLa strada è bloccata, ma non per molto.\x0E\x04\x02\x00
MID_EV5_#002	\x0E\x05\x01\x16\x06アイク\x0CStrike\nForza, Timerra, con la mia potenza non avrai\nproblemi ad aprirti la strada.\x0E\x04\x00\x00
MID_EV6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ａ\x02b\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nSì! Continuate a saccheggiare!\x0E\x04\x00\x00
MID_EV6_#002	\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ｂ\x02t\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nEheh... chi ci fermerà? Nessuno, ecco chi ci\nfermerà!\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ａ\x02b\n\x0E\x05\x01&\x16M013_蛮族_お頭Ａ\x0CStrike\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nI ficcanaso sono la cosa che odio di più.\nHai deciso di immischiarti nei nostri affari!\nNon la passerai liscia!\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ａ\x02b\n\x0E\x05\x01 \x16M013_蛮族_お頭Ａ\x06Sad\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ａ\nNon sono stato granché come fratello maggiore,\nvero?\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ｂ\x02b\n\x0E\x05\x01$\x16M013_蛮族_お頭Ｂ\nAngry\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nL'oasi è nostra, capito?! Abbiamo il diritto\nesclusivo sulle razzie!\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M013_蛮族_お頭Ｂ\x02b\n\x0E\x05\x01"\x16M013_蛮族_お頭Ｂ\x08Pain\n\x0E\x03\x02\x18\x16M013_蛮族_お頭Ｂ\nHo deluso mio fratello... Di nuovo...\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nミスティラ\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0C\nミスティラ\nE con questo abbiamo finito. Mi dispiace averti\ncoinvolt\x0E\x0A\x00\x08\x02o\x02a nella zuffa, Drago Divino.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x0A\x08リュール\nNon preoccuparti. Ma nella confusione non\nsono ancora riuscit\x0E\x0A\x00\x08\x02o\x02a a dirti perché siamo qui.\x0E\x04\x02\x00
MID_ED1_#003	L'ho già spiegato alla regina Seforia e\nal principe Fogado, ma...\x0E\x04\x02\x00
MID_ED1_#004	... il Drago Maligno è stato liberato.\nÈ tornato.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0C\nミスティラ\n...\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x0A\x08リュール\nLo so, così all'improvviso... devi essere\nsconvolta.\x0E\x04\x00\x00
MID_ED1_#007	\x0E\x03\x02\x0C\nミスティラ\nGià lo sapevo.\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x0A\x08リュール\nCosa?\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0C\nミスティラ\nAnche mamma e Fogado. Lo sapevamo tutti\nda un po' di tempo.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0A\x08リュール\nFogado, anche tu?\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x00\x10\nフォガート\x023\n\x0E\x03\x02\x0C\nフォガート\nScusami... la verità è che il nostro incontro\nfortuito nel deserto di Tullah... non è stato\ndel tutto fortuito.\x0E\x04\x00\x00
MID_ED1_#012	\x0E\x03\x02\x0A\x08リュール\nCi hai imbrogliati?\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x0C\nフォガート\nPiuttosto il contrario. Dovevo assicurarmi\nche non foste voi a imbrogliare noi.\x0E\x04\x02\x00
MID_ED1_#014	Il ritorno del Drago Maligno ci ha costretti a\nfare di tutto per difendere il regno.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x02\x0C\nミスティラ\nOra ti spiego tutto.\x0E\x04\x02\x00
MID_ED1_#016	Il palazzo ha inviato truppe in ricognizione\nin tutto l'Elyos, per tenere d'occhio i tre regni.\x0E\x04\x02\x00
MID_ED1_#017	Quando gli elusiani hanno liberato il Drago\nMaligno, siamo venuti a saperlo subito.\x0E\x04\x02\x00
MID_ED1_#018	Ma non potevamo sconfiggerlo senza gli anelli\ndegli emblemi... e, per usarli, abbiamo bisogno\ndi te.\x0E\x04\x02\x00
MID_ED1_#019	La nostra unica speranza era concentrarci sulla\ndifesa.\x0E\x04\x02\x00
MID_ED1_#020	Le aberrazioni avevano cominciato ad apparire\ne avevamo bisogno di un piano.\x0E\x04\x00\x00
MID_ED1_#021	\x0E\x03\x02\x0A\x08リュール\nE qual era questo piano?\x0E\x04\x00\x00
MID_ED1_#022	\x0E\x03\x02\x0C\nミスティラ\nPrima di tutto, mamma sarebbe rimasta a\npalazzo per tenere lontani gli intrusi insieme\nalle guardie reali.\x0E\x04\x02\x00
MID_ED1_#023	E poi abbiamo inviato il nostro gruppo di\nvigilanti, le sentinelle, a sostenere i soldati\ncontro le aberrazioni.\x0E\x04\x00\x00
MID_ED1_#024	\x0E\x03\x02\x0C\nフォガート\nIn quanto capitano, il mio compito era tenere\na bada le aberrazioni vicino al confine elusiano.\x0E\x04\x02\x00
MID_ED1_#025	Se mi fossi imbattuto in qualcuno che\ndichiarava di essere il Drago Divino, dovevo\nportarlo a palazzo.\x0E\x04\x00\x00
MID_ED1_#026	\x0E\x03\x02\x0A\x08リュール\nÈ per questo che mi hai nascosto di essere\nil principe.\x0E\x04\x00\x00
MID_ED1_#027	\x0E\x03\x02\x0C\nミスティラ\nAnche io ero con le sentinelle e avevo il\ncompito di tenere al sicuro l'anello.\x0E\x04\x00\x00
MID_ED1_#028	\x0E\x03\x02\x0A\x08リュール\nNel vostro piano non avete mai preso in\nconsiderazione l'idea di chiedere aiuto agli\naltri regni?\x0E\x04\x00\x00
MID_ED1_#029	\x0E\x03\x02\x0C\nミスティラ\nNo. Perché poi avremmo dovuto aiutarli a\nnostra volta.\x0E\x04\x02\x00
MID_ED1_#030	Non possiamo combattere le battaglie degli\naltri. Ne abbiamo già abbastanza con la nostra.\x0E\x04\x02\x00
MID_ED1_#031	Qui in Solm facciamo così. Voi vi lavate le\nvostre mani, e noi le nostre.\x0E\x04\x00\x00
MID_ED1_#032	\x0E\x03\x02\x0A\x08リュール\nLo capisco.\x0E\x04\x00\x00
MID_ED1_#033	\x0E\x03\x02\x0C\nミスティラ\nMi dispiace avervi mentito, ma l'abbiamo fatto\nsolo per proteggere il nostro regno.\x0E\x04\x00\x00
MID_ED1_#034	\x0E\x03\x02\x0A\x08リュール\nNon voglio criticare le abitudini del vostro\nregno. Sono solo sorpres\x0E\x0A\x00\x08\x02o\x02a.\x0E\x04\x00\x00
MID_ED1_#035	\x0E\x03\x02\x0C\nミスティラ\nE adesso arriva la parte più importante del\npiano.\x0E\x04\x02\x00
MID_ED1_#036	Se fossi stat\x0E\x0A\x00\x08\x02o\x02a realmente il Drago Divino, ti\navremmo consegnato l'anello dell'Eroe della\nFiamma...\x0E\x04\x02\x00
MID_ED1_#037	... e poi avresti dovuto cercare l'altro anello\naffidato al Solm.\x0E\x04\x00\x00
MID_ED1_#038	\x0E\x03\x02\x0A\x08リュール\nIl Solm ha un secondo anello?\x0E\x04\x00\x00
MID_ED1_#039	\x0E\x03\x02\x0C\nミスティラ\nSì, l'anello della Mano del Fato. Si trova nel-\x0E\x04\x00\x00
MID_ED1_#040	\x0E\x03\x01\x0C\nフォガート\n\x0E\x03\x00 \x1Aソルム兵士_ソードナイト3\x023\n\x0E\x03\x02\x1C\x1Aソルム兵士_ソードナイト3\nVostra Altezza! Un messaggio dal palazzo!\x0E\x04\x00\x00
MID_ED1_#041	\x0E\x03\x02\x0C\nミスティラ\nEh? Di che si tratta?\x0E\x04\x00\x00
