MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0C\x06モーヴ\x024\n\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x02\x08\x06セピア\nSono tornata.\x0E\x04\x00\x00
MID_OP1_#028	\x0E\x03\x02\x08\x06モーヴ\nZephia, ti chiedo solo una cosa. Aspetta\nil nostro ritorno prima di sottoporre Veyle\ndi nuovo a quell'incantesimo.\x0E\x04\x00\x00
MID_OP1_#029	\x0E\x03\x02\x08\x06セピア\nCome desideri, Mauvier.\x0E\x04\x00\x00
MID_OP1_#030	\x0E\x03\x02\x08\x06モーヴ\nOra andiamo.\x0E\x04\x00\x00
MID_OP1_#031	\x0E\x03\x02\x08\x06マロン\nFaremo in fretta, vedrai!\x0E\x04\x00\x00
MID_OP1_#032	\x0E\x03\x01\x08\x06モーヴ\n\x0E\x03\x01\x08\x06マロン\n\x0E\x03\x02\x08\x06セピア\n...\x0E\x04\x00\x00
MID_OP1_#033	\x0E\x03\x02\x06\x04グリ\nMauvier... è fin troppo attaccato all'altra Veyle.\x0E\x04\x00\x00
MID_OP1_#034	\x0E\x03\x02\x08\x06セピア\nGià. Ma per ora non è un problema e non lo sarà\nfinché lui resta al suo posto.\x0E\x04\x02\x00
MID_OP1_#035	I Quattro Segugi sono la mia famiglia e amerò\nsempre Mauvier... finché mi obbedirà.\x0E\x04\x02\x00
MID_OP1_#036	Ora abbiamo una questione seria da affrontare.\nLady Veyle ha detto di avere \x0E\x0A\x000\x16un fratello\x16una sorella...\x0E\x04\x00\x00
MID_OP1_#037	\x0E\x03\x02\x06\x04グリ\nSì, ha parlato di quella pietra drago... e del fatto\nche fosse ancora intatta.\x0E\x04\x00\x00
MID_OP1_#038	\x0E\x03\x02\x08\x06セピア\nProprio così. Dobbiamo saperne di più.\nBisogna investigare.\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nAllora questo è il porto di Givre? Mi aspettavo\nfosse difeso meglio. Mi sembra un po' sguarnito.\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x02\x0A\x08アイビー\n...\x0E\x04\x00\x00
MID_OP2_#003	\x0E\x03\x02\x0A\x08リュール\nQualcosa non va?\x0E\x04\x00\x00
MID_OP2_#004	\x0E\x03\x02\x0A\x08アイビー\nQuesta è una città portuale. Di solito pullula\ndi persone. Come mai è così calma, ora?\x0E\x04\x00\x00
MID_OP2_#005	\x0E\x03\x02\x0A\x08リュール\nMi sembra di vedere qualcuno.\nMagari saprà dirci qualcosa.\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x02\x0A\x08アイビー\nDrago Divino, aspetta, quella è...\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00& M019_異形兵_グレートナイト\x022\n\x0E\x03\x02" M019_異形兵_グレートナイト\nGroooaaaar...\x0E\x04\x00\x00
MID_OP2_#008	\x0E\x03\x01" M019_異形兵_グレートナイト\n\x0E\x03\x00\x0E\x08アイビー\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nUn'aberrazione!\x0E\x04\x00\x00
MID_OP2_#009	\x0E\x03\x02\x0A\x08アイビー\nMh, e dubito che sia da sola.\x0E\x04\x00\x00
MID_OP2_#010	\x0E\x03\x02\x0A\x08リュール\nHai ragione. Probabilmente stanno infestando\ntutta la città... Ma allora significa...\x0E\x04\x02\x00
MID_OP2_#011	\x0E\x03\x02\x0A\x08アイビー\nTemo proprio di sì.\x0E\x04\x00\x00
MID_OP2_#012	\x0E\x03\x00\x12\x0Cディアマンド\x023\n\x0E\x03\x02\x0E\x0Cディアマンド\nIl Drago Maligno vuole annientare anche\nl'Elusia? Non capisco.\x0E\x04\x02\x00
MID_OP2_#013	\x0E\x03\x00\x12\x0Cアルフレッド\x024\n\x0E\x03\x02\x0E\x0Cアルフレッド\nNon lo so. So solo che non possiamo fare\nfinta di niente. Dovremo sbarazzarcene.\x0E\x04\x00\x00
MID_OP2_#014	\x0E\x03\x02\x0A\x08リュール\nNo. Andiamo avanti.\x0E\x04\x00\x00
MID_OP2_#015	\x0E\x03\x01\x0E\x0Cディアマンド\n\x0E\x03\x00\x10\nミスティラ\x023\n\x0E\x03\x02\x0C\nミスティラ\nCosa? Vuoi abbandonare questa gente al suo\ndestino? Principessa Ivy, tu cosa vuoi fare?\x0E\x04\x00\x00
MID_OP2_#016	\x0E\x03\x02\x0A\x08アイビー\nAndiamocene da qui.\x0E\x04\x00\x00
MID_OP2_#017	\x0E\x03\x02\x0E\x0Cアルフレッド\nMa abitanti sono in pericolo. È nostra\nresponsabilità aiutarli!\x0E\x04\x02\x00
MID_OP2_#018	È quello che abbiamo fatto a Florra, no?\x0E\x04\x00\x00
MID_OP2_#019	\x0E\x03\x02\x0A\x08リュール\nMa lì era appena avvenuto l'attacco. Si poteva\nancora salvare qualcuno.\x0E\x04\x02\x00
MID_OP2_#020	Guardati attorno. Siamo arrivati tardi...\ntroppo tardi...\x0E\x04\x02\x00
MID_OP2_#021	Non ci sono sopravvissuti.\x0E\x04\x00\x00
MID_OP2_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\n...\x0E\x04\x00\x00
MID_OP2_#023	\x0E\x03\x02\x0A\x08アイビー\nVorrei aiutare gli abitanti di questa città\npiù di ogni altra cosa.\x0E\x04\x02\x00
MID_OP2_#024	Ma se indugiamo ancora, da qualche altra\nparte potrebbero esserci delle vite in pericolo.\x0E\x04\x02\x00
MID_OP2_#025	Non possiamo perdere tempo tra i morti.\nI vivi hanno bisogno di noi.\x0E\x04\x00\x00
MID_OP2_#026	\x0E\x03\x02\x0C\nミスティラ\nÈ terribile...\x0E\x04\x02\x00
MID_OP2_#027	\x0E\x03\x02\x0E\x0Cアルフレッド\nIo non penso che riuscirei a lasciare una città\ncosì al suo destino, ma non sta a me decidere.\x0E\x04\x02\x00
MID_OP2_#028	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x00\x12\x0Cディアマンド\x023\n\x0E\x03\x02\x0E\x0Cディアマンド\nSapevi esattamente cosa avrebbe scelto di fare\nla principessa Ivy, Drago Divino. Impressionante.\x0E\x04\x00\x00
MID_OP2_#029	\x0E\x03\x02\x0A\x08リュール\nMh? No, guarda che...\x0E\x04\x00\x00
MID_OP2_#030	\x0E\x03\x02\x0A\x08アイビー\nGrazie per il tuo sostegno, Drago Divino.\nTutti al castello, ora.\x0E\x04\x00\x00
MID_OP2_#031	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x02\x08\x06マロン\nOoooh! Ma come? Volete già scappare via?\x0E\x04\x00\x00
MID_OP2_#032	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nChi va là?!\x0E\x04\x00\x00
MID_OP2_#033	\x0E\x03\x02\x08\x06マロン\nMa ciaaaaao! Sono io, la vostra amichetta Marni!\nOh, e c'è anche Mauvier.\x0E\x04\x00\x00
MID_OP2_#034	\x0E\x03\x00\x0C\x06モーヴ\x023\n\x0E\x03\x02\x08\x06モーヴ\nChi si rivede.\x0E\x04\x00\x00
MID_OP2_#035	\x0E\x03\x02\x08\x06マロン\nEeeecco... Avrei preferito che foste rimasti\na combattere le aberrazioni. Sarebbe stato\npiù semplice!\x0E\x04\x02\x00
MID_OP2_#036	Ma a quanto pare il Drago Divino è u\x0E\x0A\x00\x0A\x02n\x04na fifon\x0E\x0A\x00\x08\x02e\x02a,\neh?\x0E\x04\x00\x00
MID_OP2_#037	\x0E\x03\x00\x0E\x08アイビー\x024\n\x0E\x03\x02\x0A\x08アイビー\nIl Drago Divino ha preso una decisione nel\nmigliore interesse di tutti...\x0E\x04\x00\x00
MID_OP2_#038	\x0E\x03\x02\x08\x06マロン\nSì, sì, che importa. Chiudi il becco, mh?\nMi irriti.\x0E\x04\x02\x00
MID_OP2_#039	Comunque avete indovinato: il porto è in rovina\nda un pezzo. Ma non vi lascerò andare via così\nfacilmente.\x0E\x04\x02\x00
MID_OP2_#040	Facciamo così: voi mettete per terra tutti\ngli anelli degli emblemi, e io vi lascio andare.\x0E\x04\x00\x00
MID_OP2_#041	\x0E\x03\x02\x0A\x08リュール\nScordatelo.\x0E\x04\x00\x00
MID_OP2_#042	\x0E\x03\x02\x08\x06マロン\nImmaginavo... ma valeva la pena fare una prova,\nno? E allora si combatte!\x0E\x04\x02\x00
MID_OP2_#043	Ma non preoccupatevi. Ci sono anche tante\nbelle aberrazioni tutte per voi!\x0E\x04\x00\x00
MID_OP2_#044	\x0E\x03\x02\x0A\x08リュール\nPrima dimmi almeno una cosa. Ti prego, devo\nsapere.\x0E\x04\x00\x00
MID_OP2_#045	\x0E\x03\x02\x08\x06マロン\nCosa?\x0E\x04\x00\x00
MID_OP2_#046	\x0E\x03\x02\x0A\x08リュール\nVeyle... sta bene?\x0E\x04\x00\x00
MID_OP2_#047	\x0E\x03\x02\x08\x06モーヴ\nLady Veyle... Non sta...\x0E\x04\x00\x00
MID_OP2_#048	\x0E\x03\x02\x08\x06マロン\nZitto, Mauvier. Non siamo venuti fin qui per\nspifferare i nostri segreti.\x0E\x04\x02\x00
MID_OP2_#049	Mi spiace, ma non ti risponderemo, Drago\nDivino. Non uscirà una parola da noi.\x0E\x04\x02\x00
MID_OP2_#050	Anzi, sai cosa ti dico? Quando sarai mort\x0E\x0A\x00\x08\x02o\x02a,\nrisponderò a tutte le domande che vuoi.\x0E\x04\x00\x00
MID_OP2_#051	\x0E\x03\x02\x0A\x08リュール\nSperavo di ottenere qualche informazione dalla\ngente del luogo.\x0E\x04\x02\x00
MID_OP2_#052	Ma visto che non è sopravvissuto nessuno,\nmi accontenterò di sapere la verità da voi.\x0E\x04\x00\x00
MID_OP3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01\x1E\x10M019_マロン\nAngry\n\x0E\x03\x02\x12\x10M019_マロン\n\x0E\x0B\x00p
MID_OP3_#002	\x0E\x03\x00\x16\x10M019_モーヴ\x02t\n\x0E\x05\x01$\x10M019_モーヴ\x10Surprise\n\x0E\x03\x02\x12\x10M019_モーヴ\nMa Zephia ci ha dato il permesso di usare\ngli anelli degli emblemi?\x0E\x04\x00\x00
MID_OP3_#003	\x0E\x05\x01\x1E\x10M019_マロン\nSmile\n\x0E\x03\x02\x12\x10M019_マロン\n\x0E\x0B\x01@
MID_OP3_#004	\x0E\x05\x01 \x10M019_モーヴ\x0CStrike\n\x0E\x03\x02\x12\x10M019_モーヴ\nChe ti è saltato in testa, Marni?! Quando lo\nverrà a sapere...\x0E\x04\x00\x00
MID_OP3_#005	\x0E\x05\x01"\x10M019_マロン\x0EStandBy\n\x0E\x03\x02\x12\x10M019_マロン\nChe ci fa? Ci sgrida? Ci punisce? Ma piantala.\nSiamo i prediletti di lord Sombron!\x0E\x04\x02\x00
MID_OP3_#006	\x0E\x05\x01\x1E\x10M019_マロン\nSmile\nE poi, pensa a quante lodi riceverò se riesco a\nprendere un altro anello. Diventerò un'eroina!\x0E\x04\x00\x00
MID_OP3_#007	\x0E\x05\x01"\x10M019_モーヴ\x0EStandBy\n\x0E\x03\x02\x12\x10M019_モーヴ\nNon ti perdonerà lo stesso.\x0E\x04\x00\x00
MID_OP3_#008	\x0E\x05\x01\x1E\x10M019_マロン\nAngry\n\x0E\x03\x02\x12\x10M019_マロン\nUmpf, basta ramanzine, eh? Mettiti quell'anello.\x0E\x04\x02\x00
MID_OP3_#009	Non ti perdonerò mai se mi rovini questa\ngrande occasione!\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02t\n\x0E\x05\x01\x18\nザフィーア\nAngry\n\x0E\x03\x02\x0C\nザフィーア\nMa perché diamine il Drago Divino ha deciso\ndi attraccare qui? È pieno di nemici.\x0E\x04\x02\x00
MID_EV1_#002	E va bene, non mi resta che farmi strada con\nla forza tra questi pezzi di marciume.\x0E\x04\x00\x00
MID_TK1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x1A\nザフィーア\x0CStrike\n\x0E\x03\x02\x0C\nザフィーア\nMa guarda, il Drago Divino.\x0E\x04\x00\x00
MID_TK1_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nMa io ti conosco. Sei la cavaliera che ho\nincontrato al castello di Brodia, dico bene?\x0E\x04\x00\x00
MID_TK1_#003	\x0E\x05\x01\x18\nザフィーア\nAngry\n\x0E\x03\x02\x0C\nザフィーア\nSaphir, guardia reale, al vostro servizio.\x0E\x04\x02\x00
MID_TK1_#004	Il principe Diamant ci ha inviato la\ncomunicazione del vostro viaggio verso l'Elusia.\x0E\x04\x02\x00
MID_TK1_#005	Al castello la situazione era sotto controllo,\ncosì ho pensato di venire qui a darvi una mano.\x0E\x04\x00\x00
MID_TK1_#006	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nGrazie, mi fa piacere che ti unisca a noi.\x0E\x04\x00\x00
MID_TK1_#007	\x0E\x05\x01\x14\nザフィーア\x06Sad\n\x0E\x03\x02\x0C\nザフィーア\nQuando il principe Diamant ci ha scritto della\nmorte del re, ho sentito di non avere altra\nscelta.\x0E\x04\x02\x00
MID_TK1_#008	\x0E\x05\x01\x18\nザフィーア\nAngry\nÈ mio dovere proteggere il regno, ora che\nil re non c'è più.\x0E\x04\x02\x00
MID_TK1_#009	La mia vita appartiene al futuro re, Diamant...\ne a voi. Fatene buon uso.\x0E\x04\x00\x00
MID_TK1P_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nザフィーア\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0C\nザフィーア\nMa guarda, il Drago Divino.\x0E\x04\x00\x00
MID_TK1P_#002	\x0E\x03\x02\x0A\x08リュール\nMa io ti conosco. Sei la cavaliera che ho\nincontrato al castello di Brodia, dico bene?\x0E\x04\x00\x00
MID_TK1P_#003	\x0E\x03\x02\x0C\nザフィーア\nSaphir, guardia reale, al vostro servizio.\x0E\x04\x02\x00
MID_TK1P_#004	Il principe Diamant ci ha inviato la\ncomunicazione del vostro viaggio verso l'Elusia.\x0E\x04\x02\x00
MID_TK1P_#005	Al castello la situazione era sotto controllo,\ncosì ho pensato di venire qui a darvi una mano.\x0E\x04\x00\x00
MID_TK1P_#006	\x0E\x03\x02\x0A\x08リュール\nGrazie, mi fa piacere che ti unisca a noi.\x0E\x04\x00\x00
MID_TK1P_#007	\x0E\x03\x02\x0C\nザフィーア\nQuando il principe Diamant ci ha scritto della\nmorte del re, ho sentito di non avere altra\nscelta.\x0E\x04\x02\x00
MID_TK1P_#008	È mio dovere proteggere il regno, ora che il\nre non c'è più.\x0E\x04\x02\x00
MID_TK1P_#009	La mia vita appartiene al futuro re, Diamant...\ne a voi. Fatene buon uso.\x0E\x04\x00\x00
MID_TK2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x1A\nザフィーア\x0CStrike\n\x0E\x03\x02\x0C\nザフィーア\nPrincipe Diamant.\x0E\x04\x00\x00
MID_TK2_#002	\x0E\x03\x00\x12\x0Cディアマンド\x02t\n\x0E\x05\x01 \x0Cディアマンド\x10Surprise\n\x0E\x03\x02\x0E\x0Cディアマンド\nSaphir? Che ci fai qui?\x0E\x04\x00\x00
MID_TK2_#003	\x0E\x05\x01\x18\nザフィーア\nAngry\n\x0E\x03\x02\x0C\nザフィーア\nNella lettera dicevate di essere diretto in Elusia,\ncosì ho pensato che vi avrebbero fatto comodo\ndue braccia in più.\x0E\x04\x02\x00
MID_TK2_#004	Non temete, il castello è al sicuro.\nMa re Morion...\x0E\x04\x00\x00
MID_TK2_#005	\x0E\x05\x01\x16\x0Cディアマンド\x06Sad\n\x0E\x03\x02\x0E\x0Cディアマンド\nMi dispiace, Saphir. Avrei dovuto proteggerlo...\nEra così sicuro che avrebbe fatto ritorno...\x0E\x04\x00\x00
MID_TK2_#006	\x0E\x05\x01\x1A\nザフィーア\x0CStatus\n\x0E\x03\x02\x0C\nザフィーア\nSapeva a cosa stava andando incontro. Per\nquel che può valere, sono contenta che voi\nsiate ancora fuori dalla terra.\x0E\x04\x02\x00
MID_TK2_#007	\x0E\x05\x01\x1A\nザフィーア\x0CStrike\nE facciamo in modo che ci rimaniate per\nun bel po' ancora.\x0E\x04\x00\x00
MID_TK3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nスタルーク\x02t\n\x0E\x05\x01\x1E\nスタルーク\x10Surprise\n\x0E\x03\x02\x0C\nスタルーク\nSaphir?!\x0E\x04\x00\x00
MID_TK3_#002	\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x1E\nザフィーア\x10Surprise\n\x0E\x03\x02\x0C\nザフィーア\nPrincipe Alcryst, che bello vedervi!\x0E\x04\x02\x00
MID_TK3_#003	\x0E\x05\x01\x18\nザフィーア\nAngry\nHo ricevuto una missiva del principe Diamant\nsul vostro viaggio verso l'Elusia, così ho pensato\ndi venire a fare la mia parte.\x0E\x04\x00\x00
MID_TK3_#004	\x0E\x05\x01\x18\nスタルーク\nSmile\n\x0E\x03\x02\x0C\nスタルーク\nMi fa piacere che siate qui. Anche Diamant\ne il Drago Divino saranno contenti di vedervi.\x0E\x04\x02\x00
MID_TK3_#005	\x0E\x05\x01\x1A\nスタルーク\x0CStrike\nCome vanno le cose al castello?\x0E\x04\x00\x00
MID_TK3_#006	\x0E\x03\x02\x0C\nザフィーア\nIl castello è al sicuro... ma abbiamo atteso\ninvano il ritorno del re.\x0E\x04\x00\x00
MID_TK3_#007	\x0E\x05\x01\x14\nスタルーク\x06Sad\n\x0E\x03\x02\x0C\nスタルーク\nMi dispiace, non abbiamo neanche potuto\nriportare a casa il suo corpo.\x0E\x04\x02\x00
MID_TK3_#008	\x0E\x05\x01\x18\nスタルーク\nAngry\nMa il popolo di Brodia non subirà altre perdite.\nMio fratello tornerà al castello, ne sono sicuro.\x0E\x04\x00\x00
MID_TK3_#009	\x0E\x05\x01\x18\nザフィーア\nSmile\n\x0E\x03\x02\x0C\nザフィーア\nSiete un onore per il regno, principe Alcryst.\nVi guarderò le spalle, sappiatelo.\x0E\x04\x02\x00
MID_TK3_#010	\x0E\x05\x01\x18\nザフィーア\nAngry\nNon permetterò che una sola goccia di sangue\nbrodiano sia versata, non più.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00$\x1EM019_異形兵_ウォーリアー\x02b\n\x0E\x03\x02 \x1EM019_異形兵_ウォーリアー\nGrrrr!\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00"\x1CM019_異形兵_ベルセルク\x02b\n\x0E\x03\x02\x1E\x1CM019_異形兵_ベルセルク\nRoaaaaarrrrr!\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x02t\n\x0E\x03\x02\x0E\x0Cアルフレッド\nDrago Divino, i cannoni ignei!\nPotremmo usarli per bruciare il miasma.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01 \x10M019_マロン\x0CStrike\n\x0E\x03\x02\x12\x10M019_マロン\nHo tante cose in ballo. Fammi un favore,\nvedi di morire in fretta.\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01\x1A\x10M019_マロン\x06Sad\n\x0E\x03\x02\x12\x10M019_マロン\nNo... Ma dai, non è giusto...\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M019_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M019_モーヴ\nNon ho tempo da perdere. Devo tornare da\nlady Veyle.\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_モーヴ\x02b\n\x0E\x05\x01\x1C\x10M019_モーヴ\x08Pain\n\x0E\x03\x02\x12\x10M019_モーヴ\nHo fallito, ma almeno...\x0E\x04\x00\x00
MID_BT7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_マロン\x02b\n\x0E\x05\x01\x1E\x10M019_マロン\nAngry\n\x0E\x03\x02\x12\x10M019_マロン\nOra ve la faccio vedere io. Emblema Roy!\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M019_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M019_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M019_モーヴ\nPerdonami, emblema. Non vorrei darti questo\npeso.\x0E\x04\x00\x00
MID_DIE_LOCAL_Saphir_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x16\nザフィーア\x08Pain\n\x0E\x03\x02\x0C\nザフィーア\nSono venuta fino a qui... per morire? Eheh...\x0E\x04\x00\x00
MID_DIE_CASUAL_LOCAL_Saphir_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nザフィーア\x02b\n\x0E\x05\x01\x16\nザフィーア\x08Pain\n\x0E\x03\x02\x0C\nザフィーア\nDannazione. Volevo rendermi utile, e invece\neccomi qua... Dovrò ritirarmi.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x00\x0C\x06モーヴ\x023\n\x0E\x03\x02\x08\x06マロン\nGli anelli... Hanno preso gli anelli...\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x08\x06モーヴ\nMarni, andiamocene! Subito!\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x08\x06マロン\nNon posso! Mi beccherò una lavata di capo\nda lord Sombron. O peggio... da Zephia!\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x08\x06モーヴ\nPrima eri così convinta che non ti avrebbero\nmai sgridata... Presto, andiamo da lady Veyle.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nAspetta! Dimmelo, ti prego! Veyle sta bene?\x0E\x04\x00\x00
MID_ED1_#006	\x0E\x03\x02\x08\x06モーヴ\nLord Sombron ha dato a Zephia una nuova\nmagia da usare con lady Veyle... e se lo farà...\x0E\x04\x02\x00
MID_ED1_#007	... la vera lady Veyle non si risveglierà mai più.\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x0A\x08リュール\n...!\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x08\x06モーヴ\nGli altri sono contenti, ma io... mi sono sempre\npreoccupato per la sua incolumità.\x0E\x04\x00\x00
MID_ED1_#010	\x0E\x03\x02\x0A\x08リュール\nVuoi proteggerla, vero?\x0E\x04\x00\x00
