MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08リュール\nClaude, so che ti chiamano lo "stratega\nsupremo". Non disdegnerei qualche\nsuggerimento, in effetti.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nMi auguro che tu abbia ragione. All'epoca, tutti\ncredevano che il nostro fosse un gruppo\nfantastico.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nAllo stato attuale delle cose, non abbiamo\nragioni per scontrarci tra di noi. Il nostro\ndesiderio comune è di salvare questo mondo.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x06\x04ルイ\nNon ti dai tregua, sei sempre in movimento.\nSpero solo che ti riposi ogni tanto...\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nMuovermi mi calma, per qualche motivo.\nSono fatta così.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x06\x04ルイ\nDimitri e Claude sono amici intimi? Passano\nmolto tempo assieme, da quel che vedo.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nUhm, non sono nemici, questo no. Ma perché\nti interessa?\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x06\x04ルイ\nAh, vuoi sapere perché cerco sempre di avere\nuna presenza discreta? Perché me lo domandi?\nHo fatto qualcosa?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nVedi, l'ultima volta che ho parlato al Drago\nDivino mi sono girata e c'eri tu.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nMa guarda che non mi stavo nascondendo.\nNon volevo interrompervi, per questo mi sono\nappiattito contro il muro.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nCosa c'entra il muro, adesso? Non penso di\naver capito, ma secondo me avresti potuto\nunirti a noi senza farti troppi problemi.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06クロエ\nTi ho portato qualcosa di buono dalle\nbancarelle. È a base di occhi di pesce.\nOh, già, ma tu non puoi mangiare, scusa...\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0C\nディミトリ\nNon scusarti, mi basta poterti osservare mentre\nti godi il tuo pasto. Prego, non farti problemi!\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06クロエ\nChe cibo ti piace? Sono sempre curiosa di\nscoprire cosa si mangia negli altri mondi.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0C\nディミトリ\nDunque... Ricordo che mi piaceva un piatto a\nbase di formaggio cotto e speziato...\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0C\nディミトリ\nLa merenda di oggi sono dei dolcetti al tè nero?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\nSì, esatto! E sono ripieni di formaggio di capra.\nHanno un aroma davvero unico.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x0C\nディミトリ\nAh, noto con piacere che hai preso l'abitudine\ndi descrivere in dettaglio quello che mangi.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nIhih, ho pensato che ti avrebbe fatto piacere\nriuscire a immaginare il gusto.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSi dice che sul trono ci sia spazio per una sola\npersona, tuttavia uno stato non può gravare solo\nsulle spalle di un individuo, non trovi?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0C\nディミトリ\nHai ragione. Ecco perché servono amici e alleati\nin cui riporre la propria fiducia. E anche dei\nsaggi consiglieri che ti guidino.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSo che è una domanda trita e ritrita... ma\nsecondo te come deve comportarsi un buon\nsovrano, Dimitri?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0C\nディミトリ\nCiò che conta maggiormente è la volontà di\nguidare il proprio popolo verso un futuro\nmigliore.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nNella mia nazione i balli sono eventi ricorrenti.\nNon è la mia attività di punta, ma non posso\nesimermi.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nTi vedrei bene in una delle nostre cerimonie\nufficiali, Dimitri. Sei bravo a ballare?\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0C\nディミトリ\nMe la cavo abbastanza da mantenere le\napparenze, ma gli avvenimenti mondani non\nfanno per me.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0C\nディミトリ\nAnche all'Accademia Ufficiali ci fu un ballo, ma\nfortunatamente riuscii a svicolare via a un certo\npunto.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08アンバー\nQuando la guerra sarà solo un brutto ricordo,\nviaggerò nelle varie regioni a caccia di leggende.\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08クロード\nGran bel piano! Tutti dovrebbero avere delle\nambizioni come le tue.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08アンバー\nClaude, tu sei di nobili origini, vero?\nLa tua famiglia aveva un palazzo?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08クロード\nSono uno spirito indipendente. Prima di entrare\nall'Accademia Ufficiali ero spesso lontano da\ncasa.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08クロード\x022\n\x0E\x03\x02\x0A\x08アンバー\nSei davvero alla mano, ma non ti preoccupi mai\nche la gente non ti prenda sul serio?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08クロード\nPreferisco tenere un profilo basso. È più facile\nsorprendere i nemici, così.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08クロード\nSenza contare che è anche più semplice\nstringere amicizia con gli altri, se non ti\nconsiderano una minaccia.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nSante parole! Quante ne sai! Spero che mi\ninsegnerai tutti i tuoi trucchetti.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nNon mi togli gli occhi di dosso, lady Edelgard.\nC'è qualcosa che non va in me?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nChiedo scusa. Il tuo stile meticoloso e attento\nmi ricorda quello di una tiratrice scelta che\nconoscevo.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nHo trovato un manoscritto, di recente. Era una\nstoria con protagonista Amber.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nSono onorata di avere uno degli emblemi tra i\nmiei lettori... Mi farebbe molto piacere un tuo\nparere.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nGrazie per il parere. Non pensavo che\navresti trovato divertente quel passaggio.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nEra piuttosto comico. Trovo fantastico che tu\nriesca a scatenare a tal punto l'immaginazione.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nAh, che sollievo. Temevo che non avresti\napprezzato il mio umorismo, dato che tendo a\nsorridere poco nella vita reale.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x10\x0Eエーデルガルト\nNon credo che qualcuno ti criticherebbe per\nquesto. È risaputo che non si deve mai giudicare\ndalle apparenze.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x10\x0Eエーデルガルト\nPerdonami, principe Alcryst. Se vuoi qualcosa\nda me, preferirei che me lo dicessi.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nVolevo solo ringraziarvi per tutto l'aiuto che\nmi date! Non ne sono degno...\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0C\nスタルーク\nMi dispiace che dobbiate preoccuparvi per me.\nSe non ci fosse la guerra, potrei svanire senza\ndisturbare nessuno.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nMa... sei sicuro di essere un principe? Mi sembra\nquasi di parlare con una mia vecchia compagna\ndi classe...\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x14\x0Eエーデルガルト\x022\n\x0E\x03\x02\x0C\nスタルーク\nVoi siete proprio come mio fratello, lady\nEdelgard. Più forte e più regale di me...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x10\x0Eエーデルガルト\nPrincipe Alcryst, negarti quel minimo di\nautostima equivale a sconfessare coloro che\ncredono in te.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x10\x0Eエーデルガルト\nAnche se non ci riesci subito, cerca di\nriconoscere ciò che gli altri vedono in te.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nNon so... se ce la farò... ma vi ringrazio delle\ngentili parole.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nディミトリ\x022\n\x0E\x03\x02\x08\x06ラピス\nChe rimanga tra noi, Dimitri... ma per caso tu\nannacqui il latte prima di berlo?\x0E\x04\x00\x00
