MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nNon pensare che io sia debole perché sono\nnobile. Sono più forte di quanto sembri!\x0E\x04\x00\x00
MID_GR_Vandre_A_#002	\x0E\x03\x02\x0C\nヴァンドレ\nLa vita ci porta dove vuole. Io non sono\naltro che un passeggero.\x0E\x04\x00\x00
MID_GR_Vandre_A_#003	\x0E\x03\x02\x06\x04リン\nMille anni fa non mi sarei mai aspettata\ndi uscire di nuovo dall'anello.\x0E\x04\x00\x00
MID_GR_Vandre_A_#004	\x0E\x03\x02\x06\x04リン\nHai ragione, siamo passeggeri, ma la vita ci\nregala anche esperienze sempre nuove.\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nClanne, sembri triste. Hai troppe faccende?\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06クラン\nNo, affatto! Amo aiutare il Drago Divino.\nTemo, piuttosto, di restare senza cose da fare!\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nSembri un po' giù. Qualcosa non va?\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x08\x06クラン\nMi mancano i miei genitori. Strano, eh?\nQuesto dovrebbe essere un periodo allegro,\nnon triste.\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nIo sono nata nelle pianure e mi mancano dal\ngiorno che le ho lasciate.\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x08\x06クラン\nCapita anche a te allora?! Mi rincuora sentirtelo\ndire. Cominciavo a sentirmi patetico.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x06\x04リン\nNo, significa solo che amiamo il posto da cui\nveniamo. Quando puoi, vai a far visita ai tuoi\ngenitori.\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x08\x06クラン\nForse lo farò. Al momento, non riesco a\nimmaginarmi lontano dal Drago Divino.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06フラン\nSarai di grande aiuto al Drago Divino.\nQuasi quanto me, e ho detto "quasi".\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x06\x04リン\nLa tua dedizione è encomiabile. Prometto che\nnon mi metterò mai in mezzo tra te e il Drago\nDivino.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nServire il Drago Divino è un compito molto\nimpegnativo. Eppure non sembri mai stanca.\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06フラン\nNo, non mi stanco. Servire il Drago Divino\nè molto stimolante. Potrei andare avanti\nall'infinito senza fermarmi.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06フラン\nI draghi vivono più a lungo degli umani. Questo\nsignifica che un giorno dovrò separarmi dal\nDrago Divino.\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x06\x04リン\nFramme, più ami qualcuno, più è difficile\nimmaginare di poter vivere separati.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x06\x04リン\nMa se passi il tempo a preoccuparti di cosa sarà,\nnon ti godrai i momenti che trascorrete insieme.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nHai proprio ragione, lady Lyn. Cercherò di\ngodermi ogni singolo secondo che passo con\nil Drago Divino!\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nNon mi sarei mai immaginato di trovare un\nemblema come te in Elusia. Credo che andremo\nmolto d'accordo.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x06\x04リン\nSì. Forse sarò diversa da te come nobile, ma\nhai ragione, troveremo un terreno comune.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nBuongiorno, Lyn! Senti che aria fresca\ne cristallina!\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x06\x04リン\nEhi, ma non è nemmeno l'alba. Devi aspettare\nche la notte finisca prima di poter dire\n"buongiorno".\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nAvevi ragione, ci assomigliamo molto. Anch'io\nho l'abitudine di svegliarmi presto.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nAhah. Hai visto? Lo sapevo!\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nChe ne dici di allenarti con me? Scommetto\nche i tuoi muscoli si potenzieranno come si\ndeve con il mio programma.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x06\x04リン\nNon credo di poter mettere su altri muscoli.\nMa sembra divertente... perché no?!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nブシュロン\nMi piace molto viaggiare così. Dovunque\nandiamo, i miei amici mi aiutano a non\nperdermi.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x06\x04リン\nÈ bello, sì. Non dover far sempre finta di essere\ncoraggiosi e semplicemente godersi il viaggio.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nブシュロン\nMi piace molto leggere. Se conosci delle storie\ninteressanti, sono tutto orecchie.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x06\x04リン\nC'è una storia che amo molto. È il racconto\ndel mio viaggio e di tutte le esperienze che ho\nvissuto.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nブシュロン\nLa storia che mi hai raccontato era\ncommovente, Lyn!\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nHo deciso che voglio fare anch'io grandi cose,\nproprio come te.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x06\x04リン\nGrazie per aver ascoltato la mia storia.\nE sì, è vero, è bello avere un obiettivo.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x06\x04リン\nLa realtà supera l'immaginazione. Sono sicura\nche anche il tuo viaggio diventerà una storia\nentusiasmante.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nエーティエ\nHai un fisico molto aggraziato, Lyn. Con un\npo' più di allenamento, potresti mettere su\ndei muscoli niente male.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x06\x04リン\nMi alleno con la spada e con l'arco, ma non\nho mai pensato di allenarmi per potenziare\ni muscoli. È un'idea interessante.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nOgni volta che ti vedo ti stai allenando.\nCosa ti spinge a lavorare così sodo?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nTra potenziare i miei muscoli o starmene ferma\na non fare niente la scelta è facile.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nL'allenamento è importante per te, ma temo\nche tu stia esagerando.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nFidati, quello che sembra troppo a te, è perfetto\nper me. Conosco i miei limiti.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nA ogni sessione, cerco di spingermi un pochino\noltre, così posso raggiungere risultati migliori.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x06\x04リン\nSe lo dici tu. Non posso smettere di\npreoccuparmi per te, ma mi fido della\ntua capacità di superare qualsiasi ostacolo.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nHo deciso di combattere per la pace, ma a volte\nho paura che questa guerra non finirà mai.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x06\x04リン\nTutto finisce prima o poi. So che sei in ansia,\nma tieni viva la speranza.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nNon posso fare a meno di invidiarti, Lyn.\nLa tua vita sembra così libera, senza vincoli.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x06\x04リン\nLa libertà e il pericolo vanno a braccetto.\nMa per alcune libertà vale la pena rischiare.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nGrazie per aver preso il tè insieme a me.\nLe nostre chiacchierate mi danno grande gioia.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x06\x04リン\nAnche per me è così. E spero che presto\nlo faremo di nuovo.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nSenza dubbio. Sentirti parlare del tuo mondo\nmi fa riflettere sul mio approccio alla vita.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x06\x04リン\nE io sto imparando molte cose sul tè. Il mondo\nè proprio pieno di cose da scoprire...\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04ルイ\nScusa la domanda, ma... hai degli amici con\ncui abbassi completamente la guardia?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04リン\nGli amici con cui ho combattuto, tanto per\ncominciare. O forse non intendevi questo?\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nAvevo un'amica, si chiamava Florina.\nEra adorabile. Passavamo molto tempo insieme.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nPerfetto! Proprio ciò che volevo!\nTi prego, raccontami tutto!\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04ルイ\nChe bello essere circondato dal calore di amabili\namici. Mi ci vorrei sciogliere e poi scomparire.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04リン\nNon ho mai incontrato nessuno a cui piaccia\nosservare le persone quando interagiscono\ncome a te.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nIl piacere arriva in tante forme diverse, questa\ninclusa. Ora che ne dici di andare a conoscere\nqualche nuovo amico?\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04リン\nEhi! Quello è il mio anello! Quante persone\nhai intenzione di presentarmi?!\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06クロエ\nChissà che cibo troveremo nella prossima città.\nA te cosa piace mangiare, Lyn?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x06\x04リン\nBuona domanda. Polpette, gnocchi di carne di\ncinghiale, salsicce... Direi la carne, soprattutto.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nQuello che mangi ha sempre un bell'aspetto.\nSe fosse possibile, mi verrebbe l'acquolina.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nConfermo, è tutto buonissimo! Mi piacerebbe\nprovare anche qualcosa del tuo mondo.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06クロエ\nEhi, Lyn, che te ne pare di questo? È un geco\nimpepato e fritto nell'olio di rana!\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x06\x04リン\nUgh! Ma è... per me? Oh, no. Che peccato.\nMa sai, gli emblemi non possono mangiare.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nOh... scusa, me l'ero dimenticato. Ti descriverò\nil suo sapore in ogni dettaglio, mentre lo\nmangio.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x06\x04リン\nOgni dettaglio? No, grazie. Magari facciamo\nun'altra volta, quando mangi qualcosa di un po'\npiù normale.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEmblema Lyn... Re Hyacinth ha usato il tuo\npotere per fare del male e catturare mio padre.\nN-Non so se ce la faccio...\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x06\x04リン\nTi capisco... e mi dispiace. Ero sotto il controllo\ndel Drago Maligno. Ma so che non ti è di grande\nconforto...\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIl tuo potere trasmette un calore familiare, Lyn.\nLa tua caparbietà mi ricorda mio padre...\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x06\x04リン\nLe tue parole mi onorano, Diamant. Lo prendo\ncome un segno che forse stiamo imparando\na fidarci l'uno dell'altra.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nScusami per come ti ho trattata, Lyn. Lotto\nper la pace, tuttavia serbavo rancore per te...\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x06\x04リン\nNon scusarti, Diamant. Ti capisco. Se avessi\nperduto qualcuno che amavo, avrei fatto\nla stessa cosa.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nDa oggi voglio che diventiamo veri compagni\nd'armi, che combattono fianco a fianco.\nPotrai accettarmi?\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x06\x04リン\nMa certo! Non potrei chiedere di più. Insieme\ndiventeremo ancora più forti.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08アンバー\nSe avessimo qualche alpaca in squadra, non\nperderemmo mai! Ti andrebbe di allenarne\nqualcuno con me, Lyn?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x06\x04リン\nNon ho mai pensato di reclutare degli alpaca.\nPotrebbero essere forti sotto quella pelliccia...\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nMmmh. Prima pensavo che gli alpaca fossero\nstrani, ma ora mi chiedo come ho fatto a non\ncomprendere il loro fascino...\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nSì! Sono i migliori! Grazie a loro sono riuscito\na sopravvivere alla noiosa vita di campagna!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nAaah, sarebbe bello avere degli alpaca qui...\nVorrei tanto accarezzarne uno. Ma cosa sto\ndicendo?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08アンバー\nEheh. Troppo tardi, Lyn. Ti ho sentita.\nOrmai sei stata conquistata dal fascino degli\nalpaca!\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x06\x04リン\nDetesto ammetterlo, ma forse hai ragione... e\ncredo di aver imparato ad apprezzare anche\nil tuo potere.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nSì? Davvero?! Ma tu sei molto meglio di me!\nSono sbalordito... ma molto contento.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nChe espressione seria, Jade... Se ti ho in\nqualche modo contrariata durante l'ultima\nbattaglia, devi dirmelo.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nNo, non hai fatto niente, Lyn. Stavo solo\nammirando il tuo sorriso. Trasmette tanta\nenergia.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nLa risata è la forma più elevata dell'espressione\numana. Misteriosa, ma profonda...\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x06\x04リン\nChe analisi seria e approfondita. La tua passione\nper la comicità è molto interessante.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nIl tuo romanzo mi ha fatto ridere molto, Jade!\nÈ incredibile come tu riesca a nascondere bene\nil tuo lato comico.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08ジェーデ\nMe lo dicono spesso. Come hai detto tu, per me\nridere è una cosa seria. Alcuni pensano che io\nnon rida mai.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x06\x04リン\nIo, invece, credo di aver imparato a interpretare\nmeglio i tuoi sorrisi, Jade.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nAh, sì? Sei proprio una strana guerriera, Lyn...\nMa immagino che tra persone strane ci capiamo.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nスタルーク\nSiete l'emblema che usava re Hyacinth...\nma ora siamo alleati? Non è facile da accettare.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x06\x04リン\nFinché non mi perdonerai, Alcryst, pensa a me\ncome a un semplice emblema, non Lyn.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nスタルーク\nVi ringrazio per il vostro sostegno, Lyn.\nSto facendo molto affidamento su di voi.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x06\x04リン\nGrazie a te, Alcryst. Anche io faccio molto\naffidamento su di te. Sei davvero bravo!\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nスタルーク\nPrima mi avete detto di pensare a voi come a\nun "emblema come un altro", ma... non ci riesco.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x06\x04リン\nÈ ancora troppo difficile combattere al mio\nfianco? Capisco. Chiederemo al Drago Divino\nse qualcun altro...\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nNo! Voglio dire che siete fuori dal comune.\nPiù combattiamo insieme, più preziosa\ndiventate.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x06\x04リン\nOh! Ahah, mi fa piacere sentirtelo dire, Alcryst.\nDovremmo parlare più spesso!\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nSono nata nelle pianure di Sacae. La natura\nlà è molto generosa e ci sostiene con la sua\nabbondanza.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nNelle pianure non si muore di fame, questo no.\nCi sono tante di quelle piante commestibili. E\nanche l'erba...\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nForse hai frainteso quello che ho detto prima.\nNoi non mangiavamo l'erba. Avevamo altre\nrisorse.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nAaah. Ma certo. Pensavo che avessi avuto\nun'esperienza come la mia...\x0E\x04\x00\x00
