MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08リュール\nCombatto per salvare il mondo che amava\nmia madre. Ma ho bisogno del tuo aiuto, Leif.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x08\x06リーフ\nDevo presumere che sia stato l'intenso\nallenamento a donarti il tuo attuale vigore?\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nSenza dubbio. Ho deciso di fare sul serio e non\nho mai mancato un allenamento.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x08\x06リーフ\nAmmiro la tua determinazione. Dovrei imparare\nda te a non arrendermi di fronte alle difficoltà.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nBoucheron? Che ci fai qui?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nIl cavallo che usavo come punto di riferimento\nper orientarmi è scappato. Potresti indicarmi\ncome tornare dal principe?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nTi sei perso di nuovo? Alfred ti cercava.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nMe l'hanno detto. Ma se non se ne sta fermo in\nun posto, non ci troveremo mai.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nブシュロン\nLeif, non hai da fare oggi, vero? Vuoi venire\na pesca con me?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06リーフ\nBuona idea. Fa anche bello. Perfetto.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x08\x06リーフ\nE se sono con te non ti perderai strada facendo.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\nEheh, non ho scusanti. In battaglia, e anche\nfuori, ormai sarei perso senza di te!\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nEtie, stai bene?! Ho sentito un rumore sinistro.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nScusami! Mi stavo allenando un po' troppo\nintensamente e ho rotto un muro.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nエーティエ\nSembri un po' nervoso. Sai cosa potrebbe farti\nbene? Un po' di sollevamento pesi!\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06リーフ\nÈ un'idea. Non posso potenziare i miei muscoli,\nma sarà comunque rinvigorente.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nMi intimidisce vedere cosa sei in grado di\nsopportare in nome dell'allenamento.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nNon è per i deboli di cuore, sicuramente.\nMa ora ho un'arma segreta!\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nÈ un balsamo muscolare firenese. Potenzia\ngli effetti dell'allenamento ed è adatto\na chiunque!\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06リーフ\nMa anche con quello, devi comunque allenarti,\ngiusto? Se solo si potesse eliminare del tutto\nquesta parte...\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nMi serve il tuo aiuto, Leif, per proteggere\nil Firene... e il mondo intero.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06リーフ\nLa mia forza è tua, Céline. Combattiamo per\nridare al popolo un mondo sicuro e pacifico!\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nMi fai compagnia per il tè? Ho appena ricevuto\nun tè firenese di ottima qualità.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06リーフ\nChe profumo delizioso. Di fiori, di sole e di terra\nfertile...\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nCome mai sei così di buon umore?\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nÈ spuntato un fiore nell'aiuola del giardino\ne prima ho bevuto una deliziosa tazza di tè...\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nBisogna apprezzare queste piccole gioie della\nvita. Spero che non mi troverai infantile.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06リーフ\nMai! Mi hai insegnato che una vita felice\nsi costruisce accumulando piccole gioie.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x06\x04ルイ\nLeif, posso fare qualcosa per te? Potrei trovarti\nun compagno perfetto con cui socializzare?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x08\x06リーフ\nUhm, non ce n'è bisogno, Louis. Ma ti ringrazio\ncomunque per l'offerta.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x06\x04ルイ\nHo preparato del tè. Ti va di farmi compagnia\nmentre ammiriamo qualche scena interessante?\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06リーフ\nHa un ottimo aroma. Per "scena interessante"\nintendi forse quelle persone laggiù?\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nHai un'aria seria, Louis. È successo qualcosa?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nSì. Ci provo e ci riprovo, ma non riesco a\nrendermi invisibile.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06リーフ\nAh, sarebbe utile per sferrare degli attacchi a\nsorpresa. Tuttavia, non saprei cosa consigliarti.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nVeramente vorrei solo osservare delle belle\nscene senza farmi notare. Ma grazie lo stesso.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06クロエ\nCon quell'armatura luminosa e scintillante\nsembri proprio un eroe delle fiabe.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06リーフ\nNon sono un eroe. Quello è un ruolo che\nmi fu dato da altri.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nCosa stai mangiando, Chloé?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nUn grosso serpente bollito in erbe medicinali. Mi\ndispiace molto non poterlo condividere con te.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06クロエ\nEhi, Leif, ti prego non esagerare.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06リーフ\nCome mai tutte queste premure adesso?\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nSembri sempre un pochino teso.\nStai pure calmo, ci sono io con te.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06リーフ\nForse è perché non sono ancora abituato a\nquesto mondo. Ma con il tuo aiuto ce la farò.\nGrazie, Chloé.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nÈ un grande onore poter parlare con te, Leif.\nHo tante cose di cui discutere riguardo al mio\nregno...\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06リーフ\nAnch'io sono contento di collaborare con te,\nDiamant. Farò tutto quanto in mio potere per\naiutarti.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIl popolo elusiano detesta il mio paese... Il mio\ncompito è di riportare la pace tra le nostre\nnazioni.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06リーフ\nNon avere fretta. Sono sicuro che tu sia\nla persona migliore per trovare una soluzione,\nma queste cose richiedono tempo.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIn realtà non sono così sicuro di me come\nsembra. Non l'ho mai detto a nessuno, neanche\nad Alcryst.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06リーフ\nAnch'io ero così... ma grazie all'aiuto dei miei\namici il mio cuore è diventato più forte.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06リーフ\nAnche tu hai degli ottimi amici, Diamant.\nQueste esperienze ti faranno crescere e io sarò\nal tuo fianco.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nGrazie, Leif. Farò di tutto per diventare un re\nsaggio come te... il "Saggio Lord" in persona.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アンバー\nSono Amber, un attendente del principe\nDiamant! Noto anche come l'esperto di alpaca!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06リーフ\nL'esperto di alpaca... Suona stranamente bene.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nSembri di buon umore oggi, Amber.\nHai ricevuto delle buone notizie?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nHo trovato la ricetta di una leggendaria pozione\nsegreta in grado di dare energia infinita!\nVuoi vederla, Leif?\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08アンバー\nVorrei creare un battaglione di alpaca, ma non\nriesco a convincere il principe Diamant...\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06リーフ\nMmmh. Se fossi Diamant preferirei di gran lunga\ni cavalli. Gli alpaca potrebbero essere difficili da\nmobilitare...\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x08\x06リーフ\nQuali sono le qualità che hanno solo gli alpaca?\nSe insisti su quelle, forse potresti convincerlo.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nOh, ne hanno così tante! Ad esempio... mmmh...\nOh! Sono carinissimi! Se li vedessero i nemici,\nperderebbero la voglia di combattere!\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nJade? Sento che mi stai fissando... Ho qualcosa\nin faccia?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nMh? No. Scusa, Leif. Mi stava venendo\nl'ispirazione per una nuova storia... ma ora\nè andata.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nChe succede, Jade? Sembri di cattivo umore.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nMh? No, sto bene. Anzi, mi sento piuttosto\nallegra... Non si vede?\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nLeif, avresti un po' di tempo?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06リーフ\nSì, adesso va bene. Cosa vorresti discutere?\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nMi serve un colpo di scena per il mio nuovo\nracconto. Ci sono delle storie del tuo mondo\nche potrebbero ispirarmi?\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06リーフ\nCapisco! Mi fa piacere aiutarti. Lascia che\ncominci con la storia dei dodici crociati...\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nCiao, Alcryst. Ti stai godendo questa bella\ngiornata? Io di sicuro.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nDite a me? Oh, Leif, la vostra gentilezza mi\nrende nervoso. Non mi sento all'altezza.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nCome mai te ne stai così lontano, Alcryst?\nTi prego, avvicinati un po'.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nCosì maestoso... Così regale... Oh! No, grazie,\nLeif. Preferisco starmene qui, un po' discosto.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x0C\nスタルーク\nLa Brodia è famosa per le sue gemme, ma io\nlotto per proteggere la sua gente. Sono loro\nil vero tesoro.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06リーフ\nMi sembra l'atteggiamento di un governante\nmodello. Sono sicuro che il popolo brodiano\nsia molto orgoglioso di te.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nM-Ma cosa dite...? Come potrebbero? Se loro\nsono come gemme, io sono solo... un sassolino.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x08\x06リーフ\nTratti con rispetto il tuo popolo. E sono sicuro\nche loro rispettino te... come faccio anch'io.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06ラピス\nAaaah, l'acqua zuccherata è così tonificante...\nOh, Leif? Sei lì da tanto?!\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06リーフ\nMa pensa! Non sapevo che lo zucchero avesse\ntutti questi utilizzi... Sai tante cose, Lapis.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nRaccogli le erbacce durante la pausa? Sei una\ngran lavoratrice, Lapis.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nNon direi. Stavo solo raccogliendo qualche\nrazione di emergenza... Sì, cioè... toglievo le\nerbacce!\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06リーフ\x022\n\x0E\x03\x02\x08\x06リーフ\nLa Thracia non era una terra fertile, e questo\nfu causa di molte guerre tra il nord e il sud.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nScommetto che non fosse facile trovare\nprovvigioni. A proposito... Hai mai mangiato\nla carne di orso?\x0E\x04\x00\x00
