MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04エル\x021\n\x0E\x03\x02\x06\x04エル\nDa un lato, una separazione lunga mille anni.\nDall'altro, un rimpianto di cento anni.\x0E\x04\x02\x00
MID_OP4_#008	\x0E\x03\x02\x10\x0EE001_エル\nTi spiegherò tutto dal principio.\x0E\x04\x02\x00
MID_OP4_#009	I Primi Draghi nacquero migliaia di anni or sono.\nDa essi ebbero origine i Draghi Divini e i Draghi\nMaligni.\x0E\x04\x02\x00
MID_OP4_#010	All'inizio regnava la pace... finché i Draghi\nMaligni non cominciarono una campagna di\nconquista e distruzione.\x0E\x04\x02\x00
MID_OP4_#011	Con il mondo in pericolo, i Draghi Divini e\nla gente comune pregavano per la loro salvezza.\x0E\x04\x02\x00
MID_OP4_#012	Tale salvezza giunse sotto forma di esseri\nprovenienti da altri mondi, noti come emblemi.\x0E\x04\x02\x00
MID_OP4_#013	Gli emblemi erano una manifestazione di quelle\nferventi preghiere di pace.\x0E\x04\x00\x00
MID_OP4_#014	\x0E\x03\x02\x10\x0EE001_イル\nQuando sei compars\x0E\x0A\x00\x08\x02o\x02a tu, io e mia sorella\nstavamo eseguendo proprio quell'antico rituale\ndi preghiera.\x0E\x04\x02\x00
MID_OP4_#015	Speravamo che un nuovo emblema giungesse\nin nostro aiuto.\x0E\x04\x00\x00
MID_OP4_#016	\x0E\x03\x02\x0A\x08リュール\nE sono appars\x0E\x0A\x00\x08\x02o\x02a io.\x0E\x04\x00\x00
MID_OP4_#017	\x0E\x03\x02\x10\x0EE001_イル\nÈ stata una bella sorpresa, non c'è che dire!\nSono ancora in preda all'emozione.\x0E\x04\x00\x00
MID_OP4_#018	\x0E\x03\x02\x10\x0EE001_エル\nGli emblemi posero fine ai combattimenti, ma\nsolo temporaneamente.\x0E\x04\x02\x00
MID_OP4_#019	Mille anni fa, Sombron cercò di sfruttarli per\nle proprie mire personali.\x0E\x04\x00\x00
MID_OP4_#020	\x0E\x03\x02\x10\x0EE001_イル\nQuella guerra ci colpì in prima persona.\nFu orribile... L'intero continente si trasformò\nin un campo di battaglia.\x0E\x04\x02\x00
MID_OP4_#021	I draghi e le famiglie reali si contesero gli\nemblemi in una serie di battaglie estenuanti,\nche li lasciarono allo stremo delle forze.\x0E\x04\x00\x00
MID_OP4_#022	\x0E\x03\x02\x10\x0EE001_エル\nMa proprio quando ci trovavamo sull'orlo della\ndistruzione totale, i Draghi Divini si\naggiudicarono una vittoria chiave.\x0E\x04\x02\x00
MID_OP4_#023	Lumera, la regina dei Draghi Divini, riuscì a\nimprigionare il Drago Maligno Sombron...\npagando con la propria vita.\x0E\x04\x00\x00
MID_OP4_#024	\x0E\x03\x02\x0A\x08リュール\nMia madre è morta mille anni fa?\x0E\x04\x00\x00
MID_OP4_#025	\x0E\x03\x02\x10\x0EE001_エル\nIl suo sacrificio non fu vano: la pace tornò su\nqueste terre, per quanto il popolo piangesse la\nregina scomparsa.\x0E\x04\x02\x00
MID_OP4_#026	Spettò alla nuova generazione risanare queste\nterre e riportarle alla prosperità.\x0E\x04\x00\x00
MID_OP4_#027	\x0E\x03\x02\x0A\x08リュール\nIl nuovo monarca dei Draghi Divini?\x0E\x04\x00\x00
MID_OP4_#028	\x0E\x03\x02\x10\x0EE001_エル\nEsatto. Tu.\x0E\x04\x00\x00
MID_OP4_#029	\x0E\x03\x02\x0A\x08リュール\n...!\x0E\x04\x00\x00
MID_OP4_#030	\x0E\x03\x02\x10\x0EE001_イル\nIl nuovo monarca fu il Drago Divino a cui lei\nstessa aveva dato la luce, \x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_OP4_#031	\x0E\x03\x02\x0A\x08リュール\nQuindi, ascesi al trono dopo la sua morte...\nLa storia di questo mondo è così diversa da\nquella del mio.\x0E\x04\x00\x00
MID_OP4_#032	\x0E\x03\x02\x10\x0EE001_イル\nEri eccellente nel tuo ruolo di monarca.\x0E\x04\x02\x00
MID_OP4_#033	Sotto il tuo regno, sembrava che la pace fosse\ndestinata a durare per sempre.\x0E\x04\x02\x00
MID_OP4_#034	Ma non fu così. Sombron fece ritorno e iniziò\nun'altra guerra.\x0E\x04\x00\x00
MID_OP4_#035	\x0E\x03\x02\x10\x0EE001_エル\nChiunque riesca a riunire i sette emblemi\ne a risvegliarli otterrà un immenso potere.\x0E\x04\x02\x00
MID_OP4_#036	Sombron intendeva usare quel potere per\nvendicarsi e ristabilire il suo onore di Drago\nMaligno.\x0E\x04\x02\x00
MID_OP4_#037	Per riuscirci, era disposto persino a dare alle\nfiamme il mondo intero.\x0E\x04\x00\x00
MID_OP4_#038	\x0E\x03\x02\x0A\x08リュール\nNe deduco che fui io a perdere la guerra.\x0E\x04\x00\x00
MID_OP4_#039	\x0E\x03\x02\x10\x0EE001_エル\nNo... Non proprio. Tu e Sombron... vi uccideste\na vicenda.\x0E\x04\x02\x00
MID_OP4_#040	La notte dello scontro finale, periste entrambi\nnello stesso momento.\x0E\x04\x00\x00
MID_OP4_#041	\x0E\x03\x02\x0A\x08リュール\nQuindi il Drago Maligno non c'è più?\x0E\x04\x02\x00
MID_OP4_#042	Ma allora chi è che mette in pericolo il vostro\nmondo?\x0E\x04\x00\x00
MID_OP4_#043	\x0E\x03\x02\x10\x0EE001_エル\nUn malfattore di cui non conosciamo l'identità\nsta cercando di portare a termine i piani di\nSombron.\x0E\x04\x00\x00
MID_OP4_#044	\x0E\x03\x02\x10\x0EE001_イル\nSi muove indisturbato, senza lasciare traccia.\nNon sappiamo neanche che aspetto abbia o\ndove si trovi.\x0E\x04\x02\x00
MID_OP4_#045	Sappiamo solo una cosa: proprio come\nSombron, anche questa persona ha intenzione\ndi radunare i sette bracciali.\x0E\x04\x02\x00
MID_OP4_#046	A questo proposito, crediamo che ne abbia già\ntrovati due.\x0E\x04\x00\x00
MID_OP4_#047	\x0E\x03\x02\x0A\x08リュール\nUno è al castello di Lythos, due sono in mano\nnemica... Dove sono gli altri quattro?\x0E\x04\x00\x00
MID_OP4_#048	\x0E\x03\x02\x10\x0EE001_エル\nCiascuna delle quattro nazioni dell'Elyos ne\npossiede uno.\x0E\x04\x02\x00
MID_OP4_#049	Un tempo combattevano tutti sotto la stessa\nbandiera, ma dopo la tua morte cambiarono\ndrasticamente rotta.\x0E\x04\x02\x00
MID_OP4_#050	Ora che non vi è nessuno a tenerli uniti,\nnon fanno che avere alterchi.\x0E\x04\x02\x00
MID_OP4_#051	Finora si sono tenuti a bada a vicenda, ma da\nun momento all'altro potrebbe scoppiare una\nguerra.\x0E\x04\x00\x00
MID_OP4_#052	\x0E\x03\x02\x10\x0EE001_イル\nNon so nemmeno se l'armata del Drago Divino\nsia mai stata davvero unita.\x0E\x04\x02\x00
MID_OP4_#053	Li vidi litigare in questo stesso castello, dandosi\na vicenda la colpa della tua morte.\x0E\x04\x02\x00
MID_OP4_#054	Il che è assurdo, perché ovviamente non era\ncolpa di nessuno.\x0E\x04\x00\x00
MID_OP4_#055	\x0E\x03\x02\x10\x0EE001_エル\nOra che \x0E\x0A\x00R&il nostro salvatore(la nostra salvatrice è qui, è imperativo\nimpossessarci dei bracciali.\x0E\x04\x02\x00
MID_OP4_#056	Il conflitto che abbiamo evitato per tutti questi\nanni sta diventando ineluttabile.\x0E\x04\x02\x00
MID_OP4_#057	Potresti trovarti ad affrontare persone molto\nsomiglianti ai tuoi amici e alleati.\x0E\x04\x00\x00
MID_OP4_#058	\x0E\x03\x02\x0A\x08リュール\nHo capito. Sono pront\x0E\x0A\x00\x08\x02o\x02a all'eventualità.\x0E\x04\x02\x00
MID_OP4_#059	Anche voi... siete Draghi Divini?\x0E\x04\x00\x00
MID_OP4_#060	\x0E\x03\x02\x10\x0EE001_エル\nCosa te lo fa credere?\x0E\x04\x00\x00
MID_OP4_#061	\x0E\x03\x02\x0A\x08リュール\nDite di essere dei draghi, vivete nel castello\ndi Lythos... Mi sembrava la conclusione più\nnaturale.\x0E\x04\x00\x00
MID_OP4_#062	\x0E\x03\x02\x10\x0EE001_エル\nLa tua congettura è sbagliata.\x0E\x04\x00\x00
MID_OP4_#063	\x0E\x03\x02\x10\x0EE001_イル\nDrago Divino, ciò che intende dire è che noi...\x0E\x04\x00\x00
MID_OP4_#064	\x0E\x03\x02\x10\x0EE001_エル\nAttenzione! Ci attaccano!\x0E\x04\x00\x00
MID_OP4_#065	\x0E\x03\x02\x10\x0EE001_イル\nNel!\x0E\x04\x00\x00
MID_OP4_#066	\x0E\x03\x02\x0A\x08リュール\nÈ un Drago Maligno!\x0E\x04\x00\x00
MID_OP4_#067	\x0E\x03\x02\x10\x0EE001_エル\nLo siamo entrambi. In questo mondo, i Draghi\nMaligni nascono tutti come gemelli.\x0E\x04\x02\x00
MID_OP4_#068	Nell'ultima guerra, recidemmo ogni legame\ncon nostro padre e ora combattiamo contro\ni nostri malaccorti fratelli.\x0E\x04\x00\x00
MID_OP4_#069	\x0E\x03\x02\x10\x0EE001_イル\nIo non posso trasformarmi, ma ciò non mi\nimpedisce di combattere al fianco di Nel.\x0E\x04\x00\x00
MID_OP4_#070	\x0E\x03\x02\x0A\x08リュール\nDei Draghi Maligni gemelli...\x0E\x04\x00\x00
MID_OP4_#071	\x0E\x03\x02\x10\x0EE001_エル\nAvevo dato per scontato che fossi consapevole\ndella nostra natura.\x0E\x04\x02\x00
MID_OP4_#072	A quanto pare, mi ero sbagliata.\x0E\x04\x02\x00
MID_OP4_#073	Se non intendi aiutarci, sei liber\x0E\x0A\x00\x08\x02o\x02a di andartene.\nDifenderemo il nostro mondo anche senza di te.\x0E\x04\x00\x00
MID_OP4_#074	\x0E\x03\x02\x0A\x08リュール\nNo... Resterò con voi a combattere.\x0E\x04\x02\x00
MID_OP4_#075	Non mi importa a quale stirpe appartenete. Se il\nvostro desiderio è davvero di proteggere questo\nmondo, sarò vostr\x0E\x0A\x00\x08\x02o\x02a alleat\x0E\x0A\x00\x08\x02o\x02a.\x0E\x04\x00\x00
MID_OP4_#076	\x0E\x03\x02\x10\x0EE001_イル\nÈ un sollievo sentirtelo dire. E ora iniziamo la\nbattaglia, tutti insieme come ai vecchi tempi!\x0E\x04\x00\x00
MID_OP4_#077	\x0E\x03\x02\x10\x0EE001_エル\nMostraci di cosa sei capace, Drago Divino.\nScopriremo subito se sei davvero la risposta\nalle nostre preghiere.\x0E\x04\x00\x00
MID_EV0_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EE001_エル\x02t\n\x0E\x05\x01\x1C\x0EE001_エル\nAngry\n\x0E\x03\x02\x10\x0EE001_エル\nSuppongo che il nemico sia qui per dare la\ncaccia al bracciale dell'Eletto.\x0E\x04\x02\x00
MID_EV0_#002	Dobbiamo fermarlo subito, prima che raggiunga\nla sala.\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12E001_Boss\x02b\n\x0E\x05\x01 \x12E001_Boss\nRelax\n\x0E\x03\x02\x14\x12E001_Boss\nMuahahah...\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12E001_Boss\x02b\n\x0E\x05\x01 \x12E001_Boss\nAngry\n\x0E\x03\x02\x14\x12E001_Boss\nSimpatiche bestiole, eh? Occhio, però. Quelle\nzanne lasciano il segno.\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x14\x0EE001_イル\x02t\n\x0E\x05\x01\x1C\x0EE001_イル\nAngry\n\x0E\x03\x02\x10\x0EE001_イル\nIl mio bastone del ripristino è in grado di\nannullare gli effetti delle zanne.\nDallo a qualcuno che sappia come usarlo!\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12E001_Boss\x02b\n\x0E\x05\x01 \x12E001_Boss\nSmile\n\x0E\x03\x02\x14\x12E001_Boss\nNon sarà facile sconfiggerlo, con il potere del\nmio emblema che lo protegge.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12E001_Boss\x02b\n\x0E\x05\x01 \x12E001_Boss\nAngry\n\x0E\x03\x02\x14\x12E001_Boss\nDatemi quel bracciale.\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12E001_Boss\x02b\n\x0E\x05\x01&\x12E001_Boss\x10Surprise\n\x0E\x03\x02\x14\x12E001_Boss\nMa tu sei... il Drago Divino?\x0E\x04\x00\x00
MID_BT2_#002	\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nSì. E sono qui per riprendermi quel bracciale.\x0E\x04\x00\x00
MID_BT3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x18\x12E001_Boss\x02b\n\x0E\x05\x01\x1E\x12E001_Boss\x08Pain\n\x0E\x03\x02\x14\x12E001_Boss\nAvete vinto... per questa volta.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x14\x0EE001_エル\x021\n\x0E\x03\x00\x14\x0EE001_イル\x022\n\x0E\x03\x00\x0E\x08リュール\x023\n\x0E\x03\x02\x10\x0EE001_イル\nArgh. È scappato! Speravo di smascherarlo.\x0E\x04\x00\x00
MID_ED1_#002	\x0E\x03\x02\x0A\x08リュール\nSe non altro, ci siamo ripresi il bracciale.\x0E\x04\x02\x00
MID_ED1_#003	Quindi questo è...\x0E\x04\x00\x00
MID_ED1_#004	\x0E\x03\x02\x10\x0EE001_エル\nIl bracciale dell'Antenata. Però, sembra...\ndiverso dall'ultima volta che lo abbiamo visto.\x0E\x04\x00\x00
MID_ED1_#005	\x0E\x03\x02\x0A\x08リュール\nUhm... Magari l'emblema al suo interno può\ndirci qualcosa del tempo trascorso in mano\nnemica.\x0E\x04\x02\x00
MID_ED1_#006	Proverò a evocarlo. Sentiamo cos'ha da dirci.\x0E\x04\x02\x00
MID_ED1_#007	Mh? Che strano...\x0E\x04\x00\x00
MID_ED1_#008	\x0E\x03\x02\x10\x0EE001_エル\nCosa?\x0E\x04\x00\x00
MID_ED1_#009	\x0E\x03\x02\x0A\x08リュール\nNon mi viene in mente il sortilegio. Forse\nperché mi trovo in un altro mondo.\x0E\x04\x02\x00
MID_ED1_#010	Non ci siamo. Evocare gli emblemi... è il compito\ndel Drago Divino.\x0E\x04\x00\x00
MID_ED1_#011	\x0E\x03\x00\x0A\x04不明\x024\n\x0E\x03\x02\x06\x04不明\nDrago... Divino?\x0E\x04\x02\x00
MID_ED1_#012	\x0E\x03\x00\x16\x10E001_敵チキ\x024\n\x0E\x06\x00&\x10E001_敵チキ\x12MPID_Tiki\n\x0E\x03\x02\x12\x10E001_敵チキ\nMi chiamo Tiki. Anche tu sei un Drago Divino\ncome me?\x0E\x04\x00\x00
MID_ED1_#013	\x0E\x03\x02\x0A\x08リュール\nEhm...\x0E\x04\x00\x00
MID_ED1_#014	\x0E\x03\x02\x10\x0EE001_イル\nNon capisco. Gli emblemi non dovrebbero\nessere in grado di parlare quando si trovano\nin questo stato.\x0E\x04\x00\x00
MID_ED1_#015	\x0E\x03\x02\x0A\x08リュール\nPiacere, emblema Tiki.\x0E\x04\x02\x00
MID_ED1_#016	Dovrei essere in grado di evocarti, ma non\nmi viene in mente il sortilegio. Tu lo conosci,\nper caso?\x0E\x04\x00\x00
MID_ED1_#017	\x0E\x03\x02\x12\x10E001_敵チキ\nNon so niente di sortilegi...\x0E\x04\x02\x00
MID_ED1_#018	Ugh. Mi sento confusa... e ho anche mal di testa.\x0E\x04\x02\x00
MID_ED1_#019	Ti prego... non farmi più combattere. Non mi\npiace fare del male alla gente.\x0E\x04\x00\x00
MID_ED1_#020	\x0E\x03\x02\x10\x0EE001_エル\nNon dovrai più agire contro la tua volontà.\nLascia che ti restituisca al tuo pacifico sonno.\x0E\x04\x00\x00
MID_ED1_#021	\x0E\x03\x02\x0A\x08リュール\nDavvero puoi farlo?\x0E\x04\x00\x00
MID_ED1_#022	\x0E\x03\x02\x10\x0EE001_エル\nSì, posso. Tuttavia, non conosco il potere\ndell'evocazione di cui parlavi prima.\x0E\x04\x02\x00
MID_ED1_#023	Il Drago Divino di questo mondo aveva il potere\ndi purificare gli emblemi maligni.\x0E\x04\x02\x00
MID_ED1_#024	Ma, a quanto pare, tu non sembri esserne in\ngrado. Quindi, non mi resta che mettere a\ndormire l'emblema Tiki.\x0E\x04\x02\x00
MID_ED1_#025	Il sonno la proteggerà da coloro che vogliono\nsfruttare il suo potere.\x0E\x04\x02\x00
MID_ED1_#026	Non sarà più costretta a combattere.\x0E\x04\x00\x00
MID_ED1_#027	\x0E\x03\x02\x10\x0EE001_イル\nIn un certo senso, stiamo relegando il suo\npotere all'interno del bracciale.\x0E\x04\x02\x00
MID_ED1_#028	Purtroppo, dato che non possediamo l'abilità\ndi risvegliare gli emblemi, non potrà più tornare\nad aiutarci.\x0E\x04\x00\x00
MID_ED1_#029	\x0E\x03\x02\x0A\x08リュール\nÈ l'unica opzione che abbiamo, ora come ora.\nProcedi pure.\x0E\x04\x02\x00
MID_ED1_#030	Anche se potrebbe aiutarci da sveglia,\nnon vorrei comunque obbligarla a combattere.\x0E\x04\x02\x00
MID_ED1_#031	Tiki... spero che ci incontreremo ancora.\x0E\x04\x00\x00
MID_ED1_#032	\x0E\x03\x02\x12\x10E001_敵チキ\nLo spero anch'io.\x0E\x04\x02\x00
MID_ED1_#033	La prossima volta giochiamo insieme?\x0E\x04\x00\x00
MID_ED1_#034	\x0E\x03\x02\x0A\x08リュール\nAffare fatto.\x0E\x04\x00\x00
MID_ED1_#035	\x0E\x03\x02\x10\x0EE001_エル\nArrivederci, emblema Tiki. Ti auguro un buon\nriposo.\x0E\x04\x00\x00
MID_ED1_#036	\x0E\x03\x02\x12\x10E001_敵チキ\nBuonanotte...\x0E\x04\x00\x00
MID_ED1_#037	\x0E\x03\x02\x10\x0EE001_エル\nOra, fintanto che la terremo lontana dalle mani\nnemiche, potrà riposare sonni tranquilli.\x0E\x04\x00\x00
MID_ED1_#038	\x0E\x03\x02\x0A\x08リュール\nGrazie infinite, Nel.\x0E\x04\x00\x00
