MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nマデリーン\x022\n\x0E\x03\x02\x0C\nマデリーン\nSalve... Possiamo parlare un attimo?\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x08\x06モーヴ\nEh? C'è qualche problema?\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0C\nマデリーン\nMi fai un sacco di complimenti.\x0E\x04\x02\x00
MID_RELIANCE_B_#012	Mi fa piacere che si riconosca il mio lavoro,\nma non devi.\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x08\x06モーヴ\nÈ vero. Me l'avevi detto...\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0C\nマデリーン\nForse mi sto immaginando tutto, ma quando mi\nrivolgi quei complimenti ho l'impressione che tu\nstia parlando con qualcun altro.\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x08\x06モーヴ\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0C\nマデリーン\nAllora è vero... quei complimenti non erano\nindirizzati a me.\x0E\x04\x02\x00
MID_RELIANCE_B_#017	Non voglio rimpiazzare nessuno, Mauvier.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x08\x06モーヴ\nHai ragione, ti chiedo scusa.\x0E\x04\x02\x00
MID_RELIANCE_B_#019	Senza volerlo, ho finito col confonderti con\nqualcun altro.\x0E\x04\x02\x00
MID_RELIANCE_B_#020	Forse cercavo di darle ciò che non sono riuscito\na darle prima... So che non ha alcun senso.\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0C\nマデリーン\nDarle?\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x08\x06モーヴ\nIn ogni caso, ti chiedo scusa. Farò del mio\nmeglio per riparare al torto. Ora tolgo il\ndisturbo.\x0E\x04\x00\x00
MID_RELIANCE_B_#023	\x0E\x03\x02\x0C\nマデリーン\nForse ho parlato troppo.\x0E\x04\x02\x00
MID_RELIANCE_B_#024	In fondo, non è l'unico a confondere una\npersona con un'altra... succede anche a me.\x0E\x04\x02\x00
MID_RELIANCE_B_#025	Ora capisco perché lady Nel trattava il Drago\nDivino così freddamente.\x0E\x04\x02\x00
MID_RELIANCE_B_#026	Ahhh...\x0E\x04\x02\x00
MID_RELIANCE_B_#027	Devo cercare di vedere questo Mauvier per\nla persona che è, non per la persona che mi\nricorda.\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06モーヴ\x021\n\x0E\x03\x00\x10\nマデリーン\x022\n\x0E\x03\x02\x08\x06モーヴ\nMadeline.\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0C\nマデリーン\nMauvier! Ciao...\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x08\x06モーヴ\nTi devo delle scuse. Mi dispiace se ti ho messa\nin imbarazzo.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0C\nマデリーン\nMa che dici? Sono io che ho esagerato.\x0E\x04\x02\x00
MID_RELIANCE_A_#005	Non avevo alcun diritto di criticarti per aver\nconfuso due persone tra loro.\x0E\x04\x02\x00
MID_RELIANCE_A_#006	In fondo, stavo facendo lo stesso con te.\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x08\x06モーヴ\nAnche tu?\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0C\nマデリーン\nEcco...\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x08\x06モーヴ\nScusa... fai parlare prima me, mi sembra più\ngiusto.\x0E\x04\x02\x00
MID_RELIANCE_A_#010	Non volevo arrivare a dirtelo, ma ora mi vedo\ncostretto...\x0E\x04\x02\x00
MID_RELIANCE_A_#011	La te stessa di questo mondo è morta.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0C\nマデリーン\nCosa?\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x08\x06モーヴ\nLa persona con cui ti ho confusa... si chiamava\nMarni.\x0E\x04\x02\x00
MID_RELIANCE_A_#014	Ho combattuto al suo fianco moltissime volte.\nEra una ragazza onesta, che amava crogiolarsi\nnei complimenti.\x0E\x04\x02\x00
MID_RELIANCE_A_#015	E io... non sono riuscito a proteggerla.\nL'ho vista morire.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0C\nマデリーン\nÈ la stessa cosa che è successa a te... voglio\ndire, al Mauvier del mio mondo.\x0E\x04\x02\x00
MID_RELIANCE_A_#017	Non sono riuscita a proteggerlo e l'ho visto\nmorire. Possiamo dire che ci siamo persi a\nvicenda.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x08\x06モーヴ\nSì... però so che non sei Marni. Non verrò più\na cercare il suo perdono da te.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0C\nマデリーン\nE io non cercherò più di porgere a te le scuse\nche devo al mio Mauvier.\x0E\x04\x02\x00
MID_RELIANCE_A_#020	Non piangerò, aggrappandomi a te, gridando\ni sentimenti che provo per lui...\x0E\x04\x02\x00
MID_RELIANCE_A_#021	Mi basta sapere che tu sei vivo e stai bene\nin questo mondo.\x0E\x04\x02\x00
MID_RELIANCE_A_#022	Anche se io non lo sono.\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x08\x06モーヴ\nÈ lo stesso per me. Provo conforto nel sapere\nche c'è un mondo in cui sei sopravvissuta.\x0E\x04\x02\x00
MID_RELIANCE_A_#024	Voglio solo che tu sia felice.\x0E\x04\x00\x00
MID_RELIANCE_A_#025	\x0E\x03\x02\x0C\nマデリーン\nGrazie, Mauvier.\x0E\x04\x00\x00
MID_RELIANCE_A_#026	\x0E\x03\x02\x08\x06モーヴ\nPrometto che non ti confonderò mai più con\nMarni. Ti do la mia parola.\x0E\x04\x02\x00
MID_RELIANCE_A_#027	Davanti a me, ora non vedo altri che la valorosa\ncavaliera Madeline.\x0E\x04\x02\x00
MID_RELIANCE_A_#028	I complimenti che ti rivolgo sono solo per te,\ne per nessun altro.\x0E\x04\x00\x00
MID_RELIANCE_A_#029	\x0E\x03\x02\x0C\nマデリーン\nLo apprezzo molto.\x0E\x04\x00\x00
MID_RELIANCE_A_#030	\x0E\x03\x02\x08\x06モーヴ\nA dire il vero, non amo fare tanti complimenti...\nQuindi non ne sentirai poi così tanti.\x0E\x04\x00\x00
MID_RELIANCE_A_#031	\x0E\x03\x02\x0C\nマデリーン\nMeglio così. Non ho bisogno di complimenti.\x0E\x04\x02\x00
MID_RELIANCE_A_#032	Anche se, guadagnarmi i tuoi sembra una sfida\ninteressante. Farò del mio meglio per esserne\ndegna.\x0E\x04\x00\x00
MID_RELIANCE_A_#033	\x0E\x03\x02\x08\x06モーヴ\nMolto bene. Sono contento che possiamo\nvedere in noi ciò che siamo davvero.\x0E\x04\x02\x00
MID_RELIANCE_A_#034	Ora potremo davvero diventare amici...\ne dominare insieme il campo di battaglia.\x0E\x04\x00\x00
MID_RELIANCE_A_#035	\x0E\x03\x02\x0C\nマデリーン\nSì, Mauvier. Ti renderò orgoglioso.\x0E\x04\x00\x00
