MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nミスティラ\x022\n\x0E\x03\x02\x0C\nミスティラ\nUna grigliata e via! Questa carne sarà buona\nda far girar la testa!\x0E\x04\x00\x00
MID_RELIANCE_C_#017	\x0E\x03\x02\x0C\nミスティラ\nNon se li cogliamo di sorpresa noi!\nCoraggio, sarà una passeggiata!\x0E\x04\x00\x00
MID_RELIANCE_C_#018	\x0E\x03\x02\x0A\x08リュール\nPerò... avresti potuto almeno avvertirmi!\x0E\x04\x00\x00
MID_RELIANCE_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nミスティラ\x022\n\x0E\x03\x02\x0C\nミスティラ\nGrazie, Drago Divino, mi hai salvato\nla pellaccia.\x0E\x04\x00\x00
MID_RELIANCE_B_#002	\x0E\x03\x02\x0A\x08リュール\nÈ stato un piacere.\x0E\x04\x00\x00
MID_RELIANCE_B_#003	\x0E\x03\x02\x0A\x08リュール\nDevo dire che non mi aspettavo che il nostro\npicnic finisse in un agguato ai banditi.\x0E\x04\x00\x00
MID_RELIANCE_B_#004	\x0E\x03\x02\x0C\nミスティラ\nDavvero? La maggior parte dei miei picnic\nfinisce così.\x0E\x04\x00\x00
MID_RELIANCE_B_#005	\x0E\x03\x02\x0A\x08リュール\nBeh, mi avevi semplicemente invitat\x0E\x0A\x00\x08\x02o\x02a a\nmangiare della carne.\x0E\x04\x00\x00
MID_RELIANCE_B_#006	\x0E\x03\x02\x0C\nミスティラ\nE ho detto la verità! Hai avuto una bella\nporzione abbondante, non ti pare?\x0E\x04\x00\x00
MID_RELIANCE_B_#007	\x0E\x03\x02\x0A\x08リュール\nSì, ero strapien\x0E\x0A\x00\x08\x02o\x02a. Ma avrei preferito che\nmi dicessi anche il resto...\x0E\x04\x00\x00
MID_RELIANCE_B_#008	\x0E\x03\x02\x0A\x08リュール\n"Ho trovato il covo dei banditi, andiamo a\nsistemarli e poi facciamo un bel picnic!"\x0E\x04\x00\x00
MID_RELIANCE_B_#009	\x0E\x03\x02\x0A\x08リュール\nCosì sarebbe stato più... preciso.\x0E\x04\x00\x00
MID_RELIANCE_B_#010	\x0E\x03\x02\x0C\nミスティラ\nAhahah! Quante parole! Io sono stata più\nconcisa.\x0E\x04\x00\x00
MID_RELIANCE_B_#011	\x0E\x03\x02\x0A\x08リュール\nAnche questo è un modo di vederla.\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0A\x08リュール\nNon smetti mai di sorprendermi... Ti sei presa\nla briga di sbaragliare i banditi...\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0C\nミスティラ\nChe c'è? Non è normale?\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0C\nミスティラ\nSto proteggendo il mio popolo. Pensavo fosse\nquesto il compito della casa reale.\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0A\x08リュール\nFai un'affermazione così radicale come se\nfosse la cosa più normale del mondo.\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0C\nミスティラ\nAhahah! È questo il mio fascino!\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nミスティラ\x022\n\x0E\x03\x02\x0C\nミスティラ\nEhi, Drago Divino, hai visto che ore sono?\nSono le carne in punto! Ti va?\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0A\x08リュール\nDipende... ci sarà un'altra imboscata\na sorpresa?\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0C\nミスティラ\nAhahah! No, prometto che saremo solo io, te\ne un bel po' di carne alla griglia.\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0C\nミスティラ\nSono tornata con un bel bottino dall'ultima\ngiornata di caccia, e voglio condividerlo!\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0A\x08リュール\nAllora partecipo volentieri.\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x04\x03\x04
MID_RELIANCE_A_#007	\x0E\x03\x02\x0A\x08リュール\nUff... Sono così pien\x0E\x0A\x00\x08\x02o\x02a che non riesco\na muovermi...\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0A\x08リュール\nDevo dire che era proprio della carne deliziosa.\nHai fatto un lavoro sublime.\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0C\nミスティラ\nOh-oh.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0A\x08リュール\nChe c'è?\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0C\nミスティラ\nNon ti arrabbiare, giuro che volevo davvero\nfare un semplice picnic con te.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0C\nミスティラ\nMa credo che quei lestofanti qui intorno\nabbiano altre intenzioni.\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0A\x08リュール\nCosa?! Pensavo che li avessimo sistemati tutti!\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0C\nミスティラ\nLo pensavo anche io! Devo essermi persa\nun nascondiglio.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0A\x08リュール\nAh... Sono parecchi...\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0C\nミスティラ\nCreerò uno spiraglio per farti scappare\ne metterti al riparo.\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0A\x08リュール\nOttimo piano, ma senti il mio.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0A\x08リュール\nStendiamoli uno per uno, una volta per tutte.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0A\x08リュール\nSe eliminiamo la minaccia dei banditi, il popolo\npotrà vivere in tranquillità.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0C\nミスティラ\nEheh! Mi duole ammetterlo, ma il tuo piano\nmi piace di più.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0A\x08リュール\nDeve essere la tua influenza.\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0C\nミスティラ\nForza, assicuriamoci che questi delinquenti\nnon rovinino mai più un picnic!\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0A\x08リュール\nTi seguo!\x0E\x04\x00\x00
MID_RELIANCE_S_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nミスティラ\x022\n\x0E\x03\x02\x0C\nミスティラ\nEhi, Drago Divino. Hai presente quanto è\nimportante la libertà in Solm, no?\x0E\x04\x00\x00
MID_RELIANCE_S_#002	\x0E\x03\x02\x0A\x08リュール\nSì.\x0E\x04\x00\x00
MID_RELIANCE_S_#003	\x0E\x03\x02\x0C\nミスティラ\nBeh, vale anche per me! Mi piace essere libera\ndi fare quello che voglio, quando voglio! Però...\x0E\x04\x00\x00
MID_RELIANCE_S_#004	\x0E\x03\x02\x0C\nミスティラ\nDimmi, tu pensi che a volte i legami che\nformiamo possano diventare delle catene?\x0E\x04\x00\x00
MID_RELIANCE_S_#005	\x0E\x03\x02\x0A\x08リュール\nIn che senso?\x0E\x04\x00\x00
MID_RELIANCE_S_#006	\x0E\x03\x02\x0C\nミスティラ\nQuando ci leghiamo a qualcuno, tipo quando\nstringiamo una vera amicizia... quel legame può\ndarci forza.\x0E\x04\x00\x00
MID_RELIANCE_S_#007	\x0E\x03\x02\x0C\nミスティラ\nCioè, i nostri alleati sono un grande aiuto.\nCon loro possiamo fare cose che da soli\nsarebbero impossibili.\x0E\x04\x00\x00
MID_RELIANCE_S_#008	\x0E\x03\x02\x0C\nミスティラ\nE questa è una cosa fantastica, lo so bene.\nMa a volte questi legami... queste amicizie...\ndiventano anche una costrizione...\x0E\x04\x00\x00
MID_RELIANCE_S_#009	\x0E\x03\x02\x0A\x08リュール\nPosso capire il tuo punto di vista, certo.\x0E\x04\x00\x00
MID_RELIANCE_S_#010	\x0E\x03\x02\x0A\x08リュール\nSe teniamo a qualcuno, a volte siamo costretti\na mettere i suoi bisogni davanti ai nostri.\x0E\x04\x00\x00
MID_RELIANCE_S_#011	\x0E\x03\x02\x0A\x08リュール\nSuccede spesso quando si ha un legame molto\nstretto.\x0E\x04\x00\x00
MID_RELIANCE_S_#012	\x0E\x03\x02\x0C\nミスティラ\nE allora vuol dire che la vera libertà si può avere\nsolo rinunciando ai legami e andando avanti\nda soli? È quello che pensi?\x0E\x04\x00\x00
MID_RELIANCE_S_#013	\x0E\x03\x02\x0A\x08リュール\nPenso... che dovresti prendere questo.\x0E\x04\x00\x00
MID_RELIANCE_S_#014	\x0E\x03\x02\x0C\nミスティラ\nMa... è l'anello del patto?\x0E\x04\x00\x00
MID_RELIANCE_S_#015	\x0E\x03\x02\x0A\x08リュール\nProprio lui. Voglio che sia tu ad averlo, Timerra.\x0E\x04\x00\x00
MID_RELIANCE_S_#016	\x0E\x03\x02\x0C\nミスティラ\nIo? Ma perché?\x0E\x04\x00\x00
MID_RELIANCE_S_#017	\x0E\x03\x02\x0A\x08リュール\nQuesto anello creerà un legame speciale tra noi\ndue... Ma prometto che non sarà una catena\nalla tua libertà.\x0E\x04\x00\x00
MID_RELIANCE_S_#018	\x0E\x03\x02\x0A\x08リュール\nPer me sei importante, Timerra. Non mi\npermetterei mai di privarti della cosa a cui\ntieni di più.\x0E\x04\x00\x00
MID_RELIANCE_S_#019	\x0E\x03\x02\x0C\nミスティラ\nCredi davvero che possiamo avere un legame\nforte e allo stesso tempo essere liber\x0E\x0A\x00\x08\x02i\x02e?\x0E\x04\x00\x00
MID_RELIANCE_S_#020	\x0E\x03\x02\x0A\x08リュール\nCerto.\x0E\x04\x00\x00
MID_RELIANCE_S_#021	\x0E\x03\x02\x0C\nミスティラ\nMa è... fantastico! In tal caso so cosa rispondere.\x0E\x04\x00\x00
MID_RELIANCE_S_#022	\x0E\x03\x02\x0C\nミスティラ\nAccetto l'anello, grazie.\x0E\x04\x00\x00
MID_RELIANCE_S_#023	\x0E\x03\x02\x0A\x08リュール\nTi prometto che sarai libera come il vento,\nanche se i nostri cuori saranno legati per\nsempre.\x0E\x04\x00\x00
MID_RELIANCE_S_#024	\x0E\x03\x02\x0C\nミスティラ\nNon potevi scegliere parole migliori,\n\x0E\x06\x03\x00.\x0E\x04\x00\x00
MID_RELIANCE_S_#025	\x0E\x03\x02\x0C\nミスティラ\nD'ora in avanti, ovunque andremo, saremo\nlegat\x0E\x0A\x00\x08\x02i\x02e... per sempre insieme.\x0E\x04\x00\x00
