MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nTra tutti gli anelli rubati dal castello di Lythos,\nsono l'ultima a unirmi a te... scusa per il ritardo.\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x0C\nエイリーク\nEheh! Hai ragione, forse potremo scambiarci\nconsigli su come trattare i nostri fratelli!\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06フラン\nLady Erika, vai d'accordo con tuo fratello?\nA volte non è facile essere gemelli.\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x0C\nエイリーク\nAndiamo d'accordo, ma non ti so dire se sia\nper le nostre personalità o per la natura del\nnostro potere.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06フラン\nChe sentimenti nutri per tuo fratello, lady\nErika? Ti irrita? O lo ami incondizionatamente?\nPuoi essere sincera con me.\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x0C\nエイリーク\nLo amo, ovviamente... è la mia famiglia.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x0C\nエイリーク\nMa soprattutto è la persona di cui mi fido e che\nrispetto di più. E ciò non cambierà mai.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nCome sei dolce... anche io provo la stessa cosa\nper mio fratello e forse dovrei dirglielo.\nMa suona così smielato...\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nSei sempre così energico di mattina. Mi basta\nvederti per sentirmi rinfrancata.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nLo so, faccio spesso questo effetto. Ti va\ndi venire a correre con me, una volta?\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nNon fai fatica ad alzarti prima dell'alba e\na completare la tua routine mattutina mentre\nsei ancora assonnato?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nAll'inizio era così, ma ora mi sono abituato.\nLa mattina mi sento più fresco e riposato!\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nGli emblemi sono proprio strani... sei qui,\ndavanti a me, ma non hai un corpo.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nLa tua forza di volontà è così grande che non\nne hai bisogno. Deve essere un requisito per\ndiventare un emblema.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0C\nエイリーク\nNon ne sono sicura... mi considero ancora\nimmatura e non molto più forte di te.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0C\nエイリーク\nQuando vedo quanto ti impegni in tutto quello\nche fai, mi ispiri a fare altrettanto.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nAmmiro molto la tua forma fisica, Boucheron.\nVorrei avere muscoli poderosi come i tuoi.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nCosa? Erika, ti ho vista sul campo di battaglia e\nnon credo tu abbia bisogno di cambiare niente.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nブシュロン\nLeggi molto, Erika? A me piace leggere per\nmettermi nei panni di qualcun altro.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nエイリーク\nSe tutti leggessero quanto te, sono sicura che\nil mondo sarebbe un posto migliore.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nMi piacerebbe cominciare a leggere, ma non\npoter girare le pagine è un grosso problema.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nSarei lieto di girare le pagine per te, se trovi\nun libro che vuoi leggere.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nエイリーク\nGrazie! L'Elyos mi incuriosisce molto e\nmi piacerebbe leggere un libro di storia.\nO forse sarebbe troppo lungo?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\nFigurati! I miei muscoli possono sfogliare\nanche mille pagine senza problemi.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエーティエ\nMi sembri un po' fuori forma... Ti senti bene?\nForse hai bisogno di un buon allenamento.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエイリーク\nScusa? Ah, no... ero solo persa nei miei\npensieri. È difficile essere sempre spumeggiante\ncome te, Etie.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nTi vedo sempre concentrata sui tuoi\nallenamenti. Desideri davvero così tanto\ndiventare più forte?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nI muscoli non sono l'unica ragione per cui mi\nalleno. Sai, a questo punto è diventato uno\nstile di vita per me.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nEtie, devo confessare che la tua idea di allenarsi\ncome stile di vita mi ha aperto la mente.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nLa cosa più bella è che in questo modo\nsi ottengono risultati visibili!\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nPerò ti devi sempre concentrare\nsull'allenamento in sé, non sul risultato.\nTi va di provare insieme qualche volta?\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエイリーク\nSì, mi piacerebbe! Mantenendo il tuo punto di\nvista, sento di potermi allenare più duramente\ne divertirmi allo stesso tempo!\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nHo sentito dire che non ti piacciono i conflitti,\nErika. Deve essere doloroso per te scendere\nsul campo di battaglia come emblema, vero?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0C\nエイリーク\nHo deciso di fare tutto il possibile per evitare\nche anche solo una persona in più debba\nsoffrire.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nLa guerra ha gravi ripercussioni sulla nostra\nsalute mentale. Non dobbiamo dimenticarci di\nchi convive con le cicatrici del combattimento.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nTrovo che l'aroma confortante di un tè di fiori\nriesca a calmare gli animi. Ne preparo subito\nun po'.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nGià dall'odore si capisce che il tuo tè è\ndelizioso, Céline.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nMi lusinghi. Per una principessa è importante\nriuscire a creare un'atmosfera accogliente.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0C\nエイリーク\nNon si tratta solo di etichetta e buone maniere,\nvero? Ci metti il cuore nel tuo tè.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nHo imparato da te. Vedere che qualcuno si\npreoccupa per noi ci dà grande gioia.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x06\x04ルイ\nÈ vero che gli emblemi non possono toccare\nniente e nessuno in questo mondo? Non vi\nsentite mai soli?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x0C\nエイリーク\nNon è poi così male. Riusciamo lo stesso a\npercepire la gentilezza intorno a noi. Mi sento\ncomunque legata a voi.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nMi manca il mio paese, ogni tanto. E mi\nmancano gli alleati con cui ho combattuto la\nlunga guerra... soprattutto la mia cara amica...\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nCom'era questa tua amica? Aspetta, non me lo\ndire... mi immagino una bellissima cavaliera\npegaso.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nSai, l'altra volta hai proprio indovinato.\nLa mia cara amica era una principessa e\nuna cavaliera pegaso.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nChe combinazione vincente. Vorrei saperne di\npiù, se non ti dispiace.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nParlare di lei con qualcuno potrebbe aiutarti\nad alleviare la solitudine. Raccontami tutto!\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x0C\nエイリーク\nC'è qualcosa di vero nel tuo suggerimento,\nma tutto questo entusiasmo... mi mette a\ndisagio...\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06クロエ\nErika, chi è quel bellissimo ragazzo che appare\na volte? Vi somigliate come due gocce d'acqua.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0C\nエイリーク\nÈ il mio fratello gemello, Ephraim. Spero non\nti abbia spaventata, devo confessarti che anche\nlui ti ammira molto.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06クロエ\nTuo fratello è davvero meraviglioso, Erika.\nMeraviglioso come te e anche forte come te.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0C\nエイリーク\nSono sicura che apprezzerà i tuo complimenti!\nAspetta, Chloé, non è che...?\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06クロエ\nErika, quello che volevo dire l'altra volta è che\nsì, tuo fratello è meraviglioso, ma vedervi uno\naccanto all'altra sarebbe davvero straordinario!\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x0C\nエイリーク\nHo sentito dire che ti piacciono le favole con\ndelle belle illustrazioni, composte da più\nelementi. E dato che noi siamo gemelli...\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nGià! Insieme sareste davvero un'immagine da\nfavola. Però lui si fa vedere solo in battaglia.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x0C\nエイリーク\nHai ragione e ti ringrazio per il complimento.\nMa, secondo me, anche io e te siamo\nun'accoppiata da favola.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nHo sentito che hai un fratello gemello, Erika.\nQuesta situazione ha reso più complicata la\nsuccessione al trono?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0C\nエイリーク\nNon ho alcuna intenzione si scavalcarlo e\ndiventare regina. Non c'è nessuno più adatto\ndi lui a salire al trono.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nTu sei l'erede al trono del tuo regno per diritto\ndi nascita, vero Diamant? Come ci si sente?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nOvviamente il mio regno è sempre nei miei\npensieri... ma non voglio che il mio cuore sia\nsopraffatto dalla razionalità.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nMio padre mi ha insegnato a impugnare il\ncomando con la forza e ora sono il principe\nereditario di una potenza militare inarrestabile.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0C\nエイリーク\nAnche mio padre aveva una mentalità molto\nmilitaresca. Per questo ho deciso di allenarmi\nnell'arte del combattimento.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0C\nエイリーク\nSe devo essere onesta, non provo alcun piacere\nnel brandire una spada, ma a volte non v'è altra\nscelta.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nSono d'accordo. La forza deve essere usata per\nproteggere il popolo, ma deve anche proteggere\nla pace.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nNel mio mondo non c'erano tutti questi "alpaca"\nche tu ami tanto, Amber. Sono davvero creature\ninusuali e al contempo... adorabili!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08アンバー\nAdorabili sì! Ma perché inusuali? Non sono\nd'accordo... sono gli animali da compagnia\nperfetti per tutte le case!\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アンバー\nIo ho fatto strada. Sono nato in una fattoria di\nalpaca e sono diventato un attendente a corte.\nTu hai attendenti, Erika?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0C\nエイリーク\nUn tempo ne avevo uno, sì... Seth, era un\ncavaliere valoroso e di buon cuore. Molti\nlo chiamavano il "Cavaliere d'Argento".\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アンバー\nIl tuo attendente si chiamava Cavaliere\nd'Argento e io sono solo un esperto di alpaca...\nUffa...\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0C\nエイリーク\nC'è qualche problema, Amber? Sembra che\nqualcosa ti tormenti...\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nSono un attendente di corte, ma mi manca un\nbel titolo! Come posso conquistarmi un degno\nsoprannome cavalleresco?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0C\nエイリーク\nC'è solo una cosa che devi fare: dare il meglio\ndi te. La leggenda, e i soprannomi, saranno solo\nuna conseguenza. Te lo assicuro!\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nS-Scusami Jade, ti disturbo?\nSembri molto assorta...\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nAh, scusami Erika. Non ho niente da fare, in\nrealtà. Stavo semplicemente vagando con\ni pensieri.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nA volte la gente ride di me, anche quando\ncerco di essere seria. Secondo te perché, Jade?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nEheh, non te la prendere... io passo notti insonni\na scrivere, sperando di strappare una risata ai\nmiei lettori. A te viene molto meglio.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nVorrei far ridere la gente come fai tu, Jade...\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08ジェーデ\nE perché mai?\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0C\nエイリーク\nSe una battaglia dovesse dimostrarsi più ardua\ndel previsto, forse così potrei scaldare il cuore\ndei miei alleati... e quei giorni non sono lontani.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nSei una persona seria e gentile, Erika.\nLa tua presenza basta a darci conforto.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nMi dispiace che siate costretta a subire la mia\ncompagnia, lady Erika... mio fratello è\nimmensamente superiore a me...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nエイリーク\nPenso lo stesso di mio fratello... e spesso\nmi chiedo se non dovrebbe esserci lui qui,\nal mio posto...\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nAnche voi avete un fratello di incredibile valore,\nquindi immagino che come me siate abituata\nal senso di inferiorità...\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nエイリーク\nÈ vero, ma Ephraim ha sempre parole gentili\ne lodi per me. Sono sicura che tuo fratello faccia\nlo stesso con te.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nMio fratello mi incoraggia sempre, ma temo che\nlo faccia solo per buon cuore... Sotto sotto,\nin realtà...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nエイリーク\nForse non sta a me dirlo, ma se la pensasse\ndavvero diversamente, credi che sarebbe così\npremuroso?\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nエイリーク\nTutti hanno in sé il potenziale per crescere\ne imparare. I nostri fratelli vedono in noi questo\npotenziale.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nForse avete ragione. Ho paura di non essere\nall'altezza di queste aspettative, ma farò del\nmio meglio, come voi.\x0E\x04\x00\x00
