MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nVedo che stai facendo progressi. Le tue abilità\nmigliorano a vista d'occhio, lasciatelo dire.\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nEhi, Clanne. Perché te ne stai così lontano?\nAvvicinati, se vuoi parlarmi.\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06クラン\nAh, e-ecco, preferisco di no! Ho paura di\nsvenire, se mi avvicino troppo alla tua aura\nabbagliante!\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06クラン\nMi hanno detto che hai un fratello...\nSarà sicuramente forte come te.\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nMio fratello si è sempre adoperato per\nproteggere gli altri. Posso solo ambire\ndi raggiungere il suo livello.\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06クラン\nMi basta saperti accanto a me e mi sento\nmeglio, lord Hector.\nLa tua presenza ha un che di rassicurante.\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nLa mia armatura e la mia ascia servono a\nproteggere gli amici. E tu sei uno di loro, Clanne.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\nOh, grazie. Farò il possibile per proteggerti\na mia volta.\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nMi sento più tranquillo. Conto sulla tua\nassistenza, allora!\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06フラン\nLord Hector, se hai bisogno di qualsiasi cosa,\nbasta chiedere e mi precipiterò al tuo fianco.\nSarò veloce come un lampo!\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nTi ringrazio per la premura, ma non serve tutta\nquesta fretta. Non sei in gara con nessuno.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06フラン\nAnche tu hai un fratello, vero? Che resti tra\nnoi, ma secondo me i fratelli sanno essere fin\ntroppo apprensivi.\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAmmetto che mi assillava un po', ma lo faceva\nperché teneva a me. Era di una gentilezza senza\npari.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06フラン\nMi sento al sicuro quando combatti al mio\nfianco. Trasmetti qualcosa...\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSaranno l'armatura e l'ascia. Comunque, se ti\naiutano a stare meglio mi fa piacere.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\nGià. Quando ci sei tu, mi sembra che non possa\naccadermi nulla di brutto.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nSai, non sono diventato così forte solo per\nsconfiggere i nemici. L'ho fatto anche per\nproteggere i miei amici.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nC'è un legame tra di noi. Il mio bracciale era\naffidato al Firene di un altro Elyos.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nDavvero? Allora abbiamo molto più in comune\ndi quanto credessi!\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nÈ inutile che li nascondi dietro l'armatura. I tuoi\nmuscoli non passano inosservati a un occhio\nallenato.\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nBeh, non li stavo nascondendo... Ma devo dire\nche non ti sfugge nulla, principe Alfred.\nComplimenti.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nOrmai è da un po' che combattiamo fianco a\nfianco, eppure non riesco a mettere su dei\nmuscoli come i tuoi.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nUhm... Forse dipende dal metabolismo? Ma non\ntemere, il tuo fisico va bene così com'è.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nApprezzo il complimento, ma voglio diventare\npiù grosso per tenerti testa. Forza, alleniamoci!\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nCome vuoi! Conosco qualche esercizio che\npotrebbe fare al caso tuo.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nBoucheron, qualcosa non va? Perché piangi?\nÈ successo qualcosa di brutto?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nSob. No, niente. Non volevo farti preoccupare.\nStavo solo pensando a un libro triste che sto\nleggendo...\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nHo sentito dire che te la cavi bene a pesca.\nScommetto che tiri fuori dei bestioni con quelle\nbraccia che ti ritrovi.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nIn quanto a muscoli, non sei da meno. Anche tu\npotresti pescare dei pesci belli grossi.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nブシュロン\nConosco il principe Alfred da quando eravamo\nbambini. E tu hai mai avuto un legame così\nduraturo con qualcuno?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSì. Avevo un amico d'infanzia chiamato\nEliwood.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nNon sprecavamo troppo tempo in chiacchiere,\nci piaceva allenarci insieme. Come vorrei\nsfidarlo ancora...\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\nBeh, forse è presto, ma spero che un giorno\npotrai annoverare anche me tra i tuoi amici\npiù cari!\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nエーティエ\nIn quanto amante della forma fisica, non posso\ncerto ignorare dei muscoli come i tuoi. Ti va di\nscambiare due parole?\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nCon piacere. Ma non credo di avere niente da\ndire riguardo ai miei muscoli...\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nMi ricordi una mia amica. Era una sacerdotessa\npiuttosto energica.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nDici che te la ricordo... perché anche lei si\nallenava molto? Quale regime seguiva?\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0C\nエーティエ\nPosso allenarmi con te, Hector?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nOvvio. Ma... qualcosa non va? Sembri meno\nscoppiettante del solito.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nMi stavo arrovellando su cosa potrei fare per\nrisolvere questo conflitto. Speravo che un po' di\nmovimento mi schiarisse le idee.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nAh, tutto chiaro. Anche io cerco di fare sport\nquando mi sento frustrato. Vedrai che insieme\nci verrà in mente qualcosa!\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nLa tua forza ci è di grande aiuto, Hector.\nHai tempo di scambiare due chiacchiere?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nCerto. Mi piacerebbe conoscerti meglio, in\neffetti. Sei molto più gentile della Céline che\nconoscevo.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nDesidero la pace, eppure mi vedo costretta a\nusare la forza. Per quanto mi ripeta di essere\npronta, non riesco a farmene una ragione.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nPurtroppo, talvolta le battaglie sono un\npassaggio obbligato per raggiungere la salvezza.\nNon è una lezione facile da imparare.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nSo che hai un fratello maggiore anche tu.\nCom'è? Assomiglia ad Alfred?\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nBeh... non era così ossessionato dai muscoli\ncome lui, ma era altrettanto devoto al suo\npopolo, questo sì.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nScommetto che c'è molto altro. Sicuramente\nteneva a te dal profondo del cuore.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nPuò darsi. Ciò che è certo è che non si faceva\nproblemi a crearmi dei guai. Ma apprezzo le tue\nparole, non fraintendermi.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x06\x04ルイ\nHector! Avrei una domanda. Cosa pensi quando\nvedi due persone che ridono tra di loro?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nEh? In che senso? Penso che si stiano\ndivertendo. Ma perché me lo chiedi?\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nPerché mi fissi così? Volevi dirmi qualcosa?\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nAh, scusa. Stavo solo fantasticando su chi\nstarebbe bene accanto a te.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x06\x04ルイ\nTi ho sentito parlare di un tuo amico d'infanzia.\nCosa vi piaceva fare?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nImmagino ti riferisca a Eliwood. Eravamo\nsempre in viaggio e ci divertivamo ad affrontarci\nin duello.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nAh, guardare due amici che si affrontano... Che\nsublime incontro di forza fisica ed emotiva.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nNon so cosa ci trovi di sublime, ma devo dire\nche quelli erano bei tempi!\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06クロエ\nE così il tuo bracciale era in Firene, nel tuo\nmondo? Curioso. E hai mai incontrato il mio\nalter ego?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nSì. Era molto diversa da te, però. Pensa che\nmangiava solo dei cibi banali.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06クロエ\nOggi è il mio giorno fortunato! Guarda quante\nbelle polpettine ho comprato. E sono ripiene di\ninteriora di pesce! Gnam!\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nUrgh. Ma chi è che mangia questa roba?\nI firenesi di questo mondo sono proprio\nbizzarri...\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x08\x06クロエ\nSecondo te, se continuiamo a combattere,\nprima o poi tornerà la pace come nelle fiabe?\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nIl mondo è in subbuglio, ma non dobbiamo\nperdere la speranza che la situazione migliori.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nSe i tempi sembrano difficili, non ti resta che\naffidarti ai tuoi amici. Insieme riporterete la\npace, non temere.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nMi piace il tuo punto di vista. Continuerò a\ncombattere, con la certezza di avere tanti amici\naccanto, te compreso.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSei l'emblema Hector, eh? Basta guardarti per\ncapire che su di te si può fare affidamento.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nGrazie. E sappi che la mia ascia e la mia\narmatura non sono qui solo per bellezza!\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSai il fatto tuo, in battaglia. Non disdegnerei uno\nscontro amichevole, prima o poi.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nAnche tu te la cavi egregiamente. Mi ricordi\nun mio vecchio amico.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nPer quante battaglie abbia combattuto, continuo\na pormi la stessa domanda... Sarò mai all'altezza\ndi mio padre?\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0A\x08ヘクトル\nLo sei già. Ho visto come ti lanci in battaglia\nsenza indugio, e so che hai la stoffa di un vero\nre.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nGrazie, le tue parole mi sollevano. Ciò che più\nconta per me è usare il mio potere per la\nprosperità del mio regno.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nQuando vedo quanto ami il tuo regno,\nmi viene voglia di seguirti a testa bassa.\nAmmiro i tuoi ideali!\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08アンバー\nSei davvero mitico, Hector, ma la tua ascia lo è\nancora di più. Scommetto che è leggendaria!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nPerò, hai occhio! La mia ascia ha un passato\nda raccontare, anche se non è tutto rose e fiori.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nCi sai fare con gli animali. Io, al contrario, sono\nun disastro. Una volta un cavallo alato mi è\nfinito addosso!\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nChe cavallo alato? Oh, un pegaso! Mi piacciono\nmolto i pegasi. Anche se mi sono beccato\nparecchi calci.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nHai partecipato a un torneo di lotta, dico bene?\nScommetto che hai affrontato un avversario\npiù forte dell'altro!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08アンバー\nProprio così. Ho battuto un avversario dietro\nl'altro fino ad arrivare secondo. È così che sono\ndiventato l'attendente del principe Diamant!\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nMa perché ti interessa? Non sarà per caso che\nanche a te piacciono i tornei?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08ヘクトル\nEsatto! Nel mio mondo passavamo molto tempo\na combattere nell'arena. Che bei ricordi!\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nPer me è un onore combattere al tuo fianco,\nlord Hector. Farò di tutto per renderti\norgoglioso di me.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ヘクトル\nBando alla formalità, siamo alleati.\nRilassati un po'.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nHo il blocco dello scrittore. Mi potresti\nraccontare qualcosa del tuo mondo? Sono in\ncerca di ispirazione.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ヘクトル\nCome vuoi. Vediamo... Posso raccontarti del\nprimo duello amichevole con il mio amico\nEliwood!\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nSbaglio o hai vinto un torneo di lotta?\nCome hai fatto a sconfiggere tutti quei\nvalorosi guerrieri?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08ジェーデ\nIl mio forte è la difesa. Ho bloccato i loro\nattacchi e colto ogni occasione per restituire\ni colpi.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nOttima strategia. Anche io sono esperto di\ndifesa, grazie a questa armatura. Che ne diresti\ndi un duello?\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nAllenarmi con te... Mi piacerebbe, sì.\nSono pronta.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nPrincipe Alcryst? Sono Hector. Mi auguro\ndi poter combattere al tuo fianco!\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nQuesto entusiasmo nei confronti di uno così\npoco abile come me... non me lo aspettavo...\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nHai tempo per un duello? Ho proprio voglia\ndi agitare l'ascia.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nForse vi facevo pena, qui da solo. Lord Hector,\ncome fate a essere così magnanimo?\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08ヘクトル\x022\n\x0E\x03\x02\x0A\x08ヘクトル\nSei più abile di quanto tu creda. Dico davvero.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nÈ gentile da parte vostra. Ma non valgo nulla\nin confronto a mio fratello.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0A\x08ヘクトル\nTi capisco, sai? Anche io avevo un fratello\nmaggiore. Ma devi essere sempre consapevole\ndelle tue qualità.\x0E\x04\x00\x00
