MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nSono contento di essere il tuo compagno\nd'armi. Ho giurato a Lumera che ti avrei\nprotett\x0E\x0A\x00\x08\x02o\x02a a costo della vita.\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x0A\x08シグルド\nSvenire durante una conversazione? Potrebbe\nessere considerato inappropriato. Cerca di\nreggerti in piedi, Clanne!\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06クラン\nVorrei essere più forte per aiutare il Drago\nDivino. Hai qualche suggerimento, lord Sigurd?\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x0A\x08シグルド\nIl dovere di un cavaliere è proteggere la sua\ngente. Questa era la mia unica fonte di\nispirazione per il mio allenamento quotidiano.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x0A\x08シグルド\nTuttavia, la forza da sola non basta. Devi anche\navere compassione. Studiare il cuore degli altri.\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x08\x06クラン\nIl cuore... Mh, va bene. Grazie, lord Sigurd.\nRifletterò su quello che mi hai detto!\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nLumera mi aveva parlato bene di te. Diceva\nche eri venuta nel Somniel sotto sua richiesta.\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06フラン\nLa regina Lumera ti ha parlato di me?\nChe onore! Giuro che non deluderò né lei né te,\nlord Sigurd!\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06フラン\nUna volta decorai la camera dove riposava\nil Drago Divino. Era così bella! Ma Vander non\nla prese bene, diciamo.\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x0A\x08シグルド\nSono sicuro che avevi buone intenzioni.\nUn gesto così gentile è lodevole.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06フラン\nSto scrivendo ai miei genitori. Mi mancano\ntanto.\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x0A\x08シグルド\nIo non ho mai ricevuto lettere da mio figlio,\nma mi avrebbe fatto un immenso piacere.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\nOh, che triste. Magari potrei scriverti io ogni\ntanto, lord Sigurd?\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x0A\x08シグルド\nÈ molto gentile da parte tua, Framme.\nSarei contento di ricevere una lettera da te.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nHo fatto visita al Drago Divino tante di quelle\nvolte negli anni, che praticamente siamo\nimparentati ora!\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0A\x08シグルド\nStare accanto a qualcuno crea dei legami più\nforti anche di quelli di sangue. Davvero preziosi.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMia sorella diceva che ero troppo spericolato\nquando mi lanciavo in battaglia in difesa dei\nmiei amici. Tu cosa ne pensi?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nLa mia dice che sono un barbaro per lo stesso\nmotivo. Ma io mi faccio una bella corsa e non\nci penso più.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nMio padre morì durante un'epidemia quando\nero piccolo. Entrambi eravamo di salute\ncagionevole, fu un miracolo se sopravvissi.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0A\x08シグルド\nMi dispiace per tuo padre. Lasciare un figlio\npiccolo è terribile. So cosa si prova.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nMa questo mi ha spinto a diventare più forte!\nIl mio corpo è debole, ma la mia volontà\ndi migliorarlo è potente.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0A\x08シグルド\nAllora riuscirai a raggiungere la forza a cui\naspiri. Diventerai più forte di tuo padre!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nCombattiamo insieme per proteggere il popolo.\nIl nostro legame ci permetterà di cambiare\nil mondo.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\n"Legame" è una parola bella e forte. Non mi\ndispiace avere un emblema al mio fianco.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nブシュロン\nOh? Sono tornato al punto di partenza.\nMa come faccio a uscire di qui?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0A\x08シグルド\nMi stavo chiedendo se ti fossi perso. Vieni,\nti farò da guida. Avevo voglia di fare due\nchiacchiere con qualcuno.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nブシュロン\nÈ vero che hai un figlio, Sigurd? Scommetto\nche è un cavaliere valoroso.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0A\x08シグルド\nCerto, è diventato un glorioso cavaliere.\nAhimè, dopo la mia morte.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nOh! Io... non lo sapevo. Mi dispiace molto!\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0A\x08シグルド\nNon crucciarti. Il nostro legame è più forte\ndello spazio e del tempo. Lui è come me.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nエーティエ\nAh, Sigurd. Buongiorno. Si sta proprio bene\ndopo una bella corsa, eh?\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0A\x08シグルド\nAaah, ecco come fai ad avere un fisico così.\nIntendo... muscoloso, ecco.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nエーティエ\nTi piace il tè, Sigurd? Vuoi unirti a me?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0A\x08シグルド\nCome faccio a rifiutare il tuo invito? Non posso\nprendere il tè, ma mi godrò la tua compagnia.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nエーティエ\nTra tutti i miei fratelli, io ho ricevuto\nl'educazione più rigida. Credevo che i miei\ngenitori mi odiassero.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0A\x08シグルド\nAvevano grandi aspettative perché vedevano\nin te un grande potenziale. Ti hanno insegnato\nla disciplina, no?\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nBeh, mi hanno dato un corpo con cui correre\ne correre mi rilassa molto. Questo è sicuro.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0A\x08シグルド\nÈ nella natura dei genitori desiderare\ndi proteggere i propri figli... ma non sempre\nquesto è chiaro ai figli.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nÈ un onore parlare con te, emblema Sigurd.\nMi faresti compagnia per un tè?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0A\x08シグルド\nNe sarei lieto. Non posso bere, ma ascoltare\nle tue storie sarà un grande piacere.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nSono sicuro che tuo padre sarebbe orgoglioso\nse vedesse che nobile raffinata sei diventata.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nLavoro sodo per onorare la sua memoria.\nE anche dopo la guerra, il mio regno avrà\nbisogno di molte cure.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nFarei di tutto per il mio regno. Questo è il\ndovere di un membro della famiglia reale.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08シグルド\nUna principessa ha molti doveri. Sta a te\ndecidere a quali dare più importanza.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08シグルド\nAvvicinati al tuo popolo e ai suoi bisogni,\no potresti innescare un circolo vizioso di\nodio senza fine.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nGrazie per i consigli, Sigurd. La tua esperienza\nmi è di grande aiuto.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nGli altri ti apprezzano molto, vero? Vorrei\nimparare a essere gentile come te.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nMi piace prendermi cura degli altri e mi rende\nfelice vedere le persone interagire.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x06\x04ルイ\nHo imparato molte cose osservandoti, Sigurd.\nSpero di diventare un grande cavaliere come te.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x0A\x08シグルド\nI cavalieri devono combattere per proteggere\nla loro gente. Diamoci man forte in questo\ncompito.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x06\x04ルイ\nSapevi che un tempo mi guadagnavo da vivere\nvendendo il famoso succo d'uva e le caramelle\ndel mio villaggio?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x0A\x08シグルド\nAaah, il succo d'uva. Un tempo lo bevevo\nanch'io, condividendo i miei sogni in compagnia\ndegli amici più cari...\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nMi piacerebbe partecipare a una di queste feste.\nCi sono così tante cose che vorrei chiederti,\nser Sigurd.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x0A\x08シグルド\nSarebbe bello rivivere un po' i vecchi tempi.\nGrazie, Louis.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06クロエ\nNon vedo l'ora di combattere con te, ser Sigurd.\nSembri un cavaliere uscito da una fiaba!\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0A\x08シグルド\nNon sono l'eroe di un libro. Solo un uomo\nche combatte per il popolo. Una causa in cui\nentrambi crediamo.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06クロエ\nSigurd, guarda! Ho trovato un cibo davvero\nparticolare: del pesce fermentato ed essiccato!\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0A\x08シグルド\nL'odore è... molto pungente. Ma si mangia?\nForse sono dei gusti che si acquisiscono col\ntempo.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x08\x06クロエ\nFai delle pause ogni tanto, Sigurd?\nAnche gli emblemi devono riposare... credo.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x0A\x08シグルド\nMmmh. L'ultima volta che mi sono goduto\nun momento di pace fu quando rimasi per\nun anno in Silesse.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nAllora è passato davvero moltissimo tempo.\nPerché non appoggi la testa sulla mia spalla?\nDicono sia un ottimo cuscino!\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x0A\x08シグルド\nA causa del mio un corpo immateriale, sono\ncostretto a rifiutare. Ma forse potrei raccontarti\nuna storia.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nConsidero un onore combattere al tuo fianco,\nSigurd. Si dice tu sia un eroe che ha superato\ngrandi avversità.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0A\x08シグルド\nÈ vero, ma i miei amici mi hanno aiutato molto.\nAnche loro sono degli eroi.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSigurd... La magia mi dà molti problemi.\nDa bambino ebbi una terribile esperienza\ncon l'incantesimo Fuoco.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0A\x08シグルド\nChe coincidenza. Anche io ho dei brutti ricordi\nlegati al fuoco... Non dimenticherò mai quel\ngiorno angosciante.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSpero che quando la guerra sarà finita verrai\ncon noi in Brodia, Sigurd. Ho molto da imparare\nda te.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0A\x08シグルド\nUn complimento del genere da un uomo del\ntuo valore mi onora... Tuttavia, spetta al\nDrago Divino decidere.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0A\x08シグルド\nCiò che conta è che ora abbiamo un legame\nforte. La lontananza non potrà spezzarlo.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nBen detto, Sigurd. Con il tuo aiuto, combatterò\nquesta guerra fino alla fine.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08アンバー\nSei un sacro cavaliere, giusto? Wow, mi sembra\nincredibile poter parlare con te!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08シグルド\nIl tuo entusiasmo mi commuove, Amber.\nMa ora siamo amici. Puoi rilassarti con me.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nMi hanno detto che la tua famiglia ha una\nfattoria. Devi aver lavorato sodo per diventare\ncavaliere.\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nUn po'! Ho dovuto fare molto esercizio per\nimparare ad andare a cavallo. Avrei preferito\ngli alpaca... ma sono troppo piccoli!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nCaddi in battaglia senza realizzare i miei sogni...\nPer fortuna, mio figlio continuò quello che\navevo iniziato.\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08アンバー\nWow... cercherò di combattere bene come tuo\nfiglio. Voglio diventare l'eroe del villaggio\ndegli alpaca!\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08シグルド\nAhah! Dev'essere meraviglioso poter vedere\nil proprio figlio diventare un eroe. Segui le tue\npassioni, Amber.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nLo farò! Ho molto da imparare da te, Sigurd.\nSpero che mi starai vicino.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nTerrò fede al mio onore quando me lo chiederai,\nSigurd. Quando avrai bisogno di un muro di\nferro, io ci sarò.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08シグルド\nGrazie, Jade. Uniamoci per difendere i nostri\nalleati alla maniera dei veri cavalieri.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nChi ha messo qui quest'armatura?\nAh! Jade, sei tu! Non ti avevo riconosciuta.\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nScusa, Sigurd. Stavo meditando. Eheh.\nLa tua reazione mi fa ridere.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nSigurd? Ti dispiacerebbe se scrivessi la storia\ndella tua vita? Vorrei raccontare le tue\navventure.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08シグルド\nVorresti mettermi in un racconto? Ci sono\nmilioni di storie più allegre della mia...\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nForse è vero... ma io voglio scrivere la tua.\nCon il tuo permesso, s'intende.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08シグルド\nVa bene. Dovremo trascorrere molto tempo\ninsieme, se vuoi che ti racconti tutto.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0C\nスタルーク\nAh! Perdonatemi, lord Sigurd! Volevo solo\nsalutarvi, ma non sono degno del vostro\ntempo e tuttavia...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0A\x08シグルド\nNon farti scrupolo, Alcryst. Sono solo un alleato\ndel Drago Divino, proprio come te.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nForse non te ne sei reso conto, Alcryst, ma tu\npiaci alla gente. È merito della tua gentilezza.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nOh... non merito le vostre lodi. G-Grazie infinite,\nlord Sigurd... È un onore.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0E\x08シグルド\x022\n\x0E\x03\x02\x0A\x08シグルド\nHai un talento naturale per scovare le qualità\nmigliori delle persone. Spero che tu lo sappia.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nNon credo di essere particolarmente bravo...\nÈ solo che gli altri sono tutti migliori di me.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0A\x08シグルド\nMa figurati! Spero che un giorno riuscirai a\nnotare i punti di forza che tu stesso puoi\nvantare, Alcryst.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nGrazie, lord Sigurd. Non garantisco che ci\nriuscirò, ma... ci proverò.\x0E\x04\x00\x00
