MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエーティエ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nBella giornata, eh?\x0E\x04\x00\x00
MID_RELIANCE_B_#012	\x0E\x03\x02\x0C\nエーティエ\nDurante la mia ricerca ho intervistato molti\npesi massimi.\x0E\x04\x00\x00
MID_RELIANCE_B_#013	\x0E\x03\x02\x0C\nエーティエ\nE ho scoperto i loro cibi preferiti, così da poterli\nmischiare assieme in un unico intruglio.\x0E\x04\x00\x00
MID_RELIANCE_B_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nTutti assieme?\x0E\x04\x00\x00
MID_RELIANCE_B_#015	\x0E\x03\x02\x0C\nエーティエ\nBeh, tutti i cibi e anche alcune cosette in\naggiunta.\x0E\x04\x00\x00
MID_RELIANCE_B_#016	\x0E\x03\x02\x0E\x0Cアルフレッド\nE alla fine com'è venuto il sapore?\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x0C\nエーティエ\nNon lo so, non l'ho assaggiato.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x0E\x0Cアルフレッド\nDa non crederci.\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0E\x0Cアルフレッド\nVolevi che fossi io ad assaggiarlo per primo.\nSono commosso, Etie.\x0E\x04\x00\x00
MID_RELIANCE_B_#020	\x0E\x03\x02\x0C\nエーティエ\nFa parte del mio lavoro.\x0E\x04\x00\x00
MID_RELIANCE_B_#021	\x0E\x03\x02\x0E\x0Cアルフレッド\nMi vergogno di avere espresso dubbi sull'odore\ne sul gusto.\x0E\x04\x00\x00
MID_RELIANCE_B_#022	\x0E\x03\x02\x0E\x0Cアルフレッド\nSappi che ti sono davvero grato, Etie.\x0E\x04\x00\x00
MID_RELIANCE_B_#023	\x0E\x03\x02\x0E\x0Cアルフレッド\nBeviamo! Alla forza bruta!\x0E\x04\x00\x00
MID_RELIANCE_B_#024	\x0E\x03\x02\x0C\nエーティエ\nAlla forza bruta!\x0E\x04\x00\x00
MID_RELIANCE_B_#025	\x0E\x03\x02\x0E\x0Cアルフレッド\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#026	\x0E\x03\x02\x0E\x0Cアルフレッド\nAhhh.\x0E\x04\x00\x00
MID_RELIANCE_B_#027	\x0E\x03\x02\x0C\nエーティエ\nAllora? Che ve ne pare?\x0E\x04\x00\x00
MID_RELIANCE_B_#028	\x0E\x03\x02\x0E\x0Cアルフレッド\nUna cosa è certa.\x0E\x04\x00\x00
MID_RELIANCE_B_#029	\x0E\x03\x02\x0E\x0Cアルフレッド\nNon è adatto a stomaci umani.\x0E\x04\x00\x00
MID_RELIANCE_B_#030	\x0E\x03\x02\x0C\nエーティエ\nCome temevo...\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエーティエ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nBuongiorno, Etie! Hai qualche idea per il nostro\nallenamento mattutino?\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x0C\nエーティエ\nUna corsetta?\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nOttimo. E se facessimo una gara?\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0C\nエーティエ\nNo. Preferirei correre vicini, in modo da potervi\ndifendere meglio.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x0E\x0Cアルフレッド\nCapisco. Oh, guarda.\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x0C\nエーティエ\nQualcosa non va?\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0E\x0Cアルフレッド\nNo, niente. Ho solo notato quei bei fiori.\nFermiamoci un attimo.\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x0C\nエーティエ\nCome volete.\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0E\x0Cアルフレッド\nQuando vedo dei bei fiori sai a cosa penso?\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x0E\x0Cアルフレッド\nMi torni in mente tu con le braccia colme di\nfiori colorati come questi.\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x0C\nエーティエ\nIl mio villaggio è famoso per questi fiori. Ne\nportavo sempre al castello, quando venivo.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0E\x0Cアルフレッド\nMi ricordo. Mia madre e le dame andavano\nmatte per quei fiori.\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x0C\nエーティエ\nBene, me ne rallegro.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x0E\x0Cアルフレッド\nA proposito di mia madre, vuoi sapere l'ultima?\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0E\x0Cアルフレッド\nHa sempre sostenuto che tu potessi diventare\nla mia regina.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0C\nエーティエ\nNon direte sul serio? Mi giunge nuova.\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x0C\nエーティエ\nQuesto spiega un sacco di cose.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0C\nエーティエ\nOra capisco perché sono stata assegnata a voi e\nnon alla principessa Céline, che è mia amica\nd'infanzia.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x0C\nエーティエ\nMe lo sono sempre domandato. Immagino che\nquesta sia la risposta.\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0E\x0Cアルフレッド\nNon deve essere stato piacevole per te.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x0C\nエーティエ\nNon siate ridicolo. Sono orgogliosa di lavorare\nper voi, principe Alfred.\x0E\x04\x00\x00
MID_RELIANCE_A_#022	\x0E\x03\x02\x0C\nエーティエ\nCerto non riesco proprio a immaginarmi nei\npanni di una regina.\x0E\x04\x00\x00
MID_RELIANCE_A_#023	\x0E\x03\x02\x0C\nエーティエ\nLa regina Etie...\x0E\x04\x00\x00
MID_RELIANCE_A_#024	\x0E\x03\x02\x0E\x0Cアルフレッド\nUhmmm.\x0E\x04\x00\x00
MID_RELIANCE_A_#025	\x0E\x03\x02\x0C\nエーティエ\nAhahah!\x0E\x04\x00\x00
MID_RELIANCE_A_#026	\x0E\x03\x02\x0E\x0Cアルフレッド\nAhah!\x0E\x04\x00\x00
MID_RELIANCE_A_#027	\x0E\x03\x02\x0C\nエーティエ\nChiedo scusa alla regina Ève, ma tutto questo\nè troppo per la mia immaginazione.\x0E\x04\x00\x00
MID_RELIANCE_A_#028	\x0E\x03\x02\x0E\x0Cアルフレッド\nIdem. Se provo a immaginarci in una situazione\ndiversa da questa, mi si blocca il cervello.\x0E\x04\x00\x00
MID_RELIANCE_A_#029	\x0E\x03\x02\x0C\nエーティエ\nCapisco perfettamente.\x0E\x04\x00\x00
MID_RELIANCE_A_#030	\x0E\x03\x02\x0C\nエーティエ\nIl nostro legame è troppo forte per diventare\nqualcosa di diverso.\x0E\x04\x00\x00
MID_RELIANCE_A_#031	\x0E\x03\x02\x0E\x0Cアルフレッド\nA parte compagni di allenamento. Non\ndimentichiamolo.\x0E\x04\x00\x00
MID_RELIANCE_A_#032	\x0E\x03\x02\x0C\nエーティエ\nEheh. Questo sempre, principe Alfred.\x0E\x04\x00\x00
MID_RELIANCE_A_#033	\x0E\x03\x02\x0C\nエーティエ\nBeh, non riprendiamo a correre?\nNon riesco a stare ferma.\x0E\x04\x00\x00
MID_RELIANCE_A_#034	\x0E\x03\x02\x0E\x0Cアルフレッド\nTi seguo, Etie. Ogni allenamento con te\nè un dono prezioso.\x0E\x04\x00\x00
MID_RELIANCE_A_#035	\x0E\x03\x02\x0E\x0Cアルフレッド\nAlla forza bruta! E alla pace.\x0E\x04\x00\x00
MID_RELIANCE_A_#036	\x0E\x03\x02\x0C\nエーティエ\nE alla vostra felicità, principe Alfred.\x0E\x04\x00\x00
