MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nCon l'emblema Corrin tra noi, tutti gli anelli\ndei vari regni sono stati recuperati.\x0E\x04\x02\x00
MID_OP1_#014	Sono in netto vantaggio, con sette emblemi\ncontro i nostri cinque.\x0E\x04\x00\x00
MID_OP1_#015	\x0E\x03\x02\x0A\x08リュール\nLa cosa che mi preoccupa di più è che ci\npossano rubare altri anelli.\x0E\x04\x00\x00
MID_OP1_#016	\x0E\x03\x02\x0A\x08アイビー\nSe succedesse, potremmo dire addio a ogni\nsperanza di sconfiggere il Drago Maligno.\x0E\x04\x00\x00
MID_OP1_#017	\x0E\x03\x02\x0A\x08リュール\nMa d'altra parte, più aspettiamo, più è\nprobabile che siano loro a prendere l'iniziativa.\x0E\x04\x00\x00
MID_OP1_#018	\x0E\x03\x02\x0E\x0Cディアマンド\nDovremmo essere noi ad attaccare per primi.\nÈ meglio non trovarsi dalla parte sbagliata\ndi un'imboscata.\x0E\x04\x00\x00
MID_OP1_#019	\x0E\x03\x01\x0A\x08アイビー\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x02\x0E\x0Cアルフレッド\nMa non siamo pronti a passare all'attacco.\nChe decisione difficile, eh?\x0E\x04\x00\x00
MID_OP1_#020	\x0E\x03\x01\x0E\x0Cアルフレッド\n\x0E\x03\x00\x10\nヴァンドレ\x021\n\x0E\x03\x02\x0C\nヴァンドレ\nScusate l'interruzione.\x0E\x04\x00\x00
MID_OP1_#021	\x0E\x03\x02\x0A\x08リュール\nVander... che c'è?\x0E\x04\x00\x00
MID_OP1_#022	\x0E\x03\x02\x0C\nヴァンドレ\nCi è giunta notizia dal Solm di un certo numero\ndi navi da guerra avvistate all'orizzonte.\x0E\x04\x02\x00
MID_OP1_#023	A giudicare dagli stemmi sulle vele, pare si\ntratti di vascelli elusiani.\x0E\x04\x00\x00
MID_OP1_#024	\x0E\x03\x02\x0A\x08リュール\nAttaccano di nuovo il Solm?\x0E\x04\x00\x00
MID_OP1_#025	\x0E\x03\x02\x0C\nヴァンドレ\nA dire il vero, la flotta è diretta verso il Firene.\x0E\x04\x00\x00
MID_OP1_#026	\x0E\x03\x01\x0C\nヴァンドレ\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x02\x0E\x0Cアルフレッド\nIl mio regno...\x0E\x04\x00\x00
MID_OP1_#027	\x0E\x03\x02\x0A\x08リュール\nFaremo meglio a controllare di persona.\x0E\x04\x00\x00
MID_OP1_#028	\x0E\x03\x02\x0C\nミスティラ\nAndiamo alla Costa Celestina. È vicina al confine\ne si vede chiaramente il mare.\x0E\x04\x00\x00
MID_OP2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06マロン\x021\n\x0E\x03\x00\x0C\x06モーヴ\x022\n\x0E\x03\x02\x08\x06マロン\nEheh... andiamo a gonfie vele! Di questo passo\nsaremo i primi ad arrivare in Firene.\x0E\x04\x00\x00
MID_OP2_#002	\x0E\x03\x02\x08\x06モーヴ\nSembra di sì.\x0E\x04\x00\x00
MID_OP2_#003	\x0E\x03\x02\x08\x06マロン\nChissà perché Zephia ci ha chiesto di andare\navanti... Gli ordini sono di uccidere chiunque\nincontriamo, vero?\x0E\x04\x02\x00
MID_OP2_#004	Con questo vantaggio, pensa a quante teste\nfaremo cadere! Saremo degli eroi!\x0E\x04\x02\x00
MID_OP2_#005	Si vede che Zephia ha un debole per noi.\nNon lo pensi anche tu, Mauvier?\x0E\x04\x00\x00
MID_OP2_#006	\x0E\x03\x02\x08\x06モーヴ\nNon mi importa, a dire il vero. Penso solo a\nseguire gli ordini.\x0E\x04\x00\x00
MID_OP2_#007	\x0E\x03\x02\x08\x06マロン\nUff... vedi, è per questo che non ti sopporto!\nNon mi fai mai i complimenti e non sai divertirti!\x0E\x04\x02\x00
MID_OP2_#008	E io che pensavo che Griss fosse il peggiore!\nAlmeno lui non è il più noioso del mondo...\x0E\x04\x00\x00
MID_OP2_#009	\x0E\x03\x02\x08\x06モーヴ\n...\x0E\x04\x00\x00
MID_OP2_#010	\x0E\x03\x00("M016_イルシオン兵_パラディン\x023\n\x0E\x03\x02$"M016_イルシオン兵_パラディン\nLady Marni. Ser Mauvier.\x0E\x04\x00\x00
MID_OP2_#011	\x0E\x03\x02\x08\x06マロン\nHai qualcosa per noi?\x0E\x04\x00\x00
MID_OP2_#012	\x0E\x03\x02$"M016_イルシオン兵_パラディン\nDue soldati elusiani hanno disertato.\x0E\x04\x00\x00
MID_OP2_#013	\x0E\x03\x02\x08\x06モーヴ\nUhm... forse non erano d'accordo con la nostra\nstrategia.\x0E\x04\x00\x00
MID_OP2_#014	\x0E\x03\x02\x08\x06マロン\nChi se ne importa, lasciamoli perdere.\nPrima o poi li riprenderemo e avranno\nla punizione che meritano.\x0E\x04\x00\x00
MID_OP2_#015	\x0E\x03\x02$"M016_イルシオン兵_パラディン\nPerò... ecco... hanno preso un anello\ndell'emblema.\x0E\x04\x00\x00
MID_OP2_#016	\x0E\x03\x02\x08\x06マロン\nCosa?!\x0E\x04\x00\x00
MID_OP2_#017	\x0E\x03\x02\x08\x06モーヴ\nSpiegati meglio.\x0E\x04\x00\x00
MID_OP2_#018	\x0E\x03\x02$"M016_イルシオン兵_パラディン\nPer precauzione, abbiamo distribuito gli anelli\nin modo da averne uno per nave.\x0E\x04\x02\x00
MID_OP2_#019	Questi due soldati hanno attaccato la guardia\ndi turno e hanno rubato l'anello dei Gemelli\nAzzurri.\x0E\x04\x02\x00
MID_OP2_#020	Ci sono già delle navi all'inseguimento.\x0E\x04\x00\x00
MID_OP2_#021	\x0E\x03\x02\x08\x06モーヴ\nAndiamo anche noi. Dobbiamo assicurarci che\nl'anello venga recuperato a ogni costo.\x0E\x04\x02\x00
MID_OP2_#022	Quali sono i nomi di questi due soldati?\x0E\x04\x00\x00
MID_OP2_#023	\x0E\x03\x02$"M016_イルシオン兵_パラディン\nRosado e Goldmary.\x0E\x04\x00\x00
MID_OP2_#024	\x0E\x03\x02\x08\x06マロン\nGli attendenti della principessa Hortensia?\nMi sembrava che si stessero comportando bene\nultimamente.\x0E\x04\x00\x00
MID_OP2_#025	\x0E\x03\x02\x08\x06モーヴ\nNon più, a quanto pare. Almeno sappiamo da\nche parte sono andati?\x0E\x04\x00\x00
MID_OP2_#026	\x0E\x03\x02$"M016_イルシオン兵_パラディン\nVerso il Solm, in sella a una viverna.\x0E\x04\x00\x00
MID_OP2_#027	\x0E\x03\x02\x08\x06マロン\nTutto chiaro! Fate girare questa nave, alla\ncosta del Solm!\x0E\x04\x02\x00
MID_OP2_#028	Uffa! E pensare che eravamo pure in vantaggio!\nQuei due me la pagheranno.\x0E\x04\x02\x00
MID_OP3_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x00\x0E\x08ロサード\x022\n\x0E\x03\x02\x0A\x08ロサード\nQui in Solm dovremmo essere al sicuro.\x0E\x04\x00\x00
MID_OP3_#002	\x0E\x03\x02\x0E\x0Cゴルドマリー\nForse dovremmo riposarci un po'? La tua\nviverna ha sicuramente bisogno di una pausa.\x0E\x04\x00\x00
MID_OP3_#003	\x0E\x03\x02\x0A\x08ロサード\nBuona idea. Riprendiamo il fiato e poi andiamo\na cercare Hortensia.\x0E\x04\x02\x00
MID_OP3_#004	Dobbiamo darle a tutti i costi l'anello dei\nGemelli Azzurri.\x0E\x04\x00\x00
MID_OP3_#005	\x0E\x03\x02\x0E\x0Cゴルドマリー\nSì.\x0E\x04\x00\x00
MID_OP4_#001	\x0E\x02\x02\x00\n\x0E\x03\x00.(M016_イルシオン兵_ランスファイター\x021\n\x0E\x03\x02*(M016_イルシオン兵_ランスファイター\nAh-ha! Eccoli là!\x0E\x04\x00\x00
MID_OP4_#002	\x0E\x03\x00,&M016_イルシオン兵_ソードペガサス\x023\n\x0E\x03\x02(&M016_イルシオン兵_ソードペガサス\nAndiamo a prenderli!\x0E\x04\x00\x00
MID_OP4_#003	\x0E\x03\x01*(M016_イルシオン兵_ランスファイター\n\x0E\x03\x01(&M016_イルシオン兵_ソードペガサス\n\x0E\x03\x00\x12\x0Cゴルドマリー\x024\n\x0E\x03\x00\x0E\x08ロサード\x022\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nUn attimo di riposo era chiedere troppo?\x0E\x04\x00\x00
MID_OP4_#004	\x0E\x03\x02\x0A\x08ロサード\nFiliamocela e alla svelta, Goldmary!\x0E\x04\x00\x00
MID_OP5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08リュール\x02t\n\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\nQuella è una flotta elusiana, e sembra proprio\ndiretta verso il Firene.\x0E\x04\x02\x00
MID_OP5_#002	\x0E\x05\x01\x18\x08リュール\x0CStrike\nDobbiamo arrivare prima di loro.\x0E\x04\x00\x00
MID_OP5_#003	\x0E\x03\x00\x10\nミスティラ\x02b\n\x0E\x05\x01\x18\nミスティラ\nAngry\n\x0E\x03\x02\x0C\nミスティラ\nHai ragione, ma guarda bene. Ci sono soldati\nelusiani sulla spiaggia.\x0E\x04\x02\x00
MID_OP5_#004	Vogliono attaccare di nuovo, eh?\nGli darò il buon vecchio benvenuto solmico...\x0E\x04\x00\x00
MID_OP5_#005	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nPerò non sembrano abbastanza truppe per\nuna vera invasione... Sembra più una spedizione\ndi ricerca.\x0E\x04\x00\x00
MID_OP5_#006	\x0E\x05\x01\x1E\nミスティラ\x10Surprise\n\x0E\x03\x02\x0C\nミスティラ\nDrago Divino! Una viverna sta venendo verso\ndi noi!\x0E\x04\x00\x00
MID_OP5_#007	\x0E\x05\x01\x18\x08リュール\x0CStrike\n\x0E\x03\x02\x0A\x08リュール\nDevono averci scoperti! Tenetevi pronti!\x0E\x04\x00\x00
MID_OP5_#008	\x0E\x03\x01\x0C\nミスティラ\n\x0E\x03\x00\x12\x0Cオルテンシア\x02b\n\x0E\x05\x01 \x0Cオルテンシア\x10Surprise\n\x0E\x03\x02\x0E\x0Cオルテンシア\nMa quelli sono... Rosado? Goldmary?\x0E\x04\x00\x00
MID_OP5_#009	\x0E\x05\x01\x1C\x08リュール\x10Surprise\n\x0E\x03\x02\x0A\x08リュール\n...\x0E\x04\x00\x00
MID_OP6_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x02\x0A\x08ロサード\nHortensia!\x0E\x04\x00\x00
MID_OP6_#002	\x0E\x03\x01\x0A\x08ロサード\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nNon siete ferita, vero? Ero così preoccupata...\x0E\x04\x00\x00
MID_OP6_#003	\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nIo ero ancora più preoccupata!\nSono così contenta che siate vivi!\x0E\x04\x00\x00
MID_OP6_#004	\x0E\x03\x01\x0E\x0Cオルテンシア\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nSono content\x0E\x0A\x00\x08\x02o\x02a di vederti riunita con i tuoi\nattendenti.\x0E\x04\x00\x00
MID_OP6_#005	\x0E\x03\x01\x0E\x0Cゴルドマリー\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x02\x0A\x08ロサード\nAttenzione, è il Drago Divino!\x0E\x04\x00\x00
MID_OP6_#006	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nMetti via quell'arma, Rosado!\x0E\x04\x02\x00
MID_OP6_#007	Sono dalla sua parte adesso, anche mia sorella.\x0E\x04\x00\x00
MID_OP6_#008	\x0E\x03\x01\x0A\x08ロサード\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nAnche la principessa Ivy?\x0E\x04\x00\x00
MID_OP6_#009	\x0E\x03\x01\x0E\x0Cゴルドマリー\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x02\x0A\x08ロサード\nPsss... Se ti stanno obbligando con la forza,\nsbatti le palpebre tre volte.\x0E\x04\x00\x00
MID_OP6_#010	\x0E\x03\x02\x0E\x0Cオルテンシア\nTi assicuro che non è così. Mi sono unita a \x0E\x0A\x00\x10\x06lui\x06lei\ndi mia spontanea volontà.\x0E\x04\x02\x00
MID_OP6_#011	L'ho fatto per l'Elusia. Ora la domanda è: come\nmiei attendenti e amici, vi unirete anche voi?\x0E\x04\x00\x00
MID_OP6_#012	\x0E\x03\x02\x0A\x08ロサード\nCerto, se è quello che vuoi, è anche quello che\nvoglio io.\x0E\x04\x00\x00
MID_OP6_#013	\x0E\x03\x01\x0A\x08ロサード\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nVi difenderò con tutta me stessa, da qualsiasi\nparte stiate.\x0E\x04\x00\x00
MID_OP6_#014	\x0E\x03\x02\x0E\x0Cオルテンシア\nSapevo di potermi fidare di voi.\x0E\x04\x00\x00
MID_OP6_#015	\x0E\x03\x01\x0E\x0Cゴルドマリー\n\x0E\x03\x01\x0E\x0Cオルテンシア\n\x0E\x03\x00\x0E\x08ロサード\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08ロサード\nDrago Divino, scusate se ho rivolto la mia arma\ncontro di voi. Ecco, tenete.\x0E\x04\x00\x00
MID_OP6_#016	\x0E\x03\x02\x0A\x08リュール\nMa è...\x0E\x04\x00\x00
MID_OP6_#017	\x0E\x03\x02\x0A\x08ロサード\nL'anello dei Gemelli Azzurri. L'abbiamo rubato\ndalla nave su cui eravamo.\x0E\x04\x00\x00
MID_OP6_#018	\x0E\x03\x02\x0A\x08リュール\nGrazie.\x0E\x04\x00\x00
MID_OP6_#019	\x0E\x03\x01\x0A\x08リュール\n\x0E\x03\x00\x12\x0Cオルテンシア\x022\n\x0E\x03\x02\x0E\x0Cオルテンシア\nOttimo lavoro!\x0E\x04\x00\x00
MID_OP6_#020	\x0E\x03\x01\x0A\x08ロサード\n\x0E\x03\x00\x12\x0Cゴルドマリー\x021\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nEheh... spero che non siate tutti accecati dalla\nmia grandiosità.\x0E\x04\x00\x00
MID_OP6_#021	\x0E\x03\x01\x0E\x0Cオルテンシア\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nQuesto è proprio ciò di cui avevamo bisogno.\x0E\x04\x02\x00
MID_OP6_#022	Riporta la calma, emblema della Sacralità!\x0E\x04\x00\x00
MID_OP7_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x10\nエイリーク\x02t\n\x0E\x05\x01\x18\nエイリーク\nSmile\n\x0E\x03\x02\x0C\nエイリーク\nFinalmente sono tornata dalla vostra parte.\nIl mio nome è Erika.\x0E\x04\x02\x00
MID_OP7_#002	\x0E\x05\x01\x1A\nエイリーク\x0CNormal\nBrandisco la mia spada nella speranza di\nportare una pace duratura in questo mondo.\x0E\x04\x00\x00
MID_OP7_#003	\x0E\x03\x00\x0E\x08リュール\x02b\n\x0E\x05\x01\x16\x08リュール\nSmile\n\x0E\x03\x02\x0A\x08リュール\nSo che possiamo contare su di te, Erika.\x0E\x04\x02\x00
MID_OP7_#004	\x0E\x05\x01\x18\x08リュール\x0CNormal\nA chi di voi due dovrei dare l'anello?\nL'abbiamo recuperato grazie a entrambi.\x0E\x04\x00\x00
MID_OP7_#005	\x0E\x03\x01\x0C\nエイリーク\n\x0E\x03\x00\x12\x0Cゴルドマリー\x02t\n\x0E\x05\x01\x1A\x0Cゴルドマリー\nSmile\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nDatelo a Rosado, naturalmente.\x0E\x04\x02\x00
MID_OP7_#006	Senza di lui e la sua viverna non saremmo mai\npotuti scappare.\x0E\x04\x00\x00
MID_OP7_#007	\x0E\x03\x01\x0E\x0Cゴルドマリー\n\x0E\x03\x00\x0E\x08ロサード\x02t\n\x0E\x05\x01\x12\x08ロサード\x06Shy\n\x0E\x03\x02\x0A\x08ロサード\nEhi, ma anche tu sei stata indispensabile!\nPerò non abbiamo tempo di discutere, vero?\x0E\x04\x02\x00
MID_OP7_#008	\x0E\x05\x01\x16\x08ロサード\nAngry\nDatemi pure l'anello e prometto di farne buon\nuso.\x0E\x04\x00\x00
MID_OP7_#009	\x0E\x05\x01\x16\x08リュール\nAngry\n\x0E\x03\x02\x0A\x08リュール\nÈ deciso. Ecco a te, Rosado.\x0E\x04\x00\x00
MID_EV1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_マロン\x02b\n\x0E\x05\x01\x1E\x10M016_マロン\nAngry\n\x0E\x03\x02\x12\x10M016_マロン\nFinalmente! È qui che sono scappati quei\ndue ladri, eh?\x0E\x04\x00\x00
MID_EV1_#002	\x0E\x03\x00\x16\x10M016_モーヴ\x02t\n\x0E\x05\x01\x1E\x10M016_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M016_モーヴ\nSembra proprio di sì. Andiamo a prenderli.\x0E\x04\x00\x00
MID_EV2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x12\x0Cゴルドマリー\x02t\n\x0E\x05\x01\x16\x0Cゴルドマリー\x06Sad\n\x0E\x03\x02\x0E\x0Cゴルドマリー\nUn attimo fa era tutto asciutto qui e adesso\nmi ritrovo con i piedi nell'acqua.\x0E\x04\x02\x00
MID_EV2_#002	La marea sale e scende senza preavviso.\x0E\x04\x02\x00
MID_EV2_#003	Cercate di tenermi all'asciutto, vi prego.\nNon è facile muoversi nell'acqua.\x0E\x04\x00\x00
MID_EV3_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x0E\x08ロサード\x02t\n\x0E\x05\x01\x14\x08ロサード\x08Pain\n\x0E\x03\x02\x0A\x08ロサード\nNoi siamo sicuramente più carini, ma loro...\nfanno decisamente più paura...\x0E\x04\x00\x00
MID_EV3_#002	\x0E\x03\x00\x10\nエイリーク\x02b\n\x0E\x05\x01\x18\nエイリーク\nAngry\n\x0E\x03\x02\x0C\nエイリーク\nNon temere, Rosado. Con i miei poteri, potrai\nfarti strada tra le difese nemiche.\x0E\x04\x02\x00
MID_EV3_#003	\x0E\x05\x01\x18\nエイリーク\nRelax\nE puoi anche fare affidamento sulle abilità\ndi mio fratello, se vuoi.\x0E\x04\x00\x00
MID_EV4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x1C\x16M016_村人おばさん\x02t\n\x0E\x05\x01*\x16M016_村人おばさん\x10Surprise\n\x0E\x03\x02\x18\x16M016_村人おばさん\nHo visto quelle truppe sulla spiaggia. State\nattenti, mi raccomando. E prendete questo.\x0E\x04\x00\x00
MID_BT1_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_マロン\x02b\n\x0E\x05\x01$\x10M016_マロン\x10Surprise\n\x0E\x03\x02\x12\x10M016_マロン\nEh? Non dovevamo acchiappare solo due ladri\nfuggitivi? Chi sono tutti quelli?\x0E\x04\x00\x00
MID_BT2_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_マロン\x02b\n\x0E\x05\x01\x1E\x10M016_マロン\nAngry\n\x0E\x03\x02\x12\x10M016_マロン\nAhaha, in trappola! Vuoi sapere che cosa faccio\ncon i traditori come te?\x0E\x04\x00\x00
MID_BT4_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_マロン\x02b\n\x0E\x05\x01\x1C\x10M016_マロン\x08Pain\n\x0E\x03\x02\x12\x10M016_マロン\nE va bene, per questa volta siamo pari.\nMa la prossima... la prossima vi ammazzo tutti.\x0E\x04\x00\x00
MID_BT5_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M016_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M016_モーヴ\nUhm... avrei dovuto immaginare che gli\nattendenti di Hortensia si sarebbero rivolti\nalla vostra armata...\x0E\x04\x00\x00
MID_BT6_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_モーヴ\x02b\n\x0E\x05\x01\x1E\x10M016_モーヴ\nAngry\n\x0E\x03\x02\x12\x10M016_モーヴ\nNessuna pietà per i ribelli.\x0E\x04\x00\x00
MID_BT8_#001	\x0E\x02\x01\x00\n\x0E\x03\x00\x16\x10M016_モーヴ\x02b\n\x0E\x05\x01\x1C\x10M016_モーヴ\x08Pain\n\x0E\x03\x02\x12\x10M016_モーヴ\nPer ora mi ritiro, ma ci rivedremo di nuovo.\x0E\x04\x00\x00
MID_ED1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0E\x08リュール\x022\n\x0E\x03\x02\x0A\x08リュール\nI soldati elusiani sono fuggiti. E anche Marni\ne Mauvier.\x0E\x04\x02\x00
MID_ED1_#002	Finalmente possiamo andare in Firene.\x0E\x04\x00\x00
MID_ED1_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nSì, e in fretta! Se quelle navi raggiungono\nla costa, il mio popolo sarà in grave pericolo.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ヴェイル\x021\n\x0E\x03\x00\x0C\x06セピア\x022\n\x0E\x03\x00\x0A\x04グリ\x023\n\x0E\x03\x02\x08\x06セピア\nAaah... la fresca brezza marina. È quasi un\npeccato che arriveremo in Firene tra poco.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08ヴェイル\nSono sorpresa che tu sia venuta con noi, Zephia.\x0E\x04\x02\x00
MID_ED2_#003	Sei così devota a papà, non pensavo che\navresti approvato questa missione.\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x08\x06セピア\nBeh, vostro padre è il mio signore, ma...\x0E\x04\x02\x00
MID_ED2_#005	Ultimamente, i suoi ordini mi sono\nsembrati alquanto preoccupanti.\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x0A\x08ヴェイル\nTi capisco perfettamente. Non si fa nessun\nproblema a uccidere le persone.\x0E\x04\x02\x00
MID_ED2_#007	Il suo sangue scorre nelle mie vene.\nForse è normale che gli altri non si fidino di me.\x0E\x04\x00\x00
MID_ED2_#008	\x0E\x03\x02\x08\x06セピア\nOh, lady Veyle, no. Ho sentito quelle cose\natroci dette dal Drago Divino.\x0E\x04\x02\x00
MID_ED2_#009	Voi avreste ucciso Lumera? E rubato gli anelli?\nFossi in voi non crederei a una parola di tutto\nciò.\x0E\x04\x02\x00
MID_ED2_#010	Dopo aver scoperto chi siete, il Drago Divino\nprobabilmente ha detto quelle cose per ferirvi.\x0E\x04\x00\x00
MID_ED2_#011	\x0E\x03\x02\x0A\x08ヴェイル\nMh. Ho deciso di non ferire nessuno, mai.\nAnche a costo di sacrificare la mia vita.\x0E\x04\x02\x00
MID_ED2_#012	Per questo, non tornerò da papà.\nNon voglio distruggere questo mondo.\x0E\x04\x00\x00
MID_ED2_#013	\x0E\x03\x02\x08\x06セピア\nÈ davvero nobile da parte vostra.\x0E\x04\x00\x00
MID_ED2_#014	\x0E\x03\x02\x0A\x08ヴェイル\nSe voi due volete davvero aiutarmi, dopo che\navrò chiarito questo fraintendimento...\x0E\x04\x02\x00
MID_ED2_#015	... mi darete una mano a ritrovare \x0E\x0A\x002\x18mio fratello\x16mia sorella?\x0E\x04\x00\x00
MID_ED2_#016	\x0E\x03\x02\x08\x06セピア\nNon siate sciocca! Siete l'unica figlia di\nlord Sombron.\x0E\x04\x02\x00
MID_ED2_#017	Non avete fratelli né sorelle.\x0E\x04\x00\x00
MID_ED2_#018	\x0E\x03\x02\x0A\x08ヴェイル\nNon è vero. L'ho incontrat\x0E\x0A\x00\x08\x02o\x02a.\x0E\x04\x02\x00
MID_ED2_#019	Guarda.\x0E\x04\x00\x00
MID_ED2_#020	\x0E\x03\x02\x08\x06セピア\nChe meraviglia. Sembra quasi una pietra drago.\x0E\x04\x00\x00
MID_ED2_#021	\x0E\x03\x02\x0A\x08ヴェイル\nÈ proprio una pietra drago.\x0E\x04\x02\x00
MID_ED2_#022	Mille anni fa, un giorno ero in lacrime, e un\x0E\x0A\x00\x08\x02o\x02a\n\x0E\x0A\x00H"dei miei fratelli"delle mie sorelle me la diede. Me lo ricordo\nbene.\x0E\x04\x02\x00
MID_ED2_#023	"Anche se non potrò essere presente,\nsappi che sarò sempre tu\x0E\x0A\x00\x08\x02o\x02a amic\x0E\x0A\x00\x08\x02o\x02a."\x0E\x04\x02\x00
MID_ED2_#024	"Se sei triste o ti senti sola, ricorda... Finché\nquesta pietra sarà intatta, vorrà dire che io\nsono viv\x0E\x0A\x00\x08\x02o\x02a."\x0E\x04\x02\x00
MID_ED2_#025	Come vedi, in tutto questo tempo, non si è\nnemmeno graffiata.\x0E\x04\x00\x00
MID_ED2_#026	\x0E\x03\x02\x08\x06セピア\n...\x0E\x04\x00\x00
MID_ED2_#027	\x0E\x03\x02\x06\x04グリ\nMa questo significa che... Che significa?!\x0E\x04\x00\x00
