MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08リュール\nPossiamo contare sul tuo aiuto per portare\nla pace in questo mondo?\x0E\x04\x00\x00
MID_GR_Vandre_A_#003	\x0E\x03\x02\x0C\nヴァンドレ\nE mi ritirerò molto prima di non riuscire più\na stare al passo con voi giovinastri.\x0E\x04\x00\x00
MID_GR_Vandre_A_#004	\x0E\x03\x02\x08\x06アイク\nIo non sono un giovinastro... Oh, aspetta,\nho capito. Comunque, se ne avremo l'occasione,\nmi piacerebbe allenarmi con te.\x0E\x04\x00\x00
MID_GR_Clan_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nSei un valletto del Drago Divino, dico bene?\nNon è un problema per te combattere al mio\nfianco e non al suo?\x0E\x04\x00\x00
MID_GR_Clan_C_#002	\x0E\x03\x02\x08\x06クラン\nNon preoccuparti. Sono contento di servire\nanche te, lord Ike!\x0E\x04\x00\x00
MID_GR_Clan_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06クラン\nLord Ike, stai andando ad allenarti adesso?\x0E\x04\x00\x00
MID_GR_Clan_B_#002	\x0E\x03\x02\x08\x06アイク\nLo faccio sin da quando ero bambino.\nÈ un'abitudine. Se non lo faccio, non mi sento\nin pace con me stesso.\x0E\x04\x00\x00
MID_GR_Clan_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06クラン\nDimmi, lord Ike. Posso unirmi anch'io\nall'allenamento di oggi?\x0E\x04\x00\x00
MID_GR_Clan_A_#002	\x0E\x03\x02\x08\x06アイク\nSe vuoi. Ma pensi di riuscire a reggere il ritmo?\nNon vorrei che ti facessi male.\x0E\x04\x00\x00
MID_GR_Clan_A_#003	\x0E\x03\x02\x08\x06クラン\nCerto! Voglio diventare forte e aiutare\nchi ha bisogno di me.\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x08\x06アイク\nVa bene. Vediamo se riesci a reggere fino\nalla fine.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06フラン\nLord Ike! Oh, ecco... mi puoi fare un autografo?\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06アイク\nMi spiace, ma... non riesco a tenere in mano\nuna penna.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06フラン\nLord Ike, scusa se te lo chiedo, ma...\ncom'era la vita dentro all'anello?\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06アイク\nNon ti saprei dire... per lo più ho dormito...\nE spesso ho sognato le battaglie passate.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06フラン\nEhm... lord Ike, ti dà fastidio che ti segua\novunque?\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06アイク\nNo, anzi, mi fa piacere. Mi ricorda quando\nero con i miei amici mercenari.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\nFiuuu! Ero preoccupata... Il fatto è che non\nsorridi mai, sai?\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06アイク\nEheh... scusa se ti ho fatta preoccupare.\nGli amici mi dicono spesso che dovrei\nlavorare sulla mia socievolezza.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nE così tu sei l'emblema dell'anello del Solm, eh?\nQuelli sì che sono muscoli di prima classe!\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x08\x06アイク\nMuscoli di prima classe? Non me l'avevano mai\ndetto.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nSenti, ehm, mi puoi insegnare come farmi venire\nmuscoli come i tuoi?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06アイク\nC'è poco da insegnare. Allenati ogni giorno\ne mangia carne. Non so se aiuti davvero, ma\na me piace.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nCon tutte queste battaglie mi sono fatto\nun po' di muscoli, non trovi?\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x08\x06アイク\nNon saprei, forse non li ho notati, scusa.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nNon scusarti... mi piace la tua franchezza!\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x08\x06アイク\nBeh, i miei amici mi dicono sempre che dovrei\nstare più attento alle parole che uso. Per\nfortuna con te non è un problema.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nChe espressione seria. Stai ripassando le tue\nstrategie?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nNo, sto leggendo la storia di un cavaliere.\nÈ molto emozionante!\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nNon è lo stesso libro che stavi leggendo l'altra\nvolta? Non ti stufa mai?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nNo, non per niente è un vero classico.\nSe ti interessa, posso leggertelo.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nL'altra volta mi sembravi un po' disorientato.\nCome fai se devi combattere in una foresta?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nNon è un problema, mi basta seguire gli amici.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nE se mi capita di perdere di vista anche loro...\nUhm... Beh, se succede, vedrò cosa fare.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06アイク\nE se ci circondano? Sarà meglio che resti\nvicino a me.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nSei piccola, ma i muscoli non ti mancano.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nGrazie per averlo notato! Tutto l'allenamento\nche ho fatto ha dato i suoi frutti.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nエーティエ\nHo una domanda, Ike. Che integratore usi\nper avere muscoli così definiti?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06アイク\nNon so di che parli. Io mangio la carne...\nNon so se aiuti davvero, ma mi piace.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0C\nエーティエ\nSai, se tutti si allenassero di più nel mondo,\nnon ci sarebbero più guerre.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06アイク\nNon ti seguo...\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nMi sento sempre rinata dopo una sessione di\nallenamento. E quando ci si sente così bene,\nche bisogno c'è di combattere?\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06アイク\nNon so se il tuo ragionamento sia giusto,\nma se tutti la pensassero come te, potrebbe\nfunzionare.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nChe tempo meraviglioso c'è oggi. Se solo\npotessi restare qui ad ammirare il cielo!\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06アイク\nGià, che bello... peccato che non tutti i giorni\nsiano così.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nDimmi, Ike, che ne pensi della violenza\nche serve a portare la pace?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06アイク\nPenso che se qualcuno ha voglia di combattere,\nnon mi dispiace accontentarlo.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nAncora ad allenarti, principessa?\nNon ti stanchi mai, eh?\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nA volte, per proteggere la gente, può essere\nnecessario anche versare del sangue.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nE quando quel momento arriva, non posso\nmettermi da parte e lasciare l'onere ai miei\nsoldati.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06アイク\nUna principessa in prima linea, eh? Non sei\nla prima che incontro. Immagino che i tuoi\nsudditi ti amino molto.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ルイ\nPer curiosità, Ike, ti emoziona vedere un\ngruppo di persone che socializzano?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x08\x06アイク\nEh? Mi piace quando la gente va d'accordo,\nse è quello che intendi.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ルイ\nVediamo, con chi dovrei accoppiarti se dovessi\norganizzare un'occasione per socializzare...\nMagari il principe Alfred...\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06アイク\nSì, sembra un tipo interessante. Non mi\ndispiacerebbe farmi una chiacchierata con lui.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x06\x04ルイ\nImmagino che a questo mondo non tutto vada\nsempre come vogliamo.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x08\x06アイク\nC'è qualche problema, Louis?\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nHo cercato in tutti i modi di nascondere la\nmia abitudine di osservare le persone, ma i miei\namici mi hanno scoperto.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x08\x06アイク\nNon capisco di che parli... ma se vuoi restare\nin incognito, posso parlarti di una spia che\nconoscevo io.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06クロエ\nUn eroe forte e coraggioso che esce da un\nanello per aiutare gli altri... È l'inizio perfetto\nper una favola!\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06アイク\nMagari se fosse un principe, ma io non sono\nproprio l'eroe di una favola.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nCos'è quella roba che mangi sempre?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nÈ cibo particolare che compro alle bancarelle!\nÈ un vero peccato non potertelo fare assaggiare.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06クロエ\nSpero che tu non stia chiedendo troppo a te\nstesso, dal momento che in molti contano sul\ntuo aiuto, Ike.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06アイク\nApprezzo la tua preoccupazione,\nma va tutto bene.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06アイク\nCerco avversari all'altezza perché mi piace\nmettermi alla prova. Ma so che può sembrare\nstrano.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nSe lo dici tu... Però sappi che se mai sentissi di\nnon farcela più, puoi sempre contare su di me.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nAllora erano vere le voci sugli emblemi del\nSolm. Sei davvero una potenza in battaglia.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06アイク\nSono solo un soldato tra tanti. Ho solo più\nesperienza, tutto qui.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nSei davvero abile con la spada, Ike. Mi\ninsegneresti qualcuna delle tue tecniche?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06アイク\nLe ho imparate da mio padre. Posso\ninsegnartele, ma non sono facili.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nVoglio fare qualcosa per il mio regno, superare\nmio padre... ma non sono sicuro di avere le\ncarte in regola per farcela.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06アイク\nNon preoccuparti troppo. Fallo e basta.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06アイク\nL'allenamento serve a questo, no? Serve a\nprepararsi a raggiungere i propri obiettivi.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nHai ragione. Ahah. Mi piace parlare con te, Ike.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08アンバー\nSono Amber, l'esperto di alpaca! Anch'io sono\nun eroe. Insieme faremo grandi cose!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06アイク\nIo non mi sento un eroe... ma non vedo l'ora\ndi combattere al tuo fianco... esperto di alpaca.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nDi' un po', Amber... di cosa sa la carne di\nalpaca? È buona?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nMa cosa dici? Gli alpaca non si mangiano!\nSono degli animali da compagnia!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08アンバー\nHo sentito parlare di un alpaca dalla pelliccia\ndorata. Andiamo a cercarlo, Ike!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06アイク\nSì, va bene... ma dove? Hai idea da dove\ncominciare?\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nGli alpaca vivono sulle montagne. Basta cercare\nsu ogni montagna e prima o poi lo troveremo!\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06アイク\nHo come l'impressione che sarà un lungo\nviaggio...\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nMi sento a mio agio accanto a te, ser Ike. Non\nsaprei dire perché...\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x08\x06アイク\nForse perché entrambi siamo di poche parole...\nDi solito, intendo, non ora.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nSembri contrariata, Jade. Qualcosa non va?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nVa tutto bene. Sto solo sorridendo. Non si vede?\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nSer Ike, hai mai incontrato qualcuno con una\npersonalità particolare? Ho bisogno di qualche\nnuovo spunto per i miei personaggi.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06アイク\nParticolare? Fammi pensare... Una volta\nho combattuto assieme a un giocatore\nd'azzardo. Era sempre pieno di debiti.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nInteressante. Non deve essere facile avere\nqualcuno così tra le proprie fila. Vi ha mai dato\ndei problemi?\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06アイク\nNon lo nego, qualche problema c'è stato. Ma\nalla fine anche gli alleati più problematici sono\nimportanti e vanno difesi ad ogni costo.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nPosso parlarti un attimo, Alcryst?\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nWow. Vi siete ricordato il mio nome...\nGrazie per la considerazione, lord Ike!\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nMi hai davvero aiutato l'altra volta, Alcryst.\nGrazie.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nNon è il caso di ringraziarmi! Non avrei potuto\nfare altrimenti. Voi siete importante, mentre io\nsono solo una nullità.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06アイク\nSei davvero abile, peccato che ti manchi del\ntutto l'autostima. Non capisco.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nGià, perdonatemi, lord Ike. Ma se mi paragonate\na mio fratello, vi sarà chiaro perché mi manchi\nla sicurezza in me stesso...\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x08\x06アイク\nAnch'io avevo lo stesso problema quando mi\nparagonavo a mio padre. Tu sei forte, Alcryst,\nricordatelo.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nGrazie, Ike. Quando parlate così, mi sembra\nquasi di trovare un po' di fiducia.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ラピス\nMi vergogno un po' a dirlo, ma... grazie per\navermi salvata, Ike.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06アイク\nNon ringraziarmi. Sei così forte... Non sono\nnemmeno sicuro se avessi davvero bisogno\ndel mio aiuto a dirla tutta.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ラピス\nNon so cosa dire... Ahem. Hai mai provato la\ncarne di orso? È buona! O almeno così ho\nsentito dire...\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06アイク\nSì, lo so che è buona! Ne mangiavo parecchia\nquando ci avevano ingaggiato per andare a\ncaccia di orsi.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06アイク\x022\n\x0E\x03\x02\x08\x06ラピス\nÈ incredibile, siamo stati entrambi cacciatori\ndi orsi! Forse è l'unica cosa in comune che\nabbiamo.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nVorrei avere un briciolo della tua sicurezza.\nIo sono sempre così preoccupata di perdere.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06アイク\nNon sono poi così sicuro. Sono solo uno che\nagisce senza pensare troppo.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06アイク\nMa tu non preoccuparti, Lapis. Fidati del tuo\nistinto. Se dovesse succedere qualcosa, io sarò\nsempre al tuo fianco.\x0E\x04\x00\x00
