MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08リュール\nWill you help me bring peace back to this world\nas soon as we can?\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06セリカ\nThat's nice of you to think I'm elegant, Framme,\nbut I think you're lovely the way you are.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06フラン\nBut I'm not─not at all! Everyone gets annoyed\nat me for being so gawky and unrefined.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06セリカ\nNo, everyone loves you for being full of energy.\nSo you just keep being wonderful you.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nWho knew our kingdom's ring had such a\ntrusty Emblem? I'm glad I get to meet you.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x08\x06セリカ\nAnd I you, Alfred. We'll both be needed in this\npush to bring peace to the world.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nAlfred, it's barely dawn. Why are you awake\nso early?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nIt's patrol time for me, with my daily jog coming\nafterward. Wanna come along?\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nAlfred? I thought you were taking part in the\nwar council today.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nYeah, but it's deadlocked right now. I came out\nto get a few reps in and collect my thoughts.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nYou're our national Emblem, after all. We've got\nto come up with something to make you proud.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x08\x06セリカ\nThat's very sweet, Alfred. Heh, Maybe I could\njoin you on a run!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nOh no... You look like you've been crying.\nDid something terrible happen?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nIt's just this book that's been moving me to\ntears. But thanks for worrying about me.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nブシュロン\nYou know what I wish I could do? Go to your\nworld and read all its stories.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x08\x06セリカ\nI'm not sure how you'd get there, but I could\nat least tell you the ones I know.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nブシュロン\nIt's rare for you to ask me favors. Is something\ntroubling you?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06セリカ\nI heard there was a lovely forest and wanted to\nsee it. But it's quite far, and I can't go alone.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nSure, I can put on the ring and take you. I've\nwanted to see it myself, but I get lost so easily.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06セリカ\nThen you handle the walk, I'll handle the\ndirections, and we'll both have a lovely time.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nOh, what a pretty flower! Where did you find it?\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエーティエ\nThat field of flowers just over there. I picked\nit while I was out running.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nエーティエ\nYou're so dainty, Celica. I'd think a royal would\nwant a bit more muscle on the bone.\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06セリカ\nI don't see how royalty factors into it. Maybe\nserving under Alfred has colored your thinking.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nエーティエ\nIf you did want muscle, though, could you build\nany? Being an Emblem and all?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06セリカ\nI've never tried it, so I can't say for sure.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nIf you could, then you'd be able to work out\nwith me. You should give it a go!\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x08\x06セリカ\nThat sounds fun! Even if nothing comes of it,\nI'll enjoy spending time with you.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nFor all I had hoped to discuss with you, now\nthat you are before me, I am lost for words.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06セリカ\nI know what you mean. But we'll have plenty of\ntime to get to know each other.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nToday's tea smells captivating. Where is\nit from?\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nA farming village known for its single-origin tea.\nIt's a favorite of mine, so I'm pleased you like it.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nEach day I have to speak with you is a joy\nunto itself, Celica.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06セリカ\nThat's very kind of you to say. I feel the\nsame way.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nThe only drawback is that I sometimes fear I'll\nnever be happier than I am now.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x08\x06セリカ\nDon't worry about that. I believe there are much\nhappier days than this in store for us all.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nI'm starting to get used to the way you fight.\nWe make a good team.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04ルイ\nI concur. I look forward to introducing you to\nall my friends.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x06\x04ルイ\nThere's nothing I find as moving as seeing two\nfriends getting along. Wouldn't you agree?\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06セリカ\nIt is a beautiful thing to see others make friends.\nBut I've also enjoyed making friends with you.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nYou've seemed a little distant lately. Did I do\nsomething to offend you?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nNot at all, Celica. I'm as fond of you as ever.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06セリカ\nThen why do you keep your distance? I only\nknow you're present when I talk to others.\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nTo intrude in that way would be to take a brush\nin hand and "improve" on fine art. I would never.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クロエ\nYou're so adorable, Celica. Like you stepped\nright from the pages of a fairy tale.\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06セリカ\nThank you for the compliment, Chloé. I would\nsay the same is true of you as well.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クロエ\nThe sight of royalty and Emblems joining forces\nnever fails to brighten my mood.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06セリカ\nIt is an inspiring sight, isn't it? You and I are\nstarting to make an effective duo.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06クロエ\nCelica, can you tell me anything about the food\nin your world? Specifically the folk foods.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06セリカ\nWe had our own signature dishes, if that's what\nyou mean. I was fond of dagon fillet.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nDagon fillet?! Just the name sounds incredible.\nWhat kind of food is that?\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06セリカ\nIt's a slice of a sea creature native to Zofia.\nOne bite is enough to chase away any fatigue!\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIt's an honor to fight beside an Emblem of\nFirene. Can you share any advice on combat?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06セリカ\nThe honor is all mine, Diamant. I'm happy to\nadvise you however I can.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nHow did governing work in your world, Celica?\nI'd appreciate an outside reference.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06セリカ\nI wasn't raised as a princess, so I don't know\nvery much. But I'm happy to share what I can.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nI'm so thankful you've joined our fight, Celica.\nYou don't even have a connection to our world.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06セリカ\nI wouldn't say I have no connection. It feels as\nif being summoned to Elyos was my destiny.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nIn that case, I hope you'll see the destiny of\nElyos through to the end.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x08\x06セリカ\nOf course, Diamant. We'll bring peace to this\nworld as quickly as we can.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アンバー\nHey, Celica! I know this comes out of nowhere,\nbut...do you like alpacas?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x08\x06セリカ\nA-alpacas? I'm sorry, but...what are alpacas?\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nYou haven't missed a single day of training,\nAmber! That's the sign of a great attitude.\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nOf course! Legendary heroes aren't built in a\nsingle training session, y'know. I'm going for it!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08アンバー\nIf the legend of the Emblems was true all along,\nthen every other legend must be true as well!\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06セリカ\nThey might be! This world is full of mysteries.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nYou agree with me, Celica?! Whoa! That's great!\nCome on, let's go search for some legends!\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x08\x06セリカ\nWhat? You're going right now? And taking me\nwith you?! How very...Amber of you, Amber.\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nI heard you write novels, Jade. May I read\nthem sometime?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nHuh? Oh, I'm sorry, Celica. I was meditating.\nWhat were you saying?\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nWhere do you find inspiration for all of your\nnovels, Jade?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nI people-watch, mostly. Reality is much, much\nfunnier than it gets credit for.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nOur chats have inspired me, Celica. I've been\nwriting a new story... May I tell you about it?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06セリカ\nOf course you may! I always love to hear what\nyou're working on.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nIt's about a hero who awakens in another world\nwith the power to defeat a mysterious threat.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06セリカ\nOh, how harrowing...and so interesting! I'll have\nto read this story when you're done.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nスタルーク\nI know I'll be safe in your capable hands, Celica,\nbut I'm sorry you're stuck with a waste like me.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x08\x06セリカ\nThat's not the least bit true, Alcryst. I'm glad to\nfight beside you. Let's combine our strengths!\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nThere you are, Alcryst! Your brother was\nlooking for you earlier.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nOh! Thank you for letting me know... I'm so, so\nsorry you had to go to all this trouble for me!\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nYou showed our enemies an impressive display\nof power in that last battle. Well done, Alcryst.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nスタルーク\nThat can't be true! Please, just forget I'm here.\nI should crawl under a rock where I belong...\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x08\x06セリカ\nIt is true, Alcryst! After all, it takes real skill to\nwield the powers of an Emblem like me.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nThat's so kind of you. Thank you, Lady Celica.\nI'm not sure, but...I think I feel a bit happier.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nLapis? Why do you have that log?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nI think I might use this to make some shelves.\nLet me know if you'd like some too, Celica.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ラピス\nAren't taters great? You only need one to grow\na ton! Or, uh, so I've heard. Or read. In a book.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06セリカ\nPotatoes can also grow in barren soil, right? We\ngrew oranges in my home village. I miss that.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06ラピス\nUh, excuse me, Celica. You look a bit down\ntoday. Did something happen?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06セリカ\nI'm fine. Sorry to make you worry. I just have a\nhard time watching you get hurt in battle.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06セリカ\nOh, listen to me. That's not a helpful thing to\nsay, is it? Please, forget I even mentioned it.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nNo, no─it's nice to know you care! I don't want\nyou to worry...so I'll try to grow much stronger.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x08\x06セリカ\nUh... Excuse me, Citrinne? You're staring at me\nso intently. Can I help you with something?\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nシトリニカ\nOh! I was just admiring your dress. We seem to\nhave similar tastes. Who's your designer?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nMy resting scowl made another child cry. I wish\nmy face wasn't so frightening...\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06セリカ\nThey're just not used to you yet, Citrinne. Deep\ndown, I'm sure they know how sweet you are.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06セリカ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nYou're skilled at magic, right, Celica? Could you\nteach me? I'll repay you with any gift you'd like.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x08\x06セリカ\nI'd be happy to teach you, but I don't need any\npayment. That's how our dynamic works.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nOur dynamic? Hehe, I hope I'm not presuming\ntoo much. Are you saying we're close friends?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x08\x06セリカ\nNot presumptuous at all! That's precisely what\nI was saying. I'm always happy to help you.\x0E\x04\x00\x00
