MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nOf all the rings stolen from Lythos, I'm the last\nto join you. Please excuse my lateness.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x0C\nエイリーク\nBut more than that, he is the person I trust and\nrespect the most. And that will never change.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nThat's sweet. I feel the same. I should probably\ntell my brother, but it sounds sooo mushy.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nYou're always so lively in the mornings. The\nmere sight of it is enough to fill me with energy.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nYeah, I can have that effect on people! Wanna\ncome running with me sometime?\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nIs it not hard for you to rise before daybreak?\nTo undergo a morning routine while still sleepy?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nOnce, maybe, but I'm used to it. Mornings are\nbetter when you've got your game face on!\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nEmblems are weird. You're right here in front\nof me, but you don't have a body.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nYour will is so strong that you don't need one.\nGuess that's what it takes to be an Emblem.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0C\nエイリーク\nI'm not so certain. I'd consider myself a novice\nand not much stronger than you.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0C\nエイリーク\nWhen I see how hard you drive yourself, it spurs\nme to do my all to match.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI admire your form, Boucheron. I wish I had\nmuscles like yours.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nWhat?! I don't know, Eirika. I've seen you fight,\nand you do just fine the way you are.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nブシュロン\nDo you read much, Eirika? I like it because it\nputs you in someone else's shoes.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nエイリーク\nIf everyone read as much as you do, I don't\ndoubt the world would be a kinder place.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI'd like to take up reading as a hobby. But not\nbeing able to turn the pages is an issue.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nWell, if there's a book you want to read, I'd be\nhappy to turn the pages for you.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nエイリーク\nThank you! I'm curious about Elyos, so a history\nbook would be nice. Or is that too long?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x0C\nブシュロン\nNo sweat. These muscles of mine could power\nthrough a thousand pages if they had to.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエーティエ\nYou seem a little sluggish. You feeling OK?\nA good, hard workout might be what you need.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x0C\nエイリーク\nSorry? Oh, no, I was just lost in thought. I can't\nalways be as ebullient as you, Etie.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nYou're always so keenly focused on training.\nDo you wish for greater strength that badly?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nGetting buff isn't the only reason to work out.\nIt's like...a whole way of life at this point.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI must say, Etie. The idea of working out as a\nway of life has opened my mind.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nThe best part is you really get results going\nabout it that way!\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nStill, you've gotta focus on the process, not the\nresults. Wanna give it a try sometime, Eirika?\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエイリーク\nI'd like that. If I see things your way, I think\nI could train hard while having fun doing it!\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nThey tell me you dislike conflict, Eirika. Is it not\npainful for you to wage war as an Emblem?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x0C\nエイリーク\nI've made up my mind to do whatever I can if it\nstops even one person from grieving.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nWar takes a heavy mental toll. We must not\nforget to care for those scarred by combat.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x0A\x08セリーヌ\nI find that the soothing aroma of a floral tea\ndoes much to calm the mind. I'll prepare a pot.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI can tell from the scent alone that your tea\nis magnificent, Céline.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x0A\x08セリーヌ\nYou honor me. As a princess, it's important for\nme to establish a welcoming atmosphere.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0C\nエイリーク\nThere's more to it than manners and etiquette,\nisn't there? You wear your heart in your leaves.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nI learned from your example. There is joy in\nseeing signs that someone else cares for us.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x06\x04ルイ\nIs it true that Emblems cannot touch anyone in\nthis world? Does that not get lonely?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x0C\nエイリーク\nIt's not so bad. We can perceive kindness, so\nI still feel connected to everyone here.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI long for my hometown sometimes. And I miss\nallies from the long war, especially my friend.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nWhat sort of person was this friend? Wait, don't\ntell me. I picture...a beautiful pegasus knight.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nYour guess before was surprisingly accurate.\nMy friend was a princess and a pegasus knight.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nA winning combination to be sure. I'd like to\nhear more about her, if you wouldn't mind.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nDiscussing her with someone else might help to\nalleviate your loneliness. Tell me every detail!\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x0C\nエイリーク\nThere's some sense in that suggestion, but your\nenthusiasm is a bit...off-putting.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06クロエ\nUm, Eirika? Who is that beautiful man who\nshows up sometimes and looks just like you?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x0C\nエイリーク\nThat's my twin brother, Ephraim. Sorry if he\nsurprised you, but he's impressed with you too.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06クロエ\nYour brother's so wonderful, Eirika. He's as\ngorgeous as you and every bit as strong too.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x0C\nエイリーク\nI'm sure he appreciates the compliments. Wait...\nChloé, are you...\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06クロエ\nEirika, all I meant was that one of you is already\nbeautiful. Two of you would be even lovelier!\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x0C\nエイリーク\nI had heard that you appreciated storybook\nscenes of that sort. And since we're twins...\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nYou'd look even dreamier side by side! The\ntrouble is, he only shows himself in battle.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x0C\nエイリーク\nTrue enough. I know you had your heart set on\nit, but I think you and I match up nicely too.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nI heard you have a twin brother, Eirika. Did that\never complicate the matter of succession?\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x0C\nエイリーク\nNot at all. I never planned to challenge my older\nbrother. There is no one more suited to be king.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nYou've been the heir to your throne since birth,\nhaven't you, Diamant? How has that felt?\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x0E\x0Cディアマンド\nMatters of the crown are always on my mind...\nbut I make sure my heart gives the orders.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nMy father taught me to control through power.\nNow I'm crown prince of a military juggernaut.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x0C\nエイリーク\nI also had a military-minded father, so I decided\nto train in the combat arts.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0C\nエイリーク\nI will be honest, I take no pleasure from drawing\na sword, but sometimes there's no other choice.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nI agree. Power must be used to protect people...\nbut it must also protect the peace that follows.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nMy world didn't have any of those "alpacas" you\nlove, Amber. They're so unusual and adorable!\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08アンバー\nAdorable? Yes! Unusual? I don't know about\nthat one. They're a perfect pet for any home!\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アンバー\nI've come a long way─from alpaca ranch hand\nto royal retainer. Do you have retainers, Eirika?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0C\nエイリーク\nI did, once. He was a brave, benevolent knight\nnamed Seth. Many called him the Silver Knight.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0A\x08アンバー\nYour retainer was called the Silver Knight...and\nI'm just an alpaca-wrangling master...\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0C\nエイリーク\nIs something the matter, Amber? You look as if\nyou're in pain...\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x0A\x08アンバー\nI'm a royal retainer, but I don't have a cool title!\nWhat can I do to earn a knightly nickname?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0C\nエイリーク\nThere's just one thing you should do: your best.\nLegends and nicknames will follow. I promise!\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nE-excuse me, Jade? Are you busy? You look as\nif you're deep in thought...\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nOh. Pardon me, Eirika. I'm not busy. I have no\npressing tasks, so I was letting my mind wander.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nSometimes people laugh at me...even when I'm\ntrying to be serious. Do you know why, Jade?\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nHeh, don't take it too hard. I write for days and\nweeks to get a laugh. You're more efficient.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI wish I could make people laugh in the way that\nyou do, Jade...\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08ジェーデ\nYou do? Why is that?\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0C\nエイリーク\nShould a battle turn dire, that gift could help to\nhearten our allies. I fear such a day approaches.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nYou're earnest and kind, Eirika. Your presence\nalone is all the comfort we'll need.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nI'm sorry you got stuck with me, Lady Eirika.\nMy brother is far superior. Compared to him, I...\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nエイリーク\nI feel the same way about my own brother.\nI often fret that he should be here in my stead...\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nYou have an amazing older brother like me, so\nyou must know how sibling inferiority feels...\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nエイリーク\nI do, but Ephraim speaks honest praise for me\noften. I know your brother must do the same.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nスタルーク\nMy brother is always supportive of me, but he's\njust being kind. I'm sure he... Secretly, he...\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x0C\nエイリーク\nPerhaps this is just me, but if he truly felt\notherwise, would he really be so considerate?\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nエイリーク\nEveryone still has something to learn and room\nto grow. Our brothers see our true potential.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nI suppose you're right. I worry that I won't live\nup to that potential...but I'll try my best like you.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ラピス\nHave you settled into our world OK, Eirika?\nIf you need anything, just say the word.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x0C\nエイリーク\nAnything? Hmm... I can't hold physical objects,\nbut something fun to look at might be nice.\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x08\x06ラピス\nI just finished crafting something you might like\nto see, Eirika! It's a tiny model furniture set.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x0C\nエイリーク\nAmazing! These look so delicate and precious.\nThank you, Lapis. I admire your craftiness.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nYou're so skilled at crafting with your hands,\nLapis. I must admit, I envy your ability.\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ラピス\nThanks, but I had to learn. It's mostly a survival\nskill. I doubt you'd ever have a use for it.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x0C\nエイリーク\nOh, but you're wrong! You craft treasures that\ncan't be bought, made with love and care.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nHuh. I never thought of it that way... I'd better\nbe careful. You're gonna give me a big head!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nシトリニカ\nI love to treat friends to little gifts. What can I\nget for you, Eirika? Say the word and it's yours.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x0C\nエイリーク\nHehe, you're so kind, Citrinne. For now, the\noffer on its own is more than enough.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nシトリニカ\nThere must be some gift I can offer you, Eirika.\nShall I buy you a mountain? Rent out the coast?\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x0C\nエイリーク\nUm, those would both be a bit much, but I can\nsense your sincerity. Let me think it over.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x10\nエイリーク\x022\n\x0E\x03\x02\x0C\nエイリーク\nI've given it plenty of thought, Citrinne...and I've\nlanded on a gift idea that I would truly love.\x0E\x04\x00\x00
