MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08リュール\nThank you for the hope you showed me back\nthen. If not for you, I might have given up.\x0E\x04\x00\x00
MID_GR_Clan_A_#004	\x0E\x03\x02\x08\x06クラン\nYou've inspired me, Lady Lucina. I'm going to\nshow all the future stewards how to be a hero.\x0E\x04\x00\x00
MID_GR_Fram_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06フラン\nLady Lucina! Please, let me help you out.\nChores, errands─leave 'em all to m─ AAH!\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x08\x06ルキナ\nFramme?! Are you all right? You got so excited\nyou fell right over!\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06フラン\nEvery time I try to help out, I get so energized\nI mess things up. It's super frustrating.\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06ルキナ\nDon't worry, we all make mistakes. What\nmatters most is that you don't get hurt.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06フラン\nI really, really wish I could be more like you,\nLady Lucina. You're so mature and in control.\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x08\x06ルキナ\nNot really. I've been in trouble a few times after\naccidentally breaking things while training.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x08\x06ルキナ\nAnd, Framme, your enthusiasm is part of your\ncharm. I hope that never changes.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nI'm really glad to hear that, Lady Lucina. If you\nlike that I'm peppy, then peppy I'll always be!\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nYou are the prince of Firene, yes? My ring was\nheld by your nation 1,000 years ago.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nReally?! You were in Firene back then? Huh.\nWell, I'm sure glad to have you back.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nIf you were Firene's ring 1,000 years ago, how\ncome you were moved to a different country?\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x08\x06ルキナ\nLumera wished it so. Her intent is unknown to\nme. Still, she foresaw some reason for a change.\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nYou knew the Firene royals 1,000 years ago.\nWere my ancestors...strong?\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x08\x06ルキナ\nThey were strong indeed. But at that time...\ntheir strength could not save them.\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x08\x06ルキナ\nI will not allow that outcome a second time.\nYou are all under my protection.\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x0E\x0Cアルフレッド\nI won't make you go through that a second time\neither. We'll stay standing to the bitter end!\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nTell me, what does one do all day to attain\nmusculature like yours?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x0C\nブシュロン\nWell, if you're me, you read and fish. Is that the\nanswer you were looking for?\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nIt never occurred to me that reading and fishing\ncould result in the perfect body.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x0C\nブシュロン\nThose are just my hobbies. The muscle comes\nnaturally for someone with my constitution.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nブシュロン\nSo even Emblems work out. But do you really\nneed to do it all the time?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x08\x06ルキナ\nI must always strive for more. My body must be\nperfectly honed if I'm to save the world.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x0C\nブシュロン\nDoing too much will wear you down, not build\nyou up. Hm, how about we take a book break?\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x08\x06ルキナ\nIf that is what you advise, then very well. Would\nyou read to me from one of your favorites?\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nエーティエ\nYou're staring pretty hard at that flower.\nWhat's up?\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x08\x06ルキナ\nThey very rarely bloomed in the world I grew\nup in. This is a novel sight to me.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nエーティエ\nIt sounds like you lived through some pretty\nhard times. Is that how you got so toned?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x08\x06ルキナ\nI hadn't thought too much about it, but that's\ncertainly possible.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nエーティエ\nHey, Lucina. Is there anything you wish you\ncould do once this war is over?\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x08\x06ルキナ\nHmm. Before I sleep in the ring once more,\nI'd like to visit someplace I've never seen.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x08\x06ルキナ\nI'd also like to see as many flowers as possible.\nI like them. They represent peace to me.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x0C\nエーティエ\nThen I'll show you around my hometown! If you\nlike flowers, you're gonna love it there.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nGood day, Lucina. Thank you for your help in\nbattle earlier. Have you time to chat today?\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x08\x06ルキナ\nOf course. Knowing one's allies can be useful\nin combat. So tell me all about yourself.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nThe more I hear of the ruined world of Ylisse,\nthe more I realize how sheltered I've been.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x08\x06ルキナ\nI disagree. You fight as hard as anyone. Firene\nwill never meet the same fate as my home.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nWhat do you think we ought to do to achieve\ntrue peace, Lucina?\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x08\x06ルキナ\nExplore peaceful ways of solving problems, to\nbegin with. Violence should be a last resort.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x08\x06ルキナ\nI'm only one person, but I'll wield my sword\nwhen necessary to protect my loved ones.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x0A\x08セリーヌ\nOn that score, we are of one mind. Let us keep\nworking toward peace, however we must.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ルイ\nYou seem to be well-liked by all, Lucina. I think\nthat's simply splendid.\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x08\x06ルキナ\nUh...is that unusual? I'm sure I have the normal\namount of friends. No more than anyone else.\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x06\x04ルイ\nIndulge me...would you rather treat someone as\na big sister or be treated as such?\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x08\x06ルキナ\nI'd feel a bit uncomfortable being treated that\nway. But it would be nice to have a sister figure.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nLouis, what are you getting at with all these\nquestions you've been asking?\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04ルイ\nMust I be "getting at" anything? I have a natural\ncuriosity about the way people socialize.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x08\x06ルキナ\nSo you like people-watching. I see. But why the\nintense interest in me particularly?\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04ルイ\nWhy would I not be? Your circumstances are so\nunique that I find myself utterly captivated.\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06クロエ\nHey, Lucina. If you have time, do you want to\ncome to the market with me?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x08\x06ルキナ\nThat sounds delightful. I'm so very interested in\nseeing the settlements of this world.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nI don't recognize any of the foods you eat,\nChloé. Are they common in your world?\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nThe stuff I just bought is folk food, which is a\nlittle off the beaten path. I love it, though!\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nThe presence of so many different foods proves\nthat this world hasn't yielded to despair.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x08\x06クロエ\nI agree! Still, more and more of those stalls\nclose down every day.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06ルキナ\nWe'll put a stop to that. Let us return light to\nthis world, so that they may reopen once more.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x08\x06クロエ\nAnd so all the best foods are back on the menu,\nright? That's something worth fighting for!\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nYou were a destined monarch like me, Lucina.\nI'd love to hear your perspective on ruling.\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x08\x06ルキナ\nOf course. I've never actually ruled a kingdom,\nbut I would be happy to compare philosophies.\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIt's incredible that you managed to keep fighting\nas your country fell to ruin. I'm not sure I could.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x08\x06ルキナ\nI've seen how fierce you can become, Diamant.\nI know you would fight bravely till the very end.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nIf Brodia's remaining forces fall, the kingdom\ncould be destroyed. I can't bear that thought.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x08\x06ルキナ\nI know how hard it is to leave soldiers behind.\nFor their sake, we must claim a swift victory.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x08\x06ルキナ\nBrodia will not fall into ruin, Diamant. Never will\nyou suffer the same anguish that I did.\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x0E\x0Cディアマンド\nThank you, Lucina. That's reassuring. You may\nnever claim a throne...but you are a great leader.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nI was told that you're a celebrated hero, Amber.\nMay I hear about some of your adventures?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x0A\x08アンバー\nSure! I'll tell you my favorite legends...right after\nI get through my coolest alpaca stories.\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08アンバー\nHey, Lucina! Get a load of these new clothes!\nIsn't this the best getup ever?\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x08\x06ルキナ\nThe alpaca cross-stitched into the center is so\nlarge... I love it! Your fashion is truly inspiring!\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08アンバー\nHey, Lucina! I'm heading out to find a legendary\nweapon. Wanna come?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x08\x06ルキナ\nA legendary weapon?! If we had something like\nthat, we could turn the tide of this terrible war.\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x08\x06ルキナ\nI imagine the quest ahead will be most\nchallenging. What's your plan?\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nWell, I know hundreds of legends. If we look for\nall of them, we're sure to find one that's real!\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nI've heard you write very funny novels, Jade.\nMay I read some of them?\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nOf course, Lucina. I'm not sure they'll be your\nkind of humor...but I hope you enjoy them.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nYour novel was so funny, Jade! When the main\ncharacter had to leave home...I was in stitches!\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x0A\x08ジェーデ\nThat was supposed to be an emotional moment.\nYou must have a, uh, unique sense of humor.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nHave you finished the rest of my novel, Lucina?\nI'm curious...which parts made you laugh?\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x08\x06ルキナ\nOh, I laughed at so many parts! There was that\none scene, and that other one...and the ending!\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x0A\x08ジェーデ\nYou laughed at the ending? Really? This is...\nvaluable feedback. I may run some edits by you.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x08\x06ルキナ\nYes, please! You're a fantastic writer, Jade.\nI'll be looking forward to more!\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nYour fighting style is a wonder to behold,\nAlcryst. Where did you learn your technique?\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x0C\nスタルーク\nWell, my father forced a strict training regimen\nonto me as a child. It's...not a fun story.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nI was trained by my own father, just like you,\nAlcryst. Seems we have that in common!\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x0C\nスタルーク\nI'm not worthy of such a favorable comparison,\nbut I would like to hear more about your father.\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nスタルーク\nThere are so many wonderful people among our\nranks. I have no right to stand beside all of you.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x08\x06ルキナ\nThat's not true, Alcryst. I'd be struggling if it\nweren't for you.\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x08\x06ルキナ\nI still have so much to learn, so much growing\nto do. I hope you'll keep fighting by my side.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x0C\nスタルーク\nThat seems impossible... But if you truly need\nmy help, I'll lend you every bit of my strength.\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ルキナ\nWhy are you carrying so many tools, Lapis?\nAre you on your way to fix something?\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nI'm patching a wall. Someone knocked a huge\nhole into it. Who could have been so careless?!\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ラピス\nI grow so attached to things I make by hand...\nbut that just means I'm more careful with 'em.\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ルキナ\nHmm... A friend I once knew told me that giving\ntools their own names can have a similar effect.\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x08\x06ラピス\nLucina, you came from a harsh world, right?\nI was wondering...what did you eat to survive?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x08\x06ルキナ\nWe had rationed food, so we ate that for a time.\nHunting was also an option. We even ate bears.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x08\x06ラピス\nReally?! I do that too! Sometimes I─ Oh, wait.\nSorry. That must have been hard. I... I didn't...\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ルキナ\nIt's OK, Lapis. I'm happy something like that can\nbring us closer together. Tell me more.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nYou're really strong, aren't you, Lucina? I must\nadmit, I'm actually quite envious of you.\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x08\x06ルキナ\nThere's no need for envy, Citrinne. Anyone can\ngrow stronger with the right kind of training.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nLucina, would you mind if I watched you train?\nI'd love to learn from you, if that's possible.\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x08\x06ルキナ\nI wouldn't mind at all. If my efforts can help\nyou grow, then observe as much as you like.\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0C\x06ルキナ\x022\n\x0E\x03\x02\x0C\nシトリニカ\nI know what I need to do, but I can't get my\nbody to obey. I may be weak forever...\x0E\x04\x00\x00
