MID_RELIANCE_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x16\x10ジェーデ_兜あり\x021\n\x0E\x03\x00\x0A\x04ボネ\x022\n\x0E\x03\x02\x12\x10ジェーデ_兜あり\n...\x0E\x04\x00\x00
MID_RELIANCE_B_#017	\x0E\x03\x02\x06\x04ボネ\nGood. Then I will get cooking.\x0E\x04\x00\x00
MID_RELIANCE_B_#018	\x0E\x03\x02\x06\x04ボネ\nBut first, just a quick taste of that armor...\x0E\x04\x00\x00
MID_RELIANCE_B_#019	\x0E\x03\x02\x0A\x08ジェーデ\nNo!\x0E\x04\x00\x00
MID_RELIANCE_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04ボネ\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nBunet, do you have a spare moment?\x0E\x04\x00\x00
MID_RELIANCE_A_#002	\x0E\x03\x02\x06\x04ボネ\nAh, Jade. I do.\x0E\x04\x00\x00
MID_RELIANCE_A_#003	\x0E\x03\x02\x06\x04ボネ\nIs that a flower I smell?\x0E\x04\x00\x00
MID_RELIANCE_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nI wanted to thank you for cooking that delicious\nmeal the other day. This flower is for you.\x0E\x04\x00\x00
MID_RELIANCE_A_#005	\x0E\x03\x02\x06\x04ボネ\nFor me?\x0E\x04\x00\x00
MID_RELIANCE_A_#006	\x0E\x03\x02\x06\x04ボネ\nI'm touched. Would you be offended if I took\na little nibble from one of the petals?\x0E\x04\x00\x00
MID_RELIANCE_A_#007	\x0E\x03\x02\x0A\x08ジェーデ\nYou want to know what flowers from a friend\ntaste like, right?\x0E\x04\x00\x00
MID_RELIANCE_A_#008	\x0E\x03\x02\x06\x04ボネ\nI didn't realize you had taken up mind reading.\x0E\x04\x00\x00
MID_RELIANCE_A_#009	\x0E\x03\x02\x0A\x08ジェーデ\nI've experienced enough of your habits to\ndetect a pattern.\x0E\x04\x00\x00
MID_RELIANCE_A_#010	\x0E\x03\x02\x06\x04ボネ\nI see. Well, understanding cuts both ways.\x0E\x04\x00\x00
MID_RELIANCE_A_#011	\x0E\x03\x02\x06\x04ボネ\nHere. Look.\x0E\x04\x00\x00
MID_RELIANCE_A_#012	\x0E\x03\x02\x0A\x08ジェーデ\nWow. This food looks amazing. Why did you\nprepare all of this?\x0E\x04\x00\x00
MID_RELIANCE_A_#013	\x0E\x03\x02\x06\x04ボネ\nI anticipated that you might come thank me.\x0E\x04\x00\x00
MID_RELIANCE_A_#014	\x0E\x03\x02\x06\x04ボネ\nIn preparation, I went ahead and made this\nmodest feast for you.\x0E\x04\x00\x00
MID_RELIANCE_A_#015	\x0E\x03\x02\x0A\x08ジェーデ\nThank you, Bunet.\x0E\x04\x00\x00
MID_RELIANCE_A_#016	\x0E\x03\x02\x0A\x08ジェーデ\nIs this our dynamic now? Thanking each other\nback and forth through polite gestures?\x0E\x04\x00\x00
MID_RELIANCE_A_#017	\x0E\x03\x02\x06\x04ボネ\nStrong friendships have been built on less.\x0E\x04\x00\x00
MID_RELIANCE_A_#018	\x0E\x03\x02\x0A\x08ジェーデ\nI suppose it does offer a reliable framework...\nwith defined boundaries.\x0E\x04\x00\x00
MID_RELIANCE_A_#019	\x0E\x03\x02\x06\x04ボネ\nAgreed. Now that that's settled, I'll just...\x0E\x04\x00\x00
MID_RELIANCE_A_#020	\x0E\x03\x02\x0A\x08ジェーデ\nTouch my armor and you're a dead man.\x0E\x04\x00\x00
MID_RELIANCE_A_#021	\x0E\x03\x02\x06\x04ボネ\nHeh. Fair enough.\x0E\x04\x00\x00
