MID_OP1_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x00\x0A\x04チキ\x023\n\x0E\x03\x02\x0A\x08リュール\nThis place is sweltering. Are you sure there's\nan Emblem Bracelet here?\x0E\x04\x00\x00
MID_ED1_#023	I know there will be hard choices ahead. I'll be\ncounting on you to help me make them.\x0E\x04\x02\x00
MID_ED1_#024	In the meantime, it's great to have you with us.\x0E\x04\x00\x00
MID_ED2_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06アイク\x021\n\x0E\x03\x00\x0E\x08セネリオ\x022\n\x0E\x03\x02\x08\x06アイク\nLooks like you and I get to team up again.\nIt's good to see you, Soren.\x0E\x04\x00\x00
MID_ED2_#002	\x0E\x03\x02\x0A\x08セネリオ\nIf I'd known you were here, I'd have joined right\naway. You should have said something sooner.\x0E\x04\x00\x00
MID_ED2_#003	\x0E\x03\x02\x08\x06アイク\nNo harm in a bit of extra training.\x0E\x04\x00\x00
MID_ED2_#004	\x0E\x03\x02\x0A\x08セネリオ\nMay I ask you a favor?\x0E\x04\x00\x00
MID_ED2_#005	\x0E\x03\x02\x08\x06アイク\nSure.\x0E\x04\x00\x00
MID_ED2_#006	\x0E\x03\x02\x0A\x08セネリオ\nI'd like to resume my post, if you'll have me.\nMy place is at your side.\x0E\x04\x00\x00
MID_ED2_#007	\x0E\x03\x02\x08\x06アイク\nI figured it was only a matter of time until you\nasked me that. Yeah, of course.\x0E\x04\x02\x00
MID_ED2_#008	I trust you more than anyone. You know that.\x0E\x04\x00\x00
MID_ED2_#009	\x0E\x03\x02\x0A\x08セネリオ\nThank you, Ike. Serving you gives me purpose.\x0E\x04\x00\x00
