MID_GR_Lueur_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08リュール\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nDon't go thinking I'm some wishy-washy noble.\nI'm stronger than I look.\x0E\x04\x00\x00
MID_GR_Fram_C_#002	\x0E\x03\x02\x06\x04リン\nYour dedication is admirable. I promise, I'll\nnever come between you and the Divine One.\x0E\x04\x00\x00
MID_GR_Fram_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nServing the Divine Dragon is hard work. And\nyet, you never seem to grow weary of it.\x0E\x04\x00\x00
MID_GR_Fram_B_#002	\x0E\x03\x02\x08\x06フラン\nI don't! Doing stuff for the Divine Dragon is\nsuper inspiring. I could keep it up forever.\x0E\x04\x00\x00
MID_GR_Fram_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06フラン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06フラン\nDragons live much longer than humans. So, one\nday, I'll have to leave the Divine Dragon's side.\x0E\x04\x00\x00
MID_GR_Fram_A_#002	\x0E\x03\x02\x06\x04リン\nFramme, the more you love someone, the\nharder it is to imagine being apart from them.\x0E\x04\x00\x00
MID_GR_Fram_A_#003	\x0E\x03\x02\x06\x04リン\nBut if you spend your time fretting about it,\nyou won't enjoy the time you have together.\x0E\x04\x00\x00
MID_GR_Fram_A_#004	\x0E\x03\x02\x08\x06フラン\nYou're right, Lady Lyn. I'm gonna enjoy every\nsecond I have with the Divine Dragon.\x0E\x04\x00\x00
MID_GR_Alfred_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nI didn't expect there to be an Emblem like you\nin Elusia. I think we'll get along famously.\x0E\x04\x00\x00
MID_GR_Alfred_C_#002	\x0E\x03\x02\x06\x04リン\nTrue, I may seem like a different type of noble,\nbut I agree that we will find a common ground.\x0E\x04\x00\x00
MID_GR_Alfred_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cアルフレッド\nMorning, Lyn! Smell that fresh, dewy air!\x0E\x04\x00\x00
MID_GR_Alfred_B_#002	\x0E\x03\x02\x06\x04リン\nWait, it's not even dawn. You have to let the\nnight finish before you can say "good morning."\x0E\x04\x00\x00
MID_GR_Alfred_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cアルフレッド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nI'm an early riser too, so I think you were right\nwhen you said we're a lot alike.\x0E\x04\x00\x00
MID_GR_Alfred_A_#002	\x0E\x03\x02\x0E\x0Cアルフレッド\nHahaha, you really think so? I knew it!\x0E\x04\x00\x00
MID_GR_Alfred_A_#003	\x0E\x03\x02\x0E\x0Cアルフレッド\nWhat do you say we work out together? I bet\nyou could get pretty buff with my routine!\x0E\x04\x00\x00
MID_GR_Alfred_A_#004	\x0E\x03\x02\x06\x04リン\nI don't think I can put on any more muscle, but\nit sounds fun, so...why not?\x0E\x04\x00\x00
MID_GR_Boucheron_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nブシュロン\nI'm really enjoying our journey. Wherever we go,\nmy friends keep me from getting lost.\x0E\x04\x00\x00
MID_GR_Boucheron_C_#002	\x0E\x03\x02\x06\x04リン\nIt's nice, isn't it─not having to put on a brave\nface. You can simply enjoy yourself.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nブシュロン\nI love reading stories. If there are any you could\nshare with me, I'm all ears.\x0E\x04\x00\x00
MID_GR_Boucheron_B_#002	\x0E\x03\x02\x06\x04リン\nI do have one story I could tell you, it's about all\nthe amazing things I experienced on my journey.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nブシュロン\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nブシュロン\nI'm still sniffling over that story you told\nme, Lyn!\x0E\x04\x00\x00
MID_GR_Boucheron_A_#002	\x0E\x03\x02\x0C\nブシュロン\nI've decided that I'm going to do great things\ntoo, just like you.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#003	\x0E\x03\x02\x06\x04リン\nThanks for listening. And I'd say it's good to\nhave a goal.\x0E\x04\x00\x00
MID_GR_Boucheron_A_#004	\x0E\x03\x02\x06\x04リン\nTruth is stranger than fiction, after all. I bet your\njourney will be more thrilling than any story.\x0E\x04\x00\x00
MID_GR_Etie_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nエーティエ\nYou're so graceful, Lyn. And with a little more\ntraining, you'd have muscles on top of muscles.\x0E\x04\x00\x00
MID_GR_Etie_C_#002	\x0E\x03\x02\x06\x04リン\nI'm trained in the sword and bow, but I never\nthought about muscle training. Interesting idea.\x0E\x04\x00\x00
MID_GR_Etie_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nYou're exercising every time I lay eyes on you.\nWhat spurs you to work so hard?\x0E\x04\x00\x00
MID_GR_Etie_B_#002	\x0E\x03\x02\x0C\nエーティエ\nI could get toned, or I could lie around doing\nnothing. It's an easy choice.\x0E\x04\x00\x00
MID_GR_Etie_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nエーティエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nWorking out is important to you, but I worry\nthat you might be overdoing it.\x0E\x04\x00\x00
MID_GR_Etie_A_#002	\x0E\x03\x02\x0C\nエーティエ\nTrust me, what looks like too much to you is\njust right for me. I know my limits.\x0E\x04\x00\x00
MID_GR_Etie_A_#003	\x0E\x03\x02\x0C\nエーティエ\nEvery session, I push them just a little bit\nfurther so I can reach new heights.\x0E\x04\x00\x00
MID_GR_Etie_A_#004	\x0E\x03\x02\x06\x04リン\nIf you say so. I'm not going to stop worrying,\nbut I trust your ability to overcome anything.\x0E\x04\x00\x00
MID_GR_Celine_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nI've steeled myself to fight for peace, but I fear\nsometimes that this war will never end.\x0E\x04\x00\x00
MID_GR_Celine_C_#002	\x0E\x03\x02\x06\x04リン\nEverything ends, one way or another. I know\nyou're nervous, but don't lose faith.\x0E\x04\x00\x00
MID_GR_Celine_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nI cannot help but envy you, Lyn. Your life seems\nso free, so unrestrained.\x0E\x04\x00\x00
MID_GR_Celine_B_#002	\x0E\x03\x02\x06\x04リン\nFreedom goes hand in hand with danger. But I\nknow some freedoms are worth the risk.\x0E\x04\x00\x00
MID_GR_Celine_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08セリーヌ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08セリーヌ\nThank you for taking tea with me. I always find\ngreat joy in our chats.\x0E\x04\x00\x00
MID_GR_Celine_A_#002	\x0E\x03\x02\x06\x04リン\nSo do I. We'll do this again soon, I hope.\x0E\x04\x00\x00
MID_GR_Celine_A_#003	\x0E\x03\x02\x0A\x08セリーヌ\nOf course. Hearing tales of your world makes\nme reconsider my own approach to life.\x0E\x04\x00\x00
MID_GR_Celine_A_#004	\x0E\x03\x02\x06\x04リン\nMeanwhile, I'm learning a lot about tea. There's\nso much beyond the plains I never knew.\x0E\x04\x00\x00
MID_GR_Louis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04ルイ\nApropos of nothing, do you have any friends\nwith whom you let down your guard?\x0E\x04\x00\x00
MID_GR_Louis_C_#002	\x0E\x03\x02\x06\x04リン\nThe many friends I've fought alongside, for a\nstart. Or is that not what you meant?\x0E\x04\x00\x00
MID_GR_Louis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nThere was one friend I had called Florina. She\nwas adorable. We spent so much time together.\x0E\x04\x00\x00
MID_GR_Louis_B_#002	\x0E\x03\x02\x06\x04ルイ\nPerfect! That's the precise sort of thing I had\nhoped for! Please, tell me everything.\x0E\x04\x00\x00
MID_GR_Louis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0A\x04ルイ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04ルイ\nThere is such warmth in being surrounded by\namiable friends. I'd disappear into it if I could.\x0E\x04\x00\x00
MID_GR_Louis_A_#002	\x0E\x03\x02\x06\x04リン\nI've never met anyone who enjoyed watching\npeople get along as much as you do.\x0E\x04\x00\x00
MID_GR_Louis_A_#003	\x0E\x03\x02\x06\x04ルイ\nEnjoyment comes in all forms, including this\none. Now, shall we find you some new friends?\x0E\x04\x00\x00
MID_GR_Louis_A_#004	\x0E\x03\x02\x06\x04リン\nHey! That's my ring! How many people do you\nplan on introducing me to?!\x0E\x04\x00\x00
MID_GR_Chloe_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06クロエ\nI wonder what kind of food we'll find in the next\ntown. Do you have any favorite foods, Lyn?\x0E\x04\x00\x00
MID_GR_Chloe_C_#002	\x0E\x03\x02\x06\x04リン\nGood question. Meatballs, boar-meat dumplings,\nsausage... Most kinds of meat, I suppose.\x0E\x04\x00\x00
MID_GR_Chloe_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nYou're always eating the juiciest-looking things.\nMy mouth would water if it could.\x0E\x04\x00\x00
MID_GR_Chloe_B_#002	\x0E\x03\x02\x08\x06クロエ\nThey're all so good! I wish I could sample some\nthings from your world too.\x0E\x04\x00\x00
MID_GR_Chloe_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06クロエ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06クロエ\nHey, Lyn! Look what I got─it's gecko rolled in\npepper and fried in frog oil.\x0E\x04\x00\x00
MID_GR_Chloe_A_#002	\x0E\x03\x02\x06\x04リン\nOh, is that...for me? Oh no. What a shame.\nEmblems can't eat food.\x0E\x04\x00\x00
MID_GR_Chloe_A_#003	\x0E\x03\x02\x08\x06クロエ\nOh...I'm so sorry. I forgot. Here, I'll describe\nevery last detail of the taste to you as I eat.\x0E\x04\x00\x00
MID_GR_Chloe_A_#004	\x0E\x03\x02\x06\x04リン\nEvery detail? No, thank you. Maybe some other\ntime, when you eat something more common.\x0E\x04\x00\x00
MID_GR_Diamand_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nEmblem Lyn... King Hyacinth used your power\nto wound and capture my father. I... I can't...\x0E\x04\x00\x00
MID_GR_Diamand_C_#002	\x0E\x03\x02\x06\x04リン\nI understand...and I'm sorry. I was under the Fell\nDragon's power. I know that's of little comfort...\x0E\x04\x00\x00
MID_GR_Diamand_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nThere's a familiar warmth to your power, Lyn.\nYour determination reminds me of my father.\x0E\x04\x00\x00
MID_GR_Diamand_B_#002	\x0E\x03\x02\x06\x04リン\nI'm honored to hear that, Diamant. I take it as a\nsign that we're growing to trust each other.\x0E\x04\x00\x00
MID_GR_Diamand_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x12\x0Cディアマンド\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0E\x0Cディアマンド\nI apologize for my behavior, Lyn. I strive for\npeace, yet I held on to bitterness toward you.\x0E\x04\x00\x00
MID_GR_Diamand_A_#002	\x0E\x03\x02\x06\x04リン\nDon't apologize, Diamant. I understand. If I had\nlost someone precious to me, I'd do the same.\x0E\x04\x00\x00
MID_GR_Diamand_A_#003	\x0E\x03\x02\x0E\x0Cディアマンド\nStarting today, I want us to be true comrades in\narms─to fight side by side. Will you accept me?\x0E\x04\x00\x00
MID_GR_Diamand_A_#004	\x0E\x03\x02\x06\x04リン\nOf course! I would enjoy nothing more. We'll be\nable to grow much stronger as a team.\x0E\x04\x00\x00
MID_GR_Umber_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08アンバー\nIf we had alpacas on our team, we would never\nlose! Think you could help me train a few, Lyn?\x0E\x04\x00\x00
MID_GR_Umber_C_#002	\x0E\x03\x02\x06\x04リン\nI've never thought of recruiting alpacas. I guess\nthey could be quite powerful under the fluff...\x0E\x04\x00\x00
MID_GR_Umber_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nHmm. Strange. I used to think alpacas were odd,\nbut now I wonder how I missed their charm...\x0E\x04\x00\x00
MID_GR_Umber_B_#002	\x0E\x03\x02\x0A\x08アンバー\nYeah! Alpacas are the best. They helped me\nsurvive a life in the countryside before this.\x0E\x04\x00\x00
MID_GR_Umber_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08アンバー\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nAww, I wish we had alpacas here... I want to\npet one so badly. What am I saying?\x0E\x04\x00\x00
MID_GR_Umber_A_#002	\x0E\x03\x02\x0A\x08アンバー\nHahaha! Too late, Lyn. I heard that! You've been\noverwhelmed by alpaca power!\x0E\x04\x00\x00
MID_GR_Umber_A_#003	\x0E\x03\x02\x06\x04リン\nI hate to admit it, but it seems you're right...and\nI think I've come to appreciate your power too.\x0E\x04\x00\x00
MID_GR_Umber_A_#004	\x0E\x03\x02\x0A\x08アンバー\nYou have? Really?! But you're so much cooler\nthan me. I'm sorta stunned...but happy too!\x0E\x04\x00\x00
MID_GR_Jade_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nSuch a stern expression, Jade... If I upset you in\nthat last battle somehow, you must tell me.\x0E\x04\x00\x00
MID_GR_Jade_C_#002	\x0E\x03\x02\x0A\x08ジェーデ\nNo, you're fine, Lyn. I was just admiring your\nsmile. It's...very refreshing.\x0E\x04\x00\x00
MID_GR_Jade_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0A\x08ジェーデ\nI think laughter is the highest form of human\nexpression. It's mysterious and profound...\x0E\x04\x00\x00
MID_GR_Jade_B_#002	\x0E\x03\x02\x06\x04リン\nI can see that you take laughter quite seriously.\nYour passion for comedy is inspiring.\x0E\x04\x00\x00
MID_GR_Jade_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0E\x08ジェーデ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nYour novel had me in stitches, Jade! I'm amazed\nat how well you hide your humorous side.\x0E\x04\x00\x00
MID_GR_Jade_A_#002	\x0E\x03\x02\x0A\x08ジェーデ\nI get that a lot. Like you said, I'm always serious\nabout laughter. Some people think I never laugh.\x0E\x04\x00\x00
MID_GR_Jade_A_#003	\x0E\x03\x02\x06\x04リン\nWell, I, for one, think I've gotten much better at\nreading your happier expressions.\x0E\x04\x00\x00
MID_GR_Jade_A_#004	\x0E\x03\x02\x0A\x08ジェーデ\nYou have? Hmm. You're a funny warrior, Lyn...\nbut I guess it takes one to know one. Hm.\x0E\x04\x00\x00
MID_GR_Staluke_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nスタルーク\nYou're the Emblem King Hyacinth once used...\nbut now you're an ally? This is hard to accept.\x0E\x04\x00\x00
MID_GR_Staluke_C_#002	\x0E\x03\x02\x06\x04リン\nUntil you can forgive me, Alcryst, think of me\nonly as an Emblem, not as Lyn.\x0E\x04\x00\x00
MID_GR_Staluke_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nスタルーク\nThank you for lending me your strength, Lyn.\nI've come to rely on your power...a lot.\x0E\x04\x00\x00
MID_GR_Staluke_B_#002	\x0E\x03\x02\x06\x04リン\nThank you, Alcryst. I've come to rely on your\npower as well. You're quite skilled!\x0E\x04\x00\x00
MID_GR_Staluke_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nスタルーク\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nスタルーク\nBefore...you told me to think you as "only an\nEmblem." But...I don't think I can.\x0E\x04\x00\x00
MID_GR_Staluke_A_#002	\x0E\x03\x02\x06\x04リン\nIt's still too difficult to fight alongside me? I see.\nWe'll ask the Divine Dragon if someone else─\x0E\x04\x00\x00
MID_GR_Staluke_A_#003	\x0E\x03\x02\x0C\nスタルーク\nNo! You're not "only" anything. The more we\nbattle together, the more precious you become.\x0E\x04\x00\x00
MID_GR_Staluke_A_#004	\x0E\x03\x02\x06\x04リン\nOh! Hm-hm, I'm so glad to hear that, Alcryst.\nWe should talk more often!\x0E\x04\x00\x00
MID_GR_Lapis_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nI was born on the Sacae Plains. Nature blessed\nus with her bounty in every direction.\x0E\x04\x00\x00
MID_GR_Lapis_C_#002	\x0E\x03\x02\x08\x06ラピス\nOh! You'd never starve growing up on the\nplains. So much plant life to eat. All that grass...\x0E\x04\x00\x00
MID_GR_Lapis_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x06\x04リン\nI think you may have misunderstood me before.\nThere was more to eat than just the grass...\x0E\x04\x00\x00
MID_GR_Lapis_B_#002	\x0E\x03\x02\x08\x06ラピス\nOh, that does make more sense. I guess I was\ntoo eager to relate with someone else...\x0E\x04\x00\x00
MID_GR_Lapis_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x0C\x06ラピス\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x08\x06ラピス\nHey, Lyn? Have you ever lost out on something\neven though you worked really hard for it?\x0E\x04\x00\x00
MID_GR_Lapis_A_#002	\x0E\x03\x02\x06\x04リン\nI have. Plenty of large animals have slipped\naway from me while I was hunting.\x0E\x04\x00\x00
MID_GR_Lapis_A_#003	\x0E\x03\x02\x06\x04リン\nI'd prepare so much, plan for every movement...\nand then it would just vanish. So frustrating.\x0E\x04\x00\x00
MID_GR_Lapis_A_#004	\x0E\x03\x02\x08\x06ラピス\nHeh, I guess you have to seize the moment\nsometimes. I'll learn from your lesson, Lyn!\x0E\x04\x00\x00
MID_GR_Citrinica_C_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nシトリニカ\nHow can I convince people my face isn't scary?\nI try to pay it no mind, but it happens so often...\x0E\x04\x00\x00
MID_GR_Citrinica_C_#002	\x0E\x03\x02\x06\x04リン\nTry to guide them out of their initial discomfort.\nA confident, steady smile might do the trick!\x0E\x04\x00\x00
MID_GR_Citrinica_B_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nシトリニカ\nLyn... I tried to follow your advice about smiling.\nPeople were even more terrified of me!\x0E\x04\x00\x00
MID_GR_Citrinica_B_#002	\x0E\x03\x02\x06\x04リン\nOh, I see. That is a tricky situation. Perhaps you\nshouldn't take my advice on this one...\x0E\x04\x00\x00
MID_GR_Citrinica_A_#001	\x0E\x02\x02\x00\n\x0E\x03\x00\x10\nシトリニカ\x021\n\x0E\x03\x00\x0A\x04リン\x022\n\x0E\x03\x02\x0C\nシトリニカ\nWonderful news, Lyn! I've found a way to not\nbe upset by frightened reactions to my face!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#002	\x0E\x03\x02\x06\x04リン\nThat's much different from your original goal.\nI like this one better. How did you do it?\x0E\x04\x00\x00
MID_GR_Citrinica_A_#003	\x0E\x03\x02\x0C\nシトリニカ\nI imagine that the other person is merely acting\nscared of my face. As a joke. And jokes are fun!\x0E\x04\x00\x00
MID_GR_Citrinica_A_#004	\x0E\x03\x02\x06\x04リン\nIf it works, it works. I don't think you have to\nworry. You're kind, and everyone knows it.\x0E\x04\x00\x00
